,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13243,5,0.0,0.0,,0.0,0.0,,,,,,18.5,,9.0,,0.0,2.1,,0.0,0.3,0.0,2.0,,0.7,,1.9,,,0.0,0.5,-5.0,-5.0,,-5.0,-5.0,,,,,,13.5,,4.0,,-5.0,-2.9,,-5.0,-4.7,-5.0,-3.0,,-4.3,,-3.1,,,-5.0,-4.5,False,,False,False,,,,,,False,,True,,True,True,,True,True,False,True,,True,,True,,,False,True
13245,222,183.0,193.9,,162.0,140.0,,,,,,130.7,,306.0,,162.0,189.5,,147.8,166.4,157.0,270.0,,70.2,,180.1,145.0,,167.0,150.3,-39.0,-28.1,,-60.0,-82.0,,,,,,-91.3,,84.0,,-60.0,-32.5,,-74.2,-55.6,-65.0,48.0,,-151.8,,-41.9,-77.0,,-55.0,-71.7,True,,False,False,,,,,,False,,False,,False,True,,False,False,False,False,,False,,False,False,,False,False
13247,44,46.0,47.0,,42.0,37.0,,,,,,61.6,,69.0,,38.1,52.6,,29.0,42.3,44.0,52.0,,42.9,,45.4,,,42.0,25.8,2.0,3.0,,-2.0,-7.0,,,,,,17.6,,25.0,,-5.9,8.6,,-15.0,-1.7,0.0,8.0,,-1.1,,1.4,,,-2.0,-18.2,False,,False,False,,,,,,False,,False,,False,False,,False,True,True,False,,True,,True,,,False,False
13249,1,1.0,0.9,,1.0,0.0,,,,,,12.0,,4.0,,1.1,1.4,,0.0,0.2,0.0,2.0,,0.8,,1.3,,,1.0,1.4,0.0,-0.1,,0.0,-1.0,,,,,,11.0,,3.0,,0.1,0.4,,-1.0,-0.8,-1.0,1.0,,-0.2,,0.3,,,0.0,0.4,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
13251,7,11.0,11.2,,11.0,21.0,,,,,,16.6,,17.0,,10.6,14.3,,5.3,13.5,13.0,12.0,,6.3,,10.0,,,15.0,19.8,4.0,4.2,,4.0,14.0,,,,,,9.6,,10.0,,3.6,7.3,,-1.7,6.5,6.0,5.0,,-0.7,,3.0,,,8.0,12.8,False,,False,False,,,,,,False,,False,,True,False,,True,False,False,False,,True,,True,,,False,False
13253,8,15.0,15.1,,13.0,0.0,,,,,,12.6,,13.0,,15.5,7.2,,7.3,14.2,,31.0,,0.6,,18.7,,,11.0,6.7,7.0,7.1,,5.0,-8.0,,,,,,4.6,,5.0,,7.5,-0.8,,-0.7,6.2,,23.0,,-7.4,,10.7,,,3.0,-1.3,False,,True,False,,,,,,True,,True,,False,True,,True,True,,False,,False,,False,,,True,True
13255,52,23.0,21.3,,25.0,30.0,,,,,,48.0,,52.0,,27.2,36.8,,22.7,38.4,32.0,13.0,,25.6,,23.8,,,31.0,24.7,-29.0,-30.7,,-27.0,-22.0,,,,,,-4.0,,0.0,,-24.8,-15.2,,-29.3,-13.6,-20.0,-39.0,,-26.4,,-28.2,,,-21.0,-27.3,False,,True,True,,,,,,True,,True,,True,True,,False,True,True,False,,True,,True,,,True,True
13257,76,57.0,50.1,,52.0,54.0,,,,,,27.4,,51.0,,59.3,30.7,,52.1,57.8,63.0,77.0,,30.5,,53.4,,,50.0,40.5,-19.0,-25.9,,-24.0,-22.0,,,,,,-48.6,,-25.0,,-16.7,-45.3,,-23.9,-18.2,-13.0,1.0,,-45.5,,-22.6,,,-26.0,-35.5,False,,False,False,,,,,,False,,False,,True,False,,False,True,True,True,,False,,False,,,False,False
13259,2,2.0,6.7,,2.0,0.0,,,,,,15.9,,5.0,,1.5,5.8,,0.1,4.6,,1.0,,1.2,,2.8,,,0.0,22.5,0.0,4.7,,0.0,-2.0,,,,,,13.9,,3.0,,-0.5,3.8,,-1.9,2.6,,-1.0,,-0.8,,0.8,,,-2.0,20.5,False,,True,False,,,,,,False,,False,,False,False,,False,False,,False,,False,,False,,,False,False
13261,5,12.0,12.8,,9.0,7.0,,,,,,106.1,,24.0,,9.7,16.2,,2.6,8.5,0.0,33.0,,6.7,,13.3,,,8.0,4.7,7.0,7.8,,4.0,2.0,,,,,,101.1,,19.0,,4.7,11.2,,-2.4,3.5,-5.0,28.0,,1.7,,8.3,,,3.0,-0.3,False,,True,True,,,,,,False,,False,,True,False,,True,True,True,False,,True,,False,,,True,True
13263,0,0.0,0.5,,0.0,0.0,,,,,,9.5,,5.0,,0.2,1.5,,0.2,0.4,0.0,1.0,,0.9,,0.4,,,2.0,2.5,0.0,0.5,,0.0,0.0,,,,,,9.5,,5.0,,0.2,1.5,,0.2,0.4,0.0,1.0,,0.9,,0.4,,,2.0,2.5,False,,True,True,,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,False,False
13265,1,1.0,1.0,,1.0,0.0,,,,,,4.6,,2.0,,0.0,0.5,,0.0,0.0,0.0,0.0,,1.0,,,,,1.0,1.2,0.0,0.0,,0.0,-1.0,,,,,,3.6,,1.0,,-1.0,-0.5,,-1.0,-1.0,-1.0,-1.0,,-0.0,,,,,0.0,0.2,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,,,,True,False
13267,21,16.0,14.2,,16.0,28.0,,,,,,37.0,,36.0,,19.6,18.4,,8.0,18.8,24.0,0.0,,8.4,,15.5,,,26.0,23.6,-5.0,-6.8,,-5.0,7.0,,,,,,16.0,,15.0,,-1.4,-2.6,,-13.0,-2.2,3.0,-21.0,,-12.6,,-5.5,,,5.0,2.6,False,,False,False,,,,,,False,,False,,True,True,,False,True,True,False,,False,,False,,,False,True
13269,3,9.0,8.5,,7.0,7.0,,,,,,12.6,,8.0,,7.2,6.1,,1.1,4.8,0.0,19.0,,8.1,,10.0,,,5.0,7.4,6.0,5.5,,4.0,4.0,,,,,,9.6,,5.0,,4.2,3.1,,-1.9,1.8,-3.0,16.0,,5.1,,7.0,,,2.0,4.4,True,,True,True,,,,,,False,,True,,True,True,,True,True,True,False,,True,,False,,,True,True
13271,8,12.0,11.9,,10.0,6.0,,,,,,16.9,,16.0,,12.1,6.5,,2.9,7.3,,30.0,,10.1,,10.9,,,9.0,6.9,4.0,3.9,,2.0,-2.0,,,,,,8.9,,8.0,,4.1,-1.5,,-5.1,-0.7,,22.0,,2.1,,2.9,,,1.0,-1.1,True,,True,True,,,,,,False,,False,,False,True,,False,True,,False,,True,,True,,,True,True
13273,3,1.0,0.9,,1.0,0.0,,,,,,35.2,,9.0,,0.1,2.2,,1.1,1.6,0.0,1.0,,0.0,,1.7,,,2.0,1.5,-2.0,-2.1,,-2.0,-3.0,,,,,,32.2,,6.0,,-2.9,-0.8,,-1.9,-1.4,-3.0,-2.0,,-3.0,,-1.3,,,-1.0,-1.5,False,,False,False,,,,,,False,,False,,False,True,,True,True,False,False,,False,,True,,,True,True
13275,35,17.0,9.2,,13.0,17.0,,,,,,43.8,,49.0,,11.7,21.3,,9.6,19.2,,0.0,,12.5,,19.6,,,17.0,10.1,-18.0,-25.8,,-22.0,-18.0,,,,,,8.8,,14.0,,-23.3,-13.7,,-25.4,-15.8,,-35.0,,-22.5,,-15.4,,,-18.0,-24.9,False,,False,False,,,,,,True,,True,,False,True,,False,True,,False,,False,,True,,,False,False
13277,39,51.0,48.4,,41.0,60.0,,,,,,49.7,,43.0,,50.8,24.5,,20.3,40.8,65.0,85.0,,19.5,,40.9,,,61.0,38.9,12.0,9.4,,2.0,21.0,,,,,,10.7,,4.0,,11.8,-14.5,,-18.7,1.8,26.0,46.0,,-19.5,,1.9,,,22.0,-0.1,True,,True,False,,,,,,True,,True,,True,False,,False,True,False,False,,False,,True,,,False,True
13279,47,33.0,33.1,,31.0,36.0,,,,,,31.7,,43.0,,32.9,27.5,,13.1,25.8,39.0,1.0,,21.2,,30.8,,,40.0,10.8,-14.0,-13.9,,-16.0,-11.0,,,,,,-15.3,,-4.0,,-14.1,-19.5,,-33.9,-21.2,-8.0,-46.0,,-25.8,,-16.2,,,-7.0,-36.2,True,,False,True,,,,,,False,,True,,False,False,,False,False,True,False,,False,,False,,,True,False
13281,34,19.0,18.7,,19.0,22.0,,,,,,7.1,,10.0,,21.8,12.9,,11.6,19.2,19.0,13.0,,12.8,,17.9,,,21.0,22.9,-15.0,-15.3,,-15.0,-12.0,,,,,,-26.9,,-24.0,,-12.2,-21.1,,-22.4,-14.8,-15.0,-21.0,,-21.2,,-16.1,,,-13.0,-11.1,False,,False,True,,,,,,False,,False,,True,False,,False,True,False,False,,False,,False,,,True,True
13283,12,6.0,5.6,,6.0,5.0,,,,,,12.5,,9.0,,7.0,5.3,,1.9,6.0,0.0,1.0,,3.2,,6.5,,,8.0,3.1,-6.0,-6.4,,-6.0,-7.0,,,,,,0.5,,-3.0,,-5.0,-6.7,,-10.1,-6.0,-12.0,-11.0,,-8.8,,-5.5,,,-4.0,-8.9,False,,False,False,,,,,,True,,True,,True,False,,False,True,False,False,,False,,True,,,True,False
13285,48,45.0,43.1,,37.0,39.0,,,,,,71.4,,65.0,,37.3,31.3,,28.0,41.7,44.0,0.0,,34.6,,36.2,,,29.0,31.3,-3.0,-4.9,,-11.0,-9.0,,,,,,23.4,,17.0,,-10.7,-16.7,,-20.0,-6.3,-4.0,-48.0,,-13.4,,-11.8,,,-19.0,-16.7,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
13287,7,15.0,15.3,,8.0,0.0,,,,,,16.7,,6.0,,11.6,4.9,,4.9,8.5,,29.0,,9.7,,13.8,,,21.0,3.4,8.0,8.3,,1.0,-7.0,,,,,,9.7,,-1.0,,4.6,-2.1,,-2.1,1.5,,22.0,,2.7,,6.8,,,14.0,-3.6,False,,True,True,,,,,,False,,True,,True,True,,True,True,,False,,True,,True,,,False,True
13289,6,12.0,11.9,,8.0,8.0,,,,,,12.2,,8.0,,11.4,4.8,,1.4,4.4,0.0,20.0,,3.6,,13.6,,,10.0,2.6,6.0,5.9,,2.0,2.0,,,,,,6.2,,2.0,,5.4,-1.2,,-4.6,-1.6,-6.0,14.0,,-2.4,,7.6,,,4.0,-3.4,True,,True,True,,,,,,False,,True,,True,True,,True,True,False,False,,True,,False,,,True,True
13291,46,40.0,40.7,,37.0,51.0,,,,,,9.6,,27.0,,47.1,40.4,,24.5,42.9,62.0,9.0,,35.3,,36.9,,,61.0,36.5,-6.0,-5.3,,-9.0,5.0,,,,,,-36.4,,-19.0,,1.1,-5.6,,-21.5,-3.1,16.0,-37.0,,-10.7,,-9.1,,,15.0,-9.5,True,,False,True,,,,,,False,,False,,True,True,,False,True,False,False,,False,,False,,,False,False
13293,12,20.0,19.6,,20.0,14.0,,,,,,46.1,,26.0,,20.0,27.1,,5.2,15.6,24.0,0.0,,14.6,,20.5,,,22.0,20.0,8.0,7.6,,8.0,2.0,,,,,,34.1,,14.0,,8.0,15.1,,-6.8,3.6,12.0,-12.0,,2.6,,8.5,,,10.0,8.0,True,,False,True,,,,,,False,,False,,False,False,,True,True,False,False,,True,,False,,,False,True
13295,55,89.0,92.4,,67.0,58.0,,,,,,45.2,,110.0,,85.2,82.2,,48.0,67.0,71.0,79.0,,29.8,,98.4,,,65.0,50.6,34.0,37.4,,12.0,3.0,,,,,,-9.8,,55.0,,30.2,27.2,,-7.0,12.0,16.0,24.0,,-25.2,,43.4,,,10.0,-4.4,False,,True,True,,,,,,True,,False,,True,True,,True,True,True,True,,True,,False,,,True,True
13297,91,60.0,60.3,,55.0,63.0,,,,,,53.5,,83.0,,54.8,78.2,,29.8,53.8,63.0,59.0,,49.8,,57.9,,,67.0,44.5,-31.0,-30.7,,-36.0,-28.0,,,,,,-37.5,,-8.0,,-36.2,-12.8,,-61.2,-37.2,-28.0,-32.0,,-41.2,,-33.1,,,-24.0,-46.5,True,,False,True,,,,,,False,,True,,False,True,,False,False,True,False,,False,,False,,,True,False
13299,36,36.0,35.4,,30.0,30.0,,,,,,41.5,,67.0,,29.8,18.9,,11.1,22.4,28.0,54.0,,13.5,,33.4,,,27.0,13.6,0.0,-0.6,,-6.0,-6.0,,,,,,5.5,,31.0,,-6.2,-17.1,,-24.9,-13.6,-8.0,18.0,,-22.5,,-2.6,,,-9.0,-22.4,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
13301,5,11.0,12.0,,7.0,0.0,,,,,,13.4,,4.0,,11.9,2.4,,3.4,8.1,0.0,27.0,,7.2,,10.7,,,13.0,5.2,6.0,7.0,,2.0,-5.0,,,,,,8.4,,-1.0,,6.9,-2.6,,-1.6,3.1,-5.0,22.0,,2.2,,5.7,,,8.0,0.2,False,,True,True,,,,,,False,,True,,False,True,,True,True,True,False,,True,,True,,,False,True
13303,20,19.0,19.1,,12.0,7.0,,,,,,24.1,,27.0,,18.0,13.4,,6.3,12.1,,8.0,,7.4,,20.6,,,22.0,11.2,-1.0,-0.9,,-8.0,-13.0,,,,,,4.1,,7.0,,-2.0,-6.6,,-13.7,-7.9,,-12.0,,-12.6,,0.6,,,2.0,-8.8,True,,False,False,,,,,,False,,False,,False,False,,False,False,,False,,False,,True,,,False,False
13305,25,29.0,29.3,,27.0,29.0,,,,,,38.7,,43.0,,27.1,20.9,,12.1,25.0,28.0,2.0,,0.0,,26.4,,,0.0,21.8,4.0,4.3,,2.0,4.0,,,,,,13.7,,18.0,,2.1,-4.1,,-12.9,0.0,3.0,-23.0,,-25.0,,1.4,,,-25.0,-3.2,False,,True,False,,,,,,False,,False,,True,False,,False,True,True,False,,False,,True,,,False,True
13307,1,0.0,0.0,,0.0,0.0,,,,,,7.6,,2.0,,0.0,0.7,,0.1,0.0,0.0,1.0,,1.0,,0.0,,,0.0,1.2,-1.0,-1.0,,-1.0,-1.0,,,,,,6.6,,1.0,,-1.0,-0.3,,-0.9,-1.0,-1.0,0.0,,-0.0,,-1.0,,,-1.0,0.2,False,,False,False,,,,,,False,,False,,True,True,,True,True,False,True,,True,,False,,,False,True
13309,10,14.0,17.9,,14.0,22.0,,,,,,18.8,,8.0,,13.3,6.7,,6.5,11.7,1.0,17.0,,33.5,,15.5,,,4.0,27.6,4.0,7.9,,4.0,12.0,,,,,,8.8,,-2.0,,3.3,-3.3,,-3.5,1.7,-9.0,7.0,,23.5,,5.5,,,-6.0,17.6,False,,False,False,,,,,,False,,True,,True,True,,True,True,False,False,,False,,False,,,False,False
13311,63,63.0,61.5,,48.0,60.0,,,,,,23.2,,34.0,,82.4,45.3,,25.8,47.6,92.0,11.0,,17.7,,60.6,,,75.0,42.3,0.0,-1.5,,-15.0,-3.0,,,,,,-39.8,,-29.0,,19.4,-17.7,,-37.2,-15.4,29.0,-52.0,,-45.3,,-2.4,,,12.0,-20.7,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
13313,153,147.0,144.5,,144.0,156.0,,,,,,99.3,,193.0,,130.1,61.7,,140.1,143.4,143.0,212.0,,265.4,,154.8,,,134.0,80.8,-6.0,-8.5,,-9.0,3.0,,,,,,-53.7,,40.0,,-22.9,-91.3,,-12.9,-9.6,-10.0,59.0,,112.4,,1.8,,,-19.0,-72.2,False,,False,True,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
13315,1,1.0,0.6,,1.0,0.0,,,,,,18.7,,8.0,,0.8,3.6,,0.1,1.4,0.0,3.0,,0.4,,2.4,,,1.0,2.5,0.0,-0.4,,0.0,-1.0,,,,,,17.7,,7.0,,-0.2,2.6,,-0.9,0.4,-1.0,2.0,,-0.6,,1.4,,,0.0,1.5,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
13317,3,2.0,1.0,,2.0,0.0,,,,,,12.0,,15.0,,1.1,4.3,,7.8,2.3,0.0,3.0,,1.1,,1.9,,,3.0,5.0,-1.0,-2.0,,-1.0,-3.0,,,,,,9.0,,12.0,,-1.9,1.3,,4.8,-0.7,-3.0,0.0,,-1.9,,-1.1,,,0.0,2.0,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,True,,False,,False,,,True,False
13319,9,10.0,11.9,,9.0,0.0,,,,,,14.3,,8.0,,10.3,7.4,,2.9,7.4,1.0,20.0,,10.3,,10.9,,,6.0,8.5,1.0,2.9,,0.0,-9.0,,,,,,5.3,,-1.0,,1.3,-1.6,,-6.1,-1.6,-8.0,11.0,,1.3,,1.9,,,-3.0,-0.5,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,True
13321,24,14.0,14.0,,13.0,7.0,,,,,,28.4,,18.0,,9.4,6.3,,6.9,14.1,,4.0,,32.2,,12.9,,,20.0,7.8,-10.0,-10.0,,-11.0,-17.0,,,,,,4.4,,-6.0,,-14.6,-17.7,,-17.1,-9.9,,-20.0,,8.2,,-11.1,,,-4.0,-16.2,False,,False,False,,,,,,True,,True,,False,False,,False,True,,False,,True,,False,,,True,False
15001,129,102.0,111.8,,101.0,93.0,,,,,,52.8,,,,70.2,156.5,,121.8,99.7,120.0,93.0,,159.5,,113.8,72.0,,110.0,84.6,-27.0,-17.2,,-28.0,-36.0,,,,,,-76.2,,,,-58.8,27.5,,-7.2,-29.3,-9.0,-36.0,,30.5,,-15.2,-57.0,,-19.0,-44.4,True,,False,False,,,,,,False,,,,False,False,,True,False,True,False,,False,,True,False,,True,False
15003,507,604.0,627.4,604.9,557.0,557.0,,,,,,756.9,,,,602.6,782.6,,490.5,519.2,550.0,631.0,,323.6,,584.7,754.0,,598.0,283.5,97.0,120.4,97.9,50.0,50.0,,,,,,249.9,,,,95.6,275.6,,-16.5,12.2,43.0,124.0,,-183.4,,77.7,247.0,,91.0,-223.5,False,False,True,True,,,,,,False,,,,True,False,,True,True,True,False,,False,,True,False,,True,False
15005,0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,True,,True,True,,,,,,,,,,True,True,,,True,True,,,True,,,,,,
15007,0,0.0,0.2,,0.0,0.0,,,,,,293.8,,,,1.2,3.7,,0.0,0.0,0.0,12.0,,0.4,,0.0,,,1.0,1.0,0.0,0.2,,0.0,0.0,,,,,,293.8,,,,1.2,3.7,,0.0,0.0,0.0,12.0,,0.4,,0.0,,,1.0,1.0,False,,True,True,,,,,,False,,,,False,False,,False,False,True,False,,False,,True,,,False,False
15009,7,6.0,7.3,,5.0,0.0,,,,,,74.1,,,,4.4,28.0,,3.5,8.5,,,,3.4,,7.3,7.0,,5.0,4.9,-1.0,0.3,,-2.0,-7.0,,,,,,67.1,,,,-2.6,21.0,,-3.5,1.5,,,,-3.6,,0.3,0.0,,-2.0,-2.1,True,,False,False,,,,,,False,,,,False,False,,False,False,,,,False,,True,True,,False,False
16001,783,667.0,657.5,577.4,637.0,797.0,,,,,,493.1,,617.0,,614.5,850.1,,699.3,691.1,916.0,576.0,,677.7,,613.9,691.0,,777.0,274.3,-116.0,-125.5,-205.6,-146.0,14.0,,,,,,-289.9,,-166.0,,-168.5,67.1,,-83.7,-91.9,133.0,-207.0,,-105.3,,-169.1,-92.0,,-6.0,-508.7,False,False,False,True,,,,,,False,,False,,False,True,,True,True,False,False,,True,,False,True,,True,False
16003,2,0.0,0.1,,0.0,0.0,,,,,,12.3,,1.0,,1.2,0.7,,0.5,0.0,0.0,1.0,,0.5,,0.1,,,0.0,1.1,-2.0,-1.9,,-2.0,-2.0,,,,,,10.3,,-1.0,,-0.8,-1.3,,-1.5,-2.0,-2.0,-1.0,,-1.5,,-1.9,,,-2.0,-0.9,True,,False,False,,,,,,False,,True,,True,True,,True,True,False,True,,True,,True,,,False,True
16005,205,250.0,251.2,,234.0,311.0,,,,,,65.3,,196.0,,281.4,103.5,,202.7,172.7,303.0,356.0,,332.6,,234.2,,,240.0,67.7,45.0,46.2,,29.0,106.0,,,,,,-139.7,,-9.0,,76.4,-101.5,,-2.3,-32.3,98.0,151.0,,127.6,,29.2,,,35.0,-137.3,False,,True,False,,,,,,False,,True,,False,False,,True,True,False,False,,False,,True,,,True,False
16007,5,6.0,5.3,,5.0,0.0,,,,,,4.7,,11.0,,7.7,4.5,,,3.1,7.0,6.0,,6.3,,,,,4.0,1.8,1.0,0.3,,0.0,-5.0,,,,,,-0.3,,6.0,,2.7,-0.5,,,-1.9,2.0,1.0,,1.3,,,,,-1.0,-3.2,True,,True,False,,,,,,True,,False,,False,True,,,False,False,False,,False,,,,,False,False
16009,11,10.0,10.2,,6.0,6.0,,,,,,8.3,,4.0,,11.9,6.6,,0.5,4.3,15.0,8.0,,33.5,,10.3,,,10.0,6.3,-1.0,-0.8,,-5.0,-5.0,,,,,,-2.7,,-7.0,,0.9,-4.4,,-10.5,-6.7,4.0,-3.0,,22.5,,-0.7,,,-1.0,-4.7,True,,False,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,True,,,False,False
16011,93,162.0,146.9,,141.0,204.0,,,,,,55.3,,155.0,,174.6,69.1,,124.8,112.5,195.0,290.0,,71.2,,141.4,,,129.0,77.3,69.0,53.9,,48.0,111.0,,,,,,-37.7,,62.0,,81.6,-23.9,,31.8,19.5,102.0,197.0,,-21.8,,48.4,,,36.0,-15.7,True,,True,False,,,,,,True,,True,,False,True,,True,True,False,False,,True,,True,,,True,True
16013,47,34.0,33.5,,28.0,5.0,,,,,,325.7,,32.0,,34.6,11.5,,8.8,25.4,46.0,41.0,,93.7,,28.4,,,49.0,9.1,-13.0,-13.5,,-19.0,-42.0,,,,,,278.7,,-15.0,,-12.4,-35.5,,-38.2,-21.6,-1.0,-6.0,,46.7,,-18.6,,,2.0,-37.9,False,,False,False,,,,,,False,,False,,True,False,,False,False,True,True,,False,,False,,,True,False
16015,1,3.0,3.3,,2.0,0.0,,,,,,4.7,,5.0,,4.2,4.0,,,0.4,5.0,6.0,,0.5,,,,,6.0,1.7,2.0,2.3,,1.0,-1.0,,,,,,3.7,,4.0,,3.2,3.0,,,-0.6,4.0,5.0,,-0.5,,,,,5.0,0.7,False,,True,True,,,,,,False,,False,,False,False,,,True,False,False,,True,,,,,False,True
16017,33,42.0,41.0,,35.0,57.0,,,,,,61.7,,41.0,,46.4,40.9,,23.9,34.8,49.0,33.0,,10.4,,34.2,,,35.0,19.7,9.0,8.0,,2.0,24.0,,,,,,28.7,,8.0,,13.4,7.9,,-9.1,1.8,16.0,0.0,,-22.6,,1.2,,,2.0,-13.3,True,,True,False,,,,,,False,,True,,False,True,,False,True,False,True,,False,,True,,,True,False
16019,380,249.0,243.1,,244.0,239.0,,,,,,105.1,,269.0,,287.6,235.8,,238.2,272.3,279.0,162.0,,248.0,,244.8,,,252.0,146.2,-131.0,-136.9,,-136.0,-141.0,,,,,,-274.9,,-111.0,,-92.4,-144.2,,-141.8,-107.7,-101.0,-218.0,,-132.0,,-135.2,,,-128.0,-233.8,False,,False,False,,,,,,False,,True,,True,False,,False,True,True,False,,False,,False,,,True,False
16021,9,2.0,4.1,,2.0,0.0,,,,,,4.3,,17.0,,2.3,2.7,,,0.2,4.0,4.0,,7.3,,,,,2.0,3.3,-7.0,-4.9,,-7.0,-9.0,,,,,,-4.7,,8.0,,-6.7,-6.3,,,-8.8,-5.0,-5.0,,-1.7,,,,,-7.0,-5.7,True,,False,False,,,,,,True,,False,,True,True,,,False,True,True,,True,,,,,False,True
16023,8,15.0,15.8,,4.0,0.0,,,,,,3.1,,1.0,,16.2,3.3,,,3.8,,34.0,,11.5,,,,,18.0,4.4,7.0,7.8,,-4.0,-8.0,,,,,,-4.9,,-7.0,,8.2,-4.7,,,-4.2,,26.0,,3.5,,,,,10.0,-3.6,False,,True,False,,,,,,True,,False,,False,True,,,True,,False,,True,,,,,False,True
16025,1,6.0,7.2,,2.0,0.0,,,,,,2.9,,0.0,,12.2,3.2,,0.6,2.7,7.0,0.0,,1.5,,,,,7.0,4.8,5.0,6.2,,1.0,-1.0,,,,,,1.9,,-1.0,,11.2,2.2,,-0.4,1.7,6.0,-1.0,,0.5,,,,,6.0,3.8,False,,True,True,,,,,,True,,True,,False,True,,True,True,False,True,,True,,,,,False,True
16027,368,253.0,253.5,265.7,238.0,277.0,,,,,,266.2,,312.0,,262.7,275.5,,158.3,182.4,291.0,253.0,,44.9,,222.3,142.0,,270.0,160.7,-115.0,-114.5,-102.3,-130.0,-91.0,,,,,,-101.8,,-56.0,,-105.3,-92.5,,-209.7,-185.6,-77.0,-115.0,,-323.1,,-145.7,-226.0,,-98.0,-207.3,True,True,False,True,,,,,,True,,True,,True,True,,False,False,True,False,,False,,False,False,,True,False
16029,16,20.0,21.0,,14.0,9.0,,,,,,33.2,,12.0,,33.1,3.8,,8.9,14.1,28.0,33.0,,18.8,,19.1,,,26.0,12.7,4.0,5.0,,-2.0,-7.0,,,,,,17.2,,-4.0,,17.1,-12.2,,-7.1,-1.9,12.0,17.0,,2.8,,3.1,,,10.0,-3.3,False,,True,False,,,,,,False,,False,,False,False,,False,True,False,False,,True,,True,,,False,True
16031,145,78.0,76.8,,58.0,24.0,,,,,,43.4,,58.0,,105.9,10.2,,37.4,58.6,131.0,83.0,,0.0,,62.6,,,93.0,27.4,-67.0,-68.2,,-87.0,-121.0,,,,,,-101.6,,-87.0,,-39.1,-134.8,,-107.6,-86.4,-14.0,-62.0,,-145.0,,-82.4,,,-52.0,-117.6,False,,False,False,,,,,,False,,False,,True,False,,False,False,True,True,,False,,False,,,True,False
