,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
37015,291,287.0,,,,105.0,54.5,292.5,194.0,,142.0,-4.0,,,,-186.0,-236.5,1.5,-97.0,,-149.0,,,,False,False,True,False,,False
37017,302,133.0,,,,254.0,9.6,113.2,78.5,,72.0,-169.0,,,,-48.0,-292.4,-188.8,-223.5,,-230.0,,,,True,False,False,False,,False
37019,473,322.0,,,,283.0,56.1,56.3,209.2,,253.0,-151.0,,,,-190.0,-416.9,-416.7,-263.8,,-220.0,,,,False,False,False,False,,False
37021,1075,1428.0,,,,1214.0,531.9,1080.8,1283.8,,1090.0,353.0,,,,139.0,-543.1,5.8,208.8,,15.0,,,,True,False,True,True,,True
37023,510,567.0,,,,560.0,123.3,573.4,548.4,,136.0,57.0,,,,50.0,-386.7,63.4,38.4,,-374.0,,,,True,False,False,True,,False
37025,1278,1134.0,,,,1275.0,406.6,539.6,696.3,,693.0,-144.0,,,,-3.0,-871.4,-738.4,-581.7,,-585.0,,,,True,False,False,False,,False
37027,543,574.0,,,,464.0,131.2,253.4,402.9,,270.0,31.0,,,,-79.0,-411.8,-289.6,-140.1,,-273.0,,,,False,False,False,False,,False
37029,36,56.0,,,,10.0,39.1,35.0,109.1,,35.0,20.0,,,,-26.0,3.1,-1.0,73.1,,-1.0,,,,False,True,True,False,,True
37031,421,280.0,,,,325.0,235.5,0.0,219.0,,188.0,-141.0,,,,-96.0,-185.5,-421.0,-202.0,,-233.0,,,,True,False,False,False,,False
37033,270,98.0,,,,112.0,38.1,21.2,60.3,,46.0,-172.0,,,,-158.0,-231.9,-248.8,-209.7,,-224.0,,,,True,False,False,False,,False
37035,1006,1267.0,,,,925.0,619.6,540.3,984.2,,631.0,261.0,,,,-81.0,-386.4,-465.7,-21.8,,-375.0,,,,True,False,False,True,,False
37037,351,462.0,,,,384.0,91.3,424.4,551.0,,152.0,111.0,,,,33.0,-259.7,73.4,200.0,,-199.0,,,,True,False,True,False,,False
37039,322,532.0,,,,193.0,287.4,345.4,388.4,,185.0,210.0,,,,-129.0,-34.6,23.4,66.4,,-137.0,,,,True,True,True,True,,True
37041,268,77.0,,,,50.0,22.4,58.0,122.8,,46.0,-191.0,,,,-218.0,-245.6,-210.0,-145.2,,-222.0,,,,False,False,False,True,,False
37043,64,49.0,,,,65.0,14.5,9.0,43.3,,17.0,-15.0,,,,1.0,-49.5,-55.0,-20.7,,-47.0,,,,True,False,False,False,,False
37045,1143,1106.0,,,,631.0,886.2,552.1,735.2,,608.0,-37.0,,,,-512.0,-256.8,-590.9,-407.8,,-535.0,,,,False,False,False,False,,False
37047,454,476.0,,,,326.0,132.5,361.1,659.5,,216.0,22.0,,,,-128.0,-321.5,-92.9,205.5,,-238.0,,,,False,False,False,False,,False
37049,954,609.0,,,,658.0,266.4,93.0,537.9,,445.0,-345.0,,,,-296.0,-687.6,-861.0,-416.1,,-509.0,,,,True,False,False,False,,False
37051,2137,2072.0,,,,2305.0,1630.5,1143.7,2042.3,,1514.0,-65.0,,,,168.0,-506.5,-993.3,-94.7,,-623.0,,,,False,False,False,False,,False
37053,107,63.0,,,,21.0,7.0,29.7,41.2,,43.0,-44.0,,,,-86.0,-100.0,-77.3,-65.8,,-64.0,,,,False,False,False,False,,False
37055,76,91.0,,,,68.0,42.9,13.3,44.9,,45.0,15.0,,,,-8.0,-33.1,-62.7,-31.1,,-31.0,,,,True,False,False,False,,False
37057,1141,966.0,,,,944.0,457.6,808.7,647.8,,564.0,-175.0,,,,-197.0,-683.4,-332.3,-493.2,,-577.0,,,,False,False,False,False,,False
37059,168,133.0,,,,265.0,24.2,24.8,98.0,,88.0,-35.0,,,,97.0,-143.8,-143.2,-70.0,,-80.0,,,,False,False,False,False,,False
37061,370,196.0,,,,667.0,30.6,139.3,202.8,,25.0,-174.0,,,,297.0,-339.4,-230.7,-167.2,,-345.0,,,,False,False,False,True,,False
37063,1572,1400.0,,,,1864.0,385.7,942.6,838.9,,632.0,-172.0,,,,292.0,-1186.3,-629.4,-733.1,,-940.0,,,,False,False,False,False,,False
37065,723,735.0,,,,360.0,573.7,762.8,866.3,,399.0,12.0,,,,-363.0,-149.3,39.8,143.3,,-324.0,,,,False,False,False,False,,False
37067,1729,1939.0,,,,2015.0,783.0,1644.6,1676.5,,1037.0,210.0,,,,286.0,-946.0,-84.4,-52.5,,-692.0,,,,False,False,True,True,,False
37069,351,308.0,,,,322.0,83.0,118.9,288.3,,226.0,-43.0,,,,-29.0,-268.0,-232.1,-62.7,,-125.0,,,,True,False,False,False,,False
37071,2162,1708.0,,,,1337.0,1331.5,715.6,1088.4,,891.0,-454.0,,,,-825.0,-830.5,-1446.4,-1073.6,,-1271.0,,,,False,False,False,False,,False
37073,79,140.0,,,,21.0,5.9,2.6,68.9,,154.0,61.0,,,,-58.0,-73.1,-76.3,-10.1,,75.0,,,,True,False,False,True,,False
37075,168,28.0,,,,48.0,11.8,4.4,,,37.0,-140.0,,,,-120.0,-156.2,-163.6,,,-131.0,,,,True,False,False,,,True
37077,377,623.0,,,,326.0,152.6,57.8,671.6,,191.0,246.0,,,,-51.0,-224.4,-319.2,294.6,,-186.0,,,,True,True,False,False,,True
37079,372,154.0,,,,202.0,36.4,162.1,140.6,,62.0,-218.0,,,,-170.0,-335.6,-209.9,-231.4,,-310.0,,,,True,False,True,False,,False
37081,3236,2821.0,,,,2433.0,1195.0,1323.6,2712.7,,1707.0,-415.0,,,,-803.0,-2041.0,-1912.4,-523.3,,-1529.0,,,,False,False,False,False,,False
37083,316,378.0,,,,257.0,144.1,289.2,394.0,,206.0,62.0,,,,-59.0,-171.9,-26.8,78.0,,-110.0,,,,True,False,True,False,,False
37085,1004,630.0,,,,884.0,300.3,330.4,574.5,,538.0,-374.0,,,,-120.0,-703.7,-673.6,-429.5,,-466.0,,,,True,False,False,False,,False
37087,150,182.0,,,,417.0,22.1,84.9,237.4,,177.0,32.0,,,,267.0,-127.9,-65.1,87.4,,27.0,,,,False,False,False,False,,True
37089,496,679.0,,,,684.0,405.8,358.0,389.8,,359.0,183.0,,,,188.0,-90.2,-138.0,-106.2,,-137.0,,,,False,True,True,True,,True
37091,349,392.0,,,,124.0,257.5,559.2,463.7,,190.0,43.0,,,,-225.0,-91.5,210.2,114.7,,-159.0,,,,False,False,False,False,,False
37093,514,252.0,,,,474.0,57.8,153.3,236.6,,176.0,-262.0,,,,-40.0,-456.2,-360.7,-277.4,,-338.0,,,,True,False,False,False,,False
37095,69,112.0,,,,18.0,30.5,113.6,117.2,,58.0,43.0,,,,-51.0,-38.5,44.6,48.2,,-11.0,,,,False,True,False,False,,True
37097,990,1372.0,,,,968.0,612.5,423.9,819.8,,769.0,382.0,,,,-22.0,-377.5,-566.1,-170.2,,-221.0,,,,True,True,False,True,,True
37099,246,70.0,,,,282.0,3.1,3.6,67.4,,53.0,-176.0,,,,36.0,-242.9,-242.3,-178.6,,-193.0,,,,True,False,False,False,,False
37101,1176,966.0,,,,1228.0,405.5,976.3,856.5,,516.0,-210.0,,,,52.0,-770.5,-199.7,-319.5,,-660.0,,,,True,False,True,False,,False
37103,44,154.0,,,,33.0,10.2,117.1,153.5,,84.0,110.0,,,,-11.0,-33.8,73.1,109.5,,40.0,,,,True,True,True,True,,True
37105,429,308.0,,,,482.0,79.3,85.6,608.8,,111.0,-121.0,,,,53.0,-349.7,-343.4,179.8,,-318.0,,,,True,False,False,False,,False
37107,389,518.0,,,,501.0,143.5,362.7,410.3,,320.0,129.0,,,,112.0,-245.5,-26.3,21.3,,-69.0,,,,True,False,True,True,,True
37109,915,525.0,,,,538.0,134.2,272.3,352.2,,392.0,-390.0,,,,-377.0,-780.8,-642.7,-562.8,,-523.0,,,,True,False,False,False,,False
37111,330,287.0,,,,325.0,64.5,57.2,352.4,,145.0,-43.0,,,,-5.0,-265.5,-272.8,22.4,,-185.0,,,,True,False,False,True,,False
37113,160,210.0,,,,247.0,53.6,7.2,273.6,,65.0,50.0,,,,87.0,-106.4,-152.8,113.6,,-95.0,,,,False,False,False,False,,False
37115,72,56.0,,,,88.0,17.6,14.2,54.5,,47.0,-16.0,,,,16.0,-54.4,-57.8,-17.5,,-25.0,,,,False,False,False,False,,False
37117,226,224.0,,,,112.0,89.5,87.4,259.0,,111.0,-2.0,,,,-114.0,-136.5,-138.6,33.0,,-115.0,,,,False,False,False,False,,False
37119,5827,6923.0,,,,4776.0,5402.7,4368.8,5013.9,,2586.0,1096.0,,,,-1051.0,-424.3,-1458.2,-813.1,,-3241.0,,,,True,True,False,True,,False
37121,55,28.0,,,,89.0,30.9,13.0,46.1,,0.0,-27.0,,,,34.0,-24.1,-42.0,-8.9,,-55.0,,,,False,True,False,True,,False
37123,286,595.0,,,,243.0,117.8,723.6,406.3,,91.0,309.0,,,,-43.0,-168.2,437.6,120.3,,-195.0,,,,True,True,False,True,,True
37125,725,630.0,,,,713.0,617.7,598.4,505.6,,432.0,-95.0,,,,-12.0,-107.3,-126.6,-219.4,,-293.0,,,,True,False,False,False,,False
37127,1300,917.0,,,,583.0,407.6,872.7,762.5,,597.0,-383.0,,,,-717.0,-892.4,-427.3,-537.5,,-703.0,,,,False,False,False,False,,False
37129,1725,945.0,,,,1011.0,489.3,337.6,601.1,,528.0,-780.0,,,,-714.0,-1235.7,-1387.3,-1123.9,,-1197.0,,,,True,False,False,False,,False
37131,156,91.0,,,,76.0,33.5,95.6,122.1,,2.0,-65.0,,,,-80.0,-122.5,-60.4,-33.9,,-154.0,,,,False,False,True,True,,False
37133,1154,980.0,,,,1560.0,512.4,556.9,726.9,,886.0,-174.0,,,,406.0,-641.6,-597.1,-427.1,,-268.0,,,,False,False,False,False,,False
37135,767,2646.0,,,,716.0,6713.7,4778.7,1595.9,,1288.0,1879.0,,,,-51.0,5946.7,4011.7,828.9,,521.0,,,,True,False,False,True,,True
37137,189,77.0,,,,42.0,14.7,13.1,71.7,,44.0,-112.0,,,,-147.0,-174.3,-175.9,-117.3,,-145.0,,,,False,False,False,False,,False
37139,256,427.0,,,,104.0,149.8,308.6,508.4,,257.0,171.0,,,,-152.0,-106.2,52.6,252.4,,1.0,,,,True,True,True,False,,True
37141,363,280.0,,,,278.0,52.2,148.3,211.9,,185.0,-83.0,,,,-85.0,-310.8,-214.7,-151.1,,-178.0,,,,False,False,False,False,,False
37143,106,56.0,,,,28.0,8.2,10.8,37.8,,49.0,-50.0,,,,-78.0,-97.8,-95.2,-68.2,,-57.0,,,,False,False,False,False,,False
37145,218,196.0,,,,165.0,37.0,115.5,163.7,,190.0,-22.0,,,,-53.0,-181.0,-102.5,-54.3,,-28.0,,,,False,False,False,False,,False
37147,2643,2317.0,,,,1070.0,1474.0,2398.6,2869.3,,1350.0,-326.0,,,,-1573.0,-1169.0,-244.4,226.3,,-1293.0,,,,False,False,True,True,,False
37149,107,196.0,,,,152.0,38.7,88.4,155.1,,139.0,89.0,,,,45.0,-68.3,-18.6,48.1,,32.0,,,,True,True,True,True,,True
37151,813,448.0,,,,884.0,140.5,102.9,557.7,,271.0,-365.0,,,,71.0,-672.5,-710.1,-255.3,,-542.0,,,,True,False,False,True,,False
37153,547,392.0,,,,449.0,118.7,90.5,204.8,,218.0,-155.0,,,,-98.0,-428.3,-456.5,-342.2,,-329.0,,,,True,False,False,False,,False
37155,1871,1365.0,,,,1068.0,450.5,238.7,980.8,,471.0,-506.0,,,,-803.0,-1420.5,-1632.3,-890.2,,-1400.0,,,,False,False,False,False,,False
37157,821,658.0,,,,403.0,269.7,260.1,523.9,,474.0,-163.0,,,,-418.0,-551.3,-560.9,-297.1,,-347.0,,,,False,False,False,False,,False
37159,1142,1092.0,,,,906.0,767.8,1117.8,904.7,,542.0,-50.0,,,,-236.0,-374.2,-24.2,-237.3,,-600.0,,,,False,False,True,False,,False
37161,505,441.0,,,,507.0,136.8,415.5,673.8,,314.0,-64.0,,,,2.0,-368.2,-89.5,168.8,,-191.0,,,,True,False,False,False,,False
37163,656,245.0,,,,715.0,65.8,262.2,173.7,,63.0,-411.0,,,,59.0,-590.2,-393.8,-482.3,,-593.0,,,,True,False,True,False,,False
37165,853,917.0,,,,397.0,795.9,278.9,1143.9,,531.0,64.0,,,,-456.0,-57.1,-574.1,290.9,,-322.0,,,,False,True,False,False,,False
37167,843,973.0,,,,490.0,334.2,561.1,627.3,,417.0,130.0,,,,-353.0,-508.8,-281.9,-215.7,,-426.0,,,,False,False,False,False,,False
37169,217,119.0,,,,207.0,13.7,30.7,120.0,,81.0,-98.0,,,,-10.0,-203.3,-186.3,-97.0,,-136.0,,,,True,False,False,True,,False
37171,376,546.0,,,,398.0,161.1,216.1,361.8,,271.0,170.0,,,,22.0,-214.9,-159.9,-14.2,,-105.0,,,,True,False,True,True,,True
37173,54,21.0,,,,74.0,1.2,2.4,87.2,,15.0,-33.0,,,,20.0,-52.8,-51.6,33.2,,-39.0,,,,True,False,False,False,,False
37175,138,357.0,,,,228.0,102.5,55.7,188.8,,278.0,219.0,,,,90.0,-35.5,-82.3,50.8,,140.0,,,,True,True,True,True,,True
37177,13,14.0,,,,7.0,0.4,9.4,60.7,,7.0,1.0,,,,-6.0,-12.6,-3.6,47.7,,-6.0,,,,False,False,False,False,,False
37179,1596,2254.0,,,,1478.0,722.4,1877.8,1410.4,,1197.0,658.0,,,,-118.0,-873.6,281.8,-185.6,,-399.0,,,,True,False,True,True,,True
37181,251,294.0,,,,226.0,37.5,181.0,89.6,,118.0,43.0,,,,-25.0,-213.5,-70.0,-161.4,,-133.0,,,,True,False,False,False,,False
37183,5281,6433.0,,,,4987.0,5454.8,3231.7,3841.5,,3673.0,1152.0,,,,-294.0,173.8,-2049.3,-1439.5,,-1608.0,,,,True,True,False,False,,False
37185,93,98.0,,,,77.0,7.1,41.5,92.7,,45.0,5.0,,,,-16.0,-85.9,-51.5,-0.3,,-48.0,,,,False,False,False,True,,False
37187,55,133.0,,,,63.0,16.3,58.3,96.5,,56.0,78.0,,,,8.0,-38.7,3.3,41.5,,1.0,,,,True,True,True,True,,True
37189,764,315.0,,,,190.0,67.4,88.5,335.4,,263.0,-449.0,,,,-574.0,-696.6,-675.5,-428.6,,-501.0,,,,False,False,False,True,,False
37191,1099,1015.0,,,,1051.0,499.7,388.8,952.3,,259.0,-84.0,,,,-48.0,-599.3,-710.2,-146.7,,-840.0,,,,True,False,False,False,,False
37193,434,399.0,,,,387.0,345.2,429.7,465.9,,227.0,-35.0,,,,-47.0,-88.8,-4.3,31.9,,-207.0,,,,False,False,True,True,,False
37195,789,651.0,,,,629.0,124.3,351.3,438.5,,241.0,-138.0,,,,-160.0,-664.7,-437.7,-350.5,,-548.0,,,,False,False,False,False,,False
37197,230,238.0,,,,212.0,25.1,239.3,173.6,,101.0,8.0,,,,-18.0,-204.9,9.3,-56.4,,-129.0,,,,False,False,False,False,,False
37199,144,35.0,,,,89.0,14.4,35.9,39.6,,1.0,-109.0,,,,-55.0,-129.6,-108.1,-104.4,,-143.0,,,,True,False,True,True,,False
38001,37,14.0,,,,33.0,,2.9,11.2,,47.0,-23.0,,,,-4.0,,-34.1,-25.8,,10.0,,,,True,,False,False,,True
38003,210,98.0,,,,59.0,15.2,38.1,103.5,,297.0,-112.0,,,,-151.0,-194.8,-171.9,-106.5,,87.0,,,,False,False,False,True,,True
38005,198,266.0,,,,8.0,54.7,73.5,212.9,,76.0,68.0,,,,-190.0,-143.3,-124.5,14.9,,-122.0,,,,False,False,False,True,,False
38007,25,7.0,,,,0.0,,1.2,6.0,,19.0,-18.0,,,,-25.0,,-23.8,-19.0,,-6.0,,,,False,,False,False,,True
38009,113,14.0,,,,0.0,1.9,11.2,,,6.0,-99.0,,,,-113.0,-111.1,-101.8,,,-107.0,,,,False,False,False,,,False
38011,51,28.0,,,,7.0,0.6,1.6,,,29.0,-23.0,,,,-44.0,-50.4,-49.4,,,-22.0,,,,False,False,False,,,True
38013,20,7.0,,,,0.0,1.2,0.4,,,33.0,-13.0,,,,-20.0,-18.8,-19.6,,,13.0,,,,False,False,False,,,False
38015,2864,2303.0,,,,1269.0,2762.1,1241.0,832.6,,1076.0,-561.0,,,,-1595.0,-101.9,-1623.0,-2031.4,,-1788.0,,,,False,True,False,False,,False
38017,3051,931.0,,,,1695.0,498.9,539.7,729.9,,954.0,-2120.0,,,,-1356.0,-2552.1,-2511.3,-2321.1,,-2097.0,,,,True,False,False,False,,True
38019,27,0.0,,,,0.0,,0.2,,,0.0,-27.0,,,,-27.0,,-26.8,,,-27.0,,,,False,,True,,,False
38021,144,14.0,,,,27.0,2.4,7.1,,,28.0,-130.0,,,,-117.0,-141.6,-136.9,,,-116.0,,,,True,False,False,,,True
38023,19,7.0,,,,0.0,0.2,0.7,2.3,,1.0,-12.0,,,,-19.0,-18.8,-18.3,-16.7,,-18.0,,,,False,False,False,False,,False
38025,118,56.0,,,,14.0,3.4,9.9,18.9,,140.0,-62.0,,,,-104.0,-114.6,-108.1,-99.1,,22.0,,,,False,False,False,False,,True
38027,108,21.0,,,,0.0,2.3,2.2,,,14.0,-87.0,,,,-108.0,-105.7,-105.8,,,-94.0,,,,False,False,False,,,False
38029,212,7.0,,,,7.0,1.4,3.4,,,34.0,-205.0,,,,-205.0,-210.6,-208.6,,,-178.0,,,,False,False,False,,,True
38031,58,14.0,,,,0.0,2.5,26.9,,,1.0,-44.0,,,,-58.0,-55.5,-31.1,,,-57.0,,,,False,False,True,,,False
38033,66,77.0,,,,0.0,,17.9,,,29.0,11.0,,,,-66.0,,-48.1,,,-37.0,,,,False,,False,,,False
38035,1655,1435.0,,,,611.0,3071.9,3560.7,2093.3,,2297.0,-220.0,,,,-1044.0,1416.9,1905.7,438.3,,642.0,,,,False,False,False,False,,False
38037,39,28.0,,,,28.0,1.3,16.0,13.4,,105.0,-11.0,,,,-11.0,-37.7,-23.0,-25.6,,66.0,,,,False,False,False,False,,False
38039,26,7.0,,,,2.0,4.9,9.2,,,1.0,-19.0,,,,-24.0,-21.1,-16.8,,,-25.0,,,,False,False,True,,,False
38041,66,35.0,,,,27.0,,4.3,15.3,,52.0,-31.0,,,,-39.0,,-61.7,-50.7,,-14.0,,,,False,,False,False,,True
38043,41,14.0,,,,0.0,,6.3,,,15.0,-27.0,,,,-41.0,,-34.7,,,-26.0,,,,False,,False,,,True
38045,100,14.0,,,,14.0,,3.1,9.3,,100.0,-86.0,,,,-86.0,,-96.9,-90.7,,0.0,,,,False,,False,False,,True
38047,83,0.0,,,,0.0,,3.6,2.0,,0.0,-83.0,,,,-83.0,,-79.4,-81.0,,-83.0,,,,False,,True,True,,False
38049,92,42.0,,,,7.0,1.9,8.0,,,27.0,-50.0,,,,-85.0,-90.1,-84.0,,,-65.0,,,,False,False,False,,,False
38051,72,14.0,,,,7.0,5.0,10.6,,,1.0,-58.0,,,,-65.0,-67.0,-61.5,,,-71.0,,,,False,False,False,,,False
38053,250,56.0,,,,61.0,6.5,27.3,41.8,,116.0,-194.0,,,,-189.0,-243.5,-222.7,-208.2,,-134.0,,,,True,False,False,False,,True
38055,246,161.0,,,,101.0,68.9,100.0,196.6,,67.0,-85.0,,,,-145.0,-177.1,-146.0,-49.4,,-179.0,,,,False,False,False,True,,False
38057,217,21.0,,,,93.0,3.6,4.8,,,5.0,-196.0,,,,-124.0,-213.4,-212.2,,,-212.0,,,,True,False,False,,,False
38059,1066,623.0,,,,356.0,601.4,399.1,333.6,,290.0,-443.0,,,,-710.0,-464.6,-666.9,-732.4,,-776.0,,,,False,False,False,False,,False
38061,180,56.0,,,,46.0,2.6,97.5,21.1,,12.0,-124.0,,,,-134.0,-177.4,-82.5,-158.9,,-168.0,,,,False,False,True,False,,False
38063,93,7.0,,,,0.0,2.3,3.4,,,11.0,-86.0,,,,-93.0,-90.7,-89.6,,,-82.0,,,,False,False,False,,,True
38065,27,0.0,,,,28.0,1.4,1.2,2.1,,0.0,-27.0,,,,1.0,-25.6,-25.8,-24.9,,-27.0,,,,True,True,True,True,,False
38067,114,7.0,,,,3.0,2.4,0.0,4.0,,205.0,-107.0,,,,-111.0,-111.6,-114.0,-110.0,,91.0,,,,False,False,False,False,,True
38069,18,42.0,,,,0.0,2.0,13.2,,,131.0,24.0,,,,-18.0,-16.0,-4.8,,,113.0,,,,True,True,True,,,False
38071,238,91.0,,,,14.0,20.4,22.2,87.5,,42.0,-147.0,,,,-224.0,-217.6,-215.8,-150.5,,-196.0,,,,False,False,False,False,,False
38073,66,42.0,,,,39.0,3.1,14.1,24.9,,170.0,-24.0,,,,-27.0,-62.9,-51.9,-41.1,,104.0,,,,False,False,False,False,,False
38075,80,0.0,,,,0.0,0.4,3.2,1.2,,0.0,-80.0,,,,-80.0,-79.6,-76.8,-78.8,,-80.0,,,,False,True,True,True,,False
38077,165,42.0,,,,79.0,3.6,4.7,88.0,,10.0,-123.0,,,,-86.0,-161.4,-160.3,-77.0,,-155.0,,,,True,False,False,True,,False
38079,154,84.0,,,,8.0,31.2,13.9,30.2,,21.0,-70.0,,,,-146.0,-122.8,-140.1,-123.8,,-133.0,,,,False,False,False,False,,False
38081,86,0.0,,,,20.0,0.6,2.3,,,0.0,-86.0,,,,-66.0,-85.4,-83.7,,,-86.0,,,,True,True,True,,,False
38083,9,0.0,,,,0.0,,2.8,12.4,,0.0,-9.0,,,,-9.0,,-6.2,3.4,,-9.0,,,,False,,True,True,,False
38085,84,112.0,,,,35.0,24.3,66.7,109.3,,31.0,28.0,,,,-49.0,-59.7,-17.3,25.3,,-53.0,,,,False,False,True,True,,False
38087,6,7.0,,,,0.0,0.1,0.9,1.6,,12.0,1.0,,,,-6.0,-5.9,-5.1,-4.4,,6.0,,,,False,False,False,False,,False
38089,1484,966.0,,,,332.0,401.9,255.4,723.1,,278.0,-518.0,,,,-1152.0,-1082.1,-1228.6,-760.9,,-1206.0,,,,False,False,False,False,,False
38091,15,7.0,,,,0.0,0.7,8.0,,,2.0,-8.0,,,,-15.0,-14.3,-7.0,,,-13.0,,,,False,False,True,,,False
38093,465,49.0,,,,119.0,8.0,10.6,21.1,,134.0,-416.0,,,,-346.0,-457.0,-454.4,-443.9,,-331.0,,,,True,False,False,False,,True
38095,31,7.0,,,,0.0,,5.1,4.9,,69.0,-24.0,,,,-31.0,,-25.9,-26.1,,38.0,,,,False,,False,False,,False
38097,94,35.0,,,,21.0,9.9,0.2,46.3,,21.0,-59.0,,,,-73.0,-84.1,-93.8,-47.7,,-73.0,,,,False,False,False,True,,False
38099,135,161.0,,,,31.0,24.0,45.2,313.9,,140.0,26.0,,,,-104.0,-111.0,-89.8,178.9,,5.0,,,,False,False,False,False,,True
38101,1045,826.0,,,,907.0,414.8,662.8,569.0,,1465.0,-219.0,,,,-138.0,-630.2,-382.2,-476.0,,420.0,,,,True,False,False,False,,False
38103,33,21.0,,,,0.0,5.1,11.0,,,6.0,-12.0,,,,-33.0,-27.9,-22.0,,,-27.0,,,,False,False,False,,,False
38105,1082,168.0,,,,603.0,29.7,84.5,93.7,,59.0,-914.0,,,,-479.0,-1052.3,-997.5,-988.3,,-1023.0,,,,True,False,False,False,,False
39001,85,105.0,,,,110.0,17.4,25.0,174.5,,165.0,20.0,,,,25.0,-67.6,-60.0,89.5,,80.0,,,,False,False,False,False,,False
39003,690,819.0,,,,514.0,663.3,712.3,455.5,,700.0,129.0,,,,-176.0,-26.7,22.3,-234.5,,10.0,,,,False,True,True,False,,True
39005,176,14.0,,,,124.0,0.5,23.6,40.3,,6.0,-162.0,,,,-52.0,-175.5,-152.4,-135.7,,-170.0,,,,True,False,True,True,,False
39007,93,63.0,,,,190.0,4.5,33.0,42.9,,16.0,-30.0,,,,97.0,-88.5,-60.0,-50.1,,-77.0,,,,False,False,False,False,,False
39009,614,42.0,,,,199.0,9.1,0.1,342.6,,11.0,-572.0,,,,-415.0,-604.9,-613.9,-271.4,,-603.0,,,,True,False,False,True,,False
39011,407,427.0,,,,163.0,175.5,835.2,441.6,,343.0,20.0,,,,-244.0,-231.5,428.2,34.6,,-64.0,,,,False,False,False,False,,False
39013,67,238.0,,,,135.0,78.2,34.8,130.8,,375.0,171.0,,,,68.0,11.2,-32.2,63.8,,308.0,,,,True,True,True,True,,False
39015,126,196.0,,,,174.0,60.8,29.0,336.5,,142.0,70.0,,,,48.0,-65.2,-97.0,210.5,,16.0,,,,True,True,False,False,,True
39017,3672,1834.0,,,,1905.0,994.3,1271.1,605.9,,1691.0,-1838.0,,,,-1767.0,-2677.7,-2400.9,-3066.1,,-1981.0,,,,True,False,False,False,,False
39019,55,35.0,,,,35.0,3.8,12.2,20.5,,34.0,-20.0,,,,-20.0,-51.2,-42.8,-34.5,,-21.0,,,,False,False,False,False,,False
39021,114,224.0,,,,130.0,59.9,76.5,234.8,,108.0,110.0,,,,16.0,-54.1,-37.5,120.8,,-6.0,,,,True,True,True,False,,True
39023,770,567.0,,,,594.0,183.4,546.6,427.3,,402.0,-203.0,,,,-176.0,-586.6,-223.4,-342.7,,-368.0,,,,True,False,False,False,,False
39025,848,721.0,,,,922.0,485.2,622.1,324.4,,855.0,-127.0,,,,74.0,-362.8,-225.9,-523.6,,7.0,,,,True,False,False,False,,True
39027,146,182.0,,,,179.0,66.1,84.4,75.9,,263.0,36.0,,,,33.0,-79.9,-61.6,-70.1,,117.0,,,,True,False,False,False,,False
39029,249,343.0,,,,216.0,118.8,398.5,251.7,,158.0,94.0,,,,-33.0,-130.2,149.5,2.7,,-91.0,,,,True,False,False,True,,True
39031,49,56.0,,,,99.0,10.0,21.6,37.1,,44.0,7.0,,,,50.0,-39.0,-27.4,-11.9,,-5.0,,,,False,False,False,False,,True
39033,127,28.0,,,,114.0,3.3,58.4,8.5,,29.0,-99.0,,,,-13.0,-123.7,-68.6,-118.5,,-98.0,,,,True,False,True,False,,True
39035,3477,4221.0,,,,4050.0,3760.0,2133.2,2149.1,,2574.0,744.0,,,,573.0,283.0,-1343.8,-1327.9,,-903.0,,,,True,True,False,False,,False
39037,457,546.0,,,,165.0,172.4,108.1,464.8,,390.0,89.0,,,,-292.0,-284.6,-348.9,7.8,,-67.0,,,,False,False,False,True,,True
39039,213,168.0,,,,146.0,16.5,100.6,169.1,,200.0,-45.0,,,,-67.0,-196.5,-112.4,-43.9,,-13.0,,,,False,False,False,True,,True
39041,1061,700.0,,,,899.0,305.7,544.5,423.4,,429.0,-361.0,,,,-162.0,-755.3,-516.5,-637.6,,-632.0,,,,True,False,False,False,,False
39043,345,483.0,,,,260.0,163.9,324.0,342.1,,296.0,138.0,,,,-85.0,-181.1,-21.0,-2.9,,-49.0,,,,True,False,True,True,,True
39045,779,602.0,,,,715.0,279.5,347.5,380.0,,308.0,-177.0,,,,-64.0,-499.5,-431.5,-399.0,,-471.0,,,,True,False,False,False,,False
39047,181,273.0,,,,106.0,99.8,60.4,174.0,,340.0,92.0,,,,-75.0,-81.2,-120.6,-7.0,,159.0,,,,True,True,False,True,,False
