,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01037,25,141.0,145.6,,95.0,191.0,,,,,,58.0,,95.3,18.7,,132.9,36.7,12.0,,,56.5,,,,,,165.2,199.8,116.0,120.6,,70.0,166.0,,,,,,33.0,,70.3,-6.3,,107.9,11.7,-13.0,,,31.5,,,,,,140.2,174.8,False,,True,False,,,,,,True,,True,True,,True,True,True,,,True,,,,,,False,False
01039,262,1392.0,1239.4,,329.0,282.0,,,,,,311.0,,835.0,108.7,,1396.6,246.3,131.5,,,135.6,,,,,,1399.2,486.6,1130.0,977.4,,67.0,20.0,,,,,,49.0,,573.0,-153.3,,1134.6,-15.7,-130.5,,,-126.4,,,,,,1137.2,224.6,True,,True,True,,,,,,True,,True,True,,False,True,True,,,True,,,,,,False,True
01041,46,315.0,341.1,,75.0,18.0,,,,,,133.0,,207.0,36.7,,66.6,64.6,54.2,86.0,,2.2,,,,,,367.2,282.0,269.0,295.1,,29.0,-28.0,,,,,,87.0,,161.0,-9.3,,20.6,18.6,8.2,40.0,,-43.8,,,,,,321.2,236.0,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,False,True
01043,225,972.0,1125.6,,452.0,21.0,,,,,,771.0,,422.4,181.2,,510.6,275.8,203.1,1329.0,,54.5,591.4,,,,,786.6,533.0,747.0,900.6,,227.0,-204.0,,,,,,546.0,,197.4,-43.8,,285.6,50.8,-21.9,1104.0,,-170.5,366.4,,,,,561.6,308.0,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,True,True
01045,230,720.0,772.7,,415.0,1715.0,,,,,,297.0,,371.8,126.1,,654.0,173.7,146.0,1029.0,,5.0,483.4,,,,,754.0,665.2,490.0,542.7,,185.0,1485.0,,,,,,67.0,,141.8,-103.9,,424.0,-56.3,-84.0,799.0,,-225.0,253.4,,,,,524.0,435.2,False,,True,False,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,False,True
01047,92,789.0,810.0,,305.0,311.0,,,,,,289.0,,303.9,49.2,,573.1,164.1,84.1,892.0,,108.5,460.7,,,,,835.1,160.1,697.0,718.0,,213.0,219.0,,,,,,197.0,,211.9,-42.8,,481.1,72.1,-7.9,800.0,,16.5,368.7,,,,,743.1,68.1,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,False,True
01049,498,612.0,619.2,,385.0,44.0,,,,,,544.0,,67.0,130.0,,504.7,308.3,51.1,827.0,,72.1,502.4,,,,,481.6,817.8,114.0,121.2,,-113.0,-454.0,,,,,,46.0,,-431.0,-368.0,,6.7,-189.7,-446.9,329.0,,-425.9,4.4,,,,,-16.4,319.8,False,,True,False,,,,,,True,,False,False,,True,False,False,False,,False,True,,,,,True,False
01051,410,993.0,1056.9,,551.0,2601.0,,,,,,530.0,,283.5,132.5,,571.4,351.9,258.2,1321.0,,171.5,753.7,,,,,886.7,535.5,583.0,646.9,,141.0,2191.0,,,,,,120.0,,-126.5,-277.5,,161.4,-58.1,-151.8,911.0,,-238.5,343.7,,,,,476.7,125.5,False,,True,False,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,True,True
01053,135,807.0,807.3,,326.0,3.0,,,,,,299.0,,385.8,82.4,,477.1,132.1,108.9,977.0,,60.5,455.3,,,,,746.2,892.5,672.0,672.3,,191.0,-132.0,,,,,,164.0,,250.8,-52.6,,342.1,-2.9,-26.1,842.0,,-74.5,320.3,,,,,611.2,757.5,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,True,False
01055,468,1437.0,1373.7,,672.0,1015.0,,,,,,692.0,,479.4,310.5,,1376.7,387.3,405.1,1914.0,,222.9,849.3,,,,,1244.2,1533.4,969.0,905.7,,204.0,547.0,,,,,,224.0,,11.4,-157.5,,908.7,-80.7,-62.9,1446.0,,-245.1,381.3,,,,,776.2,1065.4,True,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,True,False
01057,84,231.0,236.5,,98.0,68.0,,,,,,96.0,,242.6,62.5,,180.2,76.3,72.5,333.0,,52.2,,,,,,224.1,287.7,147.0,152.5,,14.0,-16.0,,,,,,12.0,,158.6,-21.5,,96.2,-7.7,-11.5,249.0,,-31.8,,,,,,140.1,203.7,False,,True,True,,,,,,True,,False,True,,True,True,True,False,,True,,,,,,True,False
01059,156,297.0,289.8,,181.0,152.0,,,,,,360.0,,42.7,55.5,,124.2,149.4,169.6,355.0,,99.4,221.0,,,,,327.9,312.5,141.0,133.8,,25.0,-4.0,,,,,,204.0,,-113.3,-100.5,,-31.8,-6.6,13.6,199.0,,-56.6,65.0,,,,,171.9,156.5,True,,True,True,,,,,,False,,True,True,,True,True,True,False,,True,True,,,,,False,False
01061,222,456.0,485.0,,293.0,511.0,,,,,,172.0,,333.5,107.0,,336.7,117.1,75.7,612.0,,55.7,,,,,,396.0,595.4,234.0,263.0,,71.0,289.0,,,,,,-50.0,,111.5,-115.0,,114.7,-104.9,-146.3,390.0,,-166.3,,,,,,174.0,373.4,False,,True,False,,,,,,True,,True,True,,True,True,True,False,,True,,,,,,True,False
01063,25,54.0,45.7,,8.0,0.0,,,,,,27.0,,6.8,9.1,,0.3,16.2,0.0,,,6.9,,,,,,43.2,77.5,29.0,20.7,,-17.0,-25.0,,,,,,2.0,,-18.2,-15.9,,-24.7,-8.8,-25.0,,,-18.1,,,,,,18.2,52.5,True,,True,True,,,,,,True,,True,True,,True,True,True,,,True,,,,,,True,False
01065,80,183.0,190.4,,70.0,26.0,,,,,,126.0,,135.6,18.9,,68.1,57.1,30.6,46.0,,4.4,,,,,,147.1,112.9,103.0,110.4,,-10.0,-54.0,,,,,,46.0,,55.6,-61.1,,-11.9,-22.9,-49.4,-34.0,,-75.5,,,,,,67.1,32.9,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,True,True
01067,125,324.0,348.7,,84.0,55.0,,,,,,63.0,,243.6,40.3,,222.4,73.0,58.1,428.0,,81.0,,,,,,314.1,202.9,199.0,223.7,,-41.0,-70.0,,,,,,-62.0,,118.6,-84.7,,97.4,-52.0,-66.9,303.0,,-44.0,,,,,,189.1,77.9,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,,,,,,True,True
01069,797,2115.0,2033.7,,1265.0,7703.0,,,,,,591.0,,1154.8,323.2,,1979.1,447.8,456.6,2801.0,,253.0,1395.0,,,,,2156.7,883.4,1318.0,1236.7,,468.0,6906.0,,,,,,-206.0,,357.8,-473.8,,1182.1,-349.2,-340.4,2004.0,,-544.0,598.0,,,,,1359.7,86.4,True,,True,False,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,False,True
01071,319,420.0,454.9,,288.0,343.0,,,,,,356.0,,69.7,141.2,,278.9,267.1,87.9,600.0,,120.8,341.8,,,,,429.3,1299.0,101.0,135.9,,-31.0,24.0,,,,,,37.0,,-249.3,-177.8,,-40.1,-51.9,-231.1,281.0,,-198.2,22.8,,,,,110.3,980.0,False,,True,True,,,,,,True,,False,False,,True,True,False,False,,False,True,,,,,False,False
01073,2493,4902.0,4634.6,2029.6,3709.0,14507.0,,,,,,4097.0,,101.9,1476.2,,4655.6,2412.3,1946.7,7288.0,,1580.6,3306.7,5768.0,,,,5351.4,5185.8,2409.0,2141.6,-463.4,1216.0,12014.0,,,,,,1604.0,,-2391.1,-1016.8,,2162.6,-80.7,-546.3,4795.0,,-912.4,813.7,3275.0,,,,2858.4,2692.8,True,True,True,False,,,,,,True,,True,True,,True,True,True,False,,True,True,False,,,,False,False
01075,79,168.0,159.9,,97.0,0.0,,,,,,103.0,,122.1,32.5,,111.9,63.3,28.7,50.0,,29.2,,,,,,123.9,140.3,89.0,80.9,,18.0,-79.0,,,,,,24.0,,43.1,-46.5,,32.9,-15.7,-50.3,-29.0,,-49.8,,,,,,44.9,61.3,True,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,True,True
01077,280,369.0,390.6,,296.0,630.0,,,,,,657.0,,30.7,163.7,,283.1,265.8,135.4,605.0,,138.0,307.7,,,,,356.9,561.8,89.0,110.6,,16.0,350.0,,,,,,377.0,,-249.3,-116.3,,3.1,-14.2,-144.6,325.0,,-142.0,27.7,,,,,76.9,281.8,False,,True,False,,,,,,False,,False,False,,True,True,False,False,,False,True,,,,,True,False
01079,126,159.0,165.7,,82.0,21.0,,,,,,211.0,,53.3,89.6,,78.2,81.7,70.8,203.0,,40.4,,,,,,180.4,441.2,33.0,39.7,,-44.0,-105.0,,,,,,85.0,,-72.7,-36.4,,-47.8,-44.3,-55.2,77.0,,-85.6,,,,,,54.4,315.2,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False
01081,604,6336.0,6090.4,,3436.0,22862.0,,,,,,1364.0,,3484.6,446.5,,5746.5,1711.7,1535.2,7071.0,,354.7,3502.0,,,,,5776.1,1188.9,5732.0,5486.4,,2832.0,22258.0,,,,,,760.0,,2880.6,-157.5,,5142.5,1107.7,931.2,6467.0,,-249.3,2898.0,,,,,5172.1,584.9,True,,True,False,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,True,True
01083,491,591.0,578.3,,510.0,1025.0,,,,,,685.0,,85.9,141.7,,551.3,448.2,265.8,953.0,,129.9,379.5,,,,,654.1,1359.3,100.0,87.3,,19.0,534.0,,,,,,194.0,,-405.1,-349.3,,60.3,-42.8,-225.2,462.0,,-361.1,-111.5,,,,,163.1,868.3,True,,True,False,,,,,,False,,False,False,,True,True,False,False,,False,False,,,,,False,False
01085,35,123.0,112.6,,37.0,0.0,,,,,,48.0,,1.2,7.4,,38.1,47.3,0.3,,,11.2,,,,,,128.1,107.3,88.0,77.6,,2.0,-35.0,,,,,,13.0,,-33.8,-27.6,,3.1,12.3,-34.7,,,-23.8,,,,,,93.1,72.3,True,,True,True,,,,,,True,,True,True,,True,True,True,,,True,,,,,,False,True
01087,36,168.0,168.3,,50.0,62.0,,,,,,52.0,,243.8,35.6,,26.5,49.7,29.7,51.0,,18.8,,,,,,145.4,324.3,132.0,132.3,,14.0,26.0,,,,,,16.0,,207.8,-0.4,,-9.5,13.7,-6.3,15.0,,-17.2,,,,,,109.4,288.3,False,,True,True,,,,,,True,,False,True,,True,True,True,True,,True,,,,,,True,False
01089,1075,2148.0,1958.8,930.2,1578.0,1889.0,,,,,,1795.0,,83.2,873.7,,2414.9,1390.2,422.2,3350.0,,301.9,1302.2,2376.0,,,,2129.0,3370.3,1073.0,883.8,-144.8,503.0,814.0,,,,,,720.0,,-991.8,-201.3,,1339.9,315.2,-652.8,2275.0,,-773.1,227.2,1301.0,,,,1054.0,2295.3,True,True,True,True,,,,,,True,,True,True,,False,True,True,False,,True,True,False,,,,True,False
01091,185,129.0,133.8,,60.0,0.0,,,,,,161.0,,89.8,31.4,,57.9,58.3,0.2,167.0,,18.9,,,,,,122.8,75.6,-56.0,-51.2,,-125.0,-185.0,,,,,,-24.0,,-95.2,-153.6,,-127.1,-126.7,-184.8,-18.0,,-166.1,,,,,,-62.2,-109.4,True,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,,False,False
01093,92,474.0,457.5,,184.0,0.0,,,,,,184.0,,235.0,85.7,,536.5,155.7,97.6,644.0,,23.2,,,,,,515.5,248.4,382.0,365.5,,92.0,-92.0,,,,,,92.0,,143.0,-6.3,,444.5,63.7,5.6,552.0,,-68.8,,,,,,423.5,156.4,True,,True,True,,,,,,True,,True,True,,False,True,True,False,,True,,,,,,False,True
01095,348,855.0,886.1,,434.0,44.0,,,,,,805.0,,49.3,140.0,,649.3,347.8,214.6,1035.0,,53.3,557.7,,,,,760.6,1485.4,507.0,538.1,,86.0,-304.0,,,,,,457.0,,-298.7,-208.0,,301.3,-0.2,-133.4,687.0,,-294.7,209.7,,,,,412.6,1137.4,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,True,,,,,True,False
01097,956,1683.0,1701.8,712.9,953.0,404.0,,,,,,1629.0,,42.9,664.1,,1402.1,845.3,328.5,2433.0,,50.5,1778.2,1062.0,,,,2477.7,1330.8,727.0,745.8,-243.1,-3.0,-552.0,,,,,,673.0,,-913.1,-291.9,,446.1,-110.7,-627.5,1477.0,,-905.5,822.2,106.0,,,,1521.7,374.8,False,True,True,True,,,,,,True,,False,True,,True,True,True,False,,False,False,True,,,,False,True
01099,35,393.0,426.1,,67.0,0.0,,,,,,115.0,,227.0,29.5,,29.3,67.4,21.4,,,16.7,,,,,,580.7,152.4,358.0,391.1,,32.0,-35.0,,,,,,80.0,,192.0,-5.5,,-5.7,32.4,-13.6,,,-18.3,,,,,,545.7,117.4,False,,True,True,,,,,,True,,True,True,,True,True,True,,,True,,,,,,False,True
01101,641,1596.0,1586.7,585.5,1181.0,4909.0,,,,,,1303.0,,63.0,296.0,,1078.8,771.8,626.1,2135.0,,354.0,1408.1,2011.0,,,,1703.1,1000.1,955.0,945.7,-55.5,540.0,4268.0,,,,,,662.0,,-578.0,-345.0,,437.8,130.8,-14.9,1494.0,,-287.0,767.1,1370.0,,,,1062.1,359.1,True,True,True,False,,,,,,True,,True,True,,True,True,True,False,,True,True,False,,,,False,True
01103,477,711.0,629.0,,524.0,1213.0,,,,,,802.0,,58.1,180.0,,510.8,377.4,116.3,1030.0,,170.5,538.5,,,,,752.6,1310.4,234.0,152.0,,47.0,736.0,,,,,,325.0,,-418.9,-297.0,,33.8,-99.6,-360.7,553.0,,-306.5,61.5,,,,,275.6,833.4,True,,True,False,,,,,,False,,False,False,,True,True,False,False,,False,True,,,,,False,False
01105,36,156.0,154.2,,18.0,0.0,,,,,,37.0,,5.8,11.8,,18.2,31.0,0.0,,,2.5,,,,,,111.0,56.3,120.0,118.2,,-18.0,-36.0,,,,,,1.0,,-30.2,-24.2,,-17.8,-5.0,-36.0,,,-33.5,,,,,,75.0,20.3,True,,True,True,,,,,,True,,True,True,,True,True,True,,,True,,,,,,True,True
01107,86,210.0,224.2,,104.0,102.0,,,,,,130.0,,159.0,41.5,,88.5,85.2,53.6,279.0,,49.5,,,,,,202.9,211.2,124.0,138.2,,18.0,16.0,,,,,,44.0,,73.0,-44.5,,2.5,-0.8,-32.4,193.0,,-36.5,,,,,,116.9,125.2,False,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,,,,,,True,False
01109,116,816.0,693.4,,417.0,305.0,,,,,,429.0,,466.3,66.5,,401.9,140.8,115.6,984.0,,74.5,,,,,,766.3,375.6,700.0,577.4,,301.0,189.0,,,,,,313.0,,350.3,-49.5,,285.9,24.8,-0.4,868.0,,-41.5,,,,,,650.3,259.6,True,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,,,,,,True,True
01111,131,315.0,341.5,,157.0,0.0,,,,,,164.0,,181.8,60.3,,191.6,92.9,45.0,92.0,,0.8,,,,,,342.6,202.4,184.0,210.5,,26.0,-131.0,,,,,,33.0,,50.8,-70.7,,60.6,-38.1,-86.0,-39.0,,-130.2,,,,,,211.6,71.4,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,False,True
01113,154,408.0,416.3,,146.0,17.0,,,,,,358.0,,148.7,72.3,,113.9,131.1,26.8,119.0,,35.2,273.7,,,,,456.8,419.8,254.0,262.3,,-8.0,-137.0,,,,,,204.0,,-5.3,-81.7,,-40.1,-22.9,-127.2,-35.0,,-118.8,119.7,,,,,302.8,265.8,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,True,,,,,False,False
01115,359,1257.0,1273.1,,735.0,3069.0,,,,,,518.0,,718.2,245.9,,1262.5,320.9,303.9,1728.0,,74.4,774.0,,,,,1183.1,1727.8,898.0,914.1,,376.0,2710.0,,,,,,159.0,,359.2,-113.1,,903.5,-38.1,-55.1,1369.0,,-284.6,415.0,,,,,824.1,1368.8,False,,True,False,,,,,,True,,True,True,,False,True,True,False,,True,True,,,,,True,False
01117,1036,3207.0,3160.2,,1964.0,9086.0,,,,,,1237.0,,1535.2,600.8,,3610.9,1078.4,1109.5,4401.0,,330.1,1865.0,6482.0,,,,2842.5,3807.2,2171.0,2124.2,,928.0,8050.0,,,,,,201.0,,499.2,-435.2,,2574.9,42.4,73.5,3365.0,,-705.9,829.0,5446.0,,,,1806.5,2771.2,True,,True,False,,,,,,True,,True,True,,False,True,True,False,,True,True,False,,,,True,False
