,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
48447,6,2.0,2.1,,2.0,0.0,,,,,1.3,,,6.0,,3.7,1.0,,,0.0,,0.0,0.0,,0.9,,,,,,6.0,1.8,20.2,-4.0,-3.9,,-4.0,-6.0,,,,,-4.7,,,0.0,,-2.3,-5.0,,,-6.0,,-6.0,-6.0,,-5.2,,,,,,0.0,-4.2,14.2,True,,False,False,,,,,False,,,True,,True,False,,,False,,False,False,,False,,,,,,True,False,False
48449,44,0.0,0.0,,2.0,1.0,,,,,61.1,,,158.0,,8.1,27.9,,0.0,0.9,1.9,,17.0,,2.0,,31.2,,,,5.0,15.2,52.3,-44.0,-44.0,,-42.0,-43.0,,,,,17.1,,,114.0,,-35.9,-16.1,,-44.0,-43.1,-42.1,,-27.0,,-42.0,,-12.8,,,,-39.0,-28.8,8.3,False,,True,True,,,,,True,,,False,,True,True,,True,True,True,,True,,True,,True,,,,True,True,True
48451,359,236.0,236.1,,185.0,140.0,,,,,186.7,,,471.0,,233.3,141.6,,151.1,184.5,5.5,240.0,242.0,,142.2,,226.3,,,,190.0,150.5,31.0,-123.0,-122.9,,-174.0,-219.0,,,,,-172.3,,,112.0,,-125.7,-217.4,,-207.9,-174.5,-353.5,-119.0,-117.0,,-216.8,,-132.7,,,,-169.0,-208.5,-328.0,True,,False,False,,,,,False,,,True,,False,False,,False,False,False,True,True,,False,,False,,,,False,False,False
48453,1069,1384.0,1341.8,1408.2,1370.0,880.0,,,,,782.0,,,2369.0,,1436.2,1106.4,,1391.5,1564.8,464.4,1613.0,3081.0,,660.0,,1132.7,1625.0,,,1338.0,1395.3,1697.5,315.0,272.8,339.2,301.0,-189.0,,,,,-287.0,,,1300.0,,367.2,37.4,,322.5,495.8,-604.6,544.0,2012.0,,-409.0,,63.7,556.0,,,269.0,326.3,628.5,True,False,True,True,,,,,True,,,False,,False,True,,False,False,False,False,False,,False,,True,False,,,True,False,False
48455,3,10.0,10.0,,10.0,0.0,,,,,13.8,,,11.0,,22.6,10.0,,0.4,1.8,11.4,14.0,33.0,,6.8,,12.7,,,,8.0,9.0,24.0,7.0,7.0,,7.0,-3.0,,,,,10.8,,,8.0,,19.6,7.0,,-2.6,-1.2,8.4,11.0,30.0,,3.8,,9.7,,,,5.0,6.0,21.0,False,,False,True,,,,,False,,,False,,False,False,,True,True,False,False,False,,True,,False,,,,True,True,False
48457,27,12.0,9.6,,11.0,14.0,,,,,24.6,,,48.0,,25.9,16.4,,0.3,5.1,23.0,,19.0,,2.9,,10.3,,,,8.0,11.2,20.1,-15.0,-17.4,,-16.0,-13.0,,,,,-2.4,,,21.0,,-1.1,-10.6,,-26.7,-21.9,-4.0,,-8.0,,-24.1,,-16.7,,,,-19.0,-15.8,-6.9,False,,False,True,,,,,True,,,False,,True,True,,False,False,True,,True,,False,,False,,,,False,False,True
48459,36,24.0,19.0,,20.0,14.0,,,,,46.2,,,92.0,,35.0,31.1,,6.0,22.0,43.7,28.0,14.0,,10.6,,20.6,,,,19.0,23.6,47.8,-12.0,-17.0,,-16.0,-22.0,,,,,10.2,,,56.0,,-1.0,-4.9,,-30.0,-14.0,7.7,-8.0,-22.0,,-25.4,,-15.4,,,,-17.0,-12.4,11.8,False,,False,False,,,,,True,,,False,,True,True,,False,False,True,True,False,,False,,False,,,,False,False,True
48461,1,4.0,5.2,,4.0,0.0,,,,,3.1,,,4.0,,6.6,1.9,,,0.2,,0.0,4.0,,2.5,,,,,,8.0,2.1,24.6,3.0,4.2,,3.0,-1.0,,,,,2.1,,,3.0,,5.6,0.9,,,-0.8,,-1.0,3.0,,1.5,,,,,,7.0,1.1,23.6,False,,False,True,,,,,True,,,False,,False,True,,,True,,True,False,,True,,,,,,False,True,False
48463,29,60.0,57.5,,40.0,38.0,,,,,66.2,,,154.0,,56.0,22.0,,20.7,38.8,0.0,56.0,51.0,,15.3,,54.1,,,,35.0,31.5,,31.0,28.5,,11.0,9.0,,,,,37.2,,,125.0,,27.0,-7.0,,-8.3,9.8,-29.0,27.0,22.0,,-13.7,,25.1,,,,6.0,2.5,,True,,True,True,,,,,False,,,False,,True,True,,True,True,True,True,True,,True,,True,,,,True,True,
48465,127,66.0,42.3,,34.0,7.0,,,,,94.2,,,69.0,,93.9,24.0,,19.7,49.2,0.1,,0.0,,20.1,,43.1,,,,130.0,88.8,625.4,-61.0,-84.7,,-93.0,-120.0,,,,,-32.8,,,-58.0,,-33.1,-103.0,,-107.3,-77.8,-126.9,,-127.0,,-106.9,,-83.9,,,,3.0,-38.2,498.4,False,,False,False,,,,,True,,,True,,True,False,,False,False,False,,False,,False,,False,,,,True,True,False
48467,30,36.0,37.8,,32.0,28.0,,,,,49.9,,,147.0,,57.2,62.5,,6.9,27.9,34.9,42.0,25.0,,15.0,,32.2,,,,54.0,35.9,81.3,6.0,7.8,,2.0,-2.0,,,,,19.9,,,117.0,,27.2,32.5,,-23.1,-2.1,4.9,12.0,-5.0,,-15.0,,2.2,,,,24.0,5.9,51.3,False,,True,True,,,,,False,,,False,,False,False,,False,True,True,False,True,,False,,True,,,,False,True,False
48469,104,100.0,105.6,,83.0,115.0,,,,,87.3,,,896.0,,130.4,87.3,,64.1,74.8,3.8,105.0,188.0,,72.7,,80.1,,,,82.0,67.0,95.2,-4.0,1.6,,-21.0,11.0,,,,,-16.7,,,792.0,,26.4,-16.7,,-39.9,-29.2,-100.2,1.0,84.0,,-31.3,,-23.9,,,,-22.0,-37.0,-8.8,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,False,,False,,,,False,False,False
48471,162,184.0,5.3,,70.0,122.0,,,,,19.3,,,563.0,,125.5,25.1,,15.8,91.4,1.2,92.0,85.0,,19.0,,161.1,,,,0.0,14.6,272.8,22.0,-156.7,,-92.0,-40.0,,,,,-142.7,,,401.0,,-36.5,-136.9,,-146.2,-70.6,-160.8,-70.0,-77.0,,-143.0,,-0.9,,,,-162.0,-147.4,110.8,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
48473,77,78.0,75.8,,67.0,55.0,,,,,113.5,,,305.0,,128.5,72.1,,28.4,63.2,35.7,58.0,113.0,,69.3,,68.1,,,,44.0,82.2,416.2,1.0,-1.2,,-10.0,-22.0,,,,,36.5,,,228.0,,51.5,-4.9,,-48.6,-13.8,-41.3,-19.0,36.0,,-7.7,,-8.9,,,,-33.0,5.2,339.2,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
48475,14,16.0,16.0,,10.0,10.0,,,,,18.2,,,9.0,,21.8,16.3,,2.7,6.6,8.8,14.0,42.0,,8.1,,12.6,,,,7.0,13.4,7.9,2.0,2.0,,-4.0,-4.0,,,,,4.2,,,-5.0,,7.8,2.3,,-11.3,-7.4,-5.2,0.0,28.0,,-5.9,,-1.4,,,,-7.0,-0.6,-6.1,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,False,,True,,,,False,True,False
48477,19,26.0,21.9,,23.0,,,,,,11.5,,,108.0,,36.8,34.2,,11.3,23.4,24.1,34.0,17.0,,0.5,,18.5,,,,13.0,31.7,76.0,7.0,2.9,,4.0,,,,,,-7.5,,,89.0,,17.8,15.2,,-7.7,4.4,5.1,15.0,-2.0,,-18.5,,-0.5,,,,-6.0,12.7,57.0,True,,True,,,,,,False,,,False,,False,False,,False,True,True,False,True,,False,,True,,,,True,False,False
48479,846,692.0,586.6,730.3,645.0,1585.0,,,,,1452.0,,,736.0,,725.1,626.9,,652.0,358.9,21.2,484.0,467.0,,25.6,,1034.2,241.0,,,39.0,694.2,484.9,-154.0,-259.4,-115.7,-201.0,739.0,,,,,606.0,,,-110.0,,-120.9,-219.1,,-194.0,-487.1,-824.8,-362.0,-379.0,,-820.4,,188.2,-605.0,,,-807.0,-151.8,-361.1,False,True,False,False,,,,,False,,,True,,True,False,,False,False,False,False,False,,False,,False,False,,,False,True,False
48481,32,94.0,88.3,,51.0,5.0,,,,,85.0,,,314.0,,79.2,47.8,,19.1,50.7,0.2,83.0,69.0,,40.2,,80.4,,,,80.0,84.4,356.1,62.0,56.3,,19.0,-27.0,,,,,53.0,,,282.0,,47.2,15.8,,-12.9,18.7,-31.8,51.0,37.0,,8.2,,48.4,,,,48.0,52.4,324.1,True,,True,True,,,,,True,,,False,,True,True,,True,True,True,True,True,,True,,True,,,,True,True,False
48483,2,4.0,5.0,,3.0,0.0,,,,,17.9,,,28.0,,6.1,3.0,,0.5,0.3,,0.0,2.0,,2.4,,2.6,,,,10.0,3.1,24.1,2.0,3.0,,1.0,-2.0,,,,,15.9,,,26.0,,4.1,1.0,,-1.5,-1.7,,-2.0,0.0,,0.4,,0.6,,,,8.0,1.1,22.1,False,,True,False,,,,,False,,,False,,False,True,,True,True,,False,True,,True,,True,,,,False,True,False
48485,560,256.0,254.1,,256.0,406.0,,,,,167.8,,,376.0,,296.4,179.3,,222.6,188.3,234.3,363.0,223.0,,68.1,,179.2,322.0,,,234.0,251.3,36.0,-304.0,-305.9,,-304.0,-154.0,,,,,-392.2,,,-184.0,,-263.6,-380.7,,-337.4,-371.7,-325.7,-197.0,-337.0,,-491.9,,-380.8,-238.0,,,-326.0,-308.7,-524.0,False,,False,True,,,,,False,,,True,,True,False,,False,False,False,True,False,,False,,False,True,,,False,False,False
48487,53,114.0,122.1,,49.0,24.0,,,,,26.8,,,53.0,,147.0,19.0,,49.1,18.7,29.2,42.0,109.0,,10.1,,81.9,,,,118.0,84.1,,61.0,69.1,,-4.0,-29.0,,,,,-26.2,,,0.0,,94.0,-34.0,,-3.9,-34.3,-23.8,-11.0,56.0,,-42.9,,28.9,,,,65.0,31.1,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,True,True,,True,,True,,,,False,True,
48489,14,32.0,55.4,,23.0,17.0,,,,,164.4,,,39.0,,33.3,20.7,,3.9,21.1,0.0,58.0,41.0,,23.4,,24.6,,,,0.0,43.8,100.3,18.0,41.4,,9.0,3.0,,,,,150.4,,,25.0,,19.3,6.7,,-10.1,7.1,-14.0,44.0,27.0,,9.4,,10.6,,,,-14.0,29.8,86.3,False,,True,True,,,,,False,,,False,,False,True,,True,True,True,False,False,,True,,True,,,,True,False,False
48491,352,360.0,376.8,373.5,275.0,706.0,,,,,279.9,,,595.0,,415.2,390.7,,197.3,251.8,194.3,395.0,384.0,,107.4,,299.3,151.0,,,395.0,315.6,986.0,8.0,24.8,21.5,-77.0,354.0,,,,,-72.1,,,243.0,,63.2,38.7,,-154.7,-100.2,-157.7,43.0,32.0,,-244.6,,-52.7,-201.0,,,43.0,-36.4,634.0,False,False,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
48493,83,640.0,660.6,,192.0,0.0,,,,,86.9,,,353.0,,634.0,34.4,,2.4,30.1,148.8,377.0,414.0,,20.8,,430.8,,,,662.0,115.8,,557.0,577.6,,109.0,-83.0,,,,,3.9,,,270.0,,551.0,-48.6,,-80.6,-52.9,65.8,294.0,331.0,,-62.2,,347.8,,,,579.0,32.8,,False,,True,True,,,,,True,,,True,,True,True,,True,True,True,True,True,,True,,True,,,,False,True,
48495,10,14.0,13.5,,6.0,0.0,,,,,23.4,,,10.0,,6.0,9.4,,3.2,5.9,0.0,14.0,7.0,,5.9,,11.0,,,,1.0,8.0,20.2,4.0,3.5,,-4.0,-10.0,,,,,13.4,,,0.0,,-4.0,-0.6,,-6.8,-4.1,-10.0,4.0,-3.0,,-4.1,,1.0,,,,-9.0,-2.0,10.2,True,,False,False,,,,,False,,,True,,True,True,,False,False,False,False,True,,False,,True,,,,False,True,False
48497,52,96.0,96.6,,55.0,39.0,,,,,85.7,,,167.0,,164.5,97.6,,4.9,37.1,50.7,126.0,136.0,,13.1,,101.4,,,,134.0,92.7,189.8,44.0,44.6,,3.0,-13.0,,,,,33.7,,,115.0,,112.5,45.6,,-47.1,-14.9,-1.3,74.0,84.0,,-38.9,,49.4,,,,82.0,40.7,137.8,False,,True,True,,,,,True,,,False,,False,False,,False,True,True,False,False,,True,,False,,,,False,True,False
48499,44,58.0,58.2,,47.0,0.0,,,,,42.3,,,76.0,,74.6,79.1,,21.9,44.3,62.1,92.0,14.0,,24.5,,44.3,,,,62.0,72.4,70.0,14.0,14.2,,3.0,-44.0,,,,,-1.7,,,32.0,,30.6,35.1,,-22.1,0.3,18.1,48.0,-30.0,,-19.5,,0.3,,,,18.0,28.4,26.0,False,,True,False,,,,,True,,,False,,False,False,,False,True,False,False,False,,False,,True,,,,False,False,False
48501,53,46.0,41.5,,30.0,28.0,,,,,34.5,,,30.0,,52.2,18.4,,20.8,27.8,28.0,32.0,116.0,,22.8,,39.6,,,,26.0,33.7,,-7.0,-11.5,,-23.0,-25.0,,,,,-18.5,,,-23.0,,-0.8,-34.6,,-32.2,-25.2,-25.0,-21.0,63.0,,-30.2,,-13.4,,,,-27.0,-19.3,,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,
48503,82,96.0,92.9,,58.0,10.0,,,,,43.1,,,65.0,,119.6,27.5,,52.8,59.1,34.9,124.0,18.0,,15.9,,70.4,,,,79.0,65.7,,14.0,10.9,,-24.0,-72.0,,,,,-38.9,,,-17.0,,37.6,-54.5,,-29.2,-22.9,-47.1,42.0,-64.0,,-66.1,,-11.6,,,,-3.0,-16.3,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,True,False,
48505,9,14.0,13.3,,13.0,19.0,,,,,44.1,,,17.0,,19.2,14.0,,1.8,4.2,0.0,19.0,7.0,,1.8,,15.7,,,,17.0,12.4,73.3,5.0,4.3,,4.0,10.0,,,,,35.1,,,8.0,,10.2,5.0,,-7.2,-4.8,-9.0,10.0,-2.0,,-7.2,,6.7,,,,8.0,3.4,64.3,True,,True,False,,,,,False,,,False,,False,False,,False,True,False,False,True,,False,,False,,,,False,True,False
48507,45,134.0,128.8,,19.0,14.0,,,,,38.3,,,19.0,,139.3,9.8,,5.7,21.8,4.0,85.0,,,11.0,,125.7,,,,115.0,104.0,,89.0,83.8,,-26.0,-31.0,,,,,-6.7,,,-26.0,,94.3,-35.2,,-39.3,-23.2,-41.0,40.0,,,-34.0,,80.7,,,,70.0,59.0,,True,,True,True,,,,,True,,,True,,False,True,,True,True,True,True,,,True,,True,,,,True,True,
49001,0,0.0,0.0,,0.0,0.0,,,,,3.9,,,17.0,,0.2,2.9,,,0.0,,0.0,4.0,,0.0,,,,,,,0.4,24.3,0.0,0.0,,0.0,0.0,,,,,3.9,,,17.0,,0.2,2.9,,,0.0,,0.0,4.0,,0.0,,,,,,,0.4,24.3,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49003,0,0.0,0.0,,0.0,0.0,,,,,7.1,,,35.0,,14.0,46.1,,,0.0,,0.0,41.0,,0.0,,,,,,,0.5,158.5,0.0,0.0,,0.0,0.0,,,,,7.1,,,35.0,,14.0,46.1,,,0.0,,0.0,41.0,,0.0,,,,,,,0.5,158.5,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49005,0,0.0,0.0,,0.0,0.0,,,,,4.8,,,474.0,,14.8,207.3,,,0.0,,0.0,105.0,,0.0,,0.0,,,,,0.9,233.0,0.0,0.0,,0.0,0.0,,,,,4.8,,,474.0,,14.8,207.3,,,0.0,,0.0,105.0,,0.0,,0.0,,,,,0.9,233.0,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,True,,,,,False,False
49007,0,0.0,0.0,,0.0,0.0,,,,,8.5,,,28.0,,21.1,29.4,,,0.0,,0.0,10.0,,0.0,,,,,,,0.2,106.0,0.0,0.0,,0.0,0.0,,,,,8.5,,,28.0,,21.1,29.4,,,0.0,,0.0,10.0,,0.0,,,,,,,0.2,106.0,True,,True,True,,,,,False,,,False,,False,False,,,False,,True,False,,True,,,,,,,False,False
49009,0,0.0,0.0,,0.0,0.0,,,,,3.7,,,4.0,,0.2,2.1,,,0.0,,0.0,0.0,,0.0,,,,,,,0.3,,0.0,0.0,,0.0,0.0,,,,,3.7,,,4.0,,0.2,2.1,,,0.0,,0.0,0.0,,0.0,,,,,,,0.3,,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,True,,True,,,,,,,False,
49011,1283,750.0,774.0,,774.0,2097.0,,,,,554.0,,,957.0,,772.8,686.0,,915.6,948.1,504.6,1206.0,448.0,,309.0,,551.6,1136.0,,,777.0,709.0,1100.3,-533.0,-509.0,,-509.0,814.0,,,,,-729.0,,,-326.0,,-510.2,-597.0,,-367.4,-334.9,-778.4,-77.0,-835.0,,-974.0,,-731.4,-147.0,,,-506.0,-574.0,-182.7,True,,True,False,,,,,False,,,True,,True,False,,True,True,False,True,False,,False,,False,True,,,True,False,True
49013,0,0.0,0.0,,0.0,0.0,,,,,2.0,,,23.0,,22.8,8.0,,,0.0,,0.0,14.0,,0.0,,,,,,,0.3,55.0,0.0,0.0,,0.0,0.0,,,,,2.0,,,23.0,,22.8,8.0,,,0.0,,0.0,14.0,,0.0,,,,,,,0.3,55.0,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49015,0,0.0,0.0,,0.0,0.0,,,,,1.8,,,16.0,,0.3,7.1,,,0.0,,0.0,6.0,,0.0,,,,,,,0.9,,0.0,0.0,,0.0,0.0,,,,,1.8,,,16.0,,0.3,7.1,,,0.0,,0.0,6.0,,0.0,,,,,,,0.9,,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,
49017,0,0.0,0.0,,0.0,0.0,,,,,5.8,,,4.0,,0.3,0.8,,,0.0,,0.0,4.0,,0.0,,,,,,,0.2,6.3,0.0,0.0,,0.0,0.0,,,,,5.8,,,4.0,,0.3,0.8,,,0.0,,0.0,4.0,,0.0,,,,,,,0.2,6.3,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49019,0,0.0,0.0,,0.0,0.0,,,,,0.9,,,6.0,,1.3,4.2,,,0.0,,0.0,14.0,,0.0,,,,,,,0.1,13.2,0.0,0.0,,0.0,0.0,,,,,0.9,,,6.0,,1.3,4.2,,,0.0,,0.0,14.0,,0.0,,,,,,,0.1,13.2,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49021,0,0.0,0.0,,0.0,0.0,,,,,2.1,,,13.0,,12.8,38.4,,,0.0,,0.0,31.0,,0.0,,0.0,,,,,0.5,65.5,0.0,0.0,,0.0,0.0,,,,,2.1,,,13.0,,12.8,38.4,,,0.0,,0.0,31.0,,0.0,,0.0,,,,,0.5,65.5,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,True,,,,,False,False
49023,0,0.0,0.0,,0.0,0.0,,,,,2.8,,,7.0,,7.6,11.9,,,0.0,,0.0,8.0,,0.0,,,,,,,0.5,,0.0,0.0,,0.0,0.0,,,,,2.8,,,7.0,,7.6,11.9,,,0.0,,0.0,8.0,,0.0,,,,,,,0.5,,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,
49025,0,0.0,0.0,,0.0,0.0,,,,,1.4,,,22.0,,2.8,6.4,,,0.0,,0.0,,,0.0,,,,,,,0.4,25.3,0.0,0.0,,0.0,0.0,,,,,1.4,,,22.0,,2.8,6.4,,,0.0,,0.0,,,0.0,,,,,,,0.4,25.3,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,,,True,,,,,,,False,False
49027,0,0.0,0.0,,0.0,0.0,,,,,3.7,,,13.0,,0.3,8.6,,,0.0,,0.0,8.0,,0.0,,,,,,,0.1,,0.0,0.0,,0.0,0.0,,,,,3.7,,,13.0,,0.3,8.6,,,0.0,,0.0,8.0,,0.0,,,,,,,0.1,,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,
49029,0,0.0,0.0,,0.0,0.0,,,,,4.0,,,9.0,,7.1,9.1,,,0.0,,0.0,8.0,,0.0,,,,,,,0.3,101.7,0.0,0.0,,0.0,0.0,,,,,4.0,,,9.0,,7.1,9.1,,,0.0,,0.0,8.0,,0.0,,,,,,,0.3,101.7,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49031,0,0.0,0.0,,0.0,0.0,,,,,3.0,,,2.0,,0.0,0.2,,,0.0,,0.0,0.0,,0.0,,,,,,,0.0,9.0,0.0,0.0,,0.0,0.0,,,,,3.0,,,2.0,,0.0,0.2,,,0.0,,0.0,0.0,,0.0,,,,,,,0.0,9.0,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,True,,True,,,,,,,False,False
49033,0,0.0,0.0,,0.0,0.0,,,,,3.8,,,7.0,,0.6,1.3,,,0.0,,0.0,2.0,,0.0,,,,,,,0.4,32.4,0.0,0.0,,0.0,0.0,,,,,3.8,,,7.0,,0.6,1.3,,,0.0,,0.0,2.0,,0.0,,,,,,,0.4,32.4,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49035,6197,5030.0,5048.3,4331.7,5030.0,4737.0,,,,,2101.4,,,5533.0,,4785.7,2082.0,,5884.3,6001.9,3264.0,8068.0,3707.0,,6812.8,,3773.0,8412.0,,,4926.0,,4567.0,-1167.0,-1148.7,-1865.3,-1167.0,-1460.0,,,,,-4095.6,,,-664.0,,-1411.3,-4115.0,,-312.7,-195.1,-2933.0,1871.0,-2490.0,,615.8,,-2424.0,2215.0,,,-1271.0,,-1630.0,True,False,False,False,,,,,False,,,True,,False,False,,True,True,False,False,False,,True,,False,False,,,False,,False
49037,19,22.0,22.2,,18.0,8.0,,,,,18.1,,,21.0,,21.8,12.2,,4.3,17.1,0.0,,28.0,,4.0,,19.9,,,,4.0,17.6,16.6,3.0,3.2,,-1.0,-11.0,,,,,-0.9,,,2.0,,2.8,-6.8,,-14.7,-1.9,-19.0,,9.0,,-15.0,,0.9,,,,-15.0,-1.4,-2.4,False,,True,False,,,,,True,,,True,,True,False,,False,True,False,,False,,False,,True,,,,False,True,True
49039,0,0.0,0.0,,0.0,0.0,,,,,2.7,,,266.0,,22.8,21.2,,,0.0,,0.0,26.0,,0.0,,,,,,,0.5,,0.0,0.0,,0.0,0.0,,,,,2.7,,,266.0,,22.8,21.2,,,0.0,,0.0,26.0,,0.0,,,,,,,0.5,,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,
49041,0,0.0,0.0,,0.0,0.0,,,,,1.5,,,12.0,,0.3,10.5,,,0.0,,0.0,12.0,,0.0,,,,,,,0.1,,0.0,0.0,,0.0,0.0,,,,,1.5,,,12.0,,0.3,10.5,,,0.0,,0.0,12.0,,0.0,,,,,,,0.1,,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,
49043,147,102.0,102.5,,88.0,0.0,,,,,65.7,,,90.0,,95.5,53.5,,58.2,94.6,63.5,136.0,93.0,,76.0,,98.3,,,,103.0,75.9,226.3,-45.0,-44.5,,-59.0,-147.0,,,,,-81.3,,,-57.0,,-51.5,-93.5,,-88.8,-52.4,-83.5,-11.0,-54.0,,-71.0,,-48.7,,,,-44.0,-71.1,79.3,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,False,,False,,,,True,False,False
49045,176,112.0,111.5,,105.0,49.0,,,,,141.4,,,92.0,,109.3,80.9,,75.1,124.8,107.0,135.0,71.0,,131.2,,82.4,,,,164.0,104.8,424.0,-64.0,-64.5,,-71.0,-127.0,,,,,-34.6,,,-84.0,,-66.7,-95.1,,-100.9,-51.2,-69.0,-41.0,-105.0,,-44.8,,-93.6,,,,-12.0,-71.2,248.0,False,,False,False,,,,,True,,,False,,False,False,,False,True,False,True,False,,True,,False,,,,True,False,False
49047,0,0.0,0.0,,0.0,0.0,,,,,2.0,,,16.0,,14.9,13.5,,,0.0,,0.0,26.0,,0.0,,,,,,,0.2,17.3,0.0,0.0,,0.0,0.0,,,,,2.0,,,16.0,,14.9,13.5,,,0.0,,0.0,26.0,,0.0,,,,,,,0.2,17.3,True,,True,True,,,,,False,,,False,,False,False,,,True,,True,False,,True,,,,,,,False,False
49049,4719,5704.0,5670.0,4575.4,5277.0,5541.0,,,,,3079.4,,,4788.0,,6125.7,2580.0,,6619.6,6058.1,3667.6,9043.0,2178.0,,5120.2,,4365.5,10683.0,,,4323.0,,8994.7,985.0,951.0,-143.6,558.0,822.0,,,,,-1639.6,,,69.0,,1406.7,-2139.0,,1900.6,1339.1,-1051.4,4324.0,-2541.0,,401.2,,-353.5,5964.0,,,-396.0,,4275.7,True,True,True,True,,,,,False,,,True,,False,False,,False,False,False,False,False,,True,,True,False,,,True,,False
