,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
13155,81,60.0,63.5,,60.0,82.0,,,,,,29.0,,60.0,31.2,,57.6,83.3,42.1,,94.9,,,,,,53.0,48.1,101.5,-21.0,-17.5,,-21.0,1.0,,,,,,-52.0,,-21.0,-49.8,,-23.4,2.3,-38.9,,13.9,,,,,,-28.0,-32.9,20.5,True,,False,True,,,,,,False,,False,False,,False,True,False,,True,,,,,,False,False,True
13157,410,360.0,402.1,,308.0,300.0,,,,,,275.0,,612.0,223.8,,149.4,264.5,461.4,,95.1,,448.8,,,,194.0,233.2,5917.2,-50.0,-7.9,,-102.0,-110.0,,,,,,-135.0,,202.0,-186.2,,-260.6,-145.5,51.4,,-314.9,,38.8,,,,-216.0,-176.8,5507.2,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,True,,,,False,False,False
13159,31,36.0,27.4,,30.0,1.0,,,,,,70.0,,134.3,21.7,,1.3,13.9,31.9,,33.2,,,,,,226.0,17.7,41.8,5.0,-3.6,,-1.0,-30.0,,,,,,39.0,,103.3,-9.3,,-29.7,-17.1,0.9,,2.2,,,,,,195.0,-13.3,10.8,True,,True,False,,,,,,False,,False,False,,False,False,True,,True,,,,,,False,False,False
13161,69,64.0,50.6,,37.0,27.0,,,,,,45.0,,101.2,54.2,,16.4,51.5,0.3,,28.4,,,,,,22.0,44.6,108.7,-5.0,-18.4,,-32.0,-42.0,,,,,,-24.0,,32.2,-14.8,,-52.6,-17.5,-68.7,,-40.6,,,,,,-47.0,-24.4,39.7,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13163,83,148.0,147.1,,72.0,79.0,,,,,,65.0,,174.6,62.3,,49.6,104.2,0.5,,48.2,,,,,,18.0,65.8,384.2,65.0,64.1,,-11.0,-4.0,,,,,,-18.0,,91.6,-20.7,,-33.4,21.2,-82.5,,-34.8,,,,,,-65.0,-17.2,301.2,True,,True,True,,,,,,True,,False,True,,True,True,False,,True,,,,,,False,True,False
13165,83,108.0,104.2,,62.0,120.0,,,,,,58.0,,64.5,29.6,,31.0,77.7,1.3,,39.3,,,,,,30.0,41.0,254.3,25.0,21.2,,-21.0,37.0,,,,,,-25.0,,-18.5,-53.4,,-52.0,-5.3,-81.7,,-43.7,,,,,,-53.0,-42.0,171.3,True,,True,False,,,,,,False,,True,False,,False,True,False,,False,,,,,,False,False,False
13167,30,180.0,168.3,,92.0,152.0,,,,,,94.0,,110.9,58.4,,26.5,83.3,67.4,,34.0,,,,,,59.0,131.5,248.3,150.0,138.3,,62.0,122.0,,,,,,64.0,,80.9,28.4,,-3.5,53.3,37.4,,4.0,,,,,,29.0,101.5,218.3,True,,True,True,,,,,,True,,True,True,,True,True,True,,True,,,,,,True,True,False
13169,99,76.0,79.4,,93.0,80.0,,,,,,94.0,,168.0,90.9,,25.7,96.9,121.2,,104.6,,,,,,46.0,55.2,148.2,-23.0,-19.6,,-6.0,-19.0,,,,,,-5.0,,69.0,-8.1,,-73.3,-2.1,22.2,,5.6,,,,,,-53.0,-43.8,49.2,True,,True,True,,,,,,True,,False,True,,False,True,True,,True,,,,,,False,False,False
13171,48,44.0,38.5,,36.0,0.0,,,,,,83.0,,131.0,36.8,,11.2,35.7,38.4,,8.8,,,,,,66.0,15.7,97.0,-4.0,-9.5,,-12.0,-48.0,,,,,,35.0,,83.0,-11.2,,-36.8,-12.3,-9.6,,-39.2,,,,,,18.0,-32.3,49.0,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13173,18,36.0,31.4,,22.0,56.0,,,,,,22.0,,19.4,20.5,,8.1,28.0,0.2,,27.0,,,,,,8.0,18.9,160.6,18.0,13.4,,4.0,38.0,,,,,,4.0,,1.4,2.5,,-9.9,10.0,-17.8,,9.0,,,,,,-10.0,0.9,142.6,True,,True,False,,,,,,True,,True,True,,True,True,True,,True,,,,,,True,True,False
13175,351,364.0,391.8,,250.0,157.0,,,,,,252.0,,324.2,192.7,,194.5,266.8,2.3,,210.4,,420.0,,,,235.0,243.9,271.8,13.0,40.8,,-101.0,-194.0,,,,,,-99.0,,-26.8,-158.3,,-156.5,-84.2,-348.7,,-140.6,,69.0,,,,-116.0,-107.1,-79.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,False,False,False
13177,66,64.0,35.7,,53.0,37.0,,,,,,124.0,,47.6,43.0,,21.8,72.9,80.3,,51.4,,,,,,32.0,28.7,96.4,-2.0,-30.3,,-13.0,-29.0,,,,,,58.0,,-18.4,-23.0,,-44.2,6.9,14.3,,-14.6,,,,,,-34.0,-37.3,30.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13179,166,192.0,189.1,,189.0,55.0,,,,,,324.0,,201.9,182.2,,91.3,190.3,179.5,,13.0,,,,,,237.0,119.4,560.3,26.0,23.1,,23.0,-111.0,,,,,,158.0,,35.9,16.2,,-74.7,24.3,13.5,,-153.0,,,,,,71.0,-46.6,394.3,True,,True,False,,,,,,False,,False,True,,False,True,True,,False,,,,,,False,False,False
13181,16,12.0,10.6,,5.0,2.0,,,,,,25.0,,5.1,11.4,,2.5,10.0,0.0,,3.7,,,,,,4.0,21.9,93.9,-4.0,-5.4,,-11.0,-14.0,,,,,,9.0,,-10.9,-4.6,,-13.5,-6.0,-16.0,,-12.3,,,,,,-12.0,5.9,77.9,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13183,52,68.0,65.3,,58.0,22.0,,,,,,57.0,,116.4,40.4,,44.0,61.0,55.0,,15.4,,,,,,75.0,20.5,188.8,16.0,13.3,,6.0,-30.0,,,,,,5.0,,64.4,-11.6,,-8.0,9.0,3.0,,-36.6,,,,,,23.0,-31.5,136.8,True,,True,False,,,,,,True,,False,True,,True,True,True,,False,,,,,,False,False,False
13185,410,416.0,420.9,,328.0,0.0,,,,,,874.0,,362.5,203.6,,195.5,477.4,90.0,,32.2,,326.8,,,,372.0,140.4,1099.8,6.0,10.9,,-82.0,-410.0,,,,,,464.0,,-47.5,-206.4,,-214.5,67.4,-320.0,,-377.8,,-83.2,,,,-38.0,-269.6,689.8,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,False,False,False
13187,167,68.0,92.8,,75.0,140.0,,,,,,165.0,,236.4,129.1,,37.8,93.2,17.2,,26.2,,,,,,32.0,68.1,979.6,-99.0,-74.2,,-92.0,-27.0,,,,,,-2.0,,69.4,-37.9,,-129.2,-73.8,-149.8,,-140.8,,,,,,-135.0,-98.9,812.6,True,,True,True,,,,,,True,,True,True,,False,True,False,,False,,,,,,False,True,False
13189,85,92.0,98.9,,60.0,18.0,,,,,,92.0,,143.9,72.0,,20.7,82.8,0.1,,11.4,,,,,,66.0,27.7,460.2,7.0,13.9,,-25.0,-67.0,,,,,,7.0,,58.9,-13.0,,-64.3,-2.2,-84.9,,-73.6,,,,,,-19.0,-57.3,375.2,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,,,,,,False,False,False
13191,27,36.0,44.5,,26.0,16.0,,,,,,25.0,,38.2,46.6,,22.3,41.7,9.3,,23.2,,,,,,18.0,29.5,138.1,9.0,17.5,,-1.0,-11.0,,,,,,-2.0,,11.2,19.6,,-4.7,14.7,-17.7,,-3.8,,,,,,-9.0,2.5,111.1,False,,True,False,,,,,,True,,False,False,,True,False,False,,True,,,,,,False,True,False
13193,21,36.0,37.6,,24.0,21.0,,,,,,90.0,,23.7,35.4,,9.7,37.4,0.2,,5.7,,,,,,29.0,12.2,78.3,15.0,16.6,,3.0,0.0,,,,,,69.0,,2.7,14.4,,-11.3,16.4,-20.8,,-15.3,,,,,,8.0,-8.8,57.3,False,,True,True,,,,,,False,,True,True,,True,False,False,,False,,,,,,True,True,False
13195,120,212.0,217.6,,146.0,159.0,,,,,,140.0,,333.0,121.9,,59.5,156.8,98.1,,105.0,,,,,,216.0,66.6,613.9,92.0,97.6,,26.0,39.0,,,,,,20.0,,213.0,1.9,,-60.5,36.8,-21.9,,-15.0,,,,,,96.0,-53.4,493.9,False,,True,True,,,,,,True,,False,True,,True,True,True,,True,,,,,,False,True,False
13197,16,0.0,1.5,,1.0,0.0,,,,,,40.0,,9.3,10.4,,0.3,2.8,0.5,,2.3,,,,,,0.0,17.0,23.3,-16.0,-14.5,,-15.0,-16.0,,,,,,24.0,,-6.7,-5.6,,-15.7,-13.2,-15.5,,-13.7,,,,,,-16.0,1.0,7.3,True,,True,False,,,,,,False,,True,True,,True,True,True,,True,,,,,,False,True,True
13199,47,64.0,57.9,,45.0,14.0,,,,,,51.0,,127.7,50.3,,11.5,60.4,35.6,,18.9,,,,,,33.0,53.0,122.7,17.0,10.9,,-2.0,-33.0,,,,,,4.0,,80.7,3.3,,-35.5,13.4,-11.4,,-28.1,,,,,,-14.0,6.0,75.7,True,,True,False,,,,,,True,,False,True,,False,True,True,,False,,,,,,True,True,False
13201,61,24.0,33.8,,13.0,2.0,,,,,,36.0,,20.1,19.6,,2.2,22.6,0.0,,7.7,,,,,,13.0,22.1,31.4,-37.0,-27.2,,-48.0,-59.0,,,,,,-25.0,,-40.9,-41.4,,-58.8,-38.4,-61.0,,-53.3,,,,,,-48.0,-38.9,-29.6,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,False,False,True
13205,96,76.0,75.6,,58.0,27.0,,,,,,119.0,,108.3,65.2,,25.7,80.1,1.0,,41.4,,,,,,73.0,22.4,89.2,-20.0,-20.4,,-38.0,-69.0,,,,,,23.0,,12.3,-30.8,,-70.3,-15.9,-95.0,,-54.6,,,,,,-23.0,-73.6,-6.8,False,,False,False,,,,,,False,,True,False,,False,True,False,,False,,,,,,False,False,True
13207,103,84.0,91.3,,67.0,67.0,,,,,,119.0,,176.3,74.9,,20.9,60.0,54.3,,39.8,,,,,,86.0,83.1,114.8,-19.0,-11.7,,-36.0,-36.0,,,,,,16.0,,73.3,-28.1,,-82.1,-43.0,-48.7,,-63.2,,,,,,-17.0,-19.9,11.8,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,True,False,True
13209,85,80.0,84.7,,62.0,77.0,,,,,,32.0,,66.3,44.8,,26.1,53.9,44.5,,74.5,,,,,,37.0,61.2,119.3,-5.0,-0.3,,-23.0,-8.0,,,,,,-53.0,,-18.7,-40.2,,-58.9,-31.1,-40.5,,-10.5,,,,,,-48.0,-23.8,34.3,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13211,53,56.0,50.0,,53.0,14.0,,,,,,136.0,,234.7,56.2,,12.7,60.4,66.2,,12.7,,,,,,40.0,23.0,115.5,3.0,-3.0,,0.0,-39.0,,,,,,83.0,,181.7,3.2,,-40.3,7.4,13.2,,-40.3,,,,,,-13.0,-30.0,62.5,False,,True,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13213,137,88.0,101.7,,83.0,59.0,,,,,,173.0,,140.9,82.0,,67.0,102.1,64.7,,76.9,,,,,,82.0,19.3,701.6,-49.0,-35.3,,-54.0,-78.0,,,,,,36.0,,3.9,-55.0,,-70.0,-34.9,-72.3,,-60.1,,,,,,-55.0,-117.7,564.6,True,,False,False,,,,,,True,,True,False,,False,True,False,,False,,,,,,False,False,False
13215,461,472.0,393.4,,326.0,69.0,,,,,,780.0,,382.7,265.9,,194.9,439.3,261.4,,160.9,,343.5,257.0,,,340.0,309.1,1209.8,11.0,-67.6,,-135.0,-392.0,,,,,,319.0,,-78.3,-195.1,,-266.1,-21.7,-199.6,,-300.1,,-117.5,-204.0,,,-121.0,-151.9,748.8,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,False,,,False,False,False
13217,245,240.0,234.8,,221.0,51.0,,,,,,326.0,,285.6,241.5,,124.1,178.4,216.9,,70.2,,218.9,,,,98.0,108.2,447.4,-5.0,-10.2,,-24.0,-194.0,,,,,,81.0,,40.6,-3.5,,-120.9,-66.6,-28.1,,-174.8,,-26.1,,,,-147.0,-136.8,202.4,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,False,,,,False,False,False
13219,140,188.0,191.8,,185.0,340.0,,,,,,197.0,,448.5,119.3,,77.6,155.4,240.1,,122.4,,,,,,242.0,118.5,636.4,48.0,51.8,,45.0,200.0,,,,,,57.0,,308.5,-20.7,,-62.4,15.4,100.1,,-17.6,,,,,,102.0,-21.5,496.4,False,,True,False,,,,,,False,,False,True,,False,True,False,,True,,,,,,False,True,False
13221,75,28.0,27.5,,28.0,30.0,,,,,,62.0,,202.7,36.3,,5.6,24.6,35.0,,12.4,,,,,,25.0,25.3,118.0,-47.0,-47.5,,-47.0,-45.0,,,,,,-13.0,,127.7,-38.7,,-69.4,-50.4,-40.0,,-62.6,,,,,,-50.0,-49.7,43.0,False,,False,True,,,,,,True,,False,True,,False,False,True,,False,,,,,,False,False,True
13223,346,612.0,610.3,,509.0,739.0,,,,,,485.0,,702.1,510.9,,507.7,492.7,462.3,,387.5,,431.3,344.0,,,459.0,441.3,3633.9,266.0,264.3,,163.0,393.0,,,,,,139.0,,356.1,164.9,,161.7,146.7,116.3,,41.5,,85.3,-2.0,,,113.0,95.3,3287.9,True,,True,False,,,,,,True,,False,True,,True,True,True,,True,,True,True,,,True,True,False
13225,95,104.0,89.2,,67.0,35.0,,,,,,118.0,,184.5,109.1,,37.4,96.2,0.0,,26.5,,,,,,148.0,41.6,208.9,9.0,-5.8,,-28.0,-60.0,,,,,,23.0,,89.5,14.1,,-57.6,1.2,-95.0,,-68.5,,,,,,53.0,-53.4,113.9,True,,False,False,,,,,,False,,False,False,,False,True,False,,False,,,,,,False,False,False
13227,85,120.0,150.1,,109.0,2.0,,,,,,124.0,,221.4,93.0,,49.3,95.6,155.5,,43.4,,,,,,118.0,57.8,470.0,35.0,65.1,,24.0,-83.0,,,,,,39.0,,136.4,8.0,,-35.7,10.6,70.5,,-41.6,,,,,,33.0,-27.2,385.0,False,,True,False,,,,,,False,,False,True,,False,True,False,,False,,,,,,True,True,False
13229,73,88.0,74.0,,59.0,91.0,,,,,,46.0,,106.4,46.0,,25.7,78.0,26.6,,0.0,,,,,,77.0,35.4,213.4,15.0,1.0,,-14.0,18.0,,,,,,-27.0,,33.4,-27.0,,-47.3,5.0,-46.4,,-73.0,,,,,,4.0,-37.6,140.4,True,,True,False,,,,,,False,,False,False,,False,True,False,,False,,,,,,True,False,False
13231,65,36.0,38.4,,33.0,7.0,,,,,,82.0,,113.0,45.5,,5.8,30.4,47.6,,11.8,,,,,,26.0,14.3,84.6,-29.0,-26.6,,-32.0,-58.0,,,,,,17.0,,48.0,-19.5,,-59.2,-34.6,-17.4,,-53.2,,,,,,-39.0,-50.7,19.6,True,,False,False,,,,,,True,,False,True,,False,False,True,,False,,,,,,False,False,True
13233,214,236.0,232.8,,174.0,75.0,,,,,,252.0,,284.4,151.4,,75.9,184.7,1.1,,69.5,,184.7,,,,121.0,65.5,636.5,22.0,18.8,,-40.0,-139.0,,,,,,38.0,,70.4,-62.6,,-138.1,-29.3,-212.9,,-144.5,,-29.3,,,,-93.0,-148.5,422.5,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,False,False,False
13235,28,184.0,184.7,,92.0,189.0,,,,,,32.0,,194.1,77.7,,20.7,93.3,64.7,,31.3,,,,,,122.0,155.3,309.3,156.0,156.7,,64.0,161.0,,,,,,4.0,,166.1,49.7,,-7.3,65.3,36.7,,3.3,,,,,,94.0,127.3,281.3,False,,True,False,,,,,,True,,False,True,,True,True,True,,True,,,,,,True,True,False
13237,90,72.0,54.8,,49.0,40.0,,,,,,119.0,,162.7,76.5,,17.4,52.6,1.3,,15.7,,,,,,40.0,30.3,136.7,-18.0,-35.2,,-41.0,-50.0,,,,,,29.0,,72.7,-13.5,,-72.6,-37.4,-88.7,,-74.3,,,,,,-50.0,-59.7,46.7,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,,,,,False,False,False
13239,7,0.0,1.0,,0.0,0.0,,,,,,13.0,,0.3,1.8,,0.1,0.0,,,1.2,,,,,,0.0,6.8,22.6,-7.0,-6.0,,-7.0,-7.0,,,,,,6.0,,-6.7,-5.2,,-6.9,-7.0,,,-5.8,,,,,,-7.0,-0.2,15.6,True,,False,False,,,,,,True,,True,True,,True,True,,,True,,,,,,False,True,False
13241,91,56.0,47.2,,44.0,26.0,,,,,,53.0,,135.4,43.7,,14.8,42.5,62.7,,10.9,,,,,,27.0,32.3,87.0,-35.0,-43.8,,-47.0,-65.0,,,,,,-38.0,,44.4,-47.3,,-76.2,-48.5,-28.3,,-80.1,,,,,,-64.0,-58.7,-4.0,False,,False,False,,,,,,False,,False,False,,False,False,True,,False,,,,,,False,False,True
13243,9,28.0,34.2,,15.0,0.0,,,,,,33.0,,13.3,18.5,,2.2,21.5,0.6,,17.6,,,,,,5.0,22.8,54.6,19.0,25.2,,6.0,-9.0,,,,,,24.0,,4.3,9.5,,-6.8,12.5,-8.4,,8.6,,,,,,-4.0,13.8,45.6,False,,True,True,,,,,,False,,True,True,,True,True,True,,True,,,,,,True,True,False
13245,961,1092.0,992.5,,952.0,1430.0,,,,,,1328.0,,700.0,783.6,,925.2,1070.5,7.1,,353.0,,1714.0,778.0,,,714.0,301.0,2194.2,131.0,31.5,,-9.0,469.0,,,,,,367.0,,-261.0,-177.4,,-35.8,109.5,-953.9,,-608.0,,753.0,-183.0,,,-247.0,-660.0,1233.2,True,,True,False,,,,,,False,,False,False,,True,True,False,,False,,False,False,,,False,False,False
13247,191,176.0,158.2,,154.0,58.0,,,,,,296.0,,307.0,166.2,,94.0,187.6,157.2,,35.9,,124.6,,,,121.0,87.5,3736.4,-15.0,-32.8,,-37.0,-133.0,,,,,,105.0,,116.0,-24.8,,-97.0,-3.4,-33.8,,-155.1,,-66.4,,,,-70.0,-103.5,3545.4,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,,False,,,,False,False,False
13249,5,20.0,21.6,,9.0,0.0,,,,,,25.0,,12.4,10.5,,1.3,4.8,17.6,,6.3,,,,,,27.0,12.8,16.9,15.0,16.6,,4.0,-5.0,,,,,,20.0,,7.4,5.5,,-3.7,-0.2,12.6,,1.3,,,,,,22.0,7.8,11.9,False,,True,True,,,,,,False,,True,True,,True,True,True,,True,,,,,,False,True,True
13251,94,124.0,120.2,,88.0,59.0,,,,,,47.0,,172.4,58.2,,84.3,101.7,41.2,,94.4,,,,,,70.0,85.8,197.5,30.0,26.2,,-6.0,-35.0,,,,,,-47.0,,78.4,-35.8,,-9.7,7.7,-52.8,,0.4,,,,,,-24.0,-8.2,103.5,True,,True,False,,,,,,False,,False,False,,True,True,False,,True,,,,,,True,True,False
13253,55,80.0,78.2,,30.0,0.0,,,,,,54.0,,49.2,33.7,,8.9,54.0,0.0,,8.0,,,,,,38.0,72.8,371.0,25.0,23.2,,-25.0,-55.0,,,,,,-1.0,,-5.8,-21.3,,-46.1,-1.0,-55.0,,-47.0,,,,,,-17.0,17.8,316.0,True,,False,False,,,,,,True,,True,True,,False,True,False,,False,,,,,,True,True,False
13255,160,152.0,120.6,,134.0,52.0,,,,,,231.0,,209.1,119.5,,64.3,133.3,113.7,,46.8,,164.8,,,,110.0,65.0,580.4,-8.0,-39.4,,-26.0,-108.0,,,,,,71.0,,49.1,-40.5,,-95.7,-26.7,-46.3,,-113.2,,4.8,,,,-50.0,-95.0,420.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,True,,,,False,False,False
13257,271,112.0,120.3,,87.0,100.0,,,,,,128.0,,186.1,99.4,,31.1,90.8,0.2,,22.9,,,,,,49.0,113.7,183.5,-159.0,-150.7,,-184.0,-171.0,,,,,,-143.0,,-84.9,-171.6,,-239.9,-180.2,-270.8,,-248.1,,,,,,-222.0,-157.3,-87.5,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,,False,True,True
13259,118,128.0,102.2,,52.0,,,,,,,51.0,,58.0,24.8,,42.4,59.3,0.1,,53.5,,,,,,0.0,25.8,449.0,10.0,-15.8,,-66.0,,,,,,,-67.0,,-60.0,-93.2,,-75.6,-58.7,-117.9,,-64.5,,,,,,-118.0,-92.2,331.0,False,,False,,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13261,46,76.0,71.6,,73.0,,,,,,,130.0,,99.6,76.1,,21.9,75.8,4.4,,72.4,,,,,,49.0,54.7,86.3,30.0,25.6,,27.0,,,,,,,84.0,,53.6,30.1,,-24.1,29.8,-41.6,,26.4,,,,,,3.0,8.7,40.3,True,,True,,,,,,,False,,False,False,,True,True,False,,True,,,,,,True,True,False
13263,10,4.0,0.4,,0.0,0.0,,,,,,25.0,,3.5,7.1,,0.0,1.1,0.0,,0.5,,,,,,2.0,13.2,101.1,-6.0,-9.6,,-10.0,-10.0,,,,,,15.0,,-6.5,-2.9,,-10.0,-8.9,-10.0,,-9.5,,,,,,-8.0,3.2,91.1,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,,,,,False,True,False
13265,5,0.0,0.9,,0.0,0.0,,,,,,11.0,,0.7,1.5,,0.1,0.1,,,3.4,,,,,,0.0,8.6,24.6,-5.0,-4.1,,-5.0,-5.0,,,,,,6.0,,-4.3,-3.5,,-4.9,-4.9,,,-1.6,,,,,,-5.0,3.6,19.6,True,,False,False,,,,,,False,,True,True,,True,True,,,True,,,,,,False,True,False
13267,129,128.0,120.8,,94.0,9.0,,,,,,171.0,,154.6,79.7,,72.3,114.9,0.1,,33.5,,,,,,96.0,53.6,274.5,-1.0,-8.2,,-35.0,-120.0,,,,,,42.0,,25.6,-49.3,,-56.7,-14.1,-128.9,,-95.5,,,,,,-33.0,-75.4,145.5,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13269,44,48.0,36.2,,31.0,69.0,,,,,,56.0,,31.4,34.0,,12.6,35.0,0.0,,25.1,,,,,,16.0,19.8,79.7,4.0,-7.8,,-13.0,25.0,,,,,,12.0,,-12.6,-10.0,,-31.4,-9.0,-44.0,,-18.9,,,,,,-28.0,-24.2,35.7,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13271,36,40.0,46.2,,33.0,30.0,,,,,,67.0,,36.4,29.6,,21.3,43.5,0.1,,8.6,,,,,,35.0,27.3,79.7,4.0,10.2,,-3.0,-6.0,,,,,,31.0,,0.4,-6.4,,-14.7,7.5,-35.9,,-27.4,,,,,,-1.0,-8.7,43.7,False,,True,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,True,False,False
13273,9,12.0,9.3,,6.0,0.0,,,,,,50.0,,6.2,11.4,,1.2,6.3,0.4,,12.4,,,,,,4.0,8.9,13.9,3.0,0.3,,-3.0,-9.0,,,,,,41.0,,-2.8,2.4,,-7.8,-2.7,-8.6,,3.4,,,,,,-5.0,-0.1,4.9,True,,False,False,,,,,,False,,True,True,,False,True,False,,False,,,,,,False,True,False
13275,120,0.0,0.0,,31.0,50.0,,,,,,271.0,,80.2,72.9,,2.1,75.4,0.9,,35.4,,106.5,,,,0.0,79.4,258.8,-120.0,-120.0,,-89.0,-70.0,,,,,,151.0,,-39.8,-47.1,,-117.9,-44.6,-119.1,,-84.6,,-13.5,,,,-120.0,-40.6,138.8,False,,True,True,,,,,,False,,True,True,,True,True,True,,True,,True,,,,False,True,False
13277,238,248.0,249.8,,189.0,287.0,,,,,,218.0,,267.0,98.2,,133.1,201.0,2.9,,94.5,,116.1,,,,101.0,122.7,425.6,10.0,11.8,,-49.0,49.0,,,,,,-20.0,,29.0,-139.8,,-104.9,-37.0,-235.1,,-143.5,,-121.9,,,,-137.0,-115.3,187.6,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,False,False,False
13279,193,292.0,290.1,,181.0,70.0,,,,,,215.0,,255.9,132.3,,121.0,188.1,1.5,,126.5,,201.9,,,,70.0,169.1,431.1,99.0,97.1,,-12.0,-123.0,,,,,,22.0,,62.9,-60.7,,-72.0,-4.9,-191.5,,-66.5,,8.9,,,,-123.0,-23.9,238.1,True,,True,False,,,,,,True,,True,True,,True,True,False,,True,,True,,,,False,True,False
13281,131,124.0,121.7,,73.0,87.0,,,,,,25.0,,71.6,45.5,,73.0,75.0,54.4,,43.5,,,,,,98.0,38.6,165.5,-7.0,-9.3,,-58.0,-44.0,,,,,,-106.0,,-59.4,-85.5,,-58.0,-56.0,-76.6,,-87.5,,,,,,-33.0,-92.4,34.5,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False,False,False
13283,38,48.0,46.6,,35.0,53.0,,,,,,36.0,,36.6,32.0,,14.1,40.2,0.0,,20.5,,,,,,13.0,51.1,98.6,10.0,8.6,,-3.0,15.0,,,,,,-2.0,,-1.4,-6.0,,-23.9,2.2,-38.0,,-17.5,,,,,,-25.0,13.1,60.6,True,,True,False,,,,,,True,,True,True,,False,True,False,,False,,,,,,False,False,False
13285,201,200.0,206.0,,116.0,103.0,,,,,,281.0,,184.9,99.6,,56.9,158.6,20.1,,1.3,,116.6,,,,115.0,119.2,371.0,-1.0,5.0,,-85.0,-98.0,,,,,,80.0,,-16.1,-101.4,,-144.1,-42.4,-180.9,,-199.7,,-84.4,,,,-86.0,-81.8,170.0,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,False,False,False
