,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13205,116,105.0,128.0,,,,,177.0,,94.1,,20.8,4.8,,43.2,79.6,,83.0,-11.0,12.0,,,,,61.0,,-21.9,,-95.2,-111.2,,-72.8,-36.4,,-33.0,False,,,,,False,,False,,False,False,,False,False,,False
13207,124,70.0,50.0,,,,,180.0,,115.5,,29.0,63.0,,51.0,54.3,,11.0,-54.0,-74.0,,,,,56.0,,-8.5,,-95.0,-61.0,,-73.0,-69.7,,-113.0,False,,,,,False,,True,,False,False,,False,False,,False
13209,105,125.0,95.0,,,,,59.0,,65.6,,84.0,0.0,,104.6,108.7,,72.0,20.0,-10.0,,,,,-46.0,,-39.4,,-21.0,-105.0,,-0.4,3.7,,-33.0,True,,,,,False,,False,,False,False,,True,True,,False
13211,67,115.0,49.0,,,,,170.0,,81.8,,20.5,83.0,,28.3,135.8,,39.0,48.0,-18.0,,,,,103.0,,14.8,,-46.5,16.0,,-38.7,68.8,,-28.0,True,,,,,False,,True,,True,True,,True,False,,True
13213,159,120.0,88.0,,,,,236.0,,104.7,,36.0,82.0,,23.8,112.9,,121.0,-39.0,-71.0,,,,,77.0,,-54.3,,-123.0,-77.0,,-135.2,-46.1,,-38.0,False,,,,,False,,False,,False,False,,False,False,,True
13215,579,880.0,1474.0,,,,,1480.0,,440.6,,306.1,302.4,,367.4,663.1,,602.0,301.0,895.0,,,,,901.0,,-138.4,,-272.9,-276.6,,-211.6,84.1,,23.0,False,,,,,False,,True,,True,True,,True,True,,True
13217,305,490.0,389.0,,,,,496.0,,398.8,,196.4,294.0,,87.1,343.4,,317.0,185.0,84.0,,,,,191.0,,93.8,,-108.6,-11.0,,-217.9,38.4,,12.0,True,,,,,False,,True,,True,True,,False,True,,True
13219,187,295.0,466.0,,,,,225.0,,182.0,,235.8,276.8,,251.6,226.1,,249.0,108.0,279.0,,,,,38.0,,-5.0,,48.8,89.8,,64.6,39.1,,62.0,False,,,,,True,,True,,True,True,,True,True,,True
13221,82,55.0,58.0,,,,,79.0,,49.3,,12.9,60.1,,21.8,71.1,,38.0,-27.0,-24.0,,,,,-3.0,,-32.7,,-69.1,-21.9,,-60.2,-10.9,,-44.0,True,,,,,True,,False,,False,True,,False,True,,False
13223,499,840.0,642.0,,,,,708.0,,651.2,,738.5,675.4,,622.5,517.2,,597.0,341.0,143.0,,,,,209.0,,152.2,,239.5,176.4,,123.5,18.2,,98.0,True,,,,,True,,True,,True,True,,True,True,,True
13225,121,85.0,64.0,,,,,188.0,,150.9,,14.0,10.0,,24.3,124.6,,19.0,-36.0,-57.0,,,,,67.0,,29.9,,-107.0,-111.0,,-96.7,3.6,,-102.0,False,,,,,False,,True,,False,False,,False,True,,False
13227,115,125.0,112.0,,,,,164.0,,146.9,,32.0,196.4,,15.5,101.4,,72.0,10.0,-3.0,,,,,49.0,,31.9,,-83.0,81.4,,-99.5,-13.6,,-43.0,True,,,,,False,,False,,False,False,,False,False,,False
13229,95,120.0,138.0,,,,,90.0,,66.3,,18.9,44.4,,40.9,71.2,,70.0,25.0,43.0,,,,,-5.0,,-28.7,,-76.1,-50.6,,-54.1,-23.8,,-25.0,False,,,,,True,,False,,False,False,,False,True,,False
13231,74,65.0,34.0,,,,,106.0,,66.6,,8.0,73.3,,12.9,114.7,,82.0,-9.0,-40.0,,,,,32.0,,-7.4,,-66.0,-0.7,,-61.1,40.7,,8.0,False,,,,,False,,True,,False,True,,False,False,,True
13233,273,345.0,193.0,,,,,349.0,,244.9,,84.6,1.8,,54.3,355.2,,112.0,72.0,-80.0,,,,,76.0,,-28.1,,-188.4,-271.2,,-218.7,82.2,,-161.0,False,,,,,False,,True,,False,False,,False,False,,False
13235,74,205.0,259.0,,,,,48.0,,80.4,,73.8,62.8,,766.8,252.2,,88.0,131.0,185.0,,,,,-26.0,,6.4,,-0.2,-11.2,,692.8,178.2,,14.0,False,,,,,True,,True,,True,True,,False,False,,True
13237,108,130.0,68.0,,,,,147.0,,120.0,,47.2,2.2,,26.2,125.3,,22.0,22.0,-40.0,,,,,39.0,,12.0,,-60.8,-105.8,,-81.8,17.3,,-86.0,False,,,,,False,,True,,False,False,,False,True,,False
13239,7,0.0,0.0,,,,,6.0,,2.9,,0.2,,,2.5,0.8,,0.0,-7.0,-7.0,,,,,-1.0,,-4.1,,-6.8,,,-4.5,-6.2,,-7.0,False,,,,,True,,True,,True,,,True,True,,False
13241,105,75.0,81.0,,,,,83.0,,69.8,,37.5,94.5,,14.7,36.2,,30.0,-30.0,-24.0,,,,,-22.0,,-35.2,,-67.5,-10.5,,-90.3,-68.8,,-75.0,True,,,,,True,,False,,False,True,,False,False,,False
13243,16,50.0,1.0,,,,,77.0,,30.8,,3.5,0.9,,24.7,97.8,,3.0,34.0,-15.0,,,,,61.0,,14.8,,-12.5,-15.1,,8.7,81.8,,-13.0,True,,,,,False,,True,,True,True,,True,False,,True
13245,1234,1390.0,1232.0,,,,,2002.0,,1042.1,,892.7,53.2,,253.0,2221.2,,631.0,156.0,-2.0,,,,,768.0,,-191.9,,-341.3,-1180.8,,-981.0,987.2,,-603.0,True,,,,,False,,False,,False,False,,False,False,,False
13247,235,335.0,444.0,,,,,413.0,,246.8,,165.6,245.2,,65.8,337.2,,278.0,100.0,209.0,,,,,178.0,,11.8,,-69.4,10.2,,-169.2,102.2,,43.0,False,,,,,False,,True,,True,True,,False,False,,True
13249,10,15.0,1.0,,,,,35.0,,16.8,,0.9,,,6.8,49.2,,11.0,5.0,-9.0,,,,,25.0,,6.8,,-9.1,,,-3.2,39.2,,1.0,False,,,,,False,,False,,False,,,True,False,,True
13251,125,125.0,88.0,,,,,72.0,,85.2,,43.2,45.3,,122.0,69.2,,55.0,0.0,-37.0,,,,,-53.0,,-39.8,,-81.8,-79.7,,-3.0,-55.8,,-70.0,False,,,,,False,,False,,False,False,,False,False,,False
13253,75,110.0,12.0,,,,,91.0,,53.8,,16.5,0.0,,13.6,161.0,,29.0,35.0,-63.0,,,,,16.0,,-21.2,,-58.5,-75.0,,-61.4,86.0,,-46.0,False,,,,,True,,True,,False,False,,False,False,,False
13255,198,250.0,169.0,,,,,366.0,,203.0,,120.9,129.7,,161.8,239.0,,144.0,52.0,-29.0,,,,,168.0,,5.0,,-77.1,-68.3,,-36.2,41.0,,-54.0,True,,,,,False,,True,,False,False,,True,True,,False
13257,299,370.0,367.0,,,,,193.0,,151.0,,177.3,111.6,,150.6,323.9,,144.0,71.0,68.0,,,,,-106.0,,-148.0,,-121.7,-187.4,,-148.4,24.9,,-155.0,True,,,,,False,,False,,False,False,,False,True,,False
13259,150,115.0,17.0,,,,,96.0,,32.5,,40.0,0.2,,46.5,43.1,,0.0,-35.0,-133.0,,,,,-54.0,,-117.5,,-110.0,-149.8,,-103.5,-106.9,,-150.0,False,,,,,False,,False,,False,False,,False,False,,False
13261,65,150.0,137.0,,,,,233.0,,96.7,,61.5,9.2,,104.9,104.6,,68.0,85.0,72.0,,,,,168.0,,31.7,,-3.5,-55.8,,39.9,39.6,,3.0,True,,,,,False,,True,,True,True,,True,True,,True
13263,11,5.0,0.0,,,,,31.0,,10.3,,0.0,0.0,,0.6,11.2,,1.0,-6.0,-11.0,,,,,20.0,,-0.7,,-11.0,-11.0,,-10.4,0.2,,-10.0,False,,,,,False,,True,,False,False,,False,True,,False
13265,5,0.0,0.0,,,,,5.0,,3.0,,0.1,,,0.7,,,0.0,-5.0,-5.0,,,,,0.0,,-2.0,,-4.9,,,-4.3,,,-5.0,False,,,,,True,,True,,True,,,True,,,False
13267,161,200.0,89.0,,,,,302.0,,98.9,,86.8,0.1,,61.5,156.5,,138.0,39.0,-72.0,,,,,141.0,,-62.1,,-74.2,-160.9,,-99.5,-4.5,,-23.0,False,,,,,False,,False,,False,False,,False,True,,True
13269,56,55.0,105.0,,,,,74.0,,43.5,,2.6,38.8,,8.1,55.0,,73.0,-1.0,49.0,,,,,18.0,,-12.5,,-53.4,-17.2,,-47.9,-1.0,,17.0,False,,,,,False,,False,,False,False,,False,False,,False
13271,47,60.0,38.0,,,,,135.0,,65.6,,17.5,0.1,,31.8,35.0,,35.0,13.0,-9.0,,,,,88.0,,18.6,,-29.5,-46.9,,-15.2,-12.0,,-12.0,True,,,,,False,,False,,False,False,,False,True,,True
13273,12,20.0,0.0,,,,,76.0,,22.1,,1.7,0.9,,14.4,18.9,,4.0,8.0,-12.0,,,,,64.0,,10.1,,-10.3,-11.1,,2.4,6.9,,-8.0,False,,,,,False,,False,,False,False,,True,True,,False
13275,135,335.0,236.0,,,,,303.0,,234.3,,63.1,2.5,,120.3,349.0,,179.0,200.0,101.0,,,,,168.0,,99.3,,-71.9,-132.5,,-14.7,214.0,,44.0,True,,,,,True,,True,,True,True,,True,False,,True
13277,300,350.0,334.0,,,,,354.0,,109.1,,234.7,4.0,,124.8,198.5,,158.0,50.0,34.0,,,,,54.0,,-190.9,,-65.3,-296.0,,-175.2,-101.5,,-142.0,True,,,,,False,,False,,False,False,,False,False,,False
13279,266,430.0,298.0,,,,,274.0,,164.8,,219.0,2.5,,91.6,323.9,,95.0,164.0,32.0,,,,,8.0,,-101.2,,-47.0,-263.5,,-174.4,57.9,,-171.0,True,,,,,True,,True,,True,False,,False,True,,False
13281,162,110.0,103.0,,,,,26.0,,59.4,,32.8,44.9,,44.8,79.2,,52.0,-52.0,-59.0,,,,,-136.0,,-102.6,,-129.2,-117.1,,-117.2,-82.8,,-110.0,False,,,,,False,,False,,False,False,,False,False,,False
13283,51,120.0,99.0,,,,,59.0,,55.9,,23.6,16.9,,82.0,104.1,,34.0,69.0,48.0,,,,,8.0,,4.9,,-27.4,-34.1,,31.0,53.1,,-17.0,True,,,,,True,,True,,True,True,,True,True,,True
13285,251,290.0,172.0,,,,,553.0,,167.2,,101.8,34.0,,542.0,147.5,,131.0,39.0,-79.0,,,,,302.0,,-83.8,,-149.2,-217.0,,291.0,-103.5,,-120.0,False,,,,,False,,False,,False,False,,False,False,,False
13287,41,25.0,0.0,,,,,51.0,,19.3,,3.4,0.1,,22.0,68.6,,21.0,-16.0,-41.0,,,,,10.0,,-21.7,,-37.6,-40.9,,-19.0,27.6,,-20.0,False,,,,,True,,False,,False,False,,False,False,,False
13289,36,20.0,4.0,,,,,42.0,,37.5,,2.2,0.0,,0.9,86.0,,2.0,-16.0,-32.0,,,,,6.0,,1.5,,-33.8,-36.0,,-35.1,50.0,,-34.0,False,,,,,True,,True,,False,False,,False,False,,False
13291,328,265.0,200.0,,,,,81.0,,162.2,,95.2,210.9,,48.0,290.9,,92.0,-63.0,-128.0,,,,,-247.0,,-165.8,,-232.8,-117.1,,-280.0,-37.1,,-236.0,False,,,,,False,,False,,False,False,,False,True,,False
13293,137,135.0,44.0,,,,,177.0,,71.1,,79.1,30.7,,65.1,375.9,,396.0,-2.0,-93.0,,,,,40.0,,-65.9,,-57.9,-106.3,,-71.9,238.9,,259.0,False,,,,,False,,False,,False,False,,False,False,,False
13295,548,510.0,866.0,,,,,446.0,,577.5,,308.0,282.8,,261.2,633.0,,402.0,-38.0,318.0,,,,,-102.0,,29.5,,-240.0,-265.2,,-286.8,85.0,,-146.0,False,,,,,False,,True,,False,False,,False,False,,False
13297,375,650.0,1238.0,,,,,462.0,,454.3,,212.0,256.5,,187.2,672.6,,511.0,275.0,863.0,,,,,87.0,,79.3,,-163.0,-118.5,,-187.8,297.6,,136.0,False,,,,,True,,True,,True,True,,True,False,,True
13299,184,230.0,219.0,,,,,326.0,,116.9,,76.7,3.4,,83.6,139.1,,108.0,46.0,35.0,,,,,142.0,,-67.1,,-107.3,-180.6,,-100.4,-44.9,,-76.0,True,,,,,False,,False,,False,False,,False,True,,False
13301,38,30.0,5.0,,,,,14.0,,27.7,,1.1,0.0,,2.8,28.9,,7.0,-8.0,-33.0,,,,,-24.0,,-10.3,,-36.9,-38.0,,-35.2,-9.1,,-31.0,False,,,,,False,,False,,False,False,,False,False,,False
13303,87,85.0,42.0,,,,,180.0,,80.3,,21.2,0.1,,21.6,201.7,,41.0,-2.0,-45.0,,,,,93.0,,-6.7,,-65.8,-86.9,,-65.4,114.7,,-46.0,False,,,,,False,,False,,False,False,,False,False,,False
13305,172,270.0,115.0,,,,,210.0,,146.7,,201.9,1.1,,40.8,333.7,,162.0,98.0,-57.0,,,,,38.0,,-25.3,,29.9,-170.9,,-131.2,161.7,,-10.0,True,,,,,True,,True,,True,False,,False,False,,True
13307,5,10.0,0.0,,,,,32.0,,2.1,,0.4,,,1.6,9.9,,45.0,5.0,-5.0,,,,,27.0,,-2.9,,-4.6,,,-3.4,4.9,,40.0,False,,,,,False,,True,,True,,,True,True,,False
13309,201,45.0,43.0,,,,,70.0,,34.8,,5.7,0.0,,25.7,29.3,,25.0,-156.0,-158.0,,,,,-131.0,,-166.2,,-195.3,-201.0,,-175.3,-171.7,,-176.0,False,,,,,True,,False,,False,False,,False,False,,False
13311,367,400.0,654.0,,,,,155.0,,238.8,,90.8,220.3,,60.9,305.7,,278.0,33.0,287.0,,,,,-212.0,,-128.2,,-276.2,-146.7,,-306.1,-61.3,,-89.0,False,,,,,False,,False,,False,False,,False,False,,False
13313,745,720.0,1595.0,,,,,1009.0,,364.9,,657.0,43.2,,226.2,553.4,,378.0,-25.0,850.0,,,,,264.0,,-380.1,,-88.0,-701.8,,-518.8,-191.6,,-367.0,False,,,,,False,,False,,False,False,,False,False,,False
13315,25,25.0,35.0,,,,,81.0,,27.5,,4.4,0.5,,17.3,37.3,,15.0,0.0,10.0,,,,,56.0,,2.5,,-20.6,-24.5,,-7.7,12.3,,-10.0,False,,,,,False,,False,,False,False,,False,False,,False
13317,40,60.0,36.0,,,,,45.0,,31.5,,11.1,0.0,,3.5,30.1,,52.0,20.0,-4.0,,,,,5.0,,-8.5,,-28.9,-40.0,,-36.5,-9.9,,12.0,True,,,,,True,,True,,False,False,,False,True,,True
13319,58,45.0,8.0,,,,,42.0,,55.0,,7.0,0.0,,38.8,127.3,,10.0,-13.0,-50.0,,,,,-16.0,,-3.0,,-51.0,-58.0,,-19.2,69.3,,-48.0,False,,,,,False,,True,,False,False,,False,False,,False
13321,63,70.0,52.0,,,,,128.0,,56.9,,19.8,25.4,,33.6,61.8,,54.0,7.0,-11.0,,,,,65.0,,-6.1,,-43.2,-37.6,,-29.4,-1.2,,-9.0,False,,,,,False,,True,,False,False,,False,True,,False
15001,442,875.0,1743.0,,,,,,,964.4,,1610.4,99.3,,0.1,440.7,,1513.0,433.0,1301.0,,,,,,,522.4,,1168.4,-342.7,,-441.9,-1.3,,1071.0,False,,,,,,,False,,False,True,,False,True,,False
15003,3264,6775.0,4508.0,,,,,,,7428.0,,8924.3,1203.1,,3117.2,3908.6,,4784.0,3511.0,1244.0,,,,,,,4164.0,,5660.3,-2060.9,,-146.8,644.6,,1520.0,True,,,,,,,False,,False,True,,True,True,,True
15005,0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,True,,,,,,,True,,,,,True,,,
15007,3,0.0,0.0,,,,,,,26.0,,1.0,,,2.2,4.5,,2.0,-3.0,-3.0,,,,,,,23.0,,-2.0,,,-0.8,1.5,,-1.0,False,,,,,,,False,,True,,,True,True,,True
15009,155,110.0,27.0,,,,,,,444.3,,32.8,205.8,,56.1,85.3,,49.0,-45.0,-128.0,,,,,,,289.3,,-122.2,50.8,,-98.9,-69.7,,-106.0,False,,,,,,,False,,False,False,,False,False,,False
16001,2870,1655.0,692.0,,,,,2560.0,,3133.7,,846.1,1242.5,,29.6,980.0,,903.0,-1215.0,-2178.0,,,,,-310.0,,263.7,,-2023.9,-1627.5,,-2840.4,-1890.0,,-1967.0,False,,,,,True,,True,,False,False,,False,False,,False
16003,6,0.0,0.0,,,,,10.0,,2.9,,1.3,,,4.7,1.1,,0.0,-6.0,-6.0,,,,,4.0,,-3.1,,-4.7,,,-1.3,-4.9,,-6.0,False,,,,,True,,True,,True,,,True,True,,False
16005,810,150.0,68.0,,,,,277.0,,484.3,,22.8,441.3,,9.3,218.7,,60.0,-660.0,-742.0,,,,,-533.0,,-325.7,,-787.2,-368.7,,-800.7,-591.3,,-750.0,False,,,,,True,,True,,False,True,,False,True,,False
16007,22,5.0,0.0,,,,,5.0,,14.7,,,,,1.7,,,0.0,-17.0,-22.0,,,,,-17.0,,-7.3,,,,,-20.3,,,-22.0,False,,,,,False,,True,,,,,False,,,False
16009,44,45.0,46.0,,,,,55.0,,55.4,,4.4,16.2,,1.4,100.5,,14.0,1.0,2.0,,,,,11.0,,11.4,,-39.6,-27.8,,-42.6,56.5,,-30.0,False,,,,,False,,False,,False,False,,False,False,,False
16011,693,60.0,16.0,,,,,147.0,,390.5,,16.2,259.7,,7.5,291.6,,22.0,-633.0,-677.0,,,,,-546.0,,-302.5,,-676.8,-433.3,,-685.5,-401.4,,-671.0,False,,,,,True,,True,,False,True,,False,True,,False
16013,139,10.0,0.0,,,,,66.0,,43.3,,21.1,12.0,,7.8,25.7,,8.0,-129.0,-139.0,,,,,-73.0,,-95.7,,-117.9,-127.0,,-131.2,-113.3,,-131.0,False,,,,,True,,True,,True,True,,False,True,,False
16015,12,10.0,0.0,,,,,16.0,,25.6,,,,,3.8,,,3.0,-2.0,-12.0,,,,,4.0,,13.6,,,,,-8.2,,,-9.0,False,,,,,False,,False,,,,,False,,,False
16017,175,40.0,33.0,,,,,119.0,,150.3,,15.1,174.4,,6.6,27.5,,19.0,-135.0,-142.0,,,,,-56.0,,-24.7,,-159.9,-0.6,,-168.4,-147.5,,-156.0,False,,,,,True,,True,,False,True,,False,False,,False
16019,1439,820.0,659.0,,,,,479.0,,1243.7,,190.9,1291.6,,55.2,427.8,,430.0,-619.0,-780.0,,,,,-960.0,,-195.3,,-1248.1,-147.4,,-1383.8,-1011.2,,-1009.0,False,,,,,False,,True,,False,True,,False,False,,False
16021,24,5.0,0.0,,,,,24.0,,14.6,,,,,1.4,,,2.0,-19.0,-24.0,,,,,0.0,,-9.4,,,,,-22.6,,,-22.0,False,,,,,True,,True,,,,,False,,,False
16023,35,30.0,,,,,,4.0,,52.1,,,,,5.2,16.4,,15.0,-5.0,,,,,,-31.0,,17.1,,,,,-29.8,-18.6,,-20.0,,,,,,False,,False,,,,,False,False,,False
16025,34,0.0,0.0,,,,,5.0,,5.7,,0.0,,,0.1,0.2,,0.0,-34.0,-34.0,,,,,-29.0,,-28.3,,-34.0,,,-33.9,-33.8,,-34.0,False,,,,,True,,True,,True,,,True,True,,False
16027,1432,1030.0,461.0,,,,,1572.0,,1410.5,,400.7,712.7,,30.2,545.2,,516.0,-402.0,-971.0,,,,,140.0,,-21.5,,-1031.3,-719.3,,-1401.8,-886.8,,-916.0,False,,,,,True,,True,,False,False,,False,False,,False
16029,111,10.0,0.0,,,,,6.0,,14.2,,2.1,,,3.4,15.1,,2.0,-101.0,-111.0,,,,,-105.0,,-96.8,,-108.9,,,-107.6,-95.9,,-109.0,False,,,,,False,,True,,False,,,False,True,,False
16031,361,30.0,2.0,,,,,170.0,,46.3,,1.0,0.0,,2.5,24.4,,9.0,-331.0,-359.0,,,,,-191.0,,-314.7,,-360.0,-361.0,,-358.5,-336.6,,-352.0,False,,,,,True,,True,,False,False,,False,False,,False
16033,17,5.0,0.0,,,,,0.0,,4.9,,,,,3.2,,,5.0,-12.0,-17.0,,,,,-17.0,,-12.1,,,,,-13.8,,,-12.0,False,,,,,False,,False,,,,,False,,,False
16035,75,5.0,0.0,,,,,24.0,,8.3,,,,,1.3,,,6.0,-70.0,-75.0,,,,,-51.0,,-66.7,,,,,-73.7,,,-69.0,False,,,,,True,,True,,,,,False,,,True
16037,35,55.0,7.0,,,,,3.0,,17.0,,1.5,,,23.0,,,21.0,20.0,-28.0,,,,,-32.0,,-18.0,,-33.5,,,-12.0,,,-14.0,False,,,,,False,,True,,False,,,True,,,True
16039,121,75.0,72.0,,,,,193.0,,155.0,,7.3,181.0,,25.2,54.7,,55.0,-46.0,-49.0,,,,,72.0,,34.0,,-113.7,60.0,,-95.8,-66.3,,-66.0,False,,,,,False,,True,,False,False,,False,False,,False
16041,144,10.0,0.0,,,,,26.0,,18.1,,3.9,,,4.7,12.6,,6.0,-134.0,-144.0,,,,,-118.0,,-125.9,,-140.1,,,-139.3,-131.4,,-138.0,False,,,,,True,,True,,False,,,False,True,,False
16043,171,35.0,18.0,,,,,18.0,,78.6,,3.0,96.2,,6.5,,,26.0,-136.0,-153.0,,,,,-153.0,,-92.4,,-168.0,-74.8,,-164.4,,,-145.0,False,,,,,False,,True,,False,True,,False,,,False
16045,129,95.0,35.0,,,,,88.0,,66.9,,58.7,61.8,,8.0,44.4,,174.0,-34.0,-94.0,,,,,-41.0,,-62.1,,-70.3,-67.2,,-121.0,-84.6,,45.0,False,,,,,False,,False,,False,False,,False,False,,False
16047,138,80.0,93.0,,,,,89.0,,112.1,,9.5,69.0,,8.0,73.6,,44.0,-58.0,-45.0,,,,,-49.0,,-25.9,,-128.5,-69.0,,-130.0,-64.4,,-94.0,True,,,,,True,,True,,False,False,,False,False,,False
16049,201,20.0,0.0,,,,,39.0,,42.9,,1.2,,,2.3,16.8,,41.0,-181.0,-201.0,,,,,-162.0,,-158.1,,-199.8,,,-198.7,-184.2,,-160.0,False,,,,,True,,True,,False,,,False,False,,True
16051,355,145.0,71.0,,,,,69.0,,204.5,,15.8,210.5,,7.0,110.1,,63.0,-210.0,-284.0,,,,,-286.0,,-150.5,,-339.2,-144.5,,-348.0,-244.9,,-292.0,False,,,,,False,,True,,False,True,,False,False,,False
16053,261,105.0,73.0,,,,,174.0,,126.5,,18.8,0.1,,63.1,238.9,,40.0,-156.0,-188.0,,,,,-87.0,,-134.5,,-242.2,-260.9,,-197.9,-22.1,,-221.0,False,,,,,True,,True,,False,False,,False,True,,False
16055,782,340.0,300.0,,,,,723.0,,669.6,,145.3,400.8,,49.6,209.7,,127.0,-442.0,-482.0,,,,,-59.0,,-112.4,,-636.7,-381.2,,-732.4,-572.3,,-655.0,False,,,,,True,,True,,False,True,,False,False,,False
16057,449,85.0,22.0,,,,,263.0,,288.7,,6.2,23.6,,7.2,254.8,,15.0,-364.0,-427.0,,,,,-186.0,,-160.3,,-442.8,-425.4,,-441.8,-194.2,,-434.0,False,,,,,True,,True,,False,False,,False,True,,False
16059,62,0.0,0.0,,,,,8.0,,22.2,,4.2,,,5.6,,,0.0,-62.0,-62.0,,,,,-54.0,,-39.8,,-57.8,,,-56.4,,,-62.0,False,,,,,True,,True,,True,,,True,,,False
16061,43,45.0,35.0,,,,,25.0,,14.7,,,,,25.6,,,84.0,2.0,-8.0,,,,,-18.0,,-28.3,,,,,-17.4,,,41.0,False,,,,,False,,False,,,,,False,,,False
16063,40,15.0,0.0,,,,,25.0,,13.5,,1.7,,,1.4,7.6,,5.0,-25.0,-40.0,,,,,-15.0,,-26.5,,-38.3,,,-38.6,-32.4,,-35.0,False,,,,,True,,False,,False,,,False,False,,False
16065,1135,125.0,125.0,,,,,244.0,,237.5,,7.9,87.2,,15.2,49.5,,91.0,-1010.0,-1010.0,,,,,-891.0,,-897.5,,-1127.1,-1047.8,,-1119.8,-1085.5,,-1044.0,False,,,,,True,,True,,False,False,,False,False,,False
16067,327,60.0,15.0,,,,,71.0,,76.5,,5.2,0.0,,14.3,91.9,,19.0,-267.0,-312.0,,,,,-256.0,,-250.5,,-321.8,-327.0,,-312.7,-235.1,,-308.0,False,,,,,True,,True,,False,False,,False,True,,False
16069,209,165.0,96.0,,,,,438.0,,274.1,,25.3,493.6,,22.4,239.5,,49.0,-44.0,-113.0,,,,,229.0,,65.1,,-183.7,284.6,,-186.6,30.5,,-160.0,False,,,,,False,,False,,False,False,,False,True,,False
16071,7,5.0,0.0,,,,,5.0,,8.1,,,,,1.5,,,1.0,-2.0,-7.0,,,,,-2.0,,1.1,,,,,-5.5,,,-6.0,False,,,,,False,,True,,,,,False,,,False
16073,48,30.0,0.0,,,,,98.0,,44.8,,1.4,0.0,,5.3,37.8,,21.0,-18.0,-48.0,,,,,50.0,,-3.2,,-46.6,-48.0,,-42.7,-10.2,,-27.0,False,,,,,False,,True,,False,False,,False,True,,False
16075,285,305.0,186.0,,,,,138.0,,177.0,,115.5,141.6,,16.9,144.5,,94.0,20.0,-99.0,,,,,-147.0,,-108.0,,-169.5,-143.4,,-268.1,-140.5,,-191.0,False,,,,,False,,False,,False,False,,False,False,,False
16077,174,90.0,63.0,,,,,21.0,,51.4,,22.6,30.6,,18.6,78.3,,55.0,-84.0,-111.0,,,,,-153.0,,-122.6,,-151.4,-143.4,,-155.4,-95.7,,-119.0,False,,,,,False,,False,,False,False,,False,False,,False
16079,23,10.0,4.0,,,,,42.0,,109.3,,,50.6,,1.3,,,2.0,-13.0,-19.0,,,,,19.0,,86.3,,,27.6,,-21.7,,,-21.0,False,,,,,False,,False,,,False,,False,,,False
16081,97,15.0,3.0,,,,,16.0,,33.5,,1.2,0.1,,0.8,26.5,,9.0,-82.0,-94.0,,,,,-81.0,,-63.5,,-95.8,-96.9,,-96.2,-70.5,,-88.0,False,,,,,True,,True,,False,False,,False,True,,False
16083,1133,345.0,387.0,,,,,327.0,,366.9,,277.6,303.3,,17.8,249.8,,271.0,-788.0,-746.0,,,,,-806.0,,-766.1,,-855.4,-829.7,,-1115.2,-883.2,,-862.0,True,,,,,False,,True,,False,False,,False,False,,False
16085,19,5.0,0.0,,,,,22.0,,36.1,,6.6,,,2.1,27.9,,30.0,-14.0,-19.0,,,,,3.0,,17.1,,-12.4,,,-16.9,8.9,,11.0,False,,,,,True,,False,,True,,,False,True,,True
16087,108,125.0,87.0,,,,,57.0,,53.1,,30.4,60.1,,16.0,87.4,,72.0,17.0,-21.0,,,,,-51.0,,-54.9,,-77.6,-47.9,,-92.0,-20.6,,-36.0,False,,,,,False,,False,,False,False,,False,False,,False
17001,554,250.0,209.0,,,,,813.0,,382.7,,84.7,486.1,,65.4,192.5,,283.0,-304.0,-345.0,,,,,259.0,,-171.3,,-469.3,-67.9,,-488.6,-361.5,,-271.0,False,,,,,True,,True,,False,True,,False,False,,True
17003,50,30.0,19.0,,,,,16.0,,24.1,,16.7,,,19.2,20.4,,26.0,-20.0,-31.0,,,,,-34.0,,-25.9,,-33.3,,,-30.8,-29.6,,-24.0,False,,,,,False,,False,,False,,,False,False,,False
