,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
37033,246,174.0,304.0,,,,101.0,104.1,42.6,175.3,90.9,,183.0,-72.0,58.0,,,,-145.0,-141.9,-203.4,-70.7,-155.1,,-63.0,True,,,,False,False,False,True,False,,True
37035,885,1008.0,1333.0,,,,999.0,426.0,351.8,605.3,642.1,,790.0,123.0,448.0,,,,114.0,-459.0,-533.2,-279.7,-242.9,,-95.0,False,,,,True,False,False,False,False,,True
37037,298,384.0,475.0,,,,433.0,73.5,228.5,284.4,373.3,,296.0,86.0,177.0,,,,135.0,-224.5,-69.5,-13.6,75.3,,-2.0,False,,,,False,False,True,True,True,,True
37039,270,288.0,547.0,,,,99.0,99.5,138.6,98.6,217.9,,114.0,18.0,277.0,,,,-171.0,-170.5,-131.4,-171.4,-52.1,,-156.0,False,,,,False,False,False,False,False,,False
37041,233,210.0,159.0,,,,62.0,49.4,22.2,112.1,237.6,,206.0,-23.0,-74.0,,,,-171.0,-183.6,-210.8,-120.9,4.6,,-27.0,False,,,,False,False,False,False,True,,False
37043,57,36.0,0.0,,,,24.0,14.9,,0.0,23.0,,24.0,-21.0,-57.0,,,,-33.0,-42.1,,-57.0,-34.0,,-33.0,False,,,,False,False,,False,False,,False
37045,1021,744.0,773.0,,,,631.0,432.9,327.5,607.7,486.7,,547.0,-277.0,-248.0,,,,-390.0,-588.1,-693.5,-413.3,-534.3,,-474.0,True,,,,False,False,False,False,False,,False
37047,399,354.0,273.0,,,,484.0,86.8,112.6,343.7,422.4,,254.0,-45.0,-126.0,,,,85.0,-312.2,-286.4,-55.3,23.4,,-145.0,False,,,,False,False,False,False,True,,False
37049,874,546.0,645.0,,,,857.0,351.6,247.3,90.2,398.3,,422.0,-328.0,-229.0,,,,-17.0,-522.4,-626.7,-783.8,-475.7,,-452.0,True,,,,True,False,False,False,False,,False
37051,1854,1884.0,1971.0,,,,2700.0,1296.1,941.4,1306.8,1715.3,,1568.0,30.0,117.0,,,,846.0,-557.9,-912.6,-547.2,-138.7,,-286.0,False,,,,False,False,False,False,False,,False
37053,88,42.0,58.0,,,,22.0,7.7,,7.9,36.8,,31.0,-46.0,-30.0,,,,-66.0,-80.3,,-80.1,-51.2,,-57.0,True,,,,False,False,,False,False,,False
37055,68,96.0,121.0,,,,180.0,16.8,117.6,14.8,58.1,,292.0,28.0,53.0,,,,112.0,-51.2,49.6,-53.2,-9.9,,224.0,False,,,,False,False,False,False,True,,False
37057,999,858.0,846.0,,,,947.0,376.2,356.5,375.9,652.2,,533.0,-141.0,-153.0,,,,-52.0,-622.8,-642.5,-623.1,-346.8,,-466.0,False,,,,True,False,False,False,False,,False
37059,143,108.0,41.0,,,,254.0,11.4,76.9,19.8,75.2,,63.0,-35.0,-102.0,,,,111.0,-131.6,-66.1,-123.2,-67.8,,-80.0,False,,,,False,False,False,False,False,,False
37061,331,150.0,53.0,,,,686.0,19.1,7.9,25.5,90.6,,85.0,-181.0,-278.0,,,,355.0,-311.9,-323.1,-305.5,-240.4,,-246.0,False,,,,False,False,False,False,False,,False
37063,1306,1590.0,3408.0,,,,2363.0,657.9,354.1,798.8,1296.0,,1673.0,284.0,2102.0,,,,1057.0,-648.1,-951.9,-507.2,-10.0,,367.0,False,,,,False,False,False,False,True,,False
37065,619,648.0,766.0,,,,402.0,448.9,241.0,624.0,560.6,,360.0,29.0,147.0,,,,-217.0,-170.1,-378.0,5.0,-58.4,,-259.0,False,,,,False,False,False,True,False,,False
37067,1444,1974.0,2909.0,,,,2145.0,735.8,497.1,1198.2,1680.2,,2027.0,530.0,1465.0,,,,701.0,-708.2,-946.9,-245.8,236.2,,583.0,False,,,,False,False,False,True,True,,False
37069,283,456.0,640.0,,,,432.0,189.5,199.5,129.1,321.5,,443.0,173.0,357.0,,,,149.0,-93.5,-83.5,-153.9,38.5,,160.0,False,,,,True,True,True,True,True,,True
37071,1905,1614.0,1820.0,,,,1378.0,1240.8,465.3,664.3,1005.3,,1175.0,-291.0,-85.0,,,,-527.0,-664.2,-1439.7,-1240.7,-899.7,,-730.0,True,,,,False,False,False,False,False,,False
37073,65,72.0,130.0,,,,24.0,8.2,,29.6,70.8,,46.0,7.0,65.0,,,,-41.0,-56.8,,-35.4,5.8,,-19.0,False,,,,False,False,,False,True,,False
37075,162,30.0,0.0,,,,30.0,11.3,,4.0,,,29.0,-132.0,-162.0,,,,-132.0,-150.7,,-158.0,,,-133.0,False,,,,False,False,,False,,,False
37077,293,468.0,467.0,,,,428.0,135.9,95.4,207.7,532.0,,328.0,175.0,174.0,,,,135.0,-157.1,-197.6,-85.3,239.0,,35.0,True,,,,True,True,False,True,False,,True
37079,337,240.0,301.0,,,,203.0,60.0,50.0,131.9,166.4,,214.0,-97.0,-36.0,,,,-134.0,-277.0,-287.0,-205.1,-170.6,,-123.0,True,,,,False,False,False,False,False,,False
37081,2797,2742.0,3586.0,,,,2880.0,1080.0,940.2,2090.6,2359.3,,2481.0,-55.0,789.0,,,,83.0,-1717.0,-1856.8,-706.4,-437.7,,-316.0,False,,,,False,False,False,False,False,,False
37083,276,330.0,370.0,,,,345.0,63.5,146.2,268.6,247.5,,261.0,54.0,94.0,,,,69.0,-212.5,-129.8,-7.4,-28.5,,-15.0,False,,,,False,False,False,True,True,,True
37085,884,642.0,812.0,,,,1088.0,408.8,472.7,533.4,484.7,,604.0,-242.0,-72.0,,,,204.0,-475.2,-411.3,-350.6,-399.3,,-280.0,True,,,,True,False,False,False,False,,False
37087,125,120.0,14.0,,,,345.0,16.4,144.6,25.0,111.9,,117.0,-5.0,-111.0,,,,220.0,-108.6,19.6,-100.0,-13.1,,-8.0,False,,,,False,False,False,False,False,,False
37089,454,288.0,152.0,,,,563.0,115.7,188.9,258.3,281.7,,109.0,-166.0,-302.0,,,,109.0,-338.3,-265.1,-195.7,-172.3,,-345.0,False,,,,True,False,False,False,False,,False
37091,260,486.0,573.0,,,,134.0,280.2,45.9,1189.0,594.6,,250.0,226.0,313.0,,,,-126.0,20.2,-214.1,929.0,334.6,,-10.0,False,,,,True,True,True,False,False,,True
37093,462,336.0,475.0,,,,470.0,61.7,234.2,116.0,162.7,,489.0,-126.0,13.0,,,,8.0,-400.3,-227.8,-346.0,-299.3,,27.0,True,,,,True,False,False,False,False,,True
37095,52,132.0,147.0,,,,93.0,29.0,,12.5,127.8,,52.0,80.0,95.0,,,,41.0,-23.0,,-39.5,75.8,,0.0,False,,,,True,True,,True,True,,True
37097,792,930.0,884.0,,,,1143.0,315.5,501.1,343.3,586.2,,727.0,138.0,92.0,,,,351.0,-476.5,-290.9,-448.7,-205.8,,-65.0,True,,,,False,False,False,False,False,,True
37099,205,120.0,64.0,,,,260.0,15.6,66.3,28.1,147.7,,391.0,-85.0,-141.0,,,,55.0,-189.4,-138.7,-176.8,-57.3,,186.0,False,,,,True,False,False,False,True,,False
37101,952,1308.0,4194.0,,,,1667.0,413.4,261.3,558.7,935.0,,1356.0,356.0,3242.0,,,,715.0,-538.6,-690.7,-393.3,-17.0,,404.0,False,,,,False,False,False,False,True,,False
37103,37,66.0,35.0,,,,59.0,6.8,44.2,6.2,37.7,,18.0,29.0,-2.0,,,,22.0,-30.2,7.2,-30.8,0.7,,-19.0,True,,,,True,False,True,False,True,,True
37105,377,306.0,565.0,,,,479.0,65.3,81.5,102.7,359.7,,209.0,-71.0,188.0,,,,102.0,-311.7,-295.5,-274.3,-17.3,,-168.0,False,,,,False,False,False,False,True,,False
37107,312,420.0,481.0,,,,580.0,128.0,131.4,400.0,410.5,,251.0,108.0,169.0,,,,268.0,-184.0,-180.6,88.0,98.5,,-61.0,False,,,,False,False,False,True,True,,True
37109,836,552.0,678.0,,,,548.0,110.6,239.1,310.7,444.0,,526.0,-284.0,-158.0,,,,-288.0,-725.4,-596.9,-525.3,-392.0,,-310.0,True,,,,False,False,False,False,False,,False
37111,286,216.0,167.0,,,,276.0,66.4,144.8,38.7,247.1,,160.0,-70.0,-119.0,,,,-10.0,-219.6,-141.2,-247.3,-38.9,,-126.0,False,,,,True,False,False,False,True,,False
37113,135,198.0,412.0,,,,188.0,20.1,28.5,219.0,196.7,,220.0,63.0,277.0,,,,53.0,-114.9,-106.5,84.0,61.7,,85.0,False,,,,True,False,False,False,True,,False
37115,59,60.0,223.0,,,,81.0,19.8,,38.8,76.3,,51.0,1.0,164.0,,,,22.0,-39.2,,-20.2,17.3,,-8.0,False,,,,False,False,,False,False,,False
37117,192,168.0,185.0,,,,129.0,101.9,49.8,156.6,115.1,,194.0,-24.0,-7.0,,,,-63.0,-90.1,-142.2,-35.4,-76.9,,2.0,True,,,,False,False,False,False,False,,True
37119,4679,6804.0,7509.0,,,,5609.0,4754.9,684.8,3031.0,4797.2,,5650.0,2125.0,2830.0,,,,930.0,75.9,-3994.2,-1648.0,118.2,,971.0,False,,,,True,True,False,True,True,,True
37121,51,48.0,0.0,,,,60.0,25.7,14.4,31.2,30.6,,54.0,-3.0,-51.0,,,,9.0,-25.3,-36.6,-19.8,-20.4,,3.0,False,,,,False,False,False,False,False,,False
37123,198,588.0,534.0,,,,278.0,227.9,161.2,312.2,374.0,,213.0,390.0,336.0,,,,80.0,29.9,-36.8,114.2,176.0,,15.0,True,,,,True,True,True,True,True,,True
37125,639,660.0,1165.0,,,,664.0,270.2,458.0,656.2,474.7,,723.0,21.0,526.0,,,,25.0,-368.8,-181.0,17.2,-164.3,,84.0,False,,,,False,False,False,True,False,,False
37127,1118,1098.0,2060.0,,,,909.0,610.4,403.8,1.5,856.6,,879.0,-20.0,942.0,,,,-209.0,-507.6,-714.2,-1116.5,-261.4,,-239.0,False,,,,False,False,False,False,False,,False
37129,1520,894.0,1770.0,,,,1493.0,747.2,329.9,266.3,692.6,,960.0,-626.0,250.0,,,,-27.0,-772.8,-1190.1,-1253.7,-827.4,,-560.0,True,,,,True,False,False,False,False,,True
37131,145,30.0,125.0,,,,58.0,5.5,37.6,12.6,34.6,,55.0,-115.0,-20.0,,,,-87.0,-139.5,-107.4,-132.4,-110.4,,-90.0,True,,,,True,False,True,False,True,,True
37133,987,756.0,681.0,,,,1718.0,317.2,985.7,635.1,503.7,,561.0,-231.0,-306.0,,,,731.0,-669.8,-1.3,-351.9,-483.3,,-426.0,False,,,,False,False,True,False,False,,False
37135,473,2586.0,2850.0,,,,1424.0,2077.6,743.4,1721.6,1820.2,,1496.0,2113.0,2377.0,,,,951.0,1604.6,270.4,1248.6,1347.2,,1023.0,False,,,,True,True,True,True,True,,True
37137,114,186.0,269.0,,,,90.0,550.4,41.0,25.6,94.2,,240.0,72.0,155.0,,,,-24.0,436.4,-73.0,-88.4,-19.8,,126.0,False,,,,True,False,False,False,True,,False
37139,205,240.0,221.0,,,,146.0,75.0,134.1,201.3,123.0,,269.0,35.0,16.0,,,,-59.0,-130.0,-70.9,-3.7,-82.0,,64.0,True,,,,False,False,False,True,False,,False
37141,333,180.0,268.0,,,,467.0,38.4,154.6,72.0,96.3,,127.0,-153.0,-65.0,,,,134.0,-294.6,-178.4,-261.0,-236.7,,-206.0,True,,,,True,False,False,False,False,,False
37143,72,192.0,428.0,,,,30.0,47.1,53.4,83.2,128.8,,245.0,120.0,356.0,,,,-42.0,-24.9,-18.6,11.2,56.8,,173.0,False,,,,True,True,True,True,True,,False
37145,175,270.0,442.0,,,,178.0,75.7,163.6,182.4,340.5,,336.0,95.0,267.0,,,,3.0,-99.3,-11.4,7.4,165.5,,161.0,False,,,,True,False,True,True,False,,False
37147,1795,4824.0,10897.0,,,,1971.0,3359.2,998.2,6351.6,3724.9,,2724.0,3029.0,9102.0,,,,176.0,1564.2,-796.8,4556.6,1929.9,,929.0,False,,,,True,True,True,False,True,,True
37149,88,150.0,191.0,,,,76.0,37.9,123.7,84.6,194.3,,95.0,62.0,103.0,,,,-12.0,-50.1,35.7,-3.4,106.3,,7.0,False,,,,True,True,True,True,False,,True
37151,711,558.0,1026.0,,,,1027.0,264.5,135.1,128.7,349.1,,622.0,-153.0,315.0,,,,316.0,-446.5,-575.9,-582.3,-361.9,,-89.0,False,,,,False,False,False,False,False,,True
37153,492,294.0,449.0,,,,471.0,143.5,49.4,149.0,158.9,,253.0,-198.0,-43.0,,,,-21.0,-348.5,-442.6,-343.0,-333.1,,-239.0,True,,,,True,False,False,False,False,,False
37155,1532,1704.0,4152.0,,,,1312.0,1104.3,21.2,226.4,1085.3,,1030.0,172.0,2620.0,,,,-220.0,-427.7,-1510.8,-1305.6,-446.7,,-502.0,False,,,,False,False,False,False,False,,False
37157,694,696.0,1669.0,,,,417.0,402.9,335.7,385.1,535.8,,653.0,2.0,975.0,,,,-277.0,-291.1,-358.3,-308.9,-158.2,,-41.0,False,,,,False,False,False,False,False,,False
37159,929,1644.0,3430.0,,,,897.0,571.8,369.9,1993.4,1127.0,,1352.0,715.0,2501.0,,,,-32.0,-357.2,-559.1,1064.4,198.0,,423.0,False,,,,True,True,True,False,True,,True
37161,459,288.0,184.0,,,,451.0,55.8,212.4,121.0,356.9,,169.0,-171.0,-275.0,,,,-8.0,-403.2,-246.6,-338.0,-102.1,,-290.0,False,,,,True,False,False,False,True,,False
37163,573,348.0,420.0,,,,815.0,105.9,56.5,88.6,339.2,,341.0,-225.0,-153.0,,,,242.0,-467.1,-516.5,-484.4,-233.8,,-232.0,True,,,,False,False,False,False,False,,False
37165,762,582.0,382.0,,,,386.0,288.1,38.1,58.8,572.1,,223.0,-180.0,-380.0,,,,-376.0,-473.9,-723.9,-703.2,-189.9,,-539.0,False,,,,False,False,False,False,False,,False
37167,721,624.0,293.0,,,,472.0,179.9,321.1,260.0,544.3,,281.0,-97.0,-428.0,,,,-249.0,-541.1,-399.9,-461.0,-176.7,,-440.0,False,,,,False,False,False,False,False,,False
37169,203,60.0,34.0,,,,193.0,14.3,72.3,16.0,39.1,,50.0,-143.0,-169.0,,,,-10.0,-188.7,-130.7,-187.0,-163.9,,-153.0,False,,,,True,False,True,False,False,,False
37171,309,432.0,595.0,,,,425.0,129.2,194.0,334.5,256.1,,315.0,123.0,286.0,,,,116.0,-179.8,-115.0,25.5,-52.9,,6.0,False,,,,True,False,True,True,True,,True
37173,46,42.0,1.0,,,,63.0,11.4,50.5,4.6,65.1,,81.0,-4.0,-45.0,,,,17.0,-34.6,4.5,-41.4,19.1,,35.0,False,,,,False,False,False,False,False,,False
37175,92,222.0,450.0,,,,136.0,64.9,77.3,84.6,63.0,,93.0,130.0,358.0,,,,44.0,-27.1,-14.7,-7.4,-29.0,,1.0,False,,,,True,True,True,True,True,,True
37177,9,24.0,0.0,,,,18.0,1.6,0.0,0.0,49.9,,27.0,15.0,-9.0,,,,9.0,-7.4,-9.0,-9.0,40.9,,18.0,True,,,,True,True,True,True,False,,False
37179,1342,1500.0,804.0,,,,1533.0,402.1,596.7,874.3,686.5,,854.0,158.0,-538.0,,,,191.0,-939.9,-745.3,-467.7,-655.5,,-488.0,False,,,,False,False,False,False,False,,False
37181,199,270.0,321.0,,,,300.0,55.9,77.2,253.2,265.4,,254.0,71.0,122.0,,,,101.0,-143.1,-121.8,54.2,66.4,,55.0,False,,,,False,False,False,True,True,,True
37183,4047,7338.0,10650.0,,,,6508.0,5006.2,2724.3,3437.7,5989.6,,7235.0,3291.0,6603.0,,,,2461.0,959.2,-1322.7,-609.3,1942.6,,3188.0,False,,,,True,True,True,True,True,,True
37185,89,36.0,14.0,,,,100.0,4.0,54.2,23.6,38.9,,21.0,-53.0,-75.0,,,,11.0,-85.0,-34.8,-65.4,-50.1,,-68.0,False,,,,True,False,True,False,True,,False
37187,47,84.0,89.0,,,,79.0,6.0,43.6,2.1,46.7,,41.0,37.0,42.0,,,,32.0,-41.0,-3.4,-44.9,-0.3,,-6.0,False,,,,True,False,True,False,True,,True
37189,704,288.0,369.0,,,,375.0,84.2,85.5,240.3,220.8,,300.0,-416.0,-335.0,,,,-329.0,-619.8,-618.5,-463.7,-483.2,,-404.0,True,,,,True,False,False,False,False,,True
37191,960,834.0,659.0,,,,1229.0,360.5,124.8,436.3,822.9,,524.0,-126.0,-301.0,,,,269.0,-599.5,-835.2,-523.7,-137.1,,-436.0,False,,,,False,False,False,False,False,,False
37193,373,330.0,147.0,,,,420.0,102.9,130.8,149.5,281.6,,194.0,-43.0,-226.0,,,,47.0,-270.1,-242.2,-223.5,-91.4,,-179.0,False,,,,False,False,False,False,False,,False
37195,715,420.0,626.0,,,,790.0,60.8,115.0,134.2,247.5,,349.0,-295.0,-89.0,,,,75.0,-654.2,-600.0,-580.8,-467.5,,-366.0,True,,,,True,False,False,False,False,,False
37197,196,204.0,160.0,,,,210.0,44.3,91.9,165.5,136.7,,129.0,8.0,-36.0,,,,14.0,-151.7,-104.1,-30.5,-59.3,,-67.0,False,,,,False,False,False,False,False,,False
37199,141,18.0,5.0,,,,54.0,17.3,33.6,5.4,23.4,,2.0,-123.0,-136.0,,,,-87.0,-123.7,-107.4,-135.7,-117.6,,-139.0,False,,,,True,False,True,False,True,,False
38001,36,0.0,0.0,,,,6.0,,,2.0,0.9,,0.0,-36.0,-36.0,,,,-30.0,,,-34.0,-35.1,,-36.0,False,,,,True,,,True,True,,False
38003,164,276.0,211.0,,,,112.0,812.4,0.0,730.3,202.1,,231.0,112.0,47.0,,,,-52.0,648.4,-164.0,566.3,38.1,,67.0,True,,,,True,False,False,False,True,,True
38005,177,126.0,55.0,,,,46.0,27.9,0.0,31.9,69.0,,24.0,-51.0,-122.0,,,,-131.0,-149.1,-177.0,-145.1,-108.0,,-153.0,False,,,,False,False,False,False,False,,False
38007,25,0.0,0.0,,,,0.0,,,0.1,1.5,,16.0,-25.0,-25.0,,,,-25.0,,,-24.9,-23.5,,-9.0,False,,,,False,,,True,True,,True
38009,110,18.0,0.0,,,,12.0,3.8,,4.0,,,43.0,-92.0,-110.0,,,,-98.0,-106.2,,-106.0,,,-67.0,False,,,,False,False,,False,,,True
38011,50,0.0,0.0,,,,25.0,0.7,,0.6,,,0.0,-50.0,-50.0,,,,-25.0,-49.3,,-49.4,,,-50.0,False,,,,True,True,,True,,,False
38013,19,0.0,0.0,,,,0.0,1.4,,0.0,,,0.0,-19.0,-19.0,,,,-19.0,-17.6,,-19.0,,,-19.0,False,,,,False,True,,False,,,False
38015,2594,1620.0,1773.0,,,,1068.0,2024.1,847.9,1020.5,1134.4,,693.0,-974.0,-821.0,,,,-1526.0,-569.9,-1746.1,-1573.5,-1459.6,,-1901.0,True,,,,False,True,False,False,False,,False
38017,2831,1320.0,3907.0,,,,1946.0,843.5,150.0,2257.2,873.6,,1425.0,-1511.0,1076.0,,,,-885.0,-1987.5,-2681.0,-573.8,-1957.4,,-1406.0,True,,,,True,False,False,True,False,,True
38019,25,12.0,0.0,,,,0.0,,,0.0,24.8,,61.0,-13.0,-25.0,,,,-25.0,,,-25.0,-0.2,,36.0,False,,,,False,,,False,True,,False
38021,134,60.0,0.0,,,,109.0,5.1,,0.1,,,101.0,-74.0,-134.0,,,,-25.0,-128.9,,-133.9,,,-33.0,False,,,,True,False,,False,,,True
38023,19,0.0,0.0,,,,0.0,0.2,,1.2,0.5,,0.0,-19.0,-19.0,,,,-19.0,-18.8,,-17.8,-18.5,,-19.0,False,,,,False,True,,True,True,,False
38025,107,60.0,,,,,39.0,5.2,,20.4,24.1,,48.0,-47.0,,,,,-68.0,-101.8,,-86.6,-82.9,,-59.0,,,,,False,False,,False,False,,False
38027,97,60.0,0.0,,,,1.0,3.5,,8.7,,,37.0,-37.0,-97.0,,,,-96.0,-93.5,,-88.3,,,-60.0,False,,,,False,False,,False,,,False
38029,210,12.0,0.0,,,,18.0,1.7,,1.4,,,4.0,-198.0,-210.0,,,,-192.0,-208.3,,-208.6,,,-206.0,False,,,,True,False,,False,,,False
38031,54,24.0,0.0,,,,15.0,3.4,,22.4,,,62.0,-30.0,-54.0,,,,-39.0,-50.6,,-31.6,,,8.0,False,,,,False,False,,False,,,True
38033,53,78.0,3.0,,,,6.0,,,85.1,,,32.0,25.0,-50.0,,,,-47.0,,,32.1,,,-21.0,False,,,,False,,,False,,,True
38035,1191,2784.0,9022.0,,,,1173.0,3572.1,273.0,4933.3,2301.0,,1126.0,1593.0,7831.0,,,,-18.0,2381.1,-918.0,3742.3,1110.0,,-65.0,False,,,,True,False,True,False,True,,True
38037,38,6.0,0.0,,,,6.0,0.4,,1.9,3.7,,33.0,-32.0,-38.0,,,,-32.0,-37.6,,-36.1,-34.3,,-5.0,False,,,,False,False,,False,False,,True
38039,24,0.0,0.0,,,,10.0,5.5,,3.1,,,0.0,-24.0,-24.0,,,,-14.0,-18.5,,-20.9,,,-24.0,False,,,,True,True,,True,,,False
38041,57,54.0,,,,,6.0,,,0.4,,,47.0,-3.0,,,,,-51.0,,,-56.6,,,-10.0,,,,,False,,,False,,,False
38043,33,48.0,0.0,,,,9.0,,,8.9,,,36.0,15.0,-33.0,,,,-24.0,,,-24.1,,,3.0,False,,,,False,,,False,,,True
38045,98,12.0,0.0,,,,30.0,,,6.3,8.3,,33.0,-86.0,-98.0,,,,-68.0,,,-91.7,-89.7,,-65.0,False,,,,True,,,False,False,,True
38047,80,18.0,0.0,,,,6.0,,,4.0,14.7,,42.0,-62.0,-80.0,,,,-74.0,,,-76.0,-65.3,,-38.0,False,,,,False,,,False,False,,True
38049,83,54.0,,,,,36.0,5.6,,3.9,45.8,,88.0,-29.0,,,,,-47.0,-77.4,,-79.1,-37.2,,5.0,,,,,False,False,,False,False,,True
38051,70,6.0,0.0,,,,11.0,5.7,,3.4,,,2.0,-64.0,-70.0,,,,-59.0,-64.3,,-66.6,,,-68.0,False,,,,True,False,,False,,,False
38053,233,102.0,0.0,,,,166.0,17.6,8.2,33.4,56.5,,246.0,-131.0,-233.0,,,,-67.0,-215.4,-224.8,-199.6,-176.5,,13.0,False,,,,True,False,False,False,False,,True
38055,208,228.0,163.0,,,,141.0,151.1,0.2,48.0,241.9,,121.0,20.0,-45.0,,,,-67.0,-56.9,-207.8,-160.0,33.9,,-87.0,False,,,,False,False,False,False,False,,False
38057,214,6.0,0.0,,,,135.0,4.0,,1.0,16.0,,24.0,-208.0,-214.0,,,,-79.0,-210.0,,-213.0,-198.0,,-190.0,False,,,,True,False,,False,True,,True
38059,970,576.0,584.0,,,,191.0,702.5,327.2,550.9,405.4,,275.0,-394.0,-386.0,,,,-779.0,-267.5,-642.8,-419.1,-564.6,,-695.0,True,,,,False,True,False,False,False,,False
38061,167,78.0,8.0,,,,123.0,9.5,0.0,16.0,68.7,,74.0,-89.0,-159.0,,,,-44.0,-157.5,-167.0,-151.0,-98.3,,-93.0,False,,,,True,False,False,False,False,,False
38063,92,0.0,0.0,,,,2.0,3.7,,1.4,,,20.0,-92.0,-92.0,,,,-90.0,-88.3,,-90.6,,,-72.0,False,,,,True,True,,True,,,True
38065,24,18.0,0.0,,,,72.0,0.6,,1.3,10.4,,42.0,-6.0,-24.0,,,,48.0,-23.4,,-22.7,-13.6,,18.0,False,,,,False,False,,False,False,,False
38067,108,36.0,,,,,3.0,3.7,,55.4,49.8,,156.0,-72.0,,,,,-105.0,-104.3,,-52.6,-58.2,,48.0,,,,,False,False,,True,True,,True
38069,15,18.0,0.0,,,,12.0,2.7,,2.2,,,8.0,3.0,-15.0,,,,-3.0,-12.3,,-12.8,,,-7.0,False,,,,False,False,,False,,,False
38071,218,120.0,138.0,,,,72.0,19.4,16.0,34.2,140.2,,77.0,-98.0,-80.0,,,,-146.0,-198.6,-202.0,-183.8,-77.8,,-141.0,True,,,,False,False,False,False,True,,False
38073,60,36.0,0.0,,,,53.0,5.8,,10.6,20.8,,27.0,-24.0,-60.0,,,,-7.0,-54.2,,-49.4,-39.2,,-33.0,False,,,,True,False,,False,False,,False
38075,79,6.0,0.0,,,,0.0,0.5,,0.7,6.1,,21.0,-73.0,-79.0,,,,-79.0,-78.5,,-78.3,-72.9,,-58.0,False,,,,False,False,,False,True,,True
38077,154,66.0,19.0,,,,119.0,14.4,5.2,5.2,109.2,,81.0,-88.0,-135.0,,,,-35.0,-139.6,-148.8,-148.8,-44.8,,-73.0,False,,,,True,False,False,False,True,,True
38079,139,90.0,42.0,,,,180.0,57.3,0.0,11.8,169.9,,115.0,-49.0,-97.0,,,,41.0,-81.7,-139.0,-127.2,30.9,,-24.0,False,,,,True,False,False,False,True,,True
38081,81,30.0,0.0,,,,36.0,1.1,,9.2,,,87.0,-51.0,-81.0,,,,-45.0,-79.9,,-71.8,,,6.0,False,,,,True,False,,False,,,True
38083,9,0.0,0.0,,,,6.0,,,2.2,8.4,,0.0,-9.0,-9.0,,,,-3.0,,,-6.8,-0.6,,-9.0,False,,,,True,,,True,True,,False
38085,73,60.0,3.0,,,,105.0,15.9,0.0,11.2,142.8,,21.0,-13.0,-70.0,,,,32.0,-57.1,-73.0,-61.8,69.8,,-52.0,False,,,,False,False,False,False,False,,False
38087,5,6.0,0.0,,,,6.0,0.2,,0.7,1.7,,2.0,1.0,-5.0,,,,1.0,-4.8,,-4.3,-3.3,,-3.0,False,,,,False,False,,False,False,,False
38089,1328,936.0,1104.0,,,,342.0,343.0,359.9,400.5,509.1,,316.0,-392.0,-224.0,,,,-986.0,-985.0,-968.1,-927.5,-818.9,,-1012.0,True,,,,False,False,False,False,False,,False
38091,14,6.0,0.0,,,,6.0,0.8,,5.3,,,4.0,-8.0,-14.0,,,,-8.0,-13.2,,-8.7,,,-10.0,False,,,,False,False,,False,,,False
38093,423,252.0,378.0,,,,200.0,696.8,47.4,115.2,128.0,,416.0,-171.0,-45.0,,,,-223.0,273.8,-375.6,-307.8,-295.0,,-7.0,True,,,,False,False,False,False,False,,True
38095,30,6.0,0.0,,,,0.0,,,7.2,2.8,,8.0,-24.0,-30.0,,,,-30.0,,,-22.8,-27.2,,-22.0,False,,,,False,,,True,False,,True
38097,91,6.0,0.0,,,,30.0,11.1,,5.0,7.6,,1.0,-85.0,-91.0,,,,-61.0,-79.9,,-86.0,-83.4,,-90.0,False,,,,True,True,,False,True,,False
38099,128,18.0,19.0,,,,51.0,1.9,83.5,1.7,54.3,,3.0,-110.0,-109.0,,,,-77.0,-126.1,-44.5,-126.3,-73.7,,-125.0,True,,,,True,False,True,False,True,,False
38101,948,582.0,1033.0,,,,1353.0,230.9,205.3,170.0,528.4,,335.0,-366.0,85.0,,,,405.0,-717.1,-742.7,-778.0,-419.6,,-613.0,True,,,,False,False,False,False,False,,False
38103,32,6.0,0.0,,,,13.0,5.7,,6.6,4.9,,1.0,-26.0,-32.0,,,,-19.0,-26.3,,-25.4,-27.1,,-31.0,False,,,,True,False,,True,False,,False
38105,989,558.0,717.0,,,,868.0,392.0,256.5,130.4,210.6,,684.0,-431.0,-272.0,,,,-121.0,-597.0,-732.5,-858.6,-778.4,,-305.0,True,,,,True,False,False,False,False,,True
