,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
31111,357,648.0,,,,53.0,260.2,247.5,395.2,,1289.0,291.0,,,,-304.0,-96.8,-109.5,38.2,,932.0,,,,False,True,True,True,,False
31113,9,0.0,,,,0.0,,0.0,,,,-9.0,,,,-9.0,,-9.0,,,,,,,False,,False,,,
31115,4,0.0,,,,0.0,,0.0,,,,-4.0,,,,-4.0,,-4.0,,,,,,,False,,False,,,
31117,2,8.0,,,,0.0,,0.2,7.1,,9.0,6.0,,,,-2.0,,-1.8,5.1,,7.0,,,,True,,True,True,,False
31119,468,328.0,,,,274.0,43.6,64.5,132.7,,570.0,-140.0,,,,-194.0,-424.4,-403.5,-335.3,,102.0,,,,False,False,False,False,,True
31121,45,8.0,,,,20.0,,26.4,47.5,,7.0,-37.0,,,,-25.0,,-18.6,2.5,,-38.0,,,,True,,True,True,,False
31123,18,40.0,,,,10.0,,6.8,37.0,,84.0,22.0,,,,-8.0,,-11.2,19.0,,66.0,,,,True,,True,True,,False
31125,54,16.0,,,,1.0,,2.3,28.4,,40.0,-38.0,,,,-53.0,,-51.7,-25.6,,-14.0,,,,False,,False,True,,True
31127,98,176.0,,,,16.0,,12.4,,,183.0,78.0,,,,-82.0,,-85.6,,,85.0,,,,False,,False,,,False
31129,23,8.0,,,,0.0,,3.5,7.7,,11.0,-15.0,,,,-23.0,,-19.6,-15.3,,-12.0,,,,False,,False,False,,True
31131,153,144.0,,,,56.0,,7.5,83.4,,453.0,-9.0,,,,-97.0,,-145.5,-69.6,,300.0,,,,False,,False,False,,False
31133,14,0.0,,,,0.0,,7.9,4.2,,0.0,-14.0,,,,-14.0,,-6.1,-9.8,,-14.0,,,,False,,True,True,,False
31135,18,16.0,,,,0.0,,429.6,,,5.0,-2.0,,,,-18.0,,411.6,,,-13.0,,,,False,,False,,,False
31137,125,48.0,,,,24.0,,24.6,46.2,,76.0,-77.0,,,,-101.0,,-100.4,-78.8,,-49.0,,,,False,,False,False,,True
31139,81,192.0,,,,8.0,,22.9,,,284.0,111.0,,,,-73.0,,-58.1,,,203.0,,,,True,,True,,,False
31141,423,184.0,,,,244.0,47.2,83.9,140.6,,134.0,-239.0,,,,-179.0,-375.8,-339.1,-282.4,,-289.0,,,,True,False,False,False,,False
31143,94,16.0,,,,8.0,,0.5,18.4,,4.0,-78.0,,,,-86.0,,-93.5,-75.6,,-90.0,,,,False,,False,True,,False
31145,78,16.0,,,,8.0,,0.0,,,3.0,-62.0,,,,-70.0,,-78.0,,,-75.0,,,,False,,False,,,False
31147,47,40.0,,,,16.0,,7.8,,,59.0,-7.0,,,,-31.0,,-39.2,,,12.0,,,,False,,False,,,False
31149,47,0.0,,,,0.0,,0.3,0.5,,0.0,-47.0,,,,-47.0,,-46.7,-46.5,,-47.0,,,,False,,True,True,,False
31151,191,56.0,,,,92.0,1.2,2.4,51.7,,17.0,-135.0,,,,-99.0,-189.8,-188.6,-139.3,,-174.0,,,,True,False,False,False,,False
31153,1917,1864.0,1614.0,,,1080.0,959.9,1093.5,1803.8,,1039.0,-53.0,-303.0,,,-837.0,-957.1,-823.5,-113.2,,-878.0,False,,,False,False,False,False,,False
31155,389,144.0,,,,73.0,144.7,78.8,159.9,,115.0,-245.0,,,,-316.0,-244.3,-310.2,-229.1,,-274.0,,,,False,True,False,True,,False
31157,155,88.0,,,,210.0,37.1,17.1,19.9,,58.0,-67.0,,,,55.0,-117.9,-137.9,-135.1,,-97.0,,,,True,False,False,False,,False
31159,135,104.0,,,,66.0,151.5,65.5,128.6,,53.0,-31.0,,,,-69.0,16.5,-69.5,-6.4,,-82.0,,,,False,True,False,True,,False
31161,55,24.0,,,,0.0,,0.0,9.1,,145.0,-31.0,,,,-55.0,,-55.0,-45.9,,90.0,,,,False,,False,False,,False
31163,19,24.0,,,,0.0,,17.8,,,18.0,5.0,,,,-19.0,,-1.2,,,-1.0,,,,False,,True,,,True
31165,3,0.0,,,,8.0,,0.0,1.8,,0.0,-3.0,,,,5.0,,-3.0,-1.2,,-3.0,,,,False,,False,True,,False
31167,19,24.0,,,,16.0,,21.7,13.5,,22.0,5.0,,,,-3.0,,2.7,-5.5,,3.0,,,,True,,True,False,,True
31169,11,0.0,,,,2.0,,2.4,,,1.0,-11.0,,,,-9.0,,-8.6,,,-10.0,,,,True,,True,,,True
31171,8,8.0,,,,0.0,,0.2,,,31.0,0.0,,,,-8.0,,-7.8,,,23.0,,,,False,,False,,,False
31173,84,48.0,,,,26.0,0.0,0.0,32.9,,10.0,-36.0,,,,-58.0,-84.0,-84.0,-51.1,,-74.0,,,,False,False,False,False,,False
31175,41,24.0,,,,0.0,,6.4,13.3,,159.0,-17.0,,,,-41.0,,-34.6,-27.7,,118.0,,,,False,,False,False,,False
31177,206,224.0,,,,81.0,99.8,42.2,189.6,,254.0,18.0,,,,-125.0,-106.2,-163.8,-16.4,,48.0,,,,False,False,False,True,,False
31179,209,24.0,,,,29.0,,0.5,36.1,,102.0,-185.0,,,,-180.0,,-208.5,-172.9,,-107.0,,,,True,,False,True,,True
31181,20,8.0,,,,8.0,,0.0,7.1,,43.0,-12.0,,,,-12.0,,-20.0,-12.9,,23.0,,,,False,,False,False,,False
31183,2,8.0,,,,0.0,,2.1,2.7,,36.0,6.0,,,,-2.0,,0.1,0.7,,34.0,,,,True,,True,True,,False
31185,192,120.0,,,,36.0,,26.6,98.8,,160.0,-72.0,,,,-156.0,,-165.4,-93.2,,-32.0,,,,False,,False,False,,True
32001,93,160.0,,,,10.0,,31.4,225.5,,821.0,67.0,,,,-83.0,,-61.6,132.5,,728.0,,,,False,,True,False,,False
32003,19086,36000.0,73850.3,,,24741.0,5903.7,16554.9,16576.9,,14890.0,16914.0,54764.3,,,5655.0,-13182.3,-2531.1,-2509.1,,-4196.0,False,,,True,True,True,True,,True
32005,127,128.0,,,,187.0,214.2,14.1,518.8,,44.0,1.0,,,,60.0,87.2,-112.9,391.8,,-83.0,,,,False,False,False,False,,False
32007,450,704.0,1085.7,,,139.0,237.6,538.7,488.7,,519.0,254.0,635.7,,,-311.0,-212.4,88.7,38.7,,69.0,False,,,False,True,True,True,,True
32009,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
32011,6,16.0,,,,8.0,,1.9,6.8,,67.0,10.0,,,,2.0,,-4.1,0.8,,61.0,,,,True,,True,True,,False
32013,38,16.0,,,,21.0,3.7,27.3,14.6,,15.0,-22.0,,,,-17.0,-34.3,-10.7,-23.4,,-23.0,,,,True,False,True,False,,False
32015,37,8.0,,,,12.0,,1.8,6.1,,9.0,-29.0,,,,-25.0,,-35.2,-30.9,,-28.0,,,,True,,False,False,,True
32017,10,0.0,,,,8.0,,0.2,1.1,,5.0,-10.0,,,,-2.0,,-9.8,-8.9,,-5.0,,,,True,,True,True,,True
32019,243,352.0,205.8,,,135.0,170.3,180.4,314.2,,574.0,109.0,-37.2,,,-108.0,-72.7,-62.6,71.2,,331.0,True,,,True,True,True,True,,False
32021,3,0.0,,,,0.0,,0.0,,,0.0,-3.0,,,,-3.0,,-3.0,,,-3.0,,,,False,,False,,,False
32023,106,184.0,,,,187.0,96.2,167.2,69.6,,101.0,78.0,,,,81.0,-9.8,61.2,-36.4,,-5.0,,,,False,True,True,True,,True
32027,11,8.0,,,,0.0,,6.1,,,114.0,-3.0,,,,-11.0,,-4.9,,,103.0,,,,False,,False,,,False
32029,9,16.0,,,,0.0,,2.4,8.6,,85.0,7.0,,,,-9.0,,-6.6,-0.4,,76.0,,,,False,,True,True,,False
32031,4318,3568.0,5831.2,,,2546.0,911.3,2448.8,2203.0,,2376.0,-750.0,1513.2,,,-1772.0,-3406.7,-1869.2,-2115.0,,-1942.0,False,,,False,False,False,False,,False
32033,67,8.0,,,,159.0,,0.0,,,7.0,-59.0,,,,92.0,,-67.0,,,-60.0,,,,False,,False,,,False
32510,206,344.0,645.1,,,356.0,141.7,162.5,217.4,,551.0,138.0,439.1,,,150.0,-64.3,-43.5,11.4,,345.0,False,,,False,True,True,True,,False
33001,52,40.0,37.3,,,88.0,98.5,57.9,21.1,,36.0,-12.0,-14.7,,,36.0,46.5,5.9,-30.9,,-16.0,False,,,False,False,True,False,,False
33003,39,24.0,,,,56.0,,10.3,19.8,,19.0,-15.0,,,,17.0,,-28.7,-19.2,,-20.0,,,,False,,False,False,,False
33005,53,72.0,15.1,,,52.0,48.7,9.9,59.9,,63.0,19.0,-37.9,,,-1.0,-4.3,-43.1,6.9,,10.0,False,,,True,True,False,True,,True
33007,6,0.0,,,,8.0,,1.2,,,4.0,-6.0,,,,2.0,,-4.8,,,-2.0,,,,True,,True,,,True
33009,57,32.0,6.6,,,254.0,14.4,12.2,34.2,,17.0,-25.0,-50.4,,,197.0,-42.6,-44.8,-22.8,,-40.0,False,,,False,False,False,True,,False
33011,935,712.0,507.7,,,375.0,143.2,493.5,581.1,,336.0,-223.0,-427.3,,,-560.0,-791.8,-441.5,-353.9,,-599.0,False,,,False,False,False,False,,False
33013,212,64.0,179.6,,,149.0,74.5,53.8,61.7,,49.0,-148.0,-32.4,,,-63.0,-137.5,-158.2,-150.3,,-163.0,True,,,True,True,False,False,,False
33015,489,264.0,228.8,,,63.0,83.5,230.9,155.5,,204.0,-225.0,-260.2,,,-426.0,-405.5,-258.1,-333.5,,-285.0,False,,,False,False,False,False,,False
33017,241,112.0,121.2,,,42.0,29.1,13.3,53.0,,108.0,-129.0,-119.8,,,-199.0,-211.9,-227.7,-188.0,,-133.0,True,,,False,False,False,False,,False
33019,22,24.0,,,,68.0,,4.0,22.3,,13.0,2.0,,,,46.0,,-18.0,0.3,,-9.0,,,,False,,False,True,,False
34001,845,880.0,595.1,,,602.0,242.6,732.6,704.8,,419.0,35.0,-249.9,,,-243.0,-602.4,-112.4,-140.2,,-426.0,False,,,False,False,False,False,,False
34003,2033,2952.0,165.2,,,685.0,2567.8,1121.2,2076.0,,4050.0,919.0,-1867.8,,,-1348.0,534.8,-911.8,43.0,,2017.0,False,,,False,True,True,True,,False
34005,1380,1208.0,251.9,,,565.0,304.8,988.1,1815.7,,740.0,-172.0,-1128.1,,,-815.0,-1075.2,-391.9,435.7,,-640.0,False,,,False,False,False,False,,False
34007,1644,1992.0,197.1,,,1195.0,379.0,1171.7,2592.9,,1402.0,348.0,-1446.9,,,-449.0,-1265.0,-472.3,948.9,,-242.0,False,,,False,False,False,False,,True
34009,231,176.0,127.3,,,75.0,198.5,19.6,86.6,,87.0,-55.0,-103.7,,,-156.0,-32.5,-211.4,-144.4,,-144.0,False,,,False,True,False,False,,False
34011,436,704.0,632.5,,,650.0,19.7,253.6,676.6,,498.0,268.0,196.5,,,214.0,-416.3,-182.4,240.6,,62.0,True,,,True,False,True,True,,True
34013,1781,1568.0,39.7,,,777.0,588.0,1080.4,1575.8,,1356.0,-213.0,-1741.3,,,-1004.0,-1193.0,-700.6,-205.2,,-425.0,False,,,False,False,False,True,,False
34015,1530,1312.0,668.6,,,570.0,486.2,807.6,1128.9,,1467.0,-218.0,-861.4,,,-960.0,-1043.8,-722.4,-401.1,,-63.0,False,,,False,False,False,False,,True
34017,1275,1800.0,58.7,,,590.0,185.4,1405.7,660.2,,3082.0,525.0,-1216.3,,,-685.0,-1089.6,130.7,-614.8,,1807.0,False,,,False,False,True,False,,False
34019,290,80.0,24.6,,,70.0,154.9,62.5,14.4,,38.0,-210.0,-265.4,,,-220.0,-135.1,-227.5,-275.6,,-252.0,False,,,False,True,False,False,,False
34021,631,536.0,650.2,,,804.0,265.3,352.1,1100.8,,290.0,-95.0,19.2,,,173.0,-365.7,-278.9,469.8,,-341.0,True,,,False,False,False,False,,False
34023,2234,1488.0,539.7,,,853.0,851.6,1388.1,1957.3,,1044.0,-746.0,-1694.3,,,-1381.0,-1382.4,-845.9,-276.7,,-1190.0,False,,,False,False,False,True,,False
34025,2300,1400.0,412.2,,,692.0,1461.6,785.1,1423.2,,847.0,-900.0,-1887.8,,,-1608.0,-838.4,-1514.9,-876.8,,-1453.0,False,,,False,True,False,True,,False
34027,795,776.0,124.5,,,290.0,1560.8,19.9,390.7,,742.0,-19.0,-670.5,,,-505.0,765.8,-775.1,-404.3,,-53.0,False,,,False,False,False,False,,False
34029,4313,1240.0,219.1,,,681.0,531.5,612.3,993.0,,558.0,-3073.0,-4093.9,,,-3632.0,-3781.5,-3700.7,-3320.0,,-3755.0,False,,,False,False,False,False,,False
34031,1646,2336.0,205.2,,,505.0,696.0,2359.4,2214.2,,2551.0,690.0,-1440.8,,,-1141.0,-950.0,713.4,568.2,,905.0,False,,,False,False,False,True,,False
34033,192,256.0,119.9,,,147.0,35.5,106.3,144.5,,460.0,64.0,-72.1,,,-45.0,-156.5,-85.7,-47.5,,268.0,False,,,True,False,False,True,,False
34035,707,552.0,126.8,,,228.0,535.8,438.1,376.8,,597.0,-155.0,-580.2,,,-479.0,-171.2,-268.9,-330.2,,-110.0,False,,,False,False,False,False,,True
34037,234,176.0,53.0,,,30.0,93.0,166.0,218.3,,123.0,-58.0,-181.0,,,-204.0,-141.0,-68.0,-15.7,,-111.0,False,,,False,False,False,True,,False
34039,1316,1472.0,41.8,,,601.0,598.1,2166.6,695.3,,1752.0,156.0,-1274.2,,,-715.0,-717.9,850.6,-620.7,,436.0,False,,,False,False,False,False,,False
34041,122,152.0,39.0,,,59.0,88.2,128.1,141.4,,106.0,30.0,-83.0,,,-63.0,-33.8,6.1,19.4,,-16.0,False,,,False,False,True,True,,True
35001,2266,1832.0,6697.5,,,4542.0,637.2,767.1,1230.0,,583.0,-434.0,4431.5,,,2276.0,-1628.8,-1498.9,-1036.0,,-1683.0,False,,,False,False,False,False,,False
35003,6,8.0,,,,0.0,,0.3,2.3,,27.0,2.0,,,,-6.0,,-5.7,-3.7,,21.0,,,,False,,False,False,,False
35005,980,736.0,902.8,,,253.0,258.6,527.3,596.9,,538.0,-244.0,-77.2,,,-727.0,-721.4,-452.7,-383.1,,-442.0,True,,,False,False,False,False,,False
35006,96,144.0,,,,80.0,0.0,34.3,126.7,,57.0,48.0,,,,-16.0,-96.0,-61.7,30.7,,-39.0,,,,True,False,False,True,,True
35007,23,0.0,,,,1.0,,5.0,,,4.0,-23.0,,,,-22.0,,-18.0,,,-19.0,,,,True,,True,,,True
35009,478,400.0,,,,608.0,174.7,73.5,530.9,,159.0,-78.0,,,,130.0,-303.3,-404.4,52.9,,-319.0,,,,False,False,False,True,,False
35011,2,0.0,,,,0.0,,0.0,,,,-2.0,,,,-2.0,,-2.0,,,,,,,False,,False,,,
35013,1387,1608.0,2416.6,,,1165.0,819.1,424.9,1340.7,,981.0,221.0,1029.6,,,-222.0,-567.9,-962.1,-46.3,,-406.0,False,,,False,False,False,True,,False
35015,654,568.0,481.1,,,323.0,142.4,370.9,448.5,,982.0,-86.0,-172.9,,,-331.0,-511.6,-283.1,-205.5,,328.0,False,,,False,False,False,False,,False
35017,74,8.0,,,,60.0,,0.2,4.0,,2.0,-66.0,,,,-14.0,,-73.8,-70.0,,-72.0,,,,True,,False,False,,False
35019,6,8.0,,,,0.0,,0.0,20.7,,1.0,2.0,,,,-6.0,,-6.0,14.7,,-5.0,,,,False,,False,False,,False
35021,1,0.0,,,,0.0,,4.9,,,0.0,-1.0,,,,-1.0,,3.9,,,-1.0,,,,False,,False,,,False
35023,16,0.0,,,,48.0,,34.9,44.8,,1.0,-16.0,,,,32.0,,18.9,28.8,,-15.0,,,,False,,False,False,,True
35025,728,1216.0,2030.9,,,705.0,200.6,789.0,879.7,,712.0,488.0,1302.9,,,-23.0,-527.4,61.0,151.7,,-16.0,False,,,True,False,True,True,,True
35027,99,208.0,,,,11.0,87.3,102.5,155.0,,144.0,109.0,,,,-88.0,-11.7,3.5,56.0,,45.0,,,,True,True,True,True,,True
35028,14,24.0,,,,32.0,,3.4,19.9,,45.0,10.0,,,,18.0,,-10.6,5.9,,31.0,,,,False,,False,True,,False
35029,237,80.0,,,,98.0,0.0,5.6,338.0,,22.0,-157.0,,,,-139.0,-237.0,-231.4,101.0,,-215.0,,,,True,False,False,True,,False
35031,314,616.0,79.0,,,273.0,12.9,92.5,702.0,,0.0,302.0,-235.0,,,-41.0,-301.1,-221.5,388.0,,-314.0,True,,,True,True,True,False,,False
35033,3,0.0,,,,0.0,,0.0,6.0,,0.0,-3.0,,,,-3.0,,-3.0,3.0,,-3.0,,,,False,,False,True,,False
35035,94,48.0,316.2,,,151.0,93.2,9.9,34.3,,9.0,-46.0,222.2,,,57.0,-0.8,-84.1,-59.7,,-85.0,False,,,False,True,False,False,,False
35037,34,104.0,,,,6.0,,22.4,35.2,,294.0,70.0,,,,-28.0,,-11.6,1.2,,260.0,,,,True,,True,True,,False
35039,91,88.0,,,,68.0,56.3,69.7,114.4,,33.0,-3.0,,,,-23.0,-34.7,-21.3,23.4,,-58.0,,,,False,False,False,False,,False
35041,170,112.0,,,,128.0,52.9,5.9,124.9,,38.0,-58.0,,,,-42.0,-117.1,-164.1,-45.1,,-132.0,,,,True,False,False,True,,False
35043,358,256.0,313.5,,,423.0,279.2,22.0,227.5,,60.0,-102.0,-44.5,,,65.0,-78.8,-336.0,-130.5,,-298.0,True,,,True,True,False,False,,False
35045,382,424.0,1099.4,,,305.0,43.3,406.7,384.2,,214.0,42.0,717.4,,,-77.0,-338.7,24.7,2.2,,-168.0,False,,,False,False,True,True,,False
35047,69,80.0,,,,286.0,,32.4,64.7,,838.0,11.0,,,,217.0,,-36.6,-4.3,,769.0,,,,False,,False,True,,False
35049,487,392.0,906.0,,,895.0,340.8,305.6,287.1,,191.0,-95.0,419.0,,,408.0,-146.2,-181.4,-199.9,,-296.0,False,,,False,False,False,False,,False
35051,30,16.0,,,,12.0,,3.0,39.1,,8.0,-14.0,,,,-18.0,,-27.0,9.1,,-22.0,,,,False,,False,True,,False
35053,64,16.0,,,,36.0,,7.1,26.8,,11.0,-48.0,,,,-28.0,,-56.9,-37.2,,-53.0,,,,True,,False,True,,False
35055,42,56.0,,,,35.0,20.7,9.1,27.9,,27.0,14.0,,,,-7.0,-21.3,-32.9,-14.1,,-15.0,,,,True,False,False,False,,False
35057,26,16.0,,,,15.0,,5.4,5.3,,3.0,-10.0,,,,-11.0,,-20.6,-20.7,,-23.0,,,,False,,False,False,,False
35059,9,8.0,,,,5.0,,0.3,,,1.0,-1.0,,,,-4.0,,-8.7,,,-8.0,,,,False,,False,,,False
35061,192,400.0,1786.1,,,434.0,213.6,103.6,204.4,,226.0,208.0,1594.1,,,242.0,21.6,-88.4,12.4,,34.0,False,,,False,True,True,True,,True
36001,637,496.0,220.6,,,212.0,249.2,676.2,428.2,,255.0,-141.0,-416.4,,,-425.0,-387.8,39.2,-208.8,,-382.0,False,,,False,False,True,False,,False
36003,64,8.0,,,,84.0,,11.2,6.8,,10.0,-56.0,,,,20.0,,-52.8,-57.2,,-54.0,,,,True,,True,False,,True
36005,3111,0.0,,,,,,0.0,,,,-3111.0,,,,,,-3111.0,,,,,,,,,False,,,
36007,1235,360.0,463.0,,,145.0,204.5,155.2,140.1,,201.0,-875.0,-772.0,,,-1090.0,-1030.5,-1079.8,-1094.9,,-1034.0,True,,,False,False,False,False,,False
36009,185,40.0,92.0,,,118.0,32.4,48.2,48.4,,17.0,-145.0,-93.0,,,-67.0,-152.6,-136.8,-136.6,,-168.0,True,,,True,False,True,True,,False
36011,78,96.0,84.3,,,16.0,28.8,81.3,86.8,,120.0,18.0,6.3,,,-62.0,-49.2,3.3,8.8,,42.0,True,,,False,False,True,True,,False
36013,419,80.0,316.8,,,217.0,112.7,18.8,30.8,,69.0,-339.0,-102.2,,,-202.0,-306.3,-400.2,-388.2,,-350.0,True,,,True,True,False,False,,False
36015,741,136.0,3.6,,,88.0,21.0,57.2,106.5,,1670.0,-605.0,-737.4,,,-653.0,-720.0,-683.8,-634.5,,929.0,False,,,False,False,False,False,,False
36017,53,24.0,,,,2.0,48.8,5.8,7.5,,7.0,-29.0,,,,-51.0,-4.2,-47.2,-45.5,,-46.0,,,,False,True,False,False,,False
36019,47,32.0,2.1,,,0.0,4.4,14.0,21.9,,6.0,-15.0,-44.9,,,-47.0,-42.6,-33.0,-25.1,,-41.0,False,,,False,False,False,False,,False
36021,66,96.0,21.0,,,2.0,18.2,13.6,96.6,,71.0,30.0,-45.0,,,-64.0,-47.8,-52.4,30.6,,5.0,False,,,False,False,False,False,,True
36023,196,16.0,,,,6.0,,1.3,7.3,,3.0,-180.0,,,,-190.0,,-194.7,-188.7,,-193.0,,,,False,,False,False,,False
36025,39,16.0,,,,0.0,10.0,1.8,10.2,,6.0,-23.0,,,,-39.0,-29.0,-37.1,-28.8,,-33.0,,,,False,False,False,False,,False
36027,577,544.0,42.7,,,210.0,137.1,498.7,458.8,,357.0,-33.0,-534.3,,,-367.0,-439.9,-78.3,-118.2,,-220.0,False,,,False,False,False,False,,False
36029,2941,2112.0,228.7,,,1977.0,359.3,1490.7,2317.3,,2084.0,-829.0,-2712.3,,,-964.0,-2581.7,-1450.3,-623.7,,-857.0,False,,,False,False,False,True,,False
36031,119,32.0,,,,2.0,,6.7,27.9,,586.0,-87.0,,,,-117.0,,-112.3,-91.1,,467.0,,,,False,,False,False,,False
36033,17,0.0,33.3,,,0.0,,1.8,20.2,,2.0,-17.0,16.3,,,-17.0,,-15.2,3.2,,-15.0,True,,,False,,True,True,,True
36035,49,64.0,87.7,,,2.0,13.5,13.1,50.5,,60.0,15.0,38.7,,,-47.0,-35.5,-35.9,1.5,,11.0,False,,,False,False,False,True,,True
36037,74,56.0,17.9,,,79.0,14.9,37.0,55.3,,45.0,-18.0,-56.1,,,5.0,-59.1,-37.0,-18.7,,-29.0,False,,,True,False,False,False,,False
36039,82,48.0,,,,0.0,11.4,40.7,90.1,,20.0,-34.0,,,,-82.0,-70.6,-41.3,8.1,,-62.0,,,,False,False,False,True,,False
36041,7,0.0,,,,0.0,,2.6,1.8,,1.0,-7.0,,,,-7.0,,-4.4,-5.2,,-6.0,,,,False,,True,True,,True
36043,76,72.0,228.4,,,1.0,119.6,48.5,69.3,,44.0,-4.0,152.4,,,-75.0,43.6,-27.5,-6.7,,-32.0,False,,,False,False,False,False,,False
36045,38,24.0,52.0,,,0.0,58.5,46.3,32.3,,6.0,-14.0,14.0,,,-38.0,20.5,8.3,-5.7,,-32.0,False,,,False,False,True,True,,False
36047,7656,0.0,,,,,,0.0,,,,-7656.0,,,,,,-7656.0,,,,,,,,,False,,,
36049,8,48.0,,,,0.0,,2.7,10.4,,250.0,40.0,,,,-8.0,,-5.3,2.4,,242.0,,,,True,,True,True,,False
36051,41,16.0,35.9,,,63.0,87.9,15.3,8.6,,19.0,-25.0,-5.1,,,22.0,46.9,-25.7,-32.4,,-22.0,True,,,True,False,False,False,,True
36053,88,72.0,64.9,,,5.0,20.7,63.9,64.7,,65.0,-16.0,-23.1,,,-83.0,-67.3,-24.1,-23.3,,-23.0,False,,,False,False,False,False,,False
36055,1244,1768.0,1440.6,,,595.0,331.0,1621.3,953.1,,2012.0,524.0,196.6,,,-649.0,-913.0,377.3,-290.9,,768.0,True,,,False,False,True,True,,False
36057,61,96.0,,,,1.0,34.3,63.0,56.5,,144.0,35.0,,,,-60.0,-26.7,2.0,-4.5,,83.0,,,,False,True,True,True,,False
36059,3950,2104.0,70.6,,,759.0,5509.9,1895.1,3352.7,,1352.0,-1846.0,-3879.4,,,-3191.0,1559.9,-2054.9,-597.3,,-2598.0,False,,,False,True,False,True,,False
36061,2954,18656.0,,,,4296.0,8238.0,13993.0,16139.1,,18857.0,15702.0,,,,1342.0,5284.0,11039.0,13185.1,,15903.0,,,,True,True,True,True,,False
36063,353,280.0,418.5,,,222.0,49.5,286.8,95.8,,373.0,-73.0,65.5,,,-131.0,-303.5,-66.2,-257.2,,20.0,True,,,False,False,True,False,,True
36065,334,424.0,691.6,,,46.0,64.5,206.1,221.4,,273.0,90.0,357.6,,,-288.0,-269.5,-127.9,-112.6,,-61.0,False,,,False,False,False,False,,True
36067,1084,784.0,1303.3,,,266.0,160.5,661.6,502.7,,633.0,-300.0,219.3,,,-818.0,-923.5,-422.4,-581.3,,-451.0,True,,,False,False,False,False,,False
36069,145,80.0,104.3,,,79.0,69.1,0.4,34.4,,44.0,-65.0,-40.7,,,-66.0,-75.9,-144.6,-110.6,,-101.0,True,,,False,False,False,False,,False
36071,1569,584.0,310.8,,,396.0,67.4,419.8,633.8,,587.0,-985.0,-1258.2,,,-1173.0,-1501.6,-1149.2,-935.2,,-982.0,False,,,False,False,False,True,,True
36073,44,16.0,,,,30.0,2.6,4.2,4.0,,10.0,-28.0,,,,-14.0,-41.4,-39.8,-40.0,,-34.0,,,,True,False,False,False,,False
36075,276,144.0,145.5,,,5.0,25.7,85.1,79.5,,623.0,-132.0,-130.5,,,-271.0,-250.3,-190.9,-196.5,,347.0,True,,,False,False,False,False,,False
36077,241,16.0,8.0,,,0.0,8.7,3.0,17.3,,4.0,-225.0,-233.0,,,-241.0,-232.3,-238.0,-223.7,,-237.0,False,,,False,False,False,True,,False
36079,216,96.0,11.0,,,4.0,153.8,70.5,108.2,,45.0,-120.0,-205.1,,,-212.0,-62.2,-145.4,-107.8,,-171.0,False,,,False,True,False,True,,False
36081,4931,0.0,,,,,,0.0,,,,-4931.0,,,,,,-4931.0,,,,,,,,,False,,,
36083,181,224.0,178.3,,,61.0,94.9,90.6,164.2,,87.0,43.0,-2.7,,,-120.0,-86.1,-90.4,-16.8,,-94.0,True,,,False,False,False,True,,False
36085,1327,0.0,,,,,,0.0,,,,-1327.0,,,,,,-1327.0,,,,,,,,,False,,,
36087,2693,488.0,13.7,,,505.0,487.5,320.5,843.0,,511.0,-2205.0,-2679.3,,,-2188.0,-2205.5,-2372.5,-1850.0,,-2182.0,False,,,True,False,False,True,,True
36089,81,0.0,5.8,,,0.0,7.7,0.7,13.1,,1.0,-81.0,-75.2,,,-81.0,-73.3,-80.3,-67.9,,-80.0,True,,,False,True,True,True,,True
36091,358,224.0,77.1,,,80.0,134.7,127.5,107.3,,104.0,-134.0,-280.9,,,-278.0,-223.3,-230.5,-250.7,,-254.0,False,,,False,False,False,False,,False
36093,350,344.0,200.6,,,40.0,178.9,195.8,290.7,,172.0,-6.0,-149.4,,,-310.0,-171.1,-154.2,-59.3,,-178.0,False,,,False,False,False,False,,False
36095,24,0.0,,,,0.0,,0.5,6.2,,0.0,-24.0,,,,-24.0,,-23.6,-17.8,,-24.0,,,,False,,True,True,,False
36097,43,8.0,,,,8.0,,3.0,8.4,,1.0,-35.0,,,,-35.0,,-40.0,-34.6,,-42.0,,,,False,,False,True,,False
36099,22,32.0,,,,13.0,,12.1,27.4,,112.0,10.0,,,,-9.0,,-9.9,5.4,,90.0,,,,True,,True,True,,False
