,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,303,429.0,,373.0,589.0,,,,,,348.0,371.1,,386.3,355.2,,458.0,,,705.7,,,,,,126.0,,70.0,286.0,,,,,,45.0,68.1,,83.3,52.2,,155.0,,,402.7,,,,,,,True,False,,,,,,True,True,,True,True,,False,,,False,,,,,
01023,38,63.0,,48.0,55.0,,,,,,136.0,43.3,,23.6,69.2,,153.0,,,40.6,,,,,,25.0,,10.0,17.0,,,,,,98.0,5.3,,-14.4,31.2,,115.0,,,2.6,,,,,,,True,True,,,,,,False,True,,True,False,,False,,,True,,,,,
01025,424,165.0,,133.0,224.0,,,,,,294.0,146.8,,82.5,141.5,,284.0,,,125.6,,,,,,-259.0,,-291.0,-200.0,,,,,,-130.0,-277.1,,-341.5,-282.5,,-140.0,,,-298.4,,,,,,,False,True,,,,,,True,False,,False,False,,True,,,False,,,,,
01027,140,120.0,,98.0,132.0,,,,,,46.0,66.9,,109.5,158.3,,134.0,,,94.3,,,,,,-20.0,,-42.0,-8.0,,,,,,-94.0,-73.1,,-30.5,18.3,,-6.0,,,-45.7,,,,,,,False,True,,,,,,False,False,,False,True,,True,,,False,,,,,
01029,46,69.0,,50.0,99.0,,,,,,45.0,48.8,,26.1,55.0,,77.0,,,111.2,,,,,,23.0,,4.0,53.0,,,,,,-1.0,2.8,,-19.9,9.0,,31.0,,,65.2,,,,,,,True,False,,,,,,True,True,,True,True,,False,,,False,,,,,
01031,201,297.0,157.5,271.0,496.0,,,,,,511.0,277.4,,265.2,313.0,,439.0,,,252.1,,,,,,96.0,-43.5,70.0,295.0,,,,,,310.0,76.4,,64.2,112.0,,238.0,,,51.1,,,,,,True,True,False,,,,,,False,True,,True,False,,False,,,True,,,,,
01033,398,492.0,487.4,422.0,338.0,,,,,,510.0,395.9,,289.2,400.0,,618.0,,,505.4,,,,,,94.0,89.4,24.0,-60.0,,,,,,112.0,-2.1,,-108.8,2.0,,220.0,,,107.4,,,,,,True,True,True,,,,,,False,True,,False,True,,False,,,False,,,,,
01035,95,150.0,,110.0,170.0,,,,,,144.0,121.3,,81.4,155.9,56.3,231.0,,,125.0,,,,,,55.0,,15.0,75.0,,,,,,49.0,26.3,,-13.6,60.9,-38.7,136.0,,,30.0,,,,,,,True,False,,,,,,True,True,,True,False,True,False,,,True,,,,,
01037,37,36.0,,26.0,12.0,,,,,,23.0,32.0,,29.7,41.3,,57.0,,,30.3,,,,,,-1.0,,-11.0,-25.0,,,,,,-14.0,-5.0,,-7.3,4.3,,20.0,,,-6.7,,,,,,,False,False,,,,,,False,False,,False,False,,False,,,False,,,,,
01039,222,315.0,,306.0,412.0,,,,,,478.0,419.1,,196.0,301.3,176.1,435.0,,,271.0,,,,,,93.0,,84.0,190.0,,,,,,256.0,197.1,,-26.0,79.3,-45.9,213.0,,,49.0,,,,,,,True,False,,,,,,False,False,,True,True,True,False,,,True,,,,,
01041,152,216.0,,98.0,399.0,,,,,,121.0,43.8,,52.3,128.6,46.6,216.0,,,118.2,,,,,,64.0,,-54.0,247.0,,,,,,-31.0,-108.2,,-99.7,-23.4,-105.4,64.0,,,-33.8,,,,,,,True,False,,,,,,True,False,,False,True,False,False,,,True,,,,,
01043,389,474.0,596.6,444.0,325.0,,,,,,695.0,710.1,,268.6,401.2,469.8,646.0,,,520.7,,,,,,85.0,207.6,55.0,-64.0,,,,,,306.0,321.1,,-120.4,12.2,80.8,257.0,,,131.7,,,,,,False,True,True,,,,,,False,False,,False,True,True,False,,,False,,,,,
01045,214,507.0,,425.0,711.0,,,,,,438.0,412.4,,469.2,394.2,238.4,591.0,,,629.2,,,,,,293.0,,211.0,497.0,,,,,,224.0,198.4,,255.2,180.2,24.4,377.0,,,415.2,,,,,,,True,False,,,,,,True,True,,True,True,True,False,,,False,,,,,
01047,226,249.0,,193.0,271.0,,,,,,415.0,264.0,,62.9,179.7,87.1,638.0,,,196.7,,,,,,23.0,,-33.0,45.0,,,,,,189.0,38.0,,-163.1,-46.3,-138.9,412.0,,,-29.3,,,,,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,,
01049,451,594.0,786.0,544.0,283.0,,,,,,757.0,721.3,,537.5,550.7,387.6,971.0,,,411.8,,,,,,143.0,335.0,93.0,-168.0,,,,,,306.0,270.3,,86.5,99.7,-63.4,520.0,,,-39.2,,,,,,False,True,False,,,,,,False,False,,True,True,True,False,,,True,,,,,
01051,427,624.0,470.8,489.0,800.0,,,,,,643.0,490.2,,501.8,530.1,341.6,979.0,,,453.3,,,,,,197.0,43.8,62.0,373.0,,,,,,216.0,63.2,,74.8,103.1,-85.4,552.0,,,26.3,,,,,,True,True,False,,,,,,False,True,,True,True,True,False,,,True,,,,,
01053,377,648.0,,484.0,718.0,,,,,,604.0,558.6,,379.4,530.4,196.9,732.0,,,476.2,,,,,,271.0,,107.0,341.0,,,,,,227.0,181.6,,2.4,153.4,-180.1,355.0,,,99.2,,,,,,,True,False,,,,,,True,True,,True,True,True,False,,,True,,,,,
01055,696,1053.0,988.1,948.0,1015.0,,,,,,940.0,1171.0,,932.5,914.9,598.7,1286.0,,,952.5,,,,,,357.0,292.1,252.0,319.0,,,,,,244.0,475.0,,236.5,218.9,-97.3,590.0,,,256.5,,,,,,True,True,True,,,,,,True,False,,True,True,True,False,,,True,,,,,
01057,118,51.0,,58.0,64.0,,,,,,91.0,85.6,,40.3,62.6,74.3,92.0,,,15.1,,,,,,-67.0,,-60.0,-54.0,,,,,,-27.0,-32.4,,-77.7,-55.4,-43.7,-26.0,,,-102.9,,,,,,,True,True,,,,,,True,True,,False,True,True,True,,,False,,,,,
01059,249,192.0,,115.0,224.0,,,,,,464.0,108.1,,83.4,181.7,46.7,597.0,,,116.4,,,,,,-57.0,,-134.0,-25.0,,,,,,215.0,-140.9,,-165.6,-67.3,-202.3,348.0,,,-132.6,,,,,,,False,True,,,,,,False,False,,False,False,False,False,,,False,,,,,
01061,107,147.0,,131.0,278.0,,,,,,291.0,186.9,,81.0,136.7,97.6,164.0,,,145.4,,,,,,40.0,,24.0,171.0,,,,,,184.0,79.9,,-26.0,29.7,-9.4,57.0,,,38.4,,,,,,,True,False,,,,,,False,False,,True,True,True,False,,,True,,,,,
01063,29,42.0,,28.0,42.0,,,,,,60.0,39.5,,9.1,43.7,1.1,130.0,,,22.9,,,,,,13.0,,-1.0,13.0,,,,,,31.0,10.5,,-19.9,14.7,-27.9,101.0,,,-6.1,,,,,,,True,False,,,,,,False,True,,False,False,False,False,,,True,,,,,
01065,91,78.0,,44.0,93.0,,,,,,151.0,57.9,,35.6,110.0,7.5,237.0,,,41.7,,,,,,-13.0,,-47.0,2.0,,,,,,60.0,-33.1,,-55.4,19.0,-83.5,146.0,,,-49.3,,,,,,,False,True,,,,,,False,False,,False,False,False,False,,,False,,,,,
01067,70,75.0,,56.0,131.0,,,,,,83.0,59.3,,33.1,88.4,42.9,129.0,,,55.8,,,,,,5.0,,-14.0,61.0,,,,,,13.0,-10.7,,-36.9,18.4,-27.1,59.0,,,-14.2,,,,,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,,
01069,500,858.0,526.1,631.0,1137.0,,,,,,980.0,670.4,,535.0,619.2,624.9,833.0,,,1017.2,,,,,,358.0,26.1,131.0,637.0,,,,,,480.0,170.4,,35.0,119.2,124.9,333.0,,,517.2,,,,,,True,True,False,,,,,,False,True,,True,True,True,True,,,False,,,,,
01071,495,276.0,473.7,312.0,136.0,,,,,,363.0,495.1,,204.6,259.4,266.4,423.0,,,939.6,,,,,,-219.0,-21.3,-183.0,-359.0,,,,,,-132.0,0.1,,-290.4,-235.6,-228.6,-72.0,,,444.6,,,,,,True,True,False,,,,,,True,True,,False,False,False,True,,,False,,,,,
01073,3829,5085.0,7506.5,5154.0,5189.0,,,,,,6513.0,5766.9,,5148.7,4631.8,4046.1,7116.0,,,5468.8,4180.0,,,,,1256.0,3677.5,1325.0,1360.0,,,,,,2684.0,1937.9,,1319.7,802.8,217.1,3287.0,,,1639.8,351.0,,,,,False,False,False,,,,,,False,False,,False,True,True,False,,,False,True,,,,
01075,84,135.0,,77.0,238.0,,,,,,105.0,95.4,,59.8,85.9,72.1,130.0,,,86.7,,,,,,51.0,,-7.0,154.0,,,,,,21.0,11.4,,-24.2,1.9,-11.9,46.0,,,2.7,,,,,,,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,,
01077,355,462.0,390.1,421.0,458.0,,,,,,748.0,649.0,,334.0,425.6,451.2,632.0,,,404.0,,,,,,107.0,35.1,66.0,103.0,,,,,,393.0,294.0,,-21.0,70.6,96.2,277.0,,,49.0,,,,,,True,True,True,,,,,,False,False,,True,True,True,False,,,True,,,,,
01079,132,171.0,,171.0,270.0,,,,,,185.0,225.3,,124.8,173.8,137.5,234.0,,,178.2,,,,,,39.0,,39.0,138.0,,,,,,53.0,93.3,,-7.2,41.8,5.5,102.0,,,46.2,,,,,,,False,False,,,,,,False,False,,True,False,True,False,,,False,,,,,
01081,631,780.0,1354.3,660.0,484.0,,,,,,1151.0,1042.3,,561.4,659.8,813.5,1388.0,,,466.3,591.0,,,,,149.0,723.3,29.0,-147.0,,,,,,520.0,411.3,,-69.6,28.8,182.5,757.0,,,-164.7,-40.0,,,,,False,True,True,,,,,,False,False,,True,True,False,False,,,False,True,,,,
01083,459,561.0,704.6,512.0,449.0,,,,,,684.0,673.3,,358.1,439.4,583.0,700.0,,,582.7,,,,,,102.0,245.6,53.0,-10.0,,,,,,225.0,214.3,,-100.9,-19.6,124.0,241.0,,,123.7,,,,,,False,True,True,,,,,,False,False,,True,True,False,False,,,False,,,,,
01085,51,57.0,,24.0,21.0,,,,,,85.0,29.1,,8.3,58.5,1.9,280.0,,,32.9,,,,,,6.0,,-27.0,-30.0,,,,,,34.0,-21.9,,-42.7,7.5,-49.1,229.0,,,-18.1,,,,,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,,
01087,73,108.0,,86.0,118.0,,,,,,89.0,112.0,,28.4,94.8,50.2,177.0,,,130.4,,,,,,35.0,,13.0,45.0,,,,,,16.0,39.0,,-44.6,21.8,-22.8,104.0,,,57.4,,,,,,,True,False,,,,,,True,False,,False,True,True,False,,,False,,,,,
01089,1501,2457.0,2904.7,2530.0,1623.0,,,,,,2524.0,3468.1,,2790.6,2224.3,2280.0,3086.0,,,8838.2,2761.0,,,,,956.0,1403.7,1029.0,122.0,,,,,,1023.0,1967.1,,1289.6,723.3,779.0,1585.0,,,7337.2,1260.0,,,,,False,False,True,,,,,,False,False,,False,True,True,False,,,False,False,,,,
01091,120,180.0,,181.0,215.0,,,,,,256.0,103.8,,105.1,180.8,89.1,309.0,,,198.6,,,,,,60.0,,61.0,95.0,,,,,,136.0,-16.2,,-14.9,60.8,-30.9,189.0,,,78.6,,,,,,,False,False,,,,,,False,True,,True,False,True,False,,,False,,,,,
01093,147,162.0,,151.0,126.0,,,,,,246.0,201.2,,111.2,163.1,147.5,287.0,,,396.5,,,,,,15.0,,4.0,-21.0,,,,,,99.0,54.2,,-35.8,16.1,0.5,140.0,,,249.5,,,,,,,True,False,,,,,,False,False,,False,False,True,False,,,False,,,,,
01095,632,1011.0,1187.0,891.0,1003.0,,,,,,1204.0,994.8,,905.9,831.1,583.8,1673.0,,,713.7,,,,,,379.0,555.0,259.0,371.0,,,,,,572.0,362.8,,273.9,199.1,-48.2,1041.0,,,81.7,,,,,,False,True,True,,,,,,False,True,,True,True,True,False,,,True,,,,,
01097,3877,3591.0,2224.6,3359.0,3432.0,,,,,,4416.0,2902.8,,4211.9,3338.2,1881.7,5206.0,,,5558.0,3327.0,,,,,-286.0,-1652.4,-518.0,-445.0,,,,,,539.0,-974.2,,334.9,-538.8,-1995.3,1329.0,,,1681.0,-550.0,,,,,False,False,False,,,,,,False,False,,False,False,False,False,,,False,False,,,,
01099,101,114.0,,142.0,165.0,,,,,,234.0,189.3,,71.3,172.2,87.0,231.0,,,55.0,,,,,,13.0,,41.0,64.0,,,,,,133.0,88.3,,-29.7,71.2,-14.0,130.0,,,-46.0,,,,,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,,
01101,1450,1857.0,2142.6,1743.0,2235.0,,,,,,2547.0,959.4,,1167.9,1663.5,992.5,3441.0,,,1805.5,1851.0,,,,,407.0,692.6,293.0,785.0,,,,,,1097.0,-490.6,,-282.1,213.5,-457.5,1991.0,,,355.5,401.0,,,,,False,True,False,,,,,,False,False,,True,True,False,False,,,True,True,,,,
01103,583,876.0,899.1,721.0,618.0,,,,,,1142.0,970.3,,560.0,727.2,583.0,1270.0,,,736.2,,,,,,293.0,316.1,138.0,35.0,,,,,,559.0,387.3,,-23.0,144.2,0.0,687.0,,,153.2,,,,,,False,True,True,,,,,,False,False,,True,True,True,False,,,True,,,,,
01105,86,195.0,,137.0,200.0,,,,,,63.0,124.9,,133.2,169.1,35.6,259.0,,,167.4,,,,,,109.0,,51.0,114.0,,,,,,-23.0,38.9,,47.2,83.1,-50.4,173.0,,,81.4,,,,,,,True,False,,,,,,True,True,,True,True,True,False,,,True,,,,,
01107,113,93.0,,79.0,79.0,,,,,,161.0,119.9,,45.1,87.7,73.5,197.0,,,70.1,,,,,,-20.0,,-34.0,-34.0,,,,,,48.0,6.9,,-67.9,-25.3,-39.5,84.0,,,-42.9,,,,,,,False,False,,,,,,False,True,,False,False,False,False,,,False,,,,,
01109,179,153.0,,109.0,206.0,,,,,,350.0,149.3,,76.7,199.3,80.4,355.0,,,101.4,,,,,,-26.0,,-70.0,27.0,,,,,,171.0,-29.7,,-102.3,20.3,-98.6,176.0,,,-77.6,,,,,,,False,False,,,,,,False,False,,False,True,False,False,,,False,,,,,
01111,64,171.0,,121.0,308.0,,,,,,127.0,150.3,,36.5,121.4,94.2,222.0,,,156.5,,,,,,107.0,,57.0,244.0,,,,,,63.0,86.3,,-27.5,57.4,30.2,158.0,,,92.5,,,,,,,True,False,,,,,,True,True,,True,True,True,False,,,True,,,,,
01113,363,438.0,488.0,386.0,370.0,,,,,,388.0,458.5,,302.0,391.3,274.3,674.0,,,432.9,,,,,,75.0,125.0,23.0,7.0,,,,,,25.0,95.5,,-61.0,28.3,-88.7,311.0,,,69.9,,,,,,False,True,True,,,,,,True,False,,True,True,False,False,,,True,,,,,
01115,479,585.0,448.7,509.0,395.0,,,,,,501.0,856.3,,493.5,509.9,601.9,714.0,,,1200.6,,,,,,106.0,-30.3,30.0,-84.0,,,,,,22.0,377.3,,14.5,30.9,122.9,235.0,,,721.6,,,,,,True,True,True,,,,,,True,False,,True,True,False,False,,,False,,,,,
01117,962,1341.0,1481.9,1357.0,941.0,,,,,,1584.0,1793.5,,1276.1,1208.0,1194.5,1834.0,,,1588.6,1158.0,,,,,379.0,519.9,395.0,-21.0,,,,,,622.0,831.5,,314.1,246.0,232.5,872.0,,,626.6,196.0,,,,,False,False,True,,,,,,False,False,,True,True,True,False,,,False,True,,,,
01119,43,69.0,,30.0,43.0,,,,,,120.0,24.9,,11.4,65.0,1.3,187.0,,,40.3,,,,,,26.0,,-13.0,0.0,,,,,,77.0,-18.1,,-31.6,22.0,-41.7,144.0,,,-2.7,,,,,,,True,True,,,,,,False,True,,False,True,False,False,,,True,,,,,
01121,592,405.0,741.3,485.0,398.0,,,,,,529.0,851.7,,372.6,421.7,440.3,532.0,,,793.9,,,,,,-187.0,149.3,-107.0,-194.0,,,,,,-63.0,259.7,,-219.4,-170.3,-151.7,-60.0,,,201.9,,,,,,True,True,False,,,,,,True,False,,False,True,True,True,,,False,,,,,
01123,176,192.0,,155.0,254.0,,,,,,293.0,173.9,,123.3,191.6,79.8,447.0,,,155.0,,,,,,16.0,,-21.0,78.0,,,,,,117.0,-2.1,,-52.7,15.6,-96.2,271.0,,,-21.0,,,,,,,False,False,,,,,,False,True,,False,True,False,False,,,False,,,,,
01125,1032,1314.0,2343.7,1084.0,1256.0,,,,,,2038.0,1102.4,,1061.5,1156.3,865.6,2205.0,,,1160.8,854.0,,,,,282.0,1311.7,52.0,224.0,,,,,,1006.0,70.4,,29.5,124.3,-166.4,1173.0,,,128.8,-178.0,,,,,False,True,True,,,,,,False,True,,True,True,True,False,,,True,True,,,,
01127,268,390.0,956.5,304.0,331.0,,,,,,668.0,444.9,,211.5,347.6,243.8,824.0,,,266.6,,,,,,122.0,688.5,36.0,63.0,,,,,,400.0,176.9,,-56.5,79.6,-24.2,556.0,,,-1.4,,,,,,False,True,True,,,,,,False,False,,True,True,True,False,,,True,,,,,
01129,194,213.0,,196.0,476.0,,,,,,209.0,114.4,,96.6,195.9,55.8,229.0,,,233.8,,,,,,19.0,,2.0,282.0,,,,,,15.0,-79.6,,-97.4,1.9,-138.2,35.0,,,39.8,,,,,,,True,False,,,,,,True,False,,False,True,False,False,,,False,,,,,
01131,75,117.0,,58.0,56.0,,,,,,72.0,44.4,,43.9,118.7,36.6,235.0,,,82.5,,,,,,42.0,,-17.0,-19.0,,,,,,-3.0,-30.6,,-31.1,43.7,-38.4,160.0,,,7.5,,,,,,,True,True,,,,,,True,True,,True,False,True,False,,,True,,,,,
01133,100,111.0,,96.0,95.0,,,,,,183.0,199.0,,57.0,100.7,108.2,230.0,,,92.4,,,,,,11.0,,-4.0,-5.0,,,,,,83.0,99.0,,-43.0,0.7,8.2,130.0,,,-7.6,,,,,,,True,True,,,,,,False,False,,False,True,True,False,,,True,,,,,
02013,1,3.0,,0.0,0.0,,,,,,,6.8,,,0.1,,0.0,,,,,,,,,2.0,,-1.0,-1.0,,,,,,,5.8,,,-0.9,,-1.0,,,,,,,,,,True,True,,,,,,,False,,,True,,True,,,,,,,,
02016,4,3.0,,1.0,0.0,,,,,,,17.2,,,2.0,,,,,1.9,,,,,,-1.0,,-3.0,-4.0,,,,,,,13.2,,,-2.0,,,,,-2.1,,,,,,,False,False,,,,,,,False,,,False,,,,,False,,,,,
02020,1262,930.0,921.4,1165.0,1399.0,,,,,,,1722.9,,1498.5,1509.2,949.6,1361.0,,,1036.2,2528.0,,,,,-332.0,-340.6,-97.0,137.0,,,,,,,460.9,,236.5,247.2,-312.4,99.0,,,-225.8,1266.0,,,,,False,True,True,,,,,,,False,,True,True,True,True,,,True,False,,,,
02050,11,6.0,,1.0,0.0,,,,,,,6.5,,4.4,2.6,,17.0,,,,,,,,,-5.0,,-10.0,-11.0,,,,,,,-4.5,,-6.6,-8.4,,6.0,,,,,,,,,,False,False,,,,,,,True,,False,False,,False,,,,,,,,
02060,0,3.0,,0.0,0.0,,,,,,,0.0,,1.0,0.1,,0.0,,,2.6,,,,,,3.0,,0.0,0.0,,,,,,,0.0,,1.0,0.1,,0.0,,,2.6,,,,,,,True,True,,,,,,,True,,True,True,,True,,,True,,,,,
02068,0,3.0,,0.0,0.0,,,,,,,4.0,,,0.1,,0.0,,,,,,,,,3.0,,0.0,0.0,,,,,,,4.0,,,0.1,,0.0,,,,,,,,,,True,True,,,,,,,False,,,True,,True,,,,,,,,
02070,2,0.0,,0.0,0.0,,,,,,,0.0,,0.1,0.0,,0.0,,,0.0,,,,,,-2.0,,-2.0,-2.0,,,,,,,-2.0,,-1.9,-2.0,,-2.0,,,-2.0,,,,,,,False,False,,,,,,,False,,True,True,,False,,,False,,,,,
02090,137,174.0,214.6,192.0,,,,,,,,307.5,,170.6,193.7,212.9,321.0,,,338.7,,,,,,37.0,77.6,55.0,,,,,,,,170.5,,33.6,56.7,75.9,184.0,,,201.7,,,,,,False,False,,,,,,,,False,,True,False,False,False,,,False,,,,,
02100,0,3.0,,0.0,0.0,,,,,,,5.9,,,0.2,,0.0,,,2.1,,,,,,3.0,,0.0,0.0,,,,,,,5.9,,,0.2,,0.0,,,2.1,,,,,,,True,True,,,,,,,False,,,True,,True,,,True,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,6.4,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,6.4,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,,,False,,True,,,,,,,,
02110,110,45.0,,33.0,45.0,,,,,,,91.8,,35.6,36.2,,67.0,,,32.4,,,,,,-65.0,,-77.0,-65.0,,,,,,,-18.2,,-74.4,-73.8,,-43.0,,,-77.6,,,,,,,False,False,,,,,,,True,,False,False,,True,,,False,,,,,
02122,176,111.0,240.5,94.0,44.0,,,,,,,258.3,,22.8,105.0,162.3,224.0,,,97.8,,,,,,-65.0,64.5,-82.0,-132.0,,,,,,,82.3,,-153.2,-71.0,-13.7,48.0,,,-78.2,,,,,,True,False,False,,,,,,,False,,False,False,True,True,,,False,,,,,
