,actual_cases,COVIDhub-baseline,COVIDhub-ensemble,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-COVIDhub-ensemble,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
Georgia,45156,49648.0,45614.0,,56110.0,42467.0,44623.8,26345.0,125436.5,45978.0,44887.9,43939.4,40962.3,44981.9,53375.0,,49009.9,52242.8,61376.6,42172.5,45094.0,4492.0,458.0,,10954.0,-2689.0,-532.2,-18811.0,80280.5,822.0,-268.1,-1216.6,-4193.7,-174.1,8219.0,,3853.9,7086.8,16220.6,-2983.5,-62.0,True,,False,True,True,False,False,True,True,True,True,True,False,,True,False,False,True,True
Hawaii,2628,1154.0,1057.0,,872.4,267.0,859.4,824.3,51.9,,3393.8,1270.6,1313.0,1078.4,1768.0,,1821.3,1185.1,,2172.1,1914.0,-1474.0,-1571.0,,-1755.6,-2361.0,-1768.6,-1803.7,-2576.1,,765.8,-1357.4,-1315.0,-1549.6,-860.0,,-806.7,-1442.9,,-455.9,-714.0,False,,False,False,False,False,False,,True,True,True,False,True,,True,True,,True,True
Idaho,6365,6568.0,6157.0,,9367.0,6214.0,13647.9,3334.6,5749.1,6118.0,9913.1,8551.8,3138.3,4369.1,5984.0,,4042.9,6202.4,,3376.9,5811.0,203.0,-208.0,,3002.0,-151.0,7282.9,-3030.4,-615.9,-247.0,3548.1,2186.8,-3226.7,-1995.9,-381.0,,-2322.1,-162.6,,-2988.1,-554.0,False,,False,True,False,False,False,False,False,False,False,False,False,,False,True,,False,False
Illinois,24097,21264.0,21264.0,,25365.5,470.0,16820.0,11546.8,17017.0,21593.0,27756.6,28375.6,18745.5,22266.4,29338.0,,20139.9,25435.0,14720.6,26738.0,21680.0,-2833.0,-2833.0,,1268.5,-23627.0,-7277.0,-12550.2,-7080.0,-2504.0,3659.6,4278.6,-5351.5,-1830.6,5241.0,,-3957.1,1338.0,-9376.4,2641.0,-2417.0,False,,True,False,False,False,False,True,False,False,False,True,False,,False,True,False,True,True
Indiana,12554,11204.0,11267.0,,14524.7,5577.0,9821.1,6012.0,20330.2,11247.0,14331.1,18330.3,9948.4,10966.1,14580.0,,8731.5,13067.5,8912.5,11400.2,11087.0,-1350.0,-1287.0,,1970.7,-6977.0,-2732.9,-6542.0,7776.2,-1307.0,1777.1,5776.3,-2605.6,-1587.9,2026.0,,-3822.5,513.5,-3641.5,-1153.8,-1467.0,True,,False,False,False,False,False,True,False,False,False,False,False,,False,True,False,True,False
Iowa,6772,6814.0,6626.0,,7753.7,2356.0,6466.1,3505.5,11277.7,5930.0,8345.9,8947.2,6183.2,6510.4,6898.0,,5527.2,6995.9,6846.7,7091.0,6189.0,42.0,-146.0,,981.7,-4416.0,-305.9,-3266.5,4505.7,-842.0,1573.9,2175.2,-588.8,-261.6,126.0,,-1244.8,223.9,74.7,319.0,-583.0,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
Kansas,6293,5166.0,4815.0,,7684.7,2405.0,6118.7,2232.6,4755.3,8319.0,9126.4,11533.3,3719.5,4586.7,5146.0,,4380.2,4925.7,,3645.4,4459.0,-1127.0,-1478.0,,1391.7,-3888.0,-174.3,-4060.4,-1537.7,2026.0,2833.4,5240.3,-2573.5,-1706.3,-1147.0,,-1912.8,-1367.3,,-2647.6,-1834.0,False,,False,False,True,False,False,False,False,False,False,False,False,,False,False,,False,False
Kentucky,8207,7918.0,7790.0,,12004.5,7368.0,14264.9,4412.2,7054.0,9396.0,12086.9,15903.6,6918.7,7738.2,11018.0,,7072.7,7661.8,7692.0,7718.9,8651.0,-289.0,-417.0,,3797.5,-839.0,6057.9,-3794.8,-1153.0,1189.0,3879.9,7696.6,-1288.3,-468.8,2811.0,,-1134.3,-545.2,-515.0,-488.1,444.0,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
Louisiana,20457,25092.0,25697.0,,32705.4,22030.0,36723.8,7082.5,50005.8,26293.0,21104.7,23948.1,33232.7,23455.2,22004.0,,26691.4,22583.4,,19263.5,16223.0,4635.0,5240.0,,12248.4,1573.0,16266.8,-13374.5,29548.8,5836.0,647.7,3491.1,12775.7,2998.2,1547.0,,6234.4,2126.4,,-1193.5,-4234.0,False,,False,True,False,False,False,False,True,True,False,True,True,,False,True,,True,True
Maine,207,294.0,283.0,,228.1,123.0,277.1,151.5,447.3,211.0,498.5,201.5,269.4,299.4,312.0,,281.8,325.0,329.0,349.1,361.0,87.0,76.0,,21.1,-84.0,70.1,-55.5,240.3,4.0,291.5,-5.5,62.4,92.4,105.0,,74.8,118.0,122.0,142.1,154.0,True,,True,True,True,True,False,True,False,True,True,False,False,,True,False,False,False,False
Maryland,10328,12622.0,11347.0,,16814.3,6844.0,9524.5,6998.2,10942.3,10461.0,9952.0,18483.7,11346.9,12990.5,18396.0,,8875.8,17301.3,,14372.4,13614.0,2294.0,1019.0,,6486.3,-3484.0,-803.5,-3329.8,614.3,133.0,-376.0,8155.7,1018.9,2662.5,8068.0,,-1452.2,6973.3,,4044.4,3286.0,True,,False,False,True,False,True,True,True,False,True,False,False,,True,False,,False,False
Massachusetts,5159,5544.0,5525.0,,5776.1,107.0,4374.4,3425.5,18269.3,5061.0,7413.4,5100.4,5006.9,6907.6,7160.0,,3723.2,7583.1,,8442.2,6213.0,385.0,366.0,,617.1,-5052.0,-784.6,-1733.5,13110.3,-98.0,2254.4,-58.6,-152.1,1748.6,2001.0,,-1435.8,2424.1,,3283.2,1054.0,True,,False,False,False,False,False,True,False,True,True,False,False,,False,False,,False,False
Michigan,10450,11420.0,10150.0,,12809.5,3425.0,10619.3,5568.7,7088.3,13046.0,22827.8,18840.0,7644.3,9277.1,12496.0,,7103.9,14487.4,,10149.5,11418.0,970.0,-300.0,,2359.5,-7025.0,169.3,-4881.3,-3361.7,2596.0,12377.8,8390.0,-2805.7,-1172.9,2046.0,,-3346.1,4037.4,,-300.5,968.0,True,,False,False,True,False,False,False,False,False,False,False,False,,False,False,,True,True
Minnesota,9225,9794.0,9847.0,,12822.7,4571.0,7916.1,4988.2,7412.6,11206.0,10978.9,13936.5,9178.3,9871.7,11554.0,,8040.4,10930.4,9430.6,10649.7,10437.0,569.0,622.0,,3597.7,-4654.0,-1308.9,-4236.8,-1812.4,1981.0,1753.9,4711.5,-46.7,646.7,2329.0,,-1184.6,1705.4,205.6,1424.7,1212.0,False,,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,False,False
Mississippi,11874,17800.0,16624.0,,21959.6,17604.0,13629.2,9438.0,34828.4,16783.0,14422.4,26568.8,11160.2,14697.4,22645.0,,16093.3,17542.9,20601.2,12608.4,14063.0,5926.0,4750.0,,10085.6,5730.0,1755.2,-2436.0,22954.4,4909.0,2548.4,14694.8,-713.8,2823.4,10771.0,,4219.3,5668.9,8727.2,734.4,2189.0,True,,False,True,True,True,False,True,True,False,True,True,False,,True,True,False,True,True
Missouri,15372,21196.0,18186.0,,28886.5,19886.0,14530.0,10126.7,18733.8,19600.0,19743.3,33361.5,10628.7,17397.8,32422.0,,14885.3,23863.0,20562.0,15064.5,27176.0,5824.0,2814.0,,13514.5,4514.0,-842.0,-5245.3,3361.8,4228.0,4371.3,17989.5,-4743.3,2025.8,17050.0,,-486.7,8491.0,5190.0,-307.5,11804.0,True,,False,True,True,True,True,True,True,False,True,True,False,,True,False,True,True,False
Montana,1578,1644.0,1715.0,,2725.3,1214.0,1955.0,957.4,725.3,2127.0,2222.5,1034.6,1937.2,1714.6,2198.0,,1362.0,1665.1,,1832.0,1806.0,66.0,137.0,,1147.3,-364.0,377.0,-620.6,-852.7,549.0,644.5,-543.4,359.2,136.6,620.0,,-216.0,87.1,,254.0,228.0,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False
Nebraska,3850,3992.0,3802.0,,5163.8,822.0,3187.5,2117.0,8920.7,3531.0,3800.4,5913.5,3617.6,4573.7,5644.0,,2992.4,4566.8,2952.2,4667.8,3650.0,142.0,-48.0,,1313.8,-3028.0,-662.5,-1733.0,5070.7,-319.0,-49.6,2063.5,-232.4,723.7,1794.0,,-857.6,716.8,-897.8,817.8,-200.0,True,,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False
Nevada,11534,14516.0,14276.0,,17549.7,13528.0,14527.7,7438.9,30514.1,13705.0,10578.3,22697.1,13907.0,13541.4,14650.0,,14907.6,14791.3,20025.3,15030.9,11733.0,2982.0,2742.0,,6015.7,1994.0,2993.7,-4095.1,18980.1,2171.0,-955.7,11163.1,2373.0,2007.4,3116.0,,3373.6,3257.3,8491.3,3496.9,199.0,True,,False,True,False,False,False,True,True,False,True,True,False,,False,False,False,False,True
New Hampshire,366,398.0,391.0,,465.5,42.0,362.9,217.1,1269.3,333.0,745.2,127.3,293.2,399.0,560.0,,292.0,421.9,313.2,607.4,385.0,32.0,25.0,,99.5,-324.0,-3.1,-148.9,903.3,-33.0,379.2,-238.7,-72.8,33.0,194.0,,-74.0,55.9,-52.8,241.4,19.0,True,,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True
New Jersey,5413,6342.0,5529.0,,4025.3,106.0,4342.6,3147.8,19109.6,7054.0,6857.1,2937.8,4364.2,6612.2,7052.0,,3813.4,6037.7,,7515.9,8061.0,929.0,116.0,,-1387.7,-5307.0,-1070.4,-2265.2,13696.6,1641.0,1444.1,-2475.2,-1048.8,1199.2,1639.0,,-1599.6,624.7,,2102.9,2648.0,True,,False,False,False,False,False,False,False,False,False,False,False,,False,True,,False,False
New Mexico,2506,4016.0,4044.0,,4912.2,2432.0,3811.4,1853.2,5269.2,3952.0,5374.5,5625.5,2735.2,3395.7,3987.0,,4185.4,4259.1,3988.7,2463.6,3974.0,1510.0,1538.0,,2406.2,-74.0,1305.4,-652.8,2763.2,1446.0,2868.5,3119.5,229.2,889.7,1481.0,,1679.4,1753.1,1482.7,-42.4,1468.0,False,,False,True,True,True,False,True,False,False,True,True,True,,False,False,True,True,True
New York,9134,9134.0,9134.0,,8326.8,369.0,8776.1,4844.9,31899.4,6985.0,20215.6,10689.9,7221.8,9571.8,9568.0,,8454.4,10148.0,,9496.9,8858.0,0.0,0.0,,-807.2,-8765.0,-357.9,-4289.1,22765.4,-2149.0,11081.6,1555.9,-1912.2,437.8,434.0,,-679.6,1014.0,,362.9,-276.0,True,,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False
North Carolina,19698,25170.0,26212.0,,26874.9,37416.0,20560.8,12502.7,35407.8,29457.0,33592.1,31619.9,18007.2,21783.8,24378.0,,23969.1,24295.9,32803.5,18983.0,22701.0,5472.0,6514.0,,7176.9,17718.0,862.8,-7195.3,15709.8,9759.0,13894.1,11921.9,-1690.8,2085.8,4680.0,,4271.1,4597.9,13105.5,-715.0,3003.0,False,,False,False,True,False,False,False,False,False,True,True,True,,True,True,False,True,True
North Dakota,1842,1732.0,1409.0,,2783.8,506.0,1619.0,890.8,1342.9,1391.0,1795.7,1516.5,1169.7,1346.3,2258.0,,1238.7,1940.3,,1319.7,1643.0,-110.0,-433.0,,941.8,-1336.0,-223.0,-951.2,-499.1,-451.0,-46.3,-325.5,-672.3,-495.7,416.0,,-603.3,98.3,,-522.3,-199.0,False,,False,False,False,False,False,False,True,False,False,False,False,,False,True,,False,False
Ohio,15587,17806.0,17197.0,,20393.6,11904.0,16974.6,9245.1,38849.1,16614.0,31204.2,20607.0,13179.1,16176.8,18588.0,,17673.0,17941.9,17781.3,15970.9,16889.0,2219.0,1610.0,,4806.6,-3683.0,1387.6,-6341.9,23262.1,1027.0,15617.2,5020.0,-2407.9,589.8,3001.0,,2086.0,2354.9,2194.3,383.9,1302.0,True,,False,False,True,False,False,True,False,False,False,True,False,,True,False,True,True,True
Oklahoma,10067,15300.0,12188.0,,15394.9,11656.0,11602.4,7243.4,13408.4,14422.0,19734.6,19512.2,8892.5,11923.5,18847.0,,11835.6,14759.5,,10149.4,16518.0,5233.0,2121.0,,5327.9,1589.0,1535.4,-2823.6,3341.4,4355.0,9667.6,9445.2,-1174.5,1856.5,8780.0,,1768.6,4692.5,,82.4,6451.0,True,,False,True,True,True,True,True,False,False,True,True,False,,True,True,,True,False
Oregon,4201,4650.0,4587.0,,4975.0,5327.0,4168.0,2437.7,5222.6,4038.0,9282.9,5513.1,3996.0,4393.3,4653.0,,4162.0,4869.2,,4553.9,4773.0,449.0,386.0,,774.0,1126.0,-33.0,-1763.3,1021.6,-163.0,5081.9,1312.1,-205.0,192.3,452.0,,-39.0,668.2,,352.9,572.0,True,,False,False,True,False,False,True,False,False,True,True,False,,True,False,,True,False
Pennsylvania,11063,12706.0,12055.0,,15005.8,854.0,11130.2,6270.9,18427.2,10217.0,21875.2,18683.6,8162.5,12054.9,13844.0,,8766.9,13877.9,6079.2,10877.3,12169.0,1643.0,992.0,,3942.8,-10209.0,67.2,-4792.1,7364.2,-846.0,10812.2,7620.6,-2900.5,991.9,2781.0,,-2296.1,2814.9,-4983.8,-185.7,1106.0,True,,False,False,True,False,False,True,False,False,False,True,False,,False,False,False,True,True
Rhode Island,1313,1596.0,987.0,,1644.6,29.0,777.3,668.9,1025.0,1674.0,201.8,780.0,595.1,913.4,1866.0,,1781.9,1472.9,547.3,1067.6,953.0,283.0,-326.0,,331.6,-1284.0,-535.7,-644.1,-288.0,361.0,-1111.2,-533.0,-717.9,-399.6,553.0,,468.9,159.9,-765.7,-245.4,-360.0,False,,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False
South Carolina,15283,21182.0,20520.0,,20744.6,24171.0,20810.7,10897.8,42891.0,20798.0,22881.6,24605.5,16247.8,19407.5,18451.0,,18804.5,19540.0,25307.7,16967.3,17589.0,5899.0,5237.0,,5461.6,8888.0,5527.7,-4385.2,27608.0,5515.0,7598.6,9322.5,964.8,4124.5,3168.0,,3521.5,4257.0,10024.7,1684.3,2306.0,True,,True,False,True,True,False,True,False,False,True,True,True,,True,True,False,True,True
South Dakota,1251,1124.0,1074.0,,1094.5,415.0,963.7,618.7,1293.8,944.0,932.5,1078.3,1078.5,1201.0,1465.0,,842.2,1613.0,783.0,1416.9,1060.0,-127.0,-177.0,,-156.5,-836.0,-287.3,-632.3,42.8,-307.0,-318.5,-172.7,-172.5,-50.0,214.0,,-408.8,362.0,-468.0,165.9,-191.0,False,,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False
Tennessee,23563,34776.0,27976.0,,40261.1,33912.0,26341.1,16937.7,24467.3,27554.0,28855.2,56251.9,20971.6,26009.0,37346.0,,28714.3,39128.9,41723.5,27628.1,30419.0,11213.0,4413.0,,16698.1,10349.0,2778.1,-6625.3,904.3,3991.0,5292.2,32688.9,-2591.4,2446.0,13783.0,,5151.3,15565.9,18160.5,4065.1,6856.0,True,,False,True,True,True,True,True,True,False,True,True,False,,True,False,False,True,True
Texas,101814,108904.0,107248.0,,131954.8,150612.0,101996.0,56943.0,369897.5,124711.0,108115.6,116736.0,45796.9,90152.1,97815.0,,85720.7,103796.1,,73221.2,85309.0,7090.0,5434.0,,30140.8,48798.0,182.0,-44871.0,268083.5,22897.0,6301.6,14922.0,-56017.1,-11661.9,-3999.0,,-16093.3,1982.1,,-28592.8,-16505.0,True,,False,False,True,False,False,False,True,False,False,False,True,,False,True,,False,False
Utah,5619,6158.0,6279.0,,7807.6,8214.0,6761.2,3077.2,6059.7,5515.0,7930.2,8645.5,5401.3,6033.4,5481.0,,,6715.2,9695.7,4753.9,5490.0,539.0,660.0,,2188.6,2595.0,1142.2,-2541.8,440.7,-104.0,2311.2,3026.5,-217.7,414.4,-138.0,,,1096.2,4076.7,-865.1,-129.0,False,,False,False,False,False,True,True,False,False,True,True,True,,,False,False,False,True
Vermont,88,50.0,62.0,,73.5,11.0,98.0,33.0,2.8,62.0,224.7,146.4,40.4,65.7,49.0,,69.1,92.8,,55.2,49.0,-38.0,-26.0,,-14.5,-77.0,10.0,-55.0,-85.2,-26.0,136.7,58.4,-47.6,-22.3,-39.0,,-18.9,4.8,,-32.8,-39.0,True,,True,False,True,False,False,True,False,False,False,True,False,,True,True,,True,False
Virginia,14949,14384.0,13099.0,,20370.3,7337.0,11860.5,6855.3,3685.2,13535.0,16971.2,23958.7,11474.6,12925.7,16535.0,,13008.7,16920.1,11793.3,12058.4,0.0,-565.0,-1850.0,,5421.3,-7612.0,-3088.5,-8093.7,-11263.8,-1414.0,2022.2,9009.7,-3474.4,-2023.3,1586.0,,-1940.3,1971.1,-3155.7,-2890.6,-14949.0,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
Washington,9344,11384.0,10891.0,,13990.0,10891.0,9829.6,6005.8,9992.4,10207.0,15591.9,19499.1,9677.1,10312.7,11568.0,,10414.9,13067.2,,12153.8,10848.0,2040.0,1547.0,,4646.0,1547.0,485.6,-3338.2,648.4,863.0,6247.9,10155.1,333.1,968.7,2224.0,,1070.9,3723.2,,2809.8,1504.0,True,,False,True,True,False,True,True,False,False,True,True,False,,True,False,,False,True
West Virginia,1724,1926.0,1950.0,,2193.5,1732.0,2273.0,1059.8,413.7,1935.0,3110.7,2119.5,1858.8,1945.4,2481.0,,1736.7,2322.4,,2231.3,2058.0,202.0,226.0,,469.5,8.0,549.0,-664.2,-1310.3,211.0,1386.7,395.5,134.8,221.4,757.0,,12.7,598.4,,507.3,334.0,False,,False,True,False,False,False,False,False,False,True,False,False,,True,False,,False,False
Wisconsin,11054,12264.0,12453.0,,16490.3,8931.0,11533.1,6371.2,18270.3,9473.0,16871.2,21801.9,11936.9,11799.3,14457.0,,12193.3,12235.1,13886.2,13108.8,11589.0,1210.0,1399.0,,5436.3,-2123.0,479.1,-4682.8,7216.3,-1581.0,5817.2,10747.9,882.9,745.3,3403.0,,1139.3,1181.1,2832.2,2054.8,535.0,False,,False,False,True,False,False,False,False,False,True,True,False,,True,True,False,False,True
Wyoming,466,646.0,625.0,,744.1,459.0,643.8,327.3,71.9,529.0,922.5,1038.4,529.9,624.5,743.0,,535.8,722.1,,568.8,685.0,180.0,159.0,,278.1,-7.0,177.8,-138.7,-394.1,63.0,456.5,572.4,63.9,158.5,277.0,,69.8,256.1,,102.8,219.0,True,,False,True,True,True,False,True,False,False,True,True,False,,True,False,,True,False
US,740573,882948.0,843348.0,717920.0,1018547.5,842548.0,801349.0,443586.4,1600731.7,890030.0,936523.5,1111459.1,601113.3,797043.2,905809.0,768784.2,781443.1,895722.5,781797.4,706824.5,782540.0,142375.0,102775.0,-22653.0,277974.5,101975.0,60776.0,-296986.6,860158.7,149457.0,195950.5,370886.1,-139459.7,56470.2,165236.0,28211.2,40870.1,155149.5,41224.4,-33748.5,41967.0,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True
