,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
38039,3,5.0,,6.0,,4.0,4.0,,,,,,4.6,,1.9,4.5,6.0,,2.2,,,,,9.0,,11.4,2.0,,3.0,,1.0,1.0,,,,,,1.6,,-1.1,1.5,3.0,,-0.8,,,,,6.0,,8.4,,False,,True,True,,,,,,True,,True,True,False,,True,,,,,False,,False
38041,1,0.0,,0.0,,0.0,0.0,,,,,,1.8,,,0.0,0.0,,0.4,0.1,,,,0.0,,3.2,-1.0,,-1.0,,-1.0,-1.0,,,,,,0.8,,,-1.0,-1.0,,-0.6,-0.9,,,,-1.0,,2.2,,False,,False,False,,,,,,True,,,True,False,,True,True,,,,False,,False
38043,9,2.0,,2.1,,1.0,0.0,,,,,,2.2,,,1.3,,,1.0,,,,,2.0,,6.9,-7.0,,-6.9,,-8.0,-9.0,,,,,,-6.8,,,-7.7,,,-8.0,,,,,-7.0,,-2.1,,True,,False,False,,,,,,True,,,False,,,False,,,,,False,,True
38045,0,2.0,,2.1,,2.0,0.0,,,,,,0.1,,,0.1,0.0,,2.4,1.6,,,,3.0,,5.6,2.0,,2.1,,2.0,0.0,,,,,,0.1,,,0.1,0.0,,2.4,1.6,,,,3.0,,5.6,,False,,False,True,,,,,,True,,,True,True,,False,True,,,,False,,False
38047,0,3.0,,3.0,,2.0,0.0,,,,,,4.8,,,0.2,0.0,,0.6,,,,,4.0,,4.0,3.0,,3.0,,2.0,0.0,,,,,,4.8,,,0.2,0.0,,0.6,,,,,4.0,,4.0,,False,,True,True,,,,,,False,,,True,True,,True,,,,,False,,False
38049,5,2.0,,2.2,,1.0,0.0,,,,,,2.1,,0.6,0.2,,,0.4,,,,,2.0,,6.1,-3.0,,-2.8,,-4.0,-5.0,,,,,,-2.9,,-4.4,-4.8,,,-4.6,,,,,-3.0,,1.1,,True,,False,False,,,,,,True,,False,False,,,False,,,,,False,,True
38051,11,11.0,,11.2,,3.0,0.0,,,,,,4.7,,1.6,3.1,,,5.2,,,,,12.0,,7.4,0.0,,0.2,,-8.0,-11.0,,,,,,-6.3,,-9.4,-7.9,,,-5.8,,,,,1.0,,-3.6,,False,,False,False,,,,,,False,,False,False,,,False,,,,,False,,False
38053,3,11.0,,10.9,,9.0,0.0,,,,,,10.3,,7.4,6.7,12.0,,11.8,9.8,,,,13.0,,16.5,8.0,,7.9,,6.0,-3.0,,,,,,7.3,,4.4,3.7,9.0,,8.8,6.8,,,,10.0,,13.5,,True,,True,True,,,,,,True,,True,True,False,,False,True,,,,False,,False
38055,39,22.0,,22.1,,14.0,7.0,,,,,,6.9,,6.5,17.3,,,10.9,20.9,,,,27.0,,39.3,-17.0,,-16.9,,-25.0,-32.0,,,,,,-32.1,,-32.5,-21.7,,,-28.1,-18.1,,,,-12.0,,0.3,,True,,False,False,,,,,,False,,False,False,,,False,False,,,,True,,True
38057,7,5.0,,4.9,,3.0,0.0,,,,,,4.9,,2.5,3.4,7.0,,3.9,,,,,5.0,,12.5,-2.0,,-2.1,,-4.0,-7.0,,,,,,-2.1,,-4.5,-3.6,0.0,,-3.1,,,,,-2.0,,5.5,,False,,False,False,,,,,,False,,False,False,True,,False,,,,,False,,False
38059,83,89.0,,86.9,,89.0,102.0,,,,,,58.1,,92.1,81.2,96.0,,88.5,90.5,,,,83.0,,137.4,6.0,,3.9,,6.0,19.0,,,,,,-24.9,,9.1,-1.8,13.0,,5.5,7.5,,,,0.0,,54.4,,True,,False,False,,,,,,False,,False,True,False,,True,False,,,,True,,False
38061,22,16.0,,16.4,,10.0,4.0,,,,,,13.4,,3.2,9.7,13.0,,9.9,15.4,,,,16.0,,24.0,-6.0,,-5.6,,-12.0,-18.0,,,,,,-8.6,,-18.8,-12.3,-9.0,,-12.1,-6.6,,,,-6.0,,2.0,,True,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,True
38063,2,8.0,,8.1,,5.0,,,,,,,6.9,,1.2,5.0,7.0,,4.5,,,,,13.0,,12.4,6.0,,6.1,,3.0,,,,,,,4.9,,-0.8,3.0,5.0,,2.5,,,,,11.0,,10.4,,False,,True,,,,,,,True,,True,True,True,,True,,,,,False,,False
38065,0,1.0,,0.9,,1.0,0.0,,,,,,1.7,,0.2,0.0,,,0.0,1.1,,,,1.0,,4.1,1.0,,0.9,,1.0,0.0,,,,,,1.7,,0.2,0.0,,,0.0,1.1,,,,1.0,,4.1,,True,,False,True,,,,,,False,,True,True,,,True,False,,,,False,,False
38067,0,0.0,,0.0,,0.0,0.0,,,,,,3.3,,1.4,0.1,0.0,,0.2,,,,,0.0,,5.4,0.0,,0.0,,0.0,0.0,,,,,,3.3,,1.4,0.1,0.0,,0.2,,,,,0.0,,5.4,,True,,True,True,,,,,,False,,False,False,True,,False,,,,,True,,False
38069,5,0.0,,0.4,,0.0,0.0,,,,,,0.3,,1.4,1.2,1.0,,0.6,,,,,2.0,,3.7,-5.0,,-4.6,,-5.0,-5.0,,,,,,-4.7,,-3.6,-3.8,-4.0,,-4.4,,,,,-3.0,,-1.3,,True,,False,False,,,,,,True,,True,True,True,,True,,,,,True,,True
38071,16,29.0,,28.2,,20.0,16.0,,,,,,9.7,,5.3,12.4,27.0,,24.7,24.9,,,,40.0,,20.1,13.0,,12.2,,4.0,0.0,,,,,,-6.3,,-10.7,-3.6,11.0,,8.7,8.9,,,,24.0,,4.1,,True,,True,True,,,,,,True,,True,True,True,,True,True,,,,False,,True
38073,0,2.0,,1.9,,2.0,0.0,,,,,,3.6,,1.4,0.3,,,1.8,1.8,,,,1.0,,7.1,2.0,,1.9,,2.0,0.0,,,,,,3.6,,1.4,0.3,,,1.8,1.8,,,,1.0,,7.1,,True,,False,True,,,,,,False,,True,True,,,True,True,,,,True,,False
38075,1,0.0,,0.3,,0.0,0.0,,,,,,0.5,,0.2,0.0,0.0,,0.5,0.0,,,,0.0,,6.2,-1.0,,-0.7,,-1.0,-1.0,,,,,,-0.5,,-0.8,-1.0,-1.0,,-0.5,-1.0,,,,-1.0,,5.2,,True,,False,False,,,,,,True,,True,True,False,,True,True,,,,False,,False
38077,10,14.0,,12.8,,13.0,19.0,,,,,,15.8,,10.6,16.2,16.0,,10.4,14.4,,,,18.0,,11.7,4.0,,2.8,,3.0,9.0,,,,,,5.8,,0.6,6.2,6.0,,0.4,4.4,,,,8.0,,1.7,,True,,True,False,,,,,,False,,True,False,False,,True,False,,,,False,,True
38079,27,29.0,,30.4,,28.0,30.0,,,,,,11.8,,17.2,35.8,,,19.6,26.5,,,,46.0,,42.2,2.0,,3.4,,1.0,3.0,,,,,,-15.2,,-9.8,8.8,,,-7.4,-0.5,,,,19.0,,15.2,,False,,True,False,,,,,,False,,False,False,,,False,True,,,,False,,False
38081,0,3.0,,3.1,,2.0,0.0,,,,,,0.5,,0.3,0.0,0.0,,3.6,2.8,,,,4.0,,7.1,3.0,,3.1,,2.0,0.0,,,,,,0.5,,0.3,0.0,0.0,,3.6,2.8,,,,4.0,,7.1,,False,,True,True,,,,,,True,,True,True,True,,False,True,,,,False,,False
38083,1,3.0,,3.1,,2.0,0.0,,,,,,2.1,,,0.1,,,13.8,,,,,3.0,,9.5,2.0,,2.1,,1.0,-1.0,,,,,,1.1,,,-0.9,,,12.8,,,,,2.0,,8.5,,False,,True,True,,,,,,True,,,True,,,False,,,,,False,,False
38085,14,21.0,,21.8,,13.0,11.0,,,,,,6.3,,11.8,14.9,27.0,,7.6,20.4,,,,19.0,,35.6,7.0,,7.8,,-1.0,-3.0,,,,,,-7.7,,-2.2,0.9,13.0,,-6.4,6.4,,,,5.0,,21.6,,False,,True,True,,,,,,False,,True,True,False,,True,True,,,,True,,False
38087,1,0.0,,0.0,,0.0,0.0,,,,,,0.1,,0.0,0.0,0.0,,0.0,,,,,0.0,,3.0,-1.0,,-1.0,,-1.0,-1.0,,,,,,-0.9,,-1.0,-1.0,-1.0,,-1.0,,,,,-1.0,,2.0,,False,,False,False,,,,,,True,,True,True,False,,False,,,,,False,,False
38089,116,72.0,,71.9,,72.0,89.0,,,,,,59.7,,28.0,43.6,52.0,,138.6,82.2,,,,84.0,,78.1,-44.0,,-44.1,,-44.0,-27.0,,,,,,-56.3,,-88.0,-72.4,-64.0,,22.6,-33.8,,,,-32.0,,-37.9,,False,,False,True,,,,,,False,,False,False,False,,True,True,,,,True,,True
38091,2,4.0,,3.7,,1.0,0.0,,,,,,1.9,,0.4,0.3,,,1.7,,,,,3.0,,6.7,2.0,,1.7,,-1.0,-2.0,,,,,,-0.1,,-1.6,-1.7,,,-0.3,,,,,1.0,,4.7,,True,,True,False,,,,,,True,,True,True,,,True,,,,,True,,False
38093,4,18.0,,18.0,,8.0,3.0,,,,,,20.5,,2.0,9.5,12.0,,5.7,18.2,,,,18.0,,19.3,14.0,,14.0,,4.0,-1.0,,,,,,16.5,,-2.0,5.5,8.0,,1.7,14.2,,,,14.0,,15.3,,False,,True,True,,,,,,False,,True,True,True,,True,False,,,,False,,False
38095,0,0.0,,0.0,,0.0,0.0,,,,,,0.9,,,0.0,,,0.3,0.0,,,,0.0,,3.2,0.0,,0.0,,0.0,0.0,,,,,,0.9,,,0.0,,,0.3,0.0,,,,0.0,,3.2,,True,,True,True,,,,,,False,,,True,,,False,True,,,,True,,False
38097,8,12.0,,11.6,,7.0,0.0,,,,,,8.8,,4.9,8.1,9.0,,3.2,11.4,,,,12.0,,13.5,4.0,,3.6,,-1.0,-8.0,,,,,,0.8,,-3.1,0.1,1.0,,-4.8,3.4,,,,4.0,,5.5,,True,,True,False,,,,,,True,,True,True,True,,False,True,,,,False,,False
38099,10,6.0,,6.4,,4.0,5.0,,,,,,12.0,,0.8,2.1,8.0,,0.6,8.4,,,,4.0,,15.4,-4.0,,-3.6,,-6.0,-5.0,,,,,,2.0,,-9.2,-7.9,-2.0,,-9.4,-1.6,,,,-6.0,,5.4,,True,,False,False,,,,,,True,,False,False,True,,False,True,,,,False,,False
38101,42,45.0,15.4,46.9,,37.0,42.0,,,,,,76.1,,15.2,32.1,35.0,,36.7,50.1,,,,42.0,,58.4,3.0,-26.6,4.9,,-5.0,0.0,,,,,,34.1,,-26.8,-9.9,-7.0,,-5.3,8.1,,,,0.0,,16.4,False,False,,False,True,,,,,,False,,False,False,False,,False,False,,,,True,,False
38103,4,6.0,,6.2,,2.0,,,,,,,1.9,,1.1,0.8,6.0,,2.2,,,,,7.0,,7.6,2.0,,2.2,,-2.0,,,,,,,-2.1,,-2.9,-3.2,2.0,,-1.8,,,,,3.0,,3.6,,False,,False,,,,,,,False,,False,False,False,,True,,,,,False,,False
38105,32,40.0,,44.7,,34.0,31.0,,,,,,53.5,,15.0,29.3,43.0,,37.4,36.3,,,,31.0,,59.7,8.0,,12.7,,2.0,-1.0,,,,,,21.5,,-17.0,-2.7,11.0,,5.4,4.3,,,,-1.0,,27.7,,False,,True,True,,,,,,False,,False,True,False,,True,True,,,,True,,False
39001,10,6.0,,5.7,,6.0,7.0,,,,,,18.8,,4.0,6.9,8.0,,2.9,7.4,,,,3.0,,8.6,-4.0,,-4.3,,-4.0,-3.0,,,,,,8.8,,-6.0,-3.1,-2.0,,-7.1,-2.6,,,,-7.0,,-1.4,,False,,False,True,,,,,,False,,False,True,True,,False,True,,,,False,,True
39003,140,97.0,89.7,98.4,,98.0,101.0,,,,,,198.8,,75.9,85.3,83.0,,107.1,104.9,,,,89.0,,72.8,-43.0,-50.3,-41.6,,-42.0,-39.0,,,,,,58.8,,-64.1,-54.7,-57.0,,-32.9,-35.1,,,,-51.0,,-67.2,False,True,,True,True,,,,,,False,,False,False,False,,True,True,,,,False,,False
39005,17,16.0,14.9,16.5,,15.0,15.0,,,,,,45.0,,5.9,11.6,13.0,,11.8,17.2,,,,15.0,,13.0,-1.0,-2.1,-0.5,,-2.0,-2.0,,,,,,28.0,,-11.1,-5.4,-4.0,,-5.2,0.2,,,,-2.0,,-4.0,False,True,,False,False,,,,,,False,,False,False,False,,False,True,,,,False,,False
39007,21,25.0,24.9,26.3,,26.0,22.0,,,,,,68.1,,19.0,33.8,37.0,,43.1,21.9,,,,23.0,,16.0,4.0,3.9,5.3,,5.0,1.0,,,,,,47.1,,-2.0,12.8,16.0,,22.1,0.9,,,,2.0,,-5.0,True,False,,False,True,,,,,,False,,True,False,False,,False,True,,,,True,,False
39009,10,14.0,94.0,9.3,,12.0,7.0,,,,,,52.8,,3.4,14.2,,,11.1,12.1,,,,12.0,,10.2,4.0,84.0,-0.7,,2.0,-3.0,,,,,,42.8,,-6.6,4.2,,,1.1,2.1,,,,2.0,,0.2,False,True,,True,True,,,,,,False,,False,False,,,True,True,,,,True,,True
39011,41,42.0,,41.7,,39.0,48.0,,,,,,70.2,,21.9,36.0,31.0,,31.8,48.9,,,,44.0,,28.1,1.0,,0.7,,-2.0,7.0,,,,,,29.2,,-19.1,-5.0,-10.0,,-9.2,7.9,,,,3.0,,-12.9,,True,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
39013,17,32.0,29.8,31.4,,17.0,11.0,,,,,,17.1,,17.3,17.1,36.0,,0.9,29.5,,,,45.0,,41.8,15.0,12.8,14.4,,0.0,-6.0,,,,,,0.1,,0.3,0.1,19.0,,-16.1,12.5,,,,28.0,,24.8,True,True,,True,True,,,,,,True,,True,True,False,,False,True,,,,False,,False
39015,30,14.0,,13.9,,14.0,24.0,,,,,,40.4,,7.2,16.1,17.0,,12.9,14.3,,,,17.0,,21.2,-16.0,,-16.1,,-16.0,-6.0,,,,,,10.4,,-22.8,-13.9,-13.0,,-17.1,-15.7,,,,-13.0,,-8.8,,False,,False,True,,,,,,True,,False,True,True,,False,True,,,,True,,True
39017,273,239.0,284.8,237.7,,232.0,214.0,,,,,,363.7,,221.0,240.0,232.0,,255.5,226.9,210.0,,,218.0,,314.3,-34.0,11.8,-35.3,,-41.0,-59.0,,,,,,90.7,,-52.0,-33.0,-41.0,,-17.5,-46.1,-63.0,,,-55.0,,41.3,True,False,,False,False,,,,,,False,,False,True,False,,True,False,False,,,False,,False
39019,6,4.0,,5.1,,4.0,5.0,,,,,,23.9,,0.1,2.6,6.0,,2.4,4.1,,,,3.0,,1.9,-2.0,,-0.9,,-2.0,-1.0,,,,,,17.9,,-5.9,-3.4,0.0,,-3.6,-1.9,,,,-3.0,,-4.1,,True,,False,True,,,,,,False,,False,False,True,,False,True,,,,False,,False
39021,25,71.0,,70.7,,61.0,115.0,,,,,,74.7,,17.5,36.2,38.0,,53.8,68.1,,,,76.0,,44.3,46.0,,45.7,,36.0,90.0,,,,,,49.7,,-7.5,11.2,13.0,,28.8,43.1,,,,51.0,,19.3,,True,,True,False,,,,,,False,,True,True,True,,True,True,,,,False,,True
39023,107,75.0,46.9,77.8,,68.0,85.0,,,,,,134.2,,43.7,65.3,70.0,,71.1,71.9,59.0,,,68.0,,112.7,-32.0,-60.1,-29.2,,-39.0,-22.0,,,,,,27.2,,-63.3,-41.7,-37.0,,-35.9,-35.1,-48.0,,,-39.0,,5.7,False,True,,False,True,,,,,,True,,False,False,False,,False,False,False,,,False,,True
39025,108,100.0,135.6,102.3,,95.0,102.0,,,,,,261.7,,76.5,90.1,81.0,,94.3,94.0,80.0,,,104.0,,108.0,-8.0,27.6,-5.7,,-13.0,-6.0,,,,,,153.7,,-31.5,-17.9,-27.0,,-13.7,-14.0,-28.0,,,-4.0,,-0.0,False,True,,False,True,,,,,,False,,False,False,False,,False,False,False,,,True,,True
39027,21,18.0,,18.4,,16.0,16.0,,,,,,44.3,,6.7,15.5,16.0,,8.2,17.7,,,,15.0,,21.8,-3.0,,-2.6,,-5.0,-5.0,,,,,,23.3,,-14.3,-5.5,-5.0,,-12.8,-3.3,,,,-6.0,,0.8,,True,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,True
39029,56,90.0,53.5,89.6,,77.0,126.0,,,,,,86.0,,52.8,72.1,91.0,,97.7,76.8,,,,101.0,,62.2,34.0,-2.5,33.6,,21.0,70.0,,,,,,30.0,,-3.2,16.1,35.0,,41.7,20.8,,,,45.0,,6.2,True,True,,True,False,,,,,,True,,True,True,False,,False,True,,,,False,,True
39031,9,7.0,,6.0,,6.0,1.0,,,,,,26.2,,3.5,8.0,8.0,,10.3,6.5,,,,6.0,,13.7,-2.0,,-3.0,,-3.0,-8.0,,,,,,17.2,,-5.5,-1.0,-1.0,,1.3,-2.5,,,,-3.0,,4.7,,False,,False,False,,,,,,False,,False,True,True,,True,False,,,,False,,False
39033,9,10.0,,11.5,,9.0,10.0,,,,,,21.0,,1.4,6.2,,,8.5,9.7,,,,11.0,,19.4,1.0,,2.5,,0.0,1.0,,,,,,12.0,,-7.6,-2.8,,,-0.5,0.7,,,,2.0,,10.4,,False,,True,False,,,,,,False,,False,False,,,True,True,,,,False,,False
39035,864,896.0,1532.6,859.5,909.8,860.0,900.0,,,,,,1447.0,,828.0,785.3,870.0,,661.3,817.5,652.0,,,860.0,,924.5,32.0,668.6,-4.5,45.8,-4.0,36.0,,,,,,583.0,,-36.0,-78.7,6.0,,-202.7,-46.5,-212.0,,,-4.0,,60.5,False,True,False,True,False,,,,,,False,,False,False,True,,False,False,False,,,True,,False
39037,57,80.0,22.5,79.6,,72.0,137.0,,,,,,45.3,,36.7,50.8,,,400.9,72.5,,,,78.0,,90.2,23.0,-34.5,22.6,,15.0,80.0,,,,,,-11.7,,-20.3,-6.2,,,343.9,15.5,,,,21.0,,33.2,False,True,,True,False,,,,,,True,,True,True,,,False,True,,,,True,,False
39039,22,13.0,,13.3,,13.0,8.0,,,,,,29.9,,7.2,14.7,14.0,,17.0,23.5,,,,11.0,,15.3,-9.0,,-8.7,,-9.0,-14.0,,,,,,7.9,,-14.8,-7.3,-8.0,,-5.0,1.5,,,,-11.0,,-6.7,,True,,False,False,,,,,,True,,False,True,True,,True,True,,,,False,,True
39041,112,112.0,187.3,112.4,,101.0,102.0,,,,,,236.3,,80.9,92.8,100.0,,97.2,100.4,80.0,,,105.0,,127.7,0.0,75.3,0.4,,-11.0,-10.0,,,,,,124.3,,-31.1,-19.2,-12.0,,-14.8,-11.6,-32.0,,,-7.0,,15.7,False,False,,False,False,,,,,,False,,False,False,False,,False,False,False,,,False,,False
39043,60,63.0,54.2,61.9,,53.0,53.0,,,,,,108.7,,35.4,52.8,52.0,,44.4,77.6,,,,56.0,,35.5,3.0,-5.8,1.9,,-7.0,-7.0,,,,,,48.7,,-24.6,-7.2,-8.0,,-15.6,17.6,,,,-4.0,,-24.5,False,True,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
39045,125,139.0,167.5,147.5,,143.0,131.0,,,,,,264.9,,137.0,139.2,136.0,,132.5,164.5,148.0,,,131.0,,168.5,14.0,42.5,22.5,,18.0,6.0,,,,,,139.9,,12.0,14.2,11.0,,7.5,39.5,23.0,,,6.0,,43.5,False,False,,False,True,,,,,,False,,True,False,True,,True,False,False,,,True,,False
39047,17,21.0,,20.1,,18.0,37.0,,,,,,28.5,,5.7,14.8,16.0,,16.6,19.9,,,,22.0,,21.2,4.0,,3.1,,1.0,20.0,,,,,,11.5,,-11.3,-2.2,-1.0,,-0.4,2.9,,,,5.0,,4.2,,True,,True,False,,,,,,False,,False,True,True,,True,True,,,,False,,False
39049,1255,1230.0,2129.7,1208.3,1239.1,1181.0,1236.0,,,,,,1353.8,,1181.1,1055.4,1203.0,,847.0,1150.4,835.0,,,1061.0,,1418.2,-25.0,874.7,-46.7,-15.9,-74.0,-19.0,,,,,,98.8,,-73.9,-199.6,-52.0,,-408.0,-104.6,-420.0,,,-194.0,,163.2,False,False,True,False,True,,,,,,False,,False,False,False,,False,False,False,,,False,,False
39051,16,9.0,,8.6,,8.0,7.0,,,,,,42.1,,3.4,9.3,7.0,,6.4,7.5,,,,7.0,,5.8,-7.0,,-7.4,,-8.0,-9.0,,,,,,26.1,,-12.6,-6.7,-9.0,,-9.6,-8.5,,,,-9.0,,-10.2,,False,,False,False,,,,,,False,,False,True,False,,False,False,,,,False,,False
39053,23,7.0,,8.3,,6.0,9.0,,,,,,23.0,,1.8,5.7,6.0,,0.8,14.4,,,,13.0,,13.6,-16.0,,-14.7,,-17.0,-14.0,,,,,,-0.0,,-21.2,-17.3,-17.0,,-22.2,-8.6,,,,-10.0,,-9.4,,True,,False,True,,,,,,True,,False,False,False,,False,True,,,,True,,True
39055,12,32.0,24.2,32.5,,27.0,27.0,,,,,,54.4,,13.7,22.8,32.0,,45.4,32.4,,,,28.0,,19.8,20.0,12.2,20.5,,15.0,15.0,,,,,,42.4,,1.7,10.8,20.0,,33.4,20.4,,,,16.0,,7.8,True,False,,True,True,,,,,,False,,True,True,False,,False,False,,,,True,,True
39057,89,67.0,155.8,63.2,,60.0,55.0,,,,,,190.4,,51.6,65.7,65.0,,30.2,57.9,55.0,,,60.0,,95.7,-22.0,66.8,-25.8,,-29.0,-34.0,,,,,,101.4,,-37.4,-23.3,-24.0,,-58.8,-31.1,-34.0,,,-29.0,,6.7,False,False,,False,False,,,,,,False,,False,False,False,,False,False,False,,,False,,True
39059,5,6.0,,6.1,,6.0,8.0,,,,,,24.1,,2.5,7.6,7.0,,10.7,4.6,,,,8.0,,8.9,1.0,,1.1,,1.0,3.0,,,,,,19.1,,-2.5,2.6,2.0,,5.7,-0.4,,,,3.0,,3.9,,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,False,,False
39061,518,535.0,1190.4,536.3,580.5,504.0,502.0,,,,,,843.2,,497.7,492.4,572.0,,640.5,494.1,398.0,,,500.0,,779.6,17.0,672.4,18.3,62.5,-14.0,-16.0,,,,,,325.2,,-20.3,-25.6,54.0,,122.5,-23.9,-120.0,,,-18.0,,261.6,False,False,False,True,True,,,,,,False,,False,False,False,,False,False,False,,,False,,False
39063,56,63.0,69.6,62.4,,59.0,42.0,,,,,,133.8,,41.2,58.6,56.0,,31.7,61.8,,,,50.0,,38.4,7.0,13.6,6.4,,3.0,-14.0,,,,,,77.8,,-14.8,2.6,0.0,,-24.3,5.8,,,,-6.0,,-17.6,False,True,,True,False,,,,,,False,,False,True,True,,False,True,,,,True,,False
39065,22,14.0,,13.3,,12.0,14.0,,,,,,24.0,,5.5,11.1,15.0,,10.2,13.6,,,,16.0,,16.7,-8.0,,-8.7,,-10.0,-8.0,,,,,,2.0,,-16.5,-10.9,-7.0,,-11.8,-8.4,,,,-6.0,,-5.3,,False,,False,False,,,,,,True,,False,False,True,,False,False,,,,True,,True
39067,0,7.0,,7.1,,5.0,7.0,,,,,,6.3,,0.5,1.8,6.0,,3.0,6.3,,,,8.0,,10.4,7.0,,7.1,,5.0,7.0,,,,,,6.3,,0.5,1.8,6.0,,3.0,6.3,,,,8.0,,10.4,,False,,True,False,,,,,,True,,True,True,True,,True,True,,,,False,,False
39069,12,12.0,,9.9,,9.0,9.0,,,,,,29.2,,4.7,8.8,12.0,,7.5,13.5,,,,12.0,,8.7,0.0,,-2.1,,-3.0,-3.0,,,,,,17.2,,-7.3,-3.2,0.0,,-4.5,1.5,,,,0.0,,-3.3,,False,,False,False,,,,,,False,,False,False,True,,False,False,,,,True,,False
39071,15,35.0,,34.5,,29.0,40.0,,,,,,58.8,,16.2,27.1,25.0,,14.0,30.9,,,,35.0,,35.4,20.0,,19.5,,14.0,25.0,,,,,,43.8,,1.2,12.1,10.0,,-1.0,15.9,,,,20.0,,20.4,,True,,True,False,,,,,,False,,True,True,True,,True,True,,,,False,,False
39073,8,10.0,,10.3,,10.0,9.0,,,,,,23.5,,3.4,8.8,8.0,,23.0,12.2,,,,10.0,,11.3,2.0,,2.3,,2.0,1.0,,,,,,15.5,,-4.6,0.8,0.0,,15.0,4.2,,,,2.0,,3.3,,False,,False,True,,,,,,False,,False,True,True,,False,False,,,,False,,False
39075,6,8.0,,7.8,,7.0,4.0,,,,,,17.7,,1.8,5.9,11.0,,14.0,9.3,,,,7.0,,1.7,2.0,,1.8,,1.0,-2.0,,,,,,11.7,,-4.2,-0.1,5.0,,8.0,3.3,,,,1.0,,-4.3,,True,,True,False,,,,,,False,,False,True,False,,False,False,,,,True,,False
39077,23,27.0,88.4,28.2,,27.0,26.0,,,,,,64.7,,10.6,21.9,25.0,,36.8,24.4,,,,21.0,,21.0,4.0,65.4,5.2,,4.0,3.0,,,,,,41.7,,-12.4,-1.1,2.0,,13.8,1.4,,,,-2.0,,-2.0,False,False,,False,True,,,,,,False,,False,True,True,,False,True,,,,True,,True
39079,7,9.0,,9.8,,7.0,13.0,,,,,,31.3,,2.1,5.7,6.0,,4.3,7.4,,,,8.0,,16.2,2.0,,2.8,,0.0,6.0,,,,,,24.3,,-4.9,-1.3,-1.0,,-2.7,0.4,,,,1.0,,9.2,,False,,True,False,,,,,,False,,False,True,True,,False,True,,,,True,,False
39081,26,21.0,29.2,18.4,,21.0,27.0,,,,,,78.8,,14.4,23.9,23.0,,24.3,18.4,,,,24.0,,19.6,-5.0,3.2,-7.6,,-5.0,1.0,,,,,,52.8,,-11.6,-2.1,-3.0,,-1.7,-7.6,,,,-2.0,,-6.4,True,False,,False,True,,,,,,False,,False,True,True,,True,False,,,,True,,False
39083,20,46.0,13.1,44.8,,43.0,60.0,,,,,,86.6,,13.8,29.1,35.0,,43.8,45.0,,,,44.0,,33.8,26.0,-6.9,24.8,,23.0,40.0,,,,,,66.6,,-6.2,9.1,15.0,,23.8,25.0,,,,24.0,,13.8,True,True,,True,False,,,,,,False,,True,True,True,,True,True,,,,True,,True
