,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48115,102,150.0,,0.0,,,,412.0,10.5,,,,458.9,48.0,,-102.0,,,,310.0,-91.5,,,,356.9,,False,,,,False,False,,,,False
48117,371,408.0,,744.0,,,,184.0,629.1,550.3,,,500.6,37.0,,373.0,,,,-187.0,258.1,179.3,,,129.6,,False,,,,False,False,False,,,False
48119,10,12.0,,0.0,,,,66.0,0.9,,,,11.6,2.0,,-10.0,,,,56.0,-9.1,,,,1.6,,False,,,,False,False,,,,True
48121,5116,3618.0,,3967.0,,,,17365.0,6469.8,14327.0,9292.2,,8308.4,-1498.0,,-1149.0,,,,12249.0,1353.8,9211.0,4176.2,,3192.4,,True,,,,False,True,False,False,,False
48123,649,240.0,,78.0,,,,951.0,95.8,,,,692.1,-409.0,,-571.0,,,,302.0,-553.2,,,,43.1,,False,,,,True,False,,,,True
48125,3,0.0,,0.0,,,,0.0,0.1,,,,0.0,-3.0,,-3.0,,,,-3.0,-2.9,,,,-3.0,,False,,,,False,True,,,,False
48127,151,12.0,,0.0,,,,536.0,2.6,,,,0.4,-139.0,,-151.0,,,,385.0,-148.4,,,,-150.6,,False,,,,False,False,,,,False
48129,22,0.0,,0.0,,,,1.0,3.0,,,,0.0,-22.0,,-22.0,,,,-21.0,-19.0,,,,-22.0,,False,,,,True,True,,,,False
48131,139,276.0,,0.0,,,,323.0,44.4,,,,80.3,137.0,,-139.0,,,,184.0,-94.6,,,,-58.7,,False,,,,False,True,,,,True
48133,82,12.0,,0.0,,,,6.0,1.1,,,,7.4,-70.0,,-82.0,,,,-76.0,-80.9,,,,-74.6,,False,,,,False,False,,,,False
48135,3053,1272.0,,6884.0,,,,5577.0,1528.0,5073.5,1496.6,,3420.1,-1781.0,,3831.0,,,,2524.0,-1525.0,2020.5,-1556.4,,367.1,,False,,,,False,True,False,True,,True
48137,30,0.0,,0.0,,,,14.0,,,,,0.0,-30.0,,-30.0,,,,-16.0,,,,,-30.0,,False,,,,True,,,,,True
48139,2215,2010.0,,9338.0,,,,2716.0,606.2,5765.3,3050.9,,6308.2,-205.0,,7123.0,,,,501.0,-1608.8,3550.3,835.9,,4093.2,,False,,,,False,False,False,False,,False
48141,11126,9738.0,,22420.0,,,,10047.0,5833.8,24250.7,13207.5,,14600.8,-1388.0,,11294.0,,,,-1079.0,-5292.2,13124.7,2081.5,,3474.8,,False,,,,True,False,False,False,,False
48143,376,522.0,,2362.0,,,,692.0,422.0,1239.7,,,807.3,146.0,,1986.0,,,,316.0,46.0,863.7,,,431.3,,False,,,,False,True,False,,,False
48145,109,54.0,,0.0,,,,175.0,13.8,,,,185.9,-55.0,,-109.0,,,,66.0,-95.2,,,,76.9,,False,,,,False,False,,,,False
48147,243,180.0,,632.0,,,,310.0,61.8,608.4,,,1091.6,-63.0,,389.0,,,,67.0,-181.2,365.4,,,848.6,,False,,,,False,False,False,,,False
48149,301,174.0,,345.0,,,,923.0,130.9,447.0,,,278.9,-127.0,,44.0,,,,622.0,-170.1,146.0,,,-22.1,,True,,,,False,False,False,,,True
48151,21,30.0,,0.0,,,,4.0,1.1,,,,158.2,9.0,,-21.0,,,,-17.0,-19.9,,,,137.2,,False,,,,False,False,,,,False
48153,60,84.0,,11.0,,,,34.0,10.4,,,,241.3,24.0,,-49.0,,,,-26.0,-49.6,,,,181.3,,False,,,,False,False,,,,False
48155,4,0.0,,0.0,,,,0.0,,,,,,-4.0,,-4.0,,,,-4.0,,,,,,,False,,,,False,,,,,
48157,8108,2850.0,,3746.0,,,,24410.0,3216.0,12577.7,10575.9,,2596.6,-5258.0,,-4362.0,,,,16302.0,-4892.0,4469.7,2467.9,,-5511.4,,True,,,,False,True,True,True,,False
48159,47,54.0,,31.0,,,,479.0,34.1,,,,206.4,7.0,,-16.0,,,,432.0,-12.9,,,,159.4,,False,,,,False,False,,,,False
48161,154,78.0,,0.0,,,,247.0,15.3,,,,576.6,-76.0,,-154.0,,,,93.0,-138.7,,,,422.6,,False,,,,False,False,,,,False
48163,340,312.0,,0.0,,,,642.0,271.2,498.0,,,325.5,-28.0,,-340.0,,,,302.0,-68.8,158.0,,,-14.5,,False,,,,False,False,False,,,True
48165,171,78.0,,0.0,,,,206.0,11.4,,,,1022.6,-93.0,,-171.0,,,,35.0,-159.6,,,,851.6,,False,,,,True,False,,,,False
48167,5947,7014.0,,15058.0,,,,23118.0,9631.7,14495.4,43516.9,,3619.8,1067.0,,9111.0,,,,17171.0,3684.7,8548.4,37569.9,,-2327.2,,False,,,,False,False,False,False,,False
48169,89,0.0,,0.0,,,,30.0,2.9,,,,0.0,-89.0,,-89.0,,,,-59.0,-86.1,,,,-89.0,,False,,,,True,True,,,,True
48171,144,72.0,,0.0,,,,327.0,23.2,,,,15.7,-72.0,,-144.0,,,,183.0,-120.8,,,,-128.3,,False,,,,False,False,,,,False
48173,1,0.0,,0.0,,,,10.0,0.7,,,,0.0,-1.0,,-1.0,,,,9.0,-0.3,,,,-1.0,,False,,,,False,True,,,,True
48175,107,18.0,,0.0,,,,119.0,3.9,,,,2.0,-89.0,,-107.0,,,,12.0,-103.1,,,,-105.0,,False,,,,True,False,,,,False
48177,415,354.0,,1770.0,,,,1818.0,117.3,585.5,,,448.4,-61.0,,1355.0,,,,1403.0,-297.7,170.5,,,33.4,,False,,,,False,False,False,,,True
48179,105,42.0,,0.0,,,,123.0,2.1,72.5,,,892.0,-63.0,,-105.0,,,,18.0,-102.9,-32.5,,,787.0,,False,,,,True,False,True,,,False
48181,621,432.0,,1068.0,,,,1985.0,260.3,1629.9,,,3177.7,-189.0,,447.0,,,,1364.0,-360.7,1008.9,,,2556.7,,False,,,,False,False,False,,,False
48183,1247,408.0,,1423.0,,,,4287.0,141.9,888.0,283.1,,3733.9,-839.0,,176.0,,,,3040.0,-1105.1,-359.0,-963.9,,2486.9,,True,,,,False,False,True,False,,False
48185,375,1296.0,,1025.0,,,,1103.0,50.6,1406.9,,,830.7,921.0,,650.0,,,,728.0,-324.4,1031.9,,,455.7,,True,,,,True,True,False,,,True
48187,950,1278.0,,1321.0,,,,7726.0,1683.1,4561.7,,,1128.3,328.0,,371.0,,,,6776.0,733.1,3611.7,,,178.3,,False,,,,False,False,False,,,True
48189,978,1590.0,,4174.0,,,,539.0,5071.5,1125.4,,,1065.2,612.0,,3196.0,,,,-439.0,4093.5,147.4,,,87.2,,False,,,,True,False,True,,,True
48191,13,0.0,,0.0,,,,0.0,0.1,,,,0.0,-13.0,,-13.0,,,,-13.0,-12.9,,,,-13.0,,False,,,,False,True,,,,False
48193,72,18.0,,0.0,,,,19.0,6.9,,,,33.0,-54.0,,-72.0,,,,-53.0,-65.1,,,,-39.0,,False,,,,True,False,,,,True
48195,63,18.0,,0.0,,,,2.0,4.1,,,,57.0,-45.0,,-63.0,,,,-61.0,-58.9,,,,-6.0,,False,,,,False,False,,,,True
48197,17,6.0,,0.0,,,,0.0,0.2,,,,0.5,-11.0,,-17.0,,,,-17.0,-16.8,,,,-16.5,,False,,,,False,False,,,,False
48199,864,258.0,,1026.0,,,,627.0,111.6,739.9,,,363.7,-606.0,,162.0,,,,-237.0,-752.4,-124.1,,,-500.3,,True,,,,True,False,True,,,True
48201,55785,29676.0,,21846.0,,,,69427.0,18820.9,75422.6,150738.9,,7911.3,-26109.0,,-33939.0,,,,13642.0,-36964.1,19637.6,94953.9,,-47873.7,,False,,,,True,False,True,False,,False
48203,405,264.0,,535.0,,,,770.0,49.4,229.7,252.1,,1485.4,-141.0,,130.0,,,,365.0,-355.6,-175.3,-152.9,,1080.4,,True,,,,False,False,False,False,,False
48205,60,84.0,,0.0,,,,8.0,12.5,,,,90.1,24.0,,-60.0,,,,-52.0,-47.5,,,,30.1,,False,,,,False,False,,,,False
48207,56,6.0,,0.0,,,,0.0,0.2,,,,56.6,-50.0,,-56.0,,,,-56.0,-55.8,,,,0.6,,False,,,,False,False,,,,True
48209,2044,3588.0,,6169.0,,,,21125.0,3551.2,8732.9,8118.0,,1784.8,1544.0,,4125.0,,,,19081.0,1507.2,6688.9,6074.0,,-259.2,,False,,,,False,True,False,False,,True
48211,30,48.0,,0.0,,,,0.0,6.0,,,,164.9,18.0,,-30.0,,,,-30.0,-24.0,,,,134.9,,False,,,,False,False,,,,False
48213,538,258.0,,1335.0,,,,928.0,216.8,1043.5,,,2131.8,-280.0,,797.0,,,,390.0,-321.2,505.5,,,1593.8,,False,,,,False,False,False,,,False
48215,17008,11436.0,,29266.0,,,,25137.0,10224.2,39674.4,33232.9,,12525.2,-5572.0,,12258.0,,,,8129.0,-6783.8,22666.4,16224.9,,-4482.8,,False,,,,False,False,False,False,,True
48217,264,108.0,,247.0,,,,1141.0,53.2,,,,303.9,-156.0,,-17.0,,,,877.0,-210.8,,,,39.9,,True,,,,False,False,,,,True
48219,155,192.0,,47.0,,,,201.0,20.8,,,,1073.7,37.0,,-108.0,,,,46.0,-134.2,,,,918.7,,False,,,,False,False,,,,False
48221,537,378.0,,2111.0,,,,1621.0,835.0,986.7,,,2678.3,-159.0,,1574.0,,,,1084.0,298.0,449.7,,,2141.3,,False,,,,False,False,False,,,False
48223,151,96.0,,159.0,,,,642.0,37.2,,,,1210.4,-55.0,,8.0,,,,491.0,-113.8,,,,1059.4,,True,,,,False,False,,,,False
48225,153,66.0,,29.0,,,,149.0,10.1,47.0,,,542.9,-87.0,,-124.0,,,,-4.0,-142.9,-106.0,,,389.9,,False,,,,True,False,False,,,False
48227,158,54.0,,102.0,,,,1657.0,31.2,,,,49.8,-104.0,,-56.0,,,,1499.0,-126.8,,,,-108.2,,True,,,,False,False,,,,False
48229,19,6.0,,0.0,,,,2.0,5.7,,,,35.6,-13.0,,-19.0,,,,-17.0,-13.3,,,,16.6,,False,,,,False,False,,,,False
48231,728,1014.0,,2385.0,,,,1985.0,259.5,3346.3,1597.9,,2782.3,286.0,,1657.0,,,,1257.0,-468.5,2618.3,869.9,,2054.3,,False,,,,False,False,False,False,,False
48233,63,78.0,,0.0,,,,29.0,17.7,,,,376.3,15.0,,-63.0,,,,-34.0,-45.3,,,,313.3,,False,,,,False,False,,,,False
48235,8,0.0,,0.0,,,,22.0,0.1,,,,0.0,-8.0,,-8.0,,,,14.0,-7.9,,,,-8.0,,False,,,,False,True,,,,True
48237,91,30.0,,0.0,,,,3.0,1.8,,,,118.9,-61.0,,-91.0,,,,-88.0,-89.2,,,,27.9,,False,,,,False,False,,,,True
48239,392,84.0,,0.0,,,,722.0,34.3,,,,257.3,-308.0,,-392.0,,,,330.0,-357.7,,,,-134.7,,False,,,,False,False,,,,True
48241,299,102.0,,113.0,,,,173.0,12.1,,,,191.8,-197.0,,-186.0,,,,-126.0,-286.9,,,,-107.2,,True,,,,True,False,,,,True
48243,4,18.0,,0.0,,,,0.0,,,,,1.2,14.0,,-4.0,,,,-4.0,,,,,-2.8,,True,,,,True,,,,,True
48245,3510,6636.0,,54432.0,,,,4193.0,23269.2,5718.6,3463.3,,9510.2,3126.0,,50922.0,,,,683.0,19759.2,2208.6,-46.7,,6000.2,,False,,,,True,False,True,True,,False
48247,46,36.0,,0.0,,,,256.0,7.5,,,,62.4,-10.0,,-46.0,,,,210.0,-38.5,,,,16.4,,False,,,,False,False,,,,False
48249,631,624.0,,0.0,,,,4845.0,687.8,540.9,,,178.4,-7.0,,-631.0,,,,4214.0,56.8,-90.1,,,-452.6,,False,,,,False,False,False,,,False
48251,1633,1086.0,,9330.0,,,,5477.0,310.1,4607.6,,,2307.8,-547.0,,7697.0,,,,3844.0,-1322.9,2974.6,,,674.8,,False,,,,False,False,False,,,False
48253,77,18.0,,0.0,,,,908.0,0.1,19.5,,,0.0,-59.0,,-77.0,,,,831.0,-76.9,-57.5,,,-77.0,,False,,,,False,False,True,,,False
48255,619,192.0,,0.0,,,,544.0,32.6,,,,682.9,-427.0,,-619.0,,,,-75.0,-586.4,,,,63.9,,False,,,,True,False,,,,True
48257,1688,1440.0,,7467.0,,,,2130.0,547.3,4296.0,,,3144.6,-248.0,,5779.0,,,,442.0,-1140.7,2608.0,,,1456.6,,False,,,,False,False,False,,,False
48259,91,174.0,,234.0,,,,1451.0,64.5,,,,1113.2,83.0,,143.0,,,,1360.0,-26.5,,,,1022.2,,False,,,,False,True,,,,False
48261,5,6.0,,0.0,,,,4.0,,,,,0.0,1.0,,-5.0,,,,-1.0,,,,,-5.0,,False,,,,False,,,,,False
48263,3,0.0,,0.0,,,,0.0,,,,,,-3.0,,-3.0,,,,-3.0,,,,,,,False,,,,False,,,,,
48265,306,234.0,,714.0,,,,1407.0,296.2,808.8,,,762.3,-72.0,,408.0,,,,1101.0,-9.8,502.8,,,456.3,,False,,,,False,True,False,,,False
48267,11,30.0,,0.0,,,,24.0,0.7,,,,3.5,19.0,,-11.0,,,,13.0,-10.3,,,,-7.5,,True,,,,True,True,,,,True
48269,0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,True,,,,True,,,,,
48271,19,0.0,,0.0,,,,18.0,0.1,,,,0.0,-19.0,,-19.0,,,,-1.0,-18.9,,,,-19.0,,False,,,,True,True,,,,True
48273,393,270.0,,33.0,,,,4068.0,73.5,,,,160.7,-123.0,,-360.0,,,,3675.0,-319.5,,,,-232.3,,False,,,,False,False,,,,False
48275,59,12.0,,0.0,,,,0.0,0.2,,,,171.9,-47.0,,-59.0,,,,-59.0,-58.8,,,,112.9,,False,,,,False,False,,,,False
48277,418,432.0,,1722.0,,,,1185.0,273.7,1158.1,,,253.3,14.0,,1304.0,,,,767.0,-144.3,740.1,,,-164.7,,False,,,,False,False,False,,,False
48279,196,84.0,,0.0,,,,116.0,26.9,,,,427.4,-112.0,,-196.0,,,,-80.0,-169.1,,,,231.4,,False,,,,True,False,,,,False
48281,110,6.0,,0.0,,,,186.0,4.3,,,,0.1,-104.0,,-110.0,,,,76.0,-105.7,,,,-109.9,,False,,,,True,False,,,,False
48283,349,66.0,,0.0,,,,192.0,6.2,,,,345.4,-283.0,,-349.0,,,,-157.0,-342.8,,,,-3.6,,False,,,,True,False,,,,True
48285,464,372.0,,0.0,,,,1252.0,259.1,603.3,,,521.3,-92.0,,-464.0,,,,788.0,-204.9,139.3,,,57.3,,False,,,,False,False,False,,,True
48287,110,96.0,,0.0,,,,209.0,47.2,,,,624.2,-14.0,,-110.0,,,,99.0,-62.8,,,,514.2,,False,,,,False,False,,,,False
48289,122,102.0,,0.0,,,,93.0,23.0,,,,558.6,-20.0,,-122.0,,,,-29.0,-99.0,,,,436.6,,False,,,,False,False,,,,False
48291,717,768.0,,2993.0,,,,852.0,1261.7,2181.8,,,702.4,51.0,,2276.0,,,,135.0,544.7,1464.8,,,-14.6,,False,,,,False,False,False,,,True
48293,238,96.0,,70.0,,,,270.0,32.3,,,,1061.5,-142.0,,-168.0,,,,32.0,-205.7,,,,823.5,,False,,,,True,False,,,,False
48295,11,12.0,,0.0,,,,0.0,2.0,,,,131.8,1.0,,-11.0,,,,-11.0,-9.0,,,,120.8,,False,,,,False,False,,,,False
48297,209,60.0,,0.0,,,,167.0,16.1,,,,3.8,-149.0,,-209.0,,,,-42.0,-192.9,,,,-205.2,,False,,,,True,False,,,,False
48299,79,18.0,,17.0,,,,79.0,2.3,,,,13.7,-61.0,,-62.0,,,,0.0,-76.7,,,,-65.3,,False,,,,True,False,,,,False
48301,0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,True,,,,True,,,,,
48303,3875,4224.0,,11288.0,,,,6052.0,9554.5,11339.7,39894.7,,5533.7,349.0,,7413.0,,,,2177.0,5679.5,7464.7,36019.7,,1658.7,,False,,,,False,False,False,False,,False
48305,35,66.0,,0.0,,,,84.0,19.7,,,,65.2,31.0,,-35.0,,,,49.0,-15.3,,,,30.2,,False,,,,False,True,,,,True
48307,36,54.0,,0.0,,,,130.0,8.2,,,,315.7,18.0,,-36.0,,,,94.0,-27.8,,,,279.7,,False,,,,False,False,,,,False
48309,3733,5634.0,,34024.0,,,,5127.0,49658.0,8737.3,24516.1,,8324.6,1901.0,,30291.0,,,,1394.0,45925.0,5004.3,20783.1,,4591.6,,False,,,,True,False,False,False,,False
48311,10,0.0,,0.0,,,,0.0,,,,,,-10.0,,-10.0,,,,-10.0,,,,,,,False,,,,False,,,,,
48313,642,102.0,,0.0,,,,144.0,26.3,,,,628.3,-540.0,,-642.0,,,,-498.0,-615.7,,,,-13.7,,False,,,,True,False,,,,True
48315,108,12.0,,0.0,,,,21.0,10.2,,,,22.5,-96.0,,-108.0,,,,-87.0,-97.8,,,,-85.5,,False,,,,True,False,,,,True
48317,49,42.0,,0.0,,,,284.0,7.3,,,,5.6,-7.0,,-49.0,,,,235.0,-41.7,,,,-43.4,,False,,,,False,False,,,,False
48319,26,6.0,,0.0,,,,29.0,3.5,,,,160.0,-20.0,,-26.0,,,,3.0,-22.5,,,,134.0,,False,,,,True,False,,,,False
48321,568,684.0,,2377.0,,,,3374.0,1593.6,987.6,,,1452.2,116.0,,1809.0,,,,2806.0,1025.6,419.6,,,884.2,,False,,,,False,False,False,,,False
48323,2435,1248.0,,3897.0,,,,2290.0,694.3,3295.2,,,1908.0,-1187.0,,1462.0,,,,-145.0,-1740.7,860.2,,,-527.0,,False,,,,True,False,True,,,True
48325,692,246.0,,304.0,,,,1915.0,59.4,351.1,,,1967.2,-446.0,,-388.0,,,,1223.0,-632.6,-340.9,,,1275.2,,True,,,,False,False,True,,,False
48327,10,30.0,,0.0,,,,8.0,,,,,60.2,20.0,,-10.0,,,,-2.0,,,,,50.2,,True,,,,True,,,,,False
48329,2116,1254.0,,3774.0,,,,10360.0,1109.2,5345.5,2973.1,,891.6,-862.0,,1658.0,,,,8244.0,-1006.8,3229.5,857.1,,-1224.4,,False,,,,False,False,False,True,,False
48331,274,72.0,,174.0,,,,1068.0,76.6,,,,52.0,-202.0,,-100.0,,,,794.0,-197.4,,,,-222.0,,True,,,,False,True,,,,False
48333,25,0.0,,0.0,,,,0.0,0.0,,,,0.0,-25.0,,-25.0,,,,-25.0,-25.0,,,,-25.0,,False,,,,False,True,,,,False
48335,60,36.0,,0.0,,,,53.0,4.7,,,,250.2,-24.0,,-60.0,,,,-7.0,-55.3,,,,190.2,,False,,,,True,False,,,,False
48337,65,24.0,,0.0,,,,322.0,5.7,,,,18.9,-41.0,,-65.0,,,,257.0,-59.3,,,,-46.1,,False,,,,False,False,,,,False
48339,4604,2406.0,,12128.0,,,,6955.0,2240.5,9759.4,5111.4,,1923.2,-2198.0,,7524.0,,,,2351.0,-2363.5,5155.4,507.4,,-2680.8,,False,,,,False,False,False,True,,False
48341,185,54.0,,123.0,,,,266.0,3.6,78.4,,,69.6,-131.0,,-62.0,,,,81.0,-181.4,-106.6,,,-115.4,,True,,,,True,False,True,,,True
48343,94,30.0,,20.0,,,,289.0,12.7,,,,51.7,-64.0,,-74.0,,,,195.0,-81.3,,,,-42.3,,False,,,,False,False,,,,True
48345,5,0.0,,0.0,,,,0.0,0.0,,,,0.0,-5.0,,-5.0,,,,-5.0,-5.0,,,,-5.0,,False,,,,False,True,,,,False
48347,765,336.0,,1173.0,,,,1333.0,280.9,553.1,481.3,,1829.0,-429.0,,408.0,,,,568.0,-484.1,-211.9,-283.7,,1064.0,,True,,,,False,False,True,True,,False
48349,659,588.0,,1791.0,,,,1186.0,259.8,1853.5,,,1280.1,-71.0,,1132.0,,,,527.0,-399.2,1194.5,,,621.1,,False,,,,False,False,False,,,False
48351,112,0.0,,2.0,,,,22.0,3.5,,,,0.0,-112.0,,-110.0,,,,-90.0,-108.5,,,,-112.0,,True,,,,True,True,,,,True
48353,101,108.0,,0.0,,,,906.0,26.0,,,,52.2,7.0,,-101.0,,,,805.0,-75.0,,,,-48.8,,False,,,,False,False,,,,False
48355,13606,10638.0,,47586.0,,,,38067.0,30777.6,10235.2,7839.7,,3226.4,-2968.0,,33980.0,,,,24461.0,17171.6,-3370.8,-5766.3,,-10379.6,,False,,,,False,False,False,False,,False
48357,48,0.0,,0.0,,,,13.0,8.8,,,,0.0,-48.0,,-48.0,,,,-35.0,-39.2,,,,-48.0,,False,,,,True,True,,,,False
48359,11,0.0,,0.0,,,,0.0,0.2,,,,0.0,-11.0,,-11.0,,,,-11.0,-10.8,,,,-11.0,,False,,,,False,True,,,,False
48361,1236,630.0,,7089.0,,,,1986.0,1505.8,2066.0,,,2287.2,-606.0,,5853.0,,,,750.0,269.8,830.0,,,1051.2,,False,,,,False,True,False,,,False
48363,309,126.0,,0.0,,,,37.0,9.1,,,,1416.3,-183.0,,-309.0,,,,-272.0,-299.9,,,,1107.3,,False,,,,False,False,,,,False
48365,87,30.0,,138.0,,,,250.0,1.0,45.7,,,867.7,-57.0,,51.0,,,,163.0,-86.0,-41.3,,,780.7,,True,,,,False,False,True,,,False
48367,1148,504.0,,4750.0,,,,3785.0,136.5,3694.6,,,293.7,-644.0,,3602.0,,,,2637.0,-1011.5,2546.6,,,-854.3,,False,,,,False,False,False,,,False
48369,146,162.0,,27.0,,,,131.0,32.3,443.8,,,126.4,16.0,,-119.0,,,,-15.0,-113.7,297.8,,,-19.6,,False,,,,True,False,False,,,False
48371,129,72.0,,0.0,,,,195.0,8.0,63.0,,,607.0,-57.0,,-129.0,,,,66.0,-121.0,-66.0,,,478.0,,False,,,,False,False,False,,,False
48373,599,384.0,,1915.0,,,,289.0,1446.5,1092.3,,,2040.4,-215.0,,1316.0,,,,-310.0,847.5,493.3,,,1441.4,,False,,,,False,False,False,,,False
48375,865,474.0,,3316.0,,,,3836.0,117.7,263.0,387.1,,2040.6,-391.0,,2451.0,,,,2971.0,-747.3,-602.0,-477.9,,1175.6,,False,,,,False,False,False,False,,False
48377,32,24.0,,0.0,,,,12.0,7.9,,,,5.8,-8.0,,-32.0,,,,-20.0,-24.1,,,,-26.2,,False,,,,False,False,,,,False
48379,42,30.0,,26.0,,,,100.0,3.1,,,,243.8,-12.0,,-16.0,,,,58.0,-38.9,,,,201.8,,False,,,,False,False,,,,False
48381,981,558.0,,6654.0,,,,800.0,547.5,569.0,2263.2,,5008.4,-423.0,,5673.0,,,,-181.0,-433.5,-412.0,1282.2,,4027.4,,False,,,,True,False,True,False,,False
48383,55,66.0,,0.0,,,,166.0,0.9,,,,176.4,11.0,,-55.0,,,,111.0,-54.1,,,,121.4,,False,,,,False,False,,,,False
48385,87,18.0,,0.0,,,,12.0,,,,,164.2,-69.0,,-87.0,,,,-75.0,,,,,77.2,,False,,,,False,,,,,False
48387,26,66.0,,0.0,,,,70.0,3.1,141.8,,,241.3,40.0,,-26.0,,,,44.0,-22.9,115.8,,,215.3,,True,,,,False,True,False,,,False
48389,110,168.0,,0.0,,,,24.0,23.2,,,,744.0,58.0,,-110.0,,,,-86.0,-86.8,,,,634.0,,False,,,,False,False,,,,False
48391,217,96.0,,0.0,,,,419.0,11.0,,,,319.0,-121.0,,-217.0,,,,202.0,-206.0,,,,102.0,,False,,,,False,False,,,,True
48393,3,6.0,,0.0,,,,0.0,0.2,,,,31.2,3.0,,-3.0,,,,-3.0,-2.8,,,,28.2,,False,,,,False,True,,,,False
48395,183,138.0,,0.0,,,,319.0,52.3,,,,400.9,-45.0,,-183.0,,,,136.0,-130.7,,,,217.9,,False,,,,False,False,,,,False
48397,715,384.0,,2063.0,,,,3842.0,111.2,2158.7,830.9,,162.2,-331.0,,1348.0,,,,3127.0,-603.8,1443.7,115.9,,-552.8,,False,,,,False,False,False,True,,False
48399,135,72.0,,0.0,,,,72.0,4.1,,,,493.1,-63.0,,-135.0,,,,-63.0,-130.9,,,,358.1,,False,,,,False,False,,,,False
48401,187,54.0,,441.0,,,,481.0,28.4,351.3,,,8.5,-133.0,,254.0,,,,294.0,-158.6,164.3,,,-178.5,,False,,,,False,False,False,,,False
48403,43,30.0,,0.0,,,,22.0,3.9,,,,14.8,-13.0,,-43.0,,,,-21.0,-39.1,,,,-28.2,,False,,,,False,False,,,,False
48405,64,66.0,,0.0,,,,179.0,24.5,247.6,,,94.7,2.0,,-64.0,,,,115.0,-39.5,183.6,,,30.7,,False,,,,False,False,False,,,False
48407,134,174.0,,495.0,,,,157.0,40.6,,,,1368.3,40.0,,361.0,,,,23.0,-93.4,,,,1234.3,,False,,,,True,False,,,,False
48409,927,468.0,,2395.0,,,,5184.0,1137.4,998.3,,,2662.6,-459.0,,1468.0,,,,4257.0,210.4,71.3,,,1735.6,,False,,,,False,True,True,,,False
48411,22,6.0,,0.0,,,,3.0,0.9,,,,4.1,-16.0,,-22.0,,,,-19.0,-21.1,,,,-17.9,,False,,,,False,False,,,,False
48413,15,42.0,,0.0,,,,102.0,,,,,35.9,27.0,,-15.0,,,,87.0,,,,,20.9,,True,,,,False,,,,,True
48415,446,162.0,,0.0,,,,895.0,18.6,,,,770.2,-284.0,,-446.0,,,,449.0,-427.4,,,,324.2,,False,,,,False,False,,,,False
48417,21,18.0,,0.0,,,,0.0,0.2,,,,157.9,-3.0,,-21.0,,,,-21.0,-20.8,,,,136.9,,False,,,,False,False,,,,False
48419,128,48.0,,126.0,,,,309.0,14.0,310.4,,,14.0,-80.0,,-2.0,,,,181.0,-114.0,182.4,,,-114.0,,True,,,,False,False,False,,,False
48421,14,0.0,,0.0,,,,1.0,3.1,,,,0.0,-14.0,,-14.0,,,,-13.0,-10.9,,,,-14.0,,False,,,,True,True,,,,True
48423,2051,1464.0,,7252.0,,,,3162.0,4152.1,7071.1,,,1764.6,-587.0,,5201.0,,,,1111.0,2101.1,5020.1,,,-286.4,,False,,,,False,False,False,,,True
48425,74,36.0,,0.0,,,,597.0,,,,,422.6,-38.0,,-74.0,,,,523.0,,,,,348.6,,False,,,,False,,,,,False
48427,1588,2040.0,,1981.0,,,,5264.0,1252.6,2842.5,,,1089.8,452.0,,393.0,,,,3676.0,-335.4,1254.5,,,-498.2,,True,,,,False,True,False,,,False
48429,127,6.0,,0.0,,,,1.0,0.7,,,,0.3,-121.0,,-127.0,,,,-126.0,-126.3,,,,-126.7,,False,,,,False,False,,,,False
48431,2,0.0,,0.0,,,,10.0,,,,,,-2.0,,-2.0,,,,8.0,,,,,,,False,,,,False,,,,,
48433,7,0.0,,0.0,,,,0.0,,,,,,-7.0,,-7.0,,,,-7.0,,,,,,,False,,,,False,,,,,
48435,58,48.0,,0.0,,,,123.0,,,,,173.9,-10.0,,-58.0,,,,65.0,,,,,115.9,,False,,,,False,,,,,False
48437,45,42.0,,0.0,,,,23.0,17.2,,,,226.4,-3.0,,-45.0,,,,-22.0,-27.8,,,,181.4,,False,,,,False,False,,,,False
