,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01063,62,60.0,,109.0,,,,,37.0,62.2,17.3,,2.5,,,,,,,,,-2.0,,47.0,,,,,-25.0,0.2,-44.7,,-59.5,,,,,,,,,,False,,,,,False,True,False,,False,,,,,,,,
01065,150,190.0,,331.0,,,,,198.0,110.8,91.1,,72.0,278.0,,,,,,,,40.0,,181.0,,,,,48.0,-39.2,-58.9,,-78.0,128.0,,,,,,,,,False,,,,,False,True,False,,False,False,,,,,,,
01067,121,105.0,,165.0,,,,,85.0,99.3,31.1,,40.9,126.0,,,,,,,,-16.0,,44.0,,,,,-36.0,-21.7,-89.9,,-80.1,5.0,,,,,,,,,False,,,,,False,False,False,,False,True,,,,,,,
01069,925,530.0,695.3,1196.0,,,,,1499.0,917.9,510.8,626.4,484.8,522.0,,,,,,,,-395.0,-229.7,271.0,,,,,574.0,-7.1,-414.2,-298.6,-440.2,-403.0,,,,,,,,True,True,,,,,False,True,False,True,False,False,,,,,,,
01071,702,750.0,479.5,2126.0,,,,,548.0,438.0,1608.8,733.1,458.7,600.0,,,,,,,,48.0,-222.5,1424.0,,,,,-154.0,-264.0,906.8,31.1,-243.3,-102.0,,,,,,,,False,False,,,,,False,False,False,True,False,False,,,,,,,
01073,7472,7445.0,8428.6,7154.0,,,,,13359.0,6081.5,11543.1,8427.6,5840.1,6177.0,,,23300.4,9258.0,,,,-27.0,956.6,-318.0,,,,,5887.0,-1390.5,4071.1,955.6,-1631.9,-1295.0,,,15828.4,1786.0,,,,False,False,,,,,False,False,False,False,False,False,,,False,False,,,
01075,153,60.0,,0.0,,,,,40.0,113.3,44.9,,,72.0,,,,,,,,-93.0,,-153.0,,,,,-113.0,-39.7,-108.1,,,-81.0,,,,,,,,,False,,,,,False,True,False,,,True,,,,,,,
01077,663,395.0,611.9,510.0,,,,,1029.0,823.0,439.2,397.4,589.8,487.0,,,,,,,,-268.0,-51.1,-153.0,,,,,366.0,160.0,-223.8,-265.6,-73.2,-176.0,,,,,,,,True,True,,,,,False,True,True,True,True,True,,,,,,,
01079,242,90.0,,190.0,,,,,101.0,244.9,180.4,,106.5,113.0,,,,,,,,-152.0,,-52.0,,,,,-141.0,2.9,-61.6,,-135.5,-129.0,,,,,,,,,True,,,,,True,True,True,,True,True,,,,,,,
01081,1189,1065.0,1199.7,783.0,,,,,1847.0,724.7,1095.7,1046.1,1105.1,1265.0,,,723.6,768.0,,,,-124.0,10.7,-406.0,,,,,658.0,-464.3,-93.3,-142.9,-83.9,76.0,,,-465.4,-421.0,,,,True,False,,,,,False,False,True,False,True,True,,,False,False,,,
01083,810,705.0,834.9,1558.0,,,,,1114.0,694.7,904.6,592.4,716.6,638.0,,,,,,,,-105.0,24.9,748.0,,,,,304.0,-115.3,94.6,-217.6,-93.4,-172.0,,,,,,,,True,False,,,,,False,False,True,False,True,False,,,,,,,
01085,100,70.0,,24.0,,,,,89.0,64.6,2.9,,3.5,,,,,,,,,-30.0,,-76.0,,,,,-11.0,-35.4,-97.1,,-96.5,,,,,,,,,,False,,,,,True,False,False,,False,,,,,,,,
01087,130,150.0,,170.0,,,,,56.0,180.9,22.2,,92.3,163.0,,,,,,,,20.0,,40.0,,,,,-74.0,50.9,-107.8,,-37.7,33.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01089,3542,3800.0,3785.4,11138.0,,,,,4407.0,2649.3,11975.0,4155.1,3594.7,2909.0,,,7215.3,10315.0,,,,258.0,243.4,7596.0,,,,,865.0,-892.7,8433.0,613.1,52.7,-633.0,,,3673.3,6773.0,,,,True,False,,,,,False,False,False,False,True,False,,,False,False,,,
01091,232,250.0,,425.0,,,,,349.0,138.7,110.6,,81.8,288.0,,,,,,,,18.0,,193.0,,,,,117.0,-93.3,-121.4,,-150.2,56.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01093,325,280.0,,609.0,,,,,189.0,206.4,454.7,,127.9,260.0,,,,,,,,-45.0,,284.0,,,,,-136.0,-118.6,129.7,,-197.1,-65.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01095,1301,1120.0,1595.7,603.0,,,,,2907.0,1054.3,1258.9,1220.4,705.2,1585.0,,,935.6,,,,,-181.0,294.7,-698.0,,,,,1606.0,-246.7,-42.1,-80.6,-595.8,284.0,,,-365.4,,,,,False,False,,,,,False,False,True,True,False,False,,,False,,,,
01097,6208,3740.0,1371.8,9381.0,,,,,6044.0,2154.2,5925.2,4687.2,1638.3,4188.0,,,6393.7,7848.0,,,,-2468.0,-4836.2,3173.0,,,,,-164.0,-4053.8,-282.8,-1520.8,-4569.7,-2020.0,,,185.7,1640.0,,,,False,False,,,,,True,False,True,True,False,True,,,True,True,,,
01099,181,105.0,,16.0,,,,,276.0,245.9,17.3,,120.5,187.0,,,,,,,,-76.0,,-165.0,,,,,95.0,64.9,-163.7,,-60.5,6.0,,,,,,,,,False,,,,,False,True,False,,True,True,,,,,,,
01101,2649,2045.0,2200.3,1263.0,,,,,4386.0,1584.6,1028.9,2035.5,984.9,3264.0,,,1287.6,1225.0,,,,-604.0,-448.7,-1386.0,,,,,1737.0,-1064.4,-1620.1,-613.5,-1664.1,615.0,,,-1361.4,-1424.0,,,,True,False,,,,,False,False,False,False,False,False,,,False,False,,,
01103,1219,990.0,1669.7,1677.0,,,,,2367.0,1020.1,1026.8,1151.0,667.4,1108.0,,,,,,,,-229.0,450.7,458.0,,,,,1148.0,-198.9,-192.2,-68.0,-551.6,-111.0,,,,,,,,False,False,,,,,False,True,True,True,False,True,,,,,,,
01105,219,330.0,,0.0,,,,,34.0,197.7,572.3,,42.8,278.0,,,,,,,,111.0,,-219.0,,,,,-185.0,-21.3,353.3,,-176.2,59.0,,,,,,,,,False,,,,,False,True,False,,False,True,,,,,,,
01107,165,210.0,,374.0,,,,,109.0,124.7,192.8,,131.6,229.0,,,,,,,,45.0,,209.0,,,,,-56.0,-40.3,27.8,,-33.4,64.0,,,,,,,,,False,,,,,False,True,True,,True,False,,,,,,,
01109,251,260.0,,308.0,,,,,1025.0,204.6,36.0,,126.7,354.0,,,,,,,,9.0,,57.0,,,,,774.0,-46.4,-215.0,,-124.3,103.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01111,152,290.0,,1068.0,,,,,162.0,150.7,216.8,,97.6,259.0,,,,,,,,138.0,,916.0,,,,,10.0,-1.3,64.8,,-54.4,107.0,,,,,,,,,False,,,,,True,True,True,,True,True,,,,,,,
01113,730,650.0,656.0,1036.0,,,,,487.0,459.2,594.3,422.0,395.2,633.0,,,,,,,,-80.0,-74.0,306.0,,,,,-243.0,-270.8,-135.7,-308.0,-334.8,-97.0,,,,,,,,True,False,,,,,False,False,False,False,False,False,,,,,,,
01115,882,735.0,479.0,1990.0,,,,,569.0,567.7,1337.2,782.0,687.7,570.0,,,,,,,,-147.0,-403.0,1108.0,,,,,-313.0,-314.3,455.2,-100.0,-194.3,-312.0,,,,,,,,False,False,,,,,False,False,False,True,False,False,,,,,,,
01117,1824,2075.0,1540.5,5006.0,,,,,2971.0,1086.7,2977.1,2109.5,1426.9,1660.0,,,2505.2,3356.0,,,,251.0,-283.5,3182.0,,,,,1147.0,-737.3,1153.1,285.5,-397.1,-164.0,,,681.2,1532.0,,,,False,False,,,,,False,False,False,False,False,True,,,False,False,,,
01119,87,35.0,,54.0,,,,,103.0,45.5,2.6,,9.4,,,,,,,,,-52.0,,-33.0,,,,,16.0,-41.5,-84.4,,-77.6,,,,,,,,,,True,,,,,True,True,False,,False,,,,,,,,
01121,733,430.0,439.9,1324.0,,,,,586.0,591.1,510.9,502.0,464.9,391.0,,,660.1,,,,,-303.0,-293.1,591.0,,,,,-147.0,-141.9,-222.1,-231.0,-268.1,-342.0,,,-72.9,,,,,True,False,,,,,True,True,True,True,True,False,,,True,,,,
01123,259,200.0,,286.0,,,,,443.0,141.7,74.9,,91.6,,,,,,,,,-59.0,,27.0,,,,,184.0,-117.3,-184.1,,-167.4,,,,,,,,,,True,,,,,False,False,False,,False,,,,,,,,
01125,1779,2030.0,2857.7,2691.0,,,,,4415.0,2231.8,2055.8,1636.1,1069.6,2217.0,,,2077.7,1805.0,,,,251.0,1078.7,912.0,,,,,2636.0,452.8,276.8,-142.9,-709.4,438.0,,,298.7,26.0,,,,False,False,,,,,False,False,False,True,False,False,,,False,True,,,
01127,538,735.0,498.3,607.0,,,,,1409.0,1019.9,224.8,372.3,339.8,801.0,,,1144.1,,,,,197.0,-39.7,69.0,,,,,871.0,481.9,-313.2,-165.7,-198.2,263.0,,,606.1,,,,,True,True,,,,,False,False,False,True,False,False,,,False,,,,
01129,323,180.0,,148.0,,,,,197.0,102.8,64.8,,45.9,156.0,,,,,,,,-143.0,,-175.0,,,,,-126.0,-220.2,-258.2,,-277.1,-167.0,,,,,,,,,False,,,,,True,False,False,,False,False,,,,,,,
01131,145,65.0,,0.0,,,,,64.0,73.5,11.7,,33.6,,,,,,,,,-80.0,,-145.0,,,,,-81.0,-71.5,-133.3,,-111.4,,,,,,,,,,False,,,,,False,True,False,,False,,,,,,,,
01133,169,210.0,,210.0,,,,,230.0,337.1,152.0,,162.0,244.0,,,,,,,,41.0,,41.0,,,,,61.0,168.1,-17.0,,-7.0,75.0,,,,,,,,,False,,,,,False,False,True,,True,False,,,,,,,
02013,2,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-2.0,,-2.0,,,,,,-2.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02016,6,5.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-6.0,,,,,,-6.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02020,1737,730.0,541.7,2141.0,,,,,,818.9,681.6,1026.8,928.1,719.0,,,717.0,1793.0,,,,-1007.0,-1195.3,404.0,,,,,,-918.1,-1055.4,-710.2,-808.9,-1018.0,,,-1020.0,56.0,,,,False,True,,,,,,True,False,True,True,False,,,False,True,,,
02050,16,10.0,,0.0,,,,,,1.6,2.7,,,,,,,,,,,-6.0,,-16.0,,,,,,-14.4,-13.3,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02060,8,15.0,,0.0,,,,,,0.0,0.4,,,,,,,,,,,7.0,,-8.0,,,,,,-8.0,-7.6,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02068,1,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02070,2,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-2.0,,-2.0,,,,,,-2.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02090,257,300.0,57.5,0.0,,,,,,217.3,1120.4,624.7,163.9,297.0,,,,,,,,43.0,-199.5,-257.0,,,,,,-39.7,863.4,367.7,-93.1,40.0,,,,,,,,False,False,,,,,,True,False,False,False,True,,,,,,,
02100,3,0.0,,0.0,,,,,,2.5,,,,,,,,,,,,-3.0,,-3.0,,,,,,-0.5,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02105,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02110,95,15.0,,0.0,,,,,,38.4,18.2,,,,,,,,,,,-80.0,,-95.0,,,,,,-56.6,-76.8,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02122,158,155.0,288.1,0.0,,,,,,345.2,65.1,219.8,182.1,192.0,,,,,,,,-3.0,130.1,-158.0,,,,,,187.2,-92.9,61.8,24.1,34.0,,,,,,,,False,False,,,,,,False,False,False,False,False,,,,,,,
02130,19,5.0,,0.0,,,,,,3.0,3.8,,,,,,,,,,,-14.0,,-19.0,,,,,,-16.0,-15.2,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02150,9,0.0,,0.0,,,,,,8.2,0.4,,,,,,,,,,,-9.0,,-9.0,,,,,,-0.8,-8.6,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02158,6,5.0,,0.0,,,,,,,,,,,,,,,,,,-1.0,,-6.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
02164,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02170,238,100.0,189.4,0.0,,,,,,436.0,166.3,219.9,186.0,,,,,,,,,-138.0,-48.6,-238.0,,,,,,198.0,-71.7,-18.1,-52.0,,,,,,,,,True,False,,,,,,False,True,True,True,,,,,,,,
02180,12,15.0,,0.0,,,,,,0.9,1.6,,,,,,,,,,,3.0,,-12.0,,,,,,-11.1,-10.4,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02185,17,0.0,,0.0,,,,,,9.1,0.2,,,,,,,,,,,-17.0,,-17.0,,,,,,-7.9,-16.8,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02188,39,5.0,,0.0,,,,,,1.2,0.5,,,,,,,,,,,-34.0,,-39.0,,,,,,-37.8,-38.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02195,1,5.0,,0.0,,,,,,1.4,0.6,,,,,,,,,,,4.0,,-1.0,,,,,,0.4,-0.4,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,
02198,15,0.0,,0.0,,,,,,4.5,0.1,,,,,,,,,,,-15.0,,-15.0,,,,,,-10.5,-14.9,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02220,18,0.0,,0.0,,,,,,2.5,1.7,,,11.0,,,,,,,,-18.0,,-18.0,,,,,,-15.5,-16.3,,,-7.0,,,,,,,,,False,,,,,,True,True,,,True,,,,,,,
02230,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02240,8,0.0,,0.0,,,,,,1.1,0.9,,,,,,,,,,,-8.0,,-8.0,,,,,,-6.9,-7.1,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02261,56,10.0,,0.0,,,,,,0.0,1.0,,,,,,,,,,,-46.0,,-56.0,,,,,,-56.0,-55.0,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02275,7,0.0,,0.0,,,,,,3.7,,,,,,,,,,,,-7.0,,-7.0,,,,,,-3.3,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02282,9,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-9.0,,-9.0,,,,,,-9.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02290,50,15.0,,0.0,,,,,,9.9,2.9,,,,,,,,,,,-35.0,,-50.0,,,,,,-40.1,-47.1,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
04001,691,640.0,1729.0,663.0,,,,,674.0,416.6,228.0,594.5,90.3,,,,893.3,,,,,-51.0,1038.0,-28.0,,,,,-17.0,-274.4,-463.0,-96.5,-600.7,,,,202.3,,,,,False,True,,,,,True,False,False,False,False,,,,False,,,,
04003,743,1400.0,1136.9,2175.0,,,,,927.0,2274.3,642.6,1008.8,788.6,898.0,,,,,,,,657.0,393.9,1432.0,,,,,184.0,1531.3,-100.4,265.8,45.6,155.0,,,,,,,,True,False,,,,,True,False,True,True,True,True,,,,,,,
04005,749,1600.0,1530.2,2990.0,,,,,2545.0,740.0,1160.2,1327.6,545.4,1652.0,,,2322.8,1890.0,,,,851.0,781.2,2241.0,,,,,1796.0,-9.0,411.2,578.6,-203.6,903.0,,,1573.8,1141.0,,,,True,False,,,,,False,True,True,True,True,False,,,False,False,,,
04007,570,520.0,359.3,14.0,,,,,347.0,1020.0,612.7,343.9,259.6,393.0,,,,,,,,-50.0,-210.7,-556.0,,,,,-223.0,450.0,42.7,-226.1,-310.4,-177.0,,,,,,,,False,False,,,,,False,False,True,False,False,False,,,,,,,
04009,402,370.0,,0.0,,,,,147.0,211.0,135.6,,181.4,199.0,,,,,,,,-32.0,,-402.0,,,,,-255.0,-191.0,-266.4,,-220.6,-203.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
04011,31,70.0,,0.0,,,,,104.0,55.7,5.6,,,,,,,,,,,39.0,,-31.0,,,,,73.0,24.7,-25.4,,,,,,,,,,,,True,,,,,False,True,True,,,,,,,,,,
04012,94,205.0,,0.0,,,,,397.0,276.4,39.4,,72.6,257.0,,,,,,,,111.0,,-94.0,,,,,303.0,182.4,-54.6,,-21.4,163.0,,,,,,,,,True,,,,,False,False,True,,True,False,,,,,,,
04013,50384,93260.0,167446.0,92260.0,,,,,115235.0,30340.7,89654.8,74414.8,51464.1,65576.0,,,72379.4,76291.0,,,,42876.0,117062.0,41876.0,,,,,64851.0,-20043.3,39270.8,24030.8,1080.1,15192.0,,,21995.4,25907.0,,,,False,True,,,,,False,True,True,True,True,True,,,True,True,,,
