,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Ohio,8817,5815.0,6008.4,4042.1,4482.0,,-3277.0,-3083.6,-5049.9,-4610.0,,True,False,False,
Oklahoma,1874,1344.6,1704.3,2529.8,1821.0,,-529.4,-169.7,655.8,-53.0,,True,False,True,
Oregon,1027,835.9,729.0,1002.5,464.0,,-191.1,-298.0,-24.5,-563.0,,False,True,False,
Pennsylvania,11191,9107.0,9378.6,8325.2,8742.0,,-2084.0,-1812.4,-2865.8,-2449.0,,True,False,False,
Rhode Island,1482,1228.3,1686.2,1102.5,1124.0,,-233.7,224.2,-359.5,-338.0,,True,False,False,
South Carolina,4517,7827.0,4128.2,4364.9,3516.0,,3310.0,-388.8,-152.1,-1001.0,,True,True,True,
South Dakota,1091,217.3,174.6,305.9,284.0,,-873.7,-916.4,-785.1,-807.0,,False,True,True,
Tennessee,4905,3305.3,6896.5,2356.0,2757.0,,-1599.7,1991.5,-2549.0,-2148.0,,False,False,False,
Texas,23353,25140.0,21459.5,20787.1,32622.0,21245.0,2844.0,-836.5,-1508.9,10326.0,-1051.0,True,True,False,True
Utah,939,858.6,1146.7,1195.4,754.0,,-80.4,207.7,256.4,-185.0,,False,False,False,
Vermont,79,56.0,65.3,56.7,56.0,,-23.0,-13.7,-22.3,-23.0,,True,True,False,
Virginia,4197,3039.7,4058.9,2943.1,2572.0,,-1157.3,-138.1,-1253.9,-1625.0,,True,False,False,
Washington,2867,2519.3,2792.2,5041.0,1960.0,,-311.7,-38.8,2210.0,-871.0,,True,False,False,
West Virginia,829,159.6,507.0,130.7,139.0,,-669.4,-322.0,-698.3,-690.0,,True,False,False,
Wisconsin,3934,1797.1,2499.6,1096.7,1366.0,,-2087.9,-1385.4,-2788.3,-2519.0,,True,False,False,
Wyoming,266,25.0,189.4,21.5,28.0,,-241.0,-76.6,-244.5,-238.0,,True,False,True,
US,284200,267639.6,283130.9,247699.0,228788.0,291188.0,-15713.4,-222.1,-35654.0,-54565.0,7835.0,True,False,False,True
