,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Kentucky,2062,1664.7,1709.4,2871.2,2110.0,,1790.9,-397.3,-352.6,809.2,48.0,,-271.1,True,False,True,,True
Louisiana,6548,6812.0,6190.3,6788.2,7018.0,,7167.4,264.0,-357.7,240.2,470.0,,619.4,False,True,False,,False
Maine,227,171.6,157.5,156.9,263.0,,155.5,-55.4,-69.5,-70.1,36.0,,-71.5,False,False,True,,False
Maryland,4820,4324.1,4280.2,5241.3,4276.0,,4137.8,-495.9,-539.8,421.3,-544.0,,-682.2,False,True,False,,False
Massachusetts,10953,10395.7,9568.5,12220.1,9672.0,,9705.2,-557.3,-1384.5,1267.1,-1281.0,,-1247.8,False,False,False,,False
Michigan,10321,7598.7,7732.3,7674.2,8191.0,,7286.6,-2722.3,-2588.7,-2646.8,-2130.0,,-3034.4,True,True,True,,False
Minnesota,3979,2516.4,2461.4,3223.3,2910.0,,2671.4,-1462.6,-1517.6,-755.7,-1069.0,,-1307.6,False,True,True,,True
Mississippi,3949,4036.9,3319.3,3285.5,4501.0,,3755.9,87.9,-629.7,-663.5,552.0,,-193.1,False,False,False,,False
Missouri,4276,2857.4,2881.1,3160.0,2977.0,,2416.1,-1418.6,-1394.9,-1116.0,-1299.0,,-1859.9,True,True,True,,False
Montana,734,395.9,424.2,294.9,293.0,,283.5,-338.1,-309.8,-439.1,-441.0,,-450.5,True,False,False,,False
Nebraska,1194,528.9,796.1,1406.2,631.0,,501.8,-665.1,-397.9,212.2,-563.0,,-692.2,True,True,True,,False
Nevada,2301,2388.7,1866.7,2264.7,2072.0,,2378.9,87.7,-434.3,-36.3,-229.0,,77.9,False,True,False,,True
New Hampshire,559,459.7,485.7,473.2,471.0,,478.5,-99.3,-73.3,-85.8,-88.0,,-80.5,True,True,True,,True
New Jersey,17306,16457.9,16518.2,20761.2,16845.0,,16333.7,-848.1,-787.8,3455.2,-461.0,,-972.3,True,False,True,,False
New Mexico,1738,1131.3,998.5,1328.4,1231.0,,980.9,-606.7,-739.5,-409.6,-507.0,,-757.1,False,True,True,,False
New York,34939,33781.9,33426.1,36816.7,34041.0,,33430.0,-1157.1,-1512.9,1877.7,-898.0,,-1509.0,False,False,True,,False
North Carolina,5516,5316.7,4539.7,7090.8,5682.0,,4562.8,-199.3,-976.3,1574.8,166.0,,-953.2,False,False,True,,False
North Dakota,1013,452.6,473.6,468.8,375.0,,205.2,-560.4,-539.4,-544.2,-638.0,,-807.8,True,True,False,,False
Ohio,6946,6786.4,5906.6,7442.6,6244.0,,6027.9,-159.6,-1039.4,496.6,-702.0,,-918.1,False,False,False,,False
Oklahoma,1874,1391.1,1475.4,1406.4,1868.0,,1434.7,-482.9,-398.6,-467.6,-6.0,,-439.3,True,True,True,,True
Oregon,1027,710.6,747.5,856.2,713.0,,741.3,-316.4,-279.5,-170.8,-314.0,,-285.7,True,True,True,,True
Pennsylvania,11191,9382.3,9018.8,10518.0,8827.0,,8479.8,-1808.7,-2172.2,-673.0,-2364.0,,-2711.2,False,True,False,,False
Rhode Island,1413,1272.6,1247.3,1602.0,1157.0,,1167.0,-140.4,-165.7,189.0,-256.0,,-246.0,False,False,False,,False
South Carolina,4517,4664.7,4946.1,5236.2,4676.0,,4446.4,147.7,429.1,719.2,159.0,,-70.6,False,False,False,,True
South Dakota,1091,397.4,361.0,327.0,372.0,,243.0,-693.6,-730.0,-764.0,-719.0,,-848.0,False,False,False,,False
Tennessee,4905,3738.0,3782.1,5755.7,4423.0,,3796.9,-1167.0,-1122.9,850.7,-482.0,,-1108.1,True,True,True,,True
Texas,23353,22503.4,18731.0,21914.6,23467.0,23739.0,20497.8,-571.6,-4344.0,-1160.4,392.0,664.0,-2577.2,False,False,True,False,False
Utah,939,516.0,830.1,640.9,663.0,,606.3,-423.0,-108.9,-298.1,-276.0,,-332.7,True,True,True,,True
Vermont,79,58.0,62.7,59.0,59.0,,60.0,-21.0,-16.3,-20.0,-20.0,,-19.0,True,True,True,,True
Virginia,4197,6150.7,4190.0,4999.5,4269.0,,3957.7,1955.7,-5.0,804.5,74.0,,-237.3,True,True,True,,True
Washington,2867,2536.4,2316.3,2881.0,2482.0,,2611.2,-333.6,-553.7,11.0,-388.0,,-258.8,False,True,False,,True
West Virginia,829,824.3,910.4,774.0,684.0,,530.2,-4.7,81.4,-55.0,-145.0,,-298.8,False,False,False,,False
Wisconsin,3934,1589.4,2220.6,2597.3,1913.0,,1593.7,-2279.6,-1648.4,-1271.7,-1956.0,,-2275.3,True,True,True,,True
Wyoming,266,125.0,90.1,45.8,68.0,,75.4,-141.0,-175.9,-220.2,-198.0,,-190.6,False,False,False,,False
US,281479,258550.1,227752.1,289481.6,253478.0,248060.0,236248.5,-22582.9,-53380.9,8348.6,-27655.0,-33073.0,-44884.5,False,True,False,False,False
