,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05005,782,372.0,238.0,,,,,533.0,,424.0,179.9,144.5,209.4,,,240.0,-410.0,-544.0,,,,,-249.0,,-358.0,-602.1,-637.5,-572.6,,,-542.0,False,,,,,True,,True,False,False,False,,,False
05007,3848,1788.0,1834.0,,,,,2739.0,,1442.9,1183.3,678.9,90.2,1478.0,,1385.0,-2060.0,-2014.0,,,,,-1109.0,,-2405.1,-2664.7,-3169.1,-3757.8,-2370.0,,-2463.0,True,,,,,True,,False,False,False,False,False,,False
05009,685,450.0,263.0,,,,,707.0,,414.1,152.2,236.7,0.3,,,329.0,-235.0,-422.0,,,,,22.0,,-270.9,-532.8,-448.3,-684.7,,,-356.0,False,,,,,True,,False,False,False,False,,,False
05011,79,18.0,0.0,,,,,102.0,,18.1,16.9,1.3,0.0,,,11.0,-61.0,-79.0,,,,,23.0,,-60.9,-62.1,-77.7,-79.0,,,-68.0,False,,,,,True,,True,False,False,False,,,False
05013,90,12.0,0.0,,,,,32.0,,11.5,36.3,,,,,21.0,-78.0,-90.0,,,,,-58.0,,-78.5,-53.7,,,,,-69.0,False,,,,,True,,False,True,,,,,True
05015,437,600.0,538.0,,,,,381.0,,623.2,222.7,339.4,272.2,,,587.0,163.0,101.0,,,,,-56.0,,186.2,-214.3,-97.6,-164.8,,,150.0,True,,,,,True,,False,False,True,False,,,True
05017,109,30.0,0.0,,,,,121.0,,15.8,22.6,1.7,0.3,47.5,,61.0,-79.0,-109.0,,,,,12.0,,-93.2,-86.4,-107.3,-108.7,-61.5,,-48.0,False,,,,,True,,False,False,False,False,True,,True
05019,324,246.0,284.0,,,,,223.0,,247.4,64.3,56.9,85.9,,,149.0,-78.0,-40.0,,,,,-101.0,,-76.6,-259.7,-267.1,-238.1,,,-175.0,True,,,,,False,,True,False,False,False,,,False
05021,385,264.0,291.0,,,,,222.0,,276.5,102.6,162.0,67.9,,,211.0,-121.0,-94.0,,,,,-163.0,,-108.5,-282.4,-223.0,-317.1,,,-174.0,True,,,,,False,,True,False,False,False,,,False
05023,256,180.0,243.0,,,,,458.0,,184.6,56.7,72.0,45.7,,,230.0,-76.0,-13.0,,,,,202.0,,-71.4,-199.3,-184.0,-210.3,,,-26.0,True,,,,,False,,True,False,False,False,,,True
05025,132,36.0,6.0,,,,,60.0,,32.7,16.9,1.1,0.0,,,52.0,-96.0,-126.0,,,,,-72.0,,-99.3,-115.1,-130.9,-132.0,,,-80.0,False,,,,,True,,False,False,False,False,,,True
05027,369,390.0,746.0,,,,,175.0,,414.8,149.4,129.6,156.0,,,186.0,21.0,377.0,,,,,-194.0,,45.8,-219.6,-239.4,-213.0,,,-183.0,False,,,,,False,,False,False,False,False,,,False
05029,293,78.0,115.0,,,,,528.0,,103.4,71.5,22.4,64.0,,,121.0,-215.0,-178.0,,,,,235.0,,-189.6,-221.5,-270.6,-229.0,,,-172.0,True,,,,,False,,True,False,False,False,,,True
05031,2900,2226.0,2779.0,,,,,1707.0,,2058.6,1304.8,840.0,1310.7,1491.0,,2431.0,-674.0,-121.0,,,,,-1193.0,,-841.4,-1595.2,-2060.0,-1589.3,-1409.0,,-469.0,True,,,,,False,,False,False,False,False,False,,True
05033,1156,966.0,829.0,,,,,1210.0,,920.1,501.1,604.7,618.2,498.6,,819.0,-190.0,-327.0,,,,,54.0,,-235.9,-654.9,-551.3,-537.8,-657.4,,-337.0,False,,,,,True,,False,False,False,False,False,,False
05035,1017,324.0,367.0,,,,,677.0,,265.8,320.1,106.1,1.7,176.1,,234.0,-693.0,-650.0,,,,,-340.0,,-751.2,-696.9,-910.9,-1015.3,-840.9,,-783.0,True,,,,,True,,False,False,False,False,False,,False
05037,258,150.0,132.0,,,,,345.0,,153.1,81.0,19.5,0.7,,,42.0,-108.0,-126.0,,,,,87.0,,-104.9,-177.1,-238.5,-257.3,,,-216.0,False,,,,,True,,True,False,False,False,,,False
05039,91,30.0,5.0,,,,,67.0,,27.9,21.1,1.9,0.0,,,24.0,-61.0,-86.0,,,,,-24.0,,-63.1,-69.9,-89.1,-91.0,,,-67.0,False,,,,,True,,False,False,False,False,,,False
05041,169,168.0,42.0,,,,,115.0,,153.1,32.1,47.3,0.1,,,198.0,-1.0,-127.0,,,,,-54.0,,-15.9,-136.9,-121.7,-168.9,,,29.0,False,,,,,False,,False,False,False,False,,,False
05043,198,66.0,5.0,,,,,192.0,,65.5,49.8,30.4,0.0,,,180.0,-132.0,-193.0,,,,,-6.0,,-132.5,-148.2,-167.6,-198.0,,,-18.0,False,,,,,True,,False,False,False,False,,,True
05045,1487,1326.0,1427.0,,,,,1599.0,,1245.8,760.5,938.3,940.5,421.8,,1016.0,-161.0,-60.0,,,,,112.0,,-241.2,-726.5,-548.7,-546.5,-1065.2,,-471.0,True,,,,,True,,False,False,False,False,False,,False
05047,317,432.0,561.0,,,,,403.0,,466.7,130.1,582.0,111.4,,,18.0,115.0,244.0,,,,,86.0,,149.7,-186.9,265.0,-205.6,,,-299.0,False,,,,,True,,False,False,False,False,,,False
05049,276,144.0,195.0,,,,,125.0,,154.9,65.3,62.5,1.0,,,45.0,-132.0,-81.0,,,,,-151.0,,-121.1,-210.7,-213.5,-275.0,,,-231.0,True,,,,,False,,True,False,False,False,,,False
05051,1363,444.0,141.0,,,,,1244.0,,379.6,423.6,267.6,32.1,353.7,,182.0,-919.0,-1222.0,,,,,-119.0,,-983.4,-939.4,-1095.4,-1330.9,-1009.3,,-1181.0,False,,,,,True,,False,False,False,False,False,,False
05053,231,162.0,119.0,,,,,143.0,,130.8,62.5,107.4,69.7,,,113.0,-69.0,-112.0,,,,,-88.0,,-100.2,-168.6,-123.6,-161.3,,,-118.0,False,,,,,False,,False,False,False,False,,,False
05055,1451,762.0,898.0,,,,,642.0,,696.5,319.1,815.9,292.3,,,674.0,-689.0,-553.0,,,,,-809.0,,-754.5,-1131.9,-635.1,-1158.7,,,-777.0,True,,,,,False,,False,False,True,False,,,False
05057,348,276.0,324.0,,,,,149.0,,285.5,105.9,186.4,104.0,,,46.0,-72.0,-24.0,,,,,-199.0,,-62.5,-242.1,-161.6,-244.0,,,-302.0,True,,,,,False,,True,False,False,False,,,False
05059,712,582.0,709.0,,,,,404.0,,428.7,121.7,347.4,4.4,211.9,,13.0,-130.0,-3.0,,,,,-308.0,,-283.3,-590.3,-364.6,-707.6,-500.1,,-699.0,True,,,,,False,,False,False,False,False,False,,False
05061,253,72.0,6.0,,,,,138.0,,73.9,36.7,17.5,0.6,,,41.0,-181.0,-247.0,,,,,-115.0,,-179.1,-216.3,-235.5,-252.4,,,-212.0,False,,,,,True,,True,False,False,False,,,False
05063,646,516.0,566.0,,,,,897.0,,537.2,159.8,196.7,1.2,383.4,,490.0,-130.0,-80.0,,,,,251.0,,-108.8,-486.2,-449.3,-644.8,-262.6,,-156.0,True,,,,,False,,True,False,False,False,False,,False
05065,596,474.0,442.0,,,,,207.0,,568.4,72.7,240.3,38.1,,,247.0,-122.0,-154.0,,,,,-389.0,,-27.6,-523.3,-355.7,-557.9,,,-349.0,False,,,,,False,,True,False,False,False,,,False
05067,996,486.0,722.0,,,,,429.0,,626.1,172.2,867.7,240.4,,,127.0,-510.0,-274.0,,,,,-567.0,,-369.9,-823.8,-128.3,-755.6,,,-869.0,True,,,,,False,,True,False,True,False,,,False
05069,1243,1302.0,784.0,,,,,747.0,,1081.9,359.9,793.0,0.7,959.7,,250.0,59.0,-459.0,,,,,-496.0,,-161.1,-883.1,-450.0,-1242.3,-283.3,,-993.0,False,,,,,False,,False,False,False,False,False,,False
05071,289,198.0,218.0,,,,,686.0,,139.3,119.4,33.1,1.8,,,181.0,-91.0,-71.0,,,,,397.0,,-149.7,-169.6,-255.9,-287.2,,,-108.0,True,,,,,False,,False,False,False,False,,,False
05073,117,84.0,64.0,,,,,48.0,,88.0,28.9,15.9,0.0,,,43.0,-33.0,-53.0,,,,,-69.0,,-29.0,-88.1,-101.1,-117.0,,,-74.0,False,,,,,False,,True,False,False,False,,,False
05075,497,588.0,816.0,,,,,309.0,,560.1,136.4,241.6,158.4,,,175.0,91.0,319.0,,,,,-188.0,,63.1,-360.6,-255.4,-338.6,,,-322.0,False,,,,,False,,True,False,False,False,,,False
05077,65,72.0,0.0,,,,,127.0,,34.9,41.4,7.6,0.3,45.1,,114.0,7.0,-65.0,,,,,62.0,,-30.1,-23.6,-57.4,-64.7,-19.9,,49.0,False,,,,,False,,False,False,False,False,False,,False
05079,249,330.0,,,,,,145.0,,256.3,85.9,77.9,0.5,116.1,,1403.0,81.0,,,,,,-104.0,,7.3,-163.1,-171.1,-248.5,-132.9,,1154.0,,,,,,False,,True,False,False,False,False,,False
05081,212,132.0,41.0,,,,,119.0,,103.2,88.7,67.7,0.0,,,159.0,-80.0,-171.0,,,,,-93.0,,-108.8,-123.3,-144.3,-212.0,,,-53.0,False,,,,,False,,False,False,False,False,,,True
05083,336,312.0,0.0,,,,,488.0,,311.1,117.6,245.8,0.1,,,611.0,-24.0,-336.0,,,,,152.0,,-24.9,-218.4,-90.2,-335.9,,,275.0,False,,,,,False,,False,False,False,False,,,False
05085,1063,582.0,260.0,,,,,767.0,,546.2,329.7,281.2,19.2,282.7,,317.0,-481.0,-803.0,,,,,-296.0,,-516.8,-733.3,-781.8,-1043.8,-780.3,,-746.0,False,,,,,True,,False,False,False,False,False,,False
05087,165,108.0,81.0,,,,,318.0,,110.1,146.7,14.9,0.6,,,27.0,-57.0,-84.0,,,,,153.0,,-54.9,-18.3,-150.1,-164.4,,,-138.0,False,,,,,False,,True,True,False,False,,,False
05089,262,48.0,84.0,,,,,154.0,,51.4,80.4,13.4,55.0,,,15.0,-214.0,-178.0,,,,,-108.0,,-210.6,-181.6,-248.6,-207.0,,,-247.0,True,,,,,True,,True,True,False,True,,,False
05091,1004,780.0,1075.0,,,,,352.0,,883.7,260.7,408.4,298.8,,,9.0,-224.0,71.0,,,,,-652.0,,-120.3,-743.3,-595.6,-705.2,,,-995.0,True,,,,,False,,True,False,False,False,,,False
05093,1129,522.0,599.0,,,,,787.0,,375.5,148.0,414.7,1.9,319.2,,434.0,-607.0,-530.0,,,,,-342.0,,-753.5,-981.0,-714.3,-1127.1,-809.8,,-695.0,True,,,,,True,,False,False,False,False,False,,False
05095,108,210.0,99.0,,,,,135.0,,231.9,19.2,174.5,24.3,,,125.0,102.0,-9.0,,,,,27.0,,123.9,-88.8,66.5,-83.7,,,17.0,True,,,,,True,,False,True,True,True,,,True
05097,68,36.0,32.0,,,,,114.0,,29.0,43.9,1.6,0.0,,,30.0,-32.0,-36.0,,,,,46.0,,-39.0,-24.1,-66.4,-68.0,,,-38.0,False,,,,,False,,False,True,False,False,,,False
05099,177,96.0,64.0,,,,,80.0,,79.9,47.3,19.4,0.1,,,81.0,-81.0,-113.0,,,,,-97.0,,-97.1,-129.7,-157.6,-176.9,,,-96.0,False,,,,,False,,False,False,False,False,,,False
05101,130,120.0,0.0,,,,,149.0,,83.7,41.9,23.2,0.0,,,26.0,-10.0,-130.0,,,,,19.0,,-46.3,-88.1,-106.8,-130.0,,,-104.0,False,,,,,False,,False,False,False,False,,,False
05103,299,108.0,56.0,,,,,190.0,,84.8,48.1,27.7,0.0,,,66.0,-191.0,-243.0,,,,,-109.0,,-214.2,-250.9,-271.3,-299.0,,,-233.0,False,,,,,True,,False,False,False,False,,,False
05105,109,126.0,94.0,,,,,106.0,,198.6,28.9,35.2,50.1,,,257.0,17.0,-15.0,,,,,-3.0,,89.6,-80.1,-73.8,-58.9,,,148.0,True,,,,,True,,False,False,False,False,,,False
05107,268,390.0,43.0,,,,,283.0,,323.4,108.5,263.6,111.7,,,0.0,122.0,-225.0,,,,,15.0,,55.4,-159.5,-4.4,-156.3,,,-268.0,False,,,,,True,,True,False,True,False,,,False
05109,102,60.0,25.0,,,,,113.0,,54.1,26.7,7.2,0.0,,,42.0,-42.0,-77.0,,,,,11.0,,-47.9,-75.3,-94.8,-102.0,,,-60.0,False,,,,,True,,False,False,False,False,,,False
05111,784,492.0,190.0,,,,,436.0,,472.6,112.3,143.3,229.5,,,277.0,-292.0,-594.0,,,,,-348.0,,-311.4,-671.7,-640.7,-554.5,,,-507.0,False,,,,,False,,False,False,False,False,,,False
05113,386,150.0,48.0,,,,,296.0,,184.5,43.6,39.2,0.1,,,212.0,-236.0,-338.0,,,,,-90.0,,-201.5,-342.4,-346.8,-385.9,,,-174.0,False,,,,,True,,True,False,False,False,,,True
05115,1066,840.0,1607.0,,,,,1148.0,,690.5,426.9,336.1,2.7,349.1,,526.0,-226.0,541.0,,,,,82.0,,-375.5,-639.1,-729.9,-1063.3,-716.9,,-540.0,False,,,,,True,,False,False,False,False,False,,False
05117,160,108.0,31.0,,,,,122.0,,101.8,34.1,40.9,0.0,,,63.0,-52.0,-129.0,,,,,-38.0,,-58.2,-125.9,-119.1,-160.0,,,-97.0,False,,,,,True,,False,False,False,False,,,False
05119,5089,3666.0,5283.0,,,,,3311.0,,2789.4,3130.1,2889.2,2602.4,1662.1,,2301.0,-1423.0,194.0,,,,,-1778.0,,-2299.6,-1958.9,-2199.8,-2486.6,-3426.9,,-2788.0,True,,,,,False,,False,False,False,False,False,,False
05121,394,312.0,167.0,,,,,358.0,,348.6,122.3,130.6,87.1,,,105.0,-82.0,-227.0,,,,,-36.0,,-45.4,-271.7,-263.4,-306.9,,,-289.0,False,,,,,True,,True,False,False,False,,,False
05123,361,288.0,384.0,,,,,508.0,,104.8,176.4,61.2,1.5,274.4,,0.0,-73.0,23.0,,,,,147.0,,-256.2,-184.6,-299.8,-359.5,-86.6,,-361.0,True,,,,,False,,False,False,False,False,False,,False
05125,1857,906.0,747.0,,,,,1183.0,,823.7,758.8,427.2,682.9,391.3,,1179.0,-951.0,-1110.0,,,,,-674.0,,-1033.3,-1098.2,-1429.8,-1174.1,-1465.7,,-678.0,False,,,,,True,,False,False,False,False,False,,True
05127,199,96.0,76.0,,,,,186.0,,127.7,66.7,29.2,19.5,,,73.0,-103.0,-123.0,,,,,-13.0,,-71.3,-132.3,-169.8,-179.5,,,-126.0,False,,,,,True,,True,False,False,False,,,False
05129,107,60.0,7.0,,,,,162.0,,60.4,6.2,5.7,0.0,,,136.0,-47.0,-100.0,,,,,55.0,,-46.6,-100.8,-101.3,-107.0,,,29.0,False,,,,,False,,True,False,False,False,,,True
05131,2301,1968.0,2556.0,,,,,2300.0,,1502.8,857.3,1112.1,1030.0,939.3,,1680.0,-333.0,255.0,,,,,-1.0,,-798.2,-1443.7,-1188.9,-1271.0,-1361.7,,-621.0,True,,,,,True,,False,False,False,False,False,,False
05133,415,78.0,4.0,,,,,197.0,,47.5,43.5,10.3,3.3,49.3,,0.0,-337.0,-411.0,,,,,-218.0,,-367.5,-371.5,-404.7,-411.7,-365.7,,-415.0,False,,,,,True,,False,False,False,False,False,,False
05135,343,144.0,201.0,,,,,219.0,,148.9,110.9,39.1,9.1,,,113.0,-199.0,-142.0,,,,,-124.0,,-194.1,-232.1,-303.9,-333.9,,,-230.0,True,,,,,True,,True,False,False,False,,,False
05137,63,42.0,52.0,,,,,216.0,,42.7,24.8,2.6,0.0,,,8.0,-21.0,-11.0,,,,,153.0,,-20.3,-38.2,-60.4,-63.0,,,-55.0,True,,,,,False,,True,False,False,False,,,False
05139,429,390.0,653.0,,,,,296.0,,364.8,237.6,167.5,256.5,,,543.0,-39.0,224.0,,,,,-133.0,,-64.2,-191.4,-261.5,-172.5,,,114.0,False,,,,,False,,False,False,False,False,,,False
05141,136,36.0,0.0,,,,,308.0,,28.4,23.1,9.6,27.0,,,12.0,-100.0,-136.0,,,,,172.0,,-107.6,-112.9,-126.4,-109.0,,,-124.0,False,,,,,False,,False,False,False,False,,,False
05143,4053,2856.0,3891.0,,,,,2995.0,,2119.5,1499.9,782.9,130.8,2579.1,,1464.0,-1197.0,-162.0,,,,,-1058.0,,-1933.5,-2553.1,-3270.1,-3922.2,-1473.9,,-2589.0,True,,,,,True,,False,False,False,False,False,,False
05145,1659,810.0,740.0,,,,,1449.0,,902.5,332.9,699.8,481.1,,,709.0,-849.0,-919.0,,,,,-210.0,,-756.5,-1326.1,-959.2,-1177.9,,,-950.0,False,,,,,True,,True,False,False,False,,,False
05147,111,66.0,0.0,,,,,51.0,,76.7,20.2,15.6,,,,69.0,-45.0,-111.0,,,,,-60.0,,-34.3,-90.8,-95.4,,,,-42.0,False,,,,,False,,True,False,False,,,,True
05149,282,156.0,3.0,,,,,332.0,,114.6,144.3,16.9,0.7,94.0,,4.0,-126.0,-279.0,,,,,50.0,,-167.4,-137.7,-265.1,-281.3,-188.0,,-278.0,False,,,,,True,,False,False,False,False,False,,False
06001,5363,2706.0,2724.0,,,,,2634.0,,1738.8,4244.7,1489.2,171.5,2123.5,,1659.0,-2657.0,-2639.0,,,,,-2729.0,,-3624.2,-1118.3,-3873.8,-5191.5,-3239.5,,-3704.0,True,,,,,False,,False,True,False,False,False,,False
06003,39,6.0,0.0,,,,,0.0,,22.5,0.3,0.0,,,,26.0,-33.0,-39.0,,,,,-39.0,,-16.5,-38.7,-39.0,,,,-13.0,False,,,,,False,,True,False,False,,,,True
06005,162,42.0,45.0,,,,,47.0,,42.6,54.3,5.8,53.0,,,145.0,-120.0,-117.0,,,,,-115.0,,-119.4,-107.7,-156.2,-109.0,,,-17.0,True,,,,,True,,True,True,False,True,,,True
06007,668,462.0,858.0,,,,,501.0,,294.9,540.7,103.9,579.7,358.7,,389.0,-206.0,190.0,,,,,-167.0,,-373.1,-127.3,-564.1,-88.3,-309.3,,-279.0,True,,,,,True,,False,True,False,True,False,,False
06009,94,36.0,0.0,,,,,52.0,,39.7,69.8,0.5,90.8,,,18.0,-58.0,-94.0,,,,,-42.0,,-54.3,-24.2,-93.5,-3.2,,,-76.0,False,,,,,True,,True,True,False,True,,,False
06011,96,30.0,1.0,,,,,48.0,,19.1,31.4,5.7,0.2,,,4.0,-66.0,-95.0,,,,,-48.0,,-76.9,-64.6,-90.3,-95.8,,,-92.0,False,,,,,True,,False,True,False,False,,,False
06013,4866,2862.0,1958.0,,,,,1979.0,,2179.4,2887.9,1719.2,971.4,1648.6,,1943.0,-2004.0,-2908.0,,,,,-2887.0,,-2686.6,-1978.1,-3146.8,-3894.6,-3217.4,,-2923.0,False,,,,,False,,False,True,False,False,False,,False
06015,104,138.0,191.0,,,,,118.0,,156.7,90.1,19.4,39.2,,,367.0,34.0,87.0,,,,,14.0,,52.7,-13.9,-84.6,-64.8,,,263.0,False,,,,,True,,False,True,False,False,,,False
06017,691,354.0,424.0,,,,,231.0,,342.7,507.4,58.4,402.4,154.0,,334.0,-337.0,-267.0,,,,,-460.0,,-348.3,-183.6,-632.6,-288.6,-537.0,,-357.0,True,,,,,False,,False,True,False,True,False,,False
06019,6427,2118.0,1063.0,,,,,2494.0,,1439.4,2287.9,992.8,31.1,2257.6,,636.0,-4309.0,-5364.0,,,,,-3933.0,,-4987.6,-4139.1,-5434.2,-6395.9,-4169.4,,-5791.0,False,,,,,True,,False,True,False,False,True,,False
06021,203,138.0,150.0,,,,,82.0,,124.0,68.1,21.9,0.0,,,76.0,-65.0,-53.0,,,,,-121.0,,-79.0,-134.9,-181.1,-203.0,,,-127.0,True,,,,,False,,False,False,False,False,,,False
06023,201,66.0,13.0,,,,,69.0,,64.3,188.5,3.9,251.8,,,36.0,-135.0,-188.0,,,,,-132.0,,-136.7,-12.5,-197.1,50.8,,,-165.0,False,,,,,True,,False,True,False,True,,,False
06025,2719,588.0,534.0,,,,,295.0,,515.8,453.7,109.3,1.5,317.2,,0.0,-2131.0,-2185.0,,,,,-2424.0,,-2203.2,-2265.3,-2609.7,-2717.5,-2401.8,,-2719.0,False,,,,,False,,False,False,False,False,False,,False
06027,72,66.0,,,,,,12.0,,93.6,20.3,3.4,23.4,,,242.0,-6.0,,,,,,-60.0,,21.6,-51.7,-68.6,-48.6,,,170.0,,,,,,False,,False,False,False,False,,,False
06029,5485,2928.0,3959.0,,,,,2782.0,,2110.7,2153.9,1664.1,42.9,5589.4,,3502.0,-2557.0,-1526.0,,,,,-2703.0,,-3374.3,-3331.1,-3820.9,-5442.1,104.4,,-1983.0,True,,,,,False,,False,False,False,False,True,,True
06031,2045,1662.0,2397.0,,,,,690.0,,900.8,269.5,281.8,2.5,1391.0,,588.0,-383.0,352.0,,,,,-1355.0,,-1144.2,-1775.5,-1763.2,-2042.5,-654.0,,-1457.0,True,,,,,False,,False,False,False,False,False,,False
06033,196,282.0,189.0,,,,,155.0,,151.6,100.1,152.1,371.7,,,100.0,86.0,-7.0,,,,,-41.0,,-44.4,-95.9,-43.9,175.7,,,-96.0,True,,,,,True,,True,False,True,False,,,False
06035,730,54.0,0.0,,,,,53.0,,55.3,77.5,6.3,0.0,,,88.0,-676.0,-730.0,,,,,-677.0,,-674.7,-652.5,-723.7,-730.0,,,-642.0,False,,,,,False,,True,True,False,False,,,True
06037,80859,45162.0,74344.0,,,,,19126.0,,33367.3,16761.8,39552.6,1581.6,24649.9,,51601.0,-35697.0,-6515.0,,,,,-61733.0,,-47491.7,-64097.2,-41306.4,-79277.4,-56209.1,,-29258.0,True,,,,,False,,False,False,False,False,False,,True
06039,966,636.0,450.0,,,,,446.0,,505.4,442.5,34.1,1.7,440.4,,383.0,-330.0,-516.0,,,,,-520.0,,-460.6,-523.5,-931.9,-964.3,-525.6,,-583.0,False,,,,,False,,False,False,False,False,False,,False
06041,647,642.0,569.0,,,,,421.0,,469.9,374.8,379.9,153.2,310.8,,725.0,-5.0,-78.0,,,,,-226.0,,-177.1,-272.2,-267.1,-493.8,-336.2,,78.0,False,,,,,False,,False,False,False,False,False,,False
06043,25,6.0,0.0,,,,,22.0,,9.0,12.0,4.7,,,,2.0,-19.0,-25.0,,,,,-3.0,,-16.0,-13.0,-20.3,,,,-23.0,False,,,,,True,,True,True,False,,,,False
06045,350,282.0,481.0,,,,,120.0,,289.3,333.2,123.5,654.7,,,200.0,-68.0,131.0,,,,,-230.0,,-60.7,-16.8,-226.5,304.7,,,-150.0,False,,,,,False,,True,True,False,False,,,False
06047,1837,696.0,510.0,,,,,859.0,,534.4,939.6,139.8,0.7,879.2,,386.0,-1141.0,-1327.0,,,,,-978.0,,-1302.6,-897.4,-1697.2,-1836.3,-957.8,,-1451.0,False,,,,,True,,False,True,False,False,True,,False
06049,84,6.0,0.0,,,,,7.0,,15.2,16.2,0.7,,,,4.0,-78.0,-84.0,,,,,-77.0,,-68.8,-67.8,-83.3,,,,-80.0,False,,,,,True,,True,True,False,,,,False
06051,328,18.0,0.0,,,,,10.0,,16.9,11.8,0.6,0.0,,,22.0,-310.0,-328.0,,,,,-318.0,,-311.1,-316.2,-327.4,-328.0,,,-306.0,False,,,,,False,,False,False,False,False,,,True
06053,3151,2208.0,2179.0,,,,,1147.0,,1763.8,1603.6,717.1,13.3,1337.4,,2086.0,-943.0,-972.0,,,,,-2004.0,,-1387.2,-1547.4,-2433.9,-3137.7,-1813.6,,-1065.0,False,,,,,False,,False,False,False,False,False,,False
06055,923,348.0,246.0,,,,,341.0,,211.3,335.1,57.2,384.1,187.7,,82.0,-575.0,-677.0,,,,,-582.0,,-711.7,-587.9,-865.8,-538.9,-735.3,,-841.0,False,,,,,False,,False,False,False,True,False,,False
06057,453,114.0,71.0,,,,,92.0,,82.7,140.9,40.8,322.0,,,51.0,-339.0,-382.0,,,,,-361.0,,-370.3,-312.1,-412.2,-131.0,,,-402.0,False,,,,,False,,False,True,False,True,,,False
06059,18319,7044.0,4108.0,,,,,3718.0,,5264.9,4242.8,5536.0,296.7,4244.2,,7124.0,-11275.0,-14211.0,,,,,-14601.0,,-13054.1,-14076.2,-12783.0,-18022.3,-14074.8,,-11195.0,False,,,,,False,,False,False,False,False,False,,True
06061,1937,732.0,1610.0,,,,,560.0,,619.2,1122.6,250.7,849.5,566.4,,1216.0,-1205.0,-327.0,,,,,-1377.0,,-1317.8,-814.4,-1686.3,-1087.5,-1370.6,,-721.0,True,,,,,False,,False,True,False,True,False,,True
06063,125,6.0,0.0,,,,,12.0,,13.4,24.3,2.4,,,,112.0,-119.0,-125.0,,,,,-113.0,,-111.6,-100.7,-122.6,,,,-13.0,False,,,,,True,,True,True,False,,,,True
06065,17789,11340.0,12209.0,,,,,5908.0,,9504.7,5212.2,4845.4,1459.5,7166.7,,11856.0,-6449.0,-5580.0,,,,,-11881.0,,-8284.3,-12576.8,-12943.6,-16329.5,-10622.3,,-5933.0,True,,,,,False,,False,False,False,False,False,,True
06067,9216,4764.0,6614.0,,,,,2486.0,,3347.5,5158.6,2828.6,3116.2,4845.5,,3959.0,-4452.0,-2602.0,,,,,-6730.0,,-5868.5,-4057.4,-6387.4,-6099.8,-4370.5,,-5257.0,True,,,,,False,,False,True,False,False,True,,False
06069,330,114.0,55.0,,,,,184.0,,92.1,71.6,19.6,0.5,138.3,,56.0,-216.0,-275.0,,,,,-146.0,,-237.9,-258.4,-310.4,-329.5,-191.7,,-274.0,False,,,,,True,,False,False,False,False,True,,False
06071,26367,10938.0,9359.0,,,,,5811.0,,8335.0,8085.3,7249.0,912.9,6990.7,,8669.0,-15429.0,-17008.0,,,,,-20556.0,,-18032.0,-18281.7,-19118.0,-25454.1,-19376.3,,-17698.0,False,,,,,False,,False,False,False,False,False,,False
06073,20566,11658.0,12098.0,,,,,3576.0,,9660.1,7626.6,8585.0,2352.8,5853.9,,13416.0,-8908.0,-8468.0,,,,,-16990.0,,-10905.9,-12939.4,-11981.0,-18213.2,-14712.1,,-7150.0,True,,,,,False,,False,False,False,False,False,,True
06075,2707,1236.0,1217.0,,,,,1086.0,,1140.8,2116.4,456.8,0.0,845.0,,787.0,-1471.0,-1490.0,,,,,-1621.0,,-1566.2,-590.6,-2250.2,-2707.0,-1862.0,,-1920.0,False,,,,,False,,False,True,False,False,False,,False
06077,3821,2058.0,3284.0,,,,,1629.0,,1606.9,1611.5,443.2,32.8,1433.5,,1480.0,-1763.0,-537.0,,,,,-2192.0,,-2214.1,-2209.5,-3377.8,-3788.2,-2387.5,,-2341.0,True,,,,,False,,False,False,False,False,False,,False
06079,1765,942.0,854.0,,,,,1170.0,,830.1,1325.2,471.8,769.1,712.0,,1230.0,-823.0,-911.0,,,,,-595.0,,-934.9,-439.8,-1293.2,-995.9,-1053.0,,-535.0,False,,,,,True,,False,True,False,False,False,,True
