,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01051,947,768.0,927.0,,,,,263.0,,555.6,192.0,524.4,7.3,507.1,,729.0,-179.0,-20.0,,,,,-684.0,,-391.4,-755.0,-422.6,-939.7,-439.9,,-218.0,True,,,,,False,,False,False,False,False,False,,False
01053,260,204.0,22.0,,,,,278.0,,177.8,104.3,54.2,0.2,79.2,,252.0,-56.0,-238.0,,,,,18.0,,-82.2,-155.7,-205.8,-259.8,-180.8,,-8.0,False,,,,,True,,False,False,False,False,False,,True
01055,2027,600.0,299.0,,,,,804.0,,451.3,382.2,418.0,6.5,376.4,,349.0,-1427.0,-1728.0,,,,,-1223.0,,-1575.7,-1644.8,-1609.0,-2020.5,-1650.6,,-1678.0,False,,,,,True,,False,False,False,False,False,,False
01057,300,126.0,91.0,,,,,102.0,,58.8,54.0,73.8,0.5,,,24.0,-174.0,-209.0,,,,,-198.0,,-241.2,-246.0,-226.2,-299.5,,,-276.0,False,,,,,False,,False,False,False,False,,,False
01059,536,300.0,178.0,,,,,306.0,,172.3,80.6,85.2,9.3,198.3,,446.0,-236.0,-358.0,,,,,-230.0,,-363.7,-455.4,-450.8,-526.7,-337.7,,-90.0,False,,,,,True,,False,False,False,False,False,,True
01061,367,330.0,681.0,,,,,156.0,,437.1,144.3,90.1,0.1,,,401.0,-37.0,314.0,,,,,-211.0,,70.1,-222.7,-276.9,-366.9,,,34.0,False,,,,,False,,False,False,False,False,,,True
01063,70,114.0,0.0,,,,,26.0,,83.5,13.6,26.9,0.0,,,142.0,44.0,-70.0,,,,,-44.0,,13.5,-56.4,-43.1,-70.0,,,72.0,False,,,,,False,,True,False,True,False,,,False
01065,208,186.0,55.0,,,,,80.0,,145.6,39.1,38.0,0.8,,,104.0,-22.0,-153.0,,,,,-128.0,,-62.4,-168.9,-170.0,-207.2,,,-104.0,False,,,,,False,,False,False,False,False,,,False
01067,240,216.0,157.0,,,,,73.0,,232.5,65.0,40.5,0.1,,,258.0,-24.0,-83.0,,,,,-167.0,,-7.5,-175.0,-199.5,-239.9,,,18.0,False,,,,,False,,True,False,False,False,,,True
01069,1498,906.0,619.0,,,,,503.0,,1308.4,488.7,295.3,1.3,519.6,,1847.0,-592.0,-879.0,,,,,-995.0,,-189.6,-1009.3,-1202.7,-1496.7,-978.4,,349.0,False,,,,,False,,True,False,False,False,False,,True
01071,1090,774.0,1241.0,,,,,535.0,,590.7,157.6,607.8,1.9,355.1,,677.0,-316.0,151.0,,,,,-555.0,,-499.3,-932.4,-482.2,-1088.1,-734.9,,-413.0,True,,,,,False,,False,False,False,False,False,,False
01073,8705,4506.0,5426.0,,,,,2867.0,,2867.5,1913.8,3369.8,247.3,2537.4,,2925.0,-4199.0,-3279.0,,,,,-5838.0,,-5837.5,-6791.2,-5335.2,-8457.7,-6167.6,,-5780.0,True,,,,,False,,False,False,False,False,False,,False
01075,191,96.0,59.0,,,,,94.0,,58.8,34.4,57.5,0.3,,,46.0,-95.0,-132.0,,,,,-97.0,,-132.2,-156.6,-133.5,-190.7,,,-145.0,False,,,,,False,,False,False,False,False,,,False
01077,1798,642.0,780.0,,,,,736.0,,491.3,181.8,309.7,225.6,470.4,,632.0,-1156.0,-1018.0,,,,,-1062.0,,-1306.7,-1616.2,-1488.3,-1572.4,-1327.6,,-1166.0,True,,,,,True,,False,False,False,False,False,,False
01079,479,354.0,324.0,,,,,249.0,,270.6,92.5,213.1,109.8,,,81.0,-125.0,-155.0,,,,,-230.0,,-208.4,-386.5,-265.9,-369.2,,,-398.0,False,,,,,False,,False,False,False,False,,,False
01081,1228,984.0,1242.0,,,,,633.0,,761.1,701.6,615.1,5.3,616.9,,605.0,-244.0,14.0,,,,,-595.0,,-466.9,-526.4,-612.9,-1222.7,-611.1,,-623.0,True,,,,,False,,False,False,False,False,False,,False
01083,1446,1494.0,2154.0,,,,,675.0,,1230.9,187.0,1156.6,711.8,624.7,,1669.0,48.0,708.0,,,,,-771.0,,-215.1,-1259.0,-289.4,-734.2,-821.3,,223.0,False,,,,,False,,False,False,False,False,False,,False
01085,101,102.0,0.0,,,,,23.0,,59.8,13.1,18.7,0.2,,,0.0,1.0,-101.0,,,,,-78.0,,-41.2,-87.9,-82.3,-100.8,,,-101.0,False,,,,,False,,False,False,False,False,,,False
01087,178,126.0,42.0,,,,,34.0,,88.0,31.5,18.0,0.0,,,274.0,-52.0,-136.0,,,,,-144.0,,-90.0,-146.5,-160.0,-178.0,,,96.0,False,,,,,False,,False,False,False,False,,,False
01089,3640,1806.0,1945.0,,,,,1846.0,,1313.3,1065.6,1442.8,195.7,836.2,,975.0,-1834.0,-1695.0,,,,,-1794.0,,-2326.7,-2574.4,-2197.2,-3444.3,-2803.8,,-2665.0,True,,,,,True,,False,False,False,False,False,,False
01091,290,810.0,15.0,,,,,129.0,,483.5,35.2,584.0,101.0,,,253.0,520.0,-275.0,,,,,-161.0,,193.5,-254.8,294.0,-189.0,,,-37.0,True,,,,,True,,True,True,True,True,,,True
01093,323,168.0,108.0,,,,,201.0,,136.2,77.9,51.4,0.3,,,174.0,-155.0,-215.0,,,,,-122.0,,-186.8,-245.1,-271.6,-322.7,,,-149.0,False,,,,,True,,False,False,False,False,,,True
01095,1580,672.0,937.0,,,,,790.0,,473.3,273.5,472.0,10.8,381.9,,726.0,-908.0,-643.0,,,,,-790.0,,-1106.7,-1306.5,-1108.0,-1569.2,-1198.1,,-854.0,True,,,,,True,,False,False,False,False,False,,True
01097,5258,1368.0,1031.0,,,,,2722.0,,889.2,914.4,955.1,24.5,1089.8,,692.0,-3890.0,-4227.0,,,,,-2536.0,,-4368.8,-4343.6,-4302.9,-5233.5,-4168.2,,-4566.0,False,,,,,True,,False,False,False,False,False,,False
01099,157,78.0,0.0,,,,,111.0,,61.0,23.6,6.4,0.0,,,64.0,-79.0,-157.0,,,,,-46.0,,-96.0,-133.4,-150.6,-157.0,,,-93.0,False,,,,,True,,False,False,False,False,,,False
01101,2749,1332.0,1391.0,,,,,716.0,,764.7,412.5,598.3,36.9,1003.8,,1686.0,-1417.0,-1358.0,,,,,-2033.0,,-1984.3,-2336.5,-2150.7,-2712.1,-1745.2,,-1063.0,True,,,,,False,,False,False,False,False,False,,True
01103,2352,1272.0,2457.0,,,,,814.0,,905.7,226.5,620.1,26.1,608.9,,1565.0,-1080.0,105.0,,,,,-1538.0,,-1446.3,-2125.5,-1731.9,-2325.9,-1743.1,,-787.0,True,,,,,False,,False,False,False,False,False,,True
01105,96,138.0,0.0,,,,,23.0,,93.7,7.5,62.9,0.0,,,370.0,42.0,-96.0,,,,,-73.0,,-2.3,-88.5,-33.1,-96.0,,,274.0,False,,,,,False,,True,False,True,False,,,False
01107,416,198.0,84.0,,,,,112.0,,114.0,61.3,149.4,0.6,,,102.0,-218.0,-332.0,,,,,-304.0,,-302.0,-354.7,-266.6,-415.4,,,-314.0,False,,,,,False,,False,False,False,False,,,False
01109,271,192.0,183.0,,,,,148.0,,123.5,84.6,25.5,0.0,135.4,,83.0,-79.0,-88.0,,,,,-123.0,,-147.5,-186.4,-245.5,-271.0,-135.6,,-188.0,False,,,,,False,,False,False,False,False,False,,False
01111,251,270.0,336.0,,,,,105.0,,200.7,98.0,91.7,0.9,,,172.0,19.0,85.0,,,,,-146.0,,-50.3,-153.0,-159.3,-250.1,,,-79.0,False,,,,,False,,False,False,False,False,,,False
01113,318,174.0,248.0,,,,,229.0,,145.5,94.9,72.0,0.3,106.4,,139.0,-144.0,-70.0,,,,,-89.0,,-172.5,-223.1,-246.0,-317.7,-211.6,,-179.0,True,,,,,True,,False,False,False,False,False,,False
01115,1355,756.0,983.0,,,,,392.0,,622.3,266.0,438.1,20.1,508.7,,447.0,-599.0,-372.0,,,,,-963.0,,-732.7,-1089.0,-916.9,-1334.9,-846.3,,-908.0,True,,,,,False,,False,False,False,False,False,,False
01117,2954,1896.0,2055.0,,,,,742.0,,1364.0,1044.0,1252.5,172.5,799.6,,1214.0,-1058.0,-899.0,,,,,-2212.0,,-1590.0,-1910.0,-1701.5,-2781.5,-2154.4,,-1740.0,True,,,,,False,,False,False,False,False,False,,False
01119,93,102.0,0.0,,,,,55.0,,70.6,16.1,11.1,0.1,,,136.0,9.0,-93.0,,,,,-38.0,,-22.4,-76.9,-81.9,-92.9,,,43.0,False,,,,,False,,False,False,False,False,,,False
01121,926,768.0,561.0,,,,,393.0,,594.8,269.4,536.1,0.6,458.4,,724.0,-158.0,-365.0,,,,,-533.0,,-331.2,-656.6,-389.9,-925.4,-467.6,,-202.0,False,,,,,False,,False,False,False,False,False,,False
01123,470,180.0,113.0,,,,,150.0,,120.7,97.9,72.7,0.7,111.9,,139.0,-290.0,-357.0,,,,,-320.0,,-349.3,-372.1,-397.3,-469.3,-358.1,,-331.0,False,,,,,False,,False,False,False,False,False,,False
01125,2933,1794.0,1049.0,,,,,1206.0,,1130.2,759.0,937.3,7.1,1916.9,,308.0,-1139.0,-1884.0,,,,,-1727.0,,-1802.8,-2174.0,-1995.7,-2925.9,-1016.1,,-2625.0,False,,,,,False,,False,False,False,False,True,,False
01127,939,672.0,921.0,,,,,456.0,,493.6,120.9,222.2,1.7,292.7,,483.0,-267.0,-18.0,,,,,-483.0,,-445.4,-818.1,-716.8,-937.3,-646.3,,-456.0,True,,,,,False,,False,False,False,False,False,,False
01129,296,114.0,1.0,,,,,141.0,,63.1,43.3,22.8,0.1,,,179.0,-182.0,-295.0,,,,,-155.0,,-232.9,-252.7,-273.2,-295.9,,,-117.0,False,,,,,True,,False,False,False,False,,,True
01131,73,84.0,0.0,,,,,25.0,,61.5,13.4,18.1,0.1,,,71.0,11.0,-73.0,,,,,-48.0,,-11.5,-59.6,-54.9,-72.9,,,-2.0,False,,,,,False,,False,False,False,False,,,True
01133,391,318.0,251.0,,,,,177.0,,201.7,83.4,262.1,1.5,,,231.0,-73.0,-140.0,,,,,-214.0,,-189.3,-307.6,-128.9,-389.5,,,-160.0,False,,,,,False,,False,False,False,False,,,False
02013,7,6.0,0.0,,,,,,,0.1,7.0,,,,,15.0,-1.0,-7.0,,,,,,,-6.9,0.0,,,,,8.0,False,,,,,,,False,True,,,,,False
02016,10,0.0,0.0,,,,,,,0.1,0.7,,,,,0.0,-10.0,-10.0,,,,,,,-9.9,-9.3,,,,,-10.0,False,,,,,,,True,True,,,,,False
02020,8893,3996.0,4900.0,,,,,,,3205.8,2020.4,2521.8,1620.5,1796.9,,972.0,-4897.0,-3993.0,,,,,,,-5687.2,-6872.6,-6371.2,-7272.5,-7096.1,,-7921.0,True,,,,,,,False,False,False,False,False,,False
02050,953,300.0,0.0,,,,,,,475.8,41.7,192.4,0.0,,,420.0,-653.0,-953.0,,,,,,,-477.2,-911.3,-760.6,-953.0,,,-533.0,False,,,,,,,True,False,False,False,,,True
02060,0,0.0,0.0,,,,,,,0.0,0.0,0.4,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.4,,,,0.0,True,,,,,,,False,True,False,,,,True
02068,23,18.0,0.0,,,,,,,14.1,10.0,,,,,1.0,-5.0,-23.0,,,,,,,-8.9,-13.0,,,,,-22.0,False,,,,,,,False,False,,,,,False
02070,60,18.0,0.0,,,,,,,6.9,12.0,0.6,,,,2.0,-42.0,-60.0,,,,,,,-53.1,-48.0,-59.4,,,,-58.0,False,,,,,,,False,False,False,,,,False
02090,1567,1662.0,3871.0,,,,,,,1868.7,401.5,1752.0,600.5,842.5,,650.0,95.0,2304.0,,,,,,,301.7,-1165.5,185.0,-966.5,-724.5,,-917.0,False,,,,,,,False,False,False,False,False,,False
02100,7,0.0,0.0,,,,,,,0.1,0.7,,,,,0.0,-7.0,-7.0,,,,,,,-6.9,-6.3,,,,,-7.0,False,,,,,,,True,True,,,,,False
02105,0,0.0,0.0,,,,,,,0.1,2.1,,,,,,0.0,0.0,,,,,,,0.1,2.1,,,,,,True,,,,,,,False,False,,,,,
02110,383,78.0,45.0,,,,,,,49.7,85.0,38.4,216.2,,,35.0,-305.0,-338.0,,,,,,,-333.3,-298.0,-344.6,-166.8,,,-348.0,False,,,,,,,False,True,False,True,,,False
02122,1407,252.0,84.0,,,,,,,157.1,78.5,101.3,168.9,,,446.0,-1155.0,-1323.0,,,,,,,-1249.9,-1328.5,-1305.7,-1238.1,,,-961.0,False,,,,,,,False,False,False,False,,,True
02130,113,24.0,0.0,,,,,,,23.8,8.8,2.2,,,,172.0,-89.0,-113.0,,,,,,,-89.2,-104.2,-110.8,,,,59.0,False,,,,,,,False,False,False,,,,True
02150,130,78.0,3.0,,,,,,,250.3,18.9,1.5,,,,176.0,-52.0,-127.0,,,,,,,120.3,-111.1,-128.5,,,,46.0,False,,,,,,,False,False,False,,,,True
02158,364,18.0,0.0,,,,,,,12.1,,,,,,8.0,-346.0,-364.0,,,,,,,-351.9,,,,,,-356.0,False,,,,,,,False,,,,,,False
02164,46,0.0,0.0,,,,,,,1.3,1.4,,,,,,-46.0,-46.0,,,,,,,-44.7,-44.6,,,,,,False,,,,,,,True,True,,,,,
02170,1796,408.0,0.0,,,,,,,323.1,328.6,295.2,286.5,,,369.0,-1388.0,-1796.0,,,,,,,-1472.9,-1467.4,-1500.8,-1509.5,,,-1427.0,False,,,,,,,False,False,False,False,,,False
02180,77,120.0,0.0,,,,,,,182.0,17.3,22.6,0.0,,,89.0,43.0,-77.0,,,,,,,105.0,-59.7,-54.4,-77.0,,,12.0,False,,,,,,,False,False,False,False,,,True
02185,238,60.0,0.0,,,,,,,70.5,34.6,8.7,0.0,,,34.0,-178.0,-238.0,,,,,,,-167.5,-203.4,-229.3,-238.0,,,-204.0,False,,,,,,,True,False,False,False,,,False
02188,167,168.0,1.0,,,,,,,157.4,19.6,82.6,0.0,,,20.0,1.0,-166.0,,,,,,,-9.6,-147.4,-84.4,-167.0,,,-147.0,False,,,,,,,False,False,False,False,,,False
02195,11,0.0,0.0,,,,,,,0.1,0.2,0.2,,,,39.0,-11.0,-11.0,,,,,,,-10.9,-10.8,-10.8,,,,28.0,False,,,,,,,True,True,True,,,,False
02198,14,0.0,0.0,,,,,,,0.1,4.4,1.5,,,,0.0,-14.0,-14.0,,,,,,,-13.9,-9.6,-12.5,,,,-14.0,False,,,,,,,True,True,True,,,,False
02220,83,0.0,0.0,,,,,,,0.1,11.6,2.3,,,,1.0,-83.0,-83.0,,,,,,,-82.9,-71.4,-80.7,,,,-82.0,False,,,,,,,True,True,True,,,,True
02230,10,0.0,0.0,,,,,,,0.0,0.0,,,,,,-10.0,-10.0,,,,,,,-10.0,-10.0,,,,,,False,,,,,,,True,False,,,,,
02240,174,30.0,0.0,,,,,,,36.8,4.9,1.0,,,,35.0,-144.0,-174.0,,,,,,,-137.2,-169.1,-173.0,,,,-139.0,False,,,,,,,True,False,False,,,,True
02261,100,30.0,0.0,,,,,,,29.6,3.9,7.4,,,,49.0,-70.0,-100.0,,,,,,,-70.4,-96.1,-92.6,,,,-51.0,False,,,,,,,False,False,False,,,,True
02275,1,0.0,0.0,,,,,,,0.1,0.6,,,,,0.0,-1.0,-1.0,,,,,,,-0.9,-0.4,,,,,-1.0,False,,,,,,,True,True,,,,,False
02282,15,6.0,0.0,,,,,,,3.8,0.0,,,,,2.0,-9.0,-15.0,,,,,,,-11.2,-15.0,,,,,-13.0,False,,,,,,,False,False,,,,,False
02290,59,30.0,0.0,,,,,,,26.7,2.1,12.9,,,,85.0,-29.0,-59.0,,,,,,,-32.3,-56.9,-46.1,,,,26.0,False,,,,,,,False,False,False,,,,True
04001,1180,804.0,523.0,,,,,795.0,,308.2,98.6,174.3,1.3,398.4,,141.0,-376.0,-657.0,,,,,-385.0,,-871.8,-1081.4,-1005.7,-1178.7,-781.6,,-1039.0,False,,,,,False,,False,False,False,False,False,,False
04003,1127,216.0,73.0,,,,,233.0,,140.3,136.2,57.6,0.0,122.1,,216.0,-911.0,-1054.0,,,,,-894.0,,-986.7,-990.8,-1069.4,-1127.0,-1004.9,,-911.0,False,,,,,True,,False,False,False,False,False,,False
04005,2420,1092.0,1918.0,,,,,566.0,,680.1,339.7,788.5,0.7,469.9,,405.0,-1328.0,-502.0,,,,,-1854.0,,-1739.9,-2080.3,-1631.5,-2419.3,-1950.1,,-2015.0,True,,,,,False,,False,False,False,False,False,,False
04007,1089,474.0,536.0,,,,,110.0,,427.0,79.5,254.0,236.4,154.5,,681.0,-615.0,-553.0,,,,,-979.0,,-662.0,-1009.5,-835.0,-852.6,-934.5,,-408.0,True,,,,,False,,False,False,False,False,False,,True
04009,935,366.0,193.0,,,,,76.0,,287.4,69.8,124.5,0.0,,,175.0,-569.0,-742.0,,,,,-859.0,,-647.6,-865.2,-810.5,-935.0,,,-760.0,False,,,,,False,,False,False,False,False,,,False
04011,114,18.0,0.0,,,,,27.0,,16.0,8.1,0.1,,,,239.0,-96.0,-114.0,,,,,-87.0,,-98.0,-105.9,-113.9,,,,125.0,False,,,,,True,,False,False,False,,,,False
04012,176,120.0,38.0,,,,,20.0,,123.2,24.2,14.1,0.0,,,876.0,-56.0,-138.0,,,,,-156.0,,-52.8,-151.8,-161.9,-176.0,,,700.0,False,,,,,False,,True,False,False,False,,,False
04013,41789,17274.0,29293.0,,,,,7194.0,,12027.4,6541.6,13575.9,724.6,10400.7,,20744.0,-24515.0,-12496.0,,,,,-34595.0,,-29761.6,-35247.4,-28213.1,-41064.4,-31388.3,,-21045.0,True,,,,,False,,False,False,False,False,False,,True
04015,1505,252.0,339.0,,,,,412.0,,215.1,188.3,43.0,171.8,156.4,,171.0,-1253.0,-1166.0,,,,,-1093.0,,-1289.9,-1316.7,-1462.0,-1333.2,-1348.6,,-1334.0,True,,,,,True,,False,False,False,False,False,,False
04017,1693,414.0,111.0,,,,,667.0,,269.2,103.3,201.0,3.0,204.7,,1023.0,-1279.0,-1582.0,,,,,-1026.0,,-1423.8,-1589.7,-1492.0,-1690.0,-1488.3,,-670.0,False,,,,,True,,False,False,False,False,False,,True
04019,8874,3048.0,280.0,,,,,967.0,,2251.4,1377.1,1703.6,1055.8,1559.4,,2232.0,-5826.0,-8594.0,,,,,-7907.0,,-6622.6,-7496.9,-7170.4,-7818.2,-7314.6,,-6642.0,False,,,,,False,,False,False,False,False,False,,False
04021,4004,1728.0,3618.0,,,,,444.0,,1357.9,574.4,1063.5,159.0,1272.7,,1826.0,-2276.0,-386.0,,,,,-3560.0,,-2646.1,-3429.6,-2940.5,-3845.0,-2731.3,,-2178.0,True,,,,,False,,False,False,False,False,False,,True
04023,621,138.0,0.0,,,,,57.0,,110.9,56.7,16.3,0.4,45.6,,0.0,-483.0,-621.0,,,,,-564.0,,-510.1,-564.3,-604.7,-620.6,-575.4,,-621.0,False,,,,,False,,False,False,False,False,False,,False
04025,1568,504.0,756.0,,,,,355.0,,455.0,292.7,342.0,274.0,354.4,,346.0,-1064.0,-812.0,,,,,-1213.0,,-1113.0,-1275.3,-1226.0,-1294.0,-1213.6,,-1222.0,True,,,,,False,,False,False,False,False,False,,False
04027,3322,1026.0,718.0,,,,,163.0,,640.7,231.0,253.6,2.4,546.5,,1468.0,-2296.0,-2604.0,,,,,-3159.0,,-2681.3,-3091.0,-3068.4,-3319.6,-2775.5,,-1854.0,False,,,,,False,,False,False,False,False,False,,True
05001,349,582.0,932.0,,,,,226.0,,706.6,119.2,247.5,171.9,,,57.0,233.0,583.0,,,,,-123.0,,357.6,-229.8,-101.5,-177.1,,,-292.0,False,,,,,True,,False,True,True,True,,,False
05003,258,120.0,0.0,,,,,169.0,,91.0,63.5,71.1,0.6,,,184.0,-138.0,-258.0,,,,,-89.0,,-167.0,-194.5,-186.9,-257.4,,,-74.0,False,,,,,True,,False,False,False,False,,,True
