,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48145,149,112.0,,227.8,,112.0,203.0,,,,,124.0,,129.0,,140.8,,49.6,,,44.7,113.9,0.0,,,,,,,,0.0,411.0,-37.0,,78.8,,-37.0,54.0,,,,,-25.0,,-20.0,,-8.2,,-99.4,,,-104.3,-35.1,-149.0,,,,,,,,-149.0,262.0,,False,,False,False,,,,,True,,True,,True,,False,,,False,True,False,,,,,,,,False,False
48147,295,128.0,,114.5,,110.0,0.0,,,,,139.2,,262.0,,193.0,,76.9,112.0,,56.4,111.9,0.0,,,,,,,,89.0,,-167.0,,-180.5,,-185.0,-295.0,,,,,-155.8,,-33.0,,-102.0,,-218.1,-183.0,,-238.6,-183.1,-295.0,,,,,,,,-206.0,,,False,,False,False,,,,,True,,True,,True,,False,False,,False,False,False,,,,,,,,False,
48149,156,48.0,,52.9,,38.0,2.0,,,,,42.7,,92.0,,99.1,,24.7,,,7.1,39.1,0.0,,,,,,,,47.0,67.1,-108.0,,-103.1,,-118.0,-154.0,,,,,-113.3,,-64.0,,-56.9,,-131.3,,,-148.9,-116.9,-156.0,,,,,,,,-109.0,-88.9,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,True
48151,43,76.0,,80.1,,56.0,,,,,,46.4,,3.0,,85.0,,8.9,,,10.9,51.5,40.6,,,,,,,,14.0,49.2,33.0,,37.1,,13.0,,,,,,3.4,,-40.0,,42.0,,-34.1,,,-32.1,8.5,-2.4,,,,,,,,-29.0,6.2,,False,,True,,,,,,True,,False,,False,,False,,,True,True,True,,,,,,,,True,True
48153,242,24.0,,23.2,,20.0,0.0,,,,,14.0,,27.0,,72.5,,9.1,,,3.5,23.8,0.0,,,,,,,,33.0,,-218.0,,-218.8,,-222.0,-242.0,,,,,-228.0,,-215.0,,-169.5,,-232.9,,,-238.5,-218.2,-242.0,,,,,,,,-209.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,
48155,25,4.0,,0.0,,0.0,0.0,,,,,6.8,,4.0,,28.7,,4.4,,,,0.8,,,,,,,,,3.0,,-21.0,,-25.0,,-25.0,-25.0,,,,,-18.2,,-21.0,,3.7,,-20.6,,,,-24.2,,,,,,,,,-22.0,,,False,,False,False,,,,,True,,False,,True,,True,,,,False,,,,,,,,,False,
48157,3072,1064.0,,1089.5,2433.1,879.0,831.0,,,,,1827.8,,1576.0,,1254.3,,1817.3,1145.5,,605.6,799.4,232.0,,,,862.6,449.0,,,1445.0,1345.2,-2008.0,,-1982.5,-638.9,-2193.0,-2241.0,,,,,-1244.2,,-1496.0,,-1817.7,,-1254.7,-1926.5,,-2466.4,-2272.6,-2840.0,,,,-2209.4,-2623.0,,,-1627.0,-1726.8,,True,True,False,False,,,,,True,,True,,True,,True,True,,False,False,False,,,,False,False,,,True,True
48159,109,180.0,,175.5,,111.0,151.0,,,,,103.7,,71.0,,101.8,,30.4,,,154.9,110.9,30.8,,,,,,,,312.0,,71.0,,66.5,,2.0,42.0,,,,,-5.3,,-38.0,,-7.2,,-78.6,,,45.9,1.9,-78.2,,,,,,,,203.0,,,True,,True,True,,,,,True,,True,,True,,False,,,True,True,False,,,,,,,,False,
48161,193,80.0,,73.6,,71.0,0.0,,,,,82.6,,141.0,,112.4,,32.2,,,23.1,80.1,0.0,,,,,,,,73.0,78.2,-113.0,,-119.4,,-122.0,-193.0,,,,,-110.4,,-52.0,,-80.6,,-160.8,,,-169.9,-112.9,-193.0,,,,,,,,-120.0,-114.8,,False,,False,False,,,,,True,,True,,True,,False,,,False,True,False,,,,,,,,False,False
48163,199,0.0,,102.0,,15.0,0.0,,,,,38.1,,70.0,,129.1,,17.2,,,149.1,18.9,0.0,,,,10.4,,,,6.0,72.2,-199.0,,-97.0,,-184.0,-199.0,,,,,-160.9,,-129.0,,-69.9,,-181.8,,,-49.9,-180.1,-199.0,,,,-188.6,,,,-193.0,-126.8,,True,,True,False,,,,,True,,True,,True,,True,,,True,True,False,,,,True,,,,True,True
48165,368,196.0,,196.1,,197.0,203.0,,,,,41.0,,567.0,,430.4,,57.7,,,67.4,154.0,181.0,,,,,,,,90.0,192.8,-172.0,,-171.9,,-171.0,-165.0,,,,,-327.0,,199.0,,62.4,,-310.3,,,-300.6,-214.0,-187.0,,,,,,,,-278.0,-175.2,,True,,True,True,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,False
48167,2362,1004.0,,1060.4,1398.4,998.0,2331.0,,,,,955.9,,920.0,,758.5,,897.3,798.5,,1046.5,1374.3,39.8,,,,529.4,1436.0,,,630.0,,-1358.0,,-1301.6,-963.6,-1364.0,-31.0,,,,,-1406.1,,-1442.0,,-1603.5,,-1464.7,-1563.5,,-1315.5,-987.7,-2322.2,,,,-1832.6,-926.0,,,-1732.0,,,True,True,False,True,,,,,False,,False,,False,,False,False,,True,True,False,,,,False,True,,,False,
48169,79,24.0,,23.1,,21.0,0.0,,,,,13.3,,29.0,,111.9,,12.3,,,4.9,30.6,0.0,,,,,,,,25.0,52.6,-55.0,,-55.9,,-58.0,-79.0,,,,,-65.7,,-50.0,,32.9,,-66.7,,,-74.1,-48.4,-79.0,,,,,,,,-54.0,-26.4,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,True
48171,215,52.0,,29.2,,47.0,0.0,,,,,69.3,,74.0,,115.3,,61.4,,,19.0,51.0,62.9,,,,,,,,32.0,,-163.0,,-185.8,,-168.0,-215.0,,,,,-145.7,,-141.0,,-99.7,,-153.6,,,-196.0,-164.0,-152.1,,,,,,,,-183.0,,,False,,False,False,,,,,True,,True,,True,,True,,,False,False,True,,,,,,,,False,
48173,56,8.0,,8.2,,2.0,0.0,,,,,4.3,,0.0,,47.0,,0.2,,,0.3,3.4,,,,,,,,,0.0,,-48.0,,-47.8,,-54.0,-56.0,,,,,-51.7,,-56.0,,-9.0,,-55.8,,,-55.7,-52.6,,,,,,,,,-56.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,,,,,,,,,False,
48175,79,0.0,,0.1,,0.0,0.0,,,,,3.9,,6.0,,18.0,,2.1,,,0.1,1.8,0.0,,,,,,,,0.0,,-79.0,,-78.9,,-79.0,-79.0,,,,,-75.1,,-73.0,,-61.0,,-76.9,,,-78.9,-77.2,-79.0,,,,,,,,-79.0,,,True,,False,False,,,,,True,,True,,True,,True,,,True,True,False,,,,,,,,False,
48177,139,76.0,,94.6,,57.0,39.0,,,,,44.2,,68.0,,143.4,,63.6,,,4.5,52.3,0.0,,,,69.8,,,,61.0,,-63.0,,-44.4,,-82.0,-100.0,,,,,-94.8,,-71.0,,4.4,,-75.4,,,-134.5,-86.7,-139.0,,,,-69.2,,,,-78.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,False,,,,False,
48179,814,256.0,,256.1,,223.0,373.0,,,,,234.2,,639.0,,230.3,,66.6,,,92.8,148.6,103.0,,,,,,,,41.0,137.5,-558.0,,-557.9,,-591.0,-441.0,,,,,-579.8,,-175.0,,-583.7,,-747.4,,,-721.2,-665.4,-711.0,,,,,,,,-773.0,-676.5,,True,,False,True,,,,,False,,True,,False,,False,,,False,False,False,,,,,,,,False,False
48181,1413,912.0,,919.9,,887.0,1266.0,,,,,873.3,,948.0,,604.2,,588.2,649.0,,899.1,704.3,571.9,,,,560.4,1108.0,,,541.0,,-501.0,,-493.1,,-526.0,-147.0,,,,,-539.7,,-465.0,,-808.8,,-824.8,-764.0,,-513.9,-708.7,-841.1,,,,-852.6,-305.0,,,-872.0,,,True,,False,True,,,,,False,,True,,False,,False,False,,False,False,False,,,,False,True,,,False,
48183,2156,376.0,,392.2,,345.0,554.0,,,,,276.2,,875.0,,305.7,,293.9,527.5,,169.6,364.5,15.8,,,,311.2,,,,491.0,,-1780.0,,-1763.8,,-1811.0,-1602.0,,,,,-1879.8,,-1281.0,,-1850.3,,-1862.1,-1628.5,,-1986.4,-1791.5,-2140.2,,,,-1844.8,,,,-1665.0,,,True,,False,True,,,,,False,,True,,False,,False,True,,False,False,False,,,,False,,,,True,
48185,225,88.0,,84.4,,81.0,77.0,,,,,75.2,,184.0,,168.2,,65.1,,,19.6,107.3,2.4,,,,45.3,,,,64.0,114.1,-137.0,,-140.6,,-144.0,-148.0,,,,,-149.8,,-41.0,,-56.8,,-159.9,,,-205.4,-117.7,-222.6,,,,-179.7,,,,-161.0,-110.9,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,False,,,,False,True
48187,881,204.0,,138.4,,106.0,53.0,,,,,271.1,,505.0,,252.6,,370.1,124.0,,78.2,210.4,33.5,,,,143.9,28.0,,,90.0,538.3,-677.0,,-742.6,,-775.0,-828.0,,,,,-609.9,,-376.0,,-628.4,,-510.9,-757.0,,-802.8,-670.6,-847.5,,,,-737.1,-853.0,,,-791.0,-342.7,,False,,False,False,,,,,True,,True,,True,,True,False,,False,True,False,,,,False,False,,,False,True
48189,1234,996.0,,994.1,,743.0,889.0,,,,,636.0,,686.0,,1204.6,,161.2,714.5,,624.1,727.5,496.8,,,,583.3,,,,344.0,,-238.0,,-239.9,,-491.0,-345.0,,,,,-598.0,,-548.0,,-29.4,,-1072.8,-519.5,,-609.9,-506.5,-737.2,,,,-650.7,,,,-890.0,,,False,,False,False,,,,,False,,False,,True,,False,False,,False,False,False,,,,False,,,,False,
48191,51,36.0,,34.8,,16.0,,,,,,12.3,,16.0,,38.5,,5.0,,,1.3,12.3,,,,,,,,,92.0,,-15.0,,-16.2,,-35.0,,,,,,-38.7,,-35.0,,-12.5,,-46.0,,,-49.7,-38.7,,,,,,,,,41.0,,,False,,False,,,,,,False,,False,,True,,False,,,False,False,,,,,,,,,False,
48193,102,48.0,,48.3,,40.0,10.0,,,,,73.2,,42.0,,50.1,,16.1,,,18.4,52.0,0.0,,,,,,,,11.0,,-54.0,,-53.7,,-62.0,-92.0,,,,,-28.8,,-60.0,,-51.9,,-85.9,,,-83.6,-50.0,-102.0,,,,,,,,-91.0,,,True,,False,False,,,,,True,,False,,True,,False,,,False,True,False,,,,,,,,False,
48195,161,24.0,,19.9,,10.0,4.0,,,,,12.9,,75.0,,25.0,,15.2,,,1.0,18.1,0.0,,,,,,,,7.0,66.6,-137.0,,-141.1,,-151.0,-157.0,,,,,-148.1,,-86.0,,-136.0,,-145.8,,,-160.0,-142.9,-161.0,,,,,,,,-154.0,-94.4,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,True
48197,54,16.0,,30.8,,19.0,0.0,,,,,18.7,,25.0,,109.3,,7.1,,,1.7,25.8,,,,,,,,,5.0,52.2,-38.0,,-23.2,,-35.0,-54.0,,,,,-35.3,,-29.0,,55.3,,-46.9,,,-52.3,-28.2,,,,,,,,,-49.0,-1.8,,True,,True,False,,,,,True,,True,,False,,False,,,False,True,,,,,,,,,False,True
48199,876,96.0,,89.1,,82.0,75.0,,,,,93.7,,281.0,,169.9,,134.9,134.5,,37.7,95.3,1.0,,,,50.6,,,,137.0,116.4,-780.0,,-786.9,,-794.0,-801.0,,,,,-782.3,,-595.0,,-706.1,,-741.1,-741.5,,-838.3,-780.7,-875.0,,,,-825.4,,,,-739.0,-759.6,,False,,False,False,,,,,False,,True,,True,,True,True,,False,False,False,,,,False,,,,True,True
48201,22982,17696.0,,17734.8,14228.0,14986.0,41459.0,,,,,13766.8,,15279.0,,10349.4,,12808.9,10289.0,,13375.8,19524.5,4491.6,,,,12322.7,22981.0,,,14354.0,,-5286.0,,-5247.2,-8754.0,-7996.0,18477.0,,,,,-9215.2,,-7703.0,,-12632.6,,-10173.1,-12693.0,,-9606.2,-3457.5,-18490.4,,,,-10659.3,-1.0,,,-8628.0,,,True,False,False,False,,,,,False,,False,,False,,False,False,,False,True,False,,,,False,True,,,False,
48203,647,224.0,,243.7,,217.0,381.0,,,,,110.8,,431.0,,327.6,,224.0,214.0,,76.9,205.1,5.9,,,,152.1,,,,532.0,273.3,-423.0,,-403.3,,-430.0,-266.0,,,,,-536.2,,-216.0,,-319.4,,-423.0,-433.0,,-570.1,-441.9,-641.1,,,,-494.9,,,,-115.0,-373.7,,True,,False,True,,,,,False,,True,,True,,False,False,,False,False,False,,,,False,,,,True,True
48205,43,28.0,,29.9,,23.0,0.0,,,,,12.4,,98.0,,55.6,,13.0,,,1.1,22.9,0.0,,,,,,,,15.0,,-15.0,,-13.1,,-20.0,-43.0,,,,,-30.6,,55.0,,12.6,,-30.0,,,-41.9,-20.1,-43.0,,,,,,,,-28.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
48207,70,12.0,,9.7,,8.0,0.0,,,,,15.5,,32.0,,30.7,,10.1,,,2.0,6.0,,,,,,,,,8.0,,-58.0,,-60.3,,-62.0,-70.0,,,,,-54.5,,-38.0,,-39.3,,-59.9,,,-68.0,-64.0,,,,,,,,,-62.0,,,False,,False,False,,,,,True,,True,,True,,False,,,False,False,,,,,,,,,False,
48209,1041,528.0,,565.0,,523.0,2062.0,,,,,229.9,,871.0,,487.5,,690.4,448.5,,253.4,519.9,6.6,,,,269.9,2356.0,,,511.0,,-513.0,,-476.0,,-518.0,1021.0,,,,,-811.1,,-170.0,,-553.5,,-350.6,-592.5,,-787.6,-521.1,-1034.4,,,,-771.1,1315.0,,,-530.0,,,True,,False,False,,,,,False,,True,,False,,True,False,,False,False,False,,,,False,False,,,False,
48211,109,4.0,,15.5,,4.0,0.0,,,,,11.0,,35.0,,125.7,,8.1,,,0.2,20.3,0.0,,,,,,,,10.0,60.5,-105.0,,-93.5,,-105.0,-109.0,,,,,-98.0,,-74.0,,16.7,,-100.9,,,-108.8,-88.7,-109.0,,,,,,,,-99.0,-48.5,,True,,False,False,,,,,True,,True,,True,,True,,,False,True,False,,,,,,,,True,True
48213,1110,216.0,,221.1,,218.0,209.0,,,,,99.5,,623.0,,441.1,,306.7,1317.0,,58.5,218.0,168.6,,,,116.9,,,,57.0,491.0,-894.0,,-888.9,,-892.0,-901.0,,,,,-1010.5,,-487.0,,-668.9,,-803.3,207.0,,-1051.5,-892.0,-941.4,,,,-993.1,,,,-1053.0,-619.0,,True,,True,False,,,,,False,,True,,True,,True,True,,False,True,False,,,,False,,,,False,True
48215,5115,3164.0,,3098.1,1917.6,2068.0,2392.0,,,,,4906.9,,9030.0,,891.3,,2513.8,2561.0,,1873.9,2204.3,9.0,,,,2229.8,1034.0,,,2786.0,,-1951.0,,-2016.9,-3197.4,-3047.0,-2723.0,,,,,-208.1,,3915.0,,-4223.7,,-2601.2,-2554.0,,-3241.1,-2910.7,-5106.0,,,,-2885.2,-4081.0,,,-2329.0,,,False,False,False,False,,,,,True,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,
48217,522,148.0,,133.4,,140.0,187.0,,,,,153.3,,207.0,,161.7,,118.2,112.0,,93.6,145.0,0.0,,,,,,,,189.0,,-374.0,,-388.6,,-382.0,-335.0,,,,,-368.7,,-315.0,,-360.3,,-403.8,-410.0,,-428.4,-377.0,-522.0,,,,,,,,-333.0,,,False,,False,True,,,,,True,,True,,True,,False,False,,False,False,False,,,,,,,,True,
48219,740,596.0,,598.8,,551.0,657.0,,,,,353.2,,253.0,,655.8,,48.3,,,651.1,387.7,159.4,,,,,,,,0.0,,-144.0,,-141.2,,-189.0,-83.0,,,,,-386.8,,-487.0,,-84.2,,-691.7,,,-88.9,-352.3,-580.6,,,,,,,,-740.0,,,True,,False,True,,,,,False,,False,,True,,False,,,True,False,False,,,,,,,,False,
48221,660,224.0,,227.8,,209.0,331.0,,,,,232.1,,317.0,,364.3,,109.7,232.0,,81.1,199.2,57.3,,,,125.9,,,,331.0,230.1,-436.0,,-432.2,,-451.0,-329.0,,,,,-427.9,,-343.0,,-295.7,,-550.3,-428.0,,-578.9,-460.8,-602.7,,,,-534.1,,,,-329.0,-429.9,,True,,False,True,,,,,True,,True,,True,,False,True,,False,False,False,,,,False,,,,True,True
48223,930,536.0,,545.9,,300.0,702.0,,,,,129.5,,266.0,,673.3,,141.4,319.0,,104.8,240.0,206.9,,,,,,,,734.0,303.4,-394.0,,-384.1,,-630.0,-228.0,,,,,-800.5,,-664.0,,-256.7,,-788.6,-611.0,,-825.2,-690.0,-723.1,,,,,,,,-196.0,-626.6,,True,,False,True,,,,,False,,False,,True,,False,False,,False,False,False,,,,,,,,True,False
48225,415,76.0,,84.8,,56.0,0.0,,,,,29.4,,154.0,,171.2,,52.6,,,4.1,55.9,0.0,,,,,,,,233.0,89.7,-339.0,,-330.2,,-359.0,-415.0,,,,,-385.6,,-261.0,,-243.8,,-362.4,,,-410.9,-359.1,-415.0,,,,,,,,-182.0,-325.3,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,True
48227,1514,716.0,,709.7,,344.0,157.0,,,,,611.2,,475.0,,230.9,,108.4,180.5,,871.1,224.1,0.0,,,,551.9,,,,120.0,347.9,-798.0,,-804.3,,-1170.0,-1357.0,,,,,-902.8,,-1039.0,,-1283.1,,-1405.6,-1333.5,,-642.9,-1289.9,-1514.0,,,,-962.1,,,,-1394.0,-1166.1,,False,,False,False,,,,,False,,False,,False,,False,False,,True,False,False,,,,False,,,,False,False
48229,90,88.0,,99.0,,25.0,0.0,,,,,81.1,,7.0,,565.8,,11.6,,,6.7,40.7,,,,,,,,,21.0,,-2.0,,9.0,,-65.0,-90.0,,,,,-8.9,,-83.0,,475.8,,-78.4,,,-83.3,-49.3,,,,,,,,,-69.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,,,,,,,,,False,
48231,657,324.0,,328.7,,250.0,370.0,,,,,153.8,,733.0,,589.5,,303.3,325.0,,12.9,149.8,16.6,,,,141.1,,,,504.0,388.9,-333.0,,-328.3,,-407.0,-287.0,,,,,-503.2,,76.0,,-67.5,,-353.7,-332.0,,-644.1,-507.2,-640.4,,,,-515.9,,,,-153.0,-268.1,,True,,False,True,,,,,False,,True,,True,,False,True,,False,False,False,,,,False,,,,True,True
48233,443,172.0,,181.9,,160.0,172.0,,,,,115.4,,413.0,,186.4,,61.0,,,86.6,136.5,63.6,,,,,,,,5.0,107.6,-271.0,,-261.1,,-283.0,-271.0,,,,,-327.6,,-30.0,,-256.6,,-382.0,,,-356.4,-306.5,-379.4,,,,,,,,-438.0,-335.4,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,False
48235,25,0.0,,0.0,,0.0,0.0,,,,,1.2,,0.0,,31.8,,0.9,,,0.2,0.8,,,,,,,,,0.0,,-25.0,,-25.0,,-25.0,-25.0,,,,,-23.8,,-25.0,,6.8,,-24.1,,,-24.8,-24.2,,,,,,,,,-25.0,,,False,,False,False,,,,,True,,False,,True,,True,,,True,True,,,,,,,,,False,
48237,91,12.0,,17.3,,7.0,0.0,,,,,13.7,,67.0,,62.0,,14.3,,,0.9,8.2,0.0,,,,,,,,14.0,15.9,-79.0,,-73.7,,-84.0,-91.0,,,,,-77.3,,-24.0,,-29.0,,-76.7,,,-90.1,-82.8,-91.0,,,,,,,,-77.0,-75.1,,True,,False,False,,,,,True,,True,,True,,True,,,False,False,False,,,,,,,,True,True
48239,146,40.0,,21.8,,20.0,0.0,,,,,50.9,,24.0,,88.1,,20.2,,,12.7,33.5,0.0,,,,,,,,5.0,45.9,-106.0,,-124.2,,-126.0,-146.0,,,,,-95.1,,-122.0,,-57.9,,-125.8,,,-133.3,-112.5,-146.0,,,,,,,,-141.0,-100.1,,False,,False,False,,,,,True,,False,,True,,False,,,False,False,False,,,,,,,,False,True
48241,433,20.0,,25.5,,22.0,37.0,,,,,15.3,,219.0,,93.3,,45.4,28.0,,0.7,21.5,14.5,,,,,,,,9.0,65.4,-413.0,,-407.5,,-411.0,-396.0,,,,,-417.7,,-214.0,,-339.7,,-387.6,-405.0,,-432.3,-411.5,-418.5,,,,,,,,-424.0,-367.6,,True,,True,True,,,,,False,,True,,True,,True,True,,False,True,False,,,,,,,,False,True
48243,28,16.0,,15.7,,6.0,0.0,,,,,21.3,,0.0,,32.5,,2.9,,,,6.1,,,,,,,,,0.0,,-12.0,,-12.3,,-22.0,-28.0,,,,,-6.7,,-28.0,,4.5,,-25.1,,,,-21.9,,,,,,,,,-28.0,,,False,,False,False,,,,,True,,False,,True,,False,,,,False,,,,,,,,,False,
48245,1559,912.0,,914.2,,870.0,898.0,,,,,761.6,,1229.0,,860.1,,836.1,668.0,,555.6,843.6,40.2,,,,396.4,927.0,,,591.0,1035.6,-647.0,,-644.8,,-689.0,-661.0,,,,,-797.4,,-330.0,,-698.9,,-722.9,-891.0,,-1003.4,-715.4,-1518.8,,,,-1162.6,-632.0,,,-968.0,-523.4,,True,,False,False,,,,,False,,True,,False,,False,False,,False,False,False,,,,False,True,,,False,True
48247,45,48.0,,49.2,,7.0,0.0,,,,,32.5,,7.0,,58.5,,9.9,,,6.3,27.6,0.0,,,,,,,,1.0,,3.0,,4.2,,-38.0,-45.0,,,,,-12.5,,-38.0,,13.5,,-35.1,,,-38.7,-17.4,-45.0,,,,,,,,-44.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
48249,411,168.0,,144.3,,107.0,54.0,,,,,225.4,,87.0,,118.5,,34.6,100.0,,100.0,181.5,0.0,,,,207.7,,,,0.0,88.2,-243.0,,-266.7,,-304.0,-357.0,,,,,-185.6,,-324.0,,-292.5,,-376.4,-311.0,,-311.0,-229.5,-411.0,,,,-203.3,,,,-411.0,-322.8,,False,,False,False,,,,,True,,False,,False,,False,False,,False,True,False,,,,True,,,,False,False
48251,1816,648.0,,664.4,,531.0,1221.0,,,,,766.9,,1052.0,,601.1,,440.8,488.0,,269.2,515.2,35.5,,,,413.8,451.0,,,437.0,638.2,-1168.0,,-1151.6,,-1285.0,-595.0,,,,,-1049.1,,-764.0,,-1214.9,,-1375.2,-1328.0,,-1546.8,-1300.8,-1780.5,,,,-1402.2,-1365.0,,,-1379.0,-1177.8,,True,,False,True,,,,,True,,True,,False,,False,False,,False,False,False,,,,False,False,,,False,False
48253,1193,0.0,,10.5,,0.0,0.0,,,,,32.4,,150.0,,124.5,,8.5,,,0.5,42.8,0.1,,,,,,,,116.0,68.4,-1193.0,,-1182.5,,-1193.0,-1193.0,,,,,-1160.6,,-1043.0,,-1068.5,,-1184.5,,,-1192.5,-1150.2,-1192.9,,,,,,,,-1077.0,-1124.6,,True,,False,False,,,,,True,,True,,True,,True,,,True,True,True,,,,,,,,True,True
48255,81,12.0,,47.0,,9.0,0.0,,,,,37.4,,47.0,,104.1,,13.0,,,8.2,8.8,0.0,,,,,,,,1.0,63.8,-69.0,,-34.0,,-72.0,-81.0,,,,,-43.6,,-34.0,,23.1,,-68.0,,,-72.8,-72.2,-81.0,,,,,,,,-80.0,-17.2,,True,,False,False,,,,,True,,True,,True,,True,,,False,False,False,,,,,,,,False,True
48257,1383,480.0,,470.0,,465.0,1366.0,,,,,458.7,,815.0,,562.4,,519.0,407.0,,132.5,395.6,33.6,,,,313.3,722.0,,,370.0,,-903.0,,-913.0,,-918.0,-17.0,,,,,-924.3,,-568.0,,-820.6,,-864.0,-976.0,,-1250.5,-987.4,-1349.4,,,,-1069.7,-661.0,,,-1013.0,,,False,,False,True,,,,,False,,True,,True,,True,False,,False,False,False,,,,False,True,,,False,
48259,420,28.0,,21.6,,28.0,10.0,,,,,36.2,,76.0,,173.2,,32.3,27.0,,0.4,30.3,77.9,,,,,,,,3.0,55.7,-392.0,,-398.4,,-392.0,-410.0,,,,,-383.8,,-344.0,,-246.8,,-387.7,-393.0,,-419.6,-389.7,-342.1,,,,,,,,-417.0,-364.3,,False,,False,False,,,,,True,,True,,True,,True,False,,False,True,True,,,,,,,,False,True
48261,4,16.0,,16.0,,5.0,0.0,,,,,20.4,,0.0,,24.0,,0.0,,,,4.6,,,,,,,,,0.0,,12.0,,12.0,,1.0,-4.0,,,,,16.4,,-4.0,,20.0,,-4.0,,,,0.6,,,,,,,,,-4.0,,,False,,True,True,,,,,False,,True,,False,,True,,,,True,,,,,,,,,True,
48263,21,0.0,,1.2,,0.0,0.0,,,,,0.8,,0.0,,51.3,,0.8,,,,0.5,,,,,,,,,12.0,,-21.0,,-19.8,,-21.0,-21.0,,,,,-20.2,,-21.0,,30.3,,-20.2,,,,-20.5,,,,,,,,,-9.0,,,True,,False,False,,,,,True,,False,,False,,True,,,,True,,,,,,,,,True,
48265,390,96.0,,127.6,,101.0,74.0,,,,,102.1,,164.0,,160.1,,177.2,83.0,,24.4,101.1,169.9,,,,,,,,46.0,114.3,-294.0,,-262.4,,-289.0,-316.0,,,,,-287.9,,-226.0,,-229.9,,-212.8,-307.0,,-365.6,-288.9,-220.1,,,,,,,,-344.0,-275.7,,True,,True,False,,,,,True,,True,,True,,True,False,,False,True,True,,,,,,,,False,True
48267,70,12.0,,11.2,,4.0,0.0,,,,,21.8,,4.0,,35.1,,2.9,,,0.7,3.6,,,,,,,,,0.0,,-58.0,,-58.8,,-66.0,-70.0,,,,,-48.2,,-66.0,,-34.9,,-67.1,,,-69.3,-66.4,,,,,,,,,-70.0,,,False,,False,False,,,,,True,,False,,True,,False,,,False,False,,,,,,,,,False,
