,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
47037,7082,5493.0,,5689.4,7028.2,5023.0,3003.0,,,,,5669.0,,4756.0,,6419.8,1920.7,6432.5,,3651.0,3560.1,,7421.0,,,,2872.0,5288.0,,2680.0,,7360.0,-1589.0,,-1392.6,-53.8,-2059.0,-4079.0,,,,,-1413.0,,-2326.0,,-662.2,-5161.3,-649.5,,-3431.0,-3521.9,,339.0,,,,-4210.0,-1794.0,,-4402.0,,278.0,,True,True,False,False,,,,,True,,False,,True,False,True,,False,False,,True,,,,False,False,,False,,True
47039,211,93.0,,88.1,,90.0,27.0,,,,,102.8,,106.0,,89.8,30.3,,,84.0,79.3,,83.0,,,,,,,64.0,,120.0,-118.0,,-122.9,,-121.0,-184.0,,,,,-108.2,,-105.0,,-121.2,-180.7,,,-127.0,-131.7,,-128.0,,,,,,,-147.0,,-91.0,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,False,,,,,,,False,,True
47041,318,201.0,,196.9,,197.0,232.0,,,,,145.6,,192.0,,391.1,55.3,,,148.0,119.7,,226.0,,,,,,,1.0,,279.2,-117.0,,-121.1,,-121.0,-86.0,,,,,-172.4,,-126.0,,73.1,-262.7,,,-170.0,-198.3,,-92.0,,,,,,,-317.0,,-38.8,,False,,False,True,,,,,False,,False,,True,False,,,False,False,,True,,,,,,,False,,True
47043,831,447.0,,445.2,,444.0,569.0,,,,,390.8,,447.0,,560.2,164.7,530.5,,336.0,310.1,,590.0,,,,316.5,,,273.0,,553.8,-384.0,,-385.8,,-387.0,-262.0,,,,,-440.2,,-384.0,,-270.8,-666.3,-300.5,,-495.0,-520.9,,-241.0,,,,-514.5,,,-558.0,,-277.2,,False,,False,True,,,,,False,,False,,True,False,True,,False,False,,True,,,,False,,,False,,True
47045,644,609.0,,572.4,,513.0,567.0,,,,,544.8,,410.0,,884.6,122.9,802.0,,393.0,438.9,,541.0,,,,413.1,,,408.0,,811.3,-35.0,,-71.6,,-131.0,-77.0,,,,,-99.2,,-234.0,,240.6,-521.1,158.0,,-251.0,-205.1,,-103.0,,,,-230.9,,,-236.0,,167.3,,False,,False,False,,,,,False,,False,,False,False,False,,False,False,,False,,,,False,,,False,,False
47047,320,354.0,,338.3,,331.0,357.0,,,,,352.2,,253.0,,534.0,127.0,461.0,,310.0,251.5,,398.0,,,,303.0,,,146.0,,510.4,34.0,,18.3,,11.0,37.0,,,,,32.2,,-67.0,,214.0,-193.0,141.0,,-10.0,-68.5,,78.0,,,,-17.0,,,-174.0,,190.4,,True,,True,False,,,,,True,,False,,False,False,False,,True,False,,False,,,,True,,,False,,False
47049,195,147.0,,146.6,,133.0,79.0,,,,,197.2,,130.0,,232.8,48.1,,,66.0,125.7,,96.0,,,,,,,57.0,,192.2,-48.0,,-48.4,,-62.0,-116.0,,,,,2.2,,-65.0,,37.8,-146.9,,,-129.0,-69.3,,-99.0,,,,,,,-138.0,,-2.8,,False,,False,False,,,,,True,,False,,True,False,,,False,False,,False,,,,,,,False,,True
47051,517,237.0,,225.4,,231.0,294.0,,,,,278.9,,359.0,,263.5,97.7,283.0,,144.0,198.7,,223.0,,,,172.3,,,139.0,,306.1,-280.0,,-291.6,,-286.0,-223.0,,,,,-238.1,,-158.0,,-253.5,-419.3,-234.0,,-373.0,-318.3,,-294.0,,,,-344.7,,,-378.0,,-210.9,,False,,False,True,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47053,679,333.0,,327.9,,331.0,530.0,,,,,354.7,,401.0,,386.4,126.5,344.0,,145.0,223.8,,270.0,,,,262.3,,,243.0,,410.2,-346.0,,-351.1,,-348.0,-149.0,,,,,-324.3,,-278.0,,-292.6,-552.5,-335.0,,-534.0,-455.2,,-409.0,,,,-416.7,,,-436.0,,-268.8,,False,,False,True,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47055,302,225.0,,238.7,,233.0,305.0,,,,,209.9,,236.0,,317.4,74.1,298.0,,87.0,169.7,,184.0,,,,,,,1.0,,292.1,-77.0,,-63.3,,-69.0,3.0,,,,,-92.1,,-66.0,,15.4,-227.9,-4.0,,-215.0,-132.3,,-118.0,,,,,,,-301.0,,-9.9,,True,,True,True,,,,,False,,True,,True,False,True,,False,False,,False,,,,,,,False,,True
47057,234,138.0,,137.5,,140.0,207.0,,,,,172.9,,210.0,,440.3,50.7,,,86.0,114.5,,248.0,,,,,,,104.0,,199.9,-96.0,,-96.5,,-94.0,-27.0,,,,,-61.1,,-24.0,,206.3,-183.3,,,-148.0,-119.5,,14.0,,,,,,,-130.0,,-34.1,,False,,True,True,,,,,True,,True,,False,False,,,False,False,,True,,,,,,,False,,True
47059,774,849.0,,845.6,,827.0,971.0,,,,,697.6,,590.0,,1132.2,116.3,976.5,,882.0,607.0,,1066.0,,,,516.8,,,674.0,,1046.1,75.0,,71.6,,53.0,197.0,,,,,-76.4,,-184.0,,358.2,-657.7,202.5,,108.0,-167.0,,292.0,,,,-257.2,,,-100.0,,272.1,,True,,True,False,,,,,False,,False,,False,False,False,,False,False,,False,,,,False,,,False,,False
47061,122,156.0,,153.9,,119.0,102.0,,,,,143.5,,115.0,,192.3,19.3,,,68.0,106.6,,87.0,,,,,,,97.0,,174.3,34.0,,31.9,,-3.0,-20.0,,,,,21.5,,-7.0,,70.3,-102.7,,,-54.0,-15.4,,-35.0,,,,,,,-25.0,,52.3,,True,,True,True,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,True,,False
47063,633,411.0,,444.6,,392.0,373.0,,,,,454.2,,537.0,,473.5,162.8,472.0,,279.0,339.4,,429.0,,,,351.9,,,307.0,,586.5,-222.0,,-188.4,,-241.0,-260.0,,,,,-178.8,,-96.0,,-159.5,-470.2,-161.0,,-354.0,-293.6,,-204.0,,,,-281.1,,,-326.0,,-46.5,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,True,,,,False,,,False,,True
47065,3257,2046.0,,1989.4,2674.2,1950.0,1692.0,,,,,2513.2,,2485.0,,2177.0,1046.1,2566.5,,1629.0,1571.2,,2142.0,,,,1389.6,1207.0,,1718.0,,2837.2,-1211.0,,-1267.6,-582.8,-1307.0,-1565.0,,,,,-743.8,,-772.0,,-1080.0,-2210.9,-690.5,,-1628.0,-1685.8,,-1115.0,,,,-1867.4,-2050.0,,-1539.0,,-419.8,,False,True,False,False,,,,,True,,True,,True,False,True,,False,False,,True,,,,False,False,,False,,True
47067,16,33.0,,31.9,,32.0,0.0,,,,,30.6,,53.0,,37.0,30.1,,,12.0,22.1,,36.0,,,,,,,43.0,,48.6,17.0,,15.9,,16.0,-16.0,,,,,14.6,,37.0,,21.0,14.1,,,-4.0,6.1,,20.0,,,,,,,27.0,,32.6,,True,,True,True,,,,,True,,False,,False,True,,,True,True,,False,,,,,,,False,,False
47069,230,267.0,,274.5,,256.0,262.0,,,,,241.5,,251.0,,353.9,85.0,,,204.0,170.6,,261.0,,,,153.4,,,197.0,,336.2,37.0,,44.5,,26.0,32.0,,,,,11.5,,21.0,,123.9,-145.0,,,-26.0,-59.4,,31.0,,,,-76.6,,,-33.0,,106.2,,False,,True,True,,,,,True,,True,,False,False,,,True,False,,True,,,,False,,,True,,False
47071,244,216.0,,204.0,,192.0,166.0,,,,,218.9,,228.0,,278.1,74.0,,,132.0,168.2,,158.0,,,,174.5,,,117.0,,265.2,-28.0,,-40.0,,-52.0,-78.0,,,,,-25.1,,-16.0,,34.1,-170.0,,,-112.0,-75.8,,-86.0,,,,-69.5,,,-127.0,,21.2,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,False,,,,False,,,False,,True
47073,450,333.0,,328.1,,329.0,342.0,,,,,326.6,,482.0,,483.0,109.4,456.0,,247.0,266.7,,341.0,,,,179.1,,,119.0,,409.9,-117.0,,-121.9,,-121.0,-108.0,,,,,-123.4,,32.0,,33.0,-340.6,6.0,,-203.0,-183.3,,-109.0,,,,-270.9,,,-331.0,,-40.1,,False,,False,True,,,,,False,,True,,True,False,True,,False,False,,True,,,,False,,,False,,True
47075,243,198.0,,211.5,,168.0,188.0,,,,,185.7,,116.0,,361.4,41.5,,,102.0,122.5,,287.0,,,,148.6,,,141.0,,268.0,-45.0,,-31.5,,-75.0,-55.0,,,,,-57.3,,-127.0,,118.4,-201.5,,,-141.0,-120.5,,44.0,,,,-94.4,,,-102.0,,25.0,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,True,,,,False,,,False,,True
47077,307,156.0,,164.6,,150.0,143.0,,,,,207.6,,204.0,,189.9,67.0,,,69.0,119.5,,142.0,,,,104.3,,,62.0,,198.5,-151.0,,-142.4,,-157.0,-164.0,,,,,-99.4,,-103.0,,-117.1,-240.0,,,-238.0,-187.5,,-165.0,,,,-202.7,,,-245.0,,-108.5,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,False,,,,False,,,False,,True
47079,527,231.0,,239.4,,231.0,353.0,,,,,214.3,,214.0,,270.8,80.7,231.5,,146.0,174.4,,309.0,,,,,,,182.0,,275.8,-296.0,,-287.6,,-296.0,-174.0,,,,,-312.7,,-313.0,,-256.2,-446.3,-295.5,,-381.0,-352.6,,-218.0,,,,,,,-345.0,,-251.2,,True,,False,True,,,,,False,,False,,True,False,True,,False,False,,True,,,,,,,False,,True
47081,243,201.0,,198.7,,187.0,130.0,,,,,195.9,,187.0,,296.9,42.4,,,114.0,127.4,,257.0,,,,,,,133.0,,247.8,-42.0,,-44.3,,-56.0,-113.0,,,,,-47.1,,-56.0,,53.9,-200.6,,,-129.0,-115.6,,14.0,,,,,,,-110.0,,4.8,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,True,,,,,,,False,,True
47083,129,84.0,,90.1,,77.0,34.0,,,,,91.3,,77.0,,103.1,11.4,,,23.0,60.3,,51.0,,,,,,,2.0,,108.3,-45.0,,-38.9,,-52.0,-95.0,,,,,-37.7,,-52.0,,-25.9,-117.6,,,-106.0,-68.7,,-78.0,,,,,,,-127.0,,-20.7,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,False,,,,,,,False,,True
47085,161,93.0,,94.0,,93.0,101.0,,,,,106.3,,116.0,,201.3,40.5,,,42.5,83.8,,54.0,,,,,,,1.0,,127.4,-68.0,,-67.0,,-68.0,-60.0,,,,,-54.7,,-45.0,,40.3,-120.5,,,-118.5,-77.2,,-107.0,,,,,,,-160.0,,-33.6,,True,,False,True,,,,,True,,True,,True,False,,,False,False,,False,,,,,,,False,,True
47087,169,93.0,,93.7,,84.0,46.0,,,,,109.7,,82.0,,127.3,22.3,,,61.0,80.8,,128.0,,,,,,,51.0,,110.5,-76.0,,-75.3,,-85.0,-123.0,,,,,-59.3,,-87.0,,-41.7,-146.7,,,-108.0,-88.2,,-41.0,,,,,,,-118.0,,-58.5,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,True,,,,,,,False,,True
47089,451,294.0,,297.9,,286.0,274.0,,,,,338.4,,454.0,,332.9,91.1,360.0,,175.5,254.3,,274.0,,,,242.8,,,174.0,,354.8,-157.0,,-153.1,,-165.0,-177.0,,,,,-112.6,,3.0,,-118.1,-359.9,-91.0,,-275.5,-196.7,,-177.0,,,,-208.2,,,-277.0,,-96.2,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47091,136,264.0,,345.5,,197.0,176.0,,,,,232.0,,119.0,,200.8,36.7,,,148.0,192.7,,280.0,,,,262.0,,,2.0,,306.8,128.0,,209.5,,61.0,40.0,,,,,96.0,,-17.0,,64.8,-99.3,,,12.0,56.7,,144.0,,,,126.0,,,-134.0,,170.8,,False,,True,True,,,,,True,,True,,True,True,,,True,True,,False,,,,True,,,False,,False
47093,3797,2652.0,,2541.2,2765.5,2506.0,2086.0,,,,,3823.6,,2664.0,,2901.2,1464.1,2817.5,,2039.0,2199.2,,2689.0,,,,2482.3,1695.0,,1736.0,,3550.4,-1145.0,,-1255.8,-1031.5,-1291.0,-1711.0,,,,,26.6,,-1133.0,,-895.8,-2332.9,-979.5,,-1758.0,-1597.8,,-1108.0,,,,-1314.7,-2102.0,,-2061.0,,-246.6,,False,True,False,False,,,,,True,,True,,True,False,True,,False,False,,True,,,,False,False,,False,,True
47095,140,42.0,,40.0,,42.0,0.0,,,,,49.9,,57.0,,24.7,6.0,,,49.0,44.3,,43.0,,,,,,,31.0,,64.7,-98.0,,-100.0,,-98.0,-140.0,,,,,-90.1,,-83.0,,-115.3,-134.0,,,-91.0,-95.7,,-97.0,,,,,,,-109.0,,-75.3,,False,,False,False,,,,,True,,True,,False,False,,,True,True,,True,,,,,,,False,,True
47097,458,270.0,,256.9,,257.0,179.0,,,,,284.1,,291.0,,430.7,81.8,,,193.0,227.0,,282.0,,,,260.2,,,179.0,,355.2,-188.0,,-201.1,,-201.0,-279.0,,,,,-173.9,,-167.0,,-27.3,-376.2,,,-265.0,-231.0,,-176.0,,,,-197.8,,,-279.0,,-102.8,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,True,,,,False,,,False,,True
47099,717,459.0,,469.2,,460.0,498.0,,,,,386.8,,382.0,,768.8,132.1,630.0,,489.0,377.0,,417.0,,,,402.7,,,244.0,,582.5,-258.0,,-247.8,,-257.0,-219.0,,,,,-330.2,,-335.0,,51.8,-584.9,-87.0,,-228.0,-340.0,,-300.0,,,,-314.3,,,-473.0,,-134.5,,True,,True,True,,,,,False,,False,,True,False,True,,True,False,,False,,,,False,,,False,,True
47101,228,261.0,,273.7,,251.0,233.0,,,,,197.9,,85.0,,380.5,39.5,,,252.0,214.1,,272.0,,,,,,,26.0,,318.3,33.0,,45.7,,23.0,5.0,,,,,-30.1,,-143.0,,152.5,-188.5,,,24.0,-13.9,,44.0,,,,,,,-202.0,,90.3,,False,,True,True,,,,,True,,False,,False,False,,,True,True,,False,,,,,,,False,,False
47103,453,273.0,,267.2,,273.0,436.0,,,,,270.9,,290.0,,466.5,69.5,316.5,,240.0,217.0,,390.0,,,,,,,153.0,,325.2,-180.0,,-185.8,,-180.0,-17.0,,,,,-182.1,,-163.0,,13.5,-383.5,-136.5,,-213.0,-236.0,,-63.0,,,,,,,-300.0,,-127.8,,False,,False,True,,,,,False,,True,,True,False,True,,False,False,,True,,,,,,,False,,True
47105,420,297.0,,293.3,,293.0,277.0,,,,,339.7,,365.0,,384.3,124.8,350.5,,185.0,255.3,,241.0,,,,293.9,,,195.0,,420.5,-123.0,,-126.7,,-127.0,-143.0,,,,,-80.3,,-55.0,,-35.7,-295.2,-69.5,,-235.0,-164.7,,-179.0,,,,-126.1,,,-225.0,,0.5,,False,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47107,550,387.0,,393.7,,374.0,366.0,,,,,425.7,,479.0,,483.1,235.2,511.5,,281.0,319.0,,356.0,,,,293.8,,,260.0,,501.7,-163.0,,-156.3,,-176.0,-184.0,,,,,-124.3,,-71.0,,-66.9,-314.8,-38.5,,-269.0,-231.0,,-194.0,,,,-256.2,,,-290.0,,-48.3,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47109,194,174.0,,168.0,,163.0,92.0,,,,,188.8,,262.0,,183.8,44.8,,,66.0,113.8,,125.0,,,,166.5,,,80.0,,212.7,-20.0,,-26.0,,-31.0,-102.0,,,,,-5.2,,68.0,,-10.2,-149.2,,,-128.0,-80.2,,-69.0,,,,-27.5,,,-114.0,,18.7,,False,,False,False,,,,,True,,False,,True,False,,,False,False,,False,,,,False,,,False,,True
47111,350,198.0,,191.6,,192.0,219.0,,,,,178.6,,185.0,,320.4,103.8,,,118.0,140.0,,197.0,,,,191.9,,,70.0,,278.7,-152.0,,-158.4,,-158.0,-131.0,,,,,-171.4,,-165.0,,-29.6,-246.2,,,-232.0,-210.0,,-153.0,,,,-158.1,,,-280.0,,-71.3,,False,,False,True,,,,,False,,False,,True,False,,,False,False,,False,,,,False,,,False,,True
47113,1028,618.0,,660.5,,560.0,237.0,,,,,753.6,,838.0,,665.6,244.5,640.0,,369.5,458.4,,451.0,,,,437.3,,,393.0,,720.2,-410.0,,-367.5,,-468.0,-791.0,,,,,-274.4,,-190.0,,-362.4,-783.5,-388.0,,-658.5,-569.6,,-577.0,,,,-590.7,,,-635.0,,-307.8,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47115,188,261.0,,260.6,,261.0,321.0,,,,,215.3,,264.0,,410.2,44.7,,,204.0,191.9,,248.0,,,,,,,147.0,,348.4,73.0,,72.6,,73.0,133.0,,,,,27.3,,76.0,,222.2,-143.3,,,16.0,3.9,,60.0,,,,,,,-41.0,,160.4,,True,,False,False,,,,,True,,False,,False,False,,,True,True,,True,,,,,,,True,,False
47117,389,261.0,,276.0,,258.0,360.0,,,,,287.0,,245.0,,386.1,109.8,353.5,,219.0,254.7,,248.0,,,,163.9,,,167.0,,343.0,-128.0,,-113.0,,-131.0,-29.0,,,,,-102.0,,-144.0,,-2.9,-279.2,-35.5,,-170.0,-134.3,,-141.0,,,,-225.1,,,-222.0,,-46.0,,True,,False,True,,,,,True,,False,,True,False,True,,False,False,,False,,,,False,,,False,,True
47119,1723,1296.0,,1283.9,,1150.0,1727.0,,,,,1055.5,,687.0,,1161.2,307.4,1208.5,,755.0,750.0,,1571.0,,,,1138.5,,,926.0,,1768.0,-427.0,,-439.1,,-573.0,4.0,,,,,-667.5,,-1036.0,,-561.8,-1415.6,-514.5,,-968.0,-973.0,,-152.0,,,,-584.5,,,-797.0,,45.0,,False,,False,True,,,,,False,,False,,False,False,False,,False,False,,True,,,,False,,,False,,True
47121,116,96.0,,98.5,,96.0,75.0,,,,,71.1,,106.0,,199.5,20.9,,,24.0,43.3,,105.0,,,,,,,56.0,,111.9,-20.0,,-17.5,,-20.0,-41.0,,,,,-44.9,,-10.0,,83.5,-95.1,,,-92.0,-72.7,,-11.0,,,,,,,-60.0,,-4.1,,True,,False,False,,,,,False,,True,,False,False,,,False,False,,True,,,,,,,False,,True
47123,405,309.0,,334.2,,322.0,595.0,,,,,321.6,,383.0,,433.7,132.3,388.5,,271.0,279.8,,319.0,,,,198.9,,,187.0,,405.0,-96.0,,-70.8,,-83.0,190.0,,,,,-83.4,,-22.0,,28.7,-272.7,-16.5,,-134.0,-125.2,,-86.0,,,,-206.1,,,-218.0,,-0.0,,True,,True,False,,,,,True,,True,,True,False,True,,False,False,,True,,,,False,,,False,,True
47125,1593,1008.0,,991.8,,963.0,787.0,,,,,990.1,,1256.0,,1328.9,473.0,1319.5,,963.5,830.4,,1100.0,,,,841.3,808.0,,377.0,,1293.8,-585.0,,-601.2,,-630.0,-806.0,,,,,-602.9,,-337.0,,-264.1,-1120.0,-273.5,,-629.5,-762.6,,-493.0,,,,-751.7,-785.0,,-1216.0,,-299.2,,False,,False,False,,,,,False,,True,,True,False,True,,False,False,,True,,,,False,False,,False,,True
47127,75,63.0,,64.6,,57.0,42.0,,,,,62.8,,53.0,,94.2,19.2,,,46.0,54.7,,65.0,,,,,,,27.0,,80.8,-12.0,,-10.4,,-18.0,-33.0,,,,,-12.2,,-22.0,,19.2,-55.8,,,-29.0,-20.3,,-10.0,,,,,,,-48.0,,5.8,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,True,,,,,,,False,,True
47129,177,81.0,,82.9,,84.0,111.0,,,,,102.4,,189.0,,160.1,33.9,,,39.0,77.6,,69.0,,,,,,,52.0,,109.0,-96.0,,-94.1,,-93.0,-66.0,,,,,-74.6,,12.0,,-16.9,-143.1,,,-138.0,-99.4,,-108.0,,,,,,,-125.0,,-68.0,,True,,True,True,,,,,True,,True,,True,False,,,False,False,,False,,,,,,,False,,True
47131,584,426.0,,422.4,,415.0,415.0,,,,,345.2,,255.0,,617.8,145.1,495.5,,146.0,262.4,,364.0,,,,455.0,,,0.0,,527.8,-158.0,,-161.6,,-169.0,-169.0,,,,,-238.8,,-329.0,,33.8,-438.9,-88.5,,-438.0,-321.6,,-220.0,,,,-129.0,,,-584.0,,-56.2,,False,,False,False,,,,,False,,False,,True,False,True,,False,False,,False,,,,True,,,False,,True
47133,206,204.0,,229.6,,208.0,232.0,,,,,242.0,,151.0,,334.8,88.0,,,104.5,184.0,,110.0,,,,317.1,,,1.0,,255.7,-2.0,,23.6,,2.0,26.0,,,,,36.0,,-55.0,,128.8,-118.0,,,-101.5,-22.0,,-96.0,,,,111.1,,,-205.0,,49.7,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,False,,,False,,False
47135,105,189.0,,196.3,,198.0,241.0,,,,,133.4,,64.0,,950.7,16.4,,,412.0,105.9,,,,,,,,,52.0,,265.2,84.0,,91.3,,93.0,136.0,,,,,28.4,,-41.0,,845.7,-88.6,,,307.0,0.9,,,,,,,,,-53.0,,160.2,,False,,False,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,,True,,False
47137,73,51.0,,47.7,,44.0,46.0,,,,,59.4,,22.0,,107.4,16.9,,,3.0,47.6,,37.0,,,,,,,11.0,,71.1,-22.0,,-25.3,,-29.0,-27.0,,,,,-13.6,,-51.0,,34.4,-56.1,,,-70.0,-25.4,,-36.0,,,,,,,-62.0,,-1.9,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,False,,,,,,,False,,True
47139,77,117.0,,118.5,,119.0,0.0,,,,,108.7,,124.0,,254.3,45.5,,,143.0,85.1,,135.0,,,,,,,33.0,,168.0,40.0,,41.5,,42.0,-77.0,,,,,31.7,,47.0,,177.3,-31.5,,,66.0,8.1,,58.0,,,,,,,-44.0,,91.0,,False,,False,False,,,,,True,,False,,False,True,,,False,True,,False,,,,,,,False,,False
47141,1011,720.0,,733.0,,710.0,616.0,,,,,767.6,,741.0,,947.6,318.7,972.5,,650.5,568.3,,672.0,,,,646.8,,,520.0,,1047.2,-291.0,,-278.0,,-301.0,-395.0,,,,,-243.4,,-270.0,,-63.4,-692.3,-38.5,,-360.5,-442.7,,-339.0,,,,-364.2,,,-491.0,,36.2,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,False,,True
47143,360,216.0,,210.1,,218.0,,,,,,251.6,,294.0,,262.1,114.3,245.0,,239.0,171.6,,194.0,,,,143.6,,,3.0,,311.0,-144.0,,-149.9,,-142.0,,,,,,-108.4,,-66.0,,-97.9,-245.7,-115.0,,-121.0,-188.4,,-166.0,,,,-216.4,,,-357.0,,-49.0,,False,,True,,,,,,True,,True,,True,False,True,,True,False,,False,,,,False,,,False,,True
47145,689,525.0,,527.8,,501.0,716.0,,,,,446.4,,403.0,,710.9,134.6,563.5,,440.0,435.1,,718.0,,,,410.6,,,1.0,,613.1,-164.0,,-161.2,,-188.0,27.0,,,,,-242.6,,-286.0,,21.9,-554.4,-125.5,,-249.0,-253.9,,29.0,,,,-278.4,,,-688.0,,-75.9,,True,,False,True,,,,,False,,False,,True,False,True,,False,False,,True,,,,False,,,False,,True
47147,762,348.0,,352.3,,350.0,538.0,,,,,372.9,,494.0,,441.1,152.9,425.5,,280.0,285.9,,454.0,,,,219.1,,,227.0,,461.7,-414.0,,-409.7,,-412.0,-224.0,,,,,-389.1,,-268.0,,-320.9,-609.1,-336.5,,-482.0,-476.1,,-308.0,,,,-542.9,,,-535.0,,-300.3,,True,,True,True,,,,,True,,True,,True,False,True,,False,False,,True,,,,False,,,False,,True
47149,3930,2751.0,,2627.7,3946.2,2451.0,2559.0,,,,,2690.9,,2395.0,,3486.3,1193.1,2945.0,,2191.0,1999.4,,3493.0,,,,2059.5,1922.0,,2444.0,,3704.9,-1179.0,,-1302.3,16.2,-1479.0,-1371.0,,,,,-1239.1,,-1535.0,,-443.7,-2736.9,-985.0,,-1739.0,-1930.6,,-437.0,,,,-1870.5,-2008.0,,-1486.0,,-225.1,,False,True,False,False,,,,,False,,False,,True,False,True,,False,False,,True,,,,False,False,,False,,True
47151,489,144.0,,142.2,,146.0,198.0,,,,,150.2,,129.0,,342.5,25.5,,,150.0,135.0,,185.0,,,,,,,95.0,,189.6,-345.0,,-346.8,,-343.0,-291.0,,,,,-338.8,,-360.0,,-146.5,-463.5,,,-339.0,-354.0,,-304.0,,,,,,,-394.0,,-299.4,,False,,True,True,,,,,True,,False,,True,False,,,True,False,,True,,,,,,,False,,True
47153,117,84.0,,100.8,,85.0,86.0,,,,,79.9,,98.0,,144.6,31.9,,,48.0,77.0,,61.0,,,,,,,41.0,,96.7,-33.0,,-16.2,,-32.0,-31.0,,,,,-37.1,,-19.0,,27.6,-85.1,,,-69.0,-40.0,,-56.0,,,,,,,-76.0,,-20.3,,True,,True,True,,,,,False,,True,,True,False,,,False,False,,False,,,,,,,False,,True
47155,948,657.0,,653.5,,622.0,591.0,,,,,734.9,,607.0,,752.7,241.8,715.0,,608.0,526.4,,804.0,,,,508.2,,,368.0,,860.3,-291.0,,-294.5,,-326.0,-357.0,,,,,-213.1,,-341.0,,-195.3,-706.2,-233.0,,-340.0,-421.6,,-144.0,,,,-439.8,,,-580.0,,-87.7,,False,,False,False,,,,,True,,False,,True,False,True,,False,False,,True,,,,False,,,False,,True
