,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01071,1222,665.0,,,556.0,,559.0,118.0,305.0,400.0,-557.0,,,-666.0,,-663.0,-1104.0,-917.0,-822.0,,,False,,False,False,False,False
01073,9496,6356.0,,,3856.0,,5056.7,2666.8,3426.8,3918.0,-3140.0,,,-5640.0,,-4439.3,-6829.2,-6069.2,-5578.0,,,False,,False,False,False,False
01075,214,210.0,,,103.0,,63.3,23.7,140.1,78.0,-4.0,,,-111.0,,-150.7,-190.3,-73.9,-136.0,,,False,,False,False,False,False
01077,1905,658.0,,,923.0,,340.6,281.1,501.4,510.0,-1247.0,,,-982.0,,-1564.4,-1623.9,-1403.6,-1395.0,,,True,,False,False,False,False
01079,544,224.0,,,274.0,,82.0,26.7,142.3,60.0,-320.0,,,-270.0,,-462.0,-517.3,-401.7,-484.0,,,True,,False,False,False,False
01081,1384,1540.0,,,832.0,,1059.2,720.7,711.2,145.0,156.0,,,-552.0,,-324.8,-663.3,-672.8,-1239.0,,,False,,False,False,False,False
01083,1665,896.0,,,789.0,,749.1,96.1,330.3,481.0,-769.0,,,-876.0,,-915.9,-1568.9,-1334.7,-1184.0,,,False,,False,False,False,False
01085,120,63.0,,,27.0,,2.2,5.1,59.6,0.0,-57.0,,,-93.0,,-117.8,-114.9,-60.4,-120.0,,,False,,False,False,False,False
01087,198,77.0,,,38.0,,5.6,1.9,65.7,9.0,-121.0,,,-160.0,,-192.4,-196.1,-132.3,-189.0,,,False,,False,False,False,False
01089,4019,2107.0,,,2084.0,,1761.9,1341.0,788.2,667.0,-1912.0,,,-1935.0,,-2257.1,-2678.0,-3230.8,-3352.0,,,False,,False,False,False,False
01091,429,147.0,,,149.0,,35.7,29.2,78.5,75.0,-282.0,,,-280.0,,-393.3,-399.8,-350.5,-354.0,,,True,,False,False,False,False
01093,351,196.0,,,212.0,,92.9,117.3,97.2,32.0,-155.0,,,-139.0,,-258.1,-233.7,-253.8,-319.0,,,True,,False,False,False,False
01095,1701,574.0,,,830.0,,244.0,74.0,304.8,142.0,-1127.0,,,-871.0,,-1457.0,-1627.0,-1396.2,-1559.0,,,True,,False,False,False,False
01097,5494,2233.0,,,2737.0,,1562.6,1107.3,1788.4,1482.0,-3261.0,,,-2757.0,,-3931.4,-4386.7,-3705.6,-4012.0,,,True,,False,False,False,False
01099,169,42.0,,,101.0,,5.0,18.9,24.7,6.0,-127.0,,,-68.0,,-164.0,-150.1,-144.3,-163.0,,,True,,False,False,False,False
01101,3001,1078.0,,,1033.0,,445.9,331.5,892.8,342.0,-1923.0,,,-1968.0,,-2555.1,-2669.5,-2108.2,-2659.0,,,False,,False,False,False,False
01103,2564,896.0,,,943.0,,504.7,925.0,549.8,550.0,-1668.0,,,-1621.0,,-2059.3,-1639.0,-2014.2,-2014.0,,,True,,False,True,False,False
01105,124,14.0,,,24.0,,2.0,6.8,13.8,1.0,-110.0,,,-100.0,,-122.0,-117.2,-110.2,-123.0,,,True,,False,False,False,False
01107,454,119.0,,,134.0,,47.6,88.0,88.8,36.0,-335.0,,,-320.0,,-406.4,-366.0,-365.2,-418.0,,,True,,False,False,False,False
01109,304,252.0,,,221.0,,33.0,196.0,129.6,34.0,-52.0,,,-83.0,,-271.0,-108.0,-174.4,-270.0,,,False,,False,False,False,False
01111,287,308.0,,,134.0,,128.3,356.5,161.4,98.0,21.0,,,-153.0,,-158.7,69.5,-125.6,-189.0,,,False,,False,False,False,False
01113,359,378.0,,,273.0,,161.5,83.5,212.1,128.0,19.0,,,-86.0,,-197.5,-275.5,-146.9,-231.0,,,False,,False,False,False,False
01115,1479,875.0,,,414.0,,579.3,343.8,564.9,221.0,-604.0,,,-1065.0,,-899.7,-1135.2,-914.1,-1258.0,,,False,,False,False,False,False
01117,3270,2401.0,,,839.0,,2090.4,1889.9,976.9,734.0,-869.0,,,-2431.0,,-1179.6,-1380.1,-2293.1,-2536.0,,,False,,False,False,False,False
01119,110,0.0,,,63.0,,1.3,5.2,26.3,1.0,-110.0,,,-47.0,,-108.7,-104.8,-83.7,-109.0,,,True,,True,True,True,True
01121,1082,567.0,,,475.0,,258.9,44.1,281.2,75.0,-515.0,,,-607.0,,-823.1,-1037.9,-800.8,-1007.0,,,False,,False,False,False,False
01123,498,210.0,,,181.0,,95.7,103.2,118.2,34.0,-288.0,,,-317.0,,-402.3,-394.8,-379.8,-464.0,,,False,,False,False,False,False
01125,3263,3570.0,,,1809.0,,1551.9,1194.0,3662.8,1293.0,307.0,,,-1454.0,,-1711.1,-2069.0,399.8,-1970.0,,,False,,False,False,False,False
01127,1055,693.0,,,500.0,,174.7,116.7,334.3,262.0,-362.0,,,-555.0,,-880.3,-938.3,-720.7,-793.0,,,False,,False,False,False,False
01129,318,161.0,,,119.0,,19.3,24.0,76.1,131.0,-157.0,,,-199.0,,-298.7,-294.0,-241.9,-187.0,,,False,,False,False,False,False
01131,87,42.0,,,26.0,,2.9,1.3,28.5,3.0,-45.0,,,-61.0,,-84.1,-85.7,-58.5,-84.0,,,False,,False,False,False,False
01133,454,133.0,,,186.0,,32.7,13.5,76.1,32.0,-321.0,,,-268.0,,-421.3,-440.4,-377.9,-422.0,,,True,,False,False,False,False
02013,8,21.0,,,,,,0.4,,128.0,13.0,,,,,,-7.6,,120.0,,,,,,True,,False
02016,10,0.0,,,,,,0.7,,0.0,-10.0,,,,,,-9.3,,-10.0,,,,,,True,,False
02020,9520,3409.0,,,,,2086.8,2369.2,1280.7,1352.0,-6111.0,,,,,-7433.2,-7150.8,-8239.3,-8168.0,,,,,False,False,False,False
02050,1003,77.0,,,,,6.0,35.8,98.6,41.0,-926.0,,,,,-997.0,-967.2,-904.4,-962.0,,,,,False,False,True,False
02060,0,0.0,,,,,0.4,0.0,,0.0,0.0,,,,,0.4,0.0,,0.0,,,,,False,True,,True
02068,26,28.0,,,,,,2.5,,53.0,2.0,,,,,,-23.5,,27.0,,,,,,False,,False
02070,63,7.0,,,,,0.4,3.0,,3.0,-56.0,,,,,-62.6,-60.0,,-60.0,,,,,False,False,,False
02090,1834,1113.0,,,,,1468.7,942.0,517.0,628.0,-721.0,,,,,-365.3,-892.0,-1317.0,-1206.0,,,,,True,False,False,False
02100,7,0.0,,,,,,0.0,,0.0,-7.0,,,,,,-7.0,,-7.0,,,,,,False,,False
02105,0,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,True,,
02110,397,84.0,,,,,10.5,20.7,66.6,33.0,-313.0,,,,,-386.5,-376.3,-330.4,-364.0,,,,,False,False,False,False
02122,1447,112.0,,,,,15.9,67.6,76.4,235.0,-1335.0,,,,,-1431.1,-1379.4,-1370.6,-1212.0,,,,,False,False,False,True
02130,118,7.0,,,,,2.0,1.5,9.5,49.0,-111.0,,,,,-116.0,-116.5,-108.5,-69.0,,,,,False,False,True,True
02150,142,42.0,,,,,1.9,47.5,,220.0,-100.0,,,,,-140.1,-94.5,,78.0,,,,,False,True,,True
02158,367,14.0,,,,,,0.7,,20.0,-353.0,,,,,,-366.3,,-347.0,,,,,,False,,True
02164,46,0.0,,,,,,0.0,,,-46.0,,,,,,-46.0,,,,,,,,False,,
02170,1865,413.0,,,,,203.9,592.6,222.7,735.0,-1452.0,,,,,-1661.1,-1272.4,-1642.3,-1130.0,,,,,False,True,False,True
02180,97,112.0,,,,,3.5,12.1,,98.0,15.0,,,,,-93.5,-84.9,,1.0,,,,,False,False,,True
02185,249,182.0,,,,,20.2,10.9,,70.0,-67.0,,,,,-228.8,-238.1,,-179.0,,,,,False,False,,False
02188,196,175.0,,,,,30.9,50.7,,30.0,-21.0,,,,,-165.1,-145.3,,-166.0,,,,,False,False,,False
02195,11,7.0,,,,,0.2,7.0,,85.0,-4.0,,,,,-10.8,-4.0,,74.0,,,,,False,False,,False
02198,14,0.0,,,,,1.5,28.8,,0.0,-14.0,,,,,-12.5,14.8,,-14.0,,,,,True,False,,False
02220,83,63.0,,,,,2.3,4.4,43.6,113.0,-20.0,,,,,-80.7,-78.6,-39.4,30.0,,,,,False,False,False,False
02230,10,0.0,,,,,,0.0,,,-10.0,,,,,,-10.0,,,,,,,,False,,
02240,179,21.0,,,,,4.9,69.8,,24.0,-158.0,,,,,-174.1,-109.2,,-155.0,,,,,False,True,,True
02261,105,28.0,,,,,3.7,0.0,,158.0,-77.0,,,,,-101.3,-105.0,,53.0,,,,,False,False,,True
02275,1,0.0,,,,,,1.1,,0.0,-1.0,,,,,,0.1,,-1.0,,,,,,True,,False
02282,16,0.0,,,,,,0.0,,1.0,-16.0,,,,,,-16.0,,-15.0,,,,,,False,,True
02290,64,21.0,,,,,6.8,30.2,,22.0,-43.0,,,,,-57.2,-33.8,,-42.0,,,,,False,True,,True
04001,1314,378.0,,,526.0,,83.1,23.7,190.1,193.0,-936.0,,,-788.0,,-1230.9,-1290.3,-1123.9,-1121.0,,,True,,False,False,False,False
04003,1163,119.0,,,286.0,,11.8,36.2,84.1,132.0,-1044.0,,,-877.0,,-1151.2,-1126.8,-1078.9,-1031.0,,,True,,False,False,False,True
04005,2602,1561.0,,,652.0,,756.0,161.8,420.9,957.0,-1041.0,,,-1950.0,,-1846.0,-2440.2,-2181.1,-1645.0,,,False,,False,False,False,False
04007,1168,980.0,,,110.0,,780.3,332.1,448.6,4439.0,-188.0,,,-1058.0,,-387.7,-835.9,-719.4,3271.0,,,False,,False,False,False,False
04009,996,413.0,,,78.0,,155.0,129.8,229.1,446.0,-583.0,,,-918.0,,-841.0,-866.2,-766.9,-550.0,,,False,,False,False,False,True
04011,117,0.0,,,44.0,,1.0,3.2,1.1,0.0,-117.0,,,-73.0,,-116.0,-113.8,-115.9,-117.0,,,True,,True,True,True,False
04012,196,28.0,,,34.0,,1.3,2.2,15.5,21.0,-168.0,,,-162.0,,-194.7,-193.8,-180.5,-175.0,,,True,,False,False,False,False
04013,44668,14035.0,,,6912.0,,8842.5,5067.0,10254.4,9810.0,-30633.0,,,-37756.0,,-35825.5,-39601.0,-34413.6,-34858.0,,,False,,False,False,False,False
04015,1548,490.0,,,515.0,,120.1,47.3,217.4,345.0,-1058.0,,,-1033.0,,-1427.9,-1500.7,-1330.6,-1203.0,,,True,,False,False,False,False
04017,1764,231.0,,,803.0,,48.0,28.6,123.6,154.0,-1533.0,,,-961.0,,-1716.0,-1735.4,-1640.4,-1610.0,,,True,,False,False,False,False
04019,9382,3682.0,,,1399.0,,1813.5,508.7,1917.1,923.0,-5700.0,,,-7983.0,,-7568.5,-8873.3,-7464.9,-8459.0,,,False,,False,False,False,False
04021,4292,1253.0,,,576.0,,695.1,349.5,688.7,1031.0,-3039.0,,,-3716.0,,-3596.9,-3942.5,-3603.3,-3261.0,,,False,,False,False,False,False
04023,647,336.0,,,140.0,,41.4,450.7,253.3,0.0,-311.0,,,-507.0,,-605.6,-196.3,-393.7,-647.0,,,False,,False,True,False,False
04025,1652,567.0,,,410.0,,306.6,139.8,416.9,441.0,-1085.0,,,-1242.0,,-1345.4,-1512.2,-1235.1,-1211.0,,,False,,False,False,False,False
04027,3493,952.0,,,234.0,,162.9,39.0,1527.7,841.0,-2541.0,,,-3259.0,,-3330.1,-3454.0,-1965.3,-2652.0,,,False,,False,False,True,False
05001,446,350.0,,,268.0,,165.8,66.1,82.5,128.0,-96.0,,,-178.0,,-280.2,-379.9,-363.5,-318.0,,,False,,False,False,False,False
05003,278,140.0,,,181.0,,51.5,44.9,89.3,113.0,-138.0,,,-97.0,,-226.5,-233.1,-188.7,-165.0,,,True,,False,False,False,False
05005,844,420.0,,,454.0,,121.1,100.2,551.7,184.0,-424.0,,,-390.0,,-722.9,-743.8,-292.3,-660.0,,,True,,False,False,True,False
05007,4146,2408.0,,,3021.0,,760.0,408.0,1096.3,1153.0,-1738.0,,,-1125.0,,-3386.0,-3738.0,-3049.7,-2993.0,,,True,,False,False,False,False
05009,760,595.0,,,706.0,,379.5,216.7,407.8,333.0,-165.0,,,-54.0,,-380.5,-543.3,-352.2,-427.0,,,True,,False,False,False,False
05011,82,21.0,,,143.0,,0.8,4.4,43.2,4.0,-61.0,,,61.0,,-81.2,-77.6,-38.8,-78.0,,,False,,False,False,True,False
05013,92,0.0,,,47.0,,,0.8,,1.0,-92.0,,,-45.0,,,-91.2,,-91.0,,,True,,,True,,True
05015,537,658.0,,,362.0,,295.9,274.1,268.5,340.0,121.0,,,-175.0,,-241.1,-262.9,-268.5,-197.0,,,False,,False,False,False,False
05017,114,56.0,,,158.0,,4.8,6.2,69.8,19.0,-58.0,,,44.0,,-109.2,-107.8,-44.2,-95.0,,,True,,False,False,True,False
05019,365,273.0,,,330.0,,66.0,57.5,136.9,215.0,-92.0,,,-35.0,,-299.0,-307.4,-228.1,-150.0,,,True,,False,False,False,False
05021,429,266.0,,,213.0,,226.8,201.7,277.3,239.0,-163.0,,,-216.0,,-202.2,-227.3,-151.7,-190.0,,,False,,False,False,True,False
05023,286,210.0,,,436.0,,114.6,46.3,107.0,316.0,-76.0,,,150.0,,-171.4,-239.7,-179.0,30.0,,,False,,False,False,False,True
05025,138,42.0,,,70.0,,4.2,88.8,26.5,10.0,-96.0,,,-68.0,,-133.8,-49.2,-111.5,-128.0,,,True,,False,True,False,False
05027,434,714.0,,,252.0,,627.3,141.4,290.0,585.0,280.0,,,-182.0,,193.3,-292.6,-144.0,151.0,,,True,,True,False,True,True
05029,306,210.0,,,583.0,,132.0,126.5,85.8,309.0,-96.0,,,277.0,,-174.0,-179.5,-220.2,3.0,,,False,,False,False,False,True
05031,3271,2051.0,,,1980.0,,714.0,548.0,1190.0,1644.0,-1220.0,,,-1291.0,,-2557.0,-2723.0,-2081.0,-1627.0,,,False,,False,False,False,False
05033,1317,1120.0,,,1137.0,,498.4,393.3,583.2,819.0,-197.0,,,-180.0,,-818.6,-923.8,-733.8,-498.0,,,True,,False,False,False,False
05035,1071,427.0,,,770.0,,98.6,40.5,241.8,219.0,-644.0,,,-301.0,,-972.4,-1030.5,-829.2,-852.0,,,True,,False,False,False,False
05037,283,301.0,,,347.0,,81.4,110.1,360.1,35.0,18.0,,,64.0,,-201.6,-172.9,77.1,-248.0,,,False,,False,False,False,False
05039,96,49.0,,,98.0,,8.6,29.0,46.3,32.0,-47.0,,,2.0,,-87.4,-67.0,-49.7,-64.0,,,True,,False,False,False,False
05041,197,154.0,,,152.0,,66.2,129.9,61.1,166.0,-43.0,,,-45.0,,-130.8,-67.1,-135.9,-31.0,,,False,,False,False,False,True
05043,209,42.0,,,240.0,,7.5,7.2,32.8,18.0,-167.0,,,31.0,,-201.5,-201.8,-176.2,-191.0,,,True,,False,False,False,False
05045,1708,1589.0,,,1881.0,,1296.3,473.9,429.1,845.0,-119.0,,,173.0,,-411.7,-1234.1,-1278.9,-863.0,,,False,,False,False,False,False
05047,389,287.0,,,371.0,,300.4,303.6,181.9,66.0,-102.0,,,-18.0,,-88.6,-85.4,-207.1,-323.0,,,True,,True,True,False,False
05049,300,273.0,,,131.0,,122.5,25.6,357.6,134.0,-27.0,,,-169.0,,-177.5,-274.4,57.6,-166.0,,,False,,False,False,False,False
05051,1437,945.0,,,1381.0,,651.4,189.8,393.0,437.0,-492.0,,,-56.0,,-785.6,-1247.2,-1044.0,-1000.0,,,True,,False,False,False,False
05053,258,91.0,,,158.0,,14.3,41.3,44.3,60.0,-167.0,,,-100.0,,-243.7,-216.7,-213.7,-198.0,,,True,,False,False,False,False
05055,1578,560.0,,,600.0,,359.9,67.6,382.3,314.0,-1018.0,,,-978.0,,-1218.1,-1510.4,-1195.7,-1264.0,,,True,,False,False,False,False
05057,394,266.0,,,217.0,,136.0,20.0,172.2,86.0,-128.0,,,-177.0,,-258.0,-374.0,-221.8,-308.0,,,False,,False,False,False,False
05059,809,294.0,,,484.0,,175.3,253.3,62.1,79.0,-515.0,,,-325.0,,-633.7,-555.7,-746.9,-730.0,,,True,,False,False,False,False
05061,266,238.0,,,188.0,,38.8,19.9,176.2,205.0,-28.0,,,-78.0,,-227.2,-246.1,-89.8,-61.0,,,False,,False,False,False,False
05063,732,833.0,,,964.0,,359.2,73.3,635.7,406.0,101.0,,,232.0,,-372.8,-658.7,-96.3,-326.0,,,False,,False,False,True,False
05065,675,175.0,,,197.0,,17.6,12.1,89.0,43.0,-500.0,,,-478.0,,-657.4,-662.9,-586.0,-632.0,,,True,,False,False,False,False
05067,1077,686.0,,,452.0,,1862.1,931.5,694.4,188.0,-391.0,,,-625.0,,785.1,-145.5,-382.6,-889.0,,,False,,False,True,True,False
05069,1460,2604.0,,,1093.0,,1043.8,485.7,1719.2,444.0,1144.0,,,-367.0,,-416.2,-974.3,259.2,-1016.0,,,True,,True,True,True,True
05071,322,203.0,,,716.0,,50.1,114.2,58.7,196.0,-119.0,,,394.0,,-271.9,-207.8,-263.3,-126.0,,,False,,False,False,False,False
05073,131,112.0,,,64.0,,8.9,10.5,36.3,42.0,-19.0,,,-67.0,,-122.1,-120.5,-94.7,-89.0,,,False,,False,False,False,False
05075,595,336.0,,,296.0,,87.9,112.4,191.0,118.0,-259.0,,,-299.0,,-507.1,-482.6,-404.0,-477.0,,,False,,False,False,False,False
05077,77,161.0,,,143.0,,21.9,146.5,106.5,407.0,84.0,,,66.0,,-55.1,69.5,29.5,330.0,,,True,,True,True,True,False
05079,304,525.0,,,201.0,,126.0,60.4,1098.9,590.0,221.0,,,-103.0,,-178.0,-243.6,794.9,286.0,,,True,,True,False,False,False
05081,234,112.0,,,154.0,,48.9,64.7,106.5,55.0,-122.0,,,-80.0,,-185.1,-169.3,-127.5,-179.0,,,True,,False,False,False,False
05083,388,259.0,,,461.0,,160.0,148.9,143.6,622.0,-129.0,,,73.0,,-228.0,-239.1,-244.4,234.0,,,True,,False,False,False,False
05085,1160,917.0,,,880.0,,502.1,196.4,315.2,722.0,-243.0,,,-280.0,,-657.9,-963.6,-844.8,-438.0,,,False,,False,False,False,False
05087,183,168.0,,,310.0,,21.1,33.4,67.3,48.0,-15.0,,,127.0,,-161.9,-149.6,-115.7,-135.0,,,False,,False,False,False,False
05089,270,84.0,,,135.0,,13.3,6.1,98.9,79.0,-186.0,,,-135.0,,-256.7,-263.9,-171.1,-191.0,,,True,,False,False,True,False
05091,1134,546.0,,,446.0,,307.4,276.4,215.0,69.0,-588.0,,,-688.0,,-826.6,-857.6,-919.0,-1065.0,,,False,,False,False,False,False
05093,1216,658.0,,,829.0,,477.3,520.7,410.8,418.0,-558.0,,,-387.0,,-738.7,-695.3,-805.2,-798.0,,,True,,False,False,False,False
05095,143,84.0,,,154.0,,24.7,12.6,32.3,45.0,-59.0,,,11.0,,-118.3,-130.4,-110.7,-98.0,,,True,,False,False,False,False
05097,74,119.0,,,130.0,,17.8,34.5,,151.0,45.0,,,56.0,,-56.2,-39.5,,77.0,,,False,,False,True,,False
05099,193,77.0,,,112.0,,10.3,94.5,28.3,18.0,-116.0,,,-81.0,,-182.7,-98.5,-164.7,-175.0,,,True,,False,True,False,False
05101,150,84.0,,,138.0,,23.6,15.6,,20.0,-66.0,,,-12.0,,-126.4,-134.4,,-130.0,,,True,,False,False,,False
05103,317,119.0,,,261.0,,21.3,17.3,90.0,63.0,-198.0,,,-56.0,,-295.7,-299.7,-227.0,-254.0,,,True,,False,False,False,False
05105,130,42.0,,,109.0,,19.2,7.2,16.4,19.0,-88.0,,,-21.0,,-110.8,-122.8,-113.6,-111.0,,,True,,False,False,False,False
05107,333,406.0,,,337.0,,158.5,56.8,166.0,0.0,73.0,,,4.0,,-174.5,-276.2,-167.0,-333.0,,,True,,False,False,False,False
05109,112,70.0,,,145.0,,5.1,6.6,61.2,37.0,-42.0,,,33.0,,-106.9,-105.4,-50.8,-75.0,,,True,,False,False,False,False
05111,866,399.0,,,384.0,,76.4,58.0,326.5,143.0,-467.0,,,-482.0,,-789.6,-808.0,-539.5,-723.0,,,False,,False,False,False,False
05113,411,140.0,,,311.0,,22.4,32.8,153.0,376.0,-271.0,,,-100.0,,-388.6,-378.2,-258.0,-35.0,,,True,,False,False,True,True
05115,1206,952.0,,,1184.0,,327.0,381.9,796.9,620.0,-254.0,,,-22.0,,-879.0,-824.1,-409.1,-586.0,,,True,,False,False,False,False
05117,178,63.0,,,119.0,,15.0,24.1,37.2,89.0,-115.0,,,-59.0,,-163.0,-153.9,-140.8,-89.0,,,True,,False,False,False,True
05119,5700,4095.0,,,4350.0,,2135.0,1159.9,1635.8,2560.0,-1605.0,,,-1350.0,,-3565.0,-4540.1,-4064.2,-3140.0,,,True,,False,False,False,False
05121,446,392.0,,,373.0,,141.6,71.8,162.2,149.0,-54.0,,,-73.0,,-304.4,-374.2,-283.8,-297.0,,,False,,False,False,False,False
05123,409,392.0,,,624.0,,67.1,84.0,298.4,0.0,-17.0,,,215.0,,-341.9,-325.0,-110.6,-409.0,,,False,,False,False,False,False
