,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
48145,507,210.0,,,126.0,,80.7,53.8,77.1,0.0,-297.0,,,-381.0,,-426.3,-453.2,-429.9,-507.0,,,False,,False,False,False,False
48147,373,154.0,,,274.0,,10.2,171.4,192.1,164.0,-219.0,,,-99.0,,-362.8,-201.6,-180.9,-209.0,,,True,,False,True,True,True
48149,204,140.0,,,117.0,,44.2,40.5,73.6,41.0,-64.0,,,-87.0,,-159.8,-163.4,-130.4,-163.0,,,False,,False,False,False,False
48151,79,14.0,,,31.0,,1.2,11.1,18.7,7.0,-65.0,,,-48.0,,-77.8,-67.9,-60.3,-72.0,,,True,,False,False,True,False
48153,256,7.0,,,31.0,,0.0,2.7,3.4,20.0,-249.0,,,-225.0,,-256.0,-253.3,-252.6,-236.0,,,True,,False,False,False,True
48155,28,63.0,,,19.0,,,41.0,,37.0,35.0,,,-9.0,,,13.0,,9.0,,,True,,,True,,True
48157,3861,2772.0,,,2634.0,,1320.0,59.6,2123.5,1480.0,-1089.0,,,-1227.0,,-2541.0,-3801.4,-1737.5,-2381.0,,,False,,False,False,False,False
48159,188,14.0,,,74.0,,0.9,1.8,15.4,2.0,-174.0,,,-114.0,,-187.1,-186.2,-172.6,-186.0,,,True,,False,False,True,False
48161,238,98.0,,,173.0,,6.6,6.7,94.0,260.0,-140.0,,,-65.0,,-231.4,-231.3,-144.0,22.0,,,True,,False,False,False,True
48163,234,63.0,,,61.0,,6.9,6.2,23.2,2.0,-171.0,,,-173.0,,-227.1,-227.8,-210.8,-232.0,,,False,,False,False,False,False
48165,500,196.0,,,507.0,,105.4,93.9,188.0,101.0,-304.0,,,7.0,,-394.6,-406.1,-312.0,-399.0,,,True,,False,False,False,False
48167,2902,1274.0,,,1338.0,,896.5,221.7,698.8,1044.0,-1628.0,,,-1564.0,,-2005.5,-2680.3,-2203.2,-1858.0,,,True,,False,False,False,False
48169,98,0.0,,,46.0,,0.1,1.4,4.2,5.0,-98.0,,,-52.0,,-97.9,-96.6,-93.8,-93.0,,,True,,True,True,True,True
48171,257,63.0,,,70.0,,6.5,5.1,39.7,8.0,-194.0,,,-187.0,,-250.5,-251.9,-217.3,-249.0,,,True,,False,False,False,False
48173,60,0.0,,,12.0,,0.1,1.1,,0.0,-60.0,,,-48.0,,-59.9,-58.9,,-60.0,,,True,,True,True,,False
48175,80,14.0,,,16.0,,0.1,17.6,15.7,1.0,-66.0,,,-64.0,,-79.9,-62.4,-64.3,-79.0,,,True,,False,True,True,False
48177,192,35.0,,,81.0,,0.1,0.4,53.6,1.0,-157.0,,,-111.0,,-191.9,-191.6,-138.4,-191.0,,,True,,False,False,True,False
48179,932,154.0,,,1005.0,,22.4,13.2,82.5,179.0,-778.0,,,73.0,,-909.6,-918.8,-849.5,-753.0,,,True,,False,False,False,True
48181,1957,686.0,,,1187.0,,360.1,245.6,502.8,699.0,-1271.0,,,-770.0,,-1596.9,-1711.4,-1454.2,-1258.0,,,True,,False,False,False,True
48183,2390,462.0,,,901.0,,95.7,19.6,297.4,182.0,-1928.0,,,-1489.0,,-2294.3,-2370.4,-2092.6,-2208.0,,,True,,False,False,False,False
48185,308,28.0,,,216.0,,1.1,28.0,57.2,4.0,-280.0,,,-92.0,,-306.9,-280.0,-250.8,-304.0,,,True,,False,True,True,False
48187,1122,581.0,,,581.0,,69.3,94.1,178.3,15.0,-541.0,,,-541.0,,-1052.7,-1027.9,-943.7,-1107.0,,,False,,False,False,False,False
48189,1802,525.0,,,510.0,,273.1,18.1,443.4,374.0,-1277.0,,,-1292.0,,-1528.9,-1783.9,-1358.6,-1428.0,,,False,,False,False,False,False
48191,61,49.0,,,51.0,,0.5,11.0,,35.0,-12.0,,,-10.0,,-60.5,-50.0,,-26.0,,,True,,False,False,,False
48193,142,119.0,,,52.0,,30.4,19.3,46.1,78.0,-23.0,,,-90.0,,-111.6,-122.7,-95.9,-64.0,,,False,,False,False,False,False
48195,209,217.0,,,80.0,,36.2,122.9,97.1,180.0,8.0,,,-129.0,,-172.8,-86.1,-111.9,-29.0,,,False,,False,False,False,False
48197,92,0.0,,,36.0,,0.2,128.3,,0.0,-92.0,,,-56.0,,-91.8,36.3,,-92.0,,,True,,True,True,,False
48199,950,112.0,,,301.0,,33.6,8.6,79.0,32.0,-838.0,,,-649.0,,-916.4,-941.4,-871.0,-918.0,,,True,,False,False,False,False
48201,34063,45010.0,,,20250.0,,21964.0,23768.2,14971.0,11252.0,10947.0,,,-13813.0,,-12099.0,-10294.8,-19092.0,-22811.0,,,False,,False,True,False,False
48203,793,217.0,,,474.0,,38.6,46.1,155.1,168.0,-576.0,,,-319.0,,-754.4,-746.9,-637.9,-625.0,,,True,,False,False,False,False
48205,72,77.0,,,107.0,,13.7,11.5,59.7,20.0,5.0,,,35.0,,-58.3,-60.5,-12.3,-52.0,,,False,,False,False,False,False
48207,79,42.0,,,76.0,,0.9,26.0,,172.0,-37.0,,,-3.0,,-78.1,-53.0,,93.0,,,True,,False,False,,False
48209,2146,560.0,,,1198.0,,95.2,49.6,211.0,150.0,-1586.0,,,-948.0,,-2050.8,-2096.4,-1935.0,-1996.0,,,True,,False,False,False,False
48211,159,70.0,,,63.0,,4.4,0.8,38.6,132.0,-89.0,,,-96.0,,-154.6,-158.2,-120.4,-27.0,,,False,,False,False,False,True
48213,1321,301.0,,,553.0,,89.2,28.5,198.2,150.0,-1020.0,,,-768.0,,-1231.8,-1292.5,-1122.8,-1171.0,,,True,,False,False,False,False
48215,7679,5908.0,,,6391.0,,2344.8,20676.9,3563.4,1807.0,-1771.0,,,-1288.0,,-5334.2,12997.9,-4115.6,-5872.0,,,True,,False,False,False,False
48217,611,420.0,,,167.0,,167.7,122.8,183.9,214.0,-191.0,,,-444.0,,-443.3,-488.2,-427.1,-397.0,,,False,,False,False,False,False
48219,999,154.0,,,87.0,,32.5,16.9,80.2,43.0,-845.0,,,-912.0,,-966.5,-982.1,-918.8,-956.0,,,False,,False,False,False,False
48221,832,399.0,,,262.0,,60.6,19.4,223.5,348.0,-433.0,,,-570.0,,-771.4,-812.6,-608.5,-484.0,,,False,,False,False,False,False
48223,1154,217.0,,,333.0,,67.8,10.2,121.6,236.0,-937.0,,,-821.0,,-1086.2,-1143.8,-1032.4,-918.0,,,True,,False,False,False,True
48225,451,77.0,,,164.0,,15.4,31.6,33.1,43.0,-374.0,,,-287.0,,-435.6,-419.4,-417.9,-408.0,,,True,,False,False,False,False
48227,1789,1120.0,,,386.0,,557.0,229.5,1363.8,267.0,-669.0,,,-1403.0,,-1232.0,-1559.5,-425.2,-1522.0,,,False,,False,False,True,False
48229,122,105.0,,,90.0,,2.5,75.1,58.3,217.0,-17.0,,,-32.0,,-119.5,-46.9,-63.7,95.0,,,False,,False,False,False,False
48231,912,448.0,,,901.0,,80.5,368.6,172.9,342.0,-464.0,,,-11.0,,-831.5,-543.4,-739.1,-570.0,,,True,,False,False,False,False
48233,536,154.0,,,454.0,,15.2,14.3,76.5,52.0,-382.0,,,-82.0,,-520.8,-521.7,-459.5,-484.0,,,True,,False,False,False,False
48235,26,14.0,,,13.0,,0.1,16.6,,82.0,-12.0,,,-13.0,,-25.9,-9.4,,56.0,,,False,,False,True,,False
48237,103,49.0,,,55.0,,7.2,0.1,48.2,122.0,-54.0,,,-48.0,,-95.8,-102.8,-54.8,19.0,,,True,,False,False,False,True
48239,186,56.0,,,34.0,,4.0,2.5,139.3,3.0,-130.0,,,-152.0,,-182.0,-183.5,-46.7,-183.0,,,False,,False,False,True,False
48241,462,70.0,,,247.0,,1.0,0.9,55.3,15.0,-392.0,,,-215.0,,-461.0,-461.1,-406.7,-447.0,,,True,,False,False,False,False
48243,35,0.0,,,6.0,,,0.0,,0.0,-35.0,,,-29.0,,,-35.0,,-35.0,,,True,,,False,,False
48245,2219,1281.0,,,1461.0,,806.5,6509.8,543.5,591.0,-938.0,,,-758.0,,-1412.5,4290.8,-1675.5,-1628.0,,,True,,False,False,False,False
48247,102,21.0,,,32.0,,1.3,5.4,15.7,9.0,-81.0,,,-70.0,,-100.7,-96.6,-86.3,-93.0,,,True,,False,False,False,False
48249,493,378.0,,,122.0,,251.3,26.9,184.1,367.0,-115.0,,,-371.0,,-241.7,-466.1,-308.9,-126.0,,,False,,False,False,False,False
48251,2235,1106.0,,,1010.0,,105.1,24.4,864.3,444.0,-1129.0,,,-1225.0,,-2129.9,-2210.6,-1370.7,-1791.0,,,False,,False,False,False,False
48253,1232,0.0,,,135.0,,0.1,15.7,1.2,0.0,-1232.0,,,-1097.0,,-1231.9,-1216.3,-1230.8,-1232.0,,,True,,True,True,True,False
48255,95,49.0,,,65.0,,2.1,4.6,82.3,2.0,-46.0,,,-30.0,,-92.9,-90.4,-12.7,-93.0,,,True,,False,False,True,False
48257,1690,462.0,,,784.0,,8.2,8.5,287.1,127.0,-1228.0,,,-906.0,,-1681.8,-1681.5,-1402.9,-1563.0,,,True,,False,False,False,False
48259,466,105.0,,,105.0,,3.4,1030.2,54.6,8.0,-361.0,,,-361.0,,-462.6,564.2,-411.4,-458.0,,,False,,False,False,False,False
48261,8,0.0,,,11.0,,,0.0,,0.0,-8.0,,,3.0,,,-8.0,,-8.0,,,True,,,False,,False
48263,22,0.0,,,10.0,,,1.5,,0.0,-22.0,,,-12.0,,,-20.5,,-22.0,,,True,,,True,,False
48265,478,105.0,,,158.0,,11.2,35.5,66.5,9.0,-373.0,,,-320.0,,-466.8,-442.6,-411.5,-469.0,,,True,,False,False,False,False
48267,77,7.0,,,23.0,,0.2,0.0,,249.0,-70.0,,,-54.0,,-76.8,-77.0,,172.0,,,True,,False,False,,False
48269,1,0.0,,,12.0,,,0.0,,,-1.0,,,11.0,,,-1.0,,,,,False,,,False,,
48271,40,21.0,,,7.0,,0.8,10.1,,3.0,-19.0,,,-33.0,,-39.2,-29.9,,-37.0,,,False,,False,False,,False
48273,230,126.0,,,79.0,,42.5,6.7,149.0,65.0,-104.0,,,-151.0,,-187.5,-223.3,-81.0,-165.0,,,False,,False,False,True,False
48275,29,210.0,,,27.0,,13.4,50.4,,100.0,181.0,,,-2.0,,-15.6,21.4,,71.0,,,True,,True,True,,True
48277,1181,805.0,,,556.0,,360.8,21.4,385.9,357.0,-376.0,,,-625.0,,-820.2,-1159.6,-795.1,-824.0,,,False,,False,False,False,False
48279,787,70.0,,,54.0,,20.0,6.7,44.4,35.0,-717.0,,,-733.0,,-767.0,-780.3,-742.6,-752.0,,,False,,False,False,False,False
48281,154,84.0,,,116.0,,11.7,22.1,68.8,27.0,-70.0,,,-38.0,,-142.3,-131.9,-85.2,-127.0,,,True,,False,False,False,False
48283,75,0.0,,,29.0,,13.8,5.3,36.3,0.0,-75.0,,,-46.0,,-61.2,-69.7,-38.7,-75.0,,,True,,True,True,True,False
48285,440,203.0,,,74.0,,15.3,10.2,102.2,9.0,-237.0,,,-366.0,,-424.7,-429.8,-337.8,-431.0,,,False,,False,False,False,False
48287,318,63.0,,,96.0,,10.2,113.7,44.0,88.0,-255.0,,,-222.0,,-307.8,-204.3,-274.0,-230.0,,,True,,False,True,False,True
48289,272,119.0,,,84.0,,56.6,119.2,65.3,100.0,-153.0,,,-188.0,,-215.4,-152.8,-206.7,-172.0,,,False,,False,True,False,False
48291,894,0.0,,,419.0,,1167.9,13.6,118.3,0.0,-894.0,,,-475.0,,273.9,-880.4,-775.7,-894.0,,,True,,True,True,True,False
48293,330,140.0,,,158.0,,41.7,7.8,148.2,125.0,-190.0,,,-172.0,,-288.3,-322.2,-181.8,-205.0,,,True,,False,False,True,False
48295,98,28.0,,,35.0,,0.8,39.7,20.7,114.0,-70.0,,,-63.0,,-97.2,-58.3,-77.3,16.0,,,True,,False,True,False,True
48297,126,0.0,,,29.0,,0.0,1.2,36.9,2.0,-126.0,,,-97.0,,-126.0,-124.8,-89.1,-124.0,,,True,,True,True,True,True
48299,158,98.0,,,92.0,,23.3,16.3,53.8,166.0,-60.0,,,-66.0,,-134.7,-141.7,-104.2,8.0,,,False,,False,False,False,True
48301,2,0.0,,,3.0,,,0.0,,,-2.0,,,1.0,,,-2.0,,,,,True,,,False,,
48303,15736,8099.0,,,12691.0,,6548.5,4618.3,3253.3,7253.0,-7637.0,,,-3045.0,,-9187.5,-11117.7,-12482.7,-8483.0,,,True,,False,False,False,False
48305,204,70.0,,,22.0,,4.8,0.4,31.0,64.0,-134.0,,,-182.0,,-199.2,-203.6,-173.0,-140.0,,,False,,False,False,False,False
48307,154,91.0,,,46.0,,45.1,6.8,119.0,104.0,-63.0,,,-108.0,,-108.9,-147.2,-35.0,-50.0,,,False,,False,False,True,True
48309,4822,2744.0,,,2153.0,,2171.0,1415.3,930.5,2354.0,-2078.0,,,-2669.0,,-2651.0,-3406.7,-3891.5,-2468.0,,,False,,False,False,False,False
48311,5,0.0,,,9.0,,,4.9,,0.0,-5.0,,,4.0,,,-0.1,,-5.0,,,True,,,True,,False
48313,224,49.0,,,121.0,,8.0,24.4,63.0,42.0,-175.0,,,-103.0,,-216.0,-199.7,-161.0,-182.0,,,True,,False,False,True,False
48315,54,14.0,,,79.0,,0.4,7.7,6.2,13.0,-40.0,,,25.0,,-53.6,-46.3,-47.8,-41.0,,,True,,False,False,False,False
48317,208,7.0,,,23.0,,3.9,2.4,9.0,138.0,-201.0,,,-185.0,,-204.1,-205.6,-199.0,-70.0,,,True,,False,False,True,True
48319,72,14.0,,,28.0,,1.0,6.1,23.1,27.0,-58.0,,,-44.0,,-71.0,-65.9,-48.9,-45.0,,,True,,False,False,True,True
48321,216,119.0,,,64.0,,50.2,7.6,53.0,20.0,-97.0,,,-152.0,,-165.8,-208.4,-163.0,-196.0,,,False,,False,False,False,False
48323,1010,0.0,,,462.0,,1.1,0.0,122.1,16.0,-1010.0,,,-548.0,,-1008.9,-1010.0,-887.9,-994.0,,,True,,True,False,True,True
48325,582,196.0,,,108.0,,13.5,11.5,299.0,199.0,-386.0,,,-474.0,,-568.5,-570.5,-283.0,-383.0,,,False,,False,False,True,True
48327,88,21.0,,,19.0,,,6.3,15.4,57.0,-67.0,,,-69.0,,,-81.7,-72.6,-31.0,,,False,,,False,False,True
48329,2633,1652.0,,,4935.0,,518.3,29.1,1023.7,1479.0,-981.0,,,2302.0,,-2114.7,-2603.9,-1609.3,-1154.0,,,False,,False,False,False,False
48331,303,112.0,,,138.0,,22.2,27.4,84.6,220.0,-191.0,,,-165.0,,-280.8,-275.6,-218.4,-83.0,,,True,,False,False,False,True
48333,79,14.0,,,28.0,,0.9,0.6,,1.0,-65.0,,,-51.0,,-78.1,-78.4,,-78.0,,,True,,False,False,,False
48335,206,56.0,,,34.0,,6.3,7.6,30.6,191.0,-150.0,,,-172.0,,-199.7,-198.4,-175.4,-15.0,,,False,,False,False,False,True
48337,384,70.0,,,136.0,,2.9,7.5,49.6,34.0,-314.0,,,-248.0,,-381.1,-376.5,-334.4,-350.0,,,True,,False,False,False,False
48339,4620,3451.0,,,2797.0,,2303.0,148.5,2814.6,3638.0,-1169.0,,,-1823.0,,-2317.0,-4471.5,-1805.4,-982.0,,,False,,False,False,False,True
48341,575,77.0,,,431.0,,1.0,13.3,95.0,36.0,-498.0,,,-144.0,,-574.0,-561.7,-480.0,-539.0,,,True,,False,False,True,False
48343,168,42.0,,,46.0,,4.0,5.5,49.2,31.0,-126.0,,,-122.0,,-164.0,-162.5,-118.8,-137.0,,,True,,False,False,True,False
48345,16,7.0,,,30.0,,0.1,1.9,,2.0,-9.0,,,14.0,,-15.9,-14.1,,-14.0,,,False,,False,False,,False
48347,632,469.0,,,562.0,,132.3,33.3,416.6,361.0,-163.0,,,-70.0,,-499.7,-598.7,-215.4,-271.0,,,True,,False,False,False,False
48349,1148,238.0,,,406.0,,51.7,11.0,100.7,92.0,-910.0,,,-742.0,,-1096.3,-1137.0,-1047.3,-1056.0,,,True,,False,False,False,False
48351,119,14.0,,,104.0,,0.4,3.4,13.9,2.0,-105.0,,,-15.0,,-118.6,-115.6,-105.1,-117.0,,,True,,False,False,False,False
48353,382,119.0,,,66.0,,40.6,10.4,46.9,244.0,-263.0,,,-316.0,,-341.4,-371.6,-335.1,-138.0,,,False,,False,False,False,True
48355,2441,1666.0,,,1316.0,,625.4,34.4,2097.5,336.0,-775.0,,,-1125.0,,-1815.6,-2406.6,-343.5,-2105.0,,,False,,False,False,True,False
48357,449,49.0,,,228.0,,1.3,9.2,32.3,52.0,-400.0,,,-221.0,,-447.7,-439.8,-416.7,-397.0,,,True,,False,False,False,True
48359,27,14.0,,,20.0,,0.1,2.1,,5.0,-13.0,,,-7.0,,-26.9,-24.9,,-22.0,,,True,,False,False,,False
48361,1496,63.0,,,348.0,,0.4,221.0,65.3,53.0,-1433.0,,,-1148.0,,-1495.6,-1275.0,-1430.7,-1443.0,,,True,,False,True,True,False
48363,409,231.0,,,142.0,,15.7,5.4,191.7,69.0,-178.0,,,-267.0,,-393.3,-403.6,-217.3,-340.0,,,False,,False,False,False,False
48365,284,105.0,,,219.0,,9.6,15.0,116.4,60.0,-179.0,,,-65.0,,-274.4,-269.0,-167.6,-224.0,,,True,,False,False,True,False
48367,2149,511.0,,,804.0,,23.0,8.4,351.3,142.0,-1638.0,,,-1345.0,,-2126.0,-2140.6,-1797.7,-2007.0,,,True,,False,False,False,False
48369,375,70.0,,,55.0,,3.8,31.3,33.8,43.0,-305.0,,,-320.0,,-371.2,-343.7,-341.2,-332.0,,,False,,False,False,False,False
48371,402,168.0,,,104.0,,20.5,238.2,96.9,210.0,-234.0,,,-298.0,,-381.5,-163.8,-305.1,-192.0,,,False,,False,True,False,True
48373,614,126.0,,,319.0,,28.4,219.6,52.8,106.0,-488.0,,,-295.0,,-585.6,-394.4,-561.2,-508.0,,,True,,False,True,False,False
48375,5394,9429.0,,,3861.0,,308.8,2248.2,3834.7,21766.0,4035.0,,,-1533.0,,-5085.2,-3145.8,-1559.3,16372.0,,,True,,False,True,True,False
48377,205,0.0,,,7.0,,5.4,0.5,58.5,0.0,-205.0,,,-198.0,,-199.6,-204.5,-146.5,-205.0,,,True,,True,True,True,False
48379,230,28.0,,,41.0,,2.4,2.1,13.9,32.0,-202.0,,,-189.0,,-227.6,-227.9,-216.1,-198.0,,,True,,False,False,False,True
48381,6133,2520.0,,,2722.0,,2629.5,2197.8,1385.1,3198.0,-3613.0,,,-3411.0,,-3503.5,-3935.2,-4747.9,-2935.0,,,True,,True,False,False,True
48383,169,14.0,,,23.0,,1.3,8.7,11.7,73.0,-155.0,,,-146.0,,-167.7,-160.3,-157.3,-96.0,,,True,,False,False,False,True
48385,28,0.0,,,14.0,,,0.0,,0.0,-28.0,,,-14.0,,,-28.0,,-28.0,,,True,,,True,,False
48387,106,35.0,,,94.0,,1.9,20.3,15.7,63.0,-71.0,,,-12.0,,-104.1,-85.7,-90.3,-43.0,,,True,,False,False,False,True
48389,708,112.0,,,101.0,,59.4,7.4,46.1,568.0,-596.0,,,-607.0,,-648.6,-700.6,-661.9,-140.0,,,False,,False,False,False,True
48391,42,28.0,,,17.0,,2.4,2.5,33.5,24.0,-14.0,,,-25.0,,-39.6,-39.5,-8.5,-18.0,,,False,,False,False,True,False
48393,14,21.0,,,29.0,,0.1,10.1,,38.0,7.0,,,15.0,,-13.9,-3.9,,24.0,,,False,,False,True,,False
48395,238,119.0,,,87.0,,68.5,12.2,47.4,56.0,-119.0,,,-151.0,,-169.5,-225.8,-190.6,-182.0,,,False,,False,False,False,False
48397,1461,357.0,,,407.0,,50.4,341.3,299.0,105.0,-1104.0,,,-1054.0,,-1410.6,-1119.7,-1162.0,-1356.0,,,True,,False,False,False,False
48399,191,63.0,,,38.0,,0.5,6.0,44.4,28.0,-128.0,,,-153.0,,-190.5,-185.0,-146.6,-163.0,,,False,,False,False,False,False
48401,787,35.0,,,511.0,,11.3,50.6,76.7,25.0,-752.0,,,-276.0,,-775.7,-736.4,-710.3,-762.0,,,True,,False,True,True,False
48403,147,28.0,,,45.0,,1.5,4.7,29.0,83.0,-119.0,,,-102.0,,-145.5,-142.3,-118.0,-64.0,,,True,,False,False,True,True
48405,133,42.0,,,70.0,,3.0,23.2,20.7,207.0,-91.0,,,-63.0,,-130.0,-109.8,-112.3,74.0,,,True,,False,False,False,True
48407,99,0.0,,,92.0,,0.2,2.1,10.8,0.0,-99.0,,,-7.0,,-98.8,-96.9,-88.2,-99.0,,,True,,True,True,True,False
48409,318,245.0,,,101.0,,22.2,10.9,77.3,175.0,-73.0,,,-217.0,,-295.8,-307.1,-240.7,-143.0,,,False,,False,False,False,False
48411,255,21.0,,,34.0,,3.8,1.7,,5.0,-234.0,,,-221.0,,-251.2,-253.3,,-250.0,,,True,,False,False,,False
48413,117,0.0,,,21.0,,,0.1,4.5,0.0,-117.0,,,-96.0,,,-116.9,-112.5,-117.0,,,True,,,True,True,False
48415,729,791.0,,,177.0,,14.9,16.4,411.8,0.0,62.0,,,-552.0,,-714.1,-712.6,-317.2,-729.0,,,False,,False,False,False,False
48417,68,21.0,,,26.0,,0.3,8.9,,28.0,-47.0,,,-42.0,,-67.7,-59.1,,-40.0,,,True,,False,False,,True
48419,341,35.0,,,205.0,,2.8,22.4,25.9,7.0,-306.0,,,-136.0,,-338.2,-318.6,-315.1,-334.0,,,True,,False,False,False,False
48421,28,21.0,,,42.0,,0.8,2.0,22.4,20.0,-7.0,,,14.0,,-27.2,-26.0,-5.6,-8.0,,,False,,False,False,True,False
48423,5123,770.0,,,1672.0,,460.9,18.1,432.7,175.0,-4353.0,,,-3451.0,,-4662.1,-5104.9,-4690.3,-4948.0,,,True,,False,False,False,False
48425,181,35.0,,,53.0,,,22.8,30.4,26.0,-146.0,,,-128.0,,,-158.2,-150.6,-155.0,,,True,,,False,False,False
48427,655,294.0,,,472.0,,99.9,0.0,117.2,98.0,-361.0,,,-183.0,,-555.1,-655.0,-537.8,-557.0,,,True,,False,False,False,False
48429,212,28.0,,,65.0,,0.1,10.3,15.0,3.0,-184.0,,,-147.0,,-211.9,-201.7,-197.0,-209.0,,,True,,False,False,False,False
48431,45,0.0,,,31.0,,,0.0,,0.0,-45.0,,,-14.0,,,-45.0,,-45.0,,,True,,,False,,False
48433,19,14.0,,,21.0,,,5.2,,8.0,-5.0,,,2.0,,,-13.8,,-11.0,,,True,,,False,,False
48435,178,21.0,,,19.0,,,5.3,13.7,3.0,-157.0,,,-159.0,,,-172.7,-164.3,-175.0,,,False,,,False,False,False
48437,276,0.0,,,58.0,,18.2,2.3,1.2,10.0,-276.0,,,-218.0,,-257.8,-273.7,-274.8,-266.0,,,True,,True,True,True,True
48439,39753,25074.0,,,20096.0,,11947.4,23968.4,19629.1,24165.0,-14679.0,,,-19657.0,,-27805.6,-15784.6,-20123.9,-15588.0,,,False,,False,False,False,False
48441,5339,364.0,,,1043.0,,114.7,15.0,231.6,309.0,-4975.0,,,-4296.0,,-5224.3,-5324.0,-5107.4,-5030.0,,,True,,False,False,False,False
48443,15,0.0,,,0.0,,,0.0,,0.0,-15.0,,,-15.0,,,-15.0,,-15.0,,,False,,,False,,False
48445,621,189.0,,,94.0,,113.6,382.9,96.3,237.0,-432.0,,,-527.0,,-507.4,-238.1,-524.7,-384.0,,,False,,False,True,False,True
48447,28,0.0,,,26.0,,,1.1,,0.0,-28.0,,,-2.0,,,-26.9,,-28.0,,,True,,,True,,False
48449,564,308.0,,,309.0,,0.0,3.5,267.3,318.0,-256.0,,,-255.0,,-564.0,-560.5,-296.7,-246.0,,,True,,False,False,False,True
48451,4268,1064.0,,,1042.0,,832.6,216.4,685.2,250.0,-3204.0,,,-3226.0,,-3435.4,-4051.6,-3582.8,-4018.0,,,False,,False,False,False,False
48453,6425,4340.0,,,6021.0,,2516.0,1740.0,2609.9,2408.0,-2085.0,,,-404.0,,-3909.0,-4685.0,-3815.1,-4017.0,,,True,,False,False,False,False
48455,58,14.0,,,65.0,,0.2,4.5,7.1,5.0,-44.0,,,7.0,,-57.8,-53.5,-50.9,-53.0,,,True,,False,False,False,False
48457,264,98.0,,,207.0,,1.5,162.0,94.3,94.0,-166.0,,,-57.0,,-262.5,-102.0,-169.7,-170.0,,,True,,False,True,False,False
48459,654,105.0,,,261.0,,20.9,5.4,69.1,120.0,-549.0,,,-393.0,,-633.1,-648.5,-584.9,-534.0,,,True,,False,False,False,True
48461,123,0.0,,,18.0,,,3.5,,0.0,-123.0,,,-105.0,,,-119.5,,-123.0,,,True,,,True,,False
48463,289,112.0,,,63.0,,17.3,40.9,54.0,75.0,-177.0,,,-226.0,,-271.7,-248.1,-235.0,-214.0,,,False,,False,False,False,False
48465,700,448.0,,,526.0,,41.3,0.3,277.9,114.0,-252.0,,,-174.0,,-658.7,-699.7,-422.1,-586.0,,,True,,False,False,False,False
48467,944,63.0,,,320.0,,7.2,4.6,52.4,9.0,-881.0,,,-624.0,,-936.8,-939.4,-891.6,-935.0,,,True,,False,False,False,False
48469,689,378.0,,,384.0,,166.4,13.8,207.3,229.0,-311.0,,,-305.0,,-522.6,-675.2,-481.7,-460.0,,,True,,False,False,False,False
48471,681,336.0,,,805.0,,39.0,166.3,173.0,71.0,-345.0,,,124.0,,-642.0,-514.6,-508.0,-610.0,,,True,,False,False,False,False
48473,323,126.0,,,307.0,,46.2,4.4,102.9,54.0,-197.0,,,-16.0,,-276.8,-318.6,-220.1,-269.0,,,True,,False,False,False,False
48475,349,63.0,,,53.0,,2.6,22.2,30.9,121.0,-286.0,,,-296.0,,-346.4,-326.8,-318.1,-228.0,,,False,,False,False,False,True
48477,389,56.0,,,280.0,,11.5,0.5,28.8,24.0,-333.0,,,-109.0,,-377.5,-388.5,-360.2,-365.0,,,True,,False,False,False,False
48479,4369,3682.0,,,2359.0,,997.1,44.8,4479.1,2342.0,-687.0,,,-2010.0,,-3371.9,-4324.2,110.1,-2027.0,,,False,,False,False,True,False
48481,358,112.0,,,125.0,,32.0,25.4,85.0,26.0,-246.0,,,-233.0,,-326.0,-332.6,-273.0,-332.0,,,True,,False,False,False,False
48483,178,14.0,,,107.0,,0.7,3.0,5.3,7.0,-164.0,,,-71.0,,-177.3,-175.0,-172.7,-171.0,,,True,,False,False,False,False
48485,4211,1323.0,,,1602.0,,1275.0,1114.5,537.3,2323.0,-2888.0,,,-2609.0,,-2936.0,-3096.5,-3673.7,-1888.0,,,True,,False,False,False,True
48487,467,168.0,,,182.0,,1.8,22.4,67.7,18.0,-299.0,,,-285.0,,-465.2,-444.6,-399.3,-449.0,,,True,,False,False,False,False
48489,171,0.0,,,69.0,,261.8,14.9,15.6,0.0,-171.0,,,-102.0,,90.8,-156.1,-155.4,-171.0,,,True,,True,True,True,False
48491,4093,987.0,,,1949.0,,425.9,120.3,645.2,373.0,-3106.0,,,-2144.0,,-3667.1,-3972.7,-3447.8,-3720.0,,,True,,False,False,False,False
48493,328,147.0,,,77.0,,15.9,37.9,77.9,10.0,-181.0,,,-251.0,,-312.1,-290.1,-250.1,-318.0,,,False,,False,False,False,False
