,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
05149,192,153.0,,147.4,,147.0,100.0,,,,,128.4,,90.0,,,139.0,,182.1,,97.7,,,210.0,113.0,31.7,,216.0,149.0,115.2,,,,,,,,,244.4,-39.0,,-44.6,,-45.0,-92.0,,,,,-63.6,,-102.0,,,-53.0,,-9.9,,-94.3,,,18.0,-79.0,-160.3,,24.0,-43.0,-76.8,,,,,,,,,52.4,,False,,False,False,,,,,False,,False,,,False,,True,,False,,,True,False,False,,True,False,False,,,,,,,,,False
06001,5153,6169.0,,6092.4,7463.2,6004.0,5916.0,,,,,3502.9,,8103.0,,6914.6,5727.0,,7693.5,,5052.9,5708.5,,8194.0,5622.8,2248.8,,7481.0,7219.0,8976.6,,,,,5741.3,5302.0,,,0.1,1016.0,,939.4,2310.2,851.0,763.0,,,,,-1650.1,,2950.0,,1761.6,574.0,,2540.5,,-100.1,555.5,,3041.0,469.8,-2904.2,,2328.0,2066.0,3823.6,,,,,588.3,149.0,,,-5152.9,,True,False,True,True,,,,,False,,False,,False,True,,False,,True,True,,False,True,False,,False,False,False,,,,,True,True,,,False
06003,3,1.0,,1.0,,1.0,0.0,,,,,2.1,,4.7,,,2.0,,1.0,,0.6,,,5.0,0.3,,,0.0,3.0,4.3,,,,,,,,,1.3,-2.0,,-2.0,,-2.0,-3.0,,,,,-0.9,,1.7,,,-1.0,,-2.0,,-2.4,,,2.0,-2.7,,,-3.0,0.0,1.3,,,,,,,,,-1.7,,False,,False,False,,,,,True,,True,,,True,,True,,False,,,False,False,,,False,True,True,,,,,,,,,True
06005,343,373.0,,378.4,,347.0,366.0,,,,,212.2,,281.6,,,188.0,,397.8,,153.8,419.0,,310.0,293.6,0.0,,477.0,371.0,400.1,,,,,,,,,0.0,30.0,,35.4,,4.0,23.0,,,,,-130.8,,-61.4,,,-155.0,,54.8,,-189.2,76.0,,-33.0,-49.4,-343.0,,134.0,28.0,57.1,,,,,,,,,-343.0,,False,,True,True,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,False,True,False,,,,,,,,,False
06007,716,967.0,,959.3,,925.0,1064.0,,,,,532.4,,1148.6,,,1013.0,,1438.9,,507.6,905.5,,937.0,833.0,273.5,,1284.0,1195.0,1074.9,,,,,891.8,788.0,,,0.0,251.0,,243.3,,209.0,348.0,,,,,-183.6,,432.6,,,297.0,,722.9,,-208.4,189.5,,221.0,117.0,-442.5,,568.0,479.0,358.9,,,,,175.8,72.0,,,-716.0,,True,,True,False,,,,,True,,False,,,False,,False,,True,True,,True,True,False,,False,False,False,,,,,True,True,,,False
06009,124,192.0,,192.8,,192.0,229.0,,,,,91.3,,221.7,,,164.0,,256.7,,101.0,184.0,,431.0,157.9,16.7,,250.0,239.0,223.7,,,,,,,,,901.6,68.0,,68.8,,68.0,105.0,,,,,-32.7,,97.7,,,40.0,,132.7,,-23.0,60.0,,307.0,33.9,-107.3,,126.0,115.0,99.7,,,,,,,,,777.6,,False,,False,False,,,,,True,,False,,,True,,False,,True,True,,False,True,False,,False,False,False,,,,,,,,,False
06011,132,151.0,,151.3,,149.0,161.0,,,,,90.2,,80.9,,,122.0,,199.2,,58.3,,,122.0,107.4,30.5,,189.0,154.0,141.5,,,,,,,,,254.4,19.0,,19.3,,17.0,29.0,,,,,-41.8,,-51.1,,,-10.0,,67.2,,-73.7,,,-10.0,-24.6,-101.5,,57.0,22.0,9.5,,,,,,,,,122.4,,False,,True,False,,,,,False,,False,,,True,,False,,False,,,True,False,False,,False,False,True,,,,,,,,,False
06013,3989,3897.0,,3933.9,6122.0,4026.0,3366.0,,,,,2467.0,,5602.8,,5128.0,4251.0,,5238.1,,2333.0,3872.0,,5770.0,3955.2,1139.2,,4957.0,4899.0,5877.8,,,,,3819.1,4674.0,,,0.0,-92.0,,-55.1,2133.0,37.0,-623.0,,,,,-1522.0,,1613.8,,1139.0,262.0,,1249.1,,-1656.0,-117.0,,1781.0,-33.8,-2849.8,,968.0,910.0,1888.8,,,,,-169.9,685.0,,,-3989.0,,True,False,True,False,,,,,False,,False,,False,False,,False,,False,False,,False,True,False,,False,False,False,,,,,False,False,,,False
06015,74,52.0,,54.8,,55.0,47.0,,,,,52.1,,65.2,,,44.0,,84.8,,49.8,,,79.0,60.9,0.0,,107.0,89.0,123.5,,,,,,,,,22.4,-22.0,,-19.2,,-19.0,-27.0,,,,,-21.9,,-8.8,,,-30.0,,10.8,,-24.2,,,5.0,-13.1,-74.0,,33.0,15.0,49.5,,,,,,,,,-51.6,,True,,True,False,,,,,True,,True,,,False,,True,,False,,,True,True,False,,False,True,False,,,,,,,,,False
06017,662,676.0,,714.2,,692.0,579.0,,,,,395.8,,852.2,,,921.0,,770.1,,514.3,671.0,,614.0,610.2,120.3,,941.0,872.0,927.5,,,,,631.3,738.0,,,2205.8,14.0,,52.2,,30.0,-83.0,,,,,-266.2,,190.2,,,259.0,,108.1,,-147.7,9.0,,-48.0,-51.8,-541.7,,279.0,210.0,265.5,,,,,-30.7,76.0,,,1543.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,False,False,,,False
06019,5233,9608.0,,9250.2,9362.1,9660.0,16471.0,,,,,5213.1,,6759.0,,14218.4,9660.0,,36139.3,,5279.2,10993.5,,27930.5,6768.5,831.6,,10070.0,9200.0,11055.9,,,,,8409.1,,,,12406.3,4375.0,,4017.2,4129.1,4427.0,11238.0,,,,,-19.9,,1526.0,,8985.4,4427.0,,30906.3,,46.2,5760.5,,22697.5,1535.5,-4401.4,,4837.0,3967.0,5822.9,,,,,3176.1,,,,7173.3,,True,True,False,False,,,,,True,,True,,False,False,,False,,True,False,,False,True,False,,False,True,False,,,,,True,,,,False
06021,130,117.0,,116.8,,117.0,113.0,,,,,85.3,,164.9,,,141.0,,100.5,,59.7,,,135.0,115.6,62.1,,151.0,148.0,158.9,,,,,,,,,159.1,-13.0,,-13.2,,-13.0,-17.0,,,,,-44.7,,34.9,,,11.0,,-29.5,,-70.3,,,5.0,-14.4,-67.9,,21.0,18.0,28.9,,,,,,,,,29.1,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,True,False,False,,False,False,False,,,,,,,,,False
06023,199,197.0,,208.3,,172.0,188.0,,,,,104.1,,312.3,,,248.0,,169.2,,158.3,179.0,,111.0,119.1,28.7,,230.0,374.0,301.2,,,,,,155.0,,,171.7,-2.0,,9.3,,-27.0,-11.0,,,,,-94.9,,113.3,,,49.0,,-29.8,,-40.7,-20.0,,-88.0,-79.9,-170.3,,31.0,175.0,102.2,,,,,,-44.0,,,-27.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,,False,,,False
06025,1069,1216.0,,1112.2,1460.1,1144.0,636.0,,,,,1009.1,,1199.1,,,1612.0,,1470.9,,810.3,1257.0,,1144.0,974.9,0.0,,1370.0,1305.0,1627.9,,,,,1160.3,897.0,,,0.0,147.0,,43.2,391.1,75.0,-433.0,,,,,-59.9,,130.1,,,543.0,,401.9,,-258.7,188.0,,75.0,-94.1,-1069.0,,301.0,236.0,558.9,,,,,91.3,-172.0,,,-1069.0,,True,False,True,False,,,,,True,,True,,,False,,False,,False,False,,True,True,False,,False,False,False,,,,,True,False,,,False
06027,60,85.0,,85.1,,85.0,,,,,,41.6,,135.3,,,29.0,,130.2,,33.2,,,114.0,65.8,13.9,,118.0,99.0,121.0,,,,,,,,,392.9,25.0,,25.1,,25.0,,,,,,-18.4,,75.3,,,-31.0,,70.2,,-26.8,,,54.0,5.8,-46.1,,58.0,39.0,61.0,,,,,,,,,332.9,,False,,False,,,,,,True,,False,,,False,,False,,False,,,False,True,False,,False,False,False,,,,,,,,,False
06029,6440,6357.0,,6349.2,6784.5,6458.0,6430.0,,,,,4632.4,,5327.0,,7901.4,8797.0,,9370.5,,3758.5,6584.0,,10492.5,5516.9,1125.2,,8102.0,6474.0,6917.1,,,,,5866.3,5770.0,,,5226.4,-83.0,,-90.8,344.5,18.0,-10.0,,,,,-1807.6,,-1113.0,,1461.4,2357.0,,2930.5,,-2681.5,144.0,,4052.5,-923.1,-5314.8,,1662.0,34.0,477.1,,,,,-573.7,-670.0,,,-1213.6,,False,False,True,True,,,,,False,,False,,False,False,,False,,False,False,,False,False,False,,False,True,False,,,,,False,False,,,False
06031,903,1202.0,,1207.9,4420.2,1111.0,1088.0,,,,,805.8,,1579.0,,,1230.0,,985.4,,749.0,1115.5,,1165.0,820.3,259.7,,1487.0,1217.0,1269.0,,,,,1161.4,1074.0,,,1077.0,299.0,,304.9,3517.2,208.0,185.0,,,,,-97.2,,676.0,,,327.0,,82.4,,-154.0,212.5,,262.0,-82.7,-643.3,,584.0,314.0,366.0,,,,,258.4,171.0,,,174.0,,False,False,True,True,,,,,True,,False,,,False,,True,,True,True,,True,True,False,,False,False,False,,,,,True,True,,,True
06033,200,289.0,,287.9,,248.0,287.0,,,,,127.0,,366.1,,316.4,192.0,,309.5,,202.0,235.5,,332.0,223.1,26.2,,313.0,340.0,268.5,,,,,,,,,165.0,89.0,,87.9,,48.0,87.0,,,,,-73.0,,166.1,,116.4,-8.0,,109.5,,2.0,35.5,,132.0,23.1,-173.8,,113.0,140.0,68.5,,,,,,,,,-35.0,,True,,True,True,,,,,True,,False,,False,True,,False,,True,True,,False,True,False,,False,False,True,,,,,,,,,True
06035,511,319.0,,300.1,,305.0,0.0,,,,,285.3,,105.1,,,161.0,,462.6,,244.6,343.0,,636.0,229.4,0.0,,598.0,307.0,477.2,,,,,,,,,7.4,-192.0,,-210.9,,-206.0,-511.0,,,,,-225.7,,-405.9,,,-350.0,,-48.4,,-266.4,-168.0,,125.0,-281.6,-511.0,,87.0,-204.0,-33.8,,,,,,,,,-503.6,,False,,False,False,,,,,False,,False,,,False,,True,,False,True,,True,False,False,,True,False,True,,,,,,,,,False
06037,99762,96076.0,,95063.7,103651.1,98766.0,119124.0,,,,,68216.3,,138099.9,,131995.1,99070.0,,127428.2,,73280.9,99654.0,,104775.0,98461.6,43026.2,,115465.0,93803.0,84880.9,,,,,87119.0,93137.0,,,340037.7,-3686.0,,-4698.3,3889.1,-996.0,19362.0,,,,,-31545.7,,38337.9,,32233.1,-692.0,,27666.2,,-26481.1,-108.0,,5013.0,-1300.4,-56735.8,,15703.0,-5959.0,-14881.1,,,,,-12643.0,-6625.0,,,240275.7,,False,False,True,False,,,,,False,,False,,False,True,,False,,False,True,,False,True,False,,False,False,False,,,,,False,False,,,False
06039,982,1161.0,,1139.4,,1051.0,1351.0,,,,,644.8,,1370.1,,,961.0,,1227.9,,445.7,966.0,,1374.5,1015.7,158.2,,1309.0,1168.0,1122.1,,,,,1172.8,618.0,,,6.3,179.0,,157.4,,69.0,369.0,,,,,-337.2,,388.1,,,-21.0,,245.9,,-536.3,-16.0,,392.5,33.7,-823.8,,327.0,186.0,140.1,,,,,190.8,-364.0,,,-975.7,,True,,True,False,,,,,False,,False,,,True,,False,,False,True,,False,True,False,,False,False,True,,,,,False,False,,,False
06041,451,598.0,,596.6,,600.0,600.0,,,,,421.2,,733.1,,702.7,754.0,,745.9,,353.8,563.5,,746.0,549.0,0.9,,716.0,885.0,907.3,,,,,522.8,457.0,,,840.5,147.0,,145.6,,149.0,149.0,,,,,-29.8,,282.1,,251.7,303.0,,294.9,,-97.2,112.5,,295.0,98.0,-450.1,,265.0,434.0,456.3,,,,,71.8,6.0,,,389.5,,True,,False,False,,,,,True,,False,,False,False,,False,,True,True,,False,True,False,,False,False,False,,,,,True,True,,,False
06043,46,31.0,,31.1,,22.0,22.0,,,,,12.6,,36.6,,,30.0,,18.3,,25.4,,,20.0,17.2,0.3,,31.0,59.0,43.1,,,,,,,,,17.4,-15.0,,-14.9,,-24.0,-24.0,,,,,-33.4,,-9.4,,,-16.0,,-27.7,,-20.6,,,-26.0,-28.8,-45.7,,-15.0,13.0,-2.9,,,,,,,,,-28.6,,True,,False,False,,,,,False,,True,,,False,,False,,False,,,False,False,False,,False,True,True,,,,,,,,,False
06045,244,155.0,,159.0,,216.0,133.0,,,,,142.7,,141.3,,,255.0,,226.0,,119.9,223.0,,238.0,218.1,53.5,,226.0,269.0,424.6,,,,,177.0,,,,208.2,-89.0,,-85.0,,-28.0,-111.0,,,,,-101.3,,-102.7,,,11.0,,-18.0,,-124.1,-21.0,,-6.0,-25.9,-190.5,,-18.0,25.0,180.6,,,,,-67.0,,,,-35.8,,True,,True,False,,,,,False,,False,,,True,,True,,False,True,,True,True,False,,True,True,False,,,,,True,,,,True
06047,1659,1759.0,,1741.8,2642.0,1868.0,1656.0,,,,,1205.7,,795.6,,,2648.0,,2059.6,,989.8,1806.0,,2353.0,1200.6,175.1,,2241.0,1852.0,1967.1,,,,,1711.8,1196.0,,,6372.7,100.0,,82.8,983.0,209.0,-3.0,,,,,-453.3,,-863.4,,,989.0,,400.6,,-669.2,147.0,,694.0,-458.4,-1483.9,,582.0,193.0,308.1,,,,,52.8,-463.0,,,4713.7,,True,False,False,True,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,True,False,,,False
06049,33,22.0,,23.3,,23.0,0.0,,,,,11.4,,17.1,,,36.0,,27.2,,18.7,,,20.0,34.6,0.0,,30.0,39.0,22.7,,,,,,,,,40.2,-11.0,,-9.7,,-10.0,-33.0,,,,,-21.6,,-15.9,,,3.0,,-5.8,,-14.3,,,-13.0,1.6,-33.0,,-3.0,6.0,-10.3,,,,,,,,,7.2,,True,,True,False,,,,,False,,False,,,True,,True,,False,,,False,True,False,,True,True,True,,,,,,,,,True
06051,54,85.0,,85.2,,72.0,68.0,,,,,44.7,,139.5,,,24.0,,77.9,,18.9,,,135.0,49.0,0.0,,109.0,89.0,67.1,,,,,,,,,71.8,31.0,,31.2,,18.0,14.0,,,,,-9.3,,85.5,,,-30.0,,23.9,,-35.1,,,81.0,-5.0,-54.0,,55.0,35.0,13.1,,,,,,,,,17.8,,False,,True,True,,,,,True,,False,,,True,,True,,False,,,False,True,False,,False,False,True,,,,,,,,,True
06053,2677,3452.0,,3461.7,4660.0,3408.0,3428.0,,,,,1896.0,,4148.2,,4417.2,3278.0,,5487.6,,1946.6,3726.0,,3388.5,2827.9,1057.0,,4359.0,3435.0,2431.2,,,,,3230.5,2530.0,,,5057.5,775.0,,784.7,1983.0,731.0,751.0,,,,,-781.0,,1471.2,,1740.2,601.0,,2810.6,,-730.4,1049.0,,711.5,150.9,-1620.0,,1682.0,758.0,-245.8,,,,,553.5,-147.0,,,2380.5,,False,False,True,True,,,,,False,,False,,False,True,,False,,True,False,,True,True,False,,False,True,True,,,,,True,True,,,False
06055,548,663.0,,657.4,,647.0,605.0,,,,,334.0,,814.4,,,606.0,,645.1,,395.1,674.5,,711.0,596.1,545.7,,813.0,769.0,643.6,,,,,694.4,581.0,,,937.4,115.0,,109.4,,99.0,57.0,,,,,-214.0,,266.4,,,58.0,,97.1,,-152.9,126.5,,163.0,48.1,-2.3,,265.0,221.0,95.6,,,,,146.4,33.0,,,389.4,,True,,True,True,,,,,False,,False,,,True,,True,,False,False,,False,True,True,,False,False,True,,,,,False,True,,,False
06057,205,238.0,,215.7,,216.0,187.0,,,,,150.3,,366.1,,,417.0,,170.1,,145.6,281.0,,191.0,186.1,0.2,,204.0,358.0,352.3,,,,,231.7,,,,290.1,33.0,,10.7,,11.0,-18.0,,,,,-54.7,,161.1,,,212.0,,-34.9,,-59.4,76.0,,-14.0,-18.9,-204.8,,-1.0,153.0,147.3,,,,,26.7,,,,85.1,,True,,True,True,,,,,False,,False,,,False,,False,,False,False,,True,True,False,,True,False,False,,,,,True,,,,False
06059,20898,22861.0,,22575.3,29239.4,23302.0,22099.0,,,,,16529.3,,26109.3,,31785.7,22398.0,,33954.7,,11185.1,25733.0,,33142.5,21246.5,7875.6,,26441.0,23827.0,19009.0,,,,,20279.5,24057.0,,,25755.3,1963.0,,1677.3,8341.4,2404.0,1201.0,,,,,-4368.7,,5211.3,,10887.7,1500.0,,13056.7,,-9712.9,4835.0,,12244.5,348.5,-13022.4,,5543.0,2929.0,-1889.0,,,,,-618.5,3159.0,,,4857.3,,True,False,False,True,,,,,False,,False,,False,True,,False,,False,False,,False,True,False,,False,False,True,,,,,True,False,,,False
06061,1327,1665.0,,1605.4,,1665.0,1653.0,,,,,924.2,,2205.2,,1873.6,2216.0,,1988.5,,873.3,1684.5,,2282.0,1399.0,694.1,,2065.0,1993.0,1962.7,,,,,1749.8,1342.0,,,3364.7,338.0,,278.4,,338.0,326.0,,,,,-402.8,,878.2,,546.6,889.0,,661.5,,-453.7,357.5,,955.0,72.0,-632.9,,738.0,666.0,635.7,,,,,422.8,15.0,,,2037.7,,True,,False,True,,,,,False,,False,,False,False,,False,,False,False,,False,True,False,,False,False,False,,,,,False,True,,,False
06063,43,38.0,,39.0,,45.0,36.0,,,,,23.9,,36.5,,,97.0,,56.0,,29.2,,,78.0,46.7,3.4,,68.0,73.0,48.4,,,,,,,,,45.8,-5.0,,-4.0,,2.0,-7.0,,,,,-19.1,,-6.5,,,54.0,,13.0,,-13.8,,,35.0,3.7,-39.6,,25.0,30.0,5.4,,,,,,,,,2.8,,True,,True,False,,,,,False,,False,,,False,,False,,False,,,False,True,False,,False,False,False,,,,,,,,,True
06065,21984,24315.0,,24461.7,27436.9,24388.0,20216.0,,,,,15372.8,,29229.1,,31412.4,26633.0,,37897.5,,18382.0,25675.5,,46022.0,21223.8,8892.9,,28869.0,23147.0,16770.9,,,,,21760.4,16632.0,,,77293.5,2331.0,,2477.7,5452.9,2404.0,-1768.0,,,,,-6611.2,,7245.1,,9428.4,4649.0,,15913.5,,-3602.0,3691.5,,24038.0,-760.2,-13091.1,,6885.0,1163.0,-5213.1,,,,,-223.6,-5352.0,,,55309.5,,False,False,False,True,,,,,False,,False,,False,False,,False,,False,False,,False,True,False,,False,True,False,,,,,True,False,,,False
06067,5326,7627.0,,7666.6,8989.4,7440.0,8130.0,,,,,4248.8,,8845.6,,7952.1,8154.0,,6987.7,,3870.0,7077.5,,7814.0,6750.7,2520.6,,7987.0,8191.0,8022.8,,,,,6949.8,5861.0,,,0.0,2301.0,,2340.6,3663.4,2114.0,2804.0,,,,,-1077.2,,3519.6,,2626.1,2828.0,,1661.7,,-1456.0,1751.5,,2488.0,1424.7,-2805.4,,2661.0,2865.0,2696.8,,,,,1623.8,535.0,,,-5326.0,,False,False,True,False,,,,,True,,False,,False,False,,True,,True,True,,False,True,False,,False,False,False,,,,,True,True,,,False
06069,437,511.0,,512.4,,511.0,560.0,,,,,240.3,,536.1,,,462.0,,700.3,,84.3,504.0,,889.0,376.6,110.7,,642.0,495.0,496.8,,,,,477.2,,,,2063.9,74.0,,75.4,,74.0,123.0,,,,,-196.7,,99.1,,,25.0,,263.3,,-352.7,67.0,,452.0,-60.4,-326.3,,205.0,58.0,59.8,,,,,40.2,,,,1626.9,,False,,False,False,,,,,False,,False,,,True,,False,,False,True,,False,True,False,,False,True,True,,,,,True,,,,False
06071,21839,24157.0,,22752.4,30933.3,28448.0,32463.0,,,,,16276.6,,30442.5,,36548.8,31124.0,,48171.9,,17930.4,27875.0,,43212.5,23112.2,11461.8,,33867.0,21508.0,27328.4,,,,,21010.7,24788.0,,,47516.9,2318.0,,913.4,9094.3,6609.0,10624.0,,,,,-5562.4,,8603.5,,14709.8,9285.0,,26332.9,,-3908.6,6036.0,,21373.5,1273.2,-10377.2,,12028.0,-331.0,5489.4,,,,,-828.3,2949.0,,,25677.9,,True,False,False,False,,,,,False,,False,,False,False,,False,,False,False,,False,True,False,,False,True,False,,,,,True,False,,,False
06073,21853,19675.0,,19983.3,17214.6,19607.0,17766.0,,,,,11681.6,,34133.4,,25110.5,19884.0,,24491.9,,10873.5,19968.5,,23399.0,19538.3,8875.5,,21040.0,21105.0,17002.3,,,,,19399.0,17320.0,,,147229.1,-2178.0,,-1869.7,-4638.4,-2246.0,-4087.0,,,,,-10171.4,,12280.4,,3257.5,-1969.0,,2638.9,,-10979.5,-1884.5,,1546.0,-2314.7,-12977.5,,-813.0,-748.0,-4850.7,,,,,-2454.0,-4533.0,,,125376.1,,True,False,False,False,,,,,False,,False,,False,True,,False,,False,True,,True,False,False,,True,True,False,,,,,False,False,,,False
06075,2015,1815.0,,1754.9,2128.2,1815.0,1625.0,,,,,1310.6,,2553.0,,2200.2,2201.0,,2228.4,,1457.6,,,2986.5,1655.8,991.0,,2378.0,2715.0,4116.6,,,,,1617.8,1774.0,,,1733.8,-200.0,,-260.1,113.2,-200.0,-390.0,,,,,-704.4,,538.0,,185.2,186.0,,213.4,,-557.4,,,971.5,-359.2,-1024.0,,363.0,700.0,2101.6,,,,,-397.2,-241.0,,,-281.2,,False,True,False,False,,,,,False,,False,,True,True,,False,,False,,,False,False,False,,False,False,False,,,,,False,False,,,False
06077,4551,5605.0,,5677.3,6422.2,5724.0,7391.0,,,,,3271.3,,5278.4,,7397.7,5320.0,,8025.0,,2778.1,5456.0,,12449.0,5094.1,980.9,,6564.0,5677.0,6380.4,,,,,5111.7,8044.0,,,5010.6,1054.0,,1126.3,1871.2,1173.0,2840.0,,,,,-1279.7,,727.4,,2846.7,769.0,,3474.0,,-1772.9,905.0,,7898.0,543.1,-3570.1,,2013.0,1126.0,1829.4,,,,,560.7,3493.0,,,459.6,,False,False,False,False,,,,,False,,True,,False,True,,False,,False,True,,False,True,False,,False,False,False,,,,,True,False,,,True
06079,1411,1151.0,,1196.2,,1144.0,1116.0,,,,,607.9,,1790.0,,1627.4,1580.0,,1600.7,,625.7,1044.0,,1299.5,1231.8,435.9,,1503.0,1396.0,1223.6,,,,,1148.2,1071.0,,,824.3,-260.0,,-214.8,,-267.0,-295.0,,,,,-803.1,,379.0,,216.4,169.0,,189.7,,-785.3,-367.0,,-111.5,-179.2,-975.1,,92.0,-15.0,-187.4,,,,,-262.8,-340.0,,,-586.7,,True,,False,False,,,,,False,,False,,True,True,,True,,False,False,,True,True,False,,True,True,True,,,,,False,False,,,False
06081,2473,2089.0,,2008.0,2344.3,2274.0,1593.0,,,,,1493.0,,2625.5,,2390.2,2556.0,,3349.1,,1781.9,2054.0,,4339.5,2203.5,717.9,,2813.0,2812.0,3766.0,,,,,1666.5,2582.0,,,1639.5,-384.0,,-465.0,-128.7,-199.0,-880.0,,,,,-980.0,,152.5,,-82.8,83.0,,876.1,,-691.1,-419.0,,1866.5,-269.5,-1755.1,,340.0,339.0,1293.0,,,,,-806.5,109.0,,,-833.5,,False,True,True,False,,,,,False,,True,,True,True,,False,,False,False,,False,True,False,,True,True,False,,,,,False,True,,,False
06083,1823,1560.0,,1566.9,,1576.0,1511.0,,,,,1021.8,,1896.4,,2108.6,2291.0,,1986.3,,1140.8,1389.0,,2413.0,1576.4,300.2,,1938.0,2015.0,1994.0,,,,,1400.2,1696.0,,,1516.4,-263.0,,-256.1,,-247.0,-312.0,,,,,-801.2,,73.4,,285.6,468.0,,163.3,,-682.2,-434.0,,590.0,-246.6,-1522.8,,115.0,192.0,171.0,,,,,-422.8,-127.0,,,-306.6,,True,,True,False,,,,,False,,True,,False,False,,True,,False,False,,False,True,False,,True,True,True,,,,,False,True,,,False
06085,10191,8397.0,,8316.1,8956.3,8460.0,7558.0,,,,,5075.1,,11277.2,,10491.5,8134.0,,10069.1,,3879.7,8310.5,,9412.0,9229.5,4116.3,,10253.0,9879.0,10195.2,,,,,7858.4,8522.0,,,9227.4,-1794.0,,-1874.9,-1234.7,-1731.0,-2633.0,,,,,-5115.9,,1086.2,,300.5,-2057.0,,-121.9,,-6311.3,-1880.5,,-779.0,-961.5,-6074.7,,62.0,-312.0,4.2,,,,,-2332.6,-1669.0,,,-963.6,,False,True,True,False,,,,,False,,True,,True,False,,True,,False,False,,True,True,False,,True,True,True,,,,,False,True,,,True
06087,1128,1180.0,,1182.8,,1123.0,1267.0,,,,,539.4,,1571.3,,1355.8,1010.0,,1409.6,,598.2,1119.0,,1265.5,983.1,175.1,,1504.0,1368.0,1114.1,,,,,1163.9,703.0,,,2294.9,52.0,,54.8,,-5.0,139.0,,,,,-588.6,,443.3,,227.8,-118.0,,281.6,,-529.8,-9.0,,137.5,-144.9,-952.9,,376.0,240.0,-13.9,,,,,35.9,-425.0,,,1166.9,,False,,True,False,,,,,False,,False,,False,False,,False,,False,True,,False,False,False,,False,False,True,,,,,True,False,,,False
