,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31089,31,27.0,,24.1,,24.0,23.0,,,,,19.6,,15.9,,,33.0,,38.6,,22.0,,,18.0,13.6,0.0,,39.0,30.0,38.6,,,,,,,,,15.8,-4.0,,-6.9,,-7.0,-8.0,,,,,-11.4,,-15.1,,,2.0,,7.6,,-9.0,,,-13.0,-17.4,-31.0,,8.0,-1.0,7.6,,,,,,,,,-15.2,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
31091,0,1.0,,1.1,,1.0,0.0,,,,,0.7,,1.5,,,2.0,,0.0,,0.5,,,1.0,0.0,,,0.0,1.0,3.1,,,,,,,,,0.7,1.0,,1.1,,1.0,0.0,,,,,0.7,,1.5,,,2.0,,0.0,,0.5,,,1.0,0.0,,,0.0,1.0,3.1,,,,,,,,,0.7,,False,,False,True,,,,,True,,False,,,False,,True,,True,,,False,True,,,True,False,False,,,,,,,,,True
31093,17,18.0,,18.2,,14.0,0.0,,,,,14.7,,15.1,,,27.0,,14.1,,16.7,,,9.0,10.6,0.0,,25.0,19.0,20.7,,,,,,,,,9.9,1.0,,1.2,,-3.0,-17.0,,,,,-2.3,,-1.9,,,10.0,,-2.9,,-0.3,,,-8.0,-6.4,-17.0,,8.0,2.0,3.7,,,,,,,,,-7.1,,False,,False,False,,,,,False,,False,,,False,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,False
31095,14,16.0,,16.9,,16.0,17.0,,,,,17.4,,14.1,,,39.0,,11.9,,16.1,,,16.5,10.3,0.0,,,20.0,27.0,,,,,,,,,7.5,2.0,,2.9,,2.0,3.0,,,,,3.4,,0.1,,,25.0,,-2.1,,2.1,,,2.5,-3.7,-14.0,,,6.0,13.0,,,,,,,,,-6.5,,False,,False,False,,,,,False,,True,,,False,,False,,False,,,False,False,False,,,False,False,,,,,,,,,False
31097,52,22.0,,26.8,,26.0,31.0,,,,,19.9,,10.2,,,21.0,,45.2,,23.7,,,34.0,23.2,0.0,,54.0,26.0,41.5,,,,,,,,,20.6,-30.0,,-25.2,,-26.0,-21.0,,,,,-32.1,,-41.8,,,-31.0,,-6.8,,-28.3,,,-18.0,-28.8,-52.0,,2.0,-26.0,-10.5,,,,,,,,,-31.4,,True,,True,True,,,,,False,,False,,,False,,True,,True,,,True,True,False,,True,True,True,,,,,,,,,False
31099,18,10.0,,11.2,,9.0,8.0,,,,,15.0,,10.9,,,25.0,,4.7,,13.6,,,4.0,5.8,0.0,,11.0,13.0,44.8,,,,,,,,,9.3,-8.0,,-6.8,,-9.0,-10.0,,,,,-3.0,,-7.1,,,7.0,,-13.3,,-4.4,,,-14.0,-12.2,-18.0,,-7.0,-5.0,26.8,,,,,,,,,-8.7,,True,,False,False,,,,,True,,True,,,True,,False,,True,,,False,False,False,,True,True,False,,,,,,,,,False
31101,37,24.0,,25.0,,22.0,21.0,,,,,19.0,,27.5,,,24.0,,21.5,,25.5,,,10.0,10.8,0.0,,35.0,21.0,30.7,,,,,,,,,26.1,-13.0,,-12.0,,-15.0,-16.0,,,,,-18.0,,-9.5,,,-13.0,,-15.5,,-11.5,,,-27.0,-26.2,-37.0,,-2.0,-16.0,-6.3,,,,,,,,,-10.9,,True,,False,False,,,,,False,,True,,,False,,False,,True,,,False,False,False,,True,False,True,,,,,,,,,True
31103,0,0.0,,0.0,,1.0,0.0,,,,,2.0,,0.8,,,4.0,,2.4,,2.0,,,2.0,0.2,,,3.0,2.0,1.5,,,,,,,,,0.2,0.0,,0.0,,1.0,0.0,,,,,2.0,,0.8,,,4.0,,2.4,,2.0,,,2.0,0.2,,,3.0,2.0,1.5,,,,,,,,,0.2,,True,,False,True,,,,,False,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
31105,18,16.0,,20.3,,16.0,11.0,,,,,15.3,,8.1,,,12.0,,21.9,,17.4,,,26.0,11.3,0.0,,32.0,17.0,21.3,,,,,,,,,2.0,-2.0,,2.3,,-2.0,-7.0,,,,,-2.7,,-9.9,,,-6.0,,3.9,,-0.6,,,8.0,-6.7,-18.0,,14.0,-1.0,3.3,,,,,,,,,-16.0,,False,,False,False,,,,,False,,False,,,False,,False,,True,,,False,False,False,,False,True,False,,,,,,,,,False
31107,23,22.0,,24.1,,24.0,33.0,,,,,27.3,,11.6,,,22.0,,29.3,,26.6,,,27.0,13.8,0.0,,31.0,25.0,47.1,,,,,,,,,5.8,-1.0,,1.1,,1.0,10.0,,,,,4.3,,-11.4,,,-1.0,,6.3,,3.6,,,4.0,-9.2,-23.0,,8.0,2.0,24.1,,,,,,,,,-17.2,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
31109,1194,971.0,,973.3,976.4,843.0,1134.0,,,,,681.2,,537.9,,,1427.0,,537.5,,872.8,1063.0,,680.0,812.2,3.5,,957.0,854.0,799.0,,,,,865.4,551.0,,,778.7,-223.0,,-220.7,-217.6,-351.0,-60.0,,,,,-512.8,,-656.1,,,233.0,,-656.5,,-321.2,-131.0,,-514.0,-381.8,-1190.5,,-237.0,-340.0,-395.0,,,,,-328.6,-643.0,,,-415.3,,True,True,False,True,,,,,False,,False,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,False,False,,,False
31111,101,78.0,,81.2,,79.0,63.0,,,,,85.8,,67.7,,,125.0,,61.3,,90.4,87.5,,55.0,60.2,0.0,,118.0,95.0,96.7,,,,,119.7,,,,78.6,-23.0,,-19.8,,-22.0,-38.0,,,,,-15.2,,-33.3,,,24.0,,-39.7,,-10.6,-13.5,,-46.0,-40.8,-101.0,,17.0,-6.0,-4.3,,,,,18.7,,,,-22.4,,True,,True,False,,,,,True,,False,,,False,,False,,True,True,,False,False,False,,True,True,True,,,,,True,,,,True
31113,5,5.0,,5.0,,3.0,0.0,,,,,2.6,,5.6,,,3.0,,2.0,,2.2,,,7.0,2.1,,,5.0,4.0,4.1,,,,,,,,,1.6,0.0,,-0.0,,-2.0,-5.0,,,,,-2.4,,0.6,,,-2.0,,-3.0,,-2.8,,,2.0,-2.9,,,0.0,-1.0,-0.9,,,,,,,,,-3.4,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,,,,False
31115,2,0.0,,0.0,,0.0,0.0,,,,,0.4,,0.5,,,2.0,,0.0,,0.4,,,2.0,0.1,,,0.0,1.0,1.1,,,,,,,,,0.4,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.6,,-1.5,,,0.0,,-2.0,,-1.6,,,0.0,-1.9,,,-2.0,-1.0,-0.9,,,,,,,,,-1.6,,True,,False,False,,,,,True,,True,,,True,,True,,True,,,True,True,,,False,True,True,,,,,,,,,True
31117,0,2.0,,2.0,,2.0,0.0,,,,,0.0,,0.6,,,2.0,,2.3,,1.2,,,1.0,0.2,,,1.0,2.0,0.7,,,,,,,,,1.9,2.0,,2.0,,2.0,0.0,,,,,0.0,,0.6,,,2.0,,2.3,,1.2,,,1.0,0.2,,,1.0,2.0,0.7,,,,,,,,,1.9,,False,,False,True,,,,,True,,True,,,False,,False,,True,,,True,True,,,True,False,True,,,,,,,,,True
31119,84,75.0,,80.6,,75.0,53.0,,,,,73.7,,50.1,,,162.0,,42.4,,89.7,100.0,,26.0,54.6,0.2,,83.0,90.0,101.6,,,,,153.2,,,,28.9,-9.0,,-3.4,,-9.0,-31.0,,,,,-10.3,,-33.9,,,78.0,,-41.6,,5.7,16.0,,-58.0,-29.4,-83.8,,-1.0,6.0,17.6,,,,,69.2,,,,-55.1,,True,,False,False,,,,,False,,False,,,False,,False,,True,False,,False,False,False,,True,True,False,,,,,False,,,,False
31121,28,21.0,,21.8,,20.0,12.0,,,,,17.3,,11.3,,,41.0,,13.4,,15.4,,,15.0,10.1,0.0,,23.0,20.0,21.7,,,,,,,,,30.2,-7.0,,-6.2,,-8.0,-16.0,,,,,-10.7,,-16.7,,,13.0,,-14.6,,-12.6,,,-13.0,-17.9,-28.0,,-5.0,-8.0,-6.3,,,,,,,,,2.2,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,False,True,,,,,,,,,True
31123,9,4.0,,9.0,,5.0,0.0,,,,,9.5,,4.9,,,14.0,,3.8,,10.3,,,10.0,3.9,0.0,,7.0,7.0,11.2,,,,,,,,,0.0,-5.0,,-0.0,,-4.0,-9.0,,,,,0.5,,-4.1,,,5.0,,-5.2,,1.3,,,1.0,-5.1,-9.0,,-2.0,-2.0,2.2,,,,,,,,,-9.0,,True,,True,False,,,,,True,,True,,,False,,False,,True,,,True,False,False,,True,True,True,,,,,,,,,False
31125,4,4.0,,5.1,,4.0,6.0,,,,,7.7,,3.7,,,16.0,,1.5,,7.4,,,0.0,2.6,0.0,,4.0,5.0,18.6,,,,,,,,,1.6,0.0,,1.1,,0.0,2.0,,,,,3.7,,-0.3,,,12.0,,-2.5,,3.4,,,-4.0,-1.4,-4.0,,0.0,1.0,14.6,,,,,,,,,-2.4,,False,,True,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
31127,23,25.0,,29.8,,22.0,24.0,,,,,17.8,,18.5,,,28.0,,12.3,,17.9,,,10.0,11.8,0.0,,24.0,22.0,33.0,,,,,,,,,0.0,2.0,,6.8,,-1.0,1.0,,,,,-5.2,,-4.5,,,5.0,,-10.7,,-5.1,,,-13.0,-11.2,-23.0,,1.0,-1.0,10.0,,,,,,,,,-23.0,,False,,True,True,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
31129,2,8.0,,8.9,,8.0,9.0,,,,,8.8,,5.9,,,17.0,,5.2,,10.5,,,2.0,4.0,0.0,,12.0,11.0,19.2,,,,,,,,,3.5,6.0,,6.9,,6.0,7.0,,,,,6.8,,3.9,,,15.0,,3.2,,8.5,,,0.0,2.0,-2.0,,10.0,9.0,17.2,,,,,,,,,1.5,,False,,False,False,,,,,False,,True,,,False,,True,,False,,,True,True,True,,False,False,False,,,,,,,,,True
31131,42,44.0,,42.4,,41.0,32.0,,,,,30.3,,34.9,,,80.0,,28.5,,41.4,,,28.0,35.8,0.0,,50.0,42.0,40.9,,,,,,,,,60.4,2.0,,0.4,,-1.0,-10.0,,,,,-11.7,,-7.1,,,38.0,,-13.5,,-0.6,,,-14.0,-6.2,-42.0,,8.0,0.0,-1.1,,,,,,,,,18.4,,True,,True,False,,,,,False,,False,,,False,,False,,True,,,False,False,False,,False,True,True,,,,,,,,,False
31133,7,0.0,,0.6,,2.0,6.0,,,,,5.4,,4.0,,,19.0,,1.3,,5.8,,,0.0,2.1,0.0,,6.0,4.0,8.6,,,,,,,,,0.0,-7.0,,-6.4,,-5.0,-1.0,,,,,-1.6,,-3.0,,,12.0,,-5.7,,-1.2,,,-7.0,-4.9,-7.0,,-1.0,-3.0,1.6,,,,,,,,,-7.0,,True,,True,True,,,,,True,,True,,,False,,True,,True,,,False,True,False,,True,True,True,,,,,,,,,True
31135,14,13.0,,14.4,,8.0,0.0,,,,,7.8,,11.1,,,8.0,,4.8,,9.1,,,18.0,7.3,0.0,,10.0,11.0,13.6,,,,,,,,,0.9,-1.0,,0.4,,-6.0,-14.0,,,,,-6.2,,-2.9,,,-6.0,,-9.2,,-4.9,,,4.0,-6.7,-14.0,,-4.0,-3.0,-0.4,,,,,,,,,-13.1,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,True,,,,,,,,,False
31137,42,26.0,,28.2,,21.0,21.0,,,,,23.4,,18.2,,,35.0,,18.3,,20.0,,,20.0,15.9,0.0,,30.0,27.0,51.6,,,,,,,,,18.1,-16.0,,-13.8,,-21.0,-21.0,,,,,-18.6,,-23.8,,,-7.0,,-23.7,,-22.0,,,-22.0,-26.1,-42.0,,-12.0,-15.0,9.6,,,,,,,,,-23.9,,True,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
31139,14,18.0,,18.3,,14.0,12.0,,,,,15.1,,15.4,,,21.0,,14.5,,11.6,,,10.0,13.0,0.0,,19.0,20.0,46.6,,,,,,,,,9.0,4.0,,4.3,,0.0,-2.0,,,,,1.1,,1.4,,,7.0,,0.5,,-2.4,,,-4.0,-1.0,-14.0,,5.0,6.0,32.6,,,,,,,,,-5.0,,False,,True,True,,,,,True,,True,,,False,,True,,True,,,False,True,False,,False,False,False,,,,,,,,,False
31141,42,66.0,,63.8,,64.0,42.0,,,,,77.2,,29.2,,,158.0,,31.3,,66.6,70.0,,11.0,28.8,0.5,,52.0,72.0,93.3,,,,,107.6,,,,18.0,24.0,,21.8,,22.0,0.0,,,,,35.2,,-12.8,,,116.0,,-10.7,,24.6,28.0,,-31.0,-13.2,-41.5,,10.0,30.0,51.3,,,,,65.6,,,,-24.0,,True,,True,True,,,,,False,,True,,,False,,True,,False,False,,False,True,False,,True,False,False,,,,,False,,,,True
31143,7,6.0,,6.4,,3.0,0.0,,,,,9.2,,9.3,,,21.0,,2.1,,6.4,,,0.0,3.2,0.0,,5.0,8.0,14.8,,,,,,,,,3.5,-1.0,,-0.6,,-4.0,-7.0,,,,,2.2,,2.3,,,14.0,,-4.9,,-0.6,,,-7.0,-3.8,-7.0,,-2.0,1.0,7.8,,,,,,,,,-3.5,,True,,False,False,,,,,False,,False,,,False,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,False
31145,38,48.0,,43.7,,37.0,37.0,,,,,31.2,,40.0,,,37.0,,21.2,,41.5,,,26.0,26.4,0.0,,58.0,43.0,44.2,,,,,,,,,0.1,10.0,,5.7,,-1.0,-1.0,,,,,-6.8,,2.0,,,-1.0,,-16.8,,3.5,,,-12.0,-11.6,-38.0,,20.0,5.0,6.2,,,,,,,,,-37.9,,True,,True,True,,,,,True,,True,,,True,,False,,True,,,False,False,False,,False,True,True,,,,,,,,,False
31147,37,35.0,,36.0,,22.0,19.0,,,,,15.8,,22.7,,,36.0,,14.7,,18.6,,,5.0,15.2,0.0,,30.0,28.0,27.5,,,,,,,,,29.4,-2.0,,-1.0,,-15.0,-18.0,,,,,-21.2,,-14.3,,,-1.0,,-22.3,,-18.4,,,-32.0,-21.8,-37.0,,-7.0,-9.0,-9.5,,,,,,,,,-7.6,,True,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
31149,1,0.0,,0.6,,2.0,0.0,,,,,3.3,,1.1,,,7.0,,4.7,,2.7,,,5.0,0.3,,,3.0,2.0,6.2,,,,,,,,,1.3,-1.0,,-0.4,,1.0,-1.0,,,,,2.3,,0.1,,,6.0,,3.7,,1.7,,,4.0,-0.7,,,2.0,1.0,5.2,,,,,,,,,0.3,,True,,False,False,,,,,False,,True,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,,,,True
31151,25,36.0,,35.5,,26.0,26.0,,,,,45.0,,16.5,,,95.0,,18.2,,39.6,,,20.0,24.4,0.0,,36.0,39.0,56.4,,,,,,,,,20.7,11.0,,10.5,,1.0,1.0,,,,,20.0,,-8.5,,,70.0,,-6.8,,14.6,,,-5.0,-0.6,-25.0,,11.0,14.0,31.4,,,,,,,,,-4.3,,True,,True,True,,,,,False,,True,,,False,,True,,False,,,True,True,False,,False,False,False,,,,,,,,,True
31153,808,707.0,,652.0,,607.0,607.0,,,,,502.6,,383.8,,,720.0,,478.7,,458.1,665.0,,606.5,509.1,2.6,,731.0,644.0,578.0,,,,,608.6,455.0,,,570.7,-101.0,,-156.0,,-201.0,-201.0,,,,,-305.4,,-424.2,,,-88.0,,-329.3,,-349.9,-143.0,,-201.5,-298.9,-805.4,,-77.0,-164.0,-230.0,,,,,-199.4,-353.0,,,-237.3,,False,,False,False,,,,,False,,False,,,True,,False,,False,False,,False,False,False,,True,False,False,,,,,False,False,,,False
31155,104,76.0,,81.1,,76.0,65.0,,,,,57.8,,38.5,,,84.0,,43.1,,64.5,,,49.0,48.3,0.2,,77.0,76.0,102.2,,,,,,,,,96.3,-28.0,,-22.9,,-28.0,-39.0,,,,,-46.2,,-65.5,,,-20.0,,-60.9,,-39.5,,,-55.0,-55.7,-103.8,,-27.0,-28.0,-1.8,,,,,,,,,-7.7,,True,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,False,True,,,,,,,,,True
31157,32,63.0,,49.1,,57.0,45.0,,,,,100.5,,58.8,,,149.0,,32.5,,52.7,208.0,,133.0,40.8,0.0,,56.0,57.0,63.1,,,,,82.3,,,,0.0,31.0,,17.1,,25.0,13.0,,,,,68.5,,26.8,,,117.0,,0.5,,20.7,176.0,,101.0,8.8,-32.0,,24.0,25.0,31.1,,,,,50.3,,,,-32.0,,True,,True,True,,,,,False,,True,,,False,,True,,True,False,,False,True,False,,True,True,False,,,,,False,,,,False
31159,42,44.0,,42.7,,43.0,40.0,,,,,36.7,,39.4,,,85.0,,46.5,,41.7,,,23.0,33.4,0.0,,66.0,51.0,61.7,,,,,,,,,5.4,2.0,,0.7,,1.0,-2.0,,,,,-5.3,,-2.6,,,43.0,,4.5,,-0.3,,,-19.0,-8.6,-42.0,,24.0,9.0,19.7,,,,,,,,,-36.6,,True,,True,False,,,,,False,,False,,,False,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,False
31161,13,16.0,,18.8,,15.0,,,,,,12.3,,12.7,,,9.0,,19.5,,14.7,,,14.0,8.2,0.0,,22.0,16.0,28.4,,,,,,,,,3.9,3.0,,5.8,,2.0,,,,,,-0.7,,-0.3,,,-4.0,,6.5,,1.7,,,1.0,-4.8,-13.0,,9.0,3.0,15.4,,,,,,,,,-9.1,,False,,True,,,,,,True,,True,,,False,,False,,True,,,True,False,False,,False,False,False,,,,,,,,,False
31163,1,0.0,,0.2,,1.0,0.0,,,,,3.4,,2.6,,,7.0,,1.0,,2.8,,,0.0,0.8,0.0,,2.0,3.0,4.5,,,,,,,,,0.0,-1.0,,-0.8,,0.0,-1.0,,,,,2.4,,1.6,,,6.0,,-0.0,,1.8,,,-1.0,-0.2,-1.0,,1.0,2.0,3.5,,,,,,,,,-1.0,,True,,True,False,,,,,False,,False,,,False,,True,,False,,,False,True,False,,False,False,False,,,,,,,,,True
31165,1,1.0,,1.2,,1.0,0.0,,,,,0.5,,0.7,,,5.0,,0.8,,1.4,,,1.0,0.2,,,1.0,1.0,4.6,,,,,,,,,1.0,0.0,,0.2,,0.0,-1.0,,,,,-0.5,,-0.3,,,4.0,,-0.2,,0.4,,,0.0,-0.8,,,0.0,0.0,3.6,,,,,,,,,-0.0,,False,,True,False,,,,,False,,False,,,False,,False,,False,,,True,False,,,True,True,False,,,,,,,,,False
31167,15,12.0,,9.0,,9.0,12.0,,,,,9.6,,9.4,,,20.0,,8.1,,13.1,,,8.0,6.1,0.0,,17.0,16.0,16.8,,,,,,,,,3.2,-3.0,,-6.0,,-6.0,-3.0,,,,,-5.4,,-5.6,,,5.0,,-6.9,,-1.9,,,-7.0,-8.9,-15.0,,2.0,1.0,1.8,,,,,,,,,-11.8,,False,,False,False,,,,,False,,False,,,False,,False,,True,,,False,False,False,,True,True,True,,,,,,,,,False
31169,24,17.0,,15.3,,15.0,14.0,,,,,13.1,,9.5,,,21.0,,12.8,,15.2,,,16.0,12.2,0.0,,21.0,20.0,17.6,,,,,,,,,20.9,-7.0,,-8.7,,-9.0,-10.0,,,,,-10.9,,-14.5,,,-3.0,,-11.2,,-8.8,,,-8.0,-11.8,-24.0,,-3.0,-4.0,-6.4,,,,,,,,,-3.1,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,True
31171,2,1.0,,0.8,,1.0,0.0,,,,,0.7,,0.7,,,2.0,,0.6,,0.8,,,3.0,2.2,,,1.0,1.0,1.4,,,,,,,,,1.3,-1.0,,-1.2,,-1.0,-2.0,,,,,-1.3,,-1.3,,,0.0,,-1.4,,-1.2,,,1.0,0.2,,,-1.0,-1.0,-0.6,,,,,,,,,-0.7,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,True,,,False,False,True,,,,,,,,,True
31173,28,23.0,,23.0,,23.0,25.0,,,,,22.4,,10.1,,,20.0,,34.0,,24.5,,,23.0,19.9,0.0,,33.0,26.0,39.7,,,,,,,,,31.3,-5.0,,-5.0,,-5.0,-3.0,,,,,-5.6,,-17.9,,,-8.0,,6.0,,-3.5,,,-5.0,-8.1,-28.0,,5.0,-2.0,11.7,,,,,,,,,3.3,,True,,False,True,,,,,False,,False,,,False,,False,,True,,,False,False,False,,False,True,False,,,,,,,,,True
31175,4,8.0,,9.6,,7.0,7.0,,,,,6.8,,12.6,,,13.0,,2.8,,7.3,,,5.0,4.3,0.0,,9.0,9.0,11.5,,,,,,,,,6.0,4.0,,5.6,,3.0,3.0,,,,,2.8,,8.6,,,9.0,,-1.2,,3.3,,,1.0,0.3,-4.0,,5.0,5.0,7.5,,,,,,,,,2.0,,False,,True,True,,,,,True,,False,,,False,,True,,True,,,True,True,True,,False,False,False,,,,,,,,,True
31177,72,54.0,,56.0,,46.0,8.0,,,,,51.3,,42.6,,,75.0,,34.4,,51.3,,,34.0,42.5,0.0,,61.0,60.0,61.0,,,,,,,,,46.3,-18.0,,-16.0,,-26.0,-64.0,,,,,-20.7,,-29.4,,,3.0,,-37.6,,-20.7,,,-38.0,-29.5,-72.0,,-11.0,-12.0,-11.0,,,,,,,,,-25.7,,True,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
31179,15,15.0,,14.4,,16.0,11.0,,,,,22.1,,13.6,,,30.0,,21.2,,19.5,,,16.0,11.3,0.0,,30.0,22.0,56.6,,,,,,,,,19.1,0.0,,-0.6,,1.0,-4.0,,,,,7.1,,-1.4,,,15.0,,6.2,,4.5,,,1.0,-3.7,-15.0,,15.0,7.0,41.6,,,,,,,,,4.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
31181,3,2.0,,0.2,,2.0,0.0,,,,,6.3,,3.8,,,14.0,,1.5,,6.1,,,1.0,1.9,0.0,,4.0,5.0,11.3,,,,,,,,,1.4,-1.0,,-2.8,,-1.0,-3.0,,,,,3.3,,0.8,,,11.0,,-1.5,,3.1,,,-2.0,-1.1,-3.0,,1.0,2.0,8.3,,,,,,,,,-1.6,,False,,False,False,,,,,False,,True,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
31183,0,1.0,,0.3,,2.0,0.0,,,,,1.4,,1.1,,,4.0,,4.4,,2.7,,,4.0,0.4,,,,2.0,1.2,,,,,,,,,0.5,1.0,,0.3,,2.0,0.0,,,,,1.4,,1.1,,,4.0,,4.4,,2.7,,,4.0,0.4,,,,2.0,1.2,,,,,,,,,0.5,,True,,False,True,,,,,False,,False,,,False,,False,,False,,,False,True,,,,False,False,,,,,,,,,True
31185,29,21.0,,18.0,,15.0,11.0,,,,,33.4,,18.3,,,63.0,,10.0,,27.4,,,9.0,15.0,0.0,,23.0,26.0,47.9,,,,,,,,,13.4,-8.0,,-11.0,,-14.0,-18.0,,,,,4.4,,-10.7,,,34.0,,-19.0,,-1.6,,,-20.0,-14.0,-29.0,,-6.0,-3.0,18.9,,,,,,,,,-15.6,,False,,False,False,,,,,True,,False,,,False,,False,,True,,,False,False,False,,True,True,False,,,,,,,,,False
32001,70,95.0,,89.1,,89.0,91.0,,,,,53.1,,71.9,,,106.0,,61.2,,57.5,,,7.0,34.3,0.0,,104.0,99.0,153.7,,,,,,,,,121.4,25.0,,19.1,,19.0,21.0,,,,,-16.9,,1.9,,,36.0,,-8.8,,-12.5,,,-63.0,-35.7,-70.0,,34.0,29.0,83.7,,,,,,,,,51.4,,True,,True,True,,,,,True,,True,,,False,,True,,True,,,False,False,False,,False,False,False,,,,,,,,,False
32003,10150,11193.0,,11317.7,12650.4,11255.0,9627.0,,,,,7429.0,,10698.4,,11919.0,13262.0,,9620.0,,6418.6,12331.0,,11982.0,9546.8,7163.9,,11803.0,11037.0,11618.1,,,,,9043.0,8140.0,,,0.0,1043.0,,1167.7,2500.4,1105.0,-523.0,,,,,-2721.0,,548.4,,1769.0,3112.0,,-530.0,,-3731.4,2181.0,,1832.0,-603.2,-2986.1,,1653.0,887.0,1468.1,,,,,-1107.0,-2010.0,,,-10150.0,,False,False,False,True,,,,,False,,True,,False,False,,True,,False,False,,False,True,False,,False,True,False,,,,,False,False,,,False
