,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48099,751,363.0,,341.9,,372.0,47.0,,,,,902.0,,,,821.0,,223.9,480.4,512.0,,294.0,337.5,551.3,446.0,469.0,1186.8,,,,,402.1,,,,407.4,-388.0,,-409.1,,-379.0,-704.0,,,,,151.0,,,,70.0,,-527.1,-270.6,-239.0,,-457.0,-413.5,-199.7,-305.0,-282.0,435.8,,,,,-348.9,,,,-343.6,,False,,True,False,,,,,True,,,,True,,False,True,True,,False,False,True,True,True,False,,,,,True,,,,True
48101,35,24.0,,25.0,,18.0,2.0,,,,,36.2,,,,21.0,,14.7,2.5,,,17.0,16.5,25.8,0.0,18.0,23.5,,,,,,,,,87.0,-11.0,,-10.0,,-17.0,-33.0,,,,,1.2,,,,-14.0,,-20.3,-32.5,,,-18.0,-18.5,-9.2,-35.0,-17.0,-11.5,,,,,,,,,52.0,,True,,False,False,,,,,True,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,,,,False
48103,67,0.0,,0.0,,7.0,0.0,,,,,61.4,,,,85.0,,13.4,3.5,,,1.0,23.5,50.7,,12.0,33.0,,,,,,,,,3.7,-67.0,,-67.0,,-60.0,-67.0,,,,,-5.6,,,,18.0,,-53.6,-63.5,,,-66.0,-43.5,-16.3,,-55.0,-34.0,,,,,,,,,-63.3,,False,,True,False,,,,,True,,,,True,,True,True,,,True,True,True,,True,True,,,,,,,,,True
48105,56,0.0,,8.7,,12.0,1.0,,,,,21.3,,,,42.0,,9.4,27.1,,,10.0,17.6,45.5,0.0,12.0,34.9,,,,,,,,,121.7,-56.0,,-47.3,,-44.0,-55.0,,,,,-34.7,,,,-14.0,,-46.6,-28.9,,,-46.0,-38.4,-10.5,-56.0,-44.0,-21.1,,,,,,,,,65.7,,True,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,,,,False
48107,58,36.0,,35.7,,33.0,0.0,,,,,41.3,,,,102.0,,23.9,16.6,145.0,,26.0,33.7,39.8,0.0,38.0,36.7,,,,,,,,,16.0,-22.0,,-22.3,,-25.0,-58.0,,,,,-16.7,,,,44.0,,-34.1,-41.4,87.0,,-32.0,-24.3,-18.2,-58.0,-20.0,-21.3,,,,,,,,,-42.0,,False,,False,False,,,,,True,,,,False,,False,False,False,,False,False,True,False,True,True,,,,,,,,,False
48109,60,18.0,,26.3,,19.0,,,,,,19.5,,,,18.0,,11.0,18.8,,,13.0,23.3,65.7,0.0,21.0,85.8,,,,,,,,,20.9,-42.0,,-33.7,,-41.0,,,,,,-40.5,,,,-42.0,,-49.0,-41.2,,,-47.0,-36.7,5.7,-60.0,-39.0,25.8,,,,,,,,,-39.1,,True,,True,,,,,,True,,,,False,,False,True,,,False,True,True,False,True,True,,,,,,,,,True
48111,13,9.0,,8.4,,10.0,0.0,,,,,46.4,,,,115.0,,5.8,10.7,,,14.0,11.3,33.8,0.0,29.0,42.0,,,,,,,,,32.3,-4.0,,-4.6,,-3.0,-13.0,,,,,33.4,,,,102.0,,-7.2,-2.3,,,1.0,-1.7,20.8,-13.0,16.0,29.0,,,,,,,,,19.3,,False,,True,False,,,,,False,,,,False,,False,True,,,True,True,False,False,False,False,,,,,,,,,False
48113,37824,36048.0,,36617.2,30922.8,33149.0,52076.0,,,,,16625.7,,48122.6,,30772.0,,31806.3,35291.8,59232.0,,37947.5,39405.5,41305.1,46607.0,29269.0,30014.8,,,,,21482.7,,,,30104.6,-1776.0,,-1206.8,-6901.2,-4675.0,14252.0,,,,,-21198.3,,10298.6,,-7052.0,,-6017.7,-2532.2,21408.0,,123.5,1581.5,3481.1,8783.0,-8555.0,-7809.2,,,,,-16341.3,,,,-7719.4,,True,False,False,False,,,,,False,,False,,False,,False,False,False,,True,True,False,False,False,False,,,,,False,,,,False
48115,146,57.0,,19.8,,59.0,27.0,,,,,72.5,,,,308.0,,60.6,56.3,,,9.0,68.6,134.8,,64.0,182.8,,,,,,,,,64.4,-89.0,,-126.2,,-87.0,-119.0,,,,,-73.5,,,,162.0,,-85.4,-89.7,,,-137.0,-77.4,-11.2,,-82.0,36.8,,,,,,,,,-81.6,,False,,True,False,,,,,True,,,,False,,True,False,,,False,True,True,,True,True,,,,,,,,,True
48117,168,201.0,,302.0,,210.0,181.0,,,,,229.6,,,,391.0,,1334.0,228.5,,,109.0,265.0,277.5,,190.0,356.1,,,,,,,,,473.3,33.0,,134.0,,42.0,13.0,,,,,61.6,,,,223.0,,1166.0,60.5,,,-59.0,97.0,109.5,,22.0,188.1,,,,,,,,,305.3,,False,,False,True,,,,,False,,,,False,,False,False,,,False,False,False,,True,False,,,,,,,,,False
48119,34,12.0,,15.7,,22.0,24.0,,,,,39.4,,,,42.0,,112.0,12.7,,,13.0,16.6,24.9,0.0,26.0,25.7,,,,,,,,,256.2,-22.0,,-18.3,,-12.0,-10.0,,,,,5.4,,,,8.0,,78.0,-21.3,,,-21.0,-17.4,-9.1,-34.0,-8.0,-8.3,,,,,,,,,222.2,,True,,True,True,,,,,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,,,,False
48121,9906,11556.0,,11366.1,11844.4,12231.0,13322.0,,,,,11937.8,,20764.9,,9935.0,,15040.0,10438.0,25139.0,,15441.0,12225.6,11494.2,17368.0,8671.0,7411.7,,,,,11070.7,12294.0,,,12019.7,1650.0,,1460.1,1938.4,2325.0,3416.0,,,,,2031.8,,10858.9,,29.0,,5134.0,532.0,15233.0,,5535.0,2319.6,1588.2,7462.0,-1235.0,-2494.3,,,,,1164.7,2388.0,,,2113.7,,True,False,False,False,,,,,False,,False,,True,,False,True,False,,False,False,True,False,True,False,,,,,True,False,,,False
48123,108,108.0,,35.7,,124.0,20.0,,,,,315.1,,,,159.0,,153.4,93.3,,,124.0,81.5,159.1,263.0,165.0,196.5,,,,,,,,,132.9,0.0,,-72.3,,16.0,-88.0,,,,,207.1,,,,51.0,,45.4,-14.7,,,16.0,-26.5,51.1,155.0,57.0,88.5,,,,,,,,,24.9,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
48125,25,9.0,,10.8,,11.0,0.0,,,,,22.7,,,,26.0,,13.9,2.2,,,6.0,7.7,15.5,0.0,12.0,33.0,,,,,,,,,196.1,-16.0,,-14.2,,-14.0,-25.0,,,,,-2.3,,,,1.0,,-11.1,-22.8,,,-19.0,-17.3,-9.5,-25.0,-13.0,8.0,,,,,,,,,171.1,,True,,True,False,,,,,True,,,,True,,True,False,,,False,False,True,False,True,True,,,,,,,,,False
48127,155,135.0,,128.8,,76.0,21.0,,,,,220.0,,,,124.0,,68.5,94.4,,,64.0,81.7,129.6,163.0,101.0,73.7,,,,,,,,,149.8,-20.0,,-26.2,,-79.0,-134.0,,,,,65.0,,,,-31.0,,-86.5,-60.6,,,-91.0,-73.3,-25.4,8.0,-54.0,-81.3,,,,,,,,,-5.2,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,True,False,False,,,,,,,,,True
48129,44,15.0,,16.7,,15.0,0.0,,,,,23.2,,,,37.0,,14.7,1.0,,,10.0,15.1,28.6,0.0,18.0,20.7,,,,,,,,,201.7,-29.0,,-27.3,,-29.0,-44.0,,,,,-20.8,,,,-7.0,,-29.3,-43.0,,,-34.0,-28.9,-15.4,-44.0,-26.0,-23.3,,,,,,,,,157.7,,True,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,False,True,True,,,,,,,,,False
48131,167,69.0,,68.4,,69.0,30.0,,,,,73.9,,,,140.0,,43.3,69.8,,,47.0,98.5,125.2,56.0,69.0,124.0,,,,,,,,,94.2,-98.0,,-98.6,,-98.0,-137.0,,,,,-93.1,,,,-27.0,,-123.7,-97.2,,,-120.0,-68.5,-41.8,-111.0,-98.0,-43.0,,,,,,,,,-72.8,,False,,False,False,,,,,True,,,,True,,False,True,,,False,True,True,False,False,True,,,,,,,,,True
48133,176,117.0,,117.0,,112.0,151.0,,,,,109.8,,,,260.0,,117.2,49.7,,,80.0,84.9,143.1,186.0,134.0,109.0,,,,,,,,,100.7,-59.0,,-59.0,,-64.0,-25.0,,,,,-66.2,,,,84.0,,-58.8,-126.3,,,-96.0,-91.1,-32.9,10.0,-42.0,-67.0,,,,,,,,,-75.3,,True,,False,True,,,,,False,,,,False,,True,False,,,False,False,True,True,True,False,,,,,,,,,False
48135,932,2571.0,,2332.3,,2434.0,3276.0,,,,,3534.4,,,,3424.0,,4273.0,1754.9,1591.0,,1786.0,2460.3,2725.3,3192.0,2053.0,1800.9,,,,,1904.1,3306.0,,,2541.7,1639.0,,1400.3,,1502.0,2344.0,,,,,2602.4,,,,2492.0,,3341.0,822.9,659.0,,854.0,1528.3,1793.3,2260.0,1121.0,868.9,,,,,972.1,2374.0,,,1609.7,,True,,True,False,,,,,False,,,,False,,False,True,True,,True,True,False,False,True,True,,,,,True,False,,,True
48137,24,72.0,,73.5,,37.0,0.0,,,,,93.2,,,,14.0,,61.1,14.3,,,35.0,39.2,52.0,62.0,46.0,26.6,,,,,,,,,78.4,48.0,,49.5,,13.0,-24.0,,,,,69.2,,,,-10.0,,37.1,-9.7,,,11.0,15.2,28.0,38.0,22.0,2.6,,,,,,,,,54.4,,False,,True,True,,,,,False,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,,,,False
48139,3535,2214.0,,2271.2,,2027.0,1865.0,,,,,3060.1,,3099.8,,1931.0,,2642.8,2357.6,2812.0,,1779.5,1805.4,2392.7,2750.0,1969.0,2505.0,,,,,2454.1,1973.0,,,1768.3,-1321.0,,-1263.8,,-1508.0,-1670.0,,,,,-474.9,,-435.2,,-1604.0,,-892.2,-1177.4,-723.0,,-1755.5,-1729.6,-1142.3,-785.0,-1566.0,-1030.0,,,,,-1080.9,-1562.0,,,-1766.7,,True,,False,False,,,,,True,,True,,False,,True,True,True,,False,False,True,True,False,True,,,,,True,False,,,False
48141,6743,9132.0,,9732.1,8740.2,6877.0,6158.0,,,,,10785.3,,4476.0,,10742.0,,2546.5,8016.4,10541.0,,4336.5,8222.0,11115.8,5137.0,8437.0,1541.2,,,,,8511.2,5155.0,,,10604.4,2389.0,,2989.1,1997.2,134.0,-585.0,,,,,4042.3,,-2267.0,,3999.0,,-4196.5,1273.4,3798.0,,-2406.5,1479.0,4372.8,-1606.0,1694.0,-5201.8,,,,,1768.2,-1588.0,,,3861.4,,False,True,True,True,,,,,False,,True,,False,,False,True,False,,False,True,False,True,True,False,,,,,True,True,,,False
48143,622,504.0,,488.2,,450.0,657.0,,,,,602.2,,,,497.0,,982.4,405.6,1314.0,,230.5,382.4,474.0,835.0,443.0,353.2,,,,,,,,,495.8,-118.0,,-133.8,,-172.0,35.0,,,,,-19.8,,,,-125.0,,360.4,-216.4,692.0,,-391.5,-239.6,-148.0,213.0,-179.0,-268.8,,,,,,,,,-126.2,,False,,False,True,,,,,True,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,,,,,False
48145,286,117.0,,133.8,,108.0,87.0,,,,,157.2,,,,184.0,,54.6,57.7,,,108.0,107.3,148.4,165.0,157.0,103.1,,,,,,,,,143.2,-169.0,,-152.2,,-178.0,-199.0,,,,,-128.8,,,,-102.0,,-231.4,-228.3,,,-178.0,-178.7,-137.6,-121.0,-129.0,-182.9,,,,,,,,,-142.8,,True,,False,False,,,,,True,,,,True,,False,False,,,False,False,True,True,True,False,,,,,,,,,True
48147,486,333.0,,324.3,,353.0,485.0,,,,,381.0,,,,373.0,,457.5,192.5,572.5,,182.0,315.7,330.7,544.0,339.0,384.1,,,,,,,,,573.7,-153.0,,-161.7,,-133.0,-1.0,,,,,-105.0,,,,-113.0,,-28.5,-293.5,86.5,,-304.0,-170.3,-155.3,58.0,-147.0,-101.9,,,,,,,,,87.7,,False,,True,True,,,,,True,,,,True,,True,False,True,,False,False,False,True,True,True,,,,,,,,,True
48149,333,252.0,,249.4,,191.0,9.0,,,,,204.2,,,,178.0,,509.9,174.6,,,179.0,199.9,214.2,329.0,216.0,192.5,,,,,,,,,758.4,-81.0,,-83.6,,-142.0,-324.0,,,,,-128.8,,,,-155.0,,176.9,-158.4,,,-154.0,-133.1,-118.8,-4.0,-117.0,-140.5,,,,,,,,,425.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,True,False,False,,,,,,,,,False
48151,31,51.0,,48.1,,40.0,0.0,,,,,28.4,,,,49.0,,76.5,18.3,,,37.0,36.4,51.2,73.0,41.0,41.9,,,,,,,,,51.3,20.0,,17.1,,9.0,-31.0,,,,,-2.6,,,,18.0,,45.5,-12.7,,,6.0,5.4,20.2,42.0,10.0,10.9,,,,,,,,,20.3,,True,,True,False,,,,,True,,,,True,,False,True,,,True,True,False,False,True,True,,,,,,,,,False
48153,98,45.0,,47.3,,41.0,0.0,,,,,57.3,,,,85.0,,56.3,20.6,,,14.0,39.0,47.7,0.0,40.0,42.5,,,,,,,,,71.0,-53.0,,-50.7,,-57.0,-98.0,,,,,-40.7,,,,-13.0,,-41.7,-77.4,,,-84.0,-59.0,-50.3,-98.0,-58.0,-55.5,,,,,,,,,-27.0,,True,,False,False,,,,,True,,,,True,,True,False,,,False,False,True,False,False,False,,,,,,,,,True
48155,10,3.0,,0.9,,3.0,0.0,,,,,11.5,,,,20.0,,0.3,3.5,,,6.0,1.8,10.2,0.0,6.0,,,,,,,,,,14.3,-7.0,,-9.1,,-7.0,-10.0,,,,,1.5,,,,10.0,,-9.7,-6.5,,,-4.0,-8.2,0.2,-10.0,-4.0,,,,,,,,,,4.3,,False,,False,False,,,,,True,,,,False,,False,True,,,True,False,True,False,True,,,,,,,,,,True
48157,6730,9585.0,,9779.7,11616.1,9775.0,5062.0,,,,,12871.0,,19796.0,,5286.0,,98558.5,9437.0,34959.5,,16836.0,7383.7,6257.2,13641.0,7561.0,11048.7,,,,,6252.9,9925.0,,,14855.9,2855.0,,3049.7,4886.1,3045.0,-1668.0,,,,,6141.0,,13066.0,,-1444.0,,91828.5,2707.0,28229.5,,10106.0,653.7,-472.8,6911.0,831.0,4318.7,,,,,-477.1,3195.0,,,8125.9,,False,False,False,True,,,,,False,,False,,True,,False,True,False,,False,True,True,False,True,False,,,,,True,False,,,False
48159,87,24.0,,25.4,,24.0,0.0,,,,,68.4,,,,98.0,,8.6,17.0,,,24.0,64.1,62.2,0.0,44.0,28.8,,,,,,,,,221.3,-63.0,,-61.6,,-63.0,-87.0,,,,,-18.6,,,,11.0,,-78.4,-70.0,,,-63.0,-22.9,-24.8,-87.0,-43.0,-58.2,,,,,,,,,134.3,,True,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,False,True,True,,,,,,,,,False
48161,107,42.0,,41.9,,59.0,43.0,,,,,76.2,,,,172.0,,58.8,52.9,,,42.0,57.8,79.5,83.0,108.0,56.6,,,,,,,,,482.1,-65.0,,-65.1,,-48.0,-64.0,,,,,-30.8,,,,65.0,,-48.2,-54.1,,,-65.0,-49.2,-27.5,-24.0,1.0,-50.4,,,,,,,,,375.1,,False,,True,True,,,,,True,,,,False,,True,True,,,False,True,True,True,True,True,,,,,,,,,False
48163,294,210.0,,182.3,,217.0,343.0,,,,,351.7,,,,239.0,,248.5,168.6,,,136.0,188.8,225.8,373.0,181.0,240.1,,,,,,,,,433.6,-84.0,,-111.7,,-77.0,49.0,,,,,57.7,,,,-55.0,,-45.5,-125.4,,,-158.0,-105.2,-68.2,79.0,-113.0,-53.9,,,,,,,,,139.6,,False,,True,True,,,,,True,,,,True,,True,False,,,False,False,True,True,False,True,,,,,,,,,False
48165,143,153.0,,147.0,,156.0,212.0,,,,,385.8,,,,383.0,,99.0,141.8,,,92.0,144.5,228.4,173.0,161.0,286.6,,,,,,,,,186.6,10.0,,4.0,,13.0,69.0,,,,,242.8,,,,240.0,,-44.0,-1.2,,,-51.0,1.5,85.4,30.0,18.0,143.6,,,,,,,,,43.6,,True,,False,False,,,,,False,,,,False,,False,True,,,False,True,False,False,False,False,,,,,,,,,False
48167,4594,2862.0,,2824.5,,3274.0,3735.0,,,,,3572.1,,5026.1,,3384.0,,3038.8,3344.2,4287.5,,3244.0,3375.3,3845.6,4044.0,2483.0,2226.1,,,,,3029.6,3486.0,,,2967.8,-1732.0,,-1769.5,,-1320.0,-859.0,,,,,-1021.9,,432.1,,-1210.0,,-1555.2,-1249.8,-306.5,,-1350.0,-1218.7,-748.4,-550.0,-2111.0,-2367.9,,,,,-1564.4,-1108.0,,,-1626.2,,False,,True,True,,,,,True,,True,,True,,True,True,True,,True,True,True,True,False,False,,,,,True,True,,,True
48169,36,18.0,,18.0,,18.0,0.0,,,,,61.1,,,,96.0,,14.0,8.3,,,14.0,19.7,30.0,0.0,25.0,29.4,,,,,,,,,162.1,-18.0,,-18.0,,-18.0,-36.0,,,,,25.1,,,,60.0,,-22.0,-27.7,,,-22.0,-16.3,-6.0,-36.0,-11.0,-6.6,,,,,,,,,126.1,,False,,False,False,,,,,False,,,,False,,False,False,,,False,True,True,False,True,True,,,,,,,,,False
48171,366,156.0,,93.0,,180.0,562.0,,,,,224.0,,,,154.0,,241.6,319.1,,,91.0,197.6,230.5,,132.0,282.6,,,,,,,,,256.6,-210.0,,-273.0,,-186.0,196.0,,,,,-142.0,,,,-212.0,,-124.4,-46.9,,,-275.0,-168.4,-135.5,,-234.0,-83.4,,,,,,,,,-109.4,,False,,True,True,,,,,True,,,,False,,True,True,,,False,True,True,,False,True,,,,,,,,,True
48173,52,0.0,,0.0,,4.0,0.0,,,,,21.4,,,,15.0,,4.3,0.5,,,14.0,1.1,17.6,21.0,4.0,5.1,,,,,,,,,31.4,-52.0,,-52.0,,-48.0,-52.0,,,,,-30.6,,,,-37.0,,-47.7,-51.5,,,-38.0,-50.9,-34.4,-31.0,-48.0,-46.9,,,,,,,,,-20.6,,False,,True,False,,,,,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,,,,True
48175,34,27.0,,26.1,,17.0,0.0,,,,,38.4,,,,48.0,,0.8,7.2,,,11.0,12.1,33.2,0.0,38.0,37.5,,,,,,,,,124.1,-7.0,,-7.9,,-17.0,-34.0,,,,,4.4,,,,14.0,,-33.2,-26.8,,,-23.0,-21.9,-0.8,-34.0,4.0,3.5,,,,,,,,,90.1,,False,,False,False,,,,,True,,,,False,,False,False,,,False,False,True,False,True,True,,,,,,,,,False
48177,196,165.0,,168.1,,161.0,147.0,,,,,211.4,,,,169.0,,166.0,140.6,,,132.0,168.9,211.4,321.0,166.0,249.0,,,,,,,,,71.7,-31.0,,-27.9,,-35.0,-49.0,,,,,15.4,,,,-27.0,,-30.0,-55.4,,,-64.0,-27.1,15.4,125.0,-30.0,53.0,,,,,,,,,-124.3,,True,,False,False,,,,,True,,,,True,,True,False,,,False,True,True,False,True,False,,,,,,,,,False
48179,106,168.0,,53.0,,164.0,101.0,,,,,447.6,,,,612.0,,135.9,121.6,,,170.0,160.5,273.7,205.0,185.0,287.6,,,,,,,,,178.8,62.0,,-53.0,,58.0,-5.0,,,,,341.6,,,,506.0,,29.9,15.6,,,64.0,54.5,167.7,99.0,79.0,181.6,,,,,,,,,72.8,,True,,True,True,,,,,False,,,,False,,True,True,,,False,True,False,False,False,False,,,,,,,,,False
48181,1564,1290.0,,1285.7,,1041.0,1013.0,,,,,2387.8,,1054.6,,1726.0,,653.5,1549.4,1175.0,,893.5,1054.9,1555.0,1306.0,1196.0,1427.3,,,,,1134.2,861.0,,,1241.2,-274.0,,-278.3,,-523.0,-551.0,,,,,823.8,,-509.4,,162.0,,-910.5,-14.6,-389.0,,-670.5,-509.1,-9.0,-258.0,-368.0,-136.7,,,,,-429.8,-703.0,,,-322.8,,False,,False,False,,,,,False,,False,,True,,False,True,False,,False,False,True,True,False,True,,,,,False,False,,,False
48183,1142,408.0,,489.5,,490.0,535.0,,,,,995.5,,,,1046.0,,381.5,575.5,5687.5,,293.0,354.3,597.6,430.0,580.0,553.6,,,,,288.7,,,,634.7,-734.0,,-652.5,,-652.0,-607.0,,,,,-146.5,,,,-96.0,,-760.5,-566.5,4545.5,,-849.0,-787.7,-544.4,-712.0,-562.0,-588.4,,,,,-853.3,,,,-507.3,,True,,True,True,,,,,True,,,,True,,False,True,False,,False,False,True,True,True,True,,,,,False,,,,True
48185,191,177.0,,160.8,,188.0,117.0,,,,,256.6,,,,240.0,,176.9,181.9,,,229.0,184.2,232.6,325.0,230.0,126.9,,,,,,,,,346.1,-14.0,,-30.2,,-3.0,-74.0,,,,,65.6,,,,49.0,,-14.1,-9.1,,,38.0,-6.8,41.6,134.0,39.0,-64.1,,,,,,,,,155.1,,False,,True,False,,,,,False,,,,False,,False,True,,,False,True,False,False,False,False,,,,,,,,,False
48187,1170,825.0,,929.2,,815.0,664.0,,,,,1794.7,,,,1197.0,,2400.8,948.6,1189.5,,383.5,748.7,931.5,1343.0,878.0,1003.3,,,,,858.9,534.0,,,1166.2,-345.0,,-240.8,,-355.0,-506.0,,,,,624.7,,,,27.0,,1230.8,-221.4,19.5,,-786.5,-421.3,-238.5,173.0,-292.0,-166.7,,,,,-311.1,-636.0,,,-3.8,,True,,False,False,,,,,False,,,,True,,False,True,True,,False,False,True,True,True,True,,,,,True,False,,,True
48189,488,744.0,,731.1,,669.0,451.0,,,,,420.4,,,,741.0,,333.8,614.3,680.5,,917.0,500.0,698.2,655.0,644.0,707.5,,,,,632.8,,,,782.8,256.0,,243.1,,181.0,-37.0,,,,,-67.6,,,,253.0,,-154.2,126.3,192.5,,429.0,12.0,210.2,167.0,156.0,219.5,,,,,144.8,,,,294.8,,True,,True,True,,,,,True,,,,True,,True,True,True,,False,True,True,True,True,True,,,,,True,,,,False
48191,46,63.0,,52.7,,45.0,0.0,,,,,40.3,,,,45.0,,513.9,22.3,,,36.0,50.4,69.4,138.0,49.0,42.2,,,,,,,,,170.9,17.0,,6.7,,-1.0,-46.0,,,,,-5.7,,,,-1.0,,467.9,-23.7,,,-10.0,4.4,23.4,92.0,3.0,-3.8,,,,,,,,,124.9,,True,,True,False,,,,,True,,,,True,,False,False,,,True,True,False,False,True,True,,,,,,,,,False
48193,128,45.0,,35.9,,51.0,21.0,,,,,57.6,,,,102.0,,58.5,36.2,,,39.0,51.3,72.6,63.0,54.0,79.2,,,,,,,,,73.0,-83.0,,-92.1,,-77.0,-107.0,,,,,-70.4,,,,-26.0,,-69.5,-91.8,,,-89.0,-76.7,-55.4,-65.0,-74.0,-48.8,,,,,,,,,-55.0,,False,,True,False,,,,,True,,,,True,,True,False,,,False,True,True,True,True,True,,,,,,,,,True
48195,139,27.0,,26.8,,32.0,0.0,,,,,71.6,,,,81.0,,36.1,18.9,,,18.0,32.6,47.0,,37.0,105.8,,,,,,,,,159.5,-112.0,,-112.2,,-107.0,-139.0,,,,,-67.4,,,,-58.0,,-102.9,-120.1,,,-121.0,-106.4,-92.0,,-102.0,-33.2,,,,,,,,,20.5,,False,,True,False,,,,,True,,,,True,,True,False,,,False,True,True,,True,True,,,,,,,,,True
48197,83,33.0,,43.3,,34.0,0.0,,,,,69.2,,,,79.0,,83.2,16.8,,,32.5,36.2,44.3,71.0,36.0,44.5,,,,,,,,,26.7,-50.0,,-39.7,,-49.0,-83.0,,,,,-13.8,,,,-4.0,,0.2,-66.2,,,-50.5,-46.8,-38.7,-12.0,-47.0,-38.5,,,,,,,,,-56.3,,True,,True,False,,,,,True,,,,True,,True,False,,,False,True,True,True,True,True,,,,,,,,,False
48199,702,303.0,,291.3,,357.0,425.0,,,,,236.6,,,,564.0,,370.7,199.2,617.0,,123.0,167.5,240.9,379.0,413.0,328.0,,,,,,,,,1936.2,-399.0,,-410.7,,-345.0,-277.0,,,,,-465.4,,,,-138.0,,-331.3,-502.8,-85.0,,-579.0,-534.5,-461.1,-323.0,-289.0,-374.0,,,,,,,,,1234.2,,False,,True,True,,,,,False,,,,True,,True,False,True,,False,False,False,True,True,True,,,,,,,,,False
48201,37131,27810.0,,27046.8,34962.4,29000.0,37944.0,,,,,26331.0,,30859.2,,40572.0,,20109.8,28808.8,28142.0,,23196.5,32133.3,30026.1,32413.0,29843.0,41164.1,,,,,20220.7,38664.0,,,22488.1,-9321.0,,-10084.2,-2168.6,-8131.0,813.0,,,,,-10800.0,,-6271.8,,3441.0,,-17021.2,-8322.2,-8989.0,,-13934.5,-4997.7,-7104.9,-4718.0,-7288.0,4033.1,,,,,-16910.3,1533.0,,,-14642.9,,False,True,True,True,,,,,False,,True,,True,,False,True,True,,False,True,True,True,True,True,,,,,False,True,,,False
