,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
33005,1000,546.0,,,,,1022.0,,5858.0,,,,,-454.0,,,,,22.0,,4858.0,,,,,,,,,True,,False,,,,
33007,470,469.0,,,,,184.0,,472.0,,,,,-1.0,,,,,-286.0,,2.0,,,,,,,,,False,,False,,,,
33009,792,581.0,,,,,487.0,,760.2,,,,,-211.0,,,,,-305.0,,-31.8,,,,,,,,,False,,True,,,,
33011,11289,4627.0,,,,,5930.0,,17812.3,,4273.9,,,-6662.0,,,,,-5359.0,,6523.3,,-7015.1,,,,,,,True,,True,,False,,
33013,3698,1113.0,,,,,1407.0,,2498.3,,1641.0,,,-2585.0,,,,,-2291.0,,-1199.7,,-2057.0,,,,,,,True,,True,,True,,
33015,7694,2842.0,,,,,2716.0,,5240.1,,1788.6,,,-4852.0,,,,,-4978.0,,-2453.9,,-5905.4,,,,,,,False,,True,,False,,
33017,2472,1652.0,,,,,961.0,,10567.9,,,,,-820.0,,,,,-1511.0,,8095.9,,,,,,,,,False,,False,,,,
33019,288,315.0,,,,,403.0,,3097.9,,,,,27.0,,,,,115.0,,2809.9,,,,,,,,,False,,False,,,,
34001,6106,4718.0,,,,,3073.0,,7133.9,,3645.8,,,-1388.0,,,,,-3033.0,,1027.9,,-2460.2,,,,,,,False,,True,,False,,
34003,19181,14749.0,,,,,9588.0,,19956.3,,8382.5,,,-4432.0,,,,,-9593.0,,775.3,,-10798.5,,,,,,,False,,True,,False,,
34005,11555,6699.0,,,,,5085.0,,8908.1,,5205.9,,,-4856.0,,,,,-6470.0,,-2646.9,,-6349.1,,,,,,,False,,True,,False,,
34007,14814,10955.0,,,,,6882.0,,19628.0,,4796.8,,,-3859.0,,,,,-7932.0,,4814.0,,-10017.2,,,,,,,False,,False,,False,,
34009,1141,742.0,,,,,792.0,,1342.2,,366.3,,,-399.0,,,,,-349.0,,201.2,,-774.7,,,,,,,True,,True,,False,,
34011,3632,1659.0,,,,,1944.0,,4525.0,,711.5,,,-1973.0,,,,,-1688.0,,893.0,,-2920.5,,,,,,,True,,True,,False,,
34013,18198,20314.0,,,,,9335.0,,13653.2,,17814.6,,,2116.0,,,,,-8863.0,,-4544.8,,-383.4,,,,,,,False,,False,,True,,
34015,7576,5852.0,,,,,3656.0,,16631.4,,2700.6,,,-1724.0,,,,,-3920.0,,9055.4,,-4875.4,,,,,,,False,,False,,False,,
34017,18404,11767.0,,,,,7279.0,,8579.1,,8015.6,,,-6637.0,,,,,-11125.0,,-9824.9,,-10388.4,,,,,,,False,,False,,False,,
34019,1936,1162.0,,,,,865.0,,1448.8,,998.3,,,-774.0,,,,,-1071.0,,-487.2,,-937.7,,,,,,,False,,True,,False,,
34021,8260,6524.0,,,,,4675.0,,16871.0,,2515.9,,,-1736.0,,,,,-3585.0,,8611.0,,-5744.1,,,,,,,False,,False,,False,,
34023,20410,11522.0,,,,,10103.0,,7492.0,,10099.9,,,-8888.0,,,,,-10307.0,,-12918.0,,-10310.1,,,,,,,False,,False,,False,,
34025,16409,8925.0,,,,,6828.0,,13509.7,,8211.4,,,-7484.0,,,,,-9581.0,,-2899.3,,-8197.6,,,,,,,False,,True,,False,,
34027,9641,6867.0,,,,,5348.0,,6204.9,,5630.9,,,-2774.0,,,,,-4293.0,,-3436.1,,-4010.1,,,,,,,False,,False,,False,,
34029,15009,6482.0,,,,,7482.0,,8187.5,,5250.7,,,-8527.0,,,,,-7527.0,,-6821.5,,-9758.3,,,,,,,True,,True,,False,,
34031,15917,14602.0,,,,,7167.0,,13369.1,,8290.3,,,-1315.0,,,,,-8750.0,,-2547.9,,-7626.7,,,,,,,False,,False,,False,,
34033,1525,658.0,,,,,564.0,,1223.6,,347.4,,,-867.0,,,,,-961.0,,-301.4,,-1177.6,,,,,,,False,,True,,False,,
34035,5404,4298.0,,,,,3337.0,,7947.9,,2410.2,,,-1106.0,,,,,-2067.0,,2543.9,,-2993.8,,,,,,,False,,False,,False,,
34037,2605,1204.0,,,,,940.0,,1590.4,,637.7,,,-1401.0,,,,,-1665.0,,-1014.6,,-1967.3,,,,,,,False,,True,,False,,
34039,13354,13335.0,,,,,7059.0,,7489.3,,11825.0,,,-19.0,,,,,-6295.0,,-5864.7,,-1529.0,,,,,,,False,,False,,False,,
34041,2071,1428.0,,,,,886.0,,3253.0,,833.5,,,-643.0,,,,,-1185.0,,1182.0,,-1237.5,,,,,,,False,,False,,False,,
35001,25191,18907.0,,,,,18975.0,,62118.8,,21347.9,,,-6284.0,,,,,-6216.0,,36927.8,,-3843.1,,,,,,,True,,False,,True,,
35003,45,28.0,,,,,28.0,,1681.4,,,,,-17.0,,,,,-17.0,,1636.4,,,,,,,,,False,,False,,,,
35005,4059,3822.0,,,,,2329.0,,9012.4,,3233.8,,,-237.0,,,,,-1730.0,,4953.4,,-825.2,,,,,,,False,,False,,False,,
35006,1346,1225.0,,,,,962.0,,925.0,,,,,-121.0,,,,,-384.0,,-421.0,,,,,,,,,False,,False,,,,
35007,446,182.0,,,,,226.0,,6555.2,,,,,-264.0,,,,,-220.0,,6109.2,,,,,,,,,True,,False,,,,
35009,1844,2779.0,,,,,4368.0,,9977.0,,2504.3,,,935.0,,,,,2524.0,,8133.0,,660.3,,,,,,,False,,False,,True,,
35011,76,133.0,,,,,60.0,,983.3,,,,,57.0,,,,,-16.0,,907.3,,,,,,,,,True,,False,,,,
35013,8099,10906.0,,,,,11359.0,,9851.1,,9437.0,,,2807.0,,,,,3260.0,,1752.1,,1338.0,,,,,,,False,,True,,True,,
35015,2590,2282.0,,,,,2351.0,,7021.2,,1777.4,,,-308.0,,,,,-239.0,,4431.2,,-812.6,,,,,,,True,,False,,False,,
35017,655,378.0,,,,,290.0,,1593.2,,,,,-277.0,,,,,-365.0,,938.2,,,,,,,,,False,,False,,,,
35019,217,98.0,,,,,142.0,,1335.3,,,,,-119.0,,,,,-75.0,,1118.3,,,,,,,,,True,,False,,,,
35021,4,21.0,,,,,38.0,,345.5,,,,,17.0,,,,,34.0,,341.5,,,,,,,,,False,,False,,,,
35023,100,91.0,,,,,60.0,,79.5,,,,,-9.0,,,,,-40.0,,-20.5,,,,,,,,,False,,False,,,,
35025,3863,3094.0,,,,,3489.0,,11308.5,,1391.6,,,-769.0,,,,,-374.0,,7445.5,,-2471.4,,,,,,,True,,False,,False,,
35027,551,581.0,,,,,345.0,,3646.0,,,,,30.0,,,,,-206.0,,3095.0,,,,,,,,,False,,False,,,,
35028,213,154.0,,,,,343.0,,2071.1,,,,,-59.0,,,,,130.0,,1858.1,,,,,,,,,False,,False,,,,
35029,878,1078.0,,,,,496.0,,124.7,,793.0,,,200.0,,,,,-382.0,,-753.3,,-85.0,,,,,,,False,,False,,True,,
35031,4723,1708.0,,,,,1805.0,,1082.6,,395.9,,,-3015.0,,,,,-2918.0,,-3640.4,,-4327.1,,,,,,,True,,False,,False,,
35033,105,14.0,,,,,66.0,,265.2,,,,,-91.0,,,,,-39.0,,160.2,,,,,,,,,True,,False,,,,
35035,1362,854.0,,,,,1363.0,,3061.5,,,,,-508.0,,,,,1.0,,1699.5,,,,,,,,,True,,False,,,,
35037,190,168.0,,,,,312.0,,647.8,,,,,-22.0,,,,,122.0,,457.8,,,,,,,,,False,,False,,,,
35039,1593,882.0,,,,,730.0,,4493.7,,,,,-711.0,,,,,-863.0,,2900.7,,,,,,,,,False,,False,,,,
35041,827,770.0,,,,,893.0,,1885.7,,,,,-57.0,,,,,66.0,,1058.7,,,,,,,,,False,,False,,,,
35043,5404,3668.0,,,,,3685.0,,32097.8,,3060.0,,,-1736.0,,,,,-1719.0,,26693.8,,-2344.0,,,,,,,True,,False,,False,,
35045,6113,1911.0,,,,,2127.0,,5703.7,,1326.7,,,-4202.0,,,,,-3986.0,,-409.3,,-4786.3,,,,,,,True,,True,,False,,
35047,596,385.0,,,,,1697.0,,1336.9,,,,,-211.0,,,,,1101.0,,740.9,,,,,,,,,False,,False,,,,
35049,4443,4991.0,,,,,4030.0,,26936.9,,3031.5,,,548.0,,,,,-413.0,,22493.9,,-1411.5,,,,,,,True,,False,,False,,
35051,374,182.0,,,,,120.0,,78.2,,,,,-192.0,,,,,-254.0,,-295.8,,,,,,,,,False,,False,,,,
35053,580,497.0,,,,,322.0,,621.4,,,,,-83.0,,,,,-258.0,,41.4,,,,,,,,,False,,True,,,,
35055,728,798.0,,,,,630.0,,2796.3,,,,,70.0,,,,,-98.0,,2068.3,,,,,,,,,False,,False,,,,
35057,327,231.0,,,,,419.0,,856.7,,,,,-96.0,,,,,92.0,,529.7,,,,,,,,,True,,False,,,,
35059,146,28.0,,,,,122.0,,2.1,,,,,-118.0,,,,,-24.0,,-143.9,,,,,,,,,True,,False,,,,
35061,3394,2058.0,,,,,2203.0,,5023.7,,1426.5,,,-1336.0,,,,,-1191.0,,1629.7,,-1967.5,,,,,,,True,,False,,False,,
36001,7685,3430.0,,,,,2477.0,,30127.8,,2063.5,,,-4255.0,,,,,-5208.0,,22442.8,,-5621.5,,,,,,,False,,False,,False,,
36003,1266,1211.0,,,,,626.0,,2712.7,,,,,-55.0,,,,,-640.0,,1446.7,,,,,,,,,False,,False,,,,
36005,27022,11718.0,,,,,,,24796.7,,4948.0,,,-15304.0,,,,,,,-2225.3,,-22074.0,,,,,,,,,True,,False,,
36007,4125,2660.0,,,,,2739.0,,1295.3,,2671.5,,,-1465.0,,,,,-1386.0,,-2829.7,,-1453.5,,,,,,,True,,False,,True,,
36009,1955,532.0,,,,,1030.0,,284.2,,,,,-1423.0,,,,,-925.0,,-1670.8,,,,,,,,,True,,False,,,,
36011,2445,763.0,,,,,612.0,,1163.3,,,,,-1682.0,,,,,-1833.0,,-1281.7,,,,,,,,,False,,True,,,,
36013,2487,917.0,,,,,1943.0,,443.7,,561.4,,,-1570.0,,,,,-544.0,,-2043.3,,-1925.6,,,,,,,True,,False,,False,,
36015,2298,1645.0,,,,,1582.0,,481.9,,1517.2,,,-653.0,,,,,-716.0,,-1816.1,,-780.8,,,,,,,False,,False,,False,,
36017,780,280.0,,,,,335.0,,129.8,,,,,-500.0,,,,,-445.0,,-650.2,,,,,,,,,True,,False,,,,
36019,838,525.0,,,,,484.0,,1550.3,,,,,-313.0,,,,,-354.0,,712.3,,,,,,,,,False,,False,,,,
36021,839,616.0,,,,,470.0,,1067.7,,,,,-223.0,,,,,-369.0,,228.7,,,,,,,,,False,,False,,,,
36023,1438,630.0,,,,,478.0,,479.4,,,,,-808.0,,,,,-960.0,,-958.6,,,,,,,,,False,,False,,,,
36025,460,343.0,,,,,268.0,,1419.0,,,,,-117.0,,,,,-192.0,,959.0,,,,,,,,,False,,False,,,,
36027,6457,2835.0,,,,,2400.0,,23190.8,,1248.1,,,-3622.0,,,,,-4057.0,,16733.8,,-5208.9,,,,,,,False,,False,,False,,
36029,24996,19264.0,,,,,10706.0,,138152.7,,7992.4,,,-5732.0,,,,,-14290.0,,113156.7,,-17003.6,,,,,,,False,,False,,False,,
36031,390,91.0,,,,,307.0,,144.3,,,,,-299.0,,,,,-83.0,,-245.7,,,,,,,,,True,,True,,,,
36033,613,399.0,,,,,395.0,,5059.9,,,,,-214.0,,,,,-218.0,,4446.9,,,,,,,,,False,,False,,,,
36035,954,119.0,,,,,417.0,,309.9,,,,,-835.0,,,,,-537.0,,-644.1,,,,,,,,,True,,True,,,,
36037,2221,924.0,,,,,525.0,,5646.0,,,,,-1297.0,,,,,-1696.0,,3425.0,,,,,,,,,False,,False,,,,
36039,848,217.0,,,,,297.0,,2184.8,,,,,-631.0,,,,,-551.0,,1336.8,,,,,,,,,True,,False,,,,
36041,90,42.0,,,,,28.0,,6.7,,,,,-48.0,,,,,-62.0,,-83.3,,,,,,,,,False,,False,,,,
36043,1842,294.0,,,,,396.0,,1747.4,,,,,-1548.0,,,,,-1446.0,,-94.6,,,,,,,,,True,,True,,,,
36045,1578,378.0,,,,,528.0,,542.4,,,,,-1200.0,,,,,-1050.0,,-1035.6,,,,,,,,,True,,True,,,,
36047,44316,20216.0,,,,,,,56418.9,,18246.2,,,-24100.0,,,,,,,12102.9,,-26069.8,,,,,,,,,True,,False,,
36049,730,427.0,,,,,131.0,,302.5,,,,,-303.0,,,,,-599.0,,-427.5,,,,,,,,,False,,False,,,,
36051,1491,553.0,,,,,536.0,,666.6,,,,,-938.0,,,,,-955.0,,-824.4,,,,,,,,,False,,True,,,,
36053,1668,462.0,,,,,462.0,,1297.1,,,,,-1206.0,,,,,-1206.0,,-370.9,,,,,,,,,False,,True,,,,
36055,24885,11991.0,,,,,5319.0,,79765.1,,7412.6,,,-12894.0,,,,,-19566.0,,54880.1,,-17472.4,,,,,,,False,,False,,False,,
36057,1130,168.0,,,,,354.0,,248.1,,,,,-962.0,,,,,-776.0,,-881.9,,,,,,,,,True,,True,,,,
36059,37181,15890.0,,,,,13829.0,,54963.6,,6296.2,,,-21291.0,,,,,-23352.0,,17782.6,,-30884.8,,,,,,,False,,True,,False,,
36061,23732,14413.0,,,,,9772.0,,104913.4,,7801.9,,,-9319.0,,,,,-13960.0,,81181.4,,-15930.1,,,,,,,False,,False,,False,,
36063,6223,2555.0,,,,,2108.0,,31190.8,,1335.6,,,-3668.0,,,,,-4115.0,,24967.8,,-4887.4,,,,,,,False,,False,,False,,
36065,9195,3437.0,,,,,1678.0,,21182.5,,1535.4,,,-5758.0,,,,,-7517.0,,11987.5,,-7659.6,,,,,,,False,,False,,False,,
36067,14276,8778.0,,,,,3749.0,,51164.3,,7325.6,,,-5498.0,,,,,-10527.0,,36888.3,,-6950.4,,,,,,,False,,False,,False,,
36069,2518,1015.0,,,,,840.0,,2756.7,,,,,-1503.0,,,,,-1678.0,,238.7,,,,,,,,,False,,True,,,,
36071,9098,5110.0,,,,,4303.0,,6326.3,,4300.1,,,-3988.0,,,,,-4795.0,,-2771.7,,-4797.9,,,,,,,False,,True,,False,,
36073,914,518.0,,,,,282.0,,4151.1,,,,,-396.0,,,,,-632.0,,3237.1,,,,,,,,,False,,False,,,,
36075,2632,1540.0,,,,,724.0,,15578.2,,,,,-1092.0,,,,,-1908.0,,12946.2,,,,,,,,,False,,False,,,,
36077,791,126.0,,,,,304.0,,83.8,,,,,-665.0,,,,,-487.0,,-707.2,,,,,,,,,True,,False,,,,
36079,2891,1379.0,,,,,777.0,,5808.6,,712.4,,,-1512.0,,,,,-2114.0,,2917.6,,-2178.6,,,,,,,False,,False,,False,,
36081,45019,20496.0,,,,,,,44721.7,,12252.9,,,-24523.0,,,,,,,-297.3,,-32766.1,,,,,,,,,True,,False,,
36083,3271,840.0,,,,,1827.0,,3844.3,,432.7,,,-2431.0,,,,,-1444.0,,573.3,,-2838.3,,,,,,,True,,True,,False,,
36085,16368,8554.0,,,,,,,16254.5,,4419.0,,,-7814.0,,,,,,,-113.5,,-11949.0,,,,,,,,,True,,False,,
36087,8288,6083.0,,,,,4018.0,,2619.7,,6388.0,,,-2205.0,,,,,-4270.0,,-5668.3,,-1900.0,,,,,,,False,,False,,True,,
36089,1699,581.0,,,,,622.0,,2810.5,,,,,-1118.0,,,,,-1077.0,,1111.5,,,,,,,,,True,,True,,,,
36091,4394,1022.0,,,,,2051.0,,712.5,,756.5,,,-3372.0,,,,,-2343.0,,-3681.5,,-3637.5,,,,,,,True,,False,,False,,
36093,4369,1113.0,,,,,1380.0,,2999.6,,475.5,,,-3256.0,,,,,-2989.0,,-1369.4,,-3893.5,,,,,,,True,,True,,False,,
36095,448,140.0,,,,,158.0,,1464.4,,,,,-308.0,,,,,-290.0,,1016.4,,,,,,,,,True,,False,,,,
36097,339,280.0,,,,,170.0,,239.3,,,,,-59.0,,,,,-169.0,,-99.7,,,,,,,,,False,,False,,,,
36099,646,238.0,,,,,274.0,,2271.1,,,,,-408.0,,,,,-372.0,,1625.1,,,,,,,,,True,,False,,,,
36101,2133,1358.0,,,,,1356.0,,458.9,,685.6,,,-775.0,,,,,-777.0,,-1674.1,,-1447.4,,,,,,,False,,False,,False,,
36103,46775,17311.0,,,,,16778.0,,116383.3,,6740.5,,,-29464.0,,,,,-29997.0,,69608.3,,-40034.5,,,,,,,False,,False,,False,,
36105,1249,546.0,,,,,823.0,,243.1,,295.8,,,-703.0,,,,,-426.0,,-1005.9,,-953.2,,,,,,,True,,False,,False,,
36107,800,819.0,,,,,605.0,,443.3,,,,,19.0,,,,,-195.0,,-356.7,,,,,,,,,False,,False,,,,
36109,1334,763.0,,,,,718.0,,3385.9,,,,,-571.0,,,,,-616.0,,2051.9,,,,,,,,,False,,False,,,,
36111,3167,1127.0,,,,,1143.0,,4938.3,,579.8,,,-2040.0,,,,,-2024.0,,1771.3,,-2587.2,,,,,,,True,,True,,False,,
36113,765,189.0,,,,,747.0,,310.1,,,,,-576.0,,,,,-18.0,,-454.9,,,,,,,,,True,,True,,,,
36115,489,140.0,,,,,801.0,,255.0,,,,,-349.0,,,,,312.0,,-234.0,,,,,,,,,True,,True,,,,
36117,1951,658.0,,,,,503.0,,324.1,,,,,-1293.0,,,,,-1448.0,,-1626.9,,,,,,,,,False,,False,,,,
36119,27534,14973.0,,,,,9354.0,,47791.6,,8124.2,,,-12561.0,,,,,-18180.0,,20257.6,,-19409.8,,,,,,,False,,False,,False,,
36121,1131,679.0,,,,,433.0,,2591.2,,,,,-452.0,,,,,-698.0,,1460.2,,,,,,,,,False,,False,,,,
36123,338,280.0,,,,,196.0,,213.0,,,,,-58.0,,,,,-142.0,,-125.0,,,,,,,,,False,,False,,,,
37001,4791,2520.0,,,,,1803.0,,1864.8,,2943.8,,,-2271.0,,,,,-2988.0,,-2926.2,,-1847.2,,,,,,,False,,False,,True,,
37003,1493,994.0,,,,,701.0,,1042.5,,706.5,,,-499.0,,,,,-792.0,,-450.5,,-786.5,,,,,,,False,,True,,False,,
37005,311,77.0,,,,,122.0,,8.4,,,,,-234.0,,,,,-189.0,,-302.6,,,,,,,,,True,,False,,,,
37007,653,308.0,,,,,423.0,,765.7,,,,,-345.0,,,,,-230.0,,112.7,,,,,,,,,True,,True,,,,
37009,674,525.0,,,,,311.0,,337.9,,,,,-149.0,,,,,-363.0,,-336.1,,,,,,,,,False,,False,,,,
37011,663,259.0,,,,,299.0,,259.9,,,,,-404.0,,,,,-364.0,,-403.1,,,,,,,,,True,,True,,,,
37013,1143,406.0,,,,,526.0,,314.2,,331.7,,,-737.0,,,,,-617.0,,-828.8,,-811.3,,,,,,,True,,False,,False,,
37015,451,294.0,,,,,100.0,,473.7,,,,,-157.0,,,,,-351.0,,22.7,,,,,,,,,False,,True,,,,
37017,747,336.0,,,,,328.0,,468.3,,229.4,,,-411.0,,,,,-419.0,,-278.7,,-517.6,,,,,,,False,,True,,False,,
37019,2059,1197.0,,,,,989.0,,2303.5,,593.4,,,-862.0,,,,,-1070.0,,244.5,,-1465.6,,,,,,,False,,True,,False,,
37021,4940,1575.0,,,,,3098.0,,679.8,,1425.4,,,-3365.0,,,,,-1842.0,,-4260.2,,-3514.6,,,,,,,True,,False,,False,,
37023,3212,1456.0,,,,,1680.0,,1362.4,,1686.6,,,-1756.0,,,,,-1532.0,,-1849.6,,-1525.4,,,,,,,True,,False,,True,,
37025,5830,3031.0,,,,,2797.0,,3451.1,,1885.3,,,-2799.0,,,,,-3033.0,,-2378.9,,-3944.7,,,,,,,False,,True,,False,,
37027,3131,1064.0,,,,,1521.0,,311.2,,1049.6,,,-2067.0,,,,,-1610.0,,-2819.8,,-2081.4,,,,,,,True,,False,,False,,
37029,144,84.0,,,,,46.0,,132.7,,,,,-60.0,,,,,-98.0,,-11.3,,,,,,,,,False,,True,,,,
37031,1383,700.0,,,,,1414.0,,856.5,,1137.0,,,-683.0,,,,,31.0,,-526.5,,-246.0,,,,,,,True,,True,,True,,
37033,482,308.0,,,,,277.0,,348.1,,,,,-174.0,,,,,-205.0,,-133.9,,,,,,,,,False,,True,,,,
37035,5950,3192.0,,,,,2612.0,,2347.1,,4145.1,,,-2758.0,,,,,-3338.0,,-3602.9,,-1804.9,,,,,,,False,,False,,True,,
37037,814,609.0,,,,,614.0,,1191.9,,391.9,,,-205.0,,,,,-200.0,,377.9,,-422.1,,,,,,,True,,False,,False,,
37039,470,196.0,,,,,383.0,,273.6,,,,,-274.0,,,,,-87.0,,-196.4,,,,,,,,,True,,True,,,,
37041,282,112.0,,,,,87.0,,15.9,,,,,-170.0,,,,,-195.0,,-266.1,,,,,,,,,False,,False,,,,
37043,143,49.0,,,,,135.0,,0.3,,,,,-94.0,,,,,-8.0,,-142.7,,,,,,,,,True,,False,,,,
37045,3228,1288.0,,,,,1687.0,,491.1,,972.9,,,-1940.0,,,,,-1541.0,,-2736.9,,-2255.1,,,,,,,True,,False,,False,,
37047,1612,1841.0,,,,,645.0,,13574.6,,1222.3,,,229.0,,,,,-967.0,,11962.6,,-389.7,,,,,,,False,,False,,False,,
37049,2632,903.0,,,,,1204.0,,345.4,,854.3,,,-1729.0,,,,,-1428.0,,-2286.6,,-1777.7,,,,,,,True,,False,,False,,
37051,6195,2989.0,,,,,2907.0,,2016.3,,2926.4,,,-3206.0,,,,,-3288.0,,-4178.7,,-3268.6,,,,,,,False,,False,,False,,
37053,403,189.0,,,,,96.0,,913.4,,,,,-214.0,,,,,-307.0,,510.4,,,,,,,,,False,,False,,,,
37055,573,546.0,,,,,463.0,,2924.3,,,,,-27.0,,,,,-110.0,,2351.3,,,,,,,,,False,,False,,,,
37057,4687,2030.0,,,,,2336.0,,2670.6,,2283.1,,,-2657.0,,,,,-2351.0,,-2016.4,,-2403.9,,,,,,,True,,True,,True,,
37059,1238,742.0,,,,,561.0,,3835.7,,,,,-496.0,,,,,-677.0,,2597.7,,,,,,,,,False,,False,,,,
37061,1299,602.0,,,,,490.0,,291.6,,481.7,,,-697.0,,,,,-809.0,,-1007.4,,-817.3,,,,,,,False,,False,,False,,
37063,5025,3150.0,,,,,2289.0,,3385.2,,2387.5,,,-1875.0,,,,,-2736.0,,-1639.8,,-2637.5,,,,,,,False,,True,,False,,
37065,1003,868.0,,,,,423.0,,278.6,,823.4,,,-135.0,,,,,-580.0,,-724.4,,-179.6,,,,,,,False,,False,,False,,
37067,10468,6454.0,,,,,4356.0,,14394.4,,5564.9,,,-4014.0,,,,,-6112.0,,3926.4,,-4903.1,,,,,,,False,,True,,False,,
37069,1547,812.0,,,,,506.0,,3312.0,,610.3,,,-735.0,,,,,-1041.0,,1765.0,,-936.7,,,,,,,False,,False,,False,,
37071,7333,3437.0,,,,,3462.0,,975.9,,3032.2,,,-3896.0,,,,,-3871.0,,-6357.1,,-4300.8,,,,,,,True,,False,,False,,
37073,183,84.0,,,,,50.0,,3315.1,,,,,-99.0,,,,,-133.0,,3132.1,,,,,,,,,False,,False,,,,
37075,157,63.0,,,,,136.0,,82.1,,,,,-94.0,,,,,-21.0,,-74.9,,,,,,,,,True,,True,,,,
37077,1426,714.0,,,,,619.0,,342.5,,388.1,,,-712.0,,,,,-807.0,,-1083.5,,-1037.9,,,,,,,False,,False,,False,,
37079,471,490.0,,,,,162.0,,1343.7,,445.8,,,19.0,,,,,-309.0,,872.7,,-25.2,,,,,,,False,,False,,False,,
37081,11618,7175.0,,,,,5099.0,,9040.6,,8393.8,,,-4443.0,,,,,-6519.0,,-2577.4,,-3224.2,,,,,,,False,,True,,True,,
37083,1313,861.0,,,,,371.0,,353.5,,1048.4,,,-452.0,,,,,-942.0,,-959.5,,-264.6,,,,,,,False,,False,,True,,
37085,2726,1141.0,,,,,1250.0,,712.3,,970.2,,,-1585.0,,,,,-1476.0,,-2013.7,,-1755.8,,,,,,,True,,False,,False,,
37087,1413,371.0,,,,,1099.0,,771.5,,,,,-1042.0,,,,,-314.0,,-641.5,,,,,,,,,True,,True,,,,
37089,2781,756.0,,,,,1633.0,,633.6,,784.1,,,-2025.0,,,,,-1148.0,,-2147.4,,-1996.9,,,,,,,True,,False,,True,,
37091,501,182.0,,,,,146.0,,232.1,,,,,-319.0,,,,,-355.0,,-268.9,,,,,,,,,False,,True,,,,
37093,1095,637.0,,,,,434.0,,712.6,,586.6,,,-458.0,,,,,-661.0,,-382.4,,-508.4,,,,,,,False,,True,,False,,
37095,180,7.0,,,,,51.0,,6.2,,,,,-173.0,,,,,-129.0,,-173.8,,,,,,,,,True,,False,,,,
37097,5238,2079.0,,,,,2560.0,,1619.8,,1636.4,,,-3159.0,,,,,-2678.0,,-3618.2,,-3601.6,,,,,,,True,,False,,False,,
37099,1095,546.0,,,,,592.0,,356.3,,710.9,,,-549.0,,,,,-503.0,,-738.7,,-384.1,,,,,,,True,,False,,True,,
37101,5390,2758.0,,,,,1486.0,,1758.0,,2412.5,,,-2632.0,,,,,-3904.0,,-3632.0,,-2977.5,,,,,,,False,,False,,False,,
37103,222,42.0,,,,,63.0,,28.2,,,,,-180.0,,,,,-159.0,,-193.8,,,,,,,,,True,,False,,,,
37105,1349,343.0,,,,,644.0,,113.2,,193.2,,,-1006.0,,,,,-705.0,,-1235.8,,-1155.8,,,,,,,True,,False,,False,,
37107,1628,756.0,,,,,448.0,,529.3,,637.8,,,-872.0,,,,,-1180.0,,-1098.7,,-990.2,,,,,,,False,,False,,False,,
37109,2705,1260.0,,,,,1345.0,,775.6,,1232.6,,,-1445.0,,,,,-1360.0,,-1929.4,,-1472.4,,,,,,,True,,False,,False,,
37111,1665,770.0,,,,,833.0,,788.2,,646.7,,,-895.0,,,,,-832.0,,-876.8,,-1018.3,,,,,,,True,,True,,False,,
37113,659,266.0,,,,,477.0,,513.1,,,,,-393.0,,,,,-182.0,,-145.9,,,,,,,,,True,,True,,,,
37115,462,294.0,,,,,354.0,,30.9,,,,,-168.0,,,,,-108.0,,-431.1,,,,,,,,,True,,False,,,,
37117,696,189.0,,,,,141.0,,170.7,,,,,-507.0,,,,,-555.0,,-525.3,,,,,,,,,False,,False,,,,
37119,26458,13146.0,,,,,10282.0,,9048.8,,13432.9,,,-13312.0,,,,,-16176.0,,-17409.2,,-13025.1,,,,,,,False,,False,,True,,
37121,524,490.0,,,,,219.0,,115.6,,,,,-34.0,,,,,-305.0,,-408.4,,,,,,,,,False,,False,,,,
37123,694,252.0,,,,,466.0,,165.2,,177.6,,,-442.0,,,,,-228.0,,-528.8,,-516.4,,,,,,,True,,False,,False,,
37125,2543,945.0,,,,,1137.0,,1112.0,,848.5,,,-1598.0,,,,,-1406.0,,-1431.0,,-1694.5,,,,,,,True,,True,,False,,
37127,2304,1407.0,,,,,838.0,,620.6,,975.8,,,-897.0,,,,,-1466.0,,-1683.4,,-1328.2,,,,,,,False,,False,,False,,
37129,3768,2828.0,,,,,2266.0,,1659.5,,2029.7,,,-940.0,,,,,-1502.0,,-2108.5,,-1738.3,,,,,,,False,,False,,False,,
