,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,951,469.0,,,,,460.0,,184.9,,382.4,,,-482.0,,,,,-491.0,,-766.1,,-568.6,,,,,,,False,,False,,False,,
01023,82,21.0,,,,,102.0,,32.0,,,,,-61.0,,,,,20.0,,-50.0,,,,,,,,,True,,True,,,,
01025,944,420.0,,,,,227.0,,136.0,,301.4,,,-524.0,,,,,-717.0,,-808.0,,-642.6,,,,,,,False,,False,,False,,
01027,313,231.0,,,,,157.0,,29.8,,,,,-82.0,,,,,-156.0,,-283.2,,,,,,,,,False,,False,,,,
01029,387,259.0,,,,,207.0,,88.7,,,,,-128.0,,,,,-180.0,,-298.3,,,,,,,,,False,,False,,,,
01031,1523,1295.0,,,,,438.0,,1915.2,,810.0,,,-228.0,,,,,-1085.0,,392.2,,-713.0,,,,,,,False,,False,,False,,
01033,2023,1799.0,,,,,1105.0,,380.1,,485.2,,,-224.0,,,,,-918.0,,-1642.9,,-1537.8,,,,,,,False,,False,,False,,
01035,228,245.0,,,,,100.0,,765.9,,,,,17.0,,,,,-128.0,,537.9,,,,,,,,,False,,False,,,,
01037,256,224.0,,,,,93.0,,87.9,,,,,-32.0,,,,,-163.0,,-168.1,,,,,,,,,False,,False,,,,
01039,929,567.0,,,,,359.0,,92.8,,314.6,,,-362.0,,,,,-570.0,,-836.2,,-614.4,,,,,,,False,,False,,False,,
01041,292,210.0,,,,,110.0,,498.4,,,,,-82.0,,,,,-182.0,,206.4,,,,,,,,,False,,False,,,,
01043,3591,3577.0,,,,,1471.0,,2849.7,,1455.6,,,-14.0,,,,,-2120.0,,-741.3,,-2135.4,,,,,,,False,,False,,False,,
01045,1247,910.0,,,,,451.0,,216.5,,407.3,,,-337.0,,,,,-796.0,,-1030.5,,-839.7,,,,,,,False,,False,,False,,
01047,777,518.0,,,,,333.0,,513.0,,130.6,,,-259.0,,,,,-444.0,,-264.0,,-646.4,,,,,,,False,,False,,False,,
01049,2829,2226.0,,,,,1256.0,,906.2,,1009.0,,,-603.0,,,,,-1573.0,,-1922.8,,-1820.0,,,,,,,False,,False,,False,,
01051,3001,1302.0,,,,,684.0,,1681.5,,710.3,,,-1699.0,,,,,-2317.0,,-1319.5,,-2290.7,,,,,,,False,,True,,False,,
01053,844,322.0,,,,,364.0,,121.6,,237.6,,,-522.0,,,,,-480.0,,-722.4,,-606.4,,,,,,,True,,False,,False,,
01055,4975,3059.0,,,,,1585.0,,1304.6,,1486.4,,,-1916.0,,,,,-3390.0,,-3670.4,,-3488.6,,,,,,,False,,False,,False,,
01057,729,483.0,,,,,231.0,,2060.8,,,,,-246.0,,,,,-498.0,,1331.8,,,,,,,,,False,,False,,,,
01059,997,525.0,,,,,695.0,,52.8,,234.2,,,-472.0,,,,,-302.0,,-944.2,,-762.8,,,,,,,True,,False,,False,,
01061,636,476.0,,,,,248.0,,195.2,,337.0,,,-160.0,,,,,-388.0,,-440.8,,-299.0,,,,,,,False,,False,,False,,
01063,308,112.0,,,,,67.0,,61.7,,,,,-196.0,,,,,-241.0,,-246.3,,,,,,,,,False,,False,,,,
01065,629,315.0,,,,,149.0,,81.2,,,,,-314.0,,,,,-480.0,,-547.8,,,,,,,,,False,,False,,,,
01067,474,238.0,,,,,124.0,,53.5,,,,,-236.0,,,,,-350.0,,-420.5,,,,,,,,,False,,False,,,,
01069,2741,1687.0,,,,,1052.0,,708.8,,1267.0,,,-1054.0,,,,,-1689.0,,-2032.2,,-1474.0,,,,,,,False,,False,,False,,
01071,2529,1561.0,,,,,980.0,,571.5,,746.4,,,-968.0,,,,,-1549.0,,-1957.5,,-1782.6,,,,,,,False,,False,,False,,
01073,26042,13664.0,,,,,6995.0,,14905.0,,5894.8,,,-12378.0,,,,,-19047.0,,-11137.0,,-20147.2,,,,,,,False,,True,,False,,
01075,488,196.0,,,,,210.0,,163.2,,,,,-292.0,,,,,-278.0,,-324.8,,,,,,,,,True,,False,,,,
01077,3363,2436.0,,,,,1833.0,,494.8,,540.5,,,-927.0,,,,,-1530.0,,-2868.2,,-2822.5,,,,,,,False,,False,,False,,
01079,1031,532.0,,,,,632.0,,90.7,,,,,-499.0,,,,,-399.0,,-940.3,,,,,,,,,True,,False,,,,
01081,3327,2121.0,,,,,1446.0,,2054.7,,1517.7,,,-1206.0,,,,,-1881.0,,-1272.3,,-1809.3,,,,,,,False,,False,,False,,
01083,3377,2128.0,,,,,1540.0,,1279.2,,1238.4,,,-1249.0,,,,,-1837.0,,-2097.8,,-2138.6,,,,,,,False,,False,,False,,
01085,199,91.0,,,,,70.0,,21.0,,,,,-108.0,,,,,-129.0,,-178.0,,,,,,,,,False,,False,,,,
01087,362,357.0,,,,,112.0,,164.2,,,,,-5.0,,,,,-250.0,,-197.8,,,,,,,,,False,,False,,,,
01089,11960,6097.0,,,,,4325.0,,9801.8,,2740.2,,,-5863.0,,,,,-7635.0,,-2158.2,,-9219.8,,,,,,,False,,True,,False,,
01091,691,280.0,,,,,194.0,,92.8,,202.2,,,-411.0,,,,,-497.0,,-598.2,,-488.8,,,,,,,False,,False,,False,,
01093,871,420.0,,,,,490.0,,114.1,,181.5,,,-451.0,,,,,-381.0,,-756.9,,-689.5,,,,,,,True,,False,,False,,
01095,4050,3038.0,,,,,1659.0,,4668.9,,1055.3,,,-1012.0,,,,,-2391.0,,618.9,,-2994.7,,,,,,,False,,True,,False,,
01097,7986,5012.0,,,,,3728.0,,1473.3,,2179.5,,,-2974.0,,,,,-4258.0,,-6512.7,,-5806.5,,,,,,,False,,False,,False,,
01099,509,217.0,,,,,164.0,,306.9,,,,,-292.0,,,,,-345.0,,-202.1,,,,,,,,,False,,True,,,,
01101,4805,3136.0,,,,,1889.0,,935.7,,1462.7,,,-1669.0,,,,,-2916.0,,-3869.3,,-3342.3,,,,,,,False,,False,,False,,
01103,5579,3605.0,,,,,1980.0,,2909.5,,1597.2,,,-1974.0,,,,,-3599.0,,-2669.5,,-3981.8,,,,,,,False,,False,,False,,
01105,244,147.0,,,,,78.0,,87.3,,,,,-97.0,,,,,-166.0,,-156.7,,,,,,,,,False,,False,,,,
01107,696,532.0,,,,,249.0,,151.7,,,,,-164.0,,,,,-447.0,,-544.3,,,,,,,,,False,,False,,,,
01109,544,469.0,,,,,298.0,,193.6,,525.5,,,-75.0,,,,,-246.0,,-350.4,,-18.5,,,,,,,False,,False,,True,,
01111,328,357.0,,,,,272.0,,89.0,,,,,29.0,,,,,-56.0,,-239.0,,,,,,,,,False,,False,,,,
01113,788,252.0,,,,,503.0,,20.1,,185.5,,,-536.0,,,,,-285.0,,-767.9,,-602.5,,,,,,,True,,False,,False,,
01115,3000,1834.0,,,,,956.0,,495.1,,909.9,,,-1166.0,,,,,-2044.0,,-2504.9,,-2090.1,,,,,,,False,,False,,False,,
01117,7121,5117.0,,,,,1941.0,,7890.7,,2708.0,,,-2004.0,,,,,-5180.0,,769.7,,-4413.0,,,,,,,False,,True,,False,,
01119,337,147.0,,,,,99.0,,282.8,,,,,-190.0,,,,,-238.0,,-54.2,,,,,,,,,False,,True,,,,
01121,2134,1295.0,,,,,974.0,,674.2,,1038.8,,,-839.0,,,,,-1160.0,,-1459.8,,-1095.2,,,,,,,False,,False,,False,,
01123,803,875.0,,,,,384.0,,877.1,,459.2,,,72.0,,,,,-419.0,,74.1,,-343.8,,,,,,,False,,False,,False,,
01125,7221,4095.0,,,,,2587.0,,1793.1,,3955.9,,,-3126.0,,,,,-4634.0,,-5427.9,,-3265.1,,,,,,,False,,False,,False,,
01127,2079,1043.0,,,,,957.0,,135.5,,394.7,,,-1036.0,,,,,-1122.0,,-1943.5,,-1684.3,,,,,,,False,,False,,False,,
01129,345,441.0,,,,,151.0,,417.6,,,,,96.0,,,,,-194.0,,72.6,,,,,,,,,False,,True,,,,
01131,289,112.0,,,,,69.0,,36.1,,,,,-177.0,,,,,-220.0,,-252.9,,,,,,,,,False,,False,,,,
01133,894,728.0,,,,,450.0,,516.4,,457.8,,,-166.0,,,,,-444.0,,-377.6,,-436.2,,,,,,,False,,False,,False,,
02013,25,7.0,,,,,,,9.2,,,,,-18.0,,,,,,,-15.8,,,,,,,,,,,True,,,,
02016,100,14.0,,,,,,,10.6,,,,,-86.0,,,,,,,-89.4,,,,,,,,,,,False,,,,
02020,11254,14455.0,,,,,,,20137.8,,11566.0,,,3201.0,,,,,,,8883.8,,312.0,,,,,,,,,False,,True,,
02050,1642,1715.0,,,,,,,4344.0,,,,,73.0,,,,,,,2702.0,,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,True,,,,
02068,23,35.0,,,,,,,19.0,,,,,12.0,,,,,,,-4.0,,,,,,,,,,,True,,,,
02070,49,91.0,,,,,,,594.8,,,,,42.0,,,,,,,545.8,,,,,,,,,,,False,,,,
02090,2220,2198.0,,,,,,,322.0,,2030.6,,,-22.0,,,,,,,-1898.0,,-189.4,,,,,,,,,False,,False,,
02100,6,7.0,,,,,,,8.7,,,,,1.0,,,,,,,2.7,,,,,,,,,,,False,,,,
02105,0,0.0,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,True,,,,
02110,328,553.0,,,,,,,107.3,,,,,225.0,,,,,,,-220.7,,,,,,,,,,,True,,,,
02122,1963,2723.0,,,,,,,5166.8,,1024.0,,,760.0,,,,,,,3203.8,,-939.0,,,,,,,,,False,,False,,
02130,81,336.0,,,,,,,6575.3,,,,,255.0,,,,,,,6494.3,,,,,,,,,,,False,,,,
02150,770,147.0,,,,,,,77.6,,,,,-623.0,,,,,,,-692.4,,,,,,,,,,,False,,,,
02158,488,238.0,,,,,,,79.6,,,,,-250.0,,,,,,,-408.4,,,,,,,,,,,False,,,,
02164,33,91.0,,,,,,,55.2,,,,,58.0,,,,,,,22.2,,,,,,,,,,,True,,,,
02170,4203,2730.0,,,,,,,1315.2,,2789.1,,,-1473.0,,,,,,,-2887.8,,-1413.9,,,,,,,,,False,,True,,
02180,117,77.0,,,,,,,15.8,,,,,-40.0,,,,,,,-101.2,,,,,,,,,,,False,,,,
02185,448,441.0,,,,,,,2370.2,,,,,-7.0,,,,,,,1922.2,,,,,,,,,,,False,,,,
02188,101,161.0,,,,,,,33.6,,,,,60.0,,,,,,,-67.4,,,,,,,,,,,False,,,,
02195,10,14.0,,,,,,,2.3,,,,,4.0,,,,,,,-7.7,,,,,,,,,,,False,,,,
02198,30,42.0,,,,,,,3284.0,,,,,12.0,,,,,,,3254.0,,,,,,,,,,,False,,,,
02220,151,154.0,,,,,,,1109.1,,,,,3.0,,,,,,,958.1,,,,,,,,,,,False,,,,
02230,10,0.0,,,,,,,0.0,,,,,-10.0,,,,,,,-10.0,,,,,,,,,,,False,,,,
02240,259,350.0,,,,,,,1373.6,,,,,91.0,,,,,,,1114.6,,,,,,,,,,,False,,,,
02261,145,154.0,,,,,,,245.6,,,,,9.0,,,,,,,100.6,,,,,,,,,,,False,,,,
02275,8,0.0,,,,,,,0.0,,,,,-8.0,,,,,,,-8.0,,,,,,,,,,,False,,,,
02282,14,28.0,,,,,,,36.0,,,,,14.0,,,,,,,22.0,,,,,,,,,,,False,,,,
02290,77,49.0,,,,,,,12.2,,,,,-28.0,,,,,,,-64.8,,,,,,,,,,,False,,,,
04001,3297,1659.0,,,,,2010.0,,2964.4,,567.9,,,-1638.0,,,,,-1287.0,,-332.6,,-2729.1,,,,,,,True,,True,,False,,
04003,4995,2086.0,,,,,1747.0,,21641.1,,721.9,,,-2909.0,,,,,-3248.0,,16646.1,,-4273.1,,,,,,,False,,False,,False,,
04005,5189,3325.0,,,,,2050.0,,4828.7,,1192.6,,,-1864.0,,,,,-3139.0,,-360.3,,-3996.4,,,,,,,False,,True,,False,,
04007,2249,1435.0,,,,,765.0,,1150.1,,516.3,,,-814.0,,,,,-1484.0,,-1098.9,,-1732.7,,,,,,,False,,False,,False,,
04009,1722,1680.0,,,,,653.0,,3049.9,,578.9,,,-42.0,,,,,-1069.0,,1327.9,,-1143.1,,,,,,,False,,False,,False,,
04011,281,133.0,,,,,120.0,,1143.1,,,,,-148.0,,,,,-161.0,,862.1,,,,,,,,,False,,False,,,,
04012,850,259.0,,,,,209.0,,572.3,,,,,-591.0,,,,,-641.0,,-277.7,,,,,,,,,False,,True,,,,
04013,156276,64785.0,,,,,41624.0,,71327.3,,24162.6,,,-91491.0,,,,,-114652.0,,-84948.7,,-132113.4,,,,,,,False,,True,,False,,
04015,7995,2380.0,,,,,2088.0,,3124.0,,880.1,,,-5615.0,,,,,-5907.0,,-4871.0,,-7114.9,,,,,,,False,,True,,False,,
04017,4478,2240.0,,,,,2787.0,,1666.3,,671.8,,,-2238.0,,,,,-1691.0,,-2811.7,,-3806.2,,,,,,,True,,False,,False,,
04019,39687,14987.0,,,,,8476.0,,37948.6,,5663.4,,,-24700.0,,,,,-31211.0,,-1738.4,,-34023.6,,,,,,,False,,True,,False,,
04021,14917,5579.0,,,,,3961.0,,5014.9,,2028.0,,,-9338.0,,,,,-10956.0,,-9902.1,,-12889.0,,,,,,,False,,False,,False,,
04023,2914,1064.0,,,,,486.0,,2678.1,,385.7,,,-1850.0,,,,,-2428.0,,-235.9,,-2528.3,,,,,,,False,,True,,False,,
04025,8108,2058.0,,,,,2214.0,,4653.0,,703.3,,,-6050.0,,,,,-5894.0,,-3455.0,,-7404.7,,,,,,,True,,True,,False,,
04027,13446,6013.0,,,,,1517.0,,11135.5,,2232.4,,,-7433.0,,,,,-11929.0,,-2310.5,,-11213.6,,,,,,,False,,True,,False,,
05001,498,427.0,,,,,506.0,,99.2,,,,,-71.0,,,,,8.0,,-398.8,,,,,,,,,True,,False,,,,
05003,623,406.0,,,,,381.0,,347.7,,,,,-217.0,,,,,-242.0,,-275.3,,,,,,,,,False,,False,,,,
05005,1044,1211.0,,,,,804.0,,1096.4,,,,,167.0,,,,,-240.0,,52.4,,,,,,,,,False,,True,,,,
05007,8306,5985.0,,,,,6771.0,,11571.0,,2396.6,,,-2321.0,,,,,-1535.0,,3265.0,,-5909.4,,,,,,,True,,False,,False,,
05009,1270,1113.0,,,,,809.0,,7652.8,,652.9,,,-157.0,,,,,-461.0,,6382.8,,-617.1,,,,,,,False,,False,,False,,
05011,579,70.0,,,,,274.0,,171.0,,,,,-509.0,,,,,-305.0,,-408.0,,,,,,,,,True,,True,,,,
05013,139,203.0,,,,,104.0,,917.5,,,,,64.0,,,,,-35.0,,778.5,,,,,,,,,True,,False,,,,
05015,946,539.0,,,,,479.0,,732.2,,272.9,,,-407.0,,,,,-467.0,,-213.8,,-673.1,,,,,,,False,,True,,False,,
05017,332,182.0,,,,,231.0,,1210.0,,64.6,,,-150.0,,,,,-101.0,,878.0,,-267.4,,,,,,,True,,False,,False,,
05019,731,581.0,,,,,552.0,,1934.2,,,,,-150.0,,,,,-179.0,,1203.2,,,,,,,,,False,,False,,,,
05021,667,714.0,,,,,504.0,,649.2,,,,,47.0,,,,,-163.0,,-17.8,,,,,,,,,False,,True,,,,
05023,719,343.0,,,,,770.0,,98.8,,,,,-376.0,,,,,51.0,,-620.2,,,,,,,,,True,,False,,,,
05025,281,119.0,,,,,180.0,,9.0,,,,,-162.0,,,,,-101.0,,-272.0,,,,,,,,,True,,False,,,,
05027,730,469.0,,,,,556.0,,319.9,,,,,-261.0,,,,,-174.0,,-410.1,,,,,,,,,True,,False,,,,
05029,905,595.0,,,,,766.0,,8697.7,,,,,-310.0,,,,,-139.0,,7792.7,,,,,,,,,True,,False,,,,
05031,4282,3507.0,,,,,3392.0,,2082.3,,2763.5,,,-775.0,,,,,-890.0,,-2199.7,,-1518.5,,,,,,,False,,False,,False,,
05033,1988,1792.0,,,,,2441.0,,1682.7,,1391.6,,,-196.0,,,,,453.0,,-305.3,,-596.4,,,,,,,False,,False,,False,,
05035,1511,1316.0,,,,,1286.0,,1076.7,,797.9,,,-195.0,,,,,-225.0,,-434.3,,-713.1,,,,,,,False,,False,,False,,
05037,769,231.0,,,,,603.0,,38.0,,,,,-538.0,,,,,-166.0,,-731.0,,,,,,,,,True,,False,,,,
05039,262,224.0,,,,,213.0,,1183.1,,,,,-38.0,,,,,-49.0,,921.1,,,,,,,,,False,,False,,,,
05041,495,140.0,,,,,230.0,,42.6,,,,,-355.0,,,,,-265.0,,-452.4,,,,,,,,,True,,False,,,,
05043,961,273.0,,,,,434.0,,140.3,,,,,-688.0,,,,,-527.0,,-820.7,,,,,,,,,True,,False,,,,
05045,3846,2471.0,,,,,2815.0,,4123.5,,1159.4,,,-1375.0,,,,,-1031.0,,277.5,,-2686.6,,,,,,,True,,True,,False,,
05047,470,252.0,,,,,579.0,,166.9,,,,,-218.0,,,,,109.0,,-303.1,,,,,,,,,True,,False,,,,
05049,473,336.0,,,,,231.0,,302.7,,,,,-137.0,,,,,-242.0,,-170.3,,,,,,,,,False,,False,,,,
05051,2735,2674.0,,,,,2853.0,,7348.6,,1609.4,,,-61.0,,,,,118.0,,4613.6,,-1125.6,,,,,,,False,,False,,False,,
05053,656,315.0,,,,,446.0,,491.7,,,,,-341.0,,,,,-210.0,,-164.3,,,,,,,,,True,,True,,,,
05055,2290,1981.0,,,,,1578.0,,1307.9,,1999.3,,,-309.0,,,,,-712.0,,-982.1,,-290.7,,,,,,,False,,False,,True,,
05057,530,378.0,,,,,440.0,,237.0,,,,,-152.0,,,,,-90.0,,-293.0,,,,,,,,,True,,False,,,,
05059,1125,1309.0,,,,,1191.0,,2106.7,,566.1,,,184.0,,,,,66.0,,981.7,,-558.9,,,,,,,True,,False,,False,,
05061,404,273.0,,,,,250.0,,117.2,,,,,-131.0,,,,,-154.0,,-286.8,,,,,,,,,False,,False,,,,
05063,984,1708.0,,,,,1472.0,,15143.0,,860.6,,,724.0,,,,,488.0,,14159.0,,-123.4,,,,,,,True,,False,,True,,
05065,464,616.0,,,,,381.0,,817.1,,,,,152.0,,,,,-83.0,,353.1,,,,,,,,,True,,False,,,,
05067,1576,1932.0,,,,,740.0,,672.0,,,,,356.0,,,,,-836.0,,-904.0,,,,,,,,,False,,False,,,,
05069,2088,1561.0,,,,,1740.0,,3158.0,,804.9,,,-527.0,,,,,-348.0,,1070.0,,-1283.1,,,,,,,True,,False,,False,,
05071,780,322.0,,,,,957.0,,133.2,,286.7,,,-458.0,,,,,177.0,,-646.8,,-493.3,,,,,,,True,,False,,False,,
05073,119,63.0,,,,,91.0,,8.1,,,,,-56.0,,,,,-28.0,,-110.9,,,,,,,,,True,,False,,,,
05075,585,504.0,,,,,627.0,,110.8,,,,,-81.0,,,,,42.0,,-474.2,,,,,,,,,True,,False,,,,
05077,322,126.0,,,,,336.0,,805.9,,43.1,,,-196.0,,,,,14.0,,483.9,,-278.9,,,,,,,True,,False,,False,,
05079,482,70.0,,,,,434.0,,12.1,,78.1,,,-412.0,,,,,-48.0,,-469.9,,-403.9,,,,,,,True,,False,,True,,
05081,282,287.0,,,,,196.0,,52.4,,,,,5.0,,,,,-86.0,,-229.6,,,,,,,,,False,,False,,,,
05083,749,581.0,,,,,827.0,,7015.1,,,,,-168.0,,,,,78.0,,6266.1,,,,,,,,,True,,False,,,,
05085,2029,1505.0,,,,,1667.0,,2676.8,,934.4,,,-524.0,,,,,-362.0,,647.8,,-1094.6,,,,,,,True,,False,,False,,
05087,531,364.0,,,,,384.0,,3756.7,,,,,-167.0,,,,,-147.0,,3225.7,,,,,,,,,True,,False,,,,
05089,384,420.0,,,,,260.0,,368.2,,,,,36.0,,,,,-124.0,,-15.8,,,,,,,,,False,,True,,,,
05091,921,798.0,,,,,866.0,,108.0,,196.4,,,-123.0,,,,,-55.0,,-813.0,,-724.6,,,,,,,True,,False,,False,,
05093,1624,1435.0,,,,,1507.0,,1335.1,,338.1,,,-189.0,,,,,-117.0,,-288.9,,-1285.9,,,,,,,True,,False,,False,,
05095,241,98.0,,,,,234.0,,30.1,,,,,-143.0,,,,,-7.0,,-210.9,,,,,,,,,True,,False,,,,
05097,300,119.0,,,,,198.0,,441.6,,,,,-181.0,,,,,-102.0,,141.6,,,,,,,,,True,,True,,,,
05099,215,175.0,,,,,226.0,,48.3,,,,,-40.0,,,,,11.0,,-166.7,,,,,,,,,True,,False,,,,
05101,188,196.0,,,,,191.0,,380.5,,,,,8.0,,,,,3.0,,192.5,,,,,,,,,True,,False,,,,
05103,922,392.0,,,,,629.0,,1094.0,,,,,-530.0,,,,,-293.0,,172.0,,,,,,,,,True,,True,,,,
05105,270,154.0,,,,,241.0,,221.2,,,,,-116.0,,,,,-29.0,,-48.8,,,,,,,,,True,,True,,,,
05107,447,189.0,,,,,533.0,,59.9,,,,,-258.0,,,,,86.0,,-387.1,,,,,,,,,True,,False,,,,
05109,389,196.0,,,,,224.0,,604.9,,,,,-193.0,,,,,-165.0,,215.9,,,,,,,,,True,,False,,,,
05111,975,889.0,,,,,913.0,,278.6,,840.9,,,-86.0,,,,,-62.0,,-696.4,,-134.1,,,,,,,True,,False,,False,,
05113,728,868.0,,,,,495.0,,7597.5,,,,,140.0,,,,,-233.0,,6869.5,,,,,,,,,False,,False,,,,
05115,2487,1596.0,,,,,1745.0,,895.3,,976.3,,,-891.0,,,,,-742.0,,-1591.7,,-1510.7,,,,,,,True,,False,,False,,
05117,249,287.0,,,,,260.0,,378.4,,,,,38.0,,,,,11.0,,129.4,,,,,,,,,True,,False,,,,
05119,11217,7910.0,,,,,7115.0,,18899.3,,5639.2,,,-3307.0,,,,,-4102.0,,7682.3,,-5577.8,,,,,,,False,,False,,False,,
05121,652,539.0,,,,,655.0,,1104.4,,,,,-113.0,,,,,3.0,,452.4,,,,,,,,,True,,False,,,,
05123,872,434.0,,,,,1031.0,,330.7,,482.9,,,-438.0,,,,,159.0,,-541.3,,-389.1,,,,,,,True,,False,,True,,
05125,4000,3283.0,,,,,3082.0,,6756.2,,2252.3,,,-717.0,,,,,-918.0,,2756.2,,-1747.7,,,,,,,False,,False,,False,,
05127,320,245.0,,,,,296.0,,488.0,,,,,-75.0,,,,,-24.0,,168.0,,,,,,,,,True,,False,,,,
05129,259,203.0,,,,,208.0,,65.3,,,,,-56.0,,,,,-51.0,,-193.7,,,,,,,,,True,,False,,,,
05131,3802,4242.0,,,,,5119.0,,15307.6,,2206.2,,,440.0,,,,,1317.0,,11505.6,,-1595.8,,,,,,,False,,False,,False,,
05133,530,518.0,,,,,397.0,,128.0,,259.0,,,-12.0,,,,,-133.0,,-402.0,,-271.0,,,,,,,False,,False,,False,,
05135,648,588.0,,,,,475.0,,2410.6,,,,,-60.0,,,,,-173.0,,1762.6,,,,,,,,,False,,False,,,,
05137,345,91.0,,,,,324.0,,183.1,,,,,-254.0,,,,,-21.0,,-161.9,,,,,,,,,True,,True,,,,
05139,1221,567.0,,,,,999.0,,245.9,,204.0,,,-654.0,,,,,-222.0,,-975.1,,-1017.0,,,,,,,True,,False,,False,,
05141,511,147.0,,,,,467.0,,2942.3,,,,,-364.0,,,,,-44.0,,2431.3,,,,,,,,,True,,False,,,,
05143,8588,6860.0,,,,,6652.0,,16520.6,,4348.9,,,-1728.0,,,,,-1936.0,,7932.6,,-4239.1,,,,,,,False,,False,,False,,
05145,2710,2653.0,,,,,2364.0,,3667.0,,2002.0,,,-57.0,,,,,-346.0,,957.0,,-708.0,,,,,,,False,,False,,False,,
05147,210,105.0,,,,,211.0,,14.7,,,,,-105.0,,,,,1.0,,-195.3,,,,,,,,,True,,False,,,,
05149,983,644.0,,,,,650.0,,7566.1,,257.6,,,-339.0,,,,,-333.0,,6583.1,,-725.4,,,,,,,True,,False,,False,,
06001,27758,7672.0,,,,,6241.0,,17070.6,,6653.6,,,-20086.0,,,,,-21517.0,,-10687.4,,-21104.4,,,,,,,False,,True,,False,,
06003,39,49.0,,,,,22.0,,22.7,,,,,10.0,,,,,-17.0,,-16.3,,,,,,,,,False,,False,,,,
06005,2174,196.0,,,,,172.0,,253.3,,,,,-1978.0,,,,,-2002.0,,-1920.7,,,,,,,,,False,,True,,,,
06007,4187,1036.0,,,,,1405.0,,1419.6,,892.9,,,-3151.0,,,,,-2782.0,,-2767.4,,-3294.1,,,,,,,True,,True,,False,,
06009,796,168.0,,,,,165.0,,99.8,,,,,-628.0,,,,,-631.0,,-696.2,,,,,,,,,False,,False,,,,
