,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,OneQuietNight-ML,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-OneQuietNight-ML,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
Georgia,217558,103800.0,88910.0,,111469.9,206032.0,,121774.0,152791.7,67965.5,82196.0,105114.2,74254.0,162573.0,,,95158.2,75634.6,84249.0,-113758.0,-128648.0,,-106088.1,-11526.0,,-95784.0,-64766.3,-149592.5,-135362.0,-112443.8,-143304.0,-54985.0,,,-122399.8,-141923.4,-133309.0,False,,True,True,,True,True,False,False,True,False,True,,,False,False,False
Hawaii,4099,3605.0,4374.0,,3825.0,2574.0,,,3680.6,2365.1,7753.6,3569.4,3300.5,4251.0,,,2385.9,3527.8,4209.0,-494.0,275.0,,-274.0,-1525.0,,,-418.4,-1733.9,3654.6,-529.6,-798.5,152.0,,,-1713.1,-571.2,110.0,True,,True,False,,,True,False,False,False,False,True,,,False,False,True
Idaho,42539,44130.0,38503.0,,42193.8,43615.0,,47400.0,70865.0,36239.5,26151.0,39365.2,45861.0,56289.0,,,33301.2,15493.4,29347.0,1591.0,-4036.0,,-345.2,1076.0,,4861.0,28326.0,-6299.5,-16388.0,-3173.8,3322.0,13750.0,,,-9237.8,-27045.6,-13192.0,False,,True,True,,False,False,False,False,False,False,False,,,False,False,False
Illinois,262416,333250.0,256775.0,,285152.0,423632.0,,347448.0,530596.3,207909.0,281784.8,187161.5,243470.5,378138.0,,,534119.1,118607.0,202365.0,70834.0,-5641.0,,22736.0,161216.0,,85032.0,268180.3,-54507.0,19368.8,-75254.5,-18945.5,115722.0,,,271703.1,-143809.0,-60051.0,True,,True,False,,False,False,True,True,False,True,False,,,False,False,True
Indiana,194082,199125.0,153685.0,,181523.8,287549.0,,197288.0,343205.0,194491.7,130689.7,87654.4,165455.0,240349.0,,,237025.0,62511.0,135674.0,5043.0,-40397.0,,-12558.2,93467.0,,3206.0,149123.0,409.7,-63392.3,-106427.6,-28627.0,46267.0,,,42943.0,-131571.0,-58408.0,False,,False,False,,True,False,True,False,False,False,False,,,False,False,False
Iowa,56716,89880.0,61380.0,,80941.6,168710.0,,98180.0,159111.4,42963.4,56931.7,37167.2,52312.5,120117.0,,,93389.0,18834.7,48090.0,33164.0,4664.0,,24225.6,111994.0,,41464.0,102395.4,-13752.6,215.7,-19548.8,-4403.5,63401.0,,,36673.0,-37881.3,-8626.0,True,,True,False,,False,False,True,True,True,True,False,,,False,False,True
Kansas,74814,92170.0,75105.0,,84607.0,183318.0,,85723.0,165111.8,95509.2,54437.0,59892.5,60563.0,126334.0,,,87060.4,19849.2,47570.0,17356.0,291.0,,9793.0,108504.0,,10909.0,90297.8,20695.2,-20377.0,-14921.5,-14251.0,51520.0,,,12246.4,-54964.8,-27244.0,True,,True,False,,True,False,False,False,True,True,False,,,True,False,False
Kentucky,99788,91370.0,89069.0,,101823.0,82817.0,,97544.0,154117.5,146859.1,66906.0,109659.5,118359.0,123051.0,,,77805.4,46518.2,76684.0,-8418.0,-10719.0,,2035.0,-16971.0,,-2244.0,54329.5,47071.1,-32882.0,9871.5,18571.0,23263.0,,,-21982.6,-53269.8,-23104.0,False,,True,False,,True,False,False,False,False,False,False,,,False,False,False
Louisiana,84673,69465.0,93404.0,,73706.9,67101.0,,80707.0,109168.7,162452.4,80745.2,207430.0,98234.5,123794.0,,,44255.0,17706.6,46986.0,-15208.0,8731.0,,-10966.1,-17572.0,,-3966.0,24495.7,77779.4,-3927.8,122757.0,13561.5,39121.0,,,-40418.0,-66966.4,-37687.0,True,,True,False,,True,False,False,True,False,True,False,,,False,False,False
Maine,13957,5825.0,5339.0,,6872.3,22084.0,,9244.0,10942.5,9185.5,9433.1,2921.6,7319.5,20259.0,,,12992.8,2113.7,3637.0,-8132.0,-8618.0,,-7084.7,8127.0,,-4713.0,-3014.5,-4771.5,-4523.9,-11035.4,-6637.5,6302.0,,,-964.2,-11843.3,-10320.0,False,,True,True,,True,True,True,True,False,True,True,,,True,False,False
Maryland,88723,72385.0,54950.0,,66468.5,196938.0,,76262.0,128023.5,126276.4,89465.1,52563.6,64180.0,88760.0,,,83574.8,41827.9,69078.0,-16338.0,-33773.0,,-22254.5,108215.0,,-12461.0,39300.5,37553.4,742.1,-36159.4,-24543.0,37.0,,,-5148.2,-46895.1,-19645.0,False,,False,False,,True,False,False,True,False,False,True,,,True,False,False
Massachusetts,161712,91570.0,71662.0,,89832.4,155886.0,,90817.0,152260.9,85630.8,117620.2,131268.2,104647.5,132836.0,,,121907.6,61114.7,75247.0,-70142.0,-90050.0,,-71879.6,-5826.0,,-70895.0,-9451.1,-76081.2,-44091.8,-30443.8,-57064.5,-28876.0,,,-39804.4,-100597.3,-86465.0,False,,False,True,,False,True,False,True,True,True,True,,,True,False,False
Michigan,159969,245655.0,195668.0,,236238.5,435739.0,,260793.0,431443.0,197025.0,262705.2,159246.3,221504.0,308729.0,,,190225.9,85861.5,178015.0,85686.0,35699.0,,76269.5,275770.0,,100824.0,271474.0,37056.0,102736.2,-722.7,61535.0,148760.0,,,30256.9,-74107.5,18046.0,True,,True,False,,False,False,True,False,True,True,False,,,True,True,True
Minnesota,113809,205355.0,155803.0,,161743.2,476656.0,,207706.0,416807.0,194833.3,109764.7,144967.5,237635.0,256601.0,,,236881.9,144157.7,128557.0,91546.0,41994.0,,47934.2,362847.0,,93897.0,302998.0,81024.3,-4044.3,31158.5,123826.0,142792.0,,,123072.9,30348.7,14748.0,True,,True,False,,False,False,True,True,True,False,False,,,False,True,True
Mississippi,70337,37695.0,37803.0,,35744.1,50514.0,,40747.0,57167.6,48618.5,28330.7,66928.5,38419.0,67119.0,,,42023.4,33131.6,24424.0,-32642.0,-32534.0,,-34592.9,-19823.0,,-29590.0,-13169.4,-21718.5,-42006.3,-3408.5,-31918.0,-3218.0,,,-28313.6,-37205.4,-45913.0,True,,False,True,,True,True,True,False,True,True,True,,,True,False,False
Missouri,111210,131370.0,101969.0,,131182.4,331274.0,,136026.0,224678.2,83688.5,81233.6,71507.2,82602.0,186813.0,,,181801.0,46042.7,80828.0,20160.0,-9241.0,,19972.4,220064.0,,24816.0,113468.2,-27521.5,-29976.4,-39702.8,-28608.0,75603.0,,,70591.0,-65167.3,-30382.0,True,,True,False,,False,False,False,False,False,False,False,,,False,False,False
Montana,21099,31515.0,24059.0,,31662.0,17288.0,,33167.0,58166.3,52723.7,12555.0,42348.5,33150.5,38075.0,,,17522.4,9710.9,18089.0,10416.0,2960.0,,10563.0,-3811.0,,12068.0,37067.3,31624.7,-8544.0,21249.5,12051.5,16976.0,,,-3576.6,-11388.1,-3010.0,True,,False,True,,False,False,False,True,False,False,False,,,True,False,True
Nebraska,42939,61470.0,45143.0,,53100.8,84403.0,,68260.0,94829.3,29573.2,37896.8,38407.6,44251.5,81163.0,,,59738.8,19284.1,33937.0,18531.0,2204.0,,10161.8,41464.0,,25321.0,51890.3,-13365.8,-5042.2,-4531.4,1312.5,38224.0,,,16799.8,-23654.9,-9002.0,True,,True,False,,False,False,True,True,True,True,False,,,True,False,True
Nevada,79642,87480.0,84842.0,,73917.7,126729.0,,82314.0,117014.7,117592.2,69219.8,147221.0,111797.0,98345.0,,,48981.7,38883.4,76593.0,7838.0,5200.0,,-5724.3,47087.0,,2672.0,37372.7,37950.2,-10422.2,67579.0,32155.0,18703.0,,,-30660.3,-40758.6,-3049.0,True,,True,False,,True,False,False,False,False,False,False,,,False,False,True
New Hampshire,25181,13550.0,14111.0,,16409.0,50560.0,,18839.0,25501.2,31308.6,17435.6,19358.6,19689.5,26349.0,,,20988.3,17382.8,11510.0,-11631.0,-11070.0,,-8772.0,25379.0,,-6342.0,320.2,6127.6,-7745.4,-5822.4,-5491.5,1168.0,,,-4192.7,-7798.2,-13671.0,True,,True,False,,True,True,True,True,True,True,True,,,True,True,False
New Jersey,158819,137570.0,110774.0,,142487.0,368814.0,,130292.0,212074.9,169258.6,172720.3,119207.6,144396.5,173660.0,,,217688.5,72560.3,112961.0,-21249.0,-48045.0,,-16332.0,209995.0,,-28527.0,53255.9,10439.6,13901.3,-39611.4,-14422.5,14841.0,,,58869.5,-86258.7,-45858.0,False,,True,False,,False,False,True,True,False,True,True,,,False,False,False
New Mexico,51397,72710.0,54957.0,,73010.2,85145.0,,68615.0,121706.4,260327.5,49064.0,77506.7,90639.5,80217.0,,,91921.7,20486.0,51086.0,21313.0,3560.0,,21613.2,33748.0,,17218.0,70309.4,208930.5,-2333.0,26109.7,39242.5,28820.0,,,40524.7,-30911.0,-311.0,True,,False,False,,True,False,False,True,False,False,False,,,False,False,True
New York,368502,218075.0,260917.0,,241641.9,613717.0,,212314.0,294751.2,397463.4,368071.4,568281.1,252280.0,352583.0,,,217064.0,227553.2,223093.0,-150427.0,-107585.0,,-126860.1,245215.0,,-156188.0,-73750.8,28961.4,-430.6,199779.1,-116222.0,-15919.0,,,-151438.0,-140948.8,-145409.0,True,,True,False,,False,True,True,True,False,True,True,,,False,True,True
North Carolina,200479,128485.0,161514.0,,116239.1,141514.0,,132887.0,181029.9,156219.6,124362.8,207433.8,142876.5,186143.0,,,101721.4,114559.9,124444.0,-71994.0,-38965.0,,-84239.9,-58965.0,,-67592.0,-19449.1,-44259.4,-76116.2,6954.8,-57602.5,-14336.0,,,-98757.6,-85919.1,-76035.0,True,,False,True,,True,True,True,False,True,True,True,,,False,False,False
North Dakota,14956,31975.0,17554.0,,30505.0,22387.0,,36196.0,53703.2,16328.0,12711.6,17834.6,13175.0,39640.0,,,12103.2,7187.4,27354.0,17019.0,2598.0,,15549.0,7431.0,,21240.0,38747.2,1372.0,-2244.4,2878.6,-1781.0,24684.0,,,-2852.8,-7768.6,12398.0,True,,True,True,,False,False,True,True,True,True,False,,,True,True,True
Ohio,307970,317085.0,356090.0,,297882.9,620362.0,,363777.0,496289.5,367858.2,268257.9,804756.2,308139.5,447695.0,,,464882.9,206288.2,271228.0,9115.0,48120.0,,-10087.1,312392.0,,55807.0,188319.5,59888.2,-39712.1,496786.2,169.5,139725.0,,,156912.9,-101681.8,-36742.0,False,,False,False,,False,False,False,False,False,True,False,,,False,False,False
Oklahoma,102231,114500.0,120150.0,,92071.9,223890.0,,115032.0,174311.4,123302.9,67258.9,257782.8,109881.5,158528.0,,,131254.0,59234.8,110967.0,12269.0,17919.0,,-10159.1,121659.0,,12801.0,72080.4,21071.9,-34972.1,155551.8,7650.5,56297.0,,,29023.0,-42996.2,8736.0,False,,True,False,,False,False,False,False,False,True,False,,,False,False,True
Oregon,43842,44190.0,53442.0,,66296.2,85141.0,,50557.0,75222.5,59688.0,53598.6,113942.1,57528.0,66889.0,,,56588.8,55994.7,47380.0,348.0,9600.0,,22454.2,41299.0,,6715.0,31380.5,15846.0,9756.6,70100.1,13686.0,23047.0,,,12746.8,12152.7,3538.0,False,,False,False,,False,False,False,False,False,False,False,,,False,False,False
Pennsylvania,304635,244785.0,248849.0,,215991.1,548421.0,,264225.0,373729.2,388180.4,274234.0,668497.0,247748.5,358385.0,,,131590.2,142703.5,197995.0,-59850.0,-55786.0,,-88643.9,243786.0,,-40410.0,69094.2,83545.4,-30401.0,363862.0,-56886.5,53750.0,,,-173044.8,-161931.5,-106640.0,True,,False,False,,True,False,False,True,False,True,True,,,False,False,False
Rhode Island,33995,29765.0,30065.0,,28320.6,35139.0,,27181.0,55406.8,34086.2,23955.2,72709.9,33732.5,37469.0,,,35723.4,10262.4,14066.0,-4230.0,-3930.0,,-5674.4,1144.0,,-6814.0,21411.8,91.2,-10039.8,38714.9,-262.5,3474.0,,,1728.4,-23732.6,-19929.0,True,,False,True,,False,False,True,False,False,True,True,,,True,False,False
South Carolina,97807,49465.0,43535.0,,46883.1,109437.0,,56668.0,76860.3,51478.9,54129.5,91211.2,66062.0,82410.0,,,33711.5,29555.7,41001.0,-48342.0,-54272.0,,-50923.9,11630.0,,-41139.0,-20946.7,-46328.1,-43677.5,-6595.8,-31745.0,-15397.0,,,-64095.5,-68251.3,-56806.0,False,,False,True,,True,True,True,True,True,True,True,,,False,False,False
South Dakota,20730,34425.0,20662.0,,28818.8,27067.0,,37750.0,42090.4,14340.3,13078.6,25312.8,29905.5,43449.0,,,21752.6,12697.3,27959.0,13695.0,-68.0,,8088.8,6337.0,,17020.0,21360.4,-6389.7,-7651.4,4582.8,9175.5,22719.0,,,1022.6,-8032.7,7229.0,True,,True,True,,False,False,True,True,True,True,False,,,True,True,True
Tennessee,240666,137895.0,105808.0,,115754.4,168431.0,,149270.0,205210.3,75110.7,91168.9,225663.8,126014.5,192472.0,,,159083.5,74371.9,100894.0,-102771.0,-134858.0,,-124911.6,-72235.0,,-91396.0,-35455.7,-165555.3,-149497.1,-15002.2,-114651.5,-48194.0,,,-81582.5,-166294.1,-139772.0,False,,False,True,,True,True,False,False,True,False,True,,,True,False,False
Texas,527742,345765.0,297205.0,,340840.9,323587.0,,453790.0,465975.5,854250.0,383667.0,343155.5,452863.0,545675.0,,,392100.7,162499.2,240055.0,-181977.0,-230537.0,,-186901.1,-204155.0,,-73952.0,-61766.5,326508.0,-144075.0,-184586.5,-74879.0,17933.0,,,-135641.3,-365242.8,-287687.0,False,,False,False,,True,True,False,True,False,True,True,,,True,False,False
Utah,89567,90540.0,44378.0,,88704.5,151319.0,,126501.0,185486.8,76360.6,69617.0,63107.6,57079.5,106332.0,,,59240.6,25809.0,56741.0,973.0,-45189.0,,-862.5,61752.0,,36934.0,95919.8,-13206.4,-19950.0,-26459.4,-32487.5,16765.0,,,-30326.4,-63758.0,-32826.0,False,,True,False,,False,False,False,False,False,False,False,,,False,False,False
Vermont,3656,2435.0,2798.0,,0.0,29680.0,,3328.0,4751.5,5560.6,2845.8,1239.6,2359.0,8863.0,,,2241.6,1419.0,1468.0,-1221.0,-858.0,,-3656.0,26024.0,,-328.0,1095.5,1904.6,-810.2,-2416.4,-1297.0,5207.0,,,-1414.4,-2237.0,-2188.0,True,,False,False,,True,True,False,True,False,False,False,,,False,False,False
Virginia,125138,89690.0,115961.0,,84243.5,58582.0,,87800.0,140388.3,172839.4,103221.0,144792.8,117214.5,122602.0,,,130518.0,67719.6,82591.0,-35448.0,-9177.0,,-40894.5,-66556.0,,-37338.0,15250.3,47701.4,-21917.0,19654.8,-7923.5,-2536.0,,,5380.0,-57418.4,-42547.0,True,,False,False,,False,True,False,True,True,True,True,,,True,False,False
Washington,79521,96870.0,130950.0,,180892.1,219744.0,,88191.0,129595.7,120158.0,116376.4,218889.8,119733.0,138934.0,,,125172.9,77584.0,93642.0,17349.0,51429.0,,101371.1,140223.0,,8670.0,50074.7,40637.0,36855.4,139368.8,40212.0,59413.0,,,45651.9,-1937.0,14121.0,False,,False,False,,True,False,False,False,False,False,False,,,False,True,True
West Virginia,43482,31235.0,32104.0,,26236.8,67512.0,,34777.0,58966.2,64344.1,21340.9,77895.3,41975.0,48404.0,,,49171.9,22935.5,22965.0,-12247.0,-11378.0,,-17245.2,24030.0,,-8705.0,15484.2,20862.1,-22141.1,34413.3,-1507.0,4922.0,,,5689.9,-20546.5,-20517.0,True,,False,False,,True,False,False,False,False,True,True,,,True,False,False
Wisconsin,118653,163900.0,100220.0,,169674.1,136040.0,,174202.0,288329.3,113770.2,94948.4,67144.9,145114.5,200218.0,,,158402.5,49136.3,88160.0,45247.0,-18433.0,,51021.1,17387.0,,55549.0,169676.3,-4882.8,-23704.6,-51508.1,26461.5,81565.0,,,39749.5,-69516.7,-30493.0,True,,False,True,,False,False,True,True,False,True,False,,,True,False,True
Wyoming,12645,22590.0,17179.0,,22061.7,29845.0,,26754.0,46414.8,28872.4,9516.1,11190.2,15442.5,27594.0,,,23987.7,4371.4,11024.0,9945.0,4534.0,,9416.7,17200.0,,14109.0,33769.8,16227.4,-3128.9,-1454.8,2797.5,14949.0,,,11342.7,-8273.6,-1621.0,True,,True,False,,False,False,False,True,True,True,False,,,False,True,True
US,7114027,5701925.0,5153768.0,3672076.0,5844081.2,9800645.0,5740837.0,5971255.0,9059288.3,7645960.1,5336743.3,8516966.1,5757288.0,9457062.0,7265406.0,5889783.0,5082698.2,3231511.8,4238807.0,-1412102.0,-1960259.0,-3441951.0,-1269945.8,2686618.0,-1373190.0,-1142772.0,1945261.3,531933.1,-1777283.7,1402939.1,-1356739.0,2343035.0,151379.0,-1224244.0,-2031328.8,-3882515.2,-2875220.0,False,False,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False
