,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48433,53,0.0,0.0,,,,,101.0,,14.4,2.0,6.0,16.0,,,,,-53.0,-53.0,,,,,48.0,,-38.6,-51.0,-47.0,-37.0,,,,,False,,,,,True,,True,True,True,True,,,,
48435,144,294.0,0.0,,,,,117.0,,679.6,134.5,285.0,264.0,,,,,150.0,-144.0,,,,,-27.0,,535.6,-9.5,141.0,120.0,,,,,True,,,,,True,,False,True,True,True,,,,
48437,254,186.0,45.0,,,,,278.0,,31.1,68.8,59.0,217.0,,,,,-68.0,-209.0,,,,,24.0,,-222.9,-185.2,-195.0,-37.0,,,,,False,,,,,True,,False,False,False,True,,,,
48439,65879,58944.0,56502.0,,,,,39618.0,,108263.8,54326.6,70919.0,59979.0,,23739.4,,,-6935.0,-9377.0,,,,,-26261.0,,42384.8,-11552.4,5040.0,-5900.0,,-42139.6,,,False,,,,,False,,False,False,True,True,,False,,
48441,4353,1530.0,2071.0,,,,,5427.0,,3415.6,1730.9,1083.0,2584.0,,729.0,,,-2823.0,-2282.0,,,,,1074.0,,-937.4,-2622.1,-3270.0,-1769.0,,-3624.0,,,True,,,,,True,,True,True,False,True,,False,,
48443,49,24.0,0.0,,,,,71.0,,38.6,13.7,9.0,24.0,,,,,-25.0,-49.0,,,,,22.0,,-10.4,-35.3,-40.0,-25.0,,,,,False,,,,,True,,True,False,False,False,,,,
48445,461,828.0,485.0,,,,,707.0,,477.4,135.8,332.0,696.0,,,,,367.0,24.0,,,,,246.0,,16.4,-325.2,-129.0,235.0,,,,,True,,,,,True,,True,True,True,True,,,,
48447,19,18.0,0.0,,,,,147.0,,260.6,7.8,6.0,27.0,,,,,-1.0,-19.0,,,,,128.0,,241.6,-11.2,-13.0,8.0,,,,,False,,,,,False,,False,False,False,False,,,,
48449,593,354.0,48.0,,,,,569.0,,3505.2,441.4,129.0,711.0,,202.7,,,-239.0,-545.0,,,,,-24.0,,2912.2,-151.6,-464.0,118.0,,-390.3,,,False,,,,,True,,False,True,False,True,,False,,
48451,4919,6498.0,4647.0,,,,,5322.0,,7077.8,1432.1,6401.0,7114.0,,1549.8,,,1579.0,-272.0,,,,,403.0,,2158.8,-3486.9,1482.0,2195.0,,-3369.2,,,True,,,,,True,,False,False,True,False,,False,,
48453,15383,10026.0,8582.0,,,,,13467.0,,20400.1,18656.1,15003.5,10116.0,,4161.0,,,-5357.0,-6801.0,,,,,-1916.0,,5017.1,3273.1,-379.5,-5267.0,,-11222.0,,,False,,,,,True,,True,True,True,True,,False,,
48455,103,72.0,72.0,,,,,257.0,,49.8,66.9,23.0,222.0,,,,,-31.0,-31.0,,,,,154.0,,-53.2,-36.1,-80.0,119.0,,,,,False,,,,,False,,False,False,False,False,,,,
48457,308,90.0,38.0,,,,,509.0,,198.6,89.1,46.0,297.0,,,,,-218.0,-270.0,,,,,201.0,,-109.4,-218.9,-262.0,-11.0,,,,,False,,,,,True,,True,False,False,True,,,,
48459,841,234.0,217.0,,,,,655.0,,197.9,236.4,96.0,707.0,,,,,-607.0,-624.0,,,,,-186.0,,-643.1,-604.6,-745.0,-134.0,,,,,False,,,,,True,,False,True,False,True,,,,
48461,176,60.0,0.0,,,,,143.0,,1684.5,19.0,12.0,88.0,,,,,-116.0,-176.0,,,,,-33.0,,1508.5,-157.0,-164.0,-88.0,,,,,False,,,,,True,,False,False,False,True,,,,
48463,872,648.0,400.0,,,,,377.0,,3334.7,512.9,1013.0,805.0,,,,,-224.0,-472.0,,,,,-495.0,,2462.7,-359.1,141.0,-67.0,,,,,False,,,,,False,,False,False,True,True,,,,
48465,1764,912.0,1138.0,,,,,1912.0,,2059.3,743.0,533.0,1184.0,,448.5,,,-852.0,-626.0,,,,,148.0,,295.3,-1021.0,-1231.0,-580.0,,-1315.5,,,True,,,,,True,,True,False,False,True,,False,,
48467,932,984.0,1819.0,,,,,1012.0,,9430.5,1157.7,619.0,1330.0,,,,,52.0,887.0,,,,,80.0,,8498.5,225.7,-313.0,398.0,,,,,False,,,,,False,,False,False,False,False,,,,
48469,1092,1176.0,2745.0,,,,,585.0,,4321.3,1307.9,928.0,2095.0,,465.9,,,84.0,1653.0,,,,,-507.0,,3229.3,215.9,-164.0,1003.0,,-626.1,,,False,,,,,False,,False,False,False,False,,False,,
48471,1844,510.0,1163.0,,,,,1291.0,,540.2,801.2,291.5,1262.0,,352.5,,,-1334.0,-681.0,,,,,-553.0,,-1303.8,-1042.8,-1552.5,-582.0,,-1491.5,,,True,,,,,True,,True,True,False,True,,False,,
48473,896,252.0,225.0,,,,,471.0,,211.8,319.9,183.5,652.0,,135.9,,,-644.0,-671.0,,,,,-425.0,,-684.2,-576.1,-712.5,-244.0,,-760.1,,,False,,,,,True,,False,True,False,True,,False,,
48475,338,396.0,598.0,,,,,618.0,,5153.7,466.4,236.0,369.0,,,,,58.0,260.0,,,,,280.0,,4815.7,128.4,-102.0,31.0,,,,,False,,,,,False,,False,False,False,True,,,,
48477,479,564.0,1271.0,,,,,404.0,,1330.2,627.8,548.0,862.0,,,,,85.0,792.0,,,,,-75.0,,851.2,148.8,69.0,383.0,,,,,False,,,,,True,,False,False,True,False,,,,
48479,8620,8424.0,14817.0,,,,,3399.0,,22033.7,8155.2,15904.5,9260.0,,3185.0,,,-196.0,6197.0,,,,,-5221.0,,13413.7,-464.8,7284.5,640.0,,-5435.0,,,False,,,,,False,,False,False,False,False,,False,,
48481,781,366.0,345.0,,,,,259.0,,311.8,219.3,223.0,781.0,,148.9,,,-415.0,-436.0,,,,,-522.0,,-469.2,-561.7,-558.0,0.0,,-632.1,,,False,,,,,False,,False,False,False,True,,False,,
48483,146,222.0,66.0,,,,,187.0,,130.5,32.6,92.0,239.0,,,,,76.0,-80.0,,,,,41.0,,-15.5,-113.4,-54.0,93.0,,,,,False,,,,,True,,True,False,True,False,,,,
48485,4906,4746.0,4594.0,,,,,4077.0,,3387.2,2709.1,4327.5,5945.0,,1368.2,,,-160.0,-312.0,,,,,-829.0,,-1518.8,-2196.9,-578.5,1039.0,,-3537.8,,,False,,,,,False,,False,False,False,False,,False,,
48487,701,378.0,290.0,,,,,522.0,,471.8,218.9,244.0,537.0,,,,,-323.0,-411.0,,,,,-179.0,,-229.2,-482.1,-457.0,-164.0,,,,,False,,,,,True,,True,False,False,True,,,,
48489,373,192.0,0.0,,,,,145.0,,88.4,131.6,86.0,319.0,,118.0,,,-181.0,-373.0,,,,,-228.0,,-284.6,-241.4,-287.0,-54.0,,-255.0,,,False,,,,,False,,False,False,False,True,,False,,
48491,10085,4302.0,1815.0,,,,,7147.0,,1468.2,8386.4,4175.0,5866.0,,1179.9,,,-5783.0,-8270.0,,,,,-2938.0,,-8616.8,-1698.6,-5910.0,-4219.0,,-8905.1,,,False,,,,,True,,False,True,False,True,,False,,
48493,911,198.0,231.0,,,,,315.0,,1403.5,325.0,186.5,607.0,,68.1,,,-713.0,-680.0,,,,,-596.0,,492.5,-586.0,-724.5,-304.0,,-842.9,,,True,,,,,True,,True,True,False,True,,False,,
48495,230,384.0,42.0,,,,,428.0,,3504.6,203.7,297.0,312.0,,,,,154.0,-188.0,,,,,198.0,,3274.6,-26.3,67.0,82.0,,,,,False,,,,,False,,False,True,True,True,,,,
48497,2671,1260.0,2140.0,,,,,1375.0,,1567.2,1485.4,841.0,1632.0,,470.5,,,-1411.0,-531.0,,,,,-1296.0,,-1103.8,-1185.6,-1830.0,-1039.0,,-2200.5,,,True,,,,,True,,True,True,False,True,,False,,
48499,709,552.0,955.0,,,,,662.0,,3016.6,602.2,291.0,1044.0,,,,,-157.0,246.0,,,,,-47.0,,2307.6,-106.8,-418.0,335.0,,,,,False,,,,,True,,False,True,False,False,,,,
48501,200,546.0,329.0,,,,,413.0,,176.4,251.9,265.0,533.0,,,,,346.0,129.0,,,,,213.0,,-23.6,51.9,65.0,333.0,,,,,True,,,,,True,,True,True,True,True,,,,
48503,547,402.0,221.0,,,,,604.0,,274.1,232.8,302.0,524.0,,,,,-145.0,-326.0,,,,,57.0,,-272.9,-314.2,-245.0,-23.0,,,,,False,,,,,True,,False,False,False,True,,,,
48505,534,390.0,250.0,,,,,224.0,,1789.9,194.7,95.0,390.0,,,,,-144.0,-284.0,,,,,-310.0,,1255.9,-339.3,-439.0,-144.0,,,,,False,,,,,False,,False,False,False,False,,,,
48507,287,156.0,186.0,,,,,147.0,,3017.2,111.7,70.0,264.0,,,,,-131.0,-101.0,,,,,-140.0,,2730.2,-175.3,-217.0,-23.0,,,,,True,,,,,False,,False,False,False,True,,,,
49001,0,0.0,0.0,,,,,72.0,,525.5,90.0,,67.0,,,,,0.0,0.0,,,,,72.0,,525.5,90.0,,67.0,,,,,True,,,,,False,,False,False,,False,,,,
49003,0,0.0,0.0,,,,,1987.0,,4490.1,1118.0,,498.0,,,,,0.0,0.0,,,,,1987.0,,4490.1,1118.0,,498.0,,,,,True,,,,,False,,False,False,,False,,,,
49005,0,0.0,76.0,,,,,3992.0,,10476.1,4740.7,,1008.0,,,,,0.0,76.0,,,,,3992.0,,10476.1,4740.7,,1008.0,,,,,False,,,,,False,,False,False,,False,,,,
49007,0,0.0,0.0,,,,,727.0,,1031.8,299.5,,246.0,,,,,0.0,0.0,,,,,727.0,,1031.8,299.5,,246.0,,,,,True,,,,,False,,False,False,,False,,,,
49009,0,0.0,0.0,,,,,43.0,,53.2,10.5,,10.0,,,,,0.0,0.0,,,,,43.0,,53.2,10.5,,10.0,,,,,True,,,,,False,,False,False,,False,,,,
49011,11119,13386.0,13380.0,,,,,16175.0,,11614.8,7861.1,12948.5,13158.0,,4318.1,,,2267.0,2261.0,,,,,5056.0,,495.8,-3257.9,1829.5,2039.0,,-6800.9,,,True,,,,,False,,True,False,True,True,,False,,
49013,0,0.0,0.0,,,,,643.0,,1068.2,265.7,,5.0,,,,,0.0,0.0,,,,,643.0,,1068.2,265.7,,5.0,,,,,True,,,,,False,,False,False,,False,,,,
49015,0,0.0,0.0,,,,,211.0,,454.8,46.4,,93.0,,,,,0.0,0.0,,,,,211.0,,454.8,46.4,,93.0,,,,,True,,,,,False,,False,False,,False,,,,
49017,0,0.0,0.0,,,,,40.0,,384.5,56.0,,34.0,,,,,0.0,0.0,,,,,40.0,,384.5,56.0,,34.0,,,,,True,,,,,False,,False,False,,False,,,,
49019,0,0.0,0.0,,,,,242.0,,457.5,103.6,,0.0,,,,,0.0,0.0,,,,,242.0,,457.5,103.6,,0.0,,,,,True,,,,,False,,False,False,,True,,,,
49021,0,0.0,0.0,,,,,367.0,,4557.4,1579.6,,735.0,,,,,0.0,0.0,,,,,367.0,,4557.4,1579.6,,735.0,,,,,True,,,,,False,,False,False,,False,,,,
49023,0,0.0,0.0,,,,,379.0,,1476.4,102.7,,2.0,,,,,0.0,0.0,,,,,379.0,,1476.4,102.7,,2.0,,,,,True,,,,,False,,False,False,,False,,,,
49025,0,0.0,0.0,,,,,118.0,,561.6,105.8,,80.0,,,,,0.0,0.0,,,,,118.0,,561.6,105.8,,80.0,,,,,True,,,,,False,,False,False,,False,,,,
49027,0,0.0,0.0,,,,,193.0,,2086.2,163.2,,119.0,,,,,0.0,0.0,,,,,193.0,,2086.2,163.2,,119.0,,,,,True,,,,,False,,False,False,,False,,,,
49029,0,0.0,0.0,,,,,255.0,,290.0,108.6,,87.0,,,,,0.0,0.0,,,,,255.0,,290.0,108.6,,87.0,,,,,True,,,,,False,,False,False,,False,,,,
49031,0,0.0,0.0,,,,,72.0,,212.0,6.9,,14.0,,,,,0.0,0.0,,,,,72.0,,212.0,6.9,,14.0,,,,,True,,,,,False,,False,False,,False,,,,
49033,0,0.0,0.0,,,,,122.0,,164.0,17.4,,24.0,,,,,0.0,0.0,,,,,122.0,,164.0,17.4,,24.0,,,,,True,,,,,False,,False,False,,False,,,,
49035,36765,50628.0,39721.0,,,,,48591.0,,38513.9,36895.6,54147.0,48680.0,,22471.8,,,13863.0,2956.0,,,,,11826.0,,1748.9,130.6,17382.0,11915.0,,-14293.2,,,True,,,,,True,,True,True,False,True,,False,,
49037,436,450.0,0.0,,,,,318.0,,1631.0,280.1,585.5,513.0,,,,,14.0,-436.0,,,,,-118.0,,1195.0,-155.9,149.5,77.0,,,,,False,,,,,False,,False,False,False,False,,,,
49039,0,0.0,0.0,,,,,1110.0,,4358.3,723.8,,418.0,,,,,0.0,0.0,,,,,1110.0,,4358.3,723.8,,418.0,,,,,True,,,,,False,,False,False,,False,,,,
49041,0,0.0,0.0,,,,,655.0,,3555.4,363.5,,289.0,,,,,0.0,0.0,,,,,655.0,,3555.4,363.5,,289.0,,,,,True,,,,,False,,False,False,,False,,,,
49043,1253,1356.0,1358.0,,,,,858.0,,868.1,538.6,1245.0,1056.0,,979.9,,,103.0,105.0,,,,,-395.0,,-384.9,-714.4,-8.0,-197.0,,-273.1,,,False,,,,,False,,False,False,True,False,,False,,
49045,2077,2370.0,2289.0,,,,,2592.0,,1864.6,1475.3,2844.5,2484.0,,790.4,,,293.0,212.0,,,,,515.0,,-212.4,-601.7,767.5,407.0,,-1286.6,,,True,,,,,False,,True,False,False,False,,False,,
49047,0,0.0,0.0,,,,,884.0,,2099.6,497.5,,510.0,,,,,0.0,0.0,,,,,884.0,,2099.6,497.5,,510.0,,,,,True,,,,,False,,False,False,,False,,,,
49049,24611,31002.0,22878.0,,,,,25701.0,,26479.7,19503.0,41730.5,28554.0,,28165.1,,,6391.0,-1733.0,,,,,1090.0,,1868.7,-5108.0,17119.5,3943.0,,3554.1,,,True,,,,,True,,True,True,False,True,,True,,
49051,1403,1644.0,1158.0,,,,,1051.0,,3108.7,806.9,2054.0,1492.0,,833.4,,,241.0,-245.0,,,,,-352.0,,1705.7,-596.1,651.0,89.0,,-569.6,,,False,,,,,False,,False,False,False,True,,False,,
49053,0,0.0,0.0,,,,,864.0,,15307.5,6218.3,,1262.0,,,,,0.0,0.0,,,,,864.0,,15307.5,6218.3,,1262.0,,,,,True,,,,,False,,False,False,,False,,,,
49055,0,0.0,0.0,,,,,140.0,,418.2,70.8,,26.0,,,,,0.0,0.0,,,,,140.0,,418.2,70.8,,26.0,,,,,True,,,,,False,,False,False,,False,,,,
49057,0,0.0,23.0,,,,,9367.0,,7332.3,6817.8,,1525.0,,,,,0.0,23.0,,,,,9367.0,,7332.3,6817.8,,1525.0,,,,,False,,,,,False,,False,False,,False,,,,
50001,136,72.0,169.0,,,,,232.0,,293.8,37.7,80.0,514.0,,,,,-64.0,33.0,,,,,96.0,,157.8,-98.3,-56.0,378.0,,,,,True,,,,,False,,False,False,True,False,,,,
50003,336,150.0,321.0,,,,,327.0,,326.5,67.8,211.0,528.0,,,,,-186.0,-15.0,,,,,-9.0,,-9.5,-268.2,-125.0,192.0,,,,,True,,,,,True,,True,False,True,False,,,,
50005,157,186.0,417.0,,,,,233.0,,308.4,74.4,378.5,555.0,,,,,29.0,260.0,,,,,76.0,,151.4,-82.6,221.5,398.0,,,,,False,,,,,False,,False,False,False,False,,,,
50007,1408,990.0,2231.0,,,,,1136.0,,2669.8,1909.2,1123.0,1977.0,,1244.1,,,-418.0,823.0,,,,,-272.0,,1261.8,501.2,-285.0,569.0,,-163.9,,,False,,,,,True,,False,False,True,False,,True,,
50009,56,18.0,0.0,,,,,83.0,,9.0,20.0,40.0,83.0,,,,,-38.0,-56.0,,,,,27.0,,-47.0,-36.0,-16.0,27.0,,,,,False,,,,,True,,False,True,True,True,,,,
50011,373,180.0,490.0,,,,,261.0,,513.9,252.5,512.0,715.0,,,,,-193.0,117.0,,,,,-112.0,,140.9,-120.5,139.0,342.0,,,,,True,,,,,True,,True,True,True,False,,,,
50013,27,18.0,38.0,,,,,18.0,,17.9,8.7,23.0,90.0,,,,,-9.0,11.0,,,,,-9.0,,-9.1,-18.3,-4.0,63.0,,,,,False,,,,,False,,False,False,True,False,,,,
50015,106,216.0,467.0,,,,,133.0,,2044.8,59.5,732.0,342.0,,,,,110.0,361.0,,,,,27.0,,1938.8,-46.5,626.0,236.0,,,,,False,,,,,True,,False,True,False,False,,,,
50017,154,456.0,859.0,,,,,227.0,,5953.5,114.9,2424.0,795.0,,,,,302.0,705.0,,,,,73.0,,5799.5,-39.1,2270.0,641.0,,,,,False,,,,,True,,False,True,False,False,,,,
50019,183,270.0,547.0,,,,,153.0,,433.4,47.3,463.0,577.0,,,,,87.0,364.0,,,,,-30.0,,250.4,-135.7,280.0,394.0,,,,,False,,,,,True,,False,False,False,False,,,,
50021,261,216.0,478.0,,,,,106.0,,4945.7,298.7,279.0,996.0,,,,,-45.0,217.0,,,,,-155.0,,4684.7,37.7,18.0,735.0,,,,,False,,,,,False,,False,True,True,False,,,,
50023,367,1206.0,1764.0,,,,,441.0,,28124.9,296.6,4731.5,1547.0,,,,,839.0,1397.0,,,,,74.0,,27757.9,-70.4,4364.5,1180.0,,,,,False,,,,,True,,False,True,False,False,,,,
50025,319,132.0,261.0,,,,,429.0,,213.7,109.5,133.0,477.0,,,,,-187.0,-58.0,,,,,110.0,,-105.3,-209.5,-186.0,158.0,,,,,True,,,,,True,,True,False,True,True,,,,
50027,265,114.0,216.0,,,,,169.0,,69.5,164.4,114.0,842.0,,,,,-151.0,-49.0,,,,,-96.0,,-195.5,-100.6,-151.0,577.0,,,,,True,,,,,True,,False,True,False,False,,,,
51001,442,210.0,164.0,,,,,268.0,,514.9,188.7,350.0,573.0,,152.4,,,-232.0,-278.0,,,,,-174.0,,72.9,-253.3,-92.0,131.0,,-289.6,,,False,,,,,True,,True,False,True,True,,False,,
51003,1089,540.0,942.0,,,,,763.0,,543.4,986.3,747.0,505.0,,352.6,,,-549.0,-147.0,,,,,-326.0,,-545.6,-102.7,-342.0,-584.0,,-736.4,,,True,,,,,True,,True,True,True,False,,False,,
51005,540,222.0,150.0,,,,,203.0,,10.2,93.8,65.0,335.0,,,,,-318.0,-390.0,,,,,-337.0,,-529.8,-446.2,-475.0,-205.0,,,,,False,,,,,False,,False,False,False,True,,,,
51007,193,96.0,79.0,,,,,118.0,,4602.1,58.8,62.0,136.0,,,,,-97.0,-114.0,,,,,-75.0,,4409.1,-134.2,-131.0,-57.0,,,,,False,,,,,True,,False,False,False,True,,,,
51009,775,300.0,176.0,,,,,355.0,,301.1,195.5,223.0,617.0,,,,,-475.0,-599.0,,,,,-420.0,,-473.9,-579.5,-552.0,-158.0,,,,,False,,,,,True,,True,False,False,True,,,,
51011,377,186.0,171.0,,,,,160.0,,194.2,95.1,131.0,315.0,,,,,-191.0,-206.0,,,,,-217.0,,-182.8,-281.9,-246.0,-62.0,,,,,False,,,,,False,,True,False,False,True,,,,
51013,3472,2592.0,3300.0,,,,,1714.0,,7846.3,4097.1,3139.0,1029.0,,4616.2,,,-880.0,-172.0,,,,,-1758.0,,4374.3,625.1,-333.0,-2443.0,,1144.2,,,True,,,,,False,,False,True,True,False,,False,,
51015,2371,954.0,1697.0,,,,,929.0,,1408.1,1115.6,1047.0,1858.0,,,,,-1417.0,-674.0,,,,,-1442.0,,-962.9,-1255.4,-1324.0,-513.0,,,,,True,,,,,False,,True,True,True,True,,,,
51017,124,90.0,0.0,,,,,67.0,,1772.2,83.2,116.0,111.0,,,,,-34.0,-124.0,,,,,-57.0,,1648.2,-40.8,-8.0,-13.0,,,,,False,,,,,False,,False,False,True,True,,,,
51019,1510,996.0,1685.0,,,,,779.0,,1020.2,915.8,851.0,1642.0,,963.9,,,-514.0,175.0,,,,,-731.0,,-489.8,-594.2,-659.0,132.0,,-546.1,,,True,,,,,False,,True,False,False,True,,False,,
51021,368,72.0,0.0,,,,,86.0,,101.0,120.8,43.0,146.0,,,,,-296.0,-368.0,,,,,-282.0,,-267.0,-247.2,-325.0,-222.0,,,,,False,,,,,True,,True,True,False,True,,,,
51023,654,462.0,419.0,,,,,351.0,,716.1,392.2,402.0,648.0,,,,,-192.0,-235.0,,,,,-303.0,,62.1,-261.8,-252.0,-6.0,,,,,False,,,,,False,,True,False,False,True,,,,
51025,200,42.0,32.0,,,,,144.0,,19.2,68.4,25.0,218.0,,,,,-158.0,-168.0,,,,,-56.0,,-180.8,-131.6,-175.0,18.0,,,,,False,,,,,True,,False,True,False,True,,,,
51027,528,306.0,347.0,,,,,318.0,,1577.6,144.2,299.0,445.0,,,,,-222.0,-181.0,,,,,-210.0,,1049.6,-383.8,-229.0,-83.0,,,,,True,,,,,True,,False,False,False,True,,,,
51029,587,144.0,78.0,,,,,159.0,,1.5,185.3,89.0,290.0,,,,,-443.0,-509.0,,,,,-428.0,,-585.5,-401.7,-498.0,-297.0,,,,,False,,,,,True,,False,True,False,True,,,,
51031,1134,588.0,689.0,,,,,607.0,,617.0,522.0,549.0,1109.0,,,,,-546.0,-445.0,,,,,-527.0,,-517.0,-612.0,-585.0,-25.0,,,,,True,,,,,True,,True,False,False,True,,,,
51033,536,282.0,382.0,,,,,234.0,,666.1,298.3,627.5,391.0,,,,,-254.0,-154.0,,,,,-302.0,,130.1,-237.7,91.5,-145.0,,,,,True,,,,,False,,True,True,True,True,,,,
51035,662,570.0,757.0,,,,,488.0,,485.0,580.9,620.0,820.0,,,,,-92.0,95.0,,,,,-174.0,,-177.0,-81.1,-42.0,158.0,,,,,False,,,,,False,,False,True,True,False,,,,
51036,68,108.0,80.0,,,,,49.0,,351.9,15.3,84.0,114.0,,,,,40.0,12.0,,,,,-19.0,,283.9,-52.7,16.0,46.0,,,,,True,,,,,True,,False,False,True,False,,,,
51037,125,90.0,40.0,,,,,117.0,,19.1,43.6,93.0,200.0,,,,,-35.0,-85.0,,,,,-8.0,,-105.9,-81.4,-32.0,75.0,,,,,False,,,,,True,,False,False,True,False,,,,
51041,4834,3174.0,3630.0,,,,,2587.0,,2667.8,4815.5,3519.0,4028.0,,3417.9,,,-1660.0,-1204.0,,,,,-2247.0,,-2166.2,-18.5,-1315.0,-806.0,,-1416.1,,,True,,,,,False,,False,True,True,True,,True,,
51043,218,168.0,318.0,,,,,207.0,,465.9,123.1,237.0,151.0,,,,,-50.0,100.0,,,,,-11.0,,247.9,-94.9,19.0,-67.0,,,,,False,,,,,True,,False,False,True,False,,,,
51045,69,54.0,42.0,,,,,101.0,,71.2,18.9,56.0,91.0,,,,,-15.0,-27.0,,,,,32.0,,2.2,-50.1,-13.0,22.0,,,,,False,,,,,False,,True,False,True,False,,,,
51047,1165,1002.0,1344.0,,,,,535.0,,1047.7,1373.7,1044.0,1253.0,,898.7,,,-163.0,179.0,,,,,-630.0,,-117.3,208.7,-121.0,88.0,,-266.3,,,False,,,,,False,,True,False,True,True,,False,,
51049,64,30.0,13.0,,,,,69.0,,3.3,31.8,12.0,136.0,,,,,-34.0,-51.0,,,,,5.0,,-60.7,-32.2,-52.0,72.0,,,,,False,,,,,True,,False,True,False,False,,,,
51051,410,174.0,222.0,,,,,249.0,,118.0,274.7,166.0,285.0,,,,,-236.0,-188.0,,,,,-161.0,,-292.0,-135.3,-244.0,-125.0,,,,,True,,,,,True,,False,True,False,True,,,,
51053,308,180.0,96.0,,,,,244.0,,87.9,254.1,162.0,354.0,,,,,-128.0,-212.0,,,,,-64.0,,-220.1,-53.9,-146.0,46.0,,,,,False,,,,,True,,False,True,False,True,,,,
51057,133,66.0,0.0,,,,,94.0,,78.3,49.2,52.0,172.0,,,,,-67.0,-133.0,,,,,-39.0,,-54.7,-83.8,-81.0,39.0,,,,,False,,,,,True,,True,False,False,True,,,,
51059,17097,10812.0,17008.0,,,,,8222.0,,18285.4,17808.9,13911.0,6789.0,,10903.4,,,-6285.0,-89.0,,,,,-8875.0,,1188.4,711.9,-3186.0,-10308.0,,-6193.6,,,True,,,,,False,,True,True,True,False,,True,,
51061,1118,690.0,1420.0,,,,,720.0,,3164.9,1158.9,740.0,885.0,,287.7,,,-428.0,302.0,,,,,-398.0,,2046.9,40.9,-378.0,-233.0,,-830.3,,,True,,,,,True,,False,True,True,True,,False,,
51063,211,168.0,138.0,,,,,198.0,,303.4,133.4,118.0,292.0,,,,,-43.0,-73.0,,,,,-13.0,,92.4,-77.6,-93.0,81.0,,,,,False,,,,,True,,False,False,False,False,,,,
51065,325,84.0,38.0,,,,,225.0,,122.4,152.8,85.0,268.0,,,,,-241.0,-287.0,,,,,-100.0,,-202.6,-172.2,-240.0,-57.0,,,,,False,,,,,True,,True,True,True,True,,,,
51067,990,984.0,695.0,,,,,649.0,,287.9,661.9,961.5,1408.0,,1098.2,,,-6.0,-295.0,,,,,-341.0,,-702.1,-328.1,-28.5,418.0,,108.2,,,False,,,,,False,,False,False,False,False,,False,,
51069,2112,1782.0,3383.0,,,,,1270.0,,22427.1,1786.5,2345.0,2346.0,,1223.1,,,-330.0,1271.0,,,,,-842.0,,20315.1,-325.5,233.0,234.0,,-888.9,,,False,,,,,False,,False,True,True,True,,False,,
51071,385,228.0,287.0,,,,,241.0,,319.4,122.4,203.0,323.0,,,,,-157.0,-98.0,,,,,-144.0,,-65.6,-262.6,-182.0,-62.0,,,,,True,,,,,True,,True,False,False,True,,,,
51073,483,90.0,81.0,,,,,285.0,,314.3,130.6,51.0,415.0,,,,,-393.0,-402.0,,,,,-198.0,,-168.7,-352.4,-432.0,-68.0,,,,,False,,,,,True,,True,True,False,True,,,,
51075,252,144.0,136.0,,,,,197.0,,99.1,123.7,82.0,62.0,,,,,-108.0,-116.0,,,,,-55.0,,-152.9,-128.3,-170.0,-190.0,,,,,False,,,,,True,,False,False,False,False,,,,
51077,311,204.0,196.0,,,,,234.0,,117.9,217.5,157.0,347.0,,,,,-107.0,-115.0,,,,,-77.0,,-193.1,-93.5,-154.0,36.0,,,,,False,,,,,True,,False,True,False,True,,,,
51079,227,96.0,119.0,,,,,199.0,,207.3,135.6,80.0,199.0,,,,,-131.0,-108.0,,,,,-28.0,,-19.7,-91.4,-147.0,-28.0,,,,,True,,,,,True,,True,True,False,True,,,,
51081,105,42.0,0.0,,,,,161.0,,8.0,47.2,53.0,145.0,,,,,-63.0,-105.0,,,,,56.0,,-97.0,-57.8,-52.0,40.0,,,,,False,,,,,True,,False,True,True,True,,,,
51083,402,432.0,479.0,,,,,460.0,,1620.5,358.9,341.0,713.0,,,,,30.0,77.0,,,,,58.0,,1218.5,-43.1,-61.0,311.0,,,,,False,,,,,False,,False,False,False,False,,,,
51085,1838,1212.0,1779.0,,,,,911.0,,978.3,1083.7,1424.0,1187.0,,1251.1,,,-626.0,-59.0,,,,,-927.0,,-859.7,-754.3,-414.0,-651.0,,-586.9,,,True,,,,,False,,False,False,True,False,,True,,
