,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,875,456.0,240.0,,,,,788.0,,294.0,321.6,482.0,928.0,,294.2,,,-419.0,-635.0,,,,,-87.0,,-581.0,-553.4,-393.0,53.0,,-580.8,,,False,,,,,True,,False,False,True,True,,False,,
01023,76,36.0,0.0,,,,,180.0,,4.1,53.9,37.0,218.0,,,,,-40.0,-76.0,,,,,104.0,,-71.9,-22.1,-39.0,142.0,,,,,False,,,,,False,,False,True,True,False,,,,
01025,892,312.0,216.0,,,,,390.0,,87.4,261.8,230.0,595.0,,221.4,,,-580.0,-676.0,,,,,-502.0,,-804.6,-630.2,-662.0,-297.0,,-670.6,,,False,,,,,True,,False,False,False,True,,False,,
01027,275,228.0,149.0,,,,,257.0,,104.4,87.7,241.0,396.0,,,,,-47.0,-126.0,,,,,-18.0,,-170.6,-187.3,-34.0,121.0,,,,,False,,,,,True,,False,False,True,False,,,,
01029,306,486.0,122.0,,,,,310.0,,620.1,121.4,476.5,585.0,,,,,180.0,-184.0,,,,,4.0,,314.1,-184.6,170.5,279.0,,,,,False,,,,,True,,False,False,True,False,,,,
01031,1397,756.0,936.0,,,,,805.0,,1089.6,539.5,858.0,1663.0,,368.4,,,-641.0,-461.0,,,,,-592.0,,-307.4,-857.5,-539.0,266.0,,-1028.6,,,True,,,,,True,,True,False,True,True,,False,,
01033,1807,1296.0,1342.0,,,,,1647.0,,1181.1,893.8,1348.0,2321.0,,487.1,,,-511.0,-465.0,,,,,-160.0,,-625.9,-913.2,-459.0,514.0,,-1319.9,,,True,,,,,True,,False,False,True,False,,False,,
01035,199,174.0,75.0,,,,,168.0,,91.9,94.0,140.0,332.0,,,,,-25.0,-124.0,,,,,-31.0,,-107.1,-105.0,-59.0,133.0,,,,,False,,,,,False,,False,False,False,False,,,,
01037,219,222.0,227.0,,,,,142.0,,3603.3,74.5,207.5,390.0,,,,,3.0,8.0,,,,,-77.0,,3384.3,-144.5,-11.5,171.0,,,,,False,,,,,False,,False,False,False,False,,,,
01039,835,564.0,314.0,,,,,665.0,,141.7,421.7,484.0,1078.0,,237.5,,,-271.0,-521.0,,,,,-170.0,,-693.3,-413.3,-351.0,243.0,,-597.5,,,False,,,,,True,,False,False,False,True,,False,,
01041,263,174.0,63.0,,,,,210.0,,46.5,113.8,136.0,367.0,,,,,-89.0,-200.0,,,,,-53.0,,-216.5,-149.2,-127.0,104.0,,,,,False,,,,,True,,False,False,False,False,,,,
01043,3177,2484.0,2090.0,,,,,2162.0,,2595.1,1683.4,2243.0,3593.0,,631.0,,,-693.0,-1087.0,,,,,-1015.0,,-581.9,-1493.6,-934.0,416.0,,-2546.0,,,False,,,,,False,,True,False,False,True,,False,,
01045,1162,510.0,607.0,,,,,833.0,,433.1,543.0,554.0,1415.0,,401.9,,,-652.0,-555.0,,,,,-329.0,,-728.9,-619.0,-608.0,253.0,,-760.1,,,True,,,,,True,,False,True,True,True,,False,,
01047,644,798.0,275.0,,,,,521.0,,457.5,469.5,1400.0,1236.0,,346.9,,,154.0,-369.0,,,,,-123.0,,-186.5,-174.5,756.0,592.0,,-297.1,,,False,,,,,True,,False,False,False,False,,False,,
01049,2427,2412.0,3471.0,,,,,1627.0,,3169.3,1289.1,3046.0,3442.0,,1188.5,,,-15.0,1044.0,,,,,-800.0,,742.3,-1137.9,619.0,1015.0,,-1238.5,,,False,,,,,False,,False,False,False,False,,False,,
01051,2740,1566.0,2116.0,,,,,1138.0,,3700.1,962.0,1695.0,2436.0,,1052.2,,,-1174.0,-624.0,,,,,-1602.0,,960.1,-1778.0,-1045.0,-304.0,,-1687.8,,,True,,,,,False,,True,False,True,True,,False,,
01053,773,426.0,71.0,,,,,660.0,,459.2,248.2,306.0,1016.0,,177.8,,,-347.0,-702.0,,,,,-113.0,,-313.8,-524.8,-467.0,243.0,,-595.2,,,False,,,,,True,,True,False,False,True,,False,,
01055,4465,3060.0,3877.0,,,,,2239.0,,6355.2,1768.2,3811.5,4344.0,,1189.2,,,-1405.0,-588.0,,,,,-2226.0,,1890.2,-2696.8,-653.5,-121.0,,-3275.8,,,True,,,,,False,,False,False,True,True,,False,,
01057,638,546.0,293.0,,,,,407.0,,452.7,220.4,762.0,702.0,,,,,-92.0,-345.0,,,,,-231.0,,-185.3,-417.6,124.0,64.0,,,,,False,,,,,False,,False,False,False,True,,,,
01059,897,600.0,212.0,,,,,999.0,,170.9,471.0,469.0,1078.0,,322.3,,,-297.0,-685.0,,,,,102.0,,-726.1,-426.0,-428.0,181.0,,-574.7,,,False,,,,,True,,False,False,False,True,,False,,
01061,565,426.0,321.0,,,,,486.0,,374.2,273.6,402.0,823.0,,280.4,,,-139.0,-244.0,,,,,-79.0,,-190.8,-291.4,-163.0,258.0,,-284.6,,,False,,,,,True,,False,False,False,False,,False,,
01063,286,132.0,0.0,,,,,92.0,,622.6,58.1,205.0,177.0,,,,,-154.0,-286.0,,,,,-194.0,,336.6,-227.9,-81.0,-109.0,,,,,False,,,,,False,,False,False,True,True,,,,
01065,587,252.0,24.0,,,,,233.0,,515.6,148.3,237.0,307.0,,,,,-335.0,-563.0,,,,,-354.0,,-71.4,-438.7,-350.0,-280.0,,,,,False,,,,,False,,True,False,False,True,,,,
01067,448,156.0,47.0,,,,,256.0,,24.1,143.7,106.0,461.0,,,,,-292.0,-401.0,,,,,-192.0,,-423.9,-304.2,-342.0,13.0,,,,,False,,,,,True,,False,False,False,True,,,,
01069,2459,1692.0,2864.0,,,,,1606.0,,1761.3,1132.7,2341.0,3382.0,,1022.1,,,-767.0,405.0,,,,,-853.0,,-697.7,-1326.3,-118.0,923.0,,-1436.9,,,True,,,,,False,,True,False,True,False,,False,,
01071,2332,1182.0,794.0,,,,,1339.0,,910.8,792.6,1108.0,2087.0,,464.3,,,-1150.0,-1538.0,,,,,-993.0,,-1421.2,-1539.4,-1224.0,-245.0,,-1867.7,,,False,,,,,True,,False,False,False,True,,False,,
01073,23594,14688.0,15109.0,,,,,9960.0,,27134.4,8978.9,19873.5,19651.0,,5874.7,,,-8906.0,-8485.0,,,,,-13634.0,,3540.4,-14615.1,-3720.5,-3943.0,,-17719.3,,,True,,,,,False,,True,False,True,True,,False,,
01075,460,168.0,129.0,,,,,328.0,,48.7,120.4,154.0,362.0,,,,,-292.0,-331.0,,,,,-132.0,,-411.3,-339.6,-306.0,-98.0,,,,,False,,,,,True,,False,False,False,True,,,,
01077,2910,2718.0,3130.0,,,,,2681.0,,3288.8,1399.9,4214.5,4284.0,,1218.3,,,-192.0,220.0,,,,,-229.0,,378.8,-1510.1,1304.5,1374.0,,-1691.7,,,False,,,,,False,,False,False,False,False,,False,,
01079,901,780.0,632.0,,,,,961.0,,1434.9,379.1,1272.0,1245.0,,369.9,,,-121.0,-269.0,,,,,60.0,,533.9,-521.9,371.0,344.0,,-531.1,,,False,,,,,True,,False,False,False,False,,False,,
01081,3030,1782.0,2040.0,,,,,2157.0,,5378.2,1161.3,2467.0,4056.0,,708.4,,,-1248.0,-990.0,,,,,-873.0,,2348.2,-1868.7,-563.0,1026.0,,-2321.6,,,True,,,,,True,,False,False,True,True,,False,,
01083,3022,2130.0,2350.0,,,,,2071.0,,1572.6,1175.9,2656.0,3310.0,,895.3,,,-892.0,-672.0,,,,,-951.0,,-1449.4,-1846.1,-366.0,288.0,,-2126.7,,,True,,,,,False,,False,False,True,True,,False,,
01085,175,144.0,0.0,,,,,95.0,,117.2,87.7,118.0,227.0,,,,,-31.0,-175.0,,,,,-80.0,,-57.8,-87.3,-57.0,52.0,,,,,False,,,,,False,,False,False,False,False,,,,
01087,323,234.0,382.0,,,,,179.0,,167.5,175.5,224.0,422.0,,,,,-89.0,59.0,,,,,-144.0,,-155.5,-147.5,-99.0,99.0,,,,,True,,,,,False,,False,False,False,False,,,,
01089,11023,5622.0,3832.0,,,,,5697.0,,18667.2,4480.4,6635.0,9011.0,,2022.2,,,-5401.0,-7191.0,,,,,-5326.0,,7644.2,-6542.6,-4388.0,-2012.0,,-9000.8,,,False,,,,,True,,False,False,True,True,,False,,
01091,660,186.0,0.0,,,,,321.0,,83.3,189.8,141.0,493.0,,169.9,,,-474.0,-660.0,,,,,-339.0,,-576.7,-470.2,-519.0,-167.0,,-490.1,,,False,,,,,True,,False,True,False,True,,False,,
01093,804,402.0,486.0,,,,,773.0,,276.1,229.5,335.0,799.0,,215.1,,,-402.0,-318.0,,,,,-31.0,,-527.9,-574.5,-469.0,-5.0,,-588.9,,,True,,,,,True,,False,False,False,True,,False,,
01095,3583,2802.0,3363.0,,,,,2219.0,,7188.9,1826.2,3851.5,4050.0,,1047.1,,,-781.0,-220.0,,,,,-1364.0,,3605.9,-1756.8,268.5,467.0,,-2535.9,,,True,,,,,False,,False,False,True,True,,False,,
01097,7242,4464.0,20953.0,,,,,5497.0,,4504.7,4471.5,6155.5,9563.0,,1835.5,,,-2778.0,13711.0,,,,,-1745.0,,-2737.3,-2770.5,-1086.5,2321.0,,-5406.5,,,False,,,,,True,,True,True,True,True,,False,,
01099,466,258.0,243.0,,,,,302.0,,251.5,122.7,232.0,546.0,,,,,-208.0,-223.0,,,,,-164.0,,-214.5,-343.3,-234.0,80.0,,,,,False,,,,,True,,False,False,False,True,,,,
01101,4381,2544.0,3299.0,,,,,2867.0,,2241.5,2629.2,2065.0,4748.0,,1893.3,,,-1837.0,-1082.0,,,,,-1514.0,,-2139.5,-1751.8,-2316.0,367.0,,-2487.7,,,True,,,,,True,,False,True,False,True,,False,,
01103,4881,4188.0,5364.0,,,,,2773.0,,6089.2,2219.7,5506.0,5727.0,,1639.7,,,-693.0,483.0,,,,,-2108.0,,1208.2,-2661.3,625.0,846.0,,-3241.3,,,True,,,,,False,,False,False,True,False,,False,,
01105,217,162.0,0.0,,,,,112.0,,55.3,54.1,135.0,274.0,,,,,-55.0,-217.0,,,,,-105.0,,-161.7,-162.9,-82.0,57.0,,,,,False,,,,,False,,False,False,False,False,,,,
01107,630,396.0,186.0,,,,,361.0,,129.1,256.8,392.0,533.0,,172.6,,,-234.0,-444.0,,,,,-269.0,,-500.9,-373.2,-238.0,-97.0,,-457.4,,,False,,,,,False,,False,False,False,True,,False,,
01109,505,234.0,228.0,,,,,496.0,,422.5,249.0,313.0,790.0,,169.2,,,-271.0,-277.0,,,,,-9.0,,-82.5,-256.0,-192.0,285.0,,-335.8,,,False,,,,,True,,True,True,True,False,,False,,
01111,277,306.0,175.0,,,,,400.0,,1248.9,157.8,229.0,657.0,,,,,29.0,-102.0,,,,,123.0,,971.9,-119.2,-48.0,380.0,,,,,False,,,,,False,,False,False,False,False,,,,
01113,688,600.0,603.0,,,,,825.0,,7831.8,415.3,890.0,1182.0,,301.6,,,-88.0,-85.0,,,,,137.0,,7143.8,-272.7,202.0,494.0,,-386.4,,,True,,,,,False,,False,False,False,False,,False,,
01115,2779,1326.0,1055.0,,,,,1416.0,,688.8,1004.2,1473.5,2221.0,,552.2,,,-1453.0,-1724.0,,,,,-1363.0,,-2090.2,-1774.8,-1305.5,-558.0,,-2226.8,,,False,,,,,True,,False,False,True,True,,False,,
01117,6405,4296.0,3709.0,,,,,3097.0,,8589.8,2580.5,5083.0,6242.0,,1450.2,,,-2109.0,-2696.0,,,,,-3308.0,,2184.8,-3824.5,-1322.0,-163.0,,-4954.8,,,False,,,,,False,,False,False,True,True,,False,,
01119,312,150.0,42.0,,,,,137.0,,313.1,82.0,100.0,311.0,,,,,-162.0,-270.0,,,,,-175.0,,1.1,-230.0,-212.0,-1.0,,,,,False,,,,,False,,True,False,False,True,,,,
01121,1936,1188.0,712.0,,,,,1396.0,,2536.0,815.1,1301.0,2545.0,,427.3,,,-748.0,-1224.0,,,,,-540.0,,600.0,-1120.9,-635.0,609.0,,-1508.7,,,False,,,,,True,,True,False,True,True,,False,,
01123,714,534.0,140.0,,,,,580.0,,1042.2,528.2,442.0,1272.0,,159.0,,,-180.0,-574.0,,,,,-134.0,,328.2,-185.8,-272.0,558.0,,-555.0,,,False,,,,,True,,False,False,False,False,,False,,
01125,6591,3780.0,6909.0,,,,,3836.0,,7919.5,3110.9,4545.0,5974.0,,2704.7,,,-2811.0,318.0,,,,,-2755.0,,1328.5,-3480.1,-2046.0,-617.0,,-3886.3,,,True,,,,,True,,True,False,True,True,,False,,
01127,1899,1080.0,758.0,,,,,1534.0,,1420.4,841.5,1072.0,2246.0,,523.8,,,-819.0,-1141.0,,,,,-365.0,,-478.6,-1057.5,-827.0,347.0,,-1375.2,,,False,,,,,True,,True,False,False,True,,False,,
01129,316,162.0,19.0,,,,,297.0,,52.7,142.2,174.0,389.0,,,,,-154.0,-297.0,,,,,-19.0,,-263.3,-173.8,-142.0,73.0,,,,,False,,,,,True,,False,False,True,True,,,,
01131,273,96.0,0.0,,,,,102.0,,45.8,59.7,74.0,244.0,,,,,-177.0,-273.0,,,,,-171.0,,-227.2,-213.3,-199.0,-29.0,,,,,False,,,,,True,,False,False,False,True,,,,
01133,814,480.0,349.0,,,,,691.0,,1207.3,278.9,580.0,805.0,,315.9,,,-334.0,-465.0,,,,,-123.0,,393.3,-535.1,-234.0,-9.0,,-498.1,,,False,,,,,True,,False,False,True,True,,False,,
02013,23,6.0,0.0,,,,,,,7.7,6.8,7.0,34.0,,,,,-17.0,-23.0,,,,,,,-15.3,-16.2,-16.0,11.0,,,,,False,,,,,,,True,True,True,True,,,,
02016,99,6.0,0.0,,,,,,,2.1,3.5,11.0,56.0,,,,,-93.0,-99.0,,,,,,,-96.9,-95.5,-88.0,-43.0,,,,,False,,,,,,,False,False,True,True,,,,
02020,8837,14502.0,11084.0,,,,,,,29602.9,6407.7,15974.5,12696.0,,4354.5,,,5665.0,2247.0,,,,,,,20765.9,-2429.3,7137.5,3859.0,,-4482.5,,,True,,,,,,,False,True,False,True,,True,,
02050,1404,1428.0,0.0,,,,,,,323.5,361.8,1731.0,1397.0,,,,,24.0,-1404.0,,,,,,,-1080.5,-1042.2,327.0,-7.0,,,,,False,,,,,,,False,False,False,True,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,9.0,,,,,0.0,0.0,,,,,,,0.0,0.0,,9.0,,,,,True,,,,,,,True,True,,False,,,,
02068,21,12.0,0.0,,,,,,,3.4,13.5,19.0,32.0,,,,,-9.0,-21.0,,,,,,,-17.6,-7.5,-2.0,11.0,,,,,False,,,,,,,False,True,True,False,,,,
02070,35,84.0,0.0,,,,,,,11.5,29.7,25.0,117.0,,,,,49.0,-35.0,,,,,,,-23.5,-5.3,-10.0,82.0,,,,,True,,,,,,,True,True,True,False,,,,
02090,1903,1902.0,2153.0,,,,,,,2453.7,916.9,2022.0,3370.0,,1064.5,,,-1.0,250.0,,,,,,,550.7,-986.1,119.0,1467.0,,-838.5,,,False,,,,,,,False,False,False,False,,False,,
02100,6,0.0,0.0,,,,,,,0.5,0.8,6.0,24.0,,,,,-6.0,-6.0,,,,,,,-5.5,-5.2,0.0,18.0,,,,,False,,,,,,,True,True,True,False,,,,
02105,0,0.0,0.0,,,,,,,0.0,2.2,,,,,,,0.0,0.0,,,,,,,0.0,2.2,,,,,,,True,,,,,,,True,False,,,,,,
02110,274,324.0,388.0,,,,,,,367.4,220.4,299.0,466.0,,,,,50.0,114.0,,,,,,,93.4,-53.6,25.0,192.0,,,,,False,,,,,,,False,False,True,False,,,,
02122,1562,2406.0,3411.0,,,,,,,2395.6,972.1,2581.0,2837.0,,878.6,,,844.0,1849.0,,,,,,,833.6,-589.9,1019.0,1275.0,,-683.4,,,False,,,,,,,True,True,False,False,,True,,
02130,60,120.0,51.0,,,,,,,34.3,27.4,17.0,268.0,,,,,60.0,-9.0,,,,,,,-25.7,-32.6,-43.0,208.0,,,,,True,,,,,,,True,True,True,False,,,,
02150,713,342.0,0.0,,,,,,,817.0,84.0,481.0,387.0,,,,,-371.0,-713.0,,,,,,,104.0,-629.0,-232.0,-326.0,,,,,False,,,,,,,True,False,True,True,,,,
02158,459,174.0,11.0,,,,,,,4.8,,67.0,,,,,,-285.0,-448.0,,,,,,,-454.2,,-392.0,,,,,,False,,,,,,,False,,False,,,,,
02164,21,72.0,0.0,,,,,,,215.6,7.1,44.0,77.0,,,,,51.0,-21.0,,,,,,,194.6,-13.9,23.0,56.0,,,,,True,,,,,,,False,True,True,False,,,,
02170,3951,1512.0,1203.0,,,,,,,346.1,1358.7,880.0,1982.0,,1798.3,,,-2439.0,-2748.0,,,,,,,-3604.9,-2592.3,-3071.0,-1969.0,,-2152.7,,,False,,,,,,,False,False,False,True,,True,,
02180,97,120.0,0.0,,,,,,,49.6,60.4,119.0,182.0,,,,,23.0,-97.0,,,,,,,-47.4,-36.6,22.0,85.0,,,,,False,,,,,,,False,False,True,False,,,,
02185,418,180.0,0.0,,,,,,,31.3,119.9,145.0,186.0,,,,,-238.0,-418.0,,,,,,,-386.7,-298.1,-273.0,-232.0,,,,,False,,,,,,,False,False,False,True,,,,
02188,69,192.0,0.0,,,,,,,12.4,93.3,183.0,222.0,,,,,123.0,-69.0,,,,,,,-56.6,24.3,114.0,153.0,,,,,True,,,,,,,True,True,True,False,,,,
02195,9,6.0,0.0,,,,,,,21.0,0.6,5.0,36.0,,,,,-3.0,-9.0,,,,,,,12.0,-8.4,-4.0,27.0,,,,,False,,,,,,,False,False,False,False,,,,
02198,28,12.0,0.0,,,,,,,10.0,16.2,12.0,,,,,,-16.0,-28.0,,,,,,,-18.0,-11.8,-16.0,,,,,,False,,,,,,,False,True,False,,,,,
02220,117,204.0,11.0,,,,,,,413.8,45.6,231.0,246.0,,,,,87.0,-106.0,,,,,,,296.8,-71.4,114.0,129.0,,,,,False,,,,,,,False,True,False,False,,,,
02230,8,12.0,0.0,,,,,,,0.0,10.4,,,,,,,4.0,-8.0,,,,,,,-8.0,2.4,,,,,,,False,,,,,,,False,True,,,,,,
02240,188,420.0,0.0,,,,,,,1037.4,88.4,1304.0,402.0,,,,,232.0,-188.0,,,,,,,849.4,-99.6,1116.0,214.0,,,,,True,,,,,,,False,True,False,True,,,,
02261,125,120.0,,,,,,,,53.5,91.3,106.0,187.0,,,,,-5.0,,,,,,,,-71.5,-33.7,-19.0,62.0,,,,,,,,,,,,False,False,False,False,,,,
02275,7,6.0,0.0,,,,,,,1391.2,1.8,0.0,,,,,,-1.0,-7.0,,,,,,,1384.2,-5.2,-7.0,,,,,,False,,,,,,,False,False,False,,,,,
02282,10,18.0,0.0,,,,,,,243.3,0.0,12.0,23.0,,,,,8.0,-10.0,,,,,,,233.3,-10.0,2.0,13.0,,,,,False,,,,,,,False,False,True,False,,,,
02290,61,96.0,,,,,,,,63.9,13.7,65.0,117.0,,,,,35.0,,,,,,,,2.9,-47.3,4.0,56.0,,,,,,,,,,,,True,False,True,False,,,,
04001,2775,3132.0,1678.0,,,,,2434.0,,9534.2,2111.6,3889.5,2720.0,,1232.4,,,357.0,-1097.0,,,,,-341.0,,6759.2,-663.4,1114.5,-55.0,,-1542.6,,,False,,,,,True,,False,False,False,True,,False,,
04003,4594,2400.0,3808.0,,,,,1555.0,,1631.4,3643.1,5235.0,2828.0,,904.9,,,-2194.0,-786.0,,,,,-3039.0,,-2962.6,-950.9,641.0,-1766.0,,-3689.1,,,True,,,,,False,,False,True,True,True,,False,,
04005,4572,3702.0,3281.0,,,,,2411.0,,1499.5,2646.9,3533.0,3806.0,,1522.3,,,-870.0,-1291.0,,,,,-2161.0,,-3072.5,-1925.1,-1039.0,-766.0,,-3049.7,,,False,,,,,False,,False,False,False,True,,False,,
04007,1984,1590.0,1562.0,,,,,910.0,,733.4,1199.3,1093.0,1808.0,,688.6,,,-394.0,-422.0,,,,,-1074.0,,-1250.6,-784.7,-891.0,-176.0,,-1295.4,,,False,,,,,False,,False,False,False,True,,False,,
04009,1497,1350.0,1626.0,,,,,633.0,,793.0,817.4,1193.0,1592.0,,374.2,,,-147.0,129.0,,,,,-864.0,,-704.0,-679.6,-304.0,95.0,,-1122.8,,,True,,,,,False,,False,False,False,True,,False,,
04011,238,258.0,0.0,,,,,160.0,,581.8,134.9,153.0,295.0,,,,,20.0,-238.0,,,,,-78.0,,343.8,-103.1,-85.0,57.0,,,,,False,,,,,False,,False,False,False,False,,,,
04012,782,408.0,410.0,,,,,435.0,,758.0,294.8,526.0,255.0,,,,,-374.0,-372.0,,,,,-347.0,,-24.0,-487.2,-256.0,-527.0,,,,,True,,,,,True,,True,False,True,False,,,,
04013,143597,76074.0,81263.0,,,,,58823.0,,101850.9,105787.8,117649.5,78041.0,,30513.9,,,-67523.0,-62334.0,,,,,-84774.0,,-41746.1,-37809.2,-25947.5,-65556.0,,-113083.1,,,True,,,,,False,,True,True,True,True,,False,,
04015,7464,3186.0,3735.0,,,,,2400.0,,3854.7,3742.4,4697.0,4503.0,,1359.3,,,-4278.0,-3729.0,,,,,-5064.0,,-3609.3,-3721.6,-2767.0,-2961.0,,-6104.7,,,True,,,,,False,,True,True,True,True,,False,,
04017,4045,2598.0,793.0,,,,,3395.0,,1602.5,2338.1,2799.5,3362.0,,984.4,,,-1447.0,-3252.0,,,,,-650.0,,-2442.5,-1706.9,-1245.5,-683.0,,-3060.6,,,False,,,,,True,,False,False,True,True,,False,,
04019,36657,18180.0,23368.0,,,,,13744.0,,30558.3,20208.9,30498.5,20124.0,,7058.4,,,-18477.0,-13289.0,,,,,-22913.0,,-6098.7,-16448.1,-6158.5,-16533.0,,-29598.6,,,True,,,,,False,,True,True,True,True,,False,,
04021,13473,8664.0,11904.0,,,,,5654.0,,14786.0,9394.5,15743.5,8655.0,,3368.8,,,-4809.0,-1569.0,,,,,-7819.0,,1313.0,-4078.5,2270.5,-4818.0,,-10104.2,,,True,,,,,False,,True,True,True,False,,False,,
04023,2652,1572.0,0.0,,,,,737.0,,2988.5,1276.5,2691.5,1503.0,,584.6,,,-1080.0,-2652.0,,,,,-1915.0,,336.5,-1375.5,39.5,-1149.0,,-2067.4,,,False,,,,,False,,True,False,True,False,,False,,
04025,7417,4146.0,9061.0,,,,,3057.0,,15196.9,6396.8,7628.5,4984.0,,1594.2,,,-3271.0,1644.0,,,,,-4360.0,,7779.9,-1020.2,211.5,-2433.0,,-5822.8,,,True,,,,,False,,False,True,True,True,,False,,
04027,12375,6426.0,2459.0,,,,,2815.0,,9158.3,7470.4,11211.5,5556.0,,2633.4,,,-5949.0,-9916.0,,,,,-9560.0,,-3216.7,-4904.6,-1163.5,-6819.0,,-9741.6,,,False,,,,,False,,True,True,True,False,,False,,
05001,431,402.0,258.0,,,,,387.0,,334.4,217.9,485.0,587.0,,,,,-29.0,-173.0,,,,,-44.0,,-96.6,-213.1,54.0,156.0,,,,,False,,,,,False,,False,False,False,False,,,,
