,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,OneQuietNight-ML,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-OneQuietNight-ML,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
32021,102,170.0,19.0,,,,,159.0,,1676.1,33.4,,91.0,154.0,,,,,,68.0,-83.0,,,,,57.0,,1574.1,-68.6,,-11.0,52.0,,,,,,False,,,,,True,,False,False,,True,True,,,,,
32023,696,1015.0,354.0,,,,,630.0,,270.5,691.2,,695.0,1018.0,,,,,,319.0,-342.0,,,,,-66.0,,-425.5,-4.8,,-1.0,322.0,,,,,,False,,,,,True,,False,True,,True,False,,,,,
32027,740,260.0,45.0,,,,,242.0,,316.1,41.6,,48.0,214.0,,,,,,-480.0,-695.0,,,,,-498.0,,-423.9,-698.4,,-692.0,-526.0,,,,,,False,,,,,False,,True,False,,False,False,,,,,
32029,14,95.0,94.0,,,,,107.0,,508.3,39.1,,14.0,134.0,,,,,,81.0,80.0,,,,,93.0,,494.3,25.1,,0.0,120.0,,,,,,True,,,,,False,,False,True,,True,False,,,,,
32031,11677,18605.0,17893.0,,,,,13842.0,,17130.1,10898.5,,20182.5,17825.0,,,13410.3,,,6928.0,6216.0,,,,,2165.0,,5453.1,-778.5,,8505.5,6148.0,,,1733.3,,,True,,,,,True,,True,True,,False,True,,,True,,
32033,101,520.0,0.0,,,,,120.0,,31.7,187.1,,73.0,389.0,,,,,,419.0,-101.0,,,,,19.0,,-69.3,86.1,,-28.0,288.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
32510,2775,3395.0,3174.0,,,,,1744.0,,6854.0,137.9,,2933.0,3344.0,,,,,,620.0,399.0,,,,,-1031.0,,4079.0,-2637.1,,158.0,569.0,,,,,,True,,,,,False,,False,False,,True,True,,,,,
33001,1294,775.0,824.0,,,,,763.0,,2462.6,591.4,,873.0,1315.0,,,,,,-519.0,-470.0,,,,,-531.0,,1168.6,-702.6,,-421.0,21.0,,,,,,True,,,,,False,,False,False,,True,True,,,,,
33003,560,355.0,489.0,,,,,394.0,,523.9,343.3,,560.0,806.0,,,,,,-205.0,-71.0,,,,,-166.0,,-36.1,-216.7,,0.0,246.0,,,,,,True,,,,,True,,True,False,,True,False,,,,,
33005,786,550.0,628.0,,,,,832.0,,769.6,445.1,,689.5,1188.0,,,,,,-236.0,-158.0,,,,,46.0,,-16.4,-340.9,,-96.5,402.0,,,,,,True,,,,,True,,True,False,,True,False,,,,,
33007,391,160.0,101.0,,,,,204.0,,69.2,122.3,,27.0,462.0,,,,,,-231.0,-290.0,,,,,-187.0,,-321.8,-268.7,,-364.0,71.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
33009,654,300.0,287.0,,,,,848.0,,271.8,198.9,,310.0,1123.0,,,,,,-354.0,-367.0,,,,,194.0,,-382.2,-455.1,,-344.0,469.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
33011,8938,6500.0,6513.0,,,,,5275.0,,13768.8,8314.4,,11999.0,9072.0,,,4510.2,,,-2438.0,-2425.0,,,,,-3663.0,,4830.8,-623.6,,3061.0,134.0,,,-4427.8,,,True,,,,,False,,False,True,,False,True,,,False,,
33013,3140,1460.0,1566.0,,,,,1796.0,,3774.4,1719.2,,2649.5,2701.0,,,,,,-1680.0,-1574.0,,,,,-1344.0,,634.4,-1420.8,,-490.5,-439.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
33015,6354,3290.0,2939.0,,,,,3505.0,,8763.8,3874.8,,6534.5,5652.0,,,5132.2,,,-3064.0,-3415.0,,,,,-2849.0,,2409.8,-2479.2,,180.5,-702.0,,,-1221.8,,,False,,,,,True,,True,True,,True,True,,,True,,
33017,2062,820.0,654.0,,,,,1618.0,,811.0,1753.6,,1032.0,2047.0,,,,,,-1242.0,-1408.0,,,,,-444.0,,-1251.0,-308.4,,-1030.0,-15.0,,,,,,False,,,,,True,,False,True,,True,True,,,,,
33019,228,155.0,160.0,,,,,467.0,,78.7,72.6,,103.0,580.0,,,,,,-73.0,-68.0,,,,,239.0,,-149.3,-155.4,,-125.0,352.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
34001,6356,3305.0,2202.0,,,,,3742.0,,2546.4,4730.0,,3377.0,4530.0,,,4616.4,,,-3051.0,-4154.0,,,,,-2614.0,,-3809.6,-1626.0,,-2979.0,-1826.0,,,-1739.6,,,False,,,,,True,,False,True,,True,True,,,True,,
34003,16332,13180.0,10515.0,,,,,13018.0,,16266.4,16804.5,,14672.0,15463.0,,,22773.0,,,-3152.0,-5817.0,,,,,-3314.0,,-65.6,472.5,,-1660.0,-869.0,,,6441.0,,,False,,,,,False,,True,True,,True,True,,,False,,
34005,9691,7925.0,7406.0,,,,,6215.0,,16804.7,8936.4,,12207.5,9195.0,,,11233.6,,,-1766.0,-2285.0,,,,,-3476.0,,7113.7,-754.6,,2516.5,-496.0,,,1542.6,,,False,,,,,False,,False,True,,False,True,,,True,,
34007,12053,9785.0,6198.0,,,,,8348.0,,11310.5,10728.3,,11782.5,11143.0,,,15285.8,,,-2268.0,-5855.0,,,,,-3705.0,,-742.5,-1324.7,,-270.5,-910.0,,,3232.8,,,False,,,,,False,,True,True,,True,True,,,False,,
34009,1789,580.0,352.0,,,,,1072.0,,1227.0,1337.7,,806.5,1409.0,,,,,,-1209.0,-1437.0,,,,,-717.0,,-562.0,-451.3,,-982.5,-380.0,,,,,,False,,,,,True,,True,True,,True,True,,,,,
34011,3908,1625.0,1693.0,,,,,2496.0,,1586.1,3067.3,,2279.0,2397.0,,,1599.2,,,-2283.0,-2215.0,,,,,-1412.0,,-2321.9,-840.7,,-1629.0,-1511.0,,,-2308.8,,,True,,,,,True,,False,True,,True,True,,,False,,
34013,15003,10955.0,6853.0,,,,,10684.0,,8140.7,14652.8,,10763.5,13180.0,,,7479.9,,,-4048.0,-8150.0,,,,,-4319.0,,-6862.3,-350.2,,-4239.5,-1823.0,,,-7523.1,,,False,,,,,False,,False,True,,False,True,,,False,,
34015,6561,4090.0,3056.0,,,,,4787.0,,4579.5,6067.6,,4590.0,5647.0,,,5791.9,,,-2471.0,-3505.0,,,,,-1774.0,,-1981.5,-493.4,,-1971.0,-914.0,,,-769.1,,,False,,,,,True,,True,True,,True,True,,,True,,
34017,15324,10820.0,7821.0,,,,,9543.0,,18459.2,15547.3,,13717.0,11458.0,,,10880.7,,,-4504.0,-7503.0,,,,,-5781.0,,3135.2,223.3,,-1607.0,-3866.0,,,-4443.3,,,False,,,,,False,,True,True,,True,True,,,True,,
34019,1614,1080.0,1142.0,,,,,1228.0,,1401.5,1772.4,,1451.0,1689.0,,,1499.6,,,-534.0,-472.0,,,,,-386.0,,-212.5,158.4,,-163.0,75.0,,,-114.4,,,True,,,,,True,,True,True,,True,True,,,True,,
34021,5937,6140.0,6908.0,,,,,5293.0,,12480.3,5884.0,,5877.0,7125.0,,,7814.4,,,203.0,971.0,,,,,-644.0,,6543.3,-53.0,,-60.0,1188.0,,,1877.4,,,False,,,,,False,,False,True,,True,False,,,False,,
34023,17209,10730.0,8819.0,,,,,12919.0,,14293.3,17722.4,,13646.0,12639.0,,,15109.0,,,-6479.0,-8390.0,,,,,-4290.0,,-2915.7,513.4,,-3563.0,-4570.0,,,-2100.0,,,False,,,,,True,,True,True,,True,True,,,True,,
34025,14188,8505.0,11774.0,,,,,8806.0,,15680.2,12577.4,,8010.0,10697.0,,,10482.6,,,-5683.0,-2414.0,,,,,-5382.0,,1492.2,-1610.6,,-6178.0,-3491.0,,,-3705.4,,,True,,,,,True,,True,True,,False,True,,,True,,
34027,8867,6135.0,4983.0,,,,,6740.0,,4980.1,8851.3,,7250.5,7261.0,,,11709.1,,,-2732.0,-3884.0,,,,,-2127.0,,-3886.9,-15.7,,-1616.5,-1606.0,,,2842.1,,,False,,,,,True,,False,True,,True,True,,,False,,
34029,13780,7885.0,5983.0,,,,,9929.0,,14562.6,12302.0,,8046.0,11298.0,,,4145.7,,,-5895.0,-7797.0,,,,,-3851.0,,782.6,-1478.0,,-5734.0,-2482.0,,,-9634.3,,,False,,,,,True,,True,True,,True,True,,,False,,
34031,12349,12375.0,10075.0,,,,,8889.0,,10304.7,10498.5,,13566.0,11627.0,,,12615.5,,,26.0,-2274.0,,,,,-3460.0,,-2044.3,-1850.5,,1217.0,-722.0,,,266.5,,,False,,,,,False,,False,False,,False,False,,,False,,
34033,1384,685.0,906.0,,,,,933.0,,735.3,1078.0,,781.0,1116.0,,,,,,-699.0,-478.0,,,,,-451.0,,-648.7,-306.0,,-603.0,-268.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
34035,5069,3285.0,3647.0,,,,,4104.0,,2834.6,5403.5,,3429.0,4612.0,,,6023.8,,,-1784.0,-1422.0,,,,,-965.0,,-2234.4,334.5,,-1640.0,-457.0,,,954.8,,,True,,,,,True,,False,True,,True,True,,,True,,
34037,2455,1130.0,1158.0,,,,,1583.0,,1790.4,1889.3,,1195.5,2294.0,,,2060.9,,,-1325.0,-1297.0,,,,,-872.0,,-664.6,-565.7,,-1259.5,-161.0,,,-394.1,,,True,,,,,True,,True,True,,True,True,,,True,,
34039,11375,10200.0,7722.0,,,,,8461.0,,8190.4,11538.2,,12052.0,10612.0,,,11210.6,,,-1175.0,-3653.0,,,,,-2914.0,,-3184.6,163.2,,677.0,-763.0,,,-164.4,,,False,,,,,False,,False,True,,True,True,,,True,,
34041,1824,1100.0,1639.0,,,,,1358.0,,846.3,1331.3,,1217.0,1927.0,,,1067.7,,,-724.0,-185.0,,,,,-466.0,,-977.7,-492.7,,-607.0,103.0,,,-756.3,,,True,,,,,True,,False,True,,True,True,,,False,,
35001,15538,23345.0,12758.0,,,,,27526.0,,89294.8,18335.5,,25487.5,26420.0,,,15323.8,,,7807.0,-2780.0,,,,,11988.0,,73756.8,2797.5,,9949.5,10882.0,,,-214.2,,,True,,,,,False,,False,True,,False,False,,,True,,
35003,24,15.0,7.0,,,,,93.0,,1028.8,18.9,,46.0,81.0,,,,,,-9.0,-17.0,,,,,69.0,,1004.8,-5.1,,22.0,57.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
35005,2545,3430.0,2501.0,,,,,2811.0,,5229.2,1523.0,,4007.5,3724.0,,,4002.2,,,885.0,-44.0,,,,,266.0,,2684.2,-1022.0,,1462.5,1179.0,,,1457.2,,,True,,,,,True,,False,False,,False,False,,,False,,
35006,680,1490.0,1077.0,,,,,1161.0,,6313.2,608.7,,2288.5,1587.0,,,,,,810.0,397.0,,,,,481.0,,5633.2,-71.3,,1608.5,907.0,,,,,,True,,,,,True,,False,True,,False,False,,,,,
35007,327,355.0,,,,,,322.0,,1293.4,46.2,,503.0,388.0,,,,,,28.0,,,,,,-5.0,,966.4,-280.8,,176.0,61.0,,,,,,,,,,,True,,False,False,,False,False,,,,,
35009,1003,1670.0,1841.0,,,,,2375.0,,2516.3,1109.3,,1369.0,1901.0,,,1532.2,,,667.0,838.0,,,,,1372.0,,1513.3,106.3,,366.0,898.0,,,529.2,,,False,,,,,False,,False,True,,True,False,,,True,,
35011,56,55.0,0.0,,,,,113.0,,16.3,78.2,,29.0,57.0,,,,,,-1.0,-56.0,,,,,57.0,,-39.7,22.2,,-27.0,1.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
35013,4556,6665.0,3687.0,,,,,7308.0,,8020.1,5289.2,,6819.0,7517.0,,,6124.6,,,2109.0,-869.0,,,,,2752.0,,3464.1,733.2,,2263.0,2961.0,,,1568.6,,,True,,,,,False,,False,True,,False,False,,,True,,
35015,1757,2125.0,1384.0,,,,,2545.0,,2402.4,977.5,,1852.5,2240.0,,,2279.0,,,368.0,-373.0,,,,,788.0,,645.4,-779.5,,95.5,483.0,,,522.0,,,False,,,,,False,,False,False,,True,False,,,False,,
35017,457,350.0,659.0,,,,,533.0,,2280.7,180.8,,417.0,485.0,,,,,,-107.0,202.0,,,,,76.0,,1823.7,-276.2,,-40.0,28.0,,,,,,False,,,,,True,,False,False,,True,True,,,,,
35019,159,140.0,38.0,,,,,180.0,,750.8,6.1,,242.0,146.0,,,,,,-19.0,-121.0,,,,,21.0,,591.8,-152.9,,83.0,-13.0,,,,,,False,,,,,False,,False,False,,False,True,,,,,
35021,2,10.0,0.0,,,,,40.0,,48.3,15.9,,,17.0,,,,,,8.0,-2.0,,,,,38.0,,46.3,13.9,,,15.0,,,,,,True,,,,,False,,False,False,,,False,,,,,
35023,60,125.0,0.0,,,,,90.0,,266.0,27.5,,133.0,128.0,,,,,,65.0,-60.0,,,,,30.0,,206.0,-32.5,,73.0,68.0,,,,,,True,,,,,True,,False,True,,False,False,,,,,
35025,2637,2990.0,2434.0,,,,,3386.0,,5782.1,1907.8,,2930.5,3117.0,,,1509.8,,,353.0,-203.0,,,,,749.0,,3145.1,-729.2,,293.5,480.0,,,-1127.2,,,True,,,,,False,,False,False,,True,False,,,False,,
35027,297,635.0,664.0,,,,,557.0,,1657.4,443.4,,861.0,639.0,,,,,,338.0,367.0,,,,,260.0,,1360.4,146.4,,564.0,342.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
35028,166,110.0,142.0,,,,,476.0,,152.3,54.0,,176.0,172.0,,,,,,-56.0,-24.0,,,,,310.0,,-13.7,-112.0,,10.0,6.0,,,,,,True,,,,,False,,True,False,,True,True,,,,,
35029,460,950.0,665.0,,,,,618.0,,1026.0,418.1,,543.5,982.0,,,,,,490.0,205.0,,,,,158.0,,566.0,-41.9,,83.5,522.0,,,,,,True,,,,,True,,False,True,,True,False,,,,,
35031,3000,4825.0,3181.0,,,,,2997.0,,29234.7,2429.1,,6319.0,4597.0,,,2431.0,,,1825.0,181.0,,,,,-3.0,,26234.7,-570.9,,3319.0,1597.0,,,-569.0,,,True,,,,,True,,False,True,,False,True,,,True,,
35033,89,15.0,0.0,,,,,122.0,,759.2,35.7,,19.0,51.0,,,,,,-74.0,-89.0,,,,,33.0,,670.2,-53.3,,-70.0,-38.0,,,,,,False,,,,,True,,False,True,,True,True,,,,,
35035,810,975.0,1414.0,,,,,2082.0,,6199.3,838.9,,967.0,1146.0,,,,,,165.0,604.0,,,,,1272.0,,5389.3,28.9,,157.0,336.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
35037,112,165.0,16.0,,,,,301.0,,1202.2,86.9,,212.0,235.0,,,,,,53.0,-96.0,,,,,189.0,,1090.2,-25.1,,100.0,123.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
35039,1082,1060.0,1738.0,,,,,1115.0,,6516.9,692.9,,2073.5,1143.0,,,,,,-22.0,656.0,,,,,33.0,,5434.9,-389.1,,991.5,61.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
35041,561,545.0,454.0,,,,,780.0,,910.4,266.1,,393.0,636.0,,,,,,-16.0,-107.0,,,,,219.0,,349.4,-294.9,,-168.0,75.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
35043,3350,5210.0,5154.0,,,,,5393.0,,24853.4,4806.0,,6186.5,5658.0,,,5255.9,,,1860.0,1804.0,,,,,2043.0,,21503.4,1456.0,,2836.5,2308.0,,,1905.9,,,True,,,,,False,,False,True,,False,False,,,False,,
35045,4647,4500.0,6492.0,,,,,4433.0,,23864.4,3023.7,,6847.5,5106.0,,,4364.0,,,-147.0,1845.0,,,,,-214.0,,19217.4,-1623.3,,2200.5,459.0,,,-283.0,,,False,,,,,False,,False,False,,False,False,,,False,,
35047,470,300.0,537.0,,,,,1241.0,,700.5,217.2,,191.0,316.0,,,,,,-170.0,67.0,,,,,771.0,,230.5,-252.8,,-279.0,-154.0,,,,,,True,,,,,False,,False,False,,False,True,,,,,
35049,2500,4330.0,3073.0,,,,,4943.0,,9534.0,3246.7,,4361.5,5197.0,,,5746.6,,,1830.0,573.0,,,,,2443.0,,7034.0,746.7,,1861.5,2697.0,,,3246.6,,,True,,,,,False,,False,True,,False,False,,,False,,
35051,227,470.0,35.0,,,,,334.0,,1201.6,117.1,,371.0,430.0,,,,,,243.0,-192.0,,,,,107.0,,974.6,-109.9,,144.0,203.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
35053,357,480.0,60.0,,,,,631.0,,1370.0,111.0,,527.0,557.0,,,,,,123.0,-297.0,,,,,274.0,,1013.0,-246.0,,170.0,200.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
35055,372,750.0,1231.0,,,,,823.0,,2902.4,262.1,,1112.5,857.0,,,,,,378.0,859.0,,,,,451.0,,2530.4,-109.9,,740.5,485.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
35057,196,345.0,257.0,,,,,558.0,,1662.2,71.8,,578.0,489.0,,,,,,149.0,61.0,,,,,362.0,,1466.2,-124.2,,382.0,293.0,,,,,,True,,,,,False,,False,True,,False,False,,,,,
35059,83,120.0,51.0,,,,,85.0,,2328.4,16.0,,239.0,146.0,,,,,,37.0,-32.0,,,,,2.0,,2245.4,-67.0,,156.0,63.0,,,,,,True,,,,,True,,False,False,,False,False,,,,,
35061,2052,3355.0,3398.0,,,,,3184.0,,18473.8,1802.7,,5597.0,3401.0,,,2487.9,,,1303.0,1346.0,,,,,1132.0,,16421.8,-249.3,,3545.0,1349.0,,,435.9,,,False,,,,,True,,False,True,,False,False,,,True,,
36001,6581,3025.0,2893.0,,,,,3272.0,,2752.9,5835.4,,3394.0,4215.0,,,2193.5,,,-3556.0,-3688.0,,,,,-3309.0,,-3828.1,-745.6,,-3187.0,-2366.0,,,-4387.5,,,False,,,,,True,,False,True,,True,True,,,False,,
36003,897,950.0,1275.0,,,,,1074.0,,889.2,341.1,,1236.0,1089.0,,,,,,53.0,378.0,,,,,177.0,,-7.8,-555.9,,339.0,192.0,,,,,,False,,,,,False,,True,False,,False,False,,,,,
36005,21624,12570.0,12615.0,,,,,,,53422.2,34085.6,,15588.5,22573.0,,,16426.2,,,-9054.0,-9009.0,,,,,,,31798.2,12461.6,,-6035.5,949.0,,,-5197.8,,,True,,,,,,,False,False,,True,True,,,True,,
36007,3253,2210.0,3075.0,,,,,3609.0,,2522.4,2735.7,,2397.0,3646.0,,,1219.0,,,-1043.0,-178.0,,,,,356.0,,-730.6,-517.3,,-856.0,393.0,,,-2034.0,,,True,,,,,True,,True,True,,True,True,,,False,,
36009,1555,1165.0,2363.0,,,,,1809.0,,7952.5,1167.3,,2141.5,1674.0,,,,,,-390.0,808.0,,,,,254.0,,6397.5,-387.7,,586.5,119.0,,,,,,False,,,,,True,,False,True,,False,True,,,,,
36011,2226,740.0,1129.0,,,,,1026.0,,295.2,1153.9,,922.5,1341.0,,,,,,-1486.0,-1097.0,,,,,-1200.0,,-1930.8,-1072.1,,-1303.5,-885.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
36013,2182,885.0,1363.0,,,,,2991.0,,659.1,1499.8,,934.5,1818.0,,,,,,-1297.0,-819.0,,,,,809.0,,-1522.9,-682.2,,-1247.5,-364.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
36015,1636,2110.0,2961.0,,,,,2072.0,,1254.8,709.3,,1815.0,2499.0,,,1261.5,,,474.0,1325.0,,,,,436.0,,-381.2,-926.7,,179.0,863.0,,,-374.5,,,False,,,,,True,,True,False,,True,False,,,True,,
36017,646,390.0,640.0,,,,,549.0,,617.8,472.5,,446.0,739.0,,,,,,-256.0,-6.0,,,,,-97.0,,-28.2,-173.5,,-200.0,93.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
36019,754,220.0,138.0,,,,,423.0,,100.1,531.8,,176.0,909.0,,,,,,-534.0,-616.0,,,,,-331.0,,-653.9,-222.2,,-578.0,155.0,,,,,,False,,,,,True,,False,True,,False,True,,,,,
36021,704,300.0,363.0,,,,,636.0,,209.8,485.2,,300.0,768.0,,,,,,-404.0,-341.0,,,,,-68.0,,-494.2,-218.8,,-404.0,64.0,,,,,,True,,,,,True,,False,True,,False,True,,,,,
36023,1136,775.0,1331.0,,,,,755.0,,1045.4,495.3,,899.0,1149.0,,,,,,-361.0,195.0,,,,,-381.0,,-90.6,-640.7,,-237.0,13.0,,,,,,True,,,,,False,,True,False,,True,True,,,,,
36025,390,230.0,369.0,,,,,494.0,,90.2,229.1,,234.0,699.0,,,,,,-160.0,-21.0,,,,,104.0,,-299.8,-160.9,,-156.0,309.0,,,,,,True,,,,,True,,False,False,,True,False,,,,,
36027,5479,2765.0,4335.0,,,,,3370.0,,2643.7,6183.4,,3531.0,4903.0,,,1686.5,,,-2714.0,-1144.0,,,,,-2109.0,,-2835.3,704.4,,-1948.0,-576.0,,,-3792.5,,,True,,,,,True,,False,True,,True,True,,,False,,
36029,18025,19430.0,20856.0,,,,,16912.0,,20626.7,25059.6,,19822.5,24706.0,,,21750.8,,,1405.0,2831.0,,,,,-1113.0,,2601.7,7034.6,,1797.5,6681.0,,,3725.8,,,False,,,,,True,,False,False,,False,False,,,False,,
36031,340,165.0,268.0,,,,,290.0,,120.7,164.7,,336.0,563.0,,,,,,-175.0,-72.0,,,,,-50.0,,-219.3,-175.3,,-4.0,223.0,,,,,,True,,,,,True,,False,False,,True,False,,,,,
36033,538,150.0,84.0,,,,,324.0,,123.8,157.7,,121.0,577.0,,,,,,-388.0,-454.0,,,,,-214.0,,-414.2,-380.3,,-417.0,39.0,,,,,,False,,,,,True,,False,True,,False,True,,,,,
36035,853,305.0,874.0,,,,,601.0,,1322.3,588.5,,615.0,653.0,,,,,,-548.0,21.0,,,,,-252.0,,469.3,-264.5,,-238.0,-200.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
36037,1852,1155.0,1756.0,,,,,942.0,,1178.2,1032.7,,1973.0,1588.0,,,,,,-697.0,-96.0,,,,,-910.0,,-673.8,-819.3,,121.0,-264.0,,,,,,True,,,,,False,,True,False,,True,True,,,,,
36039,746,315.0,541.0,,,,,495.0,,212.2,375.0,,442.5,690.0,,,,,,-431.0,-205.0,,,,,-251.0,,-533.8,-371.0,,-303.5,-56.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
36041,71,40.0,6.0,,,,,15.0,,490.6,9.8,,60.0,85.0,,,,,,-31.0,-65.0,,,,,-56.0,,419.6,-61.2,,-11.0,14.0,,,,,,False,,,,,False,,False,False,,True,True,,,,,
36043,1663,500.0,896.0,,,,,578.0,,907.4,754.6,,1361.5,1061.0,,,,,,-1163.0,-767.0,,,,,-1085.0,,-755.6,-908.4,,-301.5,-602.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
36045,1383,520.0,768.0,,,,,894.0,,1583.9,1279.0,,1161.0,1428.0,,,,,,-863.0,-615.0,,,,,-489.0,,200.9,-104.0,,-222.0,45.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
36047,36418,19245.0,18045.0,,,,,,,54214.3,46458.2,,20230.0,36036.0,,,44456.0,,,-17173.0,-18373.0,,,,,,,17796.3,10040.2,,-16188.0,-382.0,,,8038.0,,,False,,,,,,,False,True,,True,True,,,True,,
36049,613,255.0,312.0,,,,,218.0,,287.0,131.1,,408.0,494.0,,,,,,-358.0,-301.0,,,,,-395.0,,-326.0,-481.9,,-205.0,-119.0,,,,,,True,,,,,False,,True,False,,True,True,,,,,
36051,1289,530.0,730.0,,,,,985.0,,640.0,614.0,,598.5,1078.0,,,,,,-759.0,-559.0,,,,,-304.0,,-649.0,-675.0,,-690.5,-211.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
36053,1464,590.0,870.0,,,,,778.0,,598.7,1224.7,,1237.0,1317.0,,,,,,-874.0,-594.0,,,,,-686.0,,-865.3,-239.3,,-227.0,-147.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
36055,20511,13055.0,19193.0,,,,,8422.0,,11568.4,20424.8,,15902.5,15126.0,,,23021.1,,,-7456.0,-1318.0,,,,,-12089.0,,-8942.6,-86.2,,-4608.5,-5385.0,,,2510.1,,,True,,,,,False,,False,True,,True,True,,,True,,
36057,977,480.0,1181.0,,,,,556.0,,2659.1,467.7,,1129.5,760.0,,,,,,-497.0,204.0,,,,,-421.0,,1682.1,-509.3,,152.5,-217.0,,,,,,True,,,,,True,,False,False,,True,True,,,,,
36059,31169,17155.0,23082.0,,,,,19075.0,,17059.1,28581.6,,19251.5,26213.0,,,15544.5,,,-14014.0,-8087.0,,,,,-12094.0,,-14109.9,-2587.4,,-11917.5,-4956.0,,,-15624.5,,,True,,,,,True,,False,True,,True,True,,,False,,
36061,18444,13030.0,15809.0,,,,,12608.0,,86519.1,25214.4,,,21724.0,,,7928.6,,,-5414.0,-2635.0,,,,,-5836.0,,68075.1,6770.4,,,3280.0,,,-10515.4,,,True,,,,,False,,False,False,,,True,,,False,,
36063,5219,2970.0,3971.0,,,,,3191.0,,2918.7,4886.6,,3646.0,4914.0,,,1998.6,,,-2249.0,-1248.0,,,,,-2028.0,,-2300.3,-332.4,,-1573.0,-305.0,,,-3220.4,,,True,,,,,True,,False,True,,True,True,,,False,,
36065,7993,3470.0,3663.0,,,,,2550.0,,4046.6,5377.7,,5114.0,4564.0,,,2343.9,,,-4523.0,-4330.0,,,,,-5443.0,,-3946.4,-2615.3,,-2879.0,-3429.0,,,-5649.1,,,True,,,,,False,,True,True,,True,True,,,False,,
36067,11446,7665.0,8233.0,,,,,5568.0,,6568.7,10387.5,,8743.5,10031.0,,,4899.8,,,-3781.0,-3213.0,,,,,-5878.0,,-4877.3,-1058.5,,-2702.5,-1415.0,,,-6546.2,,,True,,,,,False,,False,True,,True,True,,,False,,
36069,2184,1005.0,1517.0,,,,,1461.0,,576.7,1350.3,,1324.5,1754.0,,,,,,-1179.0,-667.0,,,,,-723.0,,-1607.3,-833.7,,-859.5,-430.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
36071,7573,4255.0,4347.0,,,,,5742.0,,2946.1,7049.9,,5648.0,6956.0,,,4118.8,,,-3318.0,-3226.0,,,,,-1831.0,,-4626.9,-523.1,,-1925.0,-617.0,,,-3454.2,,,True,,,,,True,,False,True,,True,True,,,False,,
36073,804,320.0,318.0,,,,,533.0,,143.9,419.3,,314.0,612.0,,,,,,-484.0,-486.0,,,,,-271.0,,-660.1,-384.7,,-490.0,-192.0,,,,,,False,,,,,True,,False,True,,False,True,,,,,
36075,2090,1660.0,2201.0,,,,,1184.0,,1957.3,1941.4,,2602.0,2423.0,,,,,,-430.0,111.0,,,,,-906.0,,-132.7,-148.6,,512.0,333.0,,,,,,True,,,,,False,,True,True,,False,True,,,,,
