,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,OneQuietNight-ML,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-OneQuietNight-ML,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01025,854,185.0,212.0,,,,,288.0,,106.9,197.5,,220.0,494.0,,,,,,-669.0,-642.0,,,,,-566.0,,-747.1,-656.5,,-634.0,-360.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
01027,239,180.0,150.0,,,,,181.0,,199.0,75.0,,149.0,288.0,,,,,,-59.0,-89.0,,,,,-58.0,,-40.0,-164.0,,-90.0,49.0,,,,,,False,,,,,True,,True,False,,False,True,,,,,
01029,274,160.0,199.0,,,,,207.0,,542.6,87.4,,50.0,295.0,,,,,,-114.0,-75.0,,,,,-67.0,,268.6,-186.6,,-224.0,21.0,,,,,,True,,,,,True,,False,False,,False,True,,,,,
01031,1224,865.0,540.0,,,,,553.0,,422.8,594.3,,800.0,1256.0,,,710.6,,,-359.0,-684.0,,,,,-671.0,,-801.2,-629.7,,-424.0,32.0,,,-513.4,,,False,,,,,False,,False,False,,False,True,,,False,,
01033,1611,980.0,714.0,,,,,1106.0,,327.1,633.7,,1029.0,1478.0,,,506.7,,,-631.0,-897.0,,,,,-505.0,,-1283.9,-977.3,,-582.0,-133.0,,,-1104.3,,,False,,,,,True,,False,False,,True,True,,,False,,
01035,183,80.0,55.0,,,,,123.0,,45.6,77.1,,4.0,204.0,,,,,,-103.0,-128.0,,,,,-60.0,,-137.4,-105.9,,-179.0,21.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
01037,179,200.0,164.0,,,,,104.0,,662.4,48.8,,129.0,243.0,,,,,,21.0,-15.0,,,,,-75.0,,483.4,-130.2,,-50.0,64.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
01039,762,365.0,187.0,,,,,433.0,,377.9,309.5,,347.5,724.0,,,273.3,,,-397.0,-575.0,,,,,-329.0,,-384.1,-452.5,,-414.5,-38.0,,,-488.7,,,False,,,,,True,,True,False,,False,True,,,False,,
01041,252,55.0,100.0,,,,,140.0,,42.5,77.3,,23.0,276.0,,,,,,-197.0,-152.0,,,,,-112.0,,-209.5,-174.7,,-229.0,24.0,,,,,,True,,,,,True,,False,True,,False,True,,,,,
01043,2848,1645.0,1142.0,,,,,1717.0,,743.1,1143.5,,1556.5,2267.0,,,1746.6,,,-1203.0,-1706.0,,,,,-1131.0,,-2104.9,-1704.5,,-1291.5,-581.0,,,-1101.4,,,False,,,,,True,,False,False,,False,True,,,True,,
01045,1078,420.0,392.0,,,,,561.0,,104.4,312.9,,323.0,769.0,,,320.8,,,-658.0,-686.0,,,,,-517.0,,-973.6,-765.1,,-755.0,-309.0,,,-757.2,,,False,,,,,True,,False,False,,False,True,,,False,,
01047,570,370.0,664.0,,,,,400.0,,1659.9,358.7,,366.0,645.0,,,185.0,,,-200.0,94.0,,,,,-170.0,,1089.9,-211.3,,-204.0,75.0,,,-385.0,,,True,,,,,True,,False,False,,False,True,,,False,,
01049,2149,1390.0,1959.0,,,,,1346.0,,2304.6,834.9,,1217.5,1947.0,,,1266.8,,,-759.0,-190.0,,,,,-803.0,,155.6,-1314.1,,-931.5,-202.0,,,-882.2,,,True,,,,,False,,True,False,,False,True,,,False,,
01051,2557,915.0,602.0,,,,,839.0,,1576.9,729.7,,735.0,1702.0,,,912.6,,,-1642.0,-1955.0,,,,,-1718.0,,-980.1,-1827.3,,-1822.0,-855.0,,,-1644.4,,,False,,,,,False,,True,False,,False,True,,,False,,
01053,730,215.0,305.0,,,,,445.0,,427.5,176.1,,148.0,477.0,,,,,,-515.0,-425.0,,,,,-285.0,,-302.5,-553.9,,-582.0,-253.0,,,,,,True,,,,,True,,True,False,,False,True,,,,,
01055,3989,2380.0,2176.0,,,,,1752.0,,2444.1,1632.3,,3195.0,3046.0,,,3405.4,,,-1609.0,-1813.0,,,,,-2237.0,,-1544.9,-2356.7,,-794.0,-943.0,,,-583.6,,,False,,,,,False,,True,False,,True,True,,,True,,
01057,540,490.0,187.0,,,,,300.0,,765.2,206.7,,592.0,501.0,,,,,,-50.0,-353.0,,,,,-240.0,,225.2,-333.3,,52.0,-39.0,,,,,,False,,,,,False,,False,False,,False,True,,,,,
01059,791,530.0,314.0,,,,,719.0,,471.9,376.4,,578.0,784.0,,,476.1,,,-261.0,-477.0,,,,,-72.0,,-319.1,-414.6,,-213.0,-7.0,,,-314.9,,,False,,,,,True,,False,False,,True,True,,,False,,
01061,499,330.0,255.0,,,,,323.0,,212.5,219.1,,375.0,505.0,,,,,,-169.0,-244.0,,,,,-176.0,,-286.5,-279.9,,-124.0,6.0,,,,,,False,,,,,False,,False,False,,True,True,,,,,
01063,256,150.0,31.0,,,,,75.0,,474.2,48.5,,76.0,165.0,,,,,,-106.0,-225.0,,,,,-181.0,,218.2,-207.5,,-180.0,-91.0,,,,,,False,,,,,False,,False,False,,False,True,,,,,
01065,527,300.0,224.0,,,,,172.0,,251.5,147.8,,343.5,345.0,,,,,,-227.0,-303.0,,,,,-355.0,,-275.5,-379.2,,-183.5,-182.0,,,,,,False,,,,,False,,False,False,,True,True,,,,,
01067,430,90.0,91.0,,,,,187.0,,46.0,98.4,,107.0,304.0,,,,,,-340.0,-339.0,,,,,-243.0,,-384.0,-331.6,,-323.0,-126.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
01069,2198,1305.0,1597.0,,,,,1078.0,,1455.3,799.0,,2039.0,2136.0,,,1256.1,,,-893.0,-601.0,,,,,-1120.0,,-742.7,-1399.0,,-159.0,-62.0,,,-941.9,,,True,,,,,False,,True,False,,True,True,,,False,,
01071,2013,1595.0,1803.0,,,,,974.0,,946.3,629.8,,1492.0,1920.0,,,1282.8,,,-418.0,-210.0,,,,,-1039.0,,-1066.7,-1383.2,,-521.0,-93.0,,,-730.2,,,True,,,,,False,,False,False,,False,True,,,False,,
01073,21307,11435.0,7541.0,,,,,8982.0,,15395.4,7989.5,,12108.5,16163.0,,,13615.6,,,-9872.0,-13766.0,,,,,-12325.0,,-5911.6,-13317.5,,-9198.5,-5144.0,,,-7691.4,,,False,,,,,False,,True,False,,True,True,,,True,,
01075,390,350.0,228.0,,,,,241.0,,278.6,103.9,,212.0,381.0,,,,,,-40.0,-162.0,,,,,-149.0,,-111.4,-286.1,,-178.0,-9.0,,,,,,False,,,,,False,,False,False,,False,True,,,,,
01077,2544,1830.0,1841.0,,,,,1878.0,,2439.6,1321.2,,2319.0,2678.0,,,2060.4,,,-714.0,-703.0,,,,,-666.0,,-104.4,-1222.8,,-225.0,134.0,,,-483.6,,,True,,,,,True,,True,False,,True,True,,,True,,
01079,823,390.0,461.0,,,,,682.0,,1878.0,283.1,,437.0,785.0,,,,,,-433.0,-362.0,,,,,-141.0,,1055.0,-539.9,,-386.0,-38.0,,,,,,True,,,,,True,,False,False,,True,True,,,,,
01081,2751,1395.0,1697.0,,,,,1632.0,,1142.4,1185.5,,1553.5,2567.0,,,794.5,,,-1356.0,-1054.0,,,,,-1119.0,,-1608.6,-1565.5,,-1197.5,-184.0,,,-1956.5,,,True,,,,,True,,False,False,,True,True,,,False,,
01083,2741,1405.0,1143.0,,,,,1548.0,,1767.4,931.9,,1637.0,2206.0,,,1163.3,,,-1336.0,-1598.0,,,,,-1193.0,,-973.6,-1809.1,,-1104.0,-535.0,,,-1577.7,,,False,,,,,True,,True,False,,True,True,,,False,,
01085,158,85.0,54.0,,,,,70.0,,123.9,66.7,,68.0,119.0,,,,,,-73.0,-104.0,,,,,-88.0,,-34.1,-91.3,,-90.0,-39.0,,,,,,False,,,,,False,,True,False,,False,True,,,,,
01087,274,245.0,328.0,,,,,129.0,,174.8,150.4,,211.0,318.0,,,,,,-29.0,54.0,,,,,-145.0,,-99.2,-123.6,,-63.0,44.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01089,9892,5655.0,4528.0,,,,,4816.0,,4448.2,3558.0,,6364.0,7538.0,,,6516.5,,,-4237.0,-5364.0,,,,,-5076.0,,-5443.8,-6334.0,,-3528.0,-2354.0,,,-3375.5,,,False,,,,,False,,False,False,,True,True,,,True,,
01091,606,270.0,99.0,,,,,236.0,,115.9,141.9,,359.0,408.0,,,,,,-336.0,-507.0,,,,,-370.0,,-490.1,-464.1,,-247.0,-198.0,,,,,,False,,,,,False,,False,False,,True,True,,,,,
01093,732,360.0,358.0,,,,,584.0,,157.2,197.7,,326.0,632.0,,,,,,-372.0,-374.0,,,,,-148.0,,-574.8,-534.3,,-406.0,-100.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
01095,3021,2810.0,2644.0,,,,,1827.0,,2665.6,1873.8,,2835.5,3399.0,,,1466.9,,,-211.0,-377.0,,,,,-1194.0,,-355.4,-1147.2,,-185.5,378.0,,,-1554.1,,,False,,,,,False,,False,False,,True,False,,,False,,
01097,6572,3350.0,4603.0,,,,,4003.0,,2651.0,3169.7,,4083.0,6350.0,,,3159.1,,,-3222.0,-1969.0,,,,,-2569.0,,-3921.0,-3402.3,,-2489.0,-222.0,,,-3412.9,,,True,,,,,True,,False,False,,True,True,,,False,,
01099,442,120.0,172.0,,,,,222.0,,170.0,100.2,,126.0,386.0,,,,,,-322.0,-270.0,,,,,-220.0,,-272.0,-341.8,,-316.0,-56.0,,,,,,True,,,,,True,,True,False,,True,True,,,,,
01101,3991,1950.0,1917.0,,,,,2097.0,,940.2,1576.9,,1573.5,3607.0,,,1798.3,,,-2041.0,-2074.0,,,,,-1894.0,,-3050.8,-2414.1,,-2417.5,-384.0,,,-2192.7,,,False,,,,,True,,False,False,,False,True,,,False,,
01103,4286,2975.0,2837.0,,,,,2209.0,,4552.2,1843.5,,4015.5,3591.0,,,3392.0,,,-1311.0,-1449.0,,,,,-2077.0,,266.2,-2442.5,,-270.5,-695.0,,,-894.0,,,False,,,,,False,,True,False,,True,True,,,True,,
01105,195,110.0,72.0,,,,,90.0,,195.0,52.0,,102.0,172.0,,,,,,-85.0,-123.0,,,,,-105.0,,-0.0,-143.0,,-93.0,-23.0,,,,,,False,,,,,False,,True,False,,False,True,,,,,
01107,528,510.0,237.0,,,,,279.0,,337.6,195.2,,492.5,510.0,,,,,,-18.0,-291.0,,,,,-249.0,,-190.4,-332.8,,-35.5,-18.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01109,450,275.0,280.0,,,,,354.0,,111.2,173.5,,218.0,453.0,,,,,,-175.0,-170.0,,,,,-96.0,,-338.8,-276.5,,-232.0,3.0,,,,,,True,,,,,True,,False,False,,False,True,,,,,
01111,238,195.0,277.0,,,,,282.0,,104.9,152.4,,204.0,420.0,,,,,,-43.0,39.0,,,,,44.0,,-133.1,-85.6,,-34.0,182.0,,,,,,True,,,,,False,,False,False,,True,False,,,,,
01113,627,305.0,636.0,,,,,637.0,,3807.3,372.7,,347.0,612.0,,,214.3,,,-322.0,9.0,,,,,10.0,,3180.3,-254.3,,-280.0,-15.0,,,-412.7,,,True,,,,,True,,False,True,,True,True,,,False,,
01115,2514,1325.0,1055.0,,,,,1188.0,,756.3,687.8,,1438.0,2120.0,,,1431.7,,,-1189.0,-1459.0,,,,,-1326.0,,-1757.7,-1826.2,,-1076.0,-394.0,,,-1082.3,,,False,,,,,False,,False,False,,True,True,,,True,,
01117,5719,3430.0,2365.0,,,,,2527.0,,2391.1,2162.1,,3356.5,5381.0,,,3567.3,,,-2289.0,-3354.0,,,,,-3192.0,,-3327.9,-3556.9,,-2362.5,-338.0,,,-2151.7,,,False,,,,,False,,False,False,,False,True,,,True,,
01119,283,145.0,214.0,,,,,110.0,,90.4,69.0,,114.0,213.0,,,,,,-138.0,-69.0,,,,,-173.0,,-192.6,-214.0,,-169.0,-70.0,,,,,,True,,,,,False,,False,False,,False,True,,,,,
01121,1740,980.0,1327.0,,,,,1078.0,,647.0,764.2,,1115.0,1607.0,,,1046.8,,,-760.0,-413.0,,,,,-662.0,,-1093.0,-975.8,,-625.0,-133.0,,,-693.2,,,True,,,,,True,,False,False,,True,True,,,True,,
01123,632,410.0,439.0,,,,,417.0,,175.9,411.5,,307.5,772.0,,,,,,-222.0,-193.0,,,,,-215.0,,-456.1,-220.5,,-324.5,140.0,,,,,,True,,,,,True,,False,True,,False,True,,,,,
01125,5898,3465.0,3863.0,,,,,3150.0,,3686.5,2141.8,,4522.0,5106.0,,,2438.1,,,-2433.0,-2035.0,,,,,-2748.0,,-2211.5,-3756.2,,-1376.0,-792.0,,,-3459.9,,,True,,,,,False,,True,False,,True,True,,,False,,
01127,1700,995.0,995.0,,,,,1200.0,,1013.8,581.1,,874.0,1549.0,,,1102.4,,,-705.0,-705.0,,,,,-500.0,,-686.2,-1118.9,,-826.0,-151.0,,,-597.6,,,False,,,,,True,,True,False,,False,True,,,True,,
01129,299,80.0,95.0,,,,,213.0,,15.6,87.4,,80.0,250.0,,,,,,-219.0,-204.0,,,,,-86.0,,-283.4,-211.6,,-219.0,-49.0,,,,,,True,,,,,True,,False,True,,False,True,,,,,
01131,259,70.0,91.0,,,,,81.0,,75.5,42.6,,53.0,201.0,,,,,,-189.0,-168.0,,,,,-178.0,,-183.5,-216.4,,-206.0,-58.0,,,,,,True,,,,,True,,True,False,,False,True,,,,,
01133,694,600.0,487.0,,,,,515.0,,410.8,224.3,,567.0,612.0,,,,,,-94.0,-207.0,,,,,-179.0,,-283.2,-469.7,,-127.0,-82.0,,,,,,False,,,,,False,,False,False,,False,True,,,,,
02013,10,65.0,3.0,,,,,,,7.7,3.7,,23.0,102.0,,,,,,55.0,-7.0,,,,,,,-2.3,-6.3,,13.0,92.0,,,,,,True,,,,,,,True,True,,True,False,,,,,
02016,97,10.0,0.0,,,,,,,0.6,0.7,,10.0,118.0,,,,,,-87.0,-97.0,,,,,,,-96.4,-96.3,,-87.0,21.0,,,,,,False,,,,,,,False,False,,False,True,,,,,
02020,6803,10170.0,6470.0,,,,,,,7256.0,3025.2,,7610.5,11325.0,,,7942.3,,,3367.0,-333.0,,,,,,,453.0,-3777.8,,807.5,4522.0,,,1139.3,,,True,,,,,,,True,False,,True,False,,,True,,
02050,1094,1550.0,0.0,,,,,,,766.3,101.9,,2029.5,1080.0,,,,,,456.0,-1094.0,,,,,,,-327.7,-992.1,,935.5,-14.0,,,,,,False,,,,,,,True,False,,False,True,,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,22.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,22.0,,,,,,True,,,,,,,True,True,,,False,,,,,
02068,18,10.0,0.0,,,,,,,4.0,6.4,,15.0,46.0,,,,,,-8.0,-18.0,,,,,,,-14.0,-11.6,,-3.0,28.0,,,,,,False,,,,,,,False,False,,True,False,,,,,
02070,28,25.0,0.0,,,,,,,33.5,15.7,,11.0,141.0,,,,,,-3.0,-28.0,,,,,,,5.5,-12.3,,-17.0,113.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02090,1647,1280.0,0.0,,,,,,,1017.5,413.4,,1230.0,1874.0,,,838.8,,,-367.0,-1647.0,,,,,,,-629.5,-1233.6,,-417.0,227.0,,,-808.2,,,False,,,,,,,False,False,,False,True,,,False,,
02100,6,0.0,0.0,,,,,,,0.0,0.7,,5.0,70.0,,,,,,-6.0,-6.0,,,,,,,-6.0,-5.3,,-1.0,64.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
02105,0,0.0,0.0,,,,,,,0.0,3.4,,,,,,,,,0.0,0.0,,,,,,,0.0,3.4,,,,,,,,,True,,,,,,,True,False,,,,,,,,
02110,216,290.0,223.0,,,,,,,72.5,131.3,,249.0,346.0,,,,,,74.0,7.0,,,,,,,-143.5,-84.7,,33.0,130.0,,,,,,True,,,,,,,False,False,,True,False,,,,,
02122,1119,2215.0,3159.0,,,,,,,982.1,571.6,,1980.0,2289.0,,,1500.6,,,1096.0,2040.0,,,,,,,-136.9,-547.4,,861.0,1170.0,,,381.6,,,False,,,,,,,True,True,,True,False,,,True,,
02130,49,55.0,10.0,,,,,,,1.5,13.9,,20.0,140.0,,,,,,6.0,-39.0,,,,,,,-47.5,-35.1,,-29.0,91.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02150,659,270.0,0.0,,,,,,,1277.5,40.6,,223.0,373.0,,,,,,-389.0,-659.0,,,,,,,618.5,-618.4,,-436.0,-286.0,,,,,,False,,,,,,,False,False,,False,True,,,,,
02158,426,160.0,8.0,,,,,,,30.8,,,172.0,,,,,,,-266.0,-418.0,,,,,,,-395.2,,,-254.0,,,,,,,False,,,,,,,False,,,True,,,,,,
02164,18,15.0,0.0,,,,,,,9.3,4.0,,0.0,59.0,,,,,,-3.0,-18.0,,,,,,,-8.7,-14.0,,-18.0,41.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02170,3232,3595.0,2856.0,,,,,,,251.0,564.5,,5642.0,3757.0,,,2748.4,,,363.0,-376.0,,,,,,,-2981.0,-2667.5,,2410.0,525.0,,,-483.6,,,False,,,,,,,False,False,,False,False,,,False,,
02180,55,210.0,0.0,,,,,,,622.1,29.3,,242.0,317.0,,,,,,155.0,-55.0,,,,,,,567.1,-25.7,,187.0,262.0,,,,,,True,,,,,,,False,True,,False,False,,,,,
02185,371,235.0,31.0,,,,,,,40.6,55.4,,194.0,270.0,,,,,,-136.0,-340.0,,,,,,,-330.4,-315.6,,-177.0,-101.0,,,,,,False,,,,,,,False,False,,False,True,,,,,
02188,50,95.0,0.0,,,,,,,165.2,42.5,,89.0,248.0,,,,,,45.0,-50.0,,,,,,,115.2,-7.5,,39.0,198.0,,,,,,False,,,,,,,False,True,,True,False,,,,,
02195,8,0.0,0.0,,,,,,,0.0,0.3,,11.0,65.0,,,,,,-8.0,-8.0,,,,,,,-8.0,-7.7,,3.0,57.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
02198,23,25.0,0.0,,,,,,,0.1,10.0,,15.0,,,,,,,2.0,-23.0,,,,,,,-22.9,-13.0,,-8.0,,,,,,,False,,,,,,,False,False,,False,,,,,,
02220,87,150.0,35.0,,,,,,,138.3,28.5,,151.0,256.0,,,,,,63.0,-52.0,,,,,,,51.3,-58.5,,64.0,169.0,,,,,,True,,,,,,,True,True,,False,False,,,,,
02230,8,0.0,0.0,,,,,,,4.1,6.1,,,,,,,,,-8.0,-8.0,,,,,,,-3.9,-1.9,,,,,,,,,False,,,,,,,True,True,,,,,,,,
02240,129,295.0,0.0,,,,,,,760.0,37.0,,288.0,291.0,,,,,,166.0,-129.0,,,,,,,631.0,-92.0,,159.0,162.0,,,,,,True,,,,,,,False,True,,True,True,,,,,
02261,107,90.0,0.0,,,,,,,73.4,32.2,,68.0,234.0,,,,,,-17.0,-107.0,,,,,,,-33.6,-74.8,,-39.0,127.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02275,7,0.0,0.0,,,,,,,0.0,0.1,,0.0,,,,,,,-7.0,-7.0,,,,,,,-7.0,-6.9,,-7.0,,,,,,,False,,,,,,,True,True,,False,,,,,,
02282,6,20.0,0.0,,,,,,,30.8,0.0,,15.0,23.0,,,,,,14.0,-6.0,,,,,,,24.8,-6.0,,9.0,17.0,,,,,,True,,,,,,,False,True,,True,False,,,,,
02290,40,105.0,0.0,,,,,,,469.0,9.6,,93.0,197.0,,,,,,65.0,-40.0,,,,,,,429.0,-30.4,,53.0,157.0,,,,,,True,,,,,,,False,True,,True,False,,,,,
04001,2314,2305.0,1503.0,,,,,2604.0,,11311.8,2020.9,,3976.0,2233.0,,,1851.5,,,-9.0,-811.0,,,,,290.0,,8997.8,-293.1,,1662.0,-81.0,,,-462.5,,,False,,,,,False,,False,False,,False,False,,,False,,
04003,4077,2585.0,3657.0,,,,,1966.0,,4349.1,2977.7,,5035.5,3206.0,,,1995.1,,,-1492.0,-420.0,,,,,-2111.0,,272.1,-1099.3,,958.5,-871.0,,,-2081.9,,,True,,,,,False,,True,True,,True,True,,,False,,
04005,3991,2905.0,3013.0,,,,,2262.0,,2362.0,2365.6,,3425.0,3482.0,,,3030.2,,,-1086.0,-978.0,,,,,-1729.0,,-1629.0,-1625.4,,-566.0,-509.0,,,-960.8,,,True,,,,,False,,False,False,,True,True,,,True,,
04007,1683,1505.0,1244.0,,,,,1162.0,,2442.9,1193.3,,1433.0,1697.0,,,843.6,,,-178.0,-439.0,,,,,-521.0,,759.9,-489.7,,-250.0,14.0,,,-839.4,,,False,,,,,False,,False,False,,False,True,,,False,,
04009,1212,1425.0,1542.0,,,,,941.0,,841.3,830.9,,1334.0,1634.0,,,,,,213.0,330.0,,,,,-271.0,,-370.7,-381.1,,122.0,422.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
04011,191,235.0,0.0,,,,,202.0,,2357.3,120.8,,492.5,257.0,,,,,,44.0,-191.0,,,,,11.0,,2166.3,-70.2,,301.5,66.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
04012,697,420.0,409.0,,,,,482.0,,1059.5,284.1,,607.0,382.0,,,,,,-277.0,-288.0,,,,,-215.0,,362.5,-412.9,,-90.0,-315.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
04013,127570,80135.0,72284.0,,,,,74475.0,,172552.5,89167.3,,95304.0,95219.0,,,64687.9,,,-47435.0,-55286.0,,,,,-53095.0,,44982.5,-38402.7,,-32266.0,-32351.0,,,-62882.1,,,False,,,,,False,,True,True,,True,True,,,False,,
04015,6901,2815.0,4282.0,,,,,2884.0,,5237.5,3566.1,,3606.0,3882.0,,,2646.3,,,-4086.0,-2619.0,,,,,-4017.0,,-1663.5,-3334.9,,-3295.0,-3019.0,,,-4254.7,,,True,,,,,True,,True,True,,True,True,,,False,,
04017,3547,2490.0,1765.0,,,,,3093.0,,2932.3,2697.3,,3027.0,3157.0,,,2768.9,,,-1057.0,-1782.0,,,,,-454.0,,-614.7,-849.7,,-520.0,-390.0,,,-778.1,,,False,,,,,True,,True,True,,True,True,,,True,,
04019,32596,20305.0,26857.0,,,,,17518.0,,30276.5,23847.9,,22613.0,25678.0,,,15877.3,,,-12291.0,-5739.0,,,,,-15078.0,,-2319.5,-8748.1,,-9983.0,-6918.0,,,-16718.7,,,True,,,,,False,,True,True,,True,True,,,False,,
