,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,647,552.0,,555.5,,554.0,202.0,,,,,357.9,,,578.0,,864.8,,259.8,386.0,,680.0,642.1,,,966.0,59.1,,,,,416.6,,,,321.6,-95.0,,-91.5,,-93.0,-445.0,,,,,-289.1,,,-69.0,,217.8,,-387.2,-261.0,,33.0,-4.9,,,319.0,-587.9,,,,,-230.4,,,,-325.4,,True,,True,False,,,,,False,,,True,,False,,False,False,,True,True,,,False,False,,,,,False,,,,False
01023,54,64.0,,61.3,,62.0,24.0,,,,,29.2,,,175.0,,241.4,,26.2,,,47.0,66.5,,,198.0,14.1,,,,,,,,,63.5,10.0,,7.3,,8.0,-30.0,,,,,-24.8,,,121.0,,187.4,,-27.8,,,-7.0,12.5,,,144.0,-39.9,,,,,,,,,9.5,,True,,True,False,,,,,False,,,False,,False,,False,,,True,False,,,False,False,,,,,,,,,True
01025,778,304.0,,303.1,,291.0,195.0,,,,,226.4,,,325.0,,296.2,,165.4,,,262.0,370.2,,,526.0,18.4,,,,,,,,,209.8,-474.0,,-474.9,,-487.0,-583.0,,,,,-551.6,,,-453.0,,-481.8,,-612.6,,,-516.0,-407.8,,,-252.0,-759.6,,,,,,,,,-568.2,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,False
01027,202,148.0,,152.7,,148.0,105.0,,,,,114.0,,,191.0,,136.1,,57.2,,,172.0,197.8,,,270.0,19.0,,,,,,,,,74.3,-54.0,,-49.3,,-54.0,-97.0,,,,,-88.0,,,-11.0,,-65.9,,-144.8,,,-30.0,-4.2,,,68.0,-183.0,,,,,,,,,-127.7,,True,,False,False,,,,,False,,,True,,False,,False,,,True,True,,,False,False,,,,,,,,,False
01029,227,188.0,,127.7,,137.0,38.0,,,,,133.8,,,236.0,,118.1,,61.9,,,164.0,203.7,,,304.0,11.0,,,,,,,,,95.2,-39.0,,-99.3,,-90.0,-189.0,,,,,-93.2,,,9.0,,-108.9,,-165.1,,,-63.0,-23.3,,,77.0,-216.0,,,,,,,,,-131.8,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,False,False,,,,,,,,,False
01031,1041,732.0,,752.6,,638.0,931.0,,,,,486.1,,,570.0,,523.2,,504.0,599.5,,725.0,819.2,,,1107.0,108.4,,,,,538.4,,,,299.2,-309.0,,-288.4,,-403.0,-110.0,,,,,-554.9,,,-471.0,,-517.8,,-537.0,-441.5,,-316.0,-221.8,,,66.0,-932.6,,,,,-502.6,,,,-741.8,,True,,False,True,,,,,False,,,False,,False,,False,False,,False,True,,,True,False,,,,,False,,,,False
01033,1214,1588.0,,1595.3,,1227.0,1192.0,,,,,823.4,,,1242.0,,1753.6,,703.0,888.0,,1328.5,1171.3,,,1756.0,34.2,,,,,895.5,,,,1113.7,374.0,,381.3,,13.0,-22.0,,,,,-390.6,,,28.0,,539.6,,-511.0,-326.0,,114.5,-42.7,,,542.0,-1179.8,,,,,-318.5,,,,-100.3,,False,,True,True,,,,,False,,,True,,False,,False,True,,True,True,,,False,False,,,,,True,,,,True
01035,132,204.0,,210.4,,150.0,129.0,,,,,75.1,,,135.0,,223.2,,64.1,,,58.0,157.7,,,269.0,10.3,,,,,,,,,143.4,72.0,,78.4,,18.0,-3.0,,,,,-56.9,,,3.0,,91.2,,-67.9,,,-74.0,25.7,,,137.0,-121.7,,,,,,,,,11.4,,False,,True,True,,,,,True,,,True,,False,,True,,,False,True,,,False,False,,,,,,,,,True
01037,130,196.0,,189.8,,187.0,274.0,,,,,98.4,,,108.0,,195.0,,44.9,,,261.0,171.6,,,250.0,8.5,,,,,,,,,161.1,66.0,,59.8,,57.0,144.0,,,,,-31.6,,,-22.0,,65.0,,-85.2,,,131.0,41.6,,,120.0,-121.5,,,,,,,,,31.1,,True,,True,False,,,,,True,,,True,,True,,False,,,False,True,,,False,False,,,,,,,,,True
01039,593,676.0,,708.6,,423.0,296.0,,,,,379.7,,,469.0,,1004.6,,255.1,352.5,,361.0,601.4,,,885.0,24.3,,,,,465.5,,,,310.5,83.0,,115.6,,-170.0,-297.0,,,,,-213.3,,,-124.0,,411.6,,-337.9,-240.5,,-232.0,8.4,,,292.0,-568.7,,,,,-127.5,,,,-282.5,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,,,,,False,,,,False
01041,222,120.0,,140.4,,116.0,56.0,,,,,85.6,,,142.0,,65.0,,52.5,,,112.0,149.5,,,265.0,13.5,,,,,,,,,110.1,-102.0,,-81.6,,-106.0,-166.0,,,,,-136.4,,,-80.0,,-157.0,,-169.5,,,-110.0,-72.5,,,43.0,-208.5,,,,,,,,,-111.9,,True,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,False
01043,2257,2364.0,,2415.0,,1798.0,1469.0,,,,,1435.6,,,1798.0,,1625.1,,981.4,1607.5,,2727.0,2125.9,,,2637.0,69.5,,,,,1860.1,,,,725.9,107.0,,158.0,,-459.0,-788.0,,,,,-821.4,,,-459.0,,-631.9,,-1275.6,-649.5,,470.0,-131.1,,,380.0,-2187.5,,,,,-396.9,,,,-1531.1,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
01045,894,736.0,,738.4,,535.0,429.0,,,,,458.3,,,584.0,,542.4,,322.1,414.0,,1047.0,786.6,,,1036.0,52.7,,,,,471.0,,,,269.3,-158.0,,-155.6,,-359.0,-465.0,,,,,-435.7,,,-310.0,,-351.6,,-571.9,-480.0,,153.0,-107.4,,,142.0,-841.3,,,,,-423.0,,,,-624.7,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,True,False,,,,,False,,,,False
01047,454,464.0,,471.6,,334.0,212.0,,,,,287.3,,,415.0,,360.7,,346.3,307.5,,324.0,431.7,,,721.0,31.3,,,,,282.3,,,,265.3,10.0,,17.6,,-120.0,-242.0,,,,,-166.7,,,-39.0,,-93.3,,-107.7,-146.5,,-130.0,-22.3,,,267.0,-422.7,,,,,-171.7,,,,-188.7,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
01049,1722,1708.0,,1791.6,,1451.0,1785.0,,,,,1313.5,,,1451.0,,1135.8,,794.8,1192.5,,1543.0,1694.0,,,2041.0,67.6,,,,,845.9,,,,236.7,-14.0,,69.6,,-271.0,63.0,,,,,-408.5,,,-271.0,,-586.2,,-927.2,-529.5,,-179.0,-28.0,,,319.0,-1654.4,,,,,-876.1,,,,-1485.3,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
01051,2179,1512.0,,1546.9,,1444.0,1661.0,,,,,843.3,,,897.0,,1624.0,,743.8,985.0,,1489.0,1523.9,,,1939.0,115.8,,,,,1298.3,,,,1075.8,-667.0,,-632.1,,-735.0,-518.0,,,,,-1335.7,,,-1282.0,,-555.0,,-1435.2,-1194.0,,-690.0,-655.1,,,-240.0,-2063.2,,,,,-880.7,,,,-1103.2,,True,,False,True,,,,,False,,,False,,True,,False,False,,False,True,,,True,False,,,,,False,,,,False
01053,617,452.0,,454.5,,404.0,54.0,,,,,216.3,,,500.0,,621.9,,192.1,331.0,,226.0,421.6,,,691.0,26.2,,,,,,,,,391.0,-165.0,,-162.5,,-213.0,-563.0,,,,,-400.7,,,-117.0,,4.9,,-424.9,-286.0,,-391.0,-195.4,,,74.0,-590.8,,,,,,,,,-226.0,,True,,False,False,,,,,False,,,True,,True,,False,False,,False,False,,,True,False,,,,,,,,,False
01055,3097,3568.0,,3542.0,,3178.0,3652.0,,,,,1471.5,,,1946.0,,4155.1,,1655.4,2081.5,,4214.0,3238.2,,,3772.0,242.9,,,,,3109.0,,,,1083.6,471.0,,445.0,,81.0,555.0,,,,,-1625.5,,,-1151.0,,1058.1,,-1441.6,-1015.5,,1117.0,141.2,,,675.0,-2854.1,,,,,12.0,,,,-2013.4,,True,,True,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,,,,,True,,,,False
01057,411,516.0,,512.2,,503.0,280.0,,,,,316.2,,,310.0,,565.1,,233.5,,,599.0,512.7,,,502.0,37.4,,,,,,,,,444.9,105.0,,101.2,,92.0,-131.0,,,,,-94.8,,,-101.0,,154.1,,-177.5,,,188.0,101.7,,,91.0,-373.6,,,,,,,,,33.9,,True,,True,False,,,,,True,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,True
01059,632,636.0,,643.8,,621.0,180.0,,,,,416.0,,,773.0,,677.4,,294.3,446.0,,636.0,648.5,,,833.0,39.0,,,,,505.1,,,,823.7,4.0,,11.8,,-11.0,-452.0,,,,,-216.0,,,141.0,,45.4,,-337.7,-186.0,,4.0,16.5,,,201.0,-593.0,,,,,-126.9,,,,191.7,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
01061,415,336.0,,321.2,,309.0,211.0,,,,,221.7,,,332.0,,238.2,,160.7,,,307.0,383.5,,,528.0,30.8,,,,,,,,,308.8,-79.0,,-93.8,,-106.0,-204.0,,,,,-193.3,,,-83.0,,-176.8,,-254.3,,,-108.0,-31.5,,,113.0,-384.2,,,,,,,,,-106.2,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,False,False,,,,,,,,,False
01063,216,160.0,,161.0,,160.0,0.0,,,,,88.1,,,90.0,,181.4,,45.4,,,265.0,173.2,,,181.0,12.2,,,,,,,,,216.9,-56.0,,-55.0,,-56.0,-216.0,,,,,-127.9,,,-126.0,,-34.6,,-170.6,,,49.0,-42.8,,,-35.0,-203.8,,,,,,,,,0.9,,True,,False,False,,,,,False,,,False,,True,,False,,,True,True,,,True,False,,,,,,,,,True
01065,473,216.0,,226.8,,213.0,28.0,,,,,145.1,,,206.0,,234.6,,141.9,,,160.5,233.6,,,310.0,33.3,,,,,,,,,252.5,-257.0,,-246.2,,-260.0,-445.0,,,,,-327.9,,,-267.0,,-238.4,,-331.1,,,-312.5,-239.4,,,-163.0,-439.7,,,,,,,,,-220.5,,True,,False,False,,,,,False,,,False,,True,,False,,,False,True,,,True,False,,,,,,,,,True
01067,363,268.0,,259.5,,222.0,18.0,,,,,136.9,,,184.0,,351.4,,96.2,,,149.0,245.2,,,378.0,8.8,,,,,,,,,301.6,-95.0,,-103.5,,-141.0,-345.0,,,,,-226.1,,,-179.0,,-11.6,,-266.8,,,-214.0,-117.8,,,15.0,-354.2,,,,,,,,,-61.4,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,,,True,False,,,,,,,,,True
01069,1804,1576.0,,1613.0,,1464.0,1880.0,,,,,784.5,,,1130.0,,1491.9,,704.4,1159.0,,1735.0,1587.8,,,2258.0,110.5,,,,,1209.1,,,,1616.5,-228.0,,-191.0,,-340.0,76.0,,,,,-1019.5,,,-674.0,,-312.1,,-1099.6,-645.0,,-69.0,-216.2,,,454.0,-1693.5,,,,,-594.9,,,,-187.5,,True,,False,True,,,,,False,,,False,,False,,False,False,,True,True,,,False,False,,,,,False,,,,True
01071,1378,2540.0,,2419.7,,2186.0,960.0,,,,,1277.8,,,1094.0,,5689.6,,909.7,1501.5,,4786.0,2186.7,,,2359.0,138.1,,,,,1643.7,,,,3580.7,1162.0,,1041.7,,808.0,-418.0,,,,,-100.2,,,-284.0,,4311.6,,-468.3,123.5,,3408.0,808.7,,,981.0,-1239.9,,,,,265.7,,,,2202.7,,True,,True,True,,,,,True,,,True,,False,,True,True,,False,True,,,True,False,,,,,True,,,,False
01073,17619,14752.0,,14332.7,15909.3,15575.0,30872.0,,,,,16242.0,,29071.5,10039.0,,14798.5,,8579.2,10543.0,,16640.5,17466.2,,,17539.0,675.9,,,,,16425.7,20139.0,,,15479.6,-2867.0,,-3286.3,-1709.7,-2044.0,13253.0,,,,,-1377.0,,11452.5,-7580.0,,-2820.5,,-9039.8,-7076.0,,-978.5,-152.8,,,-80.0,-16943.1,,,,,-1193.3,2520.0,,,-2139.4,,False,True,True,False,,,,,True,,False,False,,True,,False,False,,True,True,,,True,False,,,,,True,True,,,True
01075,325,260.0,,244.4,,250.0,173.0,,,,,148.3,,,240.0,,608.9,,90.2,,,402.0,285.3,,,350.0,25.4,,,,,,,,,282.0,-65.0,,-80.6,,-75.0,-152.0,,,,,-176.7,,,-85.0,,283.9,,-234.8,,,77.0,-39.7,,,25.0,-299.6,,,,,,,,,-43.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,True,False,,,,,,,,,True
01077,2029,2060.0,,2046.3,,1866.0,2237.0,,,,,961.8,,,2161.0,,1655.7,,1054.4,1403.5,,1851.0,1954.2,,,2664.0,222.1,,,,,1218.6,,,,1717.4,31.0,,17.3,,-163.0,208.0,,,,,-1067.2,,,132.0,,-373.3,,-974.6,-625.5,,-178.0,-74.8,,,635.0,-1806.9,,,,,-810.4,,,,-311.6,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
01079,681,568.0,,553.8,,506.0,515.0,,,,,353.8,,,689.0,,430.1,,279.9,421.5,,479.0,537.2,,,816.0,25.4,,,,,,,,,529.9,-113.0,,-127.2,,-175.0,-166.0,,,,,-327.2,,,8.0,,-250.9,,-401.1,-259.5,,-202.0,-143.8,,,135.0,-655.6,,,,,,,,,-151.1,,False,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,,False,False,,,,,,,,,False
01081,2377,1496.0,,1465.1,,1634.0,2261.0,,,,,961.2,,1917.5,1578.0,,1165.1,,869.3,1099.5,,1748.0,1956.2,,,2749.0,91.6,,,,,1075.0,2097.0,,,1663.1,-881.0,,-911.9,,-743.0,-116.0,,,,,-1415.8,,-459.5,-799.0,,-1211.9,,-1507.7,-1277.5,,-629.0,-420.8,,,372.0,-2285.4,,,,,-1302.0,-280.0,,,-713.9,,False,,True,True,,,,,False,,True,True,,False,,False,False,,True,True,,,True,False,,,,,False,True,,,True
01083,2295,1784.0,,1658.8,,1668.0,1644.0,,,,,1235.4,,,1764.0,,1578.5,,989.8,1268.0,,1818.5,1950.1,,,2336.0,59.0,,,,,1501.3,,,,2080.5,-511.0,,-636.2,,-627.0,-651.0,,,,,-1059.6,,,-531.0,,-716.5,,-1305.2,-1027.0,,-476.5,-344.9,,,41.0,-2236.0,,,,,-793.7,,,,-214.5,,False,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,True,False,,,,,False,,,,True
01085,124,136.0,,127.5,,129.0,0.0,,,,,71.4,,,76.0,,217.1,,52.1,,,135.0,142.5,,,192.0,5.2,,,,,,,,,145.7,12.0,,3.5,,5.0,-124.0,,,,,-52.6,,,-48.0,,93.1,,-71.9,,,11.0,18.5,,,68.0,-118.8,,,,,,,,,21.7,,True,,True,False,,,,,False,,,False,,False,,False,,,True,False,,,False,False,,,,,,,,,False
01087,233,164.0,,164.3,,158.0,229.0,,,,,99.5,,,140.0,,134.4,,102.4,,,128.0,194.6,,,338.0,26.5,,,,,,,,,203.4,-69.0,,-68.7,,-75.0,-4.0,,,,,-133.5,,,-93.0,,-98.6,,-130.6,,,-105.0,-38.4,,,105.0,-206.5,,,,,,,,,-29.6,,True,,False,True,,,,,False,,,False,,False,,False,,,False,True,,,False,False,,,,,,,,,True
01089,8261,6524.0,,6480.2,,7891.0,10731.0,,,,,10344.4,,14389.4,5654.0,,6822.1,,3646.8,4130.5,,8069.0,8125.6,,,8350.0,757.8,,,,,7349.1,8232.0,,,9491.8,-1737.0,,-1780.8,,-370.0,2470.0,,,,,2083.4,,6128.4,-2607.0,,-1438.9,,-4614.2,-4130.5,,-192.0,-135.4,,,89.0,-7503.2,,,,,-911.9,-29.0,,,1230.8,,False,,True,False,,,,,False,,False,False,,True,,False,False,,True,True,,,True,False,,,,,True,True,,,True
01091,529,308.0,,293.2,,307.0,0.0,,,,,207.5,,,264.0,,454.2,,122.7,,,445.0,415.0,,,462.0,31.5,,,,,,,,,343.6,-221.0,,-235.8,,-222.0,-529.0,,,,,-321.5,,,-265.0,,-74.8,,-406.3,,,-84.0,-114.0,,,-67.0,-497.5,,,,,,,,,-185.4,,False,,False,False,,,,,False,,,False,,True,,False,,,True,True,,,True,False,,,,,,,,,True
01093,604,512.0,,509.1,,504.0,436.0,,,,,321.8,,,564.0,,639.7,,211.6,347.0,,602.5,524.4,,,711.0,73.0,,,,,,,,,452.8,-92.0,,-94.9,,-100.0,-168.0,,,,,-282.2,,,-40.0,,35.7,,-392.4,-257.0,,-1.5,-79.6,,,107.0,-531.0,,,,,,,,,-151.2,,False,,False,False,,,,,False,,,True,,True,,False,False,,True,True,,,False,False,,,,,,,,,False
01095,2230,3164.0,,3197.1,,3036.0,3007.0,,,,,1315.7,,5391.5,1939.0,,3361.5,,1716.2,1908.5,,3198.5,2995.7,,,3469.0,219.5,,,,,1720.9,,,,5584.6,934.0,,967.1,,806.0,777.0,,,,,-914.3,,3161.5,-291.0,,1131.5,,-513.8,-321.5,,968.5,765.7,,,1239.0,-2010.5,,,,,-509.1,,,,3354.6,,False,,True,True,,,,,True,,False,True,,False,,True,True,,False,True,,,False,False,,,,,True,,,,False
