,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31143,26,24.0,,28.3,,25.0,25.0,,,,,45.5,,,157.0,,9.2,,10.4,,,9.0,63.0,,,82.0,16.5,,,,,,,,,42.7,-2.0,,2.3,,-1.0,-1.0,,,,,19.5,,,131.0,,-16.8,,-15.6,,,-17.0,37.0,,,56.0,-9.5,,,,,,,,,16.7,,False,,True,True,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
31145,237,548.0,,504.5,,365.0,279.0,,,,,208.1,,,300.0,,492.6,,79.5,,,448.0,334.3,,,390.0,30.6,,,,,,,,,510.0,311.0,,267.5,,128.0,42.0,,,,,-28.9,,,63.0,,255.6,,-157.5,,,211.0,97.3,,,153.0,-206.4,,,,,,,,,273.0,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,True
31147,123,196.0,,199.8,,157.0,179.0,,,,,98.2,,,175.0,,109.7,,95.4,,,91.0,151.2,,,210.0,26.3,,,,,,,,,150.0,73.0,,76.8,,34.0,56.0,,,,,-24.8,,,52.0,,-13.3,,-27.6,,,-32.0,28.2,,,87.0,-96.7,,,,,,,,,27.0,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,False,False,,,,,,,,,True
31149,16,16.0,,13.2,,16.0,0.0,,,,,20.5,,,58.0,,5.8,,9.8,,,19.0,16.5,,,27.0,3.8,,,,,,,,,20.5,0.0,,-2.8,,0.0,-16.0,,,,,4.5,,,42.0,,-10.2,,-6.2,,,3.0,0.5,,,11.0,-12.2,,,,,,,,,4.5,,False,,True,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
31151,173,400.0,,406.4,,360.0,303.0,,,,,253.9,,,530.0,,169.6,,193.0,,,303.0,373.3,,,440.0,51.0,,,,,,,,,450.9,227.0,,233.4,,187.0,130.0,,,,,80.9,,,357.0,,-3.4,,20.0,,,130.0,200.3,,,267.0,-122.0,,,,,,,,,277.9,,False,,True,True,,,,,True,,,False,,True,,True,,,True,True,,,False,True,,,,,,,,,False
31153,3334,5440.0,,5724.8,,4869.0,6921.0,,,,,4367.1,,,4980.0,,2283.1,,3631.5,1843.0,,5320.5,5325.9,,,5117.0,629.5,,,,,2993.1,3820.0,,,6207.2,2106.0,,2390.8,,1535.0,3587.0,,,,,1033.1,,,1646.0,,-1050.9,,297.5,-1491.0,,1986.5,1991.9,,,1783.0,-2704.5,,,,,-340.9,486.0,,,2873.2,,False,,True,False,,,,,True,,,True,,True,,True,True,,True,True,,,True,False,,,,,True,True,,,False
31155,365,744.0,,754.1,,596.0,562.0,,,,,412.4,,,577.0,,474.3,,277.0,,,741.0,634.2,,,703.0,68.2,,,,,,,,,567.2,379.0,,389.1,,231.0,197.0,,,,,47.4,,,212.0,,109.3,,-88.0,,,376.0,269.2,,,338.0,-296.8,,,,,,,,,202.2,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,True
31157,249,676.0,,690.1,,437.0,283.0,,,,,482.6,,,912.0,,120.2,,216.6,163.5,,386.0,528.6,,,561.0,138.1,,,,,378.3,,,,603.7,427.0,,441.1,,188.0,34.0,,,,,233.6,,,663.0,,-128.8,,-32.4,-85.5,,137.0,279.6,,,312.0,-110.9,,,,,129.3,,,,354.7,,False,,True,True,,,,,True,,,False,,True,,True,True,,True,True,,,True,True,,,,,True,,,,True
31159,232,300.0,,296.6,,288.0,287.0,,,,,186.2,,,635.0,,214.7,,130.6,,,246.0,333.7,,,410.0,75.8,,,,,,,,,285.5,68.0,,64.6,,56.0,55.0,,,,,-45.8,,,403.0,,-17.3,,-101.4,,,14.0,101.7,,,178.0,-156.2,,,,,,,,,53.5,,True,,True,True,,,,,True,,,False,,True,,False,,,True,False,,,False,False,,,,,,,,,True
31161,96,52.0,,73.9,,43.0,0.0,,,,,71.9,,,88.0,,4.3,,31.6,,,23.0,71.5,,,92.0,19.1,,,,,,,,,48.3,-44.0,,-22.1,,-53.0,-96.0,,,,,-24.1,,,-8.0,,-91.7,,-64.4,,,-73.0,-24.5,,,-4.0,-76.9,,,,,,,,,-47.7,,True,,False,False,,,,,True,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,False
31163,14,40.0,,43.1,,35.0,0.0,,,,,32.1,,,54.0,,17.4,,6.7,,,5.0,35.9,,,63.0,7.8,,,,,,,,,44.8,26.0,,29.1,,21.0,-14.0,,,,,18.1,,,40.0,,3.4,,-7.3,,,-9.0,21.9,,,49.0,-6.2,,,,,,,,,30.8,,False,,True,True,,,,,True,,,False,,True,,True,,,True,True,,,False,True,,,,,,,,,False
31165,5,8.0,,6.5,,7.0,0.0,,,,,9.9,,,29.0,,3.1,,1.4,,,8.0,3.3,,,12.0,2.2,,,,,,,,,6.6,3.0,,1.5,,2.0,-5.0,,,,,4.9,,,24.0,,-1.9,,-3.6,,,3.0,-1.7,,,7.0,-2.8,,,,,,,,,1.6,,True,,True,False,,,,,False,,,False,,True,,False,,,False,True,,,False,True,,,,,,,,,True
31167,63,216.0,,216.9,,162.0,144.0,,,,,112.2,,,177.0,,168.4,,23.0,,,60.0,140.9,,,205.0,15.7,,,,,,,,,206.2,153.0,,153.9,,99.0,81.0,,,,,49.2,,,114.0,,105.4,,-40.0,,,-3.0,77.9,,,142.0,-47.3,,,,,,,,,143.2,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,True
31169,99,112.0,,127.4,,91.0,99.0,,,,,82.8,,,138.0,,45.5,,30.3,,,34.0,87.2,,,144.0,16.5,,,,,,,,,77.2,13.0,,28.4,,-8.0,0.0,,,,,-16.2,,,39.0,,-53.5,,-68.7,,,-65.0,-11.8,,,45.0,-82.5,,,,,,,,,-21.8,,False,,True,True,,,,,False,,,False,,False,,False,,,False,True,,,False,False,,,,,,,,,False
31171,10,24.0,,26.0,,17.0,0.0,,,,,18.9,,,19.0,,16.8,,4.5,,,16.0,15.2,,,20.0,2.3,,,,,,,,,11.1,14.0,,16.0,,7.0,-10.0,,,,,8.9,,,9.0,,6.8,,-5.5,,,6.0,5.2,,,10.0,-7.7,,,,,,,,,1.1,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,True
31173,131,124.0,,105.2,,99.0,107.0,,,,,101.4,,,202.0,,30.7,,61.6,,,44.0,103.8,,,169.0,22.0,,,,,,,,,96.0,-7.0,,-25.8,,-32.0,-24.0,,,,,-29.6,,,71.0,,-100.3,,-69.4,,,-87.0,-27.2,,,38.0,-109.0,,,,,,,,,-35.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
31175,35,108.0,,88.3,,74.0,57.0,,,,,75.6,,,95.0,,30.7,,20.0,,,50.0,85.2,,,106.0,10.0,,,,,,,,,142.7,73.0,,53.3,,39.0,22.0,,,,,40.6,,,60.0,,-4.3,,-15.0,,,15.0,50.2,,,71.0,-25.0,,,,,,,,,107.7,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,False
31177,297,600.0,,610.8,,521.0,147.0,,,,,394.3,,,552.0,,308.8,,196.3,,,399.0,551.2,,,638.0,108.9,,,,,,,,,674.8,303.0,,313.8,,224.0,-150.0,,,,,97.3,,,255.0,,11.8,,-100.7,,,102.0,254.2,,,341.0,-188.1,,,,,,,,,377.8,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,False,True,,,,,,,,,False
31179,115,172.0,,178.2,,143.0,69.0,,,,,151.9,,,251.0,,46.4,,64.2,,,152.0,143.1,,,214.0,38.7,,,,,,,,,97.7,57.0,,63.2,,28.0,-46.0,,,,,36.9,,,136.0,,-68.6,,-50.8,,,37.0,28.1,,,99.0,-76.3,,,,,,,,,-17.3,,False,,True,True,,,,,True,,,False,,False,,True,,,True,True,,,False,False,,,,,,,,,True
31181,31,72.0,,95.9,,73.0,4.0,,,,,48.9,,,91.0,,90.3,,9.2,,,19.0,71.3,,,104.0,20.4,,,,,,,,,89.4,41.0,,64.9,,42.0,-27.0,,,,,17.9,,,60.0,,59.3,,-21.8,,,-12.0,40.3,,,73.0,-10.6,,,,,,,,,58.4,,False,,False,True,,,,,True,,,False,,False,,True,,,True,True,,,False,True,,,,,,,,,False
31183,11,16.0,,15.1,,10.0,0.0,,,,,12.7,,,31.0,,0.7,,10.6,,,11.0,6.1,,,17.0,1.5,,,,,,,,,10.3,5.0,,4.1,,-1.0,-11.0,,,,,1.7,,,20.0,,-10.3,,-0.4,,,0.0,-4.9,,,6.0,-9.5,,,,,,,,,-0.7,,True,,True,False,,,,,True,,,False,,False,,True,,,True,True,,,False,False,,,,,,,,,True
31185,152,468.0,,505.2,,394.0,151.0,,,,,295.3,,,451.0,,339.9,,117.5,,,538.0,374.9,,,440.0,77.1,,,,,,,,,387.1,316.0,,353.2,,242.0,-1.0,,,,,143.3,,,299.0,,187.9,,-34.5,,,386.0,222.9,,,288.0,-74.9,,,,,,,,,235.1,,False,,True,True,,,,,True,,,True,,True,,True,,,False,True,,,True,True,,,,,,,,,True
32001,445,588.0,,606.0,,535.0,335.0,,,,,312.9,,,660.0,,313.1,,239.9,,,569.0,577.8,,,585.0,55.4,,,,,,,,,521.2,143.0,,161.0,,90.0,-110.0,,,,,-132.1,,,215.0,,-131.9,,-205.1,,,124.0,132.8,,,140.0,-389.6,,,,,,,,,76.2,,False,,True,True,,,,,True,,,False,,True,,False,,,True,True,,,True,False,,,,,,,,,True
32003,47568,45500.0,,45562.1,48106.5,46245.0,38138.0,,,,,44018.1,,69686.3,36673.0,,51814.0,,40697.0,53264.0,,54920.5,59583.6,,,45007.0,4973.2,,,,,22532.2,54520.0,,,88658.5,-2068.0,,-2005.9,538.5,-1323.0,-9430.0,,,,,-3549.9,,22118.3,-10895.0,,4246.0,,-6871.0,5696.0,,7352.5,12015.6,,,-2561.0,-42594.8,,,,,-25035.8,6952.0,,,41090.5,,True,True,True,False,,,,,False,,False,False,,False,,False,False,,False,False,,,False,False,,,,,False,False,,,False
32005,822,1184.0,,1011.2,,1085.0,2546.0,,,,,344.5,,,752.0,,7015.7,,562.4,1089.5,,1803.0,789.1,,,1164.0,208.7,,,,,,,,,965.4,362.0,,189.2,,263.0,1724.0,,,,,-477.5,,,-70.0,,6193.7,,-259.6,267.5,,981.0,-32.9,,,342.0,-613.3,,,,,,,,,143.4,,True,,True,False,,,,,False,,,True,,False,,True,True,,False,True,,,True,False,,,,,,,,,True
32007,796,1544.0,,1503.1,,1423.0,0.0,,,,,1470.1,,,606.0,,1873.2,,839.1,1261.5,,1817.0,1676.7,,,1291.0,262.2,,,,,1335.8,,,,2040.4,748.0,,707.1,,627.0,-796.0,,,,,674.1,,,-190.0,,1077.2,,43.1,465.5,,1021.0,880.7,,,495.0,-533.8,,,,,539.8,,,,1244.4,,True,,True,False,,,,,True,,,True,,False,,True,True,,False,False,,,True,True,,,,,True,,,,False
32009,20,12.0,,13.0,,10.0,0.0,,,,,8.5,,,28.0,,7.2,,26.5,,,9.0,8.8,,,15.0,6.1,,,,,,,,,10.6,-8.0,,-7.0,,-10.0,-20.0,,,,,-11.5,,,8.0,,-12.8,,6.5,,,-11.0,-11.2,,,-5.0,-13.9,,,,,,,,,-9.4,,True,,False,False,,,,,False,,,False,,False,,True,,,False,False,,,True,False,,,,,,,,,False
32011,10,0.0,,0.0,,4.0,0.0,,,,,6.7,,,21.0,,0.0,,4.1,,,13.0,9.2,,,16.0,3.9,,,,,,,,,8.2,-10.0,,-10.0,,-6.0,-10.0,,,,,-3.3,,,11.0,,-10.0,,-5.9,,,3.0,-0.8,,,6.0,-6.1,,,,,,,,,-1.8,,False,,True,False,,,,,True,,,False,,False,,True,,,True,True,,,True,True,,,,,,,,,True
32013,302,776.0,,814.9,,392.0,0.0,,,,,336.1,,,392.0,,696.9,,69.6,,,164.0,277.0,,,627.0,50.8,,,,,,,,,846.6,474.0,,512.9,,90.0,-302.0,,,,,34.1,,,90.0,,394.9,,-232.4,,,-138.0,-25.0,,,325.0,-251.2,,,,,,,,,544.6,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,False
32015,135,200.0,,204.4,,170.0,0.0,,,,,60.7,,,172.0,,557.8,,19.2,,,359.0,160.4,,,152.0,41.1,,,,,,,,,217.3,65.0,,69.4,,35.0,-135.0,,,,,-74.3,,,37.0,,422.8,,-115.8,,,224.0,25.4,,,17.0,-93.9,,,,,,,,,82.3,,False,,True,False,,,,,False,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,False
32017,46,172.0,,185.2,,84.0,0.0,,,,,84.2,,,26.0,,49.8,,71.6,,,146.0,121.4,,,124.0,16.4,,,,,,,,,84.0,126.0,,139.2,,38.0,-46.0,,,,,38.2,,,-20.0,,3.8,,25.6,,,100.0,75.4,,,78.0,-29.6,,,,,,,,,38.0,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,,,,,,,,,True
32019,707,1164.0,,1340.7,,1199.0,1388.0,,,,,421.4,,,1118.0,,6160.1,,1031.8,1282.5,,1720.0,942.5,,,1245.0,233.3,,,,,,,,,1052.8,457.0,,633.7,,492.0,681.0,,,,,-285.6,,,411.0,,5453.1,,324.8,575.5,,1013.0,235.5,,,538.0,-473.7,,,,,,,,,345.8,,False,,False,False,,,,,True,,,True,,False,,True,False,,False,True,,,False,False,,,,,,,,,True
32021,87,60.0,,48.8,,60.0,0.0,,,,,21.8,,,96.0,,55.4,,16.2,,,105.0,97.1,,,76.0,5.9,,,,,,,,,89.5,-27.0,,-38.2,,-27.0,-87.0,,,,,-65.2,,,9.0,,-31.6,,-70.8,,,18.0,10.1,,,-11.0,-81.1,,,,,,,,,2.5,,False,,False,False,,,,,False,,,True,,False,,False,,,True,True,,,True,False,,,,,,,,,True
32023,554,544.0,,496.4,,546.0,0.0,,,,,454.6,,,599.0,,482.3,,505.5,716.0,,718.0,679.6,,,630.0,203.1,,,,,,,,,687.5,-10.0,,-57.6,,-8.0,-554.0,,,,,-99.4,,,45.0,,-71.7,,-48.5,162.0,,164.0,125.6,,,76.0,-350.9,,,,,,,,,133.5,,False,,True,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,,,,,False
32027,727,28.0,,6.9,,28.0,0.0,,,,,52.0,,,137.0,,60.4,,30.1,,,4.0,68.3,,,93.0,51.3,,,,,,,,,53.0,-699.0,,-720.1,,-699.0,-727.0,,,,,-675.0,,,-590.0,,-666.6,,-696.9,,,-723.0,-658.7,,,-634.0,-675.7,,,,,,,,,-674.0,,False,,False,False,,,,,True,,,True,,True,,True,,,False,True,,,True,True,,,,,,,,,True
32029,7,28.0,,23.0,,28.0,34.0,,,,,10.3,,,86.0,,57.6,,21.6,,,20.0,33.6,,,61.0,5.0,,,,,,,,,45.4,21.0,,16.0,,21.0,27.0,,,,,3.3,,,79.0,,50.6,,14.6,,,13.0,26.6,,,54.0,-2.0,,,,,,,,,38.4,,True,,False,False,,,,,True,,,False,,False,,True,,,True,False,,,False,True,,,,,,,,,False
32031,8782,11580.0,,11360.7,12423.2,11447.0,8066.0,,,,,18597.2,,14973.4,10109.0,,10037.2,,7683.5,15419.5,,11889.5,12264.0,,,10719.0,1763.1,,,,,7681.4,14285.0,,,17484.7,2798.0,,2578.7,3641.2,2665.0,-716.0,,,,,9815.2,,6191.4,1327.0,,1255.2,,-1098.5,6637.5,,3107.5,3482.0,,,1937.0,-7018.9,,,,,-1100.6,5503.0,,,8702.7,,True,False,True,True,,,,,False,,False,True,,True,,True,False,,False,False,,,True,False,,,,,True,False,,,False
32033,91,40.0,,0.0,,48.0,0.0,,,,,67.8,,,85.0,,30.5,,85.4,,,27.0,130.3,,,155.0,136.7,,,,,,,,,576.3,-51.0,,-91.0,,-43.0,-91.0,,,,,-23.2,,,-6.0,,-60.5,,-5.6,,,-64.0,39.3,,,64.0,45.7,,,,,,,,,485.3,,False,,True,False,,,,,True,,,True,,False,,True,,,False,True,,,False,True,,,,,,,,,False
32510,2230,2180.0,,2125.7,,1586.0,1408.0,,,,,678.6,,,1120.0,,2302.6,,107.4,1200.0,,2750.0,1395.8,,,2082.0,275.5,,,,,1371.9,,,,2687.7,-50.0,,-104.3,,-644.0,-822.0,,,,,-1551.4,,,-1110.0,,72.6,,-2122.7,-1030.0,,520.0,-834.2,,,-148.0,-1954.5,,,,,-858.1,,,,457.7,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
33001,1089,820.0,,802.5,,950.0,1160.0,,,,,292.2,,,851.0,,1066.0,,457.1,1258.5,,1095.5,949.5,,,1106.0,81.4,,,,,,,,,951.2,-269.0,,-286.5,,-139.0,71.0,,,,,-796.8,,,-238.0,,-23.0,,-631.9,169.5,,6.5,-139.5,,,17.0,-1007.6,,,,,,,,,-137.8,,False,,True,True,,,,,False,,,True,,True,,False,True,,True,True,,,True,False,,,,,,,,,True
33003,438,480.0,,475.2,,560.0,746.0,,,,,219.6,,,414.0,,771.5,,314.5,652.0,,1057.5,559.5,,,749.0,44.3,,,,,,,,,546.5,42.0,,37.2,,122.0,308.0,,,,,-218.4,,,-24.0,,333.5,,-123.5,214.0,,619.5,121.5,,,311.0,-393.7,,,,,,,,,108.5,,True,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,,False,False,,,,,,,,,False
33005,655,560.0,,536.4,,675.0,672.0,,,,,238.4,,,716.0,,703.2,,600.3,846.5,,678.0,676.8,,,972.0,73.2,,,,,,,,,709.8,-95.0,,-118.6,,20.0,17.0,,,,,-416.6,,,61.0,,48.2,,-54.7,191.5,,23.0,21.8,,,317.0,-581.8,,,,,,,,,54.8,,False,,True,True,,,,,False,,,True,,True,,True,False,,True,True,,,False,False,,,,,,,,,True
33007,353,152.0,,156.9,,136.0,111.0,,,,,101.4,,,156.0,,72.0,,156.3,198.5,,65.0,178.1,,,384.0,32.5,,,,,,,,,115.1,-201.0,,-196.1,,-217.0,-242.0,,,,,-251.6,,,-197.0,,-281.0,,-196.7,-154.5,,-288.0,-174.9,,,31.0,-320.5,,,,,,,,,-237.9,,True,,False,False,,,,,False,,,True,,False,,True,True,,False,True,,,True,False,,,,,,,,,False
33009,540,468.0,,482.7,,494.0,718.0,,,,,162.1,,,869.0,,451.8,,222.1,567.5,,342.0,501.3,,,991.0,60.3,,,,,,,,,527.0,-72.0,,-57.3,,-46.0,178.0,,,,,-377.9,,,329.0,,-88.2,,-317.9,27.5,,-198.0,-38.7,,,451.0,-479.7,,,,,,,,,-13.0,,True,,True,False,,,,,False,,,False,,False,,False,True,,False,True,,,False,False,,,,,,,,,True
33011,7365,5724.0,,5796.0,,6238.0,4888.0,,,,,9500.5,,9503.9,4755.0,,10812.2,,8002.4,6818.0,,7188.0,5598.0,,,7331.0,1588.7,,,,,6672.0,9257.0,,,6651.9,-1641.0,,-1569.0,,-1127.0,-2477.0,,,,,2135.5,,2138.9,-2610.0,,3447.2,,637.4,-547.0,,-177.0,-1767.0,,,-34.0,-5776.3,,,,,-693.0,1892.0,,,-713.1,,True,,True,False,,,,,False,,False,False,,False,,True,True,,True,False,,,True,False,,,,,True,False,,,True
33013,2584,2224.0,,2297.7,,2596.0,3684.0,,,,,1001.9,,,1886.0,,5237.2,,2977.4,2662.5,,4626.5,2596.0,,,2820.0,203.0,,,,,,5251.0,,,2087.5,-360.0,,-286.3,,12.0,1100.0,,,,,-1582.1,,,-698.0,,2653.2,,393.4,78.5,,2042.5,12.0,,,236.0,-2381.0,,,,,,2667.0,,,-496.5,,True,,True,False,,,,,False,,,False,,False,,False,True,,False,True,,,True,False,,,,,,False,,,False
33015,5316,4080.0,,3969.1,,5026.0,5803.0,,,,,1838.1,,7460.0,4025.0,,6399.4,,5602.5,4656.0,,6561.5,4861.2,,,4839.0,403.7,,,,,5944.4,7463.0,,,7100.1,-1236.0,,-1346.9,,-290.0,487.0,,,,,-3477.9,,2144.0,-1291.0,,1083.4,,286.5,-660.0,,1245.5,-454.8,,,-477.0,-4912.3,,,,,628.4,2147.0,,,1784.1,,False,,True,True,,,,,False,,False,False,,True,,True,True,,False,True,,,True,False,,,,,True,False,,,False
33017,1815,968.0,,957.5,,1009.0,1680.0,,,,,496.4,,,1834.0,,660.2,,1014.6,1178.5,,1030.0,1122.0,,,1590.0,99.1,,,,,,995.0,,,900.1,-847.0,,-857.5,,-806.0,-135.0,,,,,-1318.6,,,19.0,,-1154.8,,-800.4,-636.5,,-785.0,-693.0,,,-225.0,-1715.9,,,,,,-820.0,,,-914.9,,False,,True,True,,,,,False,,,True,,False,,True,True,,True,True,,,True,False,,,,,,True,,,False
33019,186,168.0,,152.0,,171.0,247.0,,,,,90.4,,,424.0,,145.5,,121.0,237.0,,162.5,171.3,,,480.0,33.2,,,,,,,,,179.3,-18.0,,-34.0,,-15.0,61.0,,,,,-95.6,,,238.0,,-40.5,,-65.0,51.0,,-23.5,-14.7,,,294.0,-152.8,,,,,,,,,-6.7,,False,,True,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,,,,,,,,,True
34001,5238,3272.0,,3237.9,,3221.0,3414.0,,,,,6508.9,,,2828.0,,2272.2,,2974.5,3312.5,,3916.5,4393.9,,,3722.0,495.0,,,,,2043.5,3841.0,,,4341.3,-1966.0,,-2000.1,,-2017.0,-1824.0,,,,,1270.9,,,-2410.0,,-2965.8,,-2263.5,-1925.5,,-1321.5,-844.1,,,-1516.0,-4743.0,,,,,-3194.5,-1397.0,,,-896.7,,False,,False,True,,,,,True,,,False,,False,,False,True,,True,True,,,True,False,,,,,False,True,,,True
34003,12504,13068.0,,13413.4,16461.0,13099.0,12251.0,,,,,10738.4,,19368.6,11892.0,,13161.9,,10596.8,16384.0,,13530.5,15883.3,,,13289.0,2290.6,,,,,13929.0,,,,18602.9,564.0,,909.4,3957.0,595.0,-253.0,,,,,-1765.6,,6864.6,-612.0,,657.9,,-1907.2,3880.0,,1026.5,3379.3,,,785.0,-10213.4,,,,,1425.0,,,,6098.9,,False,False,False,True,,,,,False,,False,False,,False,,False,False,,False,False,,,False,False,,,,,False,,,,False
34005,7737,6824.0,,6718.3,,6695.0,6559.0,,,,,9234.5,,9655.4,5033.0,,5768.4,,7155.7,6624.5,,6897.0,8621.2,,,7220.0,1178.5,,,,,6895.9,7545.0,,,9049.4,-913.0,,-1018.7,,-1042.0,-1178.0,,,,,1497.5,,1918.4,-2704.0,,-1968.6,,-581.3,-1112.5,,-840.0,884.2,,,-517.0,-6558.5,,,,,-841.1,-192.0,,,1312.4,,False,,False,False,,,,,False,,False,False,,False,,True,False,,True,True,,,True,False,,,,,True,True,,,False
34007,9218,10296.0,,10752.3,11502.3,10584.0,13499.0,,,,,12837.3,,15207.1,6557.0,,10102.5,,8923.3,8585.0,,12136.0,12423.4,,,9607.0,1144.1,,,,,13543.5,13725.0,,,16957.2,1078.0,,1534.3,2284.3,1366.0,4281.0,,,,,3619.3,,5989.1,-2661.0,,884.5,,-294.7,-633.0,,2918.0,3205.4,,,389.0,-8073.9,,,,,4325.5,4507.0,,,7739.2,,False,False,False,False,,,,,False,,False,False,,True,,True,True,,False,False,,,True,False,,,,,False,False,,,False
34009,1411,564.0,,571.1,,553.0,244.0,,,,,366.2,,,818.0,,301.0,,1069.8,669.0,,565.0,776.3,,,1009.0,179.3,,,,,,,,,304.9,-847.0,,-839.9,,-858.0,-1167.0,,,,,-1044.8,,,-593.0,,-1110.0,,-341.2,-742.0,,-846.0,-634.7,,,-402.0,-1231.7,,,,,,,,,-1106.1,,True,,False,False,,,,,False,,,True,,False,,True,True,,True,True,,,True,False,,,,,,,,,False
34011,3326,1808.0,,1807.5,,1976.0,2324.0,,,,,2159.6,,,1895.0,,2456.7,,2152.3,1807.5,,2854.5,2478.8,,,2131.0,290.2,,,,,1592.8,2863.0,,,2111.7,-1518.0,,-1518.5,,-1350.0,-1002.0,,,,,-1166.4,,,-1431.0,,-869.3,,-1173.7,-1518.5,,-471.5,-847.2,,,-1195.0,-3035.8,,,,,-1733.2,-463.0,,,-1214.3,,False,,True,True,,,,,True,,,True,,True,,True,False,,True,True,,,True,False,,,,,False,True,,,True
34013,11540,12416.0,,12139.0,14326.6,12002.0,12856.0,,,,,8640.7,,18002.7,9010.0,,8529.8,,11057.3,11657.0,,13350.0,15957.8,,,12064.0,1644.9,,,,,11623.4,11815.0,,,15637.7,876.0,,599.0,2786.6,462.0,1316.0,,,,,-2899.3,,6462.7,-2530.0,,-3010.2,,-482.7,117.0,,1810.0,4417.8,,,524.0,-9895.1,,,,,83.4,275.0,,,4097.7,,True,False,True,False,,,,,False,,False,False,,False,,True,True,,False,False,,,True,False,,,,,True,True,,,False
