,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18017,1813,1272.0,,,,1763.0,,485.1,,484.8,,,-541.0,,,,-50.0,,-1327.9,,-1328.2,,,,,,True,,False,,False,,
18019,5342,4184.0,,,,3261.0,,5969.3,,1609.8,,,-1158.0,,,,-2081.0,,627.3,,-3732.2,,,,,,False,,True,,False,,
18021,1226,1392.0,,,,1105.0,,3485.7,,,,,166.0,,,,-121.0,,2259.7,,,,,,,,True,,False,,,,
18023,2061,1768.0,,,,1122.0,,849.2,,1221.2,,,-293.0,,,,-939.0,,-1211.8,,-839.8,,,,,,False,,False,,False,,
18025,456,240.0,,,,224.0,,125.1,,,,,-216.0,,,,-232.0,,-330.9,,,,,,,,False,,False,,,,
18027,1238,976.0,,,,1287.0,,645.9,,423.1,,,-262.0,,,,49.0,,-592.1,,-814.9,,,,,,True,,False,,False,,
18029,2637,2440.0,,,,1395.0,,4684.9,,1635.5,,,-197.0,,,,-1242.0,,2047.9,,-1001.5,,,,,,False,,False,,False,,
18031,1305,1912.0,,,,870.0,,5851.7,,,,,607.0,,,,-435.0,,4546.7,,,,,,,,True,,False,,,,
18033,1905,2120.0,,,,2230.0,,2297.2,,1154.8,,,215.0,,,,325.0,,392.2,,-750.2,,,,,,False,,False,,False,,
18035,4288,3016.0,,,,4416.0,,1640.0,,1397.4,,,-1272.0,,,,128.0,,-2648.0,,-2890.6,,,,,,True,,False,,False,,
18037,3104,1760.0,,,,1284.0,,1017.4,,1320.5,,,-1344.0,,,,-1820.0,,-2086.6,,-1783.5,,,,,,False,,False,,False,,
18039,9526,17408.0,,,,12870.0,,20520.0,,14461.3,,,7882.0,,,,3344.0,,10994.0,,4935.3,,,,,,True,,False,,True,,
18041,1110,1128.0,,,,942.0,,203.9,,687.8,,,18.0,,,,-168.0,,-906.1,,-422.2,,,,,,False,,False,,False,,
18043,3085,2952.0,,,,1943.0,,6063.9,,1547.1,,,-133.0,,,,-1142.0,,2978.9,,-1537.9,,,,,,False,,False,,False,,
18045,1102,944.0,,,,608.0,,876.8,,,,,-158.0,,,,-494.0,,-225.2,,,,,,,,False,,False,,,,
18047,822,608.0,,,,644.0,,4531.3,,,,,-214.0,,,,-178.0,,3709.3,,,,,,,,True,,False,,,,
18049,852,1152.0,,,,880.0,,3165.6,,,,,300.0,,,,28.0,,2313.6,,,,,,,,True,,False,,,,
18051,1925,1712.0,,,,1067.0,,2299.2,,756.1,,,-213.0,,,,-858.0,,374.2,,-1168.9,,,,,,False,,False,,False,,
18053,3548,2576.0,,,,2537.0,,4910.7,,1882.9,,,-972.0,,,,-1011.0,,1362.7,,-1665.1,,,,,,False,,False,,False,,
18055,1375,872.0,,,,1152.0,,1145.9,,,,,-503.0,,,,-223.0,,-229.1,,,,,,,,True,,True,,,,
18057,16606,13624.0,,,,9562.0,,53641.9,,5186.4,,,-2982.0,,,,-7044.0,,37035.9,,-11419.6,,,,,,False,,False,,False,,
18059,4004,2768.0,,,,2395.0,,10722.9,,1469.7,,,-1236.0,,,,-1609.0,,6718.9,,-2534.3,,,,,,False,,False,,False,,
18061,1886,1264.0,,,,932.0,,1742.3,,,,,-622.0,,,,-954.0,,-143.7,,,,,,,,False,,True,,,,
18063,8307,5160.0,,,,5316.0,,10425.2,,2031.8,,,-3147.0,,,,-2991.0,,2118.2,,-6275.2,,,,,,True,,True,,False,,
18065,2711,1904.0,,,,2187.0,,389.2,,2042.6,,,-807.0,,,,-524.0,,-2321.8,,-668.4,,,,,,True,,False,,True,,
18067,5039,2720.0,,,,3503.0,,9097.9,,1060.1,,,-2319.0,,,,-1536.0,,4058.9,,-3978.9,,,,,,True,,False,,False,,
18069,1840,1688.0,,,,1553.0,,4187.2,,,,,-152.0,,,,-287.0,,2347.2,,,,,,,,False,,False,,,,
18071,2320,1840.0,,,,1478.0,,2818.7,,1607.1,,,-480.0,,,,-842.0,,498.7,,-712.9,,,,,,False,,False,,False,,
18073,1548,1280.0,,,,1393.0,,665.5,,,,,-268.0,,,,-155.0,,-882.5,,,,,,,,True,,False,,,,
18075,874,1336.0,,,,920.0,,2211.3,,,,,462.0,,,,46.0,,1337.3,,,,,,,,True,,False,,,,
18077,1561,1872.0,,,,891.0,,7463.4,,,,,311.0,,,,-670.0,,5902.4,,,,,,,,False,,False,,,,
18079,1190,896.0,,,,850.0,,2334.1,,,,,-294.0,,,,-340.0,,1144.1,,,,,,,,False,,False,,,,
18081,8762,6224.0,,,,5100.0,,8622.9,,5790.0,,,-2538.0,,,,-3662.0,,-139.1,,-2972.0,,,,,,False,,True,,False,,
18083,1722,2168.0,,,,1724.0,,6347.6,,933.0,,,446.0,,,,2.0,,4625.6,,-789.0,,,,,,True,,False,,False,,
18085,4003,4776.0,,,,3845.0,,4797.2,,4221.8,,,773.0,,,,-158.0,,794.2,,218.8,,,,,,True,,False,,True,,
18087,968,1528.0,,,,2397.0,,8271.2,,673.5,,,560.0,,,,1429.0,,7303.2,,-294.5,,,,,,False,,False,,True,,
18089,20514,29160.0,,,,21729.0,,56175.7,,18122.5,,,8646.0,,,,1215.0,,35661.7,,-2391.5,,,,,,True,,False,,True,,
18091,4603,4648.0,,,,6146.0,,9719.2,,4726.4,,,45.0,,,,1543.0,,5116.2,,123.4,,,,,,False,,False,,False,,
18093,2141,1848.0,,,,1478.0,,1363.1,,1862.1,,,-293.0,,,,-663.0,,-777.9,,-278.9,,,,,,False,,False,,True,,
18095,6149,4416.0,,,,4847.0,,4850.7,,3516.7,,,-1733.0,,,,-1302.0,,-1298.3,,-2632.3,,,,,,True,,True,,False,,
18097,42631,37056.0,,,,30172.0,,156071.4,,13616.7,,,-5575.0,,,,-12459.0,,113440.4,,-29014.3,,,,,,False,,False,,False,,
18099,2356,3848.0,,,,2355.0,,6898.8,,2291.9,,,1492.0,,,,-1.0,,4542.8,,-64.1,,,,,,True,,False,,True,,
18101,382,320.0,,,,283.0,,839.5,,,,,-62.0,,,,-99.0,,457.5,,,,,,,,False,,False,,,,
18103,1798,1744.0,,,,1749.0,,2078.7,,,,,-54.0,,,,-49.0,,280.7,,,,,,,,True,,False,,,,
18105,4329,3600.0,,,,3681.0,,11320.2,,2186.7,,,-729.0,,,,-648.0,,6991.2,,-2142.3,,,,,,True,,False,,False,,
18107,2091,1760.0,,,,1200.0,,3296.9,,,,,-331.0,,,,-891.0,,1205.9,,,,,,,,False,,False,,,,
18109,3217,2312.0,,,,2281.0,,12484.1,,1739.8,,,-905.0,,,,-936.0,,9267.1,,-1477.2,,,,,,False,,False,,False,,
18111,421,760.0,,,,486.0,,1200.4,,,,,339.0,,,,65.0,,779.4,,,,,,,,True,,False,,,,
18113,2425,3152.0,,,,2116.0,,9256.5,,1853.6,,,727.0,,,,-309.0,,6831.5,,-571.4,,,,,,True,,False,,True,,
18115,248,200.0,,,,126.0,,108.2,,,,,-48.0,,,,-122.0,,-139.8,,,,,,,,False,,False,,,,
18117,823,592.0,,,,628.0,,377.0,,,,,-231.0,,,,-195.0,,-446.0,,,,,,,,True,,False,,,,
18119,1066,920.0,,,,553.0,,4847.6,,,,,-146.0,,,,-513.0,,3781.6,,,,,,,,False,,False,,,,
18121,828,600.0,,,,514.0,,2206.2,,,,,-228.0,,,,-314.0,,1378.2,,,,,,,,False,,False,,,,
18123,627,776.0,,,,539.0,,205.1,,,,,149.0,,,,-88.0,,-421.9,,,,,,,,True,,False,,,,
18125,596,328.0,,,,342.0,,317.1,,,,,-268.0,,,,-254.0,,-278.9,,,,,,,,True,,False,,,,
18127,7605,10504.0,,,,8048.0,,21574.5,,9622.4,,,2899.0,,,,443.0,,13969.5,,2017.4,,,,,,True,,False,,True,,
18129,1130,832.0,,,,669.0,,375.8,,,,,-298.0,,,,-461.0,,-754.2,,,,,,,,False,,False,,,,
18131,593,600.0,,,,499.0,,1607.8,,,,,7.0,,,,-94.0,,1014.8,,,,,,,,False,,False,,,,
18133,1677,776.0,,,,1251.0,,823.7,,,,,-901.0,,,,-426.0,,-853.3,,,,,,,,True,,True,,,,
18135,1086,2016.0,,,,992.0,,2438.7,,,,,930.0,,,,-94.0,,1352.7,,,,,,,,True,,False,,,,
18137,1853,1800.0,,,,871.0,,3096.9,,,,,-53.0,,,,-982.0,,1243.9,,,,,,,,False,,False,,,,
18139,945,544.0,,,,570.0,,781.1,,,,,-401.0,,,,-375.0,,-163.9,,,,,,,,True,,True,,,,
18141,11827,16520.0,,,,15348.0,,24966.7,,7929.4,,,4693.0,,,,3521.0,,13139.7,,-3897.6,,,,,,True,,False,,True,,
18143,1301,800.0,,,,747.0,,615.6,,,,,-501.0,,,,-554.0,,-685.4,,,,,,,,False,,False,,,,
18145,2353,1808.0,,,,1550.0,,2999.3,,832.1,,,-545.0,,,,-803.0,,646.3,,-1520.9,,,,,,False,,False,,False,,
18147,1041,992.0,,,,371.0,,2292.5,,,,,-49.0,,,,-670.0,,1251.5,,,,,,,,False,,False,,,,
18149,915,944.0,,,,1145.0,,758.8,,,,,29.0,,,,230.0,,-156.2,,,,,,,,False,,False,,,,
18151,1817,1960.0,,,,1962.0,,4533.7,,,,,143.0,,,,145.0,,2716.7,,,,,,,,False,,False,,,,
18153,1157,968.0,,,,863.0,,6234.6,,,,,-189.0,,,,-294.0,,5077.6,,,,,,,,False,,False,,,,
18155,366,384.0,,,,267.0,,4666.5,,,,,18.0,,,,-99.0,,4300.5,,,,,,,,False,,False,,,,
18157,10074,8992.0,,,,7089.0,,15233.9,,8149.6,,,-1082.0,,,,-2985.0,,5159.9,,-1924.4,,,,,,False,,False,,False,,
18159,795,624.0,,,,501.0,,3021.7,,,,,-171.0,,,,-294.0,,2226.7,,,,,,,,False,,False,,,,
18161,360,424.0,,,,169.0,,1560.4,,,,,64.0,,,,-191.0,,1200.4,,,,,,,,False,,False,,,,
18163,9304,6616.0,,,,6312.0,,5626.5,,7516.3,,,-2688.0,,,,-2992.0,,-3677.5,,-1787.7,,,,,,False,,False,,True,,
18165,947,728.0,,,,578.0,,1253.1,,,,,-219.0,,,,-369.0,,306.1,,,,,,,,False,,False,,,,
18167,5438,8616.0,,,,4636.0,,33452.3,,3014.3,,,3178.0,,,,-802.0,,28014.3,,-2423.7,,,,,,True,,False,,True,,
18169,1717,2336.0,,,,1200.0,,6770.6,,,,,619.0,,,,-517.0,,5053.6,,,,,,,,True,,False,,,,
18171,448,248.0,,,,248.0,,173.0,,,,,-200.0,,,,-200.0,,-275.0,,,,,,,,False,,False,,,,
18173,3223,2256.0,,,,1862.0,,2554.1,,1600.3,,,-967.0,,,,-1361.0,,-668.9,,-1622.7,,,,,,False,,True,,False,,
18175,1067,648.0,,,,754.0,,1935.0,,,,,-419.0,,,,-313.0,,868.0,,,,,,,,True,,False,,,,
18177,3285,3048.0,,,,2437.0,,1521.5,,3177.8,,,-237.0,,,,-848.0,,-1763.5,,-107.2,,,,,,False,,False,,True,,
18179,1208,1784.0,,,,1253.0,,6804.2,,,,,576.0,,,,45.0,,5596.2,,,,,,,,True,,False,,,,
18181,1590,1320.0,,,,943.0,,3121.1,,,,,-270.0,,,,-647.0,,1531.1,,,,,,,,False,,False,,,,
18183,1731,2096.0,,,,1387.0,,7676.9,,,,,365.0,,,,-344.0,,5945.9,,,,,,,,True,,False,,,,
19001,311,608.0,,,,277.0,,242.7,,,,,297.0,,,,-34.0,,-68.3,,,,,,,,True,,True,,,,
19003,154,304.0,,,,140.0,,1623.6,,,,,150.0,,,,-14.0,,1469.6,,,,,,,,True,,False,,,,
19005,632,952.0,,,,1068.0,,1052.8,,,,,320.0,,,,436.0,,420.8,,,,,,,,False,,False,,,,
19007,443,1824.0,,,,724.0,,5012.4,,,,,1381.0,,,,281.0,,4569.4,,,,,,,,True,,False,,,,
19009,147,216.0,,,,249.0,,31.6,,,,,69.0,,,,102.0,,-115.4,,,,,,,,False,,False,,,,
19011,704,3320.0,,,,1882.0,,8516.9,,,,,2616.0,,,,1178.0,,7812.9,,,,,,,,True,,False,,,,
19013,4313,12320.0,,,,11171.0,,19918.2,,4868.5,,,8007.0,,,,6858.0,,15605.2,,555.5,,,,,,True,,False,,True,,
19015,1014,1352.0,,,,1842.0,,4162.4,,,,,338.0,,,,828.0,,3148.4,,,,,,,,False,,False,,,,
19017,902,3320.0,,,,1877.0,,7617.0,,1263.7,,,2418.0,,,,975.0,,6715.0,,361.7,,,,,,True,,False,,True,,
19019,645,1672.0,,,,1702.0,,4466.2,,,,,1027.0,,,,1057.0,,3821.2,,,,,,,,False,,False,,,,
19021,1139,1720.0,,,,1851.0,,2135.0,,502.7,,,581.0,,,,712.0,,996.0,,-636.3,,,,,,False,,False,,False,,
19023,644,1656.0,,,,857.0,,4556.0,,,,,1012.0,,,,213.0,,3912.0,,,,,,,,True,,False,,,,
19025,342,1864.0,,,,704.0,,3864.3,,,,,1522.0,,,,362.0,,3522.3,,,,,,,,True,,False,,,,
19027,797,2008.0,,,,1666.0,,4212.6,,994.3,,,1211.0,,,,869.0,,3415.6,,197.3,,,,,,True,,False,,True,,
19029,451,616.0,,,,681.0,,149.6,,,,,165.0,,,,230.0,,-301.4,,,,,,,,False,,False,,,,
19031,616,1576.0,,,,1066.0,,4785.2,,,,,960.0,,,,450.0,,4169.2,,,,,,,,True,,False,,,,
19033,1908,4856.0,,,,4356.0,,9973.6,,1577.8,,,2948.0,,,,2448.0,,8065.6,,-330.2,,,,,,True,,False,,True,,
19035,707,848.0,,,,1121.0,,832.6,,,,,141.0,,,,414.0,,125.6,,,,,,,,False,,True,,,,
19037,467,1264.0,,,,913.0,,3894.2,,,,,797.0,,,,446.0,,3427.2,,,,,,,,True,,False,,,,
19039,312,256.0,,,,528.0,,129.5,,,,,-56.0,,,,216.0,,-182.5,,,,,,,,False,,False,,,,
19041,739,1464.0,,,,1929.0,,4093.4,,,,,725.0,,,,1190.0,,3354.4,,,,,,,,False,,False,,,,
19043,642,1296.0,,,,1287.0,,475.5,,,,,654.0,,,,645.0,,-166.5,,,,,,,,True,,True,,,,
19045,1763,5312.0,,,,3302.0,,17472.1,,1672.5,,,3549.0,,,,1539.0,,15709.1,,-90.5,,,,,,True,,False,,True,,
19047,642,816.0,,,,1503.0,,815.1,,509.0,,,174.0,,,,861.0,,173.1,,-133.0,,,,,,False,,True,,True,,
19049,3268,7336.0,,,,4730.0,,25725.0,,3078.4,,,4068.0,,,,1462.0,,22457.0,,-189.6,,,,,,True,,False,,True,,
19051,364,480.0,,,,414.0,,653.4,,,,,116.0,,,,50.0,,289.4,,,,,,,,True,,False,,,,
19053,201,344.0,,,,336.0,,291.4,,,,,143.0,,,,135.0,,90.4,,,,,,,,True,,True,,,,
19055,506,1432.0,,,,1519.0,,1711.9,,,,,926.0,,,,1013.0,,1205.9,,,,,,,,False,,False,,,,
19057,1392,3024.0,,,,4210.0,,2484.6,,1076.5,,,1632.0,,,,2818.0,,1092.6,,-315.5,,,,,,False,,True,,True,,
19059,701,1312.0,,,,1648.0,,1699.7,,,,,611.0,,,,947.0,,998.7,,,,,,,,False,,False,,,,
19061,3335,8760.0,,,,7559.0,,8139.6,,2321.3,,,5425.0,,,,4224.0,,4804.6,,-1013.7,,,,,,True,,True,,True,,
19063,456,840.0,,,,849.0,,2340.9,,,,,384.0,,,,393.0,,1884.9,,,,,,,,False,,False,,,,
19065,730,1784.0,,,,1764.0,,5969.7,,,,,1054.0,,,,1034.0,,5239.7,,,,,,,,True,,False,,,,
19067,607,1400.0,,,,1224.0,,4285.2,,,,,793.0,,,,617.0,,3678.2,,,,,,,,True,,False,,,,
19069,394,912.0,,,,670.0,,3424.3,,,,,518.0,,,,276.0,,3030.3,,,,,,,,True,,False,,,,
19071,203,256.0,,,,264.0,,205.9,,,,,53.0,,,,61.0,,2.9,,,,,,,,False,,True,,,,
19073,281,1000.0,,,,469.0,,4216.1,,,,,719.0,,,,188.0,,3935.1,,,,,,,,True,,False,,,,
19075,529,1360.0,,,,788.0,,3405.8,,,,,831.0,,,,259.0,,2876.8,,,,,,,,True,,False,,,,
19077,388,896.0,,,,468.0,,1489.5,,,,,508.0,,,,80.0,,1101.5,,,,,,,,True,,False,,,,
19079,783,1464.0,,,,1131.0,,6458.3,,,,,681.0,,,,348.0,,5675.3,,,,,,,,True,,False,,,,
19081,591,1072.0,,,,701.0,,810.0,,,,,481.0,,,,110.0,,219.0,,,,,,,,True,,True,,,,
19083,627,1736.0,,,,1236.0,,3115.9,,,,,1109.0,,,,609.0,,2488.9,,,,,,,,True,,False,,,,
19085,624,632.0,,,,898.0,,329.6,,,,,8.0,,,,274.0,,-294.4,,,,,,,,False,,False,,,,
19087,1066,1720.0,,,,1184.0,,3781.9,,1283.1,,,654.0,,,,118.0,,2715.9,,217.1,,,,,,True,,False,,True,,
19089,390,592.0,,,,600.0,,2744.7,,,,,202.0,,,,210.0,,2354.7,,,,,,,,False,,False,,,,
19091,451,872.0,,,,793.0,,1109.9,,,,,421.0,,,,342.0,,658.9,,,,,,,,True,,False,,,,
19093,339,616.0,,,,679.0,,366.0,,,,,277.0,,,,340.0,,27.0,,,,,,,,False,,True,,,,
19095,459,1208.0,,,,973.0,,3921.8,,,,,749.0,,,,514.0,,3462.8,,,,,,,,True,,False,,,,
19097,652,1920.0,,,,1314.0,,2104.3,,,,,1268.0,,,,662.0,,1452.3,,,,,,,,True,,False,,,,
19099,1275,2104.0,,,,2487.0,,2180.4,,1117.6,,,829.0,,,,1212.0,,905.4,,-157.4,,,,,,False,,False,,True,,
19101,663,1120.0,,,,1083.0,,6178.9,,,,,457.0,,,,420.0,,5515.9,,,,,,,,True,,False,,,,
19103,3537,10048.0,,,,7631.0,,51822.8,,4027.1,,,6511.0,,,,4094.0,,48285.8,,490.1,,,,,,True,,False,,True,,
19105,848,4048.0,,,,1707.0,,3088.3,,2126.6,,,3200.0,,,,859.0,,2240.3,,1278.6,,,,,,True,,True,,True,,
19107,404,1064.0,,,,659.0,,3322.5,,,,,660.0,,,,255.0,,2918.5,,,,,,,,True,,False,,,,
19109,864,1328.0,,,,1192.0,,3611.3,,,,,464.0,,,,328.0,,2747.3,,,,,,,,True,,False,,,,
19111,1447,2592.0,,,,1800.0,,7154.6,,1012.9,,,1145.0,,,,353.0,,5707.6,,-434.1,,,,,,True,,False,,True,,
19113,5812,24960.0,,,,14405.0,,68078.9,,8660.4,,,19148.0,,,,8593.0,,62266.9,,2848.4,,,,,,True,,False,,True,,
19115,414,720.0,,,,523.0,,2393.5,,,,,306.0,,,,109.0,,1979.5,,,,,,,,True,,False,,,,
19117,356,272.0,,,,613.0,,698.7,,,,,-84.0,,,,257.0,,342.7,,,,,,,,False,,False,,,,
19119,538,1096.0,,,,813.0,,4009.8,,,,,558.0,,,,275.0,,3471.8,,,,,,,,True,,False,,,,
19121,544,824.0,,,,824.0,,2845.6,,,,,280.0,,,,280.0,,2301.6,,,,,,,,False,,False,,,,
19123,802,1168.0,,,,1474.0,,2727.4,,,,,366.0,,,,672.0,,1925.4,,,,,,,,False,,False,,,,
19125,1310,2128.0,,,,1980.0,,2725.3,,811.6,,,818.0,,,,670.0,,1415.3,,-498.4,,,,,,True,,False,,True,,
19127,1246,3248.0,,,,3500.0,,5789.3,,1055.8,,,2002.0,,,,2254.0,,4543.3,,-190.2,,,,,,False,,False,,True,,
19129,576,1376.0,,,,809.0,,2788.0,,,,,800.0,,,,233.0,,2212.0,,,,,,,,True,,False,,,,
19131,547,1240.0,,,,624.0,,3425.2,,,,,693.0,,,,77.0,,2878.2,,,,,,,,True,,False,,,,
19133,266,320.0,,,,701.0,,178.4,,,,,54.0,,,,435.0,,-87.6,,,,,,,,False,,False,,,,
19135,402,432.0,,,,498.0,,2414.4,,,,,30.0,,,,96.0,,2012.4,,,,,,,,False,,False,,,,
19137,468,656.0,,,,411.0,,1239.7,,,,,188.0,,,,-57.0,,771.7,,,,,,,,True,,False,,,,
19139,1480,3608.0,,,,2554.0,,15992.1,,1820.7,,,2128.0,,,,1074.0,,14512.1,,340.7,,,,,,True,,False,,True,,
19141,571,1184.0,,,,1355.0,,681.0,,,,,613.0,,,,784.0,,110.0,,,,,,,,False,,True,,,,
19143,192,688.0,,,,532.0,,1437.9,,,,,496.0,,,,340.0,,1245.9,,,,,,,,True,,False,,,,
19145,463,2424.0,,,,784.0,,5444.6,,,,,1961.0,,,,321.0,,4981.6,,,,,,,,True,,False,,,,
19147,370,840.0,,,,822.0,,1504.3,,,,,470.0,,,,452.0,,1134.3,,,,,,,,True,,False,,,,
19149,1097,2312.0,,,,2115.0,,1665.5,,1686.5,,,1215.0,,,,1018.0,,568.5,,589.5,,,,,,True,,True,,True,,
19151,321,832.0,,,,415.0,,1613.5,,,,,511.0,,,,94.0,,1292.5,,,,,,,,True,,False,,,,
19153,16377,36272.0,,,,35908.0,,123325.2,,12714.3,,,19895.0,,,,19531.0,,106948.2,,-3662.7,,,,,,True,,False,,True,,
19155,4064,5296.0,,,,4697.0,,8200.7,,4057.3,,,1232.0,,,,633.0,,4136.7,,-6.7,,,,,,True,,False,,True,,
19157,476,1472.0,,,,1151.0,,4887.4,,,,,996.0,,,,675.0,,4411.4,,,,,,,,True,,False,,,,
19159,266,120.0,,,,156.0,,81.1,,,,,-146.0,,,,-110.0,,-184.9,,,,,,,,True,,False,,,,
19161,428,1128.0,,,,797.0,,2603.5,,,,,700.0,,,,369.0,,2175.5,,,,,,,,True,,False,,,,
19163,6498,17560.0,,,,10338.0,,58131.7,,5458.4,,,11062.0,,,,3840.0,,51633.7,,-1039.6,,,,,,True,,False,,True,,
19165,369,1064.0,,,,738.0,,2786.5,,,,,695.0,,,,369.0,,2417.5,,,,,,,,True,,False,,,,
19167,1275,2584.0,,,,3274.0,,1594.1,,1594.0,,,1309.0,,,,1999.0,,319.1,,319.0,,,,,,False,,True,,True,,
19169,2896,5888.0,,,,6533.0,,22900.9,,2523.2,,,2992.0,,,,3637.0,,20004.9,,-372.8,,,,,,False,,False,,True,,
19171,502,1376.0,,,,1062.0,,2160.3,,766.8,,,874.0,,,,560.0,,1658.3,,264.8,,,,,,True,,False,,True,,
19173,207,496.0,,,,206.0,,562.9,,,,,289.0,,,,-1.0,,355.9,,,,,,,,True,,False,,,,
19175,517,1576.0,,,,659.0,,4558.6,,,,,1059.0,,,,142.0,,4041.6,,,,,,,,True,,False,,,,
19177,193,416.0,,,,387.0,,936.6,,,,,223.0,,,,194.0,,743.6,,,,,,,,True,,False,,,,
19179,1186,2224.0,,,,2516.0,,8265.6,,892.4,,,1038.0,,,,1330.0,,7079.6,,-293.6,,,,,,False,,False,,True,,
19181,2003,3864.0,,,,2585.0,,14174.0,,1563.6,,,1861.0,,,,582.0,,12171.0,,-439.4,,,,,,True,,False,,True,,
19183,996,1792.0,,,,1168.0,,6109.5,,,,,796.0,,,,172.0,,5113.5,,,,,,,,True,,False,,,,
19185,152,312.0,,,,280.0,,80.8,,,,,160.0,,,,128.0,,-71.2,,,,,,,,True,,True,,,,
19187,1712,3952.0,,,,3476.0,,5705.0,,2014.0,,,2240.0,,,,1764.0,,3993.0,,302.0,,,,,,True,,False,,True,,
19189,395,1112.0,,,,641.0,,759.0,,,,,717.0,,,,246.0,,364.0,,,,,,,,True,,True,,,,
19191,738,960.0,,,,1352.0,,2686.2,,,,,222.0,,,,614.0,,1948.2,,,,,,,,False,,False,,,,
19193,3607,6640.0,,,,7916.0,,5121.0,,5834.5,,,3033.0,,,,4309.0,,1514.0,,2227.5,,,,,,False,,True,,True,,
19195,307,440.0,,,,341.0,,642.3,,,,,133.0,,,,34.0,,335.3,,,,,,,,True,,False,,,,
19197,569,872.0,,,,955.0,,417.8,,,,,303.0,,,,386.0,,-151.2,,,,,,,,False,,True,,,,
20001,510,520.0,,,,295.0,,408.8,,,,,10.0,,,,-215.0,,-101.2,,,,,,,,False,,False,,,,
20003,343,360.0,,,,297.0,,30.3,,,,,17.0,,,,-46.0,,-312.7,,,,,,,,False,,False,,,,
20005,617,704.0,,,,593.0,,461.0,,,,,87.0,,,,-24.0,,-156.0,,,,,,,,True,,False,,,,
20007,170,344.0,,,,127.0,,197.1,,,,,174.0,,,,-43.0,,27.1,,,,,,,,True,,True,,,,
20009,1130,2168.0,,,,1407.0,,4465.2,,,,,1038.0,,,,277.0,,3335.2,,,,,,,,True,,False,,,,
20011,684,360.0,,,,532.0,,667.3,,,,,-324.0,,,,-152.0,,-16.7,,,,,,,,True,,True,,,,
20013,657,944.0,,,,422.0,,232.5,,,,,287.0,,,,-235.0,,-424.5,,,,,,,,True,,False,,,,
20015,3585,3992.0,,,,2909.0,,4387.5,,3804.0,,,407.0,,,,-676.0,,802.5,,219.0,,,,,,False,,False,,True,,
20017,117,48.0,,,,88.0,,10.0,,,,,-69.0,,,,-29.0,,-107.0,,,,,,,,True,,False,,,,
20019,166,64.0,,,,46.0,,148.6,,,,,-102.0,,,,-120.0,,-17.4,,,,,,,,False,,True,,,,
20021,984,904.0,,,,977.0,,513.5,,,,,-80.0,,,,-7.0,,-470.5,,,,,,,,True,,False,,,,
20023,136,160.0,,,,131.0,,3.9,,,,,24.0,,,,-5.0,,-132.1,,,,,,,,True,,False,,,,
20025,117,64.0,,,,89.0,,6.7,,,,,-53.0,,,,-28.0,,-110.3,,,,,,,,True,,False,,,,
20027,423,872.0,,,,487.0,,1230.4,,,,,449.0,,,,64.0,,807.4,,,,,,,,True,,False,,,,
20029,498,976.0,,,,662.0,,233.4,,,,,478.0,,,,164.0,,-264.6,,,,,,,,True,,True,,,,
20031,305,336.0,,,,313.0,,343.1,,,,,31.0,,,,8.0,,38.1,,,,,,,,True,,False,,,,
20033,126,48.0,,,,77.0,,0.0,,,,,-78.0,,,,-49.0,,-126.0,,,,,,,,True,,False,,,,
20035,1898,2224.0,,,,1328.0,,2574.4,,,,,326.0,,,,-570.0,,676.4,,,,,,,,False,,False,,,,
20037,1842,1808.0,,,,1599.0,,1347.9,,921.4,,,-34.0,,,,-243.0,,-494.1,,-920.6,,,,,,False,,False,,False,,
20039,57,96.0,,,,127.0,,2.0,,,,,39.0,,,,70.0,,-55.0,,,,,,,,False,,False,,,,
20041,806,984.0,,,,824.0,,579.2,,,,,178.0,,,,18.0,,-226.8,,,,,,,,True,,False,,,,
20043,470,616.0,,,,209.0,,834.5,,,,,146.0,,,,-261.0,,364.5,,,,,,,,False,,False,,,,
20045,3322,3568.0,,,,4339.0,,21115.0,,1798.3,,,246.0,,,,1017.0,,17793.0,,-1523.7,,,,,,False,,False,,False,,
20047,140,136.0,,,,65.0,,47.2,,,,,-4.0,,,,-75.0,,-92.8,,,,,,,,False,,False,,,,
20049,107,72.0,,,,44.0,,856.9,,,,,-35.0,,,,-63.0,,749.9,,,,,,,,False,,False,,,,
20051,1475,1872.0,,,,1875.0,,1621.8,,1021.2,,,397.0,,,,400.0,,146.8,,-453.8,,,,,,False,,True,,False,,
