,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17147,343,480.0,307.0,,,,644.0,,142.2,172.2,413.0,485.0,,,,,137.0,-36.0,,,,301.0,,-200.8,-170.8,70.0,142.0,,,,,True,,,,False,,False,False,True,False,,,,
17149,486,522.0,685.0,,,,485.0,,103.7,327.4,294.0,544.0,,,,,36.0,199.0,,,,-1.0,,-382.3,-158.6,-192.0,58.0,,,,,False,,,,True,,False,False,False,False,,,,
17151,122,180.0,87.0,,,,117.0,,149.8,54.0,315.0,158.0,,,,,58.0,-35.0,,,,-5.0,,27.8,-68.0,193.0,36.0,,,,,True,,,,True,,True,False,False,True,,,,
17153,174,246.0,222.0,,,,113.0,,419.2,34.1,207.0,237.0,,,,,72.0,48.0,,,,-61.0,,245.2,-139.9,33.0,63.0,,,,,True,,,,True,,False,False,True,True,,,,
17155,98,132.0,222.0,,,,211.0,,500.7,133.2,36.0,226.0,,,,,34.0,124.0,,,,113.0,,402.7,35.2,-62.0,128.0,,,,,False,,,,False,,False,False,False,False,,,,
17157,1296,1500.0,1153.0,,,,1379.0,,1244.6,781.0,1213.5,1419.0,,,,,204.0,-143.0,,,,83.0,,-51.4,-515.0,-82.5,123.0,,,,,True,,,,True,,True,False,True,True,,,,
17159,704,750.0,790.0,,,,699.0,,1032.8,425.6,1399.0,710.0,,,,,46.0,86.0,,,,-5.0,,328.8,-278.4,695.0,6.0,,,,,False,,,,True,,False,False,False,True,,,,
17161,2947,4428.0,1934.0,,,,5568.0,,2241.0,3812.0,3627.0,5990.0,,12901.6,,,1481.0,-1013.0,,,,2621.0,,-706.0,865.0,680.0,3043.0,,9954.6,,,True,,,,False,,True,True,True,False,,False,,
17163,7630,9036.0,7471.0,,,,8143.0,,7330.7,8886.1,9387.0,10293.0,,9881.9,,,1406.0,-159.0,,,,513.0,,-299.3,1256.1,1757.0,2663.0,,2251.9,,,True,,,,True,,True,True,False,False,,False,,
17165,825,564.0,489.0,,,,1022.0,,454.8,336.2,553.0,802.0,,,,,-261.0,-336.0,,,,197.0,,-370.2,-488.8,-272.0,-23.0,,,,,False,,,,True,,False,False,False,True,,,,
17167,3877,6780.0,3361.0,,,,6543.0,,2807.4,6583.7,4561.0,6984.0,,6454.6,,,2903.0,-516.0,,,,2666.0,,-1069.6,2706.7,684.0,3107.0,,2577.6,,,True,,,,True,,True,True,True,False,,True,,
17169,311,240.0,338.0,,,,301.0,,744.1,39.1,339.5,275.0,,,,,-71.0,27.0,,,,-10.0,,433.1,-271.9,28.5,-36.0,,,,,True,,,,True,,False,False,True,True,,,,
17171,122,120.0,109.0,,,,109.0,,40.0,125.3,37.0,178.0,,,,,-2.0,-13.0,,,,-13.0,,-82.0,3.3,-85.0,56.0,,,,,False,,,,False,,False,False,False,False,,,,
17173,525,1134.0,882.0,,,,1014.0,,514.7,366.4,1038.0,1006.0,,,,,609.0,357.0,,,,489.0,,-10.3,-158.6,513.0,481.0,,,,,True,,,,True,,True,True,True,True,,,,
17175,224,414.0,217.0,,,,173.0,,349.9,93.0,534.0,350.0,,,,,190.0,-7.0,,,,-51.0,,125.9,-131.0,310.0,126.0,,,,,True,,,,True,,True,True,False,True,,,,
17177,957,1194.0,688.0,,,,1598.0,,248.1,742.1,1011.5,1455.0,,1031.4,,,237.0,-269.0,,,,641.0,,-708.9,-214.9,54.5,498.0,,74.4,,,False,,,,False,,False,True,True,False,,True,,
17179,4590,6090.0,3997.0,,,,5183.0,,4806.5,3461.4,5057.0,7007.0,,7031.6,,,1500.0,-593.0,,,,593.0,,216.5,-1128.6,467.0,2417.0,,2441.6,,,True,,,,True,,True,True,True,False,,False,,
17181,703,510.0,862.0,,,,642.0,,1203.2,445.6,551.0,616.0,,,,,-193.0,159.0,,,,-61.0,,500.2,-257.4,-152.0,-87.0,,,,,True,,,,True,,False,False,True,True,,,,
17183,3160,3114.0,2601.0,,,,3611.0,,1875.0,1618.5,2852.0,3413.0,,1788.9,,,-46.0,-559.0,,,,451.0,,-1285.0,-1541.5,-308.0,253.0,,-1371.1,,,False,,,,False,,False,False,False,False,,False,,
17185,592,498.0,484.0,,,,556.0,,525.9,175.3,874.0,438.0,,,,,-94.0,-108.0,,,,-36.0,,-66.1,-416.7,282.0,-154.0,,,,,False,,,,True,,True,False,False,False,,,,
17187,479,804.0,775.0,,,,648.0,,391.8,333.5,665.0,733.0,,,,,325.0,296.0,,,,169.0,,-87.2,-145.5,186.0,254.0,,,,,True,,,,True,,True,True,True,True,,,,
17189,678,690.0,677.0,,,,490.0,,339.4,146.7,681.5,663.0,,,,,12.0,-1.0,,,,-188.0,,-338.6,-531.3,3.5,-15.0,,,,,True,,,,False,,False,False,True,False,,,,
17191,539,570.0,505.0,,,,762.0,,267.5,263.1,612.0,617.0,,,,,31.0,-34.0,,,,223.0,,-271.5,-275.9,73.0,78.0,,,,,False,,,,False,,False,False,False,False,,,,
17193,635,588.0,619.0,,,,527.0,,1120.0,372.3,825.0,553.0,,,,,-47.0,-16.0,,,,-108.0,,485.0,-262.7,190.0,-82.0,,,,,True,,,,False,,False,False,False,False,,,,
17195,1359,2064.0,1222.0,,,,2143.0,,625.4,1547.9,1157.0,2371.0,,1155.4,,,705.0,-137.0,,,,784.0,,-733.6,188.9,-202.0,1012.0,,-203.6,,,True,,,,False,,False,True,True,False,,True,,
17197,17320,23718.0,16201.0,,,,22222.0,,13390.2,23420.0,17422.5,24068.0,,12130.0,,,6398.0,-1119.0,,,,4902.0,,-3929.8,6100.0,102.5,6748.0,,-5190.0,,,True,,,,True,,True,True,True,False,,True,,
17199,2304,2286.0,1488.0,,,,2723.0,,1086.7,1537.7,2096.0,2503.0,,1809.4,,,-18.0,-816.0,,,,419.0,,-1217.3,-766.3,-208.0,199.0,,-494.6,,,False,,,,False,,False,False,False,False,,False,,
17201,6608,9642.0,8219.0,,,,10703.0,,3302.9,8286.5,8412.5,12547.0,,7042.2,,,3034.0,1611.0,,,,4095.0,,-3305.1,1678.5,1804.5,5939.0,,434.2,,,True,,,,False,,False,True,True,False,,True,,
17203,1317,1416.0,1027.0,,,,1327.0,,1324.2,588.2,1303.0,1846.0,,,,,99.0,-290.0,,,,10.0,,7.2,-728.8,-14.0,529.0,,,,,False,,,,True,,True,False,True,False,,,,
18001,1091,984.0,795.0,,,,1540.0,,510.4,464.1,474.0,1400.0,,,,,-107.0,-296.0,,,,449.0,,-580.6,-626.9,-617.0,309.0,,,,,False,,,,False,,False,False,False,False,,,,
18003,11182,14130.0,6658.0,,,,14418.0,,9440.3,9166.5,12127.5,15658.0,,19355.5,,,2948.0,-4524.0,,,,3236.0,,-1741.7,-2015.5,945.5,4476.0,,8173.5,,,False,,,,False,,True,True,True,False,,False,,
18005,2536,3120.0,2254.0,,,,2559.0,,3815.0,2551.8,2832.0,3311.0,,3253.9,,,584.0,-282.0,,,,23.0,,1279.0,15.8,296.0,775.0,,717.9,,,True,,,,True,,False,True,True,False,,False,,
18007,441,408.0,385.0,,,,280.0,,298.8,51.1,343.0,370.0,,,,,-33.0,-56.0,,,,-161.0,,-142.2,-389.9,-98.0,-71.0,,,,,False,,,,False,,False,False,False,False,,,,
18009,456,534.0,429.0,,,,529.0,,1259.4,77.3,389.0,483.0,,,,,78.0,-27.0,,,,73.0,,803.4,-378.7,-67.0,27.0,,,,,True,,,,True,,False,False,True,True,,,,
18011,2454,1902.0,1546.0,,,,1993.0,,1643.7,1395.2,1647.0,2498.0,,2653.0,,,-552.0,-908.0,,,,-461.0,,-810.3,-1058.8,-807.0,44.0,,199.0,,,False,,,,True,,False,False,False,True,,True,,
18013,451,336.0,361.0,,,,438.0,,164.5,96.3,287.0,490.0,,,,,-115.0,-90.0,,,,-13.0,,-286.5,-354.6,-164.0,39.0,,,,,True,,,,True,,False,False,False,True,,,,
18015,732,552.0,553.0,,,,671.0,,479.2,272.7,423.0,659.0,,,,,-180.0,-179.0,,,,-61.0,,-252.8,-459.3,-309.0,-73.0,,,,,True,,,,True,,False,False,False,True,,,,
18017,1451,1044.0,976.0,,,,1590.0,,651.5,963.0,1074.0,1228.0,,859.4,,,-407.0,-475.0,,,,139.0,,-799.5,-488.0,-377.0,-223.0,,-591.6,,,False,,,,True,,False,False,True,True,,False,,
18019,4130,3414.0,2787.0,,,,3598.0,,3700.1,2669.0,2584.5,3806.0,,4635.1,,,-716.0,-1343.0,,,,-532.0,,-429.9,-1461.0,-1545.5,-324.0,,505.1,,,False,,,,True,,True,False,False,True,,True,,
18021,735,1416.0,935.0,,,,1268.0,,2968.8,491.4,993.0,1479.0,,,,,681.0,200.0,,,,533.0,,2233.8,-243.6,258.0,744.0,,,,,True,,,,True,,False,True,True,False,,,,
18023,1621,1158.0,949.0,,,,1256.0,,1205.5,658.7,795.0,1339.0,,,,,-463.0,-672.0,,,,-365.0,,-415.5,-962.3,-826.0,-282.0,,,,,False,,,,True,,True,False,False,True,,,,
18025,368,288.0,239.0,,,,289.0,,436.5,56.9,420.0,378.0,,,,,-80.0,-129.0,,,,-79.0,,68.5,-311.1,52.0,10.0,,,,,False,,,,True,,True,False,True,True,,,,
18027,815,1428.0,1321.0,,,,1289.0,,3849.6,681.7,1288.0,1687.0,,,,,613.0,506.0,,,,474.0,,3034.6,-133.3,473.0,872.0,,,,,True,,,,True,,False,True,True,False,,,,
18029,1929,2022.0,1541.0,,,,1459.0,,1924.2,1179.4,1800.5,2102.0,,,,,93.0,-388.0,,,,-470.0,,-4.8,-749.6,-128.5,173.0,,,,,False,,,,False,,True,False,False,False,,,,
18031,946,1020.0,780.0,,,,910.0,,275.1,267.3,1127.0,1117.0,,,,,74.0,-166.0,,,,-36.0,,-670.9,-678.7,181.0,171.0,,,,,False,,,,True,,False,False,False,False,,,,
18033,1375,1314.0,1050.0,,,,1808.0,,987.8,648.7,1278.0,1710.0,,,,,-61.0,-325.0,,,,433.0,,-387.2,-726.3,-97.0,335.0,,,,,False,,,,False,,False,False,False,False,,,,
18035,3207,2862.0,2273.0,,,,4475.0,,4605.7,2778.9,3002.5,3483.0,,2288.0,,,-345.0,-934.0,,,,1268.0,,1398.7,-428.1,-204.5,276.0,,-919.0,,,False,,,,False,,False,False,True,True,,False,,
18037,2671,1314.0,1207.0,,,,1334.0,,734.2,906.8,1131.0,1621.0,,542.9,,,-1357.0,-1464.0,,,,-1337.0,,-1936.8,-1764.2,-1540.0,-1050.0,,-2128.1,,,False,,,,True,,False,False,False,True,,False,,
18039,5676,10524.0,5399.0,,,,9444.0,,4493.6,6409.2,8142.5,12055.0,,10743.3,,,4848.0,-277.0,,,,3768.0,,-1182.4,733.2,2466.5,6379.0,,5067.3,,,True,,,,True,,True,True,True,False,,False,,
18041,778,966.0,827.0,,,,1017.0,,812.3,342.1,828.0,1074.0,,,,,188.0,49.0,,,,239.0,,34.3,-435.9,50.0,296.0,,,,,True,,,,False,,True,False,True,False,,,,
18043,2360,2262.0,1627.0,,,,2165.0,,1404.9,1926.7,1985.0,2357.0,,2817.5,,,-98.0,-733.0,,,,-195.0,,-955.1,-433.3,-375.0,-3.0,,457.5,,,False,,,,False,,False,False,False,True,,False,,
18045,859,666.0,550.0,,,,713.0,,528.0,173.7,844.0,750.0,,,,,-193.0,-309.0,,,,-146.0,,-331.0,-685.3,-15.0,-109.0,,,,,False,,,,True,,False,False,True,True,,,,
18047,606,738.0,846.0,,,,700.0,,1015.3,240.7,1090.5,842.0,,,,,132.0,240.0,,,,94.0,,409.3,-365.3,484.5,236.0,,,,,False,,,,True,,False,False,False,False,,,,
18049,627,618.0,568.0,,,,856.0,,333.6,263.9,409.0,758.0,,,,,-9.0,-59.0,,,,229.0,,-293.4,-363.1,-218.0,131.0,,,,,False,,,,False,,False,False,False,False,,,,
18051,1335,1752.0,1094.0,,,,1096.0,,1670.4,693.1,1497.0,1788.0,,,,,417.0,-241.0,,,,-239.0,,335.4,-641.9,162.0,453.0,,,,,True,,,,True,,True,False,True,False,,,,
18053,2604,2616.0,2087.0,,,,2593.0,,5015.2,1819.8,3332.0,3069.0,,3746.3,,,12.0,-517.0,,,,-11.0,,2411.2,-784.2,728.0,465.0,,1142.3,,,False,,,,True,,False,False,False,False,,False,,
18055,1113,846.0,814.0,,,,1265.0,,637.3,605.3,674.0,1104.0,,,,,-267.0,-299.0,,,,152.0,,-475.7,-507.7,-439.0,-9.0,,,,,False,,,,True,,False,False,False,True,,,,
18057,12666,11646.0,8466.0,,,,9470.0,,9554.2,8723.2,9269.5,12677.0,,17664.0,,,-1020.0,-4200.0,,,,-3196.0,,-3111.8,-3942.8,-3396.5,11.0,,4998.0,,,False,,,,False,,False,False,False,True,,False,,
18059,3143,2664.0,1895.0,,,,2431.0,,1446.9,2156.5,2952.0,3173.0,,2059.3,,,-479.0,-1248.0,,,,-712.0,,-1696.1,-986.5,-191.0,30.0,,-1083.7,,,False,,,,False,,False,False,True,True,,False,,
18061,1504,1152.0,999.0,,,,1009.0,,1106.8,717.1,1391.0,1415.0,,,,,-352.0,-505.0,,,,-495.0,,-397.2,-786.9,-113.0,-89.0,,,,,False,,,,False,,False,False,True,True,,,,
18063,6433,5862.0,4550.0,,,,5226.0,,9684.6,4297.5,5388.5,6745.0,,9579.4,,,-571.0,-1883.0,,,,-1207.0,,3251.6,-2135.5,-1044.5,312.0,,3146.4,,,False,,,,False,,False,False,False,True,,False,,
18065,2090,1740.0,1444.0,,,,2171.0,,1946.1,1075.1,1856.5,1955.0,,1750.6,,,-350.0,-646.0,,,,81.0,,-143.9,-1014.9,-233.5,-135.0,,-339.4,,,False,,,,True,,True,False,True,True,,True,,
18067,3716,3528.0,2266.0,,,,3403.0,,20878.4,2409.9,3172.0,4046.0,,4806.3,,,-188.0,-1450.0,,,,-313.0,,17162.4,-1306.1,-544.0,330.0,,1090.3,,,False,,,,False,,False,False,False,False,,False,,
18069,1344,1596.0,1283.0,,,,1515.0,,1858.6,556.0,1232.0,1827.0,,,,,252.0,-61.0,,,,171.0,,514.6,-788.0,-112.0,483.0,,,,,True,,,,True,,False,False,True,False,,,,
18071,1689,2118.0,2117.0,,,,1552.0,,2301.0,1107.8,3045.5,2310.0,,,,,429.0,428.0,,,,-137.0,,612.0,-581.2,1356.5,621.0,,,,,True,,,,True,,False,False,False,False,,,,
18073,1126,1194.0,789.0,,,,1298.0,,1178.1,682.6,1430.0,1419.0,,,,,68.0,-337.0,,,,172.0,,52.1,-443.4,304.0,293.0,,,,,False,,,,False,,True,False,False,False,,,,
18075,543,684.0,528.0,,,,868.0,,821.2,229.3,431.0,914.0,,,,,141.0,-15.0,,,,325.0,,278.2,-313.7,-112.0,371.0,,,,,True,,,,False,,False,False,True,False,,,,
18077,1071,1128.0,1118.0,,,,1082.0,,2138.1,558.6,1018.0,1392.0,,,,,57.0,47.0,,,,11.0,,1067.1,-512.4,-53.0,321.0,,,,,True,,,,True,,False,False,True,False,,,,
18079,887,942.0,856.0,,,,976.0,,696.2,375.9,1343.0,1045.0,,,,,55.0,-31.0,,,,89.0,,-190.8,-511.1,456.0,158.0,,,,,True,,,,False,,False,False,False,False,,,,
18081,6726,6312.0,4453.0,,,,5389.0,,6120.4,3768.7,7195.0,6511.0,,4590.8,,,-414.0,-2273.0,,,,-1337.0,,-605.6,-2957.3,469.0,-215.0,,-2135.2,,,False,,,,False,,False,False,False,True,,False,,
18083,1167,1836.0,1246.0,,,,1524.0,,1372.2,622.3,1686.5,2142.0,,,,,669.0,79.0,,,,357.0,,205.2,-544.7,519.5,975.0,,,,,True,,,,True,,True,True,True,False,,,,
18085,2612,3150.0,2070.0,,,,3101.0,,5383.7,1925.6,1681.0,3627.0,,3205.2,,,538.0,-542.0,,,,489.0,,2771.7,-686.4,-931.0,1015.0,,593.2,,,False,,,,True,,False,False,False,False,,False,,
18087,667,930.0,484.0,,,,1790.0,,307.5,820.9,795.0,1500.0,,,,,263.0,-183.0,,,,1123.0,,-359.5,153.9,128.0,833.0,,,,,True,,,,False,,False,True,True,False,,,,
18089,14065,17796.0,9592.0,,,,16595.0,,7104.9,12113.0,13009.0,18626.0,,18279.0,,,3731.0,-4473.0,,,,2530.0,,-6960.1,-1952.0,-1056.0,4561.0,,4214.0,,,False,,,,True,,False,True,True,False,,False,,
18091,3369,3366.0,1837.0,,,,4434.0,,2118.3,3395.2,3110.0,3936.0,,1558.4,,,-3.0,-1532.0,,,,1065.0,,-1250.7,26.2,-259.0,567.0,,-1810.6,,,False,,,,False,,False,False,False,False,,False,,
18093,1758,1128.0,1120.0,,,,1539.0,,507.9,663.6,986.5,1367.0,,,,,-630.0,-638.0,,,,-219.0,,-1250.1,-1094.4,-771.5,-391.0,,,,,False,,,,True,,False,False,False,True,,,,
18095,4595,5088.0,3732.0,,,,5118.0,,5746.2,3642.1,5020.5,5247.0,,6133.8,,,493.0,-863.0,,,,523.0,,1151.2,-952.9,425.5,652.0,,1538.8,,,False,,,,False,,False,False,True,False,,False,,
18097,32471,29598.0,28938.0,,,,29260.0,,25412.8,25012.5,25446.5,33362.0,,47031.4,,,-2873.0,-3533.0,,,,-3211.0,,-7058.2,-7458.5,-7024.5,891.0,,14560.4,,,False,,,,False,,False,False,False,True,,False,,
18099,1599,2118.0,1277.0,,,,1908.0,,761.3,1051.6,1415.0,2404.0,,1582.3,,,519.0,-322.0,,,,309.0,,-837.7,-547.4,-184.0,805.0,,-16.7,,,True,,,,True,,False,False,True,False,,True,,
18101,286,252.0,240.0,,,,375.0,,448.1,107.4,245.0,356.0,,,,,-34.0,-46.0,,,,89.0,,162.1,-178.6,-41.0,70.0,,,,,False,,,,False,,False,False,False,False,,,,
18103,1198,1596.0,1227.0,,,,1613.0,,3238.5,685.9,1195.0,1769.0,,,,,398.0,29.0,,,,415.0,,2040.5,-512.1,-3.0,571.0,,,,,True,,,,False,,False,False,True,False,,,,
18105,3085,2640.0,1722.0,,,,4022.0,,6291.6,2126.1,2011.5,3486.0,,954.4,,,-445.0,-1363.0,,,,937.0,,3206.6,-958.9,-1073.5,401.0,,-2130.6,,,False,,,,False,,False,False,False,True,,False,,
18107,1631,1584.0,1532.0,,,,1350.0,,1093.8,780.0,1544.5,1839.0,,,,,-47.0,-99.0,,,,-281.0,,-537.2,-851.0,-86.5,208.0,,,,,False,,,,False,,False,False,False,False,,,,
18109,2534,2136.0,2004.0,,,,2512.0,,1248.9,1480.7,1873.0,2560.0,,,,,-398.0,-530.0,,,,-22.0,,-1285.1,-1053.3,-661.0,26.0,,,,,False,,,,True,,False,False,False,True,,,,
18111,285,312.0,291.0,,,,456.0,,136.3,129.8,315.0,444.0,,,,,27.0,6.0,,,,171.0,,-148.7,-155.2,30.0,159.0,,,,,True,,,,False,,False,False,False,False,,,,
18113,1721,1746.0,758.0,,,,1780.0,,1074.0,1073.2,1197.0,2133.0,,1570.8,,,25.0,-963.0,,,,59.0,,-647.0,-647.8,-524.0,412.0,,-150.2,,,False,,,,False,,False,False,False,False,,False,,
18115,193,120.0,127.0,,,,158.0,,134.5,37.2,124.0,217.0,,,,,-73.0,-66.0,,,,-35.0,,-58.5,-155.8,-69.0,24.0,,,,,True,,,,True,,True,False,True,True,,,,
18117,683,450.0,525.0,,,,708.0,,301.0,197.8,449.0,739.0,,,,,-233.0,-158.0,,,,25.0,,-382.0,-485.2,-234.0,56.0,,,,,True,,,,True,,False,False,False,True,,,,
18119,851,618.0,711.0,,,,696.0,,366.2,129.4,540.0,688.0,,,,,-233.0,-140.0,,,,-155.0,,-484.8,-721.6,-311.0,-163.0,,,,,True,,,,True,,False,False,False,True,,,,
18121,633,576.0,563.0,,,,620.0,,1290.0,202.5,589.0,860.0,,,,,-57.0,-70.0,,,,-13.0,,657.0,-430.5,-44.0,227.0,,,,,False,,,,True,,False,False,True,False,,,,
18123,478,378.0,223.0,,,,583.0,,107.9,236.0,246.0,672.0,,,,,-100.0,-255.0,,,,105.0,,-370.1,-242.0,-232.0,194.0,,,,,False,,,,False,,False,False,False,False,,,,
18125,503,288.0,274.0,,,,415.0,,131.9,128.4,287.0,402.0,,,,,-215.0,-229.0,,,,-88.0,,-371.1,-374.6,-216.0,-101.0,,,,,False,,,,True,,False,False,False,True,,,,
18127,5118,6438.0,3570.0,,,,5949.0,,3353.0,4075.6,4316.0,7136.0,,6153.2,,,1320.0,-1548.0,,,,831.0,,-1765.0,-1042.4,-802.0,2018.0,,1035.2,,,False,,,,True,,False,True,True,False,,True,,
18129,887,702.0,464.0,,,,728.0,,589.0,318.8,617.0,1056.0,,,,,-185.0,-423.0,,,,-159.0,,-298.0,-568.2,-270.0,169.0,,,,,False,,,,True,,False,False,False,True,,,,
18131,479,450.0,327.0,,,,490.0,,76.9,80.2,387.0,493.0,,,,,-29.0,-152.0,,,,11.0,,-402.1,-398.8,-92.0,14.0,,,,,False,,,,True,,False,False,False,True,,,,
18133,1338,1266.0,2113.0,,,,1290.0,,2091.9,655.3,1501.0,1493.0,,,,,-72.0,775.0,,,,-48.0,,753.9,-682.7,163.0,155.0,,,,,False,,,,True,,False,False,False,False,,,,
18135,693,1062.0,931.0,,,,1024.0,,570.7,352.1,941.0,1099.0,,,,,369.0,238.0,,,,331.0,,-122.3,-340.9,248.0,406.0,,,,,True,,,,True,,True,True,True,False,,,,
18137,1289,1854.0,1700.0,,,,938.0,,1141.1,396.0,1830.5,1524.0,,,,,565.0,411.0,,,,-351.0,,-147.9,-893.0,541.5,235.0,,,,,True,,,,True,,True,False,True,True,,,,
18139,797,504.0,387.0,,,,633.0,,293.8,162.5,558.0,617.0,,,,,-293.0,-410.0,,,,-164.0,,-503.2,-634.5,-239.0,-180.0,,,,,False,,,,True,,False,False,True,True,,,,
18141,8276,9246.0,4214.0,,,,11322.0,,4433.7,7544.6,6723.5,11049.0,,8997.1,,,970.0,-4062.0,,,,3046.0,,-3842.3,-731.4,-1552.5,2773.0,,721.1,,,False,,,,False,,False,True,False,False,,True,,
18143,878,1272.0,1124.0,,,,887.0,,5829.9,508.7,1807.5,1399.0,,,,,394.0,246.0,,,,9.0,,4951.9,-369.3,929.5,521.0,,,,,True,,,,True,,False,True,False,False,,,,
18145,1837,1716.0,1916.0,,,,1527.0,,986.0,1015.4,2028.0,1936.0,,,,,-121.0,79.0,,,,-310.0,,-851.0,-821.6,191.0,99.0,,,,,True,,,,False,,False,False,False,True,,,,
18147,800,702.0,518.0,,,,450.0,,371.7,326.1,629.0,872.0,,,,,-98.0,-282.0,,,,-350.0,,-428.3,-473.9,-171.0,72.0,,,,,False,,,,False,,False,False,False,True,,,,
18149,692,570.0,441.0,,,,994.0,,353.1,283.6,501.0,837.0,,,,,-122.0,-251.0,,,,302.0,,-338.9,-408.4,-191.0,145.0,,,,,False,,,,False,,False,False,False,False,,,,
18151,1372,1170.0,874.0,,,,1499.0,,1032.9,542.8,842.0,1441.0,,,,,-202.0,-498.0,,,,127.0,,-339.1,-829.2,-530.0,69.0,,,,,False,,,,True,,False,False,False,True,,,,
18153,768,1392.0,1499.0,,,,894.0,,2469.6,376.5,1789.5,1317.0,,,,,624.0,731.0,,,,126.0,,1701.6,-391.5,1021.5,549.0,,,,,False,,,,True,,False,True,False,True,,,,
18155,297,168.0,182.0,,,,312.0,,53.8,51.2,132.0,343.0,,,,,-129.0,-115.0,,,,15.0,,-243.2,-245.8,-165.0,46.0,,,,,True,,,,True,,False,False,False,True,,,,
18157,7418,7254.0,4536.0,,,,6982.0,,8060.4,4687.7,4282.0,7126.0,,10406.4,,,-164.0,-2882.0,,,,-436.0,,642.4,-2730.3,-3136.0,-292.0,,2988.4,,,False,,,,False,,False,False,False,False,,False,,
18159,612,552.0,532.0,,,,584.0,,552.5,188.8,622.0,583.0,,,,,-60.0,-80.0,,,,-28.0,,-59.5,-423.2,10.0,-29.0,,,,,False,,,,True,,True,False,True,True,,,,
18161,294,186.0,170.0,,,,196.0,,60.6,49.2,132.0,236.0,,,,,-108.0,-124.0,,,,-98.0,,-233.4,-244.8,-162.0,-58.0,,,,,False,,,,True,,False,False,False,True,,,,
18163,7206,6450.0,4735.0,,,,5534.0,,5571.2,4332.5,5765.0,7286.0,,8347.8,,,-756.0,-2471.0,,,,-1672.0,,-1634.8,-2873.5,-1441.0,80.0,,1141.8,,,False,,,,False,,False,False,False,True,,False,,
18165,709,738.0,659.0,,,,665.0,,925.3,218.6,692.0,851.0,,,,,29.0,-50.0,,,,-44.0,,216.3,-490.4,-17.0,142.0,,,,,False,,,,False,,False,False,True,False,,,,
18167,3677,5010.0,3211.0,,,,4274.0,,2458.0,2657.0,3328.0,5637.0,,9457.6,,,1333.0,-466.0,,,,597.0,,-1219.0,-1020.0,-349.0,1960.0,,5780.6,,,True,,,,True,,True,True,True,False,,False,,
18169,1014,2028.0,986.0,,,,1170.0,,1932.5,582.6,2095.5,2348.0,,,,,1014.0,-28.0,,,,156.0,,918.5,-431.4,1081.5,1334.0,,,,,True,,,,True,,True,True,False,False,,,,
18171,364,204.0,254.0,,,,302.0,,400.2,26.1,262.0,297.0,,,,,-160.0,-110.0,,,,-62.0,,36.2,-337.9,-102.0,-67.0,,,,,True,,,,True,,True,False,True,True,,,,
18173,2527,2142.0,1671.0,,,,1818.0,,1350.4,1279.4,2034.5,2546.0,,904.0,,,-385.0,-856.0,,,,-709.0,,-1176.6,-1247.6,-492.5,19.0,,-1623.0,,,False,,,,False,,False,False,False,True,,False,,
18175,793,906.0,977.0,,,,846.0,,1614.9,316.6,1488.5,986.0,,,,,113.0,184.0,,,,53.0,,821.9,-476.4,695.5,193.0,,,,,False,,,,True,,False,False,False,False,,,,
18177,2319,2832.0,2649.0,,,,2535.0,,2797.3,1273.9,3050.0,3309.0,,2358.6,,,513.0,330.0,,,,216.0,,478.3,-1045.1,731.0,990.0,,39.6,,,True,,,,True,,True,False,False,False,,True,,
18179,785,1164.0,847.0,,,,1164.0,,779.0,516.1,994.0,1416.0,,,,,379.0,62.0,,,,379.0,,-6.0,-268.9,209.0,631.0,,,,,True,,,,False,,True,True,True,False,,,,
18181,1210,1254.0,1127.0,,,,935.0,,610.4,647.7,1348.5,1141.0,,,,,44.0,-83.0,,,,-275.0,,-599.6,-562.3,138.5,-69.0,,,,,False,,,,False,,False,False,False,False,,,,
18183,1266,1212.0,822.0,,,,1209.0,,915.0,521.7,1036.5,1500.0,,,,,-54.0,-444.0,,,,-57.0,,-351.0,-744.3,-229.5,234.0,,,,,False,,,,False,,False,False,False,False,,,,
19001,213,210.0,137.0,,,,283.0,,93.1,49.3,119.0,352.0,,,,,-3.0,-76.0,,,,70.0,,-119.9,-163.8,-94.0,139.0,,,,,False,,,,False,,False,False,False,False,,,,
