,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
12075,458,306.0,,,313.0,349.0,,,,,314.0,158.9,,,268.0,,211.9,329.1,321.0,,272.0,305.1,,388.0,392.0,381.1,,,,,,,,,303.5,-152.0,,,-145.0,-109.0,,,,,-144.0,-299.1,,,-190.0,,-246.1,-128.9,-137.0,,-186.0,-152.9,,-70.0,-66.0,-76.9,,,,,,,,,-154.5,,,True,True,,,,,True,False,,,False,,False,True,True,,False,False,,True,True,True,,,,,,,,,False
12077,183,81.0,,,87.0,0.0,,,,,119.7,51.6,,,67.0,,25.2,94.7,,,104.0,97.9,,124.0,94.0,129.3,,,,,,,,,120.4,-102.0,,,-96.0,-183.0,,,,,-63.3,-131.4,,,-116.0,,-157.8,-88.3,,,-79.0,-85.1,,-59.0,-89.0,-53.7,,,,,,,,,-62.6,,,True,False,,,,,True,False,,,False,,False,True,,,True,True,,True,True,True,,,,,,,,,True
12079,176,186.0,,,168.0,90.0,,,,,246.0,75.8,,,133.0,,136.5,192.6,,,140.0,210.3,,293.0,237.0,256.9,,,,,,,,,243.7,10.0,,,-8.0,-86.0,,,,,70.0,-100.2,,,-43.0,,-39.5,16.6,,,-36.0,34.3,,117.0,61.0,80.9,,,,,,,,,67.7,,,True,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
12081,4472,4014.0,,4475.8,4096.0,5135.0,,,,,3936.5,3001.3,,4767.7,3191.0,,3553.5,3974.2,4165.0,,3772.5,4193.7,,4995.0,4382.0,3820.5,,,,,4062.1,3787.0,,,7367.9,-458.0,,3.8,-376.0,663.0,,,,,-535.5,-1470.7,,295.7,-1281.0,,-918.5,-497.8,-307.0,,-699.5,-278.3,,523.0,-90.0,-651.5,,,,,-409.9,-685.0,,,2895.9,,True,True,False,,,,,False,False,,True,False,,False,False,True,,False,True,,False,True,False,,,,,True,False,,,False
12083,4493,3240.0,,,3234.0,3278.0,,,,,3055.2,2656.5,,,3219.0,,2299.5,3142.6,3476.5,,3202.0,3617.8,,4290.0,3783.0,3674.9,,,,,2513.4,2324.0,,,3102.8,-1253.0,,,-1259.0,-1215.0,,,,,-1437.8,-1836.5,,,-1274.0,,-2193.5,-1350.4,-1016.5,,-1291.0,-875.2,,-203.0,-710.0,-818.1,,,,,-1979.6,-2169.0,,,-1390.2,,,False,True,,,,,False,False,,,False,,False,False,True,,False,True,,True,True,True,,,,,False,False,,,False
12085,1334,1248.0,,,1230.0,1397.0,,,,,1260.3,617.5,,,979.0,,684.1,1278.1,1225.0,,1206.0,1404.1,,1677.0,1378.0,1611.9,,,,,1288.6,1117.0,,,2004.3,-86.0,,,-104.0,63.0,,,,,-73.7,-716.5,,,-355.0,,-649.9,-55.9,-109.0,,-128.0,70.1,,343.0,44.0,277.9,,,,,-45.4,-217.0,,,670.3,,,False,True,,,,,True,False,,,False,,False,True,False,,False,True,,False,True,False,,,,,True,False,,,False
12086,52162,49908.0,,47860.7,47287.0,54592.0,,,,,42708.1,160607.1,,54285.0,47159.0,,30435.3,45444.2,52111.0,,45542.5,47544.8,,56759.0,44393.0,52635.1,,,,,39219.2,42795.0,,,,-2254.0,,-4301.3,-4875.0,2430.0,,,,,-9453.9,108445.1,,2123.0,-5003.0,,-21726.7,-6717.8,-51.0,,-6619.5,-4617.2,,4597.0,-7769.0,473.1,,,,,-12942.8,-9367.0,,,,,False,False,False,,,,,False,False,,True,False,,False,False,True,,False,False,,False,False,True,,,,,False,False,,,
12087,639,597.0,,,613.0,521.0,,,,,735.0,276.8,,,770.0,,342.4,675.2,,,416.5,613.3,,730.0,705.0,685.2,,,,,419.8,,,,791.9,-42.0,,,-26.0,-118.0,,,,,96.0,-362.2,,,131.0,,-296.6,36.2,,,-222.5,-25.7,,91.0,66.0,46.2,,,,,-219.2,,,,152.9,,,True,False,,,,,False,False,,,False,,False,True,,,False,True,,False,False,False,,,,,False,,,,False
12089,1620,1041.0,,,991.0,958.0,,,,,981.4,558.6,,,631.0,,703.2,798.4,1121.0,,1120.0,1136.7,,1343.0,1098.0,840.7,,,,,717.7,,,,1911.3,-579.0,,,-629.0,-662.0,,,,,-638.6,-1061.4,,,-989.0,,-916.8,-821.6,-499.0,,-500.0,-483.3,,-277.0,-522.0,-779.3,,,,,-902.3,,,,291.3,,,False,False,,,,,False,False,,,False,,False,False,True,,True,True,,True,True,False,,,,,False,,,,True
12091,2751,2199.0,,,2189.0,1763.0,,,,,2300.1,1856.7,,2174.5,2093.0,,1340.5,2132.4,2460.5,,2348.5,2253.4,,2710.0,2557.0,2327.9,,,,,1956.0,2063.0,,,3121.5,-552.0,,,-562.0,-988.0,,,,,-450.9,-894.3,,-576.5,-658.0,,-1410.5,-618.6,-290.5,,-402.5,-497.6,,-41.0,-194.0,-423.1,,,,,-795.0,-688.0,,,370.5,,,False,False,,,,,True,False,,False,False,,False,False,True,,True,True,,True,True,True,,,,,False,False,,,True
12093,495,222.0,,,240.0,192.0,,,,,360.5,94.3,,,199.0,,211.2,254.6,271.0,,214.0,298.8,,248.0,317.0,367.6,,,,,190.9,,,,260.9,-273.0,,,-255.0,-303.0,,,,,-134.5,-400.7,,,-296.0,,-283.8,-240.4,-224.0,,-281.0,-196.2,,-247.0,-178.0,-127.4,,,,,-304.1,,,,-234.1,,,True,False,,,,,True,False,,,False,,False,True,True,,False,True,,True,True,True,,,,,False,,,,True
12095,17508,15258.0,,16815.7,15390.0,16780.0,,,,,9471.8,20218.3,,19370.3,12680.0,,22602.8,11637.5,16379.5,,16157.5,14934.7,,18477.0,14056.0,14135.4,,,,,10489.8,23950.0,,,13939.0,-2250.0,,-692.3,-2118.0,-728.0,,,,,-8036.2,2710.3,,1862.3,-4828.0,,5094.8,-5870.5,-1128.5,,-1350.5,-2573.3,,969.0,-3452.0,-3372.6,,,,,-7018.2,6442.0,,,-3569.0,,True,True,True,,,,,False,False,,True,False,,False,False,True,,True,False,,True,False,False,,,,,False,False,,,False
12097,5388,4785.0,,4780.5,4475.0,3957.0,,,,,5012.0,4604.6,,5303.0,3405.0,,3447.2,3864.0,5198.5,,4475.0,5105.3,,6374.0,4789.0,4299.6,,,,,4067.6,3362.0,,,5037.4,-603.0,,-607.5,-913.0,-1431.0,,,,,-376.0,-783.4,,-85.0,-1983.0,,-1940.8,-1524.0,-189.5,,-913.0,-282.7,,986.0,-599.0,-1088.4,,,,,-1320.4,-2026.0,,,-350.6,,False,False,False,,,,,True,False,,True,False,,False,False,True,,False,True,,False,True,False,,,,,False,False,,,True
12099,14906,11688.0,,13249.2,12084.0,11114.0,,,,,11621.3,21917.7,,12760.6,11645.0,,6473.6,12271.9,13089.5,,10658.5,12413.7,,14041.0,15454.0,13118.3,,,,,9284.9,9892.0,,,26636.4,-3218.0,,-1656.8,-2822.0,-3792.0,,,,,-3284.7,7011.7,,-2145.4,-3261.0,,-8432.4,-2634.1,-1816.5,,-4247.5,-2492.3,,-865.0,548.0,-1787.7,,,,,-5621.1,-5014.0,,,11730.4,,True,True,False,,,,,False,False,,True,False,,False,True,True,,False,True,,True,True,True,,,,,False,False,,,False
12101,5372,5139.0,,5794.6,5269.0,4842.0,,,,,4629.3,8345.7,,6938.1,5526.0,,4710.5,5512.4,5458.5,,5277.5,5399.7,,6886.0,5786.0,5574.0,,,,,4917.7,4774.0,,,8399.5,-233.0,,422.6,-103.0,-530.0,,,,,-742.7,2973.7,,1566.1,154.0,,-661.5,140.4,86.5,,-94.5,27.7,,1514.0,414.0,202.0,,,,,-454.3,-598.0,,,3027.5,,False,True,False,,,,,False,False,,False,True,,False,True,True,,True,True,,False,False,True,,,,,False,False,,,False
12103,10192,8736.0,,10314.1,9048.0,9233.0,,,,,8057.7,24172.0,,11822.4,8022.0,,10917.1,7980.0,9992.5,,9610.5,8673.4,,11576.0,9613.0,8701.2,,,,,7465.2,8607.0,,,13140.7,-1456.0,,122.1,-1144.0,-959.0,,,,,-2134.3,13980.0,,1630.4,-2170.0,,725.1,-2212.0,-199.5,,-581.5,-1518.6,,1384.0,-579.0,-1490.8,,,,,-2726.8,-1585.0,,,2948.7,,True,True,True,,,,,False,False,,False,False,,True,False,True,,True,False,,True,True,False,,,,,False,False,,,False
12105,8914,6525.0,,8003.4,7259.0,6716.0,,,,,7347.7,6014.0,,8947.3,6980.0,,5928.6,5982.9,7202.0,,8129.0,7291.9,,8441.0,7289.0,7094.5,,,,,6637.3,6927.0,,,11882.0,-2389.0,,-910.6,-1655.0,-2198.0,,,,,-1566.3,-2900.0,,33.3,-1934.0,,-2985.4,-2931.1,-1712.0,,-785.0,-1622.1,,-473.0,-1625.0,-1819.5,,,,,-2276.7,-1987.0,,,2968.0,,True,True,True,,,,,True,False,,True,True,,False,False,True,,True,True,,True,True,True,,,,,True,True,,,False
12107,996,894.0,,,900.0,878.0,,,,,833.8,557.4,,,648.0,,1166.0,774.7,914.0,,808.0,1064.8,,1425.0,1033.0,876.4,,,,,607.9,,,,1082.6,-102.0,,,-96.0,-118.0,,,,,-162.2,-438.6,,,-348.0,,170.0,-221.3,-82.0,,-188.0,68.8,,429.0,37.0,-119.6,,,,,-388.1,,,,86.6,,,True,False,,,,,False,False,,,False,,False,False,True,,False,True,,False,True,False,,,,,False,,,,True
12109,3993,2871.0,,,2902.0,3841.0,,,,,2459.2,2197.3,,3974.2,1812.0,,1917.6,2334.3,2930.5,,3173.0,3069.8,,3528.0,3085.0,,,,,,1969.1,2857.0,,,3751.5,-1122.0,,,-1091.0,-152.0,,,,,-1533.8,-1795.7,,-18.8,-2181.0,,-2075.4,-1658.7,-1062.5,,-820.0,-923.2,,-465.0,-908.0,,,,,,-2023.9,-1136.0,,,-241.5,,,True,True,,,,,False,False,,True,False,,False,False,True,,True,True,,True,True,,,,,,False,False,,,True
12111,3371,2367.0,,,2685.0,2640.0,,,,,2739.7,1865.7,,,2097.0,,1638.6,2208.7,2325.5,,3125.0,3017.3,,3068.0,2941.0,,,,,,2472.4,2853.0,,,3318.2,-1004.0,,,-686.0,-731.0,,,,,-631.3,-1505.3,,,-1274.0,,-1732.4,-1162.3,-1045.5,,-246.0,-353.7,,-303.0,-430.0,,,,,,-898.6,-518.0,,,-52.8,,,True,True,,,,,True,False,,,False,,False,False,False,,True,True,,True,True,,,,,,True,True,,,True
12113,3055,2523.0,,,2698.0,2912.0,,,,,2296.9,2008.5,,,2172.0,,2813.6,1958.5,2601.0,,3119.5,2720.3,,3670.0,2663.0,2165.2,,,,,1890.9,2952.0,,,2949.1,-532.0,,,-357.0,-143.0,,,,,-758.1,-1046.5,,,-883.0,,-241.4,-1096.5,-454.0,,64.5,-334.7,,615.0,-392.0,-889.8,,,,,-1164.1,-103.0,,,-105.9,,,True,True,,,,,False,False,,,False,,True,False,True,,True,True,,False,True,False,,,,,False,True,,,True
12115,4328,3090.0,,,3068.0,3266.0,,,,,3049.7,2095.2,,3033.9,3063.0,,1570.9,3845.8,3499.0,,2706.5,3148.3,,3612.0,3756.0,4019.6,,,,,1929.3,2406.0,,,3533.6,-1238.0,,,-1260.0,-1062.0,,,,,-1278.3,-2232.8,,-1294.1,-1265.0,,-2757.1,-482.2,-829.0,,-1621.5,-1179.7,,-716.0,-572.0,-308.4,,,,,-2398.7,-1922.0,,,-794.4,,,False,True,,,,,False,False,,False,False,,False,True,True,,False,True,,True,True,True,,,,,False,False,,,True
12117,4087,3198.0,,,3581.0,1572.0,,,,,2825.3,7733.9,,3775.1,3316.0,,3579.6,4520.7,3671.0,,3596.0,3734.9,,4299.0,4287.0,4682.7,,,,,3277.7,2405.0,,,6803.6,-889.0,,,-506.0,-2515.0,,,,,-1261.7,3646.9,,-311.9,-771.0,,-507.4,433.7,-416.0,,-491.0,-352.1,,212.0,200.0,595.7,,,,,-809.3,-1682.0,,,2716.6,,,True,False,,,,,False,False,,True,True,,True,True,True,,True,True,,True,True,True,,,,,True,False,,,False
12119,1547,1110.0,,,1157.0,1846.0,,,,,881.4,420.5,,1501.6,1029.0,,702.4,1175.0,1115.5,,1426.5,1185.6,,1645.0,1238.0,1077.6,,,,,780.5,1794.0,,,2345.2,-437.0,,,-390.0,299.0,,,,,-665.6,-1126.5,,-45.4,-518.0,,-844.6,-372.0,-431.5,,-120.5,-361.4,,98.0,-309.0,-469.4,,,,,-766.5,247.0,,,798.2,,,True,True,,,,,False,False,,True,False,,False,True,True,,True,True,,True,True,False,,,,,False,True,,,False
12121,736,444.0,,,456.0,273.0,,,,,593.7,325.8,,,389.0,,177.8,392.6,455.5,,553.0,545.0,,602.0,538.0,416.3,,,,,356.2,,,,754.2,-292.0,,,-280.0,-463.0,,,,,-142.3,-410.2,,,-347.0,,-558.2,-343.4,-280.5,,-183.0,-191.0,,-134.0,-198.0,-319.7,,,,,-379.8,,,,18.2,,,True,False,,,,,True,False,,,False,,False,False,True,,True,True,,True,True,False,,,,,False,,,,True
12123,329,213.0,,,210.0,0.0,,,,,307.2,93.8,,,158.0,,182.4,242.1,,,207.0,251.7,,286.0,282.0,329.0,,,,,,,,,202.8,-116.0,,,-119.0,-329.0,,,,,-21.8,-235.2,,,-171.0,,-146.6,-86.9,,,-122.0,-77.3,,-43.0,-47.0,-0.0,,,,,,,,,-126.2,,,False,False,,,,,True,False,,,False,,False,True,,,False,True,,True,True,True,,,,,,,,,False
12125,193,171.0,,,182.0,8.0,,,,,208.0,150.2,,,126.0,,318.9,118.9,,,227.0,215.1,,203.0,195.0,159.3,,,,,,,,,177.1,-22.0,,,-11.0,-185.0,,,,,15.0,-42.8,,,-67.0,,125.9,-74.1,,,34.0,22.1,,10.0,2.0,-33.7,,,,,,,,,-15.9,,,True,False,,,,,True,False,,,False,,False,False,,,False,False,,True,True,False,,,,,,,,,True
12127,5406,4125.0,,5253.5,4194.0,6148.0,,,,,3988.2,3215.3,,5731.1,4160.0,,2840.7,4003.0,4280.5,,4230.0,4394.6,,5124.0,4717.0,4284.8,,,,,3019.8,3868.0,,,4243.5,-1281.0,,-152.5,-1212.0,742.0,,,,,-1417.8,-2190.7,,325.1,-1246.0,,-2565.3,-1403.0,-1125.5,,-1176.0,-1011.4,,-282.0,-689.0,-1121.2,,,,,-2386.2,-1538.0,,,-1162.5,,True,True,True,,,,,False,False,,True,True,,False,False,True,,True,True,,True,True,True,,,,,False,False,,,True
12129,517,351.0,,,296.0,288.0,,,,,315.2,167.7,,,215.0,,108.4,314.6,297.5,,264.0,359.3,,431.0,351.0,395.7,,,,,,,,,653.3,-166.0,,,-221.0,-229.0,,,,,-201.8,-349.3,,,-302.0,,-408.6,-202.4,-219.5,,-253.0,-157.7,,-86.0,-166.0,-121.3,,,,,,,,,136.3,,,False,False,,,,,False,False,,,False,,False,False,False,,False,True,,True,False,True,,,,,,,,,True
12131,1046,834.0,,,806.0,721.0,,,,,748.6,306.2,,,612.0,,746.8,662.7,811.5,,803.0,848.9,,977.0,985.0,1255.3,,,,,900.7,,,,1235.5,-212.0,,,-240.0,-325.0,,,,,-297.4,-739.8,,,-434.0,,-299.2,-383.3,-234.5,,-243.0,-197.1,,-69.0,-61.0,209.3,,,,,-145.3,,,,189.5,,,False,False,,,,,False,False,,,False,,False,False,False,,False,True,,True,True,True,,,,,True,,,,True
12133,385,387.0,,,349.0,,,,,,327.4,151.8,,,315.0,,351.1,305.5,,,243.5,377.5,,379.0,362.0,392.8,,,,,,,,,453.1,2.0,,,-36.0,,,,,,-57.6,-233.2,,,-70.0,,-33.9,-79.5,,,-141.5,-7.5,,-6.0,-23.0,7.8,,,,,,,,,68.1,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
13001,313,288.0,,,304.0,15.0,,,,,275.2,236.4,,,205.0,,546.8,147.6,,,364.0,339.9,,409.0,323.0,302.1,,,,,,,,,273.4,-25.0,,,-9.0,-298.0,,,,,-37.8,-76.6,,,-108.0,,233.8,-165.4,,,51.0,26.9,,96.0,10.0,-10.9,,,,,,,,,-39.6,,,True,False,,,,,False,False,,,False,,False,False,,,False,False,,False,True,True,,,,,,,,,False
13003,150,147.0,,,132.0,0.0,,,,,135.4,154.0,,,63.0,,134.2,67.5,,,161.0,124.6,,212.0,158.0,130.1,,,,,,,,,127.7,-3.0,,,-18.0,-150.0,,,,,-14.6,4.0,,,-87.0,,-15.8,-82.5,,,11.0,-25.4,,62.0,8.0,-19.9,,,,,,,,,-22.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
13005,286,171.0,,,175.0,0.0,,,,,186.3,125.8,,,111.0,,1360.8,89.3,,,348.0,207.1,,189.0,185.0,130.9,,,,,,,,,146.6,-115.0,,,-111.0,-286.0,,,,,-99.7,-160.2,,,-175.0,,1074.8,-196.7,,,62.0,-78.9,,-97.0,-101.0,-155.1,,,,,,,,,-139.4,,,True,False,,,,,True,False,,,False,,False,False,,,True,True,,True,True,False,,,,,,,,,False
13007,37,12.0,,,20.0,12.0,,,,,26.4,24.7,,,50.0,,97.7,11.7,,,2.0,16.2,,37.0,32.0,28.8,,,,,,,,,22.7,-25.0,,,-17.0,-25.0,,,,,-10.6,-12.3,,,13.0,,60.7,-25.3,,,-35.0,-20.8,,0.0,-5.0,-8.2,,,,,,,,,-14.3,,,True,False,,,,,True,True,,,True,,False,False,,,False,True,,True,True,True,,,,,,,,,True
13009,536,309.0,,,329.0,333.0,,,,,539.0,335.4,,,717.0,,229.1,259.2,302.0,,332.0,375.2,,381.0,480.0,408.0,,,,,172.2,,,,354.3,-227.0,,,-207.0,-203.0,,,,,3.0,-200.6,,,181.0,,-306.9,-276.8,-234.0,,-204.0,-160.8,,-155.0,-56.0,-128.0,,,,,-363.8,,,,-181.7,,,True,True,,,,,True,True,,,True,,False,False,False,,True,True,,True,True,True,,,,,False,,,,True
13011,265,372.0,,,361.0,393.0,,,,,332.5,342.8,,,367.0,,303.2,235.9,,,379.0,349.7,,431.0,372.0,318.0,,,,,,,,,351.5,107.0,,,96.0,128.0,,,,,67.5,77.8,,,102.0,,38.2,-29.1,,,114.0,84.7,,166.0,107.0,53.0,,,,,,,,,86.5,,,True,False,,,,,True,True,,,True,,True,True,,,False,True,,False,False,True,,,,,,,,,True
13013,1616,1251.0,,,1317.0,1295.0,,,,,1093.8,1278.3,,,1350.0,,1546.9,876.1,1374.0,,1688.0,1292.9,,1707.0,1378.0,1344.6,,,,,1147.1,,,,1109.3,-365.0,,,-299.0,-321.0,,,,,-522.2,-337.7,,,-266.0,,-69.1,-739.9,-242.0,,72.0,-323.1,,91.0,-238.0,-271.4,,,,,-468.9,,,,-506.7,,,True,True,,,,,False,True,,,True,,True,False,True,,True,True,,True,True,True,,,,,False,,,,False
13015,2314,1950.0,,,1992.0,2402.0,,,,,1582.8,2032.1,,2689.9,2171.0,,2535.7,1197.6,1845.5,,2281.5,1942.3,,2534.0,1956.0,1686.4,,,,,1755.6,,,,2362.4,-364.0,,,-322.0,88.0,,,,,-731.2,-281.9,,375.9,-143.0,,221.7,-1116.4,-468.5,,-32.5,-371.7,,220.0,-358.0,-627.6,,,,,-558.4,,,,48.4,,,True,True,,,,,False,True,,False,True,,True,False,False,,True,False,,True,True,False,,,,,False,,,,True
13017,365,354.0,,,325.0,0.0,,,,,274.5,210.3,,,187.0,,392.5,224.4,,,546.0,317.5,,491.0,344.0,229.3,,,,,,,,,266.8,-11.0,,,-40.0,-365.0,,,,,-90.5,-154.7,,,-178.0,,27.5,-140.6,,,181.0,-47.5,,126.0,-21.0,-135.7,,,,,,,,,-98.2,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
13019,332,321.0,,,291.0,459.0,,,,,229.9,264.8,,,217.0,,252.1,157.3,,,322.0,317.4,,399.0,295.0,241.5,,,,,,,,,128.6,-11.0,,,-41.0,127.0,,,,,-102.1,-67.2,,,-115.0,,-79.9,-174.7,,,-10.0,-14.6,,67.0,-37.0,-90.5,,,,,,,,,-203.4,,,False,False,,,,,False,False,,,False,,False,False,,,True,False,,False,False,False,,,,,,,,,False
13021,2224,1554.0,,,1617.0,1546.0,,,,,1721.7,2348.1,,,2122.0,,1549.6,1229.8,1505.0,,1630.0,1911.2,,2155.0,1945.0,1746.2,,,,,1004.8,1646.0,,,1402.4,-670.0,,,-607.0,-678.0,,,,,-502.3,124.1,,,-102.0,,-674.4,-994.2,-719.0,,-594.0,-312.8,,-69.0,-279.0,-477.8,,,,,-1219.2,-578.0,,,-821.6,,,True,False,,,,,True,True,,,True,,False,False,False,,True,True,,True,True,True,,,,,False,True,,,False
13023,275,189.0,,,207.0,45.0,,,,,171.1,124.7,,,243.0,,442.9,94.1,,,320.0,231.5,,269.0,195.0,158.5,,,,,,,,,74.2,-86.0,,,-68.0,-230.0,,,,,-103.9,-150.3,,,-32.0,,167.9,-180.9,,,45.0,-43.5,,-6.0,-80.0,-116.5,,,,,,,,,-200.8,,,True,False,,,,,False,False,,,True,,False,False,,,True,True,,True,True,False,,,,,,,,,False
13025,222,120.0,,,154.0,155.0,,,,,149.7,129.1,,,113.0,,153.0,96.1,,,190.0,178.1,,208.0,207.0,128.2,,,,,,,,,137.6,-102.0,,,-68.0,-67.0,,,,,-72.3,-92.9,,,-109.0,,-69.0,-125.9,,,-32.0,-43.9,,-14.0,-15.0,-93.8,,,,,,,,,-84.4,,,True,True,,,,,True,True,,,False,,True,False,,,True,True,,True,True,True,,,,,,,,,True
13027,151,207.0,,,205.0,256.0,,,,,178.2,173.0,,,123.0,,163.2,134.8,,,207.0,210.9,,319.0,228.0,172.5,,,,,,,,,182.7,56.0,,,54.0,105.0,,,,,27.2,22.0,,,-28.0,,12.2,-16.2,,,56.0,59.9,,168.0,77.0,21.5,,,,,,,,,31.7,,,True,False,,,,,True,True,,,True,,True,True,,,False,False,,False,False,True,,,,,,,,,True
13029,446,285.0,,,324.0,346.0,,,,,316.4,356.4,,,340.0,,327.8,222.0,307.0,,275.0,320.8,,391.0,429.0,476.2,,,,,,,,,230.3,-161.0,,,-122.0,-100.0,,,,,-129.6,-89.6,,,-106.0,,-118.2,-224.0,-139.0,,-171.0,-125.2,,-55.0,-17.0,30.2,,,,,,,,,-215.7,,,True,True,,,,,True,True,,,True,,True,False,True,,False,True,,True,True,True,,,,,,,,,False
13031,726,414.0,,,612.0,548.0,,,,,735.3,546.8,,,746.0,,631.3,334.9,463.5,,595.0,663.7,,611.0,766.0,464.8,,,,,357.8,,,,69.9,-312.0,,,-114.0,-178.0,,,,,9.3,-179.2,,,20.0,,-94.7,-391.1,-262.5,,-131.0,-62.3,,-115.0,40.0,-261.2,,,,,-368.2,,,,-656.1,,,True,True,,,,,True,True,,,True,,True,False,True,,True,True,,True,True,True,,,,,False,,,,False
13033,286,234.0,,,258.0,109.0,,,,,238.2,252.5,,,306.0,,212.3,157.7,,,362.0,260.9,,355.0,298.0,272.1,,,,,,,,,16.0,-52.0,,,-28.0,-177.0,,,,,-47.8,-33.5,,,20.0,,-73.7,-128.3,,,76.0,-25.1,,69.0,12.0,-13.9,,,,,,,,,-270.0,,,True,False,,,,,True,True,,,True,,False,False,,,False,True,,False,True,True,,,,,,,,,False
13035,478,504.0,,,466.0,414.0,,,,,358.6,482.8,,,415.0,,614.1,273.2,,,718.0,494.7,,660.0,448.0,431.8,,,,,,,,,312.3,26.0,,,-12.0,-64.0,,,,,-119.4,4.8,,,-63.0,,136.1,-204.8,,,240.0,16.7,,182.0,-30.0,-46.2,,,,,,,,,-165.7,,,True,False,,,,,False,True,,,False,,False,False,,,False,True,,False,False,False,,,,,,,,,False
13037,102,0.0,,,13.0,0.0,,,,,52.8,16.1,,,105.0,,13.8,36.2,,,8.0,26.0,,,52.0,,,,,,,,,,21.3,-102.0,,,-89.0,-102.0,,,,,-49.2,-85.9,,,3.0,,-88.2,-65.8,,,-94.0,-76.0,,,-50.0,,,,,,,,,,-80.7,,,True,False,,,,,True,True,,,True,,True,True,,,True,True,,,True,,,,,,,,,,True
13039,552,393.0,,,427.0,413.0,,,,,396.4,432.9,,,347.0,,454.4,319.3,459.5,,340.5,421.7,,527.0,559.0,573.6,,,,,359.3,,,,508.4,-159.0,,,-125.0,-139.0,,,,,-155.6,-119.1,,,-205.0,,-97.6,-232.7,-92.5,,-211.5,-130.3,,-25.0,7.0,21.6,,,,,-192.7,,,,-43.6,,,True,True,,,,,True,True,,,False,,True,False,True,,False,True,,True,True,True,,,,,False,,,,True
13043,122,36.0,,,47.0,0.0,,,,,92.1,40.5,,,115.0,,20.9,19.9,,,27.0,59.4,,43.0,108.0,94.7,,,,,,,,,23.0,-86.0,,,-75.0,-122.0,,,,,-29.9,-81.5,,,-7.0,,-101.1,-102.1,,,-95.0,-62.6,,-79.0,-14.0,-27.3,,,,,,,,,-99.0,,,True,False,,,,,True,True,,,True,,False,False,,,False,True,,True,True,True,,,,,,,,,False
