,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29225,180,151.0,,147.1,,127.0,124.0,,,,,95.9,,98.1,,,127.0,133.1,74.0,118.0,,78.0,130.5,41.6,,133.0,147.0,120.8,,,,,136.9,112.4,,,,174.1,101.0,-29.0,,-32.9,,-53.0,-56.0,,,,,-84.1,,-81.9,,,-53.0,-46.9,-106.0,-62.0,,-102.0,-49.5,-138.4,,-47.0,-33.0,-59.2,,,,,-43.1,-67.6,,,,-5.9,-79.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,,True,False
29227,4,7.0,,5.4,,4.0,1.0,,,,,3.9,,0.0,,,11.0,8.0,3.4,,,1.0,3.7,0.0,,7.0,7.0,3.3,,,,,,35.5,,,,9.2,9.0,3.0,,1.4,,0.0,-3.0,,,,,-0.1,,-4.0,,,7.0,4.0,-0.6,,,-3.0,-0.3,-4.0,,3.0,3.0,-0.7,,,,,,31.5,,,,5.2,5.0,,True,,True,False,,,,,True,,False,,,False,False,True,,,False,True,False,,False,False,True,,,,,,False,,,,False,False
29229,90,96.0,,93.7,,72.0,99.0,,,,,45.8,,81.5,,,65.0,120.5,43.6,,,66.0,85.0,19.0,,91.0,83.0,53.8,,,,,,78.7,,,,71.7,66.0,6.0,,3.7,,-18.0,9.0,,,,,-44.2,,-8.5,,,-25.0,30.5,-46.4,,,-24.0,-5.0,-71.0,,1.0,-7.0,-36.2,,,,,,-11.3,,,,-18.3,-24.0,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,True,False,,True,False,False,,,,,,False,,,,False,False
29510,1021,740.0,,715.4,,648.0,825.0,,,,,603.6,,1070.7,,595.2,671.0,678.5,601.5,700.5,,573.0,632.4,0.1,,700.0,,740.4,,,,,834.8,803.3,361.0,,,603.5,,-281.0,,-305.6,,-373.0,-196.0,,,,,-417.4,,49.7,,-425.8,-350.0,-342.5,-419.5,-320.5,,-448.0,-388.6,-1020.9,,-321.0,,-280.6,,,,,-186.2,-217.7,-660.0,,,-417.5,,,False,,False,True,,,,,False,,True,,False,False,False,False,False,,False,False,False,,False,,True,,,,,True,True,False,,,False,
30001,41,18.0,,19.7,,17.0,0.0,,,,,20.1,,20.6,,,17.0,7.3,18.0,,,4.0,11.1,0.0,,20.0,19.0,25.3,,,,,,50.7,,,,30.8,29.0,-23.0,,-21.3,,-24.0,-41.0,,,,,-20.9,,-20.4,,,-24.0,-33.7,-23.0,,,-37.0,-29.9,-41.0,,-21.0,-22.0,-15.7,,,,,,9.7,,,,-10.2,-12.0,,True,,False,False,,,,,True,,True,,,False,False,False,,,False,False,False,,True,True,True,,,,,,True,,,,True,True
30003,118,23.0,,27.0,,25.0,7.0,,,,,55.0,,8.4,,,26.0,32.6,35.4,,,4.0,39.6,0.0,,12.0,26.0,76.3,,,,,,42.3,,,,8.9,28.0,-95.0,,-91.0,,-93.0,-111.0,,,,,-63.0,,-109.6,,,-92.0,-85.4,-82.6,,,-114.0,-78.4,-118.0,,-106.0,-92.0,-41.7,,,,,,-75.7,,,,-109.1,-90.0,,True,,True,False,,,,,True,,False,,,True,True,True,,,False,True,False,,False,True,True,,,,,,True,,,,False,True
30005,14,6.0,,6.6,,5.0,,,,,,11.3,,13.5,,,5.0,4.9,7.2,,,0.0,4.3,0.0,,6.0,10.0,11.6,,,,,,27.8,,,,0.0,,-8.0,,-7.4,,-9.0,,,,,,-2.7,,-0.5,,,-9.0,-9.1,-6.8,,,-14.0,-9.7,-14.0,,-8.0,-4.0,-2.4,,,,,,13.8,,,,-14.0,,,True,,False,,,,,,True,,True,,,False,False,True,,,False,False,False,,False,True,True,,,,,,False,,,,False,
30007,28,12.0,,11.6,,11.0,10.0,,,,,7.5,,22.8,,,9.0,17.5,8.6,,,11.0,11.8,0.0,,11.0,12.0,8.7,,,,,,28.2,,,,14.3,11.0,-16.0,,-16.4,,-17.0,-18.0,,,,,-20.5,,-5.2,,,-19.0,-10.5,-19.4,,,-17.0,-16.2,-28.0,,-17.0,-16.0,-19.3,,,,,,0.2,,,,-13.7,-17.0,,False,,False,False,,,,,False,,True,,,False,True,False,,,False,False,False,,False,False,False,,,,,,True,,,,True,False
30009,33,14.0,,15.8,,13.0,9.0,,,,,14.3,,15.7,,,18.0,13.7,11.1,,,11.0,10.9,0.0,,9.0,14.0,30.9,,,,,,31.3,,,,13.1,17.0,-19.0,,-17.2,,-20.0,-24.0,,,,,-18.7,,-17.3,,,-15.0,-19.3,-21.9,,,-22.0,-22.1,-33.0,,-24.0,-19.0,-2.1,,,,,,-1.7,,,,-19.9,-16.0,,True,,False,False,,,,,True,,True,,,True,False,False,,,False,False,False,,False,False,True,,,,,,True,,,,False,True
30011,6,0.0,,0.1,,1.0,0.0,,,,,2.2,,1.0,,,6.0,2.2,0.9,,,8.0,1.4,0.0,,0.0,1.0,4.5,,,,,,15.7,,,,0.0,,-6.0,,-5.9,,-5.0,-6.0,,,,,-3.8,,-5.0,,,0.0,-3.8,-5.1,,,2.0,-4.6,-6.0,,-6.0,-5.0,-1.5,,,,,,9.7,,,,-6.0,,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,False,,False,True,True,,,,,,False,,,,True,
30013,245,102.0,,108.9,,109.0,115.0,,,,,143.9,,66.5,,,255.0,70.0,121.4,163.5,,48.0,109.9,0.0,,120.0,117.0,243.8,,,,,186.3,162.7,,,,55.6,195.0,-143.0,,-136.1,,-136.0,-130.0,,,,,-101.1,,-178.5,,,10.0,-175.0,-123.6,-81.5,,-197.0,-135.1,-245.0,,-125.0,-128.0,-1.2,,,,,-58.7,-82.3,,,,-189.4,-50.0,,True,,True,True,,,,,True,,False,,,True,False,True,True,,False,True,False,,True,True,True,,,,,True,True,,,,False,True
30015,28,19.0,,18.8,,14.0,,,,,,8.8,,27.6,,,4.0,13.5,12.5,,,12.0,14.0,0.0,,19.0,18.0,22.2,,,,,,31.3,,,,19.4,,-9.0,,-9.2,,-14.0,,,,,,-19.2,,-0.4,,,-24.0,-14.5,-15.5,,,-16.0,-14.0,-28.0,,-9.0,-10.0,-5.8,,,,,,3.3,,,,-8.6,,,False,,False,,,,,,False,,True,,,False,False,False,,,False,False,False,,False,False,True,,,,,,True,,,,True,
30017,46,41.0,,40.5,,30.0,,,,,,23.4,,6.3,,,31.0,40.5,24.1,,,11.0,25.3,0.0,,42.0,32.0,35.5,,,,,,77.1,,,,46.8,,-5.0,,-5.5,,-16.0,,,,,,-22.6,,-39.7,,,-15.0,-5.5,-21.9,,,-35.0,-20.7,-46.0,,-4.0,-14.0,-10.5,,,,,,31.1,,,,0.8,,,False,,False,,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,True,
30019,11,1.0,,0.2,,1.0,0.0,,,,,1.9,,1.2,,,4.0,1.2,0.6,,,3.0,0.3,0.0,,1.0,2.0,7.4,,,,,,17.3,,,,1.5,,-10.0,,-10.8,,-10.0,-11.0,,,,,-9.1,,-9.8,,,-7.0,-9.8,-10.4,,,-8.0,-10.7,-11.0,,-10.0,-9.0,-3.6,,,,,,6.3,,,,-9.5,,,False,,False,False,,,,,True,,True,,,True,True,False,,,True,False,False,,False,True,True,,,,,,True,,,,True,
30021,50,17.0,,25.7,,18.0,28.0,,,,,22.8,,20.8,,,18.0,28.9,16.7,,,18.0,24.5,0.0,,15.0,18.0,30.9,,,,,,40.3,,,,0.0,,-33.0,,-24.3,,-32.0,-22.0,,,,,-27.2,,-29.2,,,-32.0,-21.1,-33.3,,,-32.0,-25.5,-50.0,,-35.0,-32.0,-19.1,,,,,,-9.7,,,,-50.0,,,True,,True,True,,,,,True,,True,,,True,True,False,,,True,True,False,,False,True,True,,,,,,True,,,,False,
30023,32,13.0,,10.3,,16.0,7.0,,,,,17.0,,10.7,,,21.0,19.9,10.8,,,18.0,15.3,0.0,,15.0,16.0,30.8,,,,,,42.5,,,,17.8,17.0,-19.0,,-21.7,,-16.0,-25.0,,,,,-15.0,,-21.3,,,-11.0,-12.1,-21.2,,,-14.0,-16.7,-32.0,,-17.0,-16.0,-1.2,,,,,,10.5,,,,-14.2,-15.0,,False,,True,False,,,,,True,,False,,,True,True,False,,,True,True,False,,True,True,True,,,,,,True,,,,True,True
30025,3,3.0,,2.3,,3.0,0.0,,,,,2.9,,1.8,,,6.0,2.7,1.4,,,4.0,0.9,0.0,,,3.0,4.2,,,,,,18.0,,,,2.3,,0.0,,-0.7,,0.0,-3.0,,,,,-0.1,,-1.2,,,3.0,-0.3,-1.6,,,1.0,-2.1,-3.0,,,0.0,1.2,,,,,,15.0,,,,-0.7,,,False,,True,False,,,,,False,,False,,,False,False,False,,,False,False,False,,,True,False,,,,,,False,,,,False,
30027,44,16.0,,14.5,,14.0,,,,,,17.5,,21.1,,,16.0,11.4,12.3,,,1.0,9.9,0.0,,17.0,21.0,41.8,,,,,,49.5,,,,13.1,23.0,-28.0,,-29.5,,-30.0,,,,,,-26.5,,-22.9,,,-28.0,-32.6,-31.7,,,-43.0,-34.1,-44.0,,-27.0,-23.0,-2.2,,,,,,5.5,,,,-30.9,-21.0,,False,,False,,,,,,True,,True,,,False,False,False,,,False,False,False,,True,True,True,,,,,,True,,,,False,True
30029,394,235.0,,233.4,,199.0,198.0,,,,,204.9,,69.7,,189.8,307.0,300.3,182.6,97.0,,176.0,199.6,0.0,,229.0,215.0,359.0,,,,,238.3,255.9,,,,368.8,187.0,-159.0,,-160.6,,-195.0,-196.0,,,,,-189.1,,-324.3,,-204.2,-87.0,-93.7,-211.4,-297.0,,-218.0,-194.4,-394.0,,-165.0,-179.0,-35.0,,,,,-155.7,-138.1,,,,-25.2,-207.0,,False,,False,False,,,,,False,,False,,False,True,True,False,False,,False,False,False,,False,False,True,,,,,True,True,,,,True,False
30031,663,465.0,,461.8,,356.0,434.0,,,,,233.2,,583.1,,404.4,178.0,662.5,246.8,177.5,,375.0,309.4,0.0,,362.0,390.0,364.5,,,,,543.3,516.2,,,,362.1,269.0,-198.0,,-201.2,,-307.0,-229.0,,,,,-429.8,,-79.9,,-258.6,-485.0,-0.5,-416.2,-485.5,,-288.0,-353.6,-663.0,,-301.0,-273.0,-298.5,,,,,-119.7,-146.8,,,,-300.9,-394.0,,False,,False,False,,,,,False,,True,,False,False,True,False,False,,False,False,False,,False,False,False,,,,,True,True,,,,False,False
30033,1,3.0,,3.2,,1.0,0.0,,,,,0.7,,0.7,,,5.0,10.8,1.1,,,1.0,0.7,,,1.0,2.0,2.1,,,,,,16.0,,,,1.1,,2.0,,2.2,,0.0,-1.0,,,,,-0.3,,-0.3,,,4.0,9.8,0.1,,,0.0,-0.3,,,0.0,1.0,1.1,,,,,,15.0,,,,0.1,,,False,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,True,True,True,,,,,,False,,,,True,
30035,32,24.0,,22.2,,22.0,18.0,,,,,29.4,,39.4,,,33.0,10.6,23.5,,,15.0,22.4,0.0,,22.0,23.0,59.2,,,,,,48.3,,,,22.0,38.0,-8.0,,-9.8,,-10.0,-14.0,,,,,-2.6,,7.4,,,1.0,-21.4,-8.5,,,-17.0,-9.6,-32.0,,-10.0,-9.0,27.2,,,,,,16.3,,,,-10.0,6.0,,False,,False,False,,,,,True,,True,,,True,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,True
30037,4,1.0,,0.7,,1.0,0.0,,,,,1.3,,0.7,,,2.0,0.2,1.8,,,3.0,0.1,,,,1.0,,,,,,,14.8,,,,0.6,,-3.0,,-3.3,,-3.0,-4.0,,,,,-2.7,,-3.3,,,-2.0,-3.8,-2.2,,,-1.0,-3.9,,,,-3.0,,,,,,,10.8,,,,-3.4,,,False,,False,False,,,,,True,,False,,,True,False,True,,,True,False,,,,False,,,,,,,False,,,,False,
30039,10,4.0,,3.7,,5.0,0.0,,,,,3.6,,21.6,,,7.0,4.9,3.6,,,9.0,4.5,0.0,,5.0,6.0,6.9,,,,,,17.6,,,,5.8,,-6.0,,-6.3,,-5.0,-10.0,,,,,-6.4,,11.6,,,-3.0,-5.1,-6.4,,,-1.0,-5.5,-10.0,,-5.0,-4.0,-3.1,,,,,,7.6,,,,-4.2,,,False,,True,False,,,,,False,,False,,,True,True,False,,,True,True,False,,True,True,True,,,,,,False,,,,True,
30041,82,47.0,,45.8,,37.0,35.0,,,,,36.5,,80.2,,,33.0,32.2,34.0,,,29.0,43.0,0.0,,44.0,45.0,75.0,,,,,,72.3,,,,60.9,36.0,-35.0,,-36.2,,-45.0,-47.0,,,,,-45.5,,-1.8,,,-49.0,-49.8,-48.0,,,-53.0,-39.0,-82.0,,-38.0,-37.0,-7.0,,,,,,-9.7,,,,-21.1,-46.0,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,False,False,,False,False,True,,,,,,True,,,,True,False
30043,72,41.0,,40.5,,33.0,33.0,,,,,23.4,,15.7,,,17.0,33.5,27.9,,,12.0,26.1,0.0,,42.0,38.0,41.1,,,,,,48.1,,,,39.9,32.0,-31.0,,-31.5,,-39.0,-39.0,,,,,-48.6,,-56.3,,,-55.0,-38.5,-44.1,,,-60.0,-45.9,-72.0,,-30.0,-34.0,-30.9,,,,,,-23.9,,,,-32.1,-40.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,True,,,,,,True,,,,False,False
30045,2,0.0,,0.4,,1.0,0.0,,,,,1.3,,1.2,,,2.0,0.0,1.0,,,3.0,0.3,,,1.0,1.0,3.7,,,,,,39.1,,,,0.6,,-2.0,,-1.6,,-1.0,-2.0,,,,,-0.7,,-0.8,,,0.0,-2.0,-1.0,,,1.0,-1.7,,,-1.0,-1.0,1.7,,,,,,37.1,,,,-1.4,,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,True,True,True,,,,,,False,,,,True,
30047,94,67.0,,74.4,,47.0,35.0,,,,,40.1,,114.6,,,76.0,62.0,54.9,46.0,,32.0,56.3,0.0,,58.0,61.0,28.5,,,,,,76.7,,,,50.4,59.0,-27.0,,-19.6,,-47.0,-59.0,,,,,-53.9,,20.6,,,-18.0,-32.0,-39.1,-48.0,,-62.0,-37.7,-94.0,,-36.0,-33.0,-65.5,,,,,,-17.3,,,,-43.6,-35.0,,True,,False,False,,,,,False,,True,,,True,False,False,False,,False,False,False,,False,False,False,,,,,,True,,,,False,False
30049,401,281.0,,279.8,,227.0,238.0,,,,,144.3,,99.8,,,174.0,285.2,174.7,204.0,,206.0,193.6,0.0,,310.0,256.0,212.5,,,,,284.6,359.8,,,,307.8,200.0,-120.0,,-121.2,,-174.0,-163.0,,,,,-256.7,,-301.2,,,-227.0,-115.8,-226.3,-197.0,,-195.0,-207.4,-401.0,,-91.0,-145.0,-188.5,,,,,-116.4,-41.2,,,,-93.2,-201.0,,False,,False,False,,,,,False,,False,,,False,True,False,False,,False,False,False,,True,False,False,,,,,True,True,,,,True,False
30051,0,1.0,,0.3,,1.0,0.0,,,,,1.5,,1.3,,,5.0,0.7,1.4,,,2.0,0.6,0.0,,,2.0,4.8,,,,,,15.4,,,,1.0,,1.0,,0.3,,1.0,0.0,,,,,1.5,,1.3,,,5.0,0.7,1.4,,,2.0,0.6,0.0,,,2.0,4.8,,,,,,15.4,,,,1.0,,,True,,False,True,,,,,False,,False,,,False,True,False,,,False,True,True,,,False,False,,,,,,False,,,,False,
30053,108,55.0,,52.9,,53.0,60.0,,,,,33.1,,13.1,,,59.0,84.9,39.3,,,58.0,52.9,0.0,,66.0,53.0,48.5,,,,,,72.3,,,,62.5,58.0,-53.0,,-55.1,,-55.0,-48.0,,,,,-74.9,,-94.9,,,-49.0,-23.1,-68.7,,,-50.0,-55.1,-108.0,,-42.0,-55.0,-59.5,,,,,,-35.7,,,,-45.5,-50.0,,False,,False,True,,,,,False,,False,,,True,True,False,,,True,False,False,,True,False,False,,,,,,True,,,,True,True
30055,6,2.0,,1.8,,2.0,0.0,,,,,3.3,,1.6,,,8.0,2.9,2.6,,,1.0,2.4,0.0,,3.0,3.0,6.7,,,,,,20.5,,,,2.4,,-4.0,,-4.2,,-4.0,-6.0,,,,,-2.7,,-4.4,,,2.0,-3.1,-3.4,,,-5.0,-3.6,-6.0,,-3.0,-3.0,0.7,,,,,,14.5,,,,-3.6,,,False,,False,False,,,,,True,,False,,,True,True,True,,,False,True,False,,True,True,True,,,,,,False,,,,True,
30057,37,19.0,,18.6,,13.0,0.0,,,,,12.6,,32.6,,,11.0,20.8,9.9,,,2.0,10.7,0.0,,20.0,17.0,12.6,,,,,,35.5,,,,18.2,17.0,-18.0,,-18.4,,-24.0,-37.0,,,,,-24.4,,-4.4,,,-26.0,-16.2,-27.1,,,-35.0,-26.3,-37.0,,-17.0,-20.0,-24.4,,,,,,-1.5,,,,-18.8,-20.0,,False,,False,False,,,,,False,,True,,,False,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
30059,2,1.0,,0.7,,1.0,0.0,,,,,1.6,,5.9,,,4.0,1.6,0.3,,,2.0,1.1,0.0,,1.0,2.0,5.1,,,,,,15.8,,,,1.1,7.0,-1.0,,-1.3,,-1.0,-2.0,,,,,-0.4,,3.9,,,2.0,-0.4,-1.7,,,0.0,-0.9,-2.0,,-1.0,0.0,3.1,,,,,,13.8,,,,-0.9,5.0,,False,,False,False,,,,,True,,False,,,False,True,False,,,True,True,False,,False,True,False,,,,,,False,,,,True,False
30061,19,14.0,,14.2,,13.0,0.0,,,,,7.6,,2.5,,,13.0,17.4,11.3,,,14.0,12.9,0.0,,18.0,13.0,9.1,,,,,,30.2,,,,21.9,,-5.0,,-4.8,,-6.0,-19.0,,,,,-11.4,,-16.5,,,-6.0,-1.6,-7.7,,,-5.0,-6.1,-19.0,,-1.0,-6.0,-9.9,,,,,,11.2,,,,2.9,,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,False,,,,True,
30063,396,207.0,,206.7,,188.0,182.0,,,,,167.8,,267.3,,,281.0,212.8,170.9,239.0,,125.0,158.4,0.0,,237.0,199.0,286.4,,,,,189.3,245.7,,,,194.2,152.0,-189.0,,-189.3,,-208.0,-214.0,,,,,-228.2,,-128.7,,,-115.0,-183.2,-225.1,-157.0,,-271.0,-237.6,-396.0,,-159.0,-197.0,-109.6,,,,,-206.7,-150.3,,,,-201.8,-244.0,,False,,False,False,,,,,False,,True,,,True,True,False,True,,False,False,False,,True,False,True,,,,,False,True,,,,False,False
30065,10,0.0,,0.0,,1.0,0.0,,,,,4.3,,3.1,,,11.0,0.1,2.3,,,9.0,0.4,0.0,,1.0,3.0,18.3,,,,,,18.0,,,,1.9,3.0,-10.0,,-10.0,,-9.0,-10.0,,,,,-5.7,,-6.9,,,1.0,-9.9,-7.7,,,-1.0,-9.6,-10.0,,-9.0,-7.0,8.3,,,,,,8.0,,,,-8.1,-7.0,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,True,False,,True,True,True,,,,,,True,,,,True,True
30067,50,26.0,,26.7,,26.0,32.0,,,,,21.7,,7.3,,,22.0,29.7,21.1,,,13.0,19.2,0.0,,24.0,26.0,40.0,,,,,,53.4,,,,32.7,26.0,-24.0,,-23.3,,-24.0,-18.0,,,,,-28.3,,-42.7,,,-28.0,-20.3,-28.9,,,-37.0,-30.8,-50.0,,-26.0,-24.0,-10.0,,,,,,3.4,,,,-17.3,-24.0,,True,,False,True,,,,,False,,False,,,False,True,False,,,False,False,False,,False,False,True,,,,,,True,,,,True,False
30069,1,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.2,,,0.0,0.0,0.2,,,0.0,0.0,,,0.0,0.0,,,,,,,13.4,,,,0.6,,-1.0,,-1.0,,-1.0,-1.0,,,,,-1.0,,-0.8,,,-1.0,-1.0,-0.8,,,-1.0,-1.0,,,-1.0,-1.0,,,,,,,12.4,,,,-0.4,,,False,,False,False,,,,,True,,True,,,False,True,True,,,False,False,,,False,False,,,,,,,False,,,,True,
30071,13,12.0,,12.1,,11.0,,,,,,13.2,,21.5,,,6.0,6.7,9.0,,,4.0,9.9,0.0,,15.0,12.0,20.7,,,,,,31.0,,,,15.3,,-1.0,,-0.9,,-2.0,,,,,,0.2,,8.5,,,-7.0,-6.3,-4.0,,,-9.0,-3.1,-13.0,,2.0,-1.0,7.7,,,,,,18.0,,,,2.3,,,True,,False,,,,,,True,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,
30073,11,3.0,,2.8,,3.0,1.0,,,,,7.6,,4.4,,,21.0,3.4,6.5,,,0.0,3.6,0.0,,,8.0,15.4,,,,,,34.8,,,,7.0,6.0,-8.0,,-8.2,,-8.0,-10.0,,,,,-3.4,,-6.6,,,10.0,-7.6,-4.5,,,-11.0,-7.4,-11.0,,,-3.0,4.4,,,,,,23.8,,,,-4.0,-5.0,,False,,False,False,,,,,True,,True,,,False,True,True,,,False,True,False,,,True,True,,,,,,False,,,,True,True
30075,2,1.0,,0.7,,1.0,0.0,,,,,2.0,,1.2,,,6.0,0.8,2.0,,,2.0,1.1,0.0,,,2.0,5.5,,,,,,19.0,,,,2.6,,-1.0,,-1.3,,-1.0,-2.0,,,,,0.0,,-0.8,,,4.0,-1.2,0.0,,,0.0,-0.9,-2.0,,,0.0,3.5,,,,,,17.0,,,,0.6,,,False,,False,False,,,,,True,,True,,,False,False,True,,,True,True,False,,,True,False,,,,,,False,,,,True,
30077,24,12.0,,10.9,,11.0,0.0,,,,,11.0,,33.3,,,17.0,9.1,6.0,,,15.0,5.9,0.0,,8.0,12.0,30.5,,,,,,32.6,,,,0.0,,-12.0,,-13.1,,-13.0,-24.0,,,,,-13.0,,9.3,,,-7.0,-14.9,-18.0,,,-9.0,-18.1,-24.0,,-16.0,-12.0,6.5,,,,,,8.6,,,,-24.0,,,False,,False,False,,,,,False,,True,,,True,False,False,,,True,False,False,,False,False,True,,,,,,True,,,,False,
30079,3,0.0,,0.0,,0.0,0.0,,,,,2.0,,1.0,,,3.0,0.0,0.5,,,2.0,0.3,0.0,,0.0,1.0,6.0,,,,,,14.4,,,,0.5,,-3.0,,-3.0,,-3.0,-3.0,,,,,-1.0,,-2.0,,,0.0,-3.0,-2.5,,,-1.0,-2.7,-3.0,,-3.0,-2.0,3.0,,,,,,11.4,,,,-2.5,,,False,,False,False,,,,,True,,True,,,True,True,True,,,True,True,False,,False,True,False,,,,,,False,,,,True,
30081,133,76.0,,77.8,,68.0,73.0,,,,,53.8,,35.4,,,89.0,70.6,63.1,66.0,,5.0,50.4,0.0,,84.0,66.0,111.5,,,,,,82.7,,,,129.4,82.0,-57.0,,-55.2,,-65.0,-60.0,,,,,-79.2,,-97.6,,,-44.0,-62.4,-69.9,-67.0,,-128.0,-82.6,-133.0,,-49.0,-67.0,-21.5,,,,,,-50.3,,,,-3.6,-51.0,,True,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,False,,True,False,True,,,,,,True,,,,True,True
30083,32,25.0,,26.7,,23.0,26.0,,,,,24.4,,66.2,,,25.0,14.9,20.4,,,8.0,20.9,0.0,,39.0,23.0,32.7,,,,,,52.2,,,,18.0,77.0,-7.0,,-5.3,,-9.0,-6.0,,,,,-7.6,,34.2,,,-7.0,-17.1,-11.6,,,-24.0,-11.1,-32.0,,7.0,-9.0,0.7,,,,,,20.2,,,,-14.0,45.0,,True,,False,True,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,True,,,,,,False,,,,False,False
30085,12,12.0,,13.6,,14.0,13.0,,,,,27.1,,38.8,,,20.0,5.6,20.0,,,5.0,14.9,0.0,,6.0,16.0,64.0,,,,,,34.3,,,,24.1,36.0,0.0,,1.6,,2.0,1.0,,,,,15.1,,26.8,,,8.0,-6.4,8.0,,,-7.0,2.9,-12.0,,-6.0,4.0,52.0,,,,,,22.3,,,,12.1,24.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
30087,35,8.0,,7.5,,12.0,12.0,,,,,26.9,,14.4,,,18.0,12.5,16.0,,,6.0,13.2,0.0,,7.0,13.0,60.5,,,,,,29.1,,,,22.2,,-27.0,,-27.5,,-23.0,-23.0,,,,,-8.1,,-20.6,,,-17.0,-22.5,-19.0,,,-29.0,-21.8,-35.0,,-28.0,-22.0,25.5,,,,,,-5.9,,,,-12.8,,,False,,True,True,,,,,True,,True,,,True,True,True,,,False,True,False,,False,True,True,,,,,,True,,,,True,
