,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01049,2070,2135.0,2177.0,,,,,1790.0,,1291.5,973.6,,1933.0,,,933.7,,,65.0,107.0,,,,,-280.0,,-778.5,-1096.4,,-137.0,,,-1136.3,,,False,,,,,False,,False,False,,False,,,False,,
01051,2888,1890.0,1997.0,,,,,1102.0,,1963.2,919.2,,1889.0,,,1584.1,,,-998.0,-891.0,,,,,-1786.0,,-924.8,-1968.8,,-999.0,,,-1303.9,,,True,,,,,False,,True,False,,False,,,False,,
01053,857,565.0,75.0,,,,,621.0,,774.3,240.8,,302.0,,,,,,-292.0,-782.0,,,,,-236.0,,-82.7,-616.2,,-555.0,,,,,,False,,,,,True,,True,False,,False,,,,,
01055,3890,4460.0,4422.0,,,,,2406.0,,5044.9,1999.7,,5306.0,,,3766.4,,,570.0,532.0,,,,,-1484.0,,1154.9,-1890.3,,1416.0,,,-123.6,,,True,,,,,False,,False,False,,False,,,True,,
01057,516,645.0,338.0,,,,,383.0,,681.4,281.5,,749.0,,,,,,129.0,-178.0,,,,,-133.0,,165.4,-234.5,,233.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01059,829,795.0,216.0,,,,,954.0,,827.5,360.7,,798.0,,,601.2,,,-34.0,-613.0,,,,,125.0,,-1.5,-468.3,,-31.0,,,-227.8,,,False,,,,,False,,True,False,,True,,,False,,
01061,577,420.0,255.0,,,,,411.0,,276.3,195.0,,387.0,,,,,,-157.0,-322.0,,,,,-166.0,,-300.7,-382.0,,-190.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01063,260,200.0,0.0,,,,,111.0,,223.0,54.5,,321.0,,,,,,-60.0,-260.0,,,,,-149.0,,-37.0,-205.5,,61.0,,,,,,False,,,,,False,,True,False,,False,,,,,
01065,637,270.0,35.0,,,,,253.0,,280.3,175.8,,211.5,,,,,,-367.0,-602.0,,,,,-384.0,,-356.7,-461.2,,-425.5,,,,,,False,,,,,False,,True,False,,False,,,,,
01067,503,335.0,25.0,,,,,227.0,,455.1,117.7,,197.0,,,,,,-168.0,-478.0,,,,,-276.0,,-47.9,-385.3,,-306.0,,,,,,False,,,,,False,,True,False,,False,,,,,
01069,2462,1970.0,2308.0,,,,,1394.0,,1803.3,875.7,,2155.5,,,1424.3,,,-492.0,-154.0,,,,,-1068.0,,-658.7,-1586.3,,-306.5,,,-1037.7,,,True,,,,,False,,False,False,,True,,,False,,
01071,1728,3175.0,1155.0,,,,,1353.0,,7340.3,1102.1,,5689.0,,,1912.0,,,1447.0,-573.0,,,,,-375.0,,5612.3,-625.9,,3961.0,,,184.0,,,True,,,,,True,,False,True,,False,,,True,,
01073,22392,18440.0,38547.0,,,,,12383.0,,17837.5,10621.7,,20775.0,,,20978.4,27574.0,,-3952.0,16155.0,,,,,-10009.0,,-4554.5,-11770.3,,-1617.0,,,-1413.6,5182.0,,False,,,,,False,,False,False,,True,,,True,False,
01075,388,325.0,208.0,,,,,297.0,,829.5,110.4,,496.0,,,,,,-63.0,-180.0,,,,,-91.0,,441.5,-277.6,,108.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01077,2565,2575.0,2729.0,,,,,2691.0,,1926.9,1291.2,,2315.0,,,1396.9,,,10.0,164.0,,,,,126.0,,-638.1,-1273.8,,-250.0,,,-1168.1,,,False,,,,,False,,False,False,,False,,,False,,
01079,894,710.0,626.0,,,,,859.0,,502.9,342.5,,598.0,,,,,,-184.0,-268.0,,,,,-35.0,,-391.1,-551.5,,-296.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01081,3367,1870.0,2908.0,,,,,1944.0,,1359.3,1089.2,,2172.0,,,1273.4,2801.0,,-1497.0,-459.0,,,,,-1423.0,,-2007.7,-2277.8,,-1195.0,,,-2093.6,-566.0,,True,,,,,True,,False,False,,True,,,False,True,
01083,2851,2230.0,2004.0,,,,,2191.0,,1873.2,1224.3,,2280.5,,,1788.4,,,-621.0,-847.0,,,,,-660.0,,-977.8,-1626.7,,-570.5,,,-1062.6,,,False,,,,,False,,False,False,,True,,,False,,
01085,214,170.0,0.0,,,,,93.0,,275.8,64.2,,175.0,,,,,,-44.0,-214.0,,,,,-121.0,,61.8,-149.8,,-39.0,,,,,,False,,,,,False,,False,False,,True,,,,,
01087,304,205.0,280.0,,,,,173.0,,157.2,126.9,,158.0,,,,,,-99.0,-24.0,,,,,-131.0,,-146.8,-177.1,,-146.0,,,,,,True,,,,,False,,False,False,,False,,,,,
01089,10365,8155.0,13487.0,,,,,7026.0,,8382.9,4469.9,,10159.0,,,9433.9,10602.0,,-2210.0,3122.0,,,,,-3339.0,,-1982.1,-5895.1,,-206.0,,,-931.1,237.0,,False,,,,,False,,True,False,,True,,,True,True,
01091,642,385.0,0.0,,,,,325.0,,585.8,148.3,,557.0,,,,,,-257.0,-642.0,,,,,-317.0,,-56.2,-493.7,,-85.0,,,,,,False,,,,,False,,True,False,,True,,,,,
01093,774,640.0,532.0,,,,,702.0,,808.0,259.7,,756.5,,,,,,-134.0,-242.0,,,,,-72.0,,34.0,-514.3,,-17.5,,,,,,False,,,,,True,,True,False,,True,,,,,
01095,2756,3955.0,3654.0,,,,,2398.0,,4019.6,2109.9,,4032.5,,,1913.0,,,1199.0,898.0,,,,,-358.0,,1263.6,-646.1,,1276.5,,,-843.0,,,True,,,,,True,,False,True,,False,,,True,,
01097,7502,4525.0,5433.0,,,,,5224.0,,3698.3,3482.3,,5432.5,,,4400.1,6176.0,,-2977.0,-2069.0,,,,,-2278.0,,-3803.7,-4019.7,,-2069.5,,,-3101.9,-1326.0,,True,,,,,True,,False,False,,True,,,False,True,
01099,523,330.0,468.0,,,,,312.0,,571.7,135.0,,78.0,,,,,,-193.0,-55.0,,,,,-211.0,,48.7,-388.0,,-445.0,,,,,,True,,,,,False,,True,False,,False,,,,,
01101,4997,2885.0,3821.0,,,,,2743.0,,2155.8,1627.8,,2842.5,,,2400.2,4289.0,,-2112.0,-1176.0,,,,,-2254.0,,-2841.2,-3369.2,,-2154.5,,,-2596.8,-708.0,,True,,,,,False,,False,False,,False,,,False,True,
01103,4122,4430.0,4003.0,,,,,3044.0,,4351.5,1930.5,,4500.5,,,4581.6,,,308.0,-119.0,,,,,-1078.0,,229.5,-2191.5,,378.5,,,459.6,,,True,,,,,False,,True,False,,False,,,False,,
01105,219,90.0,0.0,,,,,129.0,,61.8,46.1,,59.0,,,,,,-129.0,-219.0,,,,,-90.0,,-157.2,-172.9,,-160.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01107,571,355.0,267.0,,,,,351.0,,346.5,215.2,,389.0,,,,,,-216.0,-304.0,,,,,-220.0,,-224.5,-355.8,,-182.0,,,,,,False,,,,,False,,False,False,,True,,,,,
01109,668,370.0,266.0,,,,,417.0,,264.9,206.6,,281.0,,,,,,-298.0,-402.0,,,,,-251.0,,-403.1,-461.4,,-387.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01111,251,270.0,173.0,,,,,373.0,,202.1,155.4,,267.0,,,,,,19.0,-78.0,,,,,122.0,,-48.9,-95.6,,16.0,,,,,,False,,,,,False,,False,False,,True,,,,,
01113,706,655.0,1056.0,,,,,755.0,,1084.6,434.1,,784.5,,,481.3,,,-51.0,350.0,,,,,49.0,,378.6,-271.9,,78.5,,,-224.7,,,False,,,,,True,,False,False,,False,,,False,,
01115,2434,2690.0,4344.0,,,,,1532.0,,5090.3,1004.5,,2925.0,,,1932.0,,,256.0,1910.0,,,,,-902.0,,2656.3,-1429.5,,491.0,,,-502.0,,,False,,,,,False,,False,False,,False,,,False,,
01117,5999,5675.0,9342.0,,,,,3437.0,,5260.2,2942.3,,5899.0,,,5416.7,7493.0,,-324.0,3343.0,,,,,-2562.0,,-738.8,-3056.7,,-100.0,,,-582.3,1494.0,,False,,,,,False,,False,False,,True,,,False,False,
01119,276,155.0,95.0,,,,,161.0,,74.0,74.4,,112.0,,,,,,-121.0,-181.0,,,,,-115.0,,-202.0,-201.6,,-164.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01121,1855,1985.0,649.0,,,,,1455.0,,3106.5,798.1,,1854.0,,,1699.2,,,130.0,-1206.0,,,,,-400.0,,1251.5,-1056.9,,-1.0,,,-155.8,,,False,,,,,False,,False,False,,True,,,False,,
01123,612,825.0,156.0,,,,,534.0,,927.0,355.9,,337.0,,,,,,213.0,-456.0,,,,,-78.0,,315.0,-256.1,,-275.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01125,5997,5080.0,6367.0,,,,,4063.0,,4919.5,2254.4,,6266.0,,,3287.2,12649.0,,-917.0,370.0,,,,,-1934.0,,-1077.5,-3742.6,,269.0,,,-2709.8,6652.0,,True,,,,,False,,False,False,,True,,,False,False,
01127,1764,1465.0,948.0,,,,,1618.0,,1617.4,627.3,,1479.0,,,924.4,,,-299.0,-816.0,,,,,-146.0,,-146.6,-1136.7,,-285.0,,,-839.6,,,False,,,,,True,,True,False,,True,,,False,,
01129,368,160.0,2.0,,,,,338.0,,74.4,91.4,,124.0,,,,,,-208.0,-366.0,,,,,-30.0,,-293.6,-276.6,,-244.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01131,302,135.0,0.0,,,,,105.0,,122.2,62.9,,101.0,,,,,,-167.0,-302.0,,,,,-197.0,,-179.8,-239.1,,-201.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01133,706,710.0,367.0,,,,,686.0,,914.3,326.5,,743.0,,,,,,4.0,-339.0,,,,,-20.0,,208.3,-379.5,,37.0,,,,,,False,,,,,False,,False,False,,False,,,,,
02013,2,40.0,0.0,,,,,,,270.5,28.1,,24.0,,,,,,38.0,-2.0,,,,,,,268.5,26.1,,22.0,,,,,,True,,,,,,,False,True,,True,,,,,
02016,112,20.0,0.0,,,,,,,56.0,11.3,,17.0,,,,,,-92.0,-112.0,,,,,,,-56.0,-100.7,,-95.0,,,,,,False,,,,,,,True,False,,False,,,,,
02020,5804,8800.0,7716.0,,,,,,,3500.0,5310.7,,8498.0,,,8821.0,8013.0,,2996.0,1912.0,,,,,,,-2304.0,-493.3,,2694.0,,,3017.0,2209.0,,True,,,,,,,True,True,,True,,,False,True,
02050,1102,1265.0,0.0,,,,,,,751.0,466.2,,655.5,,,,,,163.0,-1102.0,,,,,,,-351.0,-635.8,,-446.5,,,,,,False,,,,,,,False,False,,False,,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,True,,,,,,,True,True,,,,,,,
02068,14,20.0,0.0,,,,,,,36.2,10.3,,16.0,,,,,,6.0,-14.0,,,,,,,22.2,-3.7,,2.0,,,,,,False,,,,,,,False,True,,True,,,,,
02070,43,35.0,0.0,,,,,,,7.2,39.8,,5.0,,,,,,-8.0,-43.0,,,,,,,-35.8,-3.2,,-38.0,,,,,,False,,,,,,,False,True,,False,,,,,
02090,1612,1645.0,1151.0,,,,,,,455.8,981.2,,795.0,,,1202.7,,,33.0,-461.0,,,,,,,-1156.2,-630.8,,-817.0,,,-409.3,,,False,,,,,,,False,False,,False,,,False,,
02100,6,5.0,0.0,,,,,,,5.7,1.6,,5.0,,,,,,-1.0,-6.0,,,,,,,-0.3,-4.4,,-1.0,,,,,,False,,,,,,,True,False,,False,,,,,
02105,0,0.0,0.0,,,,,,,0.0,5.4,,,,,,,,0.0,0.0,,,,,,,0.0,5.4,,,,,,,,True,,,,,,,True,False,,,,,,,
02110,166,315.0,195.0,,,,,,,138.8,128.7,,127.0,,,,,,149.0,29.0,,,,,,,-27.2,-37.3,,-39.0,,,,,,True,,,,,,,True,True,,True,,,,,
02122,805,2040.0,2650.0,,,,,,,1505.5,1152.3,,2028.5,,,734.7,,,1235.0,1845.0,,,,,,,700.5,347.3,,1223.5,,,-70.3,,,False,,,,,,,True,True,,True,,,True,,
02130,45,85.0,2.0,,,,,,,11.1,27.7,,165.0,,,,,,40.0,-43.0,,,,,,,-33.9,-17.3,,120.0,,,,,,False,,,,,,,True,True,,False,,,,,
02150,530,820.0,0.0,,,,,,,3086.0,267.3,,2131.0,,,,,,290.0,-530.0,,,,,,,2556.0,-262.7,,1601.0,,,,,,False,,,,,,,False,True,,False,,,,,
02158,465,225.0,0.0,,,,,,,55.6,,,136.0,,,,,,-240.0,-465.0,,,,,,,-409.4,,,-329.0,,,,,,False,,,,,,,False,,,False,,,,,
02164,18,20.0,0.0,,,,,,,2.5,6.1,,7.0,,,,,,2.0,-18.0,,,,,,,-15.5,-11.9,,-11.0,,,,,,False,,,,,,,False,False,,False,,,,,
02170,2134,7335.0,7586.0,,,,,,,40614.9,3228.9,,17462.5,,,4214.9,,,5201.0,5452.0,,,,,,,38480.9,1094.9,,15328.5,,,2080.9,,,False,,,,,,,False,True,,False,,,True,,
02180,38,105.0,0.0,,,,,,,281.7,76.6,,112.0,,,,,,67.0,-38.0,,,,,,,243.7,38.6,,74.0,,,,,,True,,,,,,,False,True,,False,,,,,
02185,314,465.0,0.0,,,,,,,823.3,147.2,,1227.0,,,,,,151.0,-314.0,,,,,,,509.3,-166.8,,913.0,,,,,,False,,,,,,,False,False,,False,,,,,
02188,109,75.0,0.0,,,,,,,37.9,56.2,,36.0,,,,,,-34.0,-109.0,,,,,,,-71.1,-52.8,,-73.0,,,,,,False,,,,,,,False,False,,False,,,,,
02195,13,10.0,0.0,,,,,,,13.2,0.1,,5.0,,,,,,-3.0,-13.0,,,,,,,0.2,-12.9,,-8.0,,,,,,False,,,,,,,True,False,,False,,,,,
02198,17,40.0,,,,,,,,59.1,21.0,,24.0,,,,,,23.0,,,,,,,,42.1,4.0,,7.0,,,,,,,,,,,,,False,True,,True,,,,,
02220,55,200.0,0.0,,,,,,,218.8,78.7,,175.0,,,,,,145.0,-55.0,,,,,,,163.8,23.7,,120.0,,,,,,True,,,,,,,False,True,,True,,,,,
02230,6,10.0,0.0,,,,,,,61.1,9.4,,5.0,,,,,,4.0,-6.0,,,,,,,55.1,3.4,,-1.0,,,,,,False,,,,,,,False,True,,True,,,,,
02240,89,235.0,0.0,,,,,,,162.2,70.6,,136.0,,,,,,146.0,-89.0,,,,,,,73.2,-18.4,,47.0,,,,,,True,,,,,,,True,True,,True,,,,,
02261,100,130.0,,,,,,,,77.2,66.5,,140.0,,,,,,30.0,,,,,,,,-22.8,-33.5,,40.0,,,,,,,,,,,,,True,False,,False,,,,,
02275,5,10.0,0.0,,,,,,,20.7,0.1,,0.0,,,,,,5.0,-5.0,,,,,,,15.7,-4.9,,-5.0,,,,,,False,,,,,,,False,True,,False,,,,,
02282,11,10.0,0.0,,,,,,,3.6,0.0,,14.0,,,,,,-1.0,-11.0,,,,,,,-7.4,-11.0,,3.0,,,,,,False,,,,,,,False,False,,False,,,,,
02290,55,55.0,,,,,,,,97.4,20.5,,25.0,,,,,,0.0,,,,,,,,42.4,-34.5,,-30.0,,,,,,,,,,,,,False,False,,False,,,,,
04001,2378,2380.0,2013.0,,,,,2450.0,,1948.8,2028.8,,2407.0,,,1828.3,,,2.0,-365.0,,,,,72.0,,-429.2,-349.2,,29.0,,,-549.7,,,False,,,,,False,,False,False,,False,,,False,,
04003,4485,3280.0,3698.0,,,,,1509.0,,5026.4,2717.8,,4269.0,,,2682.8,,,-1205.0,-787.0,,,,,-2976.0,,541.4,-1767.2,,-216.0,,,-1802.2,,,True,,,,,False,,True,False,,True,,,False,,
04005,4524,3200.0,2474.0,,,,,2573.0,,1903.4,2639.6,,4337.0,,,2199.5,5342.0,,-1324.0,-2050.0,,,,,-1951.0,,-2620.6,-1884.4,,-187.0,,,-2324.5,818.0,,False,,,,,False,,False,False,,True,,,False,True,
04007,1744,1745.0,1523.0,,,,,1066.0,,2307.3,1003.3,,1483.5,,,1425.6,,,1.0,-221.0,,,,,-678.0,,563.3,-740.7,,-260.5,,,-318.4,,,False,,,,,False,,False,False,,False,,,False,,
04009,1672,910.0,1013.0,,,,,730.0,,604.0,743.2,,774.0,,,432.7,,,-762.0,-659.0,,,,,-942.0,,-1068.0,-928.8,,-898.0,,,-1239.3,,,True,,,,,False,,False,False,,False,,,False,,
04011,173,340.0,0.0,,,,,156.0,,841.9,93.8,,634.0,,,,,,167.0,-173.0,,,,,-17.0,,668.9,-79.2,,461.0,,,,,,False,,,,,True,,False,True,,False,,,,,
04012,852,705.0,1099.0,,,,,466.0,,1145.9,322.0,,686.5,,,,,,-147.0,247.0,,,,,-386.0,,293.9,-530.0,,-165.5,,,,,,False,,,,,False,,False,False,,False,,,,,
04013,148958,110595.0,133738.0,,,,,85462.0,,221644.5,98844.2,,119530.0,,,120570.4,210567.0,,-38363.0,-15220.0,,,,,-63496.0,,72686.5,-50113.8,,-29428.0,,,-28387.6,61609.0,,True,,,,,False,,False,False,,True,,,True,False,
04015,7913,4790.0,5033.0,,,,,3731.0,,8844.7,4630.5,,6774.5,,,3705.9,8539.0,,-3123.0,-2880.0,,,,,-4182.0,,931.7,-3282.5,,-1138.5,,,-4207.1,626.0,,True,,,,,False,,True,False,,True,,,False,True,
04017,3663,3360.0,688.0,,,,,3276.0,,2923.6,2683.7,,3781.5,,,3533.9,,,-303.0,-2975.0,,,,,-387.0,,-739.4,-979.3,,118.5,,,-129.1,,,False,,,,,False,,False,False,,True,,,True,,
04019,36712,23160.0,30760.0,,,,,16466.0,,25014.3,22198.6,,33049.5,,,15991.0,72004.0,,-13552.0,-5952.0,,,,,-20246.0,,-11697.7,-14513.4,,-3662.5,,,-20721.0,35292.0,,True,,,,,False,,True,False,,True,,,False,False,
04021,14524,10620.0,9778.0,,,,,7975.0,,11968.9,9703.7,,13995.0,,,8440.3,15239.0,,-3904.0,-4746.0,,,,,-6549.0,,-2555.1,-4820.3,,-529.0,,,-6083.7,715.0,,False,,,,,False,,True,False,,True,,,False,True,
04023,2298,2225.0,0.0,,,,,794.0,,3032.4,1526.4,,2620.5,,,1319.8,,,-73.0,-2298.0,,,,,-1504.0,,734.4,-771.6,,322.5,,,-978.2,,,False,,,,,False,,False,False,,False,,,False,,
04025,6937,5875.0,5499.0,,,,,4503.0,,13530.0,5192.1,,7075.0,,,3725.3,8285.0,,-1062.0,-1438.0,,,,,-2434.0,,6593.0,-1744.9,,138.0,,,-3211.7,1348.0,,False,,,,,False,,False,False,,True,,,False,False,
04027,11919,7445.0,2202.0,,,,,2701.0,,6737.0,6256.2,,10221.5,,,3339.2,13116.0,,-4474.0,-9717.0,,,,,-9218.0,,-5182.0,-5662.8,,-1697.5,,,-8579.8,1197.0,,False,,,,,False,,False,False,,True,,,False,True,
05001,428,360.0,194.0,,,,,345.0,,186.2,172.6,,345.0,,,,,,-68.0,-234.0,,,,,-83.0,,-241.8,-255.4,,-83.0,,,,,,False,,,,,False,,False,False,,False,,,,,
05003,452,465.0,644.0,,,,,384.0,,592.2,224.9,,559.0,,,,,,13.0,192.0,,,,,-68.0,,140.2,-227.1,,107.0,,,,,,False,,,,,False,,False,False,,False,,,,,
05005,794,775.0,432.0,,,,,559.0,,323.3,363.0,,525.0,,,,,,-19.0,-362.0,,,,,-235.0,,-470.7,-431.0,,-269.0,,,,,,False,,,,,False,,False,False,,False,,,,,
05007,7367,6160.0,9730.0,,,,,4321.0,,6071.8,5450.6,,5849.0,,,7380.2,8620.0,,-1207.0,2363.0,,,,,-3046.0,,-1295.2,-1916.4,,-1518.0,,,13.2,1253.0,,False,,,,,False,,False,False,,False,,,True,False,
05009,831,1185.0,940.0,,,,,557.0,,807.5,644.3,,1182.0,,,,,,354.0,109.0,,,,,-274.0,,-23.5,-186.7,,351.0,,,,,,True,,,,,True,,True,True,,True,,,,,
05011,498,445.0,10.0,,,,,167.0,,1789.8,115.4,,388.0,,,,,,-53.0,-488.0,,,,,-331.0,,1291.8,-382.6,,-110.0,,,,,,False,,,,,False,,False,False,,False,,,,,
