,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01049,2775,2814.0,,,,1885.0,,3847.8,3902.0,,1302.6,,,39.0,,,,-890.0,,1072.8,1127.0,,-1472.4,,,,,,False,,False,False,,False,,
01051,3449,1827.0,,,,1302.0,,4811.2,2760.0,,1179.3,,,-1622.0,,,,-2147.0,,1362.2,-689.0,,-2269.7,,,,,,False,,True,True,,False,,
01053,1013,497.0,,,,759.0,,548.8,1174.0,,190.8,,,-516.0,,,,-254.0,,-464.2,161.0,,-822.2,,,,,,True,,True,True,,False,,
01055,5258,3570.0,,,,2590.0,,7879.7,4912.0,,1267.5,,,-1688.0,,,,-2668.0,,2621.7,-346.0,,-3990.5,,,,,,False,,False,True,,False,,
01057,743,637.0,,,,470.0,,531.8,791.0,,,,,-106.0,,,,-273.0,,-211.2,48.0,,,,,,,,False,,False,True,,,,
01059,1094,700.0,,,,1151.0,,183.7,1230.0,,355.4,,,-394.0,,,,57.0,,-910.3,136.0,,-738.6,,,,,,True,,False,True,,False,,
01061,727,497.0,,,,561.0,,434.6,942.0,,313.4,,,-230.0,,,,-166.0,,-292.4,215.0,,-413.6,,,,,,True,,False,True,,False,,
01063,330,154.0,,,,105.0,,865.4,200.0,,,,,-176.0,,,,-225.0,,535.4,-130.0,,,,,,,,False,,False,True,,,,
01065,751,294.0,,,,265.0,,645.4,343.0,,,,,-457.0,,,,-486.0,,-105.6,-408.0,,,,,,,,False,,True,True,,,,
01067,588,182.0,,,,296.0,,26.0,531.0,,,,,-406.0,,,,-292.0,,-562.0,-57.0,,,,,,,,True,,False,True,,,,
01069,3117,1974.0,,,,1857.0,,2096.1,3869.0,,1124.1,,,-1143.0,,,,-1260.0,,-1020.9,752.0,,-1992.9,,,,,,False,,True,True,,False,,
01071,2682,1379.0,,,,1551.0,,1052.8,2383.0,,498.9,,,-1303.0,,,,-1131.0,,-1629.2,-299.0,,-2183.1,,,,,,True,,False,True,,False,,
01073,28367,17136.0,,,,11464.0,,34326.3,22203.0,,6281.3,,,-11231.0,,,,-16903.0,,5959.3,-6164.0,,-22085.7,,,,,,False,,True,True,,False,,
01075,523,196.0,,,,380.0,,53.0,414.0,,,,,-327.0,,,,-143.0,,-470.0,-109.0,,,,,,,,True,,False,True,,,,
01077,3446,3171.0,,,,3111.0,,3954.5,4867.0,,1324.3,,,-275.0,,,,-335.0,,508.5,1421.0,,-2121.7,,,,,,False,,False,False,,False,,
01079,1114,910.0,,,,1116.0,,1845.4,1422.0,,403.7,,,-204.0,,,,2.0,,731.4,308.0,,-710.3,,,,,,True,,False,False,,False,,
01081,4020,2079.0,,,,2483.0,,7197.0,4669.0,,754.5,,,-1941.0,,,,-1537.0,,3177.0,649.0,,-3265.5,,,,,,True,,False,True,,False,,
01083,3578,2485.0,,,,2402.0,,1840.8,3766.0,,961.4,,,-1093.0,,,,-1176.0,,-1737.2,188.0,,-2616.6,,,,,,False,,False,True,,False,,
01085,265,168.0,,,,107.0,,136.8,258.0,,,,,-97.0,,,,-158.0,,-128.2,-7.0,,,,,,,,False,,False,True,,,,
01087,394,273.0,,,,206.0,,199.5,478.0,,,,,-121.0,,,,-188.0,,-194.5,84.0,,,,,,,,False,,False,True,,,,
01089,13127,6559.0,,,,6615.0,,24884.4,10241.0,,2136.2,,,-6568.0,,,,-6512.0,,11757.4,-2886.0,,-10990.8,,,,,,True,,False,True,,False,,
01091,773,217.0,,,,366.0,,92.1,566.0,,194.1,,,-556.0,,,,-407.0,,-680.9,-207.0,,-578.9,,,,,,True,,False,True,,False,,
01093,974,469.0,,,,895.0,,313.8,912.0,,236.7,,,-505.0,,,,-79.0,,-660.2,-62.0,,-737.3,,,,,,True,,False,True,,False,,
01095,4109,3269.0,,,,2568.0,,9020.2,4567.0,,1115.2,,,-840.0,,,,-1541.0,,4911.2,458.0,,-2993.8,,,,,,False,,False,True,,False,,
01097,9077,5208.0,,,,6338.0,,5307.4,11019.0,,1970.7,,,-3869.0,,,,-2739.0,,-3769.6,1942.0,,-7106.3,,,,,,True,,True,True,,False,,
01099,613,301.0,,,,347.0,,303.8,628.0,,,,,-312.0,,,,-266.0,,-309.2,15.0,,,,,,,,True,,True,True,,,,
01101,5964,2968.0,,,,3273.0,,2558.7,5395.0,,2165.8,,,-2996.0,,,,-2691.0,,-3405.3,-569.0,,-3798.2,,,,,,True,,False,True,,False,,
01103,5603,4886.0,,,,3212.0,,7525.6,6477.0,,1754.6,,,-717.0,,,,-2391.0,,1922.6,874.0,,-3848.4,,,,,,False,,False,False,,False,,
01105,259,189.0,,,,127.0,,61.6,312.0,,,,,-70.0,,,,-132.0,,-197.4,53.0,,,,,,,,False,,False,True,,,,
01107,744,462.0,,,,416.0,,142.1,599.0,,186.2,,,-282.0,,,,-328.0,,-601.9,-145.0,,-557.8,,,,,,False,,False,True,,False,,
01109,797,273.0,,,,569.0,,510.3,911.0,,189.4,,,-524.0,,,,-228.0,,-286.7,114.0,,-607.6,,,,,,True,,True,True,,False,,
01111,344,357.0,,,,462.0,,1698.0,753.0,,,,,13.0,,,,118.0,,1354.0,409.0,,,,,,,,False,,False,False,,,,
01113,898,700.0,,,,951.0,,11965.0,1364.0,,328.2,,,-198.0,,,,53.0,,11067.0,466.0,,-569.8,,,,,,True,,False,False,,False,,
01115,3237,1547.0,,,,1630.0,,770.8,2530.0,,595.3,,,-1690.0,,,,-1607.0,,-2466.2,-707.0,,-2641.7,,,,,,True,,False,True,,False,,
01117,7820,5012.0,,,,3553.0,,10771.0,7065.0,,1516.7,,,-2808.0,,,,-4267.0,,2951.0,-755.0,,-6303.3,,,,,,False,,False,True,,False,,
01119,336,175.0,,,,156.0,,398.1,356.0,,,,,-161.0,,,,-180.0,,62.1,20.0,,,,,,,,False,,True,True,,,,
01121,2448,1386.0,,,,1611.0,,3250.3,2930.0,,450.6,,,-1062.0,,,,-837.0,,802.3,482.0,,-1997.4,,,,,,True,,True,True,,False,,
01123,859,623.0,,,,667.0,,1294.4,1462.0,,163.2,,,-236.0,,,,-192.0,,435.4,603.0,,-695.8,,,,,,True,,False,False,,False,,
01125,7706,4410.0,,,,4399.0,,10014.8,6782.0,,3027.2,,,-3296.0,,,,-3307.0,,2308.8,-924.0,,-4678.8,,,,,,False,,True,True,,False,,
01127,2256,1260.0,,,,1765.0,,1707.0,2576.0,,571.3,,,-996.0,,,,-491.0,,-549.0,320.0,,-1684.7,,,,,,True,,True,True,,False,,
01129,417,189.0,,,,341.0,,58.7,447.0,,,,,-228.0,,,,-76.0,,-358.3,30.0,,,,,,,,True,,False,True,,,,
01131,343,112.0,,,,116.0,,50.4,281.0,,,,,-231.0,,,,-227.0,,-292.6,-62.0,,,,,,,,True,,False,True,,,,
01133,968,560.0,,,,800.0,,1506.4,911.0,,359.8,,,-408.0,,,,-168.0,,538.4,-57.0,,-608.2,,,,,,True,,False,True,,False,,
02013,23,7.0,,,,,,8.5,41.0,,,,,-16.0,,,,,,-14.5,18.0,,,,,,,,,,True,False,,,,
02016,118,7.0,,,,,,2.2,68.0,,,,,-111.0,,,,,,-115.8,-50.0,,,,,,,,,,False,True,,,,
02020,9598,16919.0,,,,,,35306.3,14054.0,,4479.8,,,7321.0,,,,,,25708.3,4456.0,,-5118.2,,,,,,,,False,True,,True,,
02050,1665,1666.0,,,,,,334.9,1554.0,,,,,1.0,,,,,,-1330.1,-111.0,,,,,,,,,,False,False,,,,
02060,0,0.0,,,,,,0.0,11.0,,,,,0.0,,,,,,0.0,11.0,,,,,,,,,,True,False,,,,
02068,21,14.0,,,,,,3.9,38.0,,,,,-7.0,,,,,,-17.1,17.0,,,,,,,,,,False,False,,,,
02070,57,98.0,,,,,,12.0,134.0,,,,,41.0,,,,,,-45.0,77.0,,,,,,,,,,False,False,,,,
02090,2197,2219.0,,,,,,2960.9,3887.0,,1153.8,,,22.0,,,,,,763.9,1690.0,,-1043.2,,,,,,,,False,False,,False,,
02100,7,0.0,,,,,,0.6,29.0,,,,,-7.0,,,,,,-6.4,22.0,,,,,,,,,,True,False,,,,
02105,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
02110,287,378.0,,,,,,421.9,536.0,,,,,91.0,,,,,,134.9,249.0,,,,,,,,,,False,False,,,,
02122,1656,2807.0,,,,,,2785.7,3190.0,,946.6,,,1151.0,,,,,,1129.7,1534.0,,-709.4,,,,,,,,True,False,,True,,
02130,73,140.0,,,,,,35.2,307.0,,,,,67.0,,,,,,-37.8,234.0,,,,,,,,,,True,False,,,,
02150,748,399.0,,,,,,1091.9,441.0,,,,,-349.0,,,,,,343.9,-307.0,,,,,,,,,,True,True,,,,
02158,543,203.0,,,,,,4.8,,,,,,-340.0,,,,,,-538.2,,,,,,,,,,,False,,,,,
02164,25,84.0,,,,,,255.0,86.0,,,,,59.0,,,,,,230.0,61.0,,,,,,,,,,False,False,,,,
02170,4320,1764.0,,,,,,364.9,2273.0,,2178.1,,,-2556.0,,,,,,-3955.1,-2047.0,,-2141.9,,,,,,,,False,True,,True,,
02180,101,140.0,,,,,,55.0,212.0,,,,,39.0,,,,,,-46.0,111.0,,,,,,,,,,False,False,,,,
02185,454,210.0,,,,,,32.1,205.0,,,,,-244.0,,,,,,-421.9,-249.0,,,,,,,,,,False,False,,,,
02188,143,224.0,,,,,,12.6,253.0,,,,,81.0,,,,,,-130.4,110.0,,,,,,,,,,False,False,,,,
02195,16,7.0,,,,,,26.3,43.0,,,,,-9.0,,,,,,10.3,27.0,,,,,,,,,,False,False,,,,
02198,30,14.0,,,,,,10.7,,,,,,-16.0,,,,,,-19.3,,,,,,,,,,,False,,,,,
02220,125,238.0,,,,,,535.6,281.0,,,,,113.0,,,,,,410.6,156.0,,,,,,,,,,False,False,,,,
02230,8,14.0,,,,,,0.0,,,,,,6.0,,,,,,-8.0,,,,,,,,,,,False,,,,,
02240,195,490.0,,,,,,1288.5,449.0,,,,,295.0,,,,,,1093.5,254.0,,,,,,,,,,False,True,,,,
02261,144,140.0,,,,,,62.4,216.0,,,,,-4.0,,,,,,-81.6,72.0,,,,,,,,,,False,False,,,,
02275,7,7.0,,,,,,1391.2,,,,,,0.0,,,,,,1384.2,,,,,,,,,,,False,,,,,
02282,17,21.0,,,,,,251.7,26.0,,,,,4.0,,,,,,234.7,9.0,,,,,,,,,,False,False,,,,
02290,87,112.0,,,,,,74.3,134.0,,,,,25.0,,,,,,-12.7,47.0,,,,,,,,,,True,False,,,,
04001,3315,3654.0,,,,2781.0,,12242.7,3029.0,,1322.6,,,339.0,,,,-534.0,,8927.7,-286.0,,-1992.4,,,,,,False,,False,True,,False,,
04003,5658,2800.0,,,,1791.0,,1926.1,3216.0,,962.7,,,-2858.0,,,,-3867.0,,-3731.9,-2442.0,,-4695.3,,,,,,False,,False,True,,False,,
04005,5745,4319.0,,,,2747.0,,1651.6,4306.0,,1634.3,,,-1426.0,,,,-2998.0,,-4093.4,-1439.0,,-4110.7,,,,,,False,,False,False,,False,,
04007,2394,1855.0,,,,1046.0,,847.7,2052.0,,745.5,,,-539.0,,,,-1348.0,,-1546.3,-342.0,,-1648.5,,,,,,False,,False,True,,False,,
04009,2139,1575.0,,,,726.0,,903.7,1793.0,,384.0,,,-564.0,,,,-1413.0,,-1235.3,-346.0,,-1755.0,,,,,,False,,False,True,,False,,
04011,288,301.0,,,,185.0,,799.7,337.0,,,,,13.0,,,,-103.0,,511.7,49.0,,,,,,,,False,,False,False,,,,
04012,1078,476.0,,,,503.0,,1016.2,278.0,,,,,-602.0,,,,-575.0,,-61.8,-800.0,,,,,,,,True,,True,False,,,,
04013,187104,88753.0,,,,67450.0,,125949.9,88673.0,,32733.2,,,-98351.0,,,,-119654.0,,-61154.1,-98431.0,,-154370.8,,,,,,False,,True,False,,False,,
04015,9434,3717.0,,,,2768.0,,4834.1,5216.0,,1466.9,,,-5717.0,,,,-6666.0,,-4599.9,-4218.0,,-7967.1,,,,,,False,,True,True,,False,,
04017,4833,3031.0,,,,3877.0,,1822.6,3838.0,,1049.8,,,-1802.0,,,,-956.0,,-3010.4,-995.0,,-3783.2,,,,,,True,,False,True,,False,,
04019,45405,21210.0,,,,15702.0,,38617.5,23105.0,,7546.3,,,-24195.0,,,,-29703.0,,-6787.5,-22300.0,,-37858.7,,,,,,False,,True,True,,False,,
04021,17951,10108.0,,,,6497.0,,18992.1,9856.0,,3604.0,,,-7843.0,,,,-11454.0,,1041.1,-8095.0,,-14347.0,,,,,,False,,True,False,,False,,
04023,3096,1834.0,,,,839.0,,3848.6,1692.0,,622.6,,,-1262.0,,,,-2257.0,,752.6,-1404.0,,-2473.4,,,,,,False,,True,False,,False,,
04025,9032,4837.0,,,,3543.0,,21027.4,5771.0,,1704.0,,,-4195.0,,,,-5489.0,,11995.4,-3261.0,,-7328.0,,,,,,False,,False,True,,False,,
04027,14847,7497.0,,,,3157.0,,11089.3,6186.0,,2829.6,,,-7350.0,,,,-11690.0,,-3757.7,-8661.0,,-12017.4,,,,,,False,,True,False,,False,,
05001,557,469.0,,,,453.0,,382.8,668.0,,,,,-88.0,,,,-104.0,,-174.2,111.0,,,,,,,,False,,False,False,,,,
05003,665,378.0,,,,468.0,,845.8,631.0,,,,,-287.0,,,,-197.0,,180.8,-34.0,,,,,,,,True,,True,True,,,,
05005,1089,1134.0,,,,1039.0,,350.5,1862.0,,,,,45.0,,,,-50.0,,-738.5,773.0,,,,,,,,False,,False,False,,,,
05007,9480,5131.0,,,,7428.0,,1654.3,7685.0,,1129.9,,,-4349.0,,,,-2052.0,,-7825.7,-1795.0,,-8350.1,,,,,,True,,False,True,,False,,
05009,1260,1442.0,,,,1105.0,,2191.6,1951.0,,,,,182.0,,,,-155.0,,931.6,691.0,,,,,,,,True,,False,False,,,,
05011,649,231.0,,,,252.0,,2810.1,339.0,,,,,-418.0,,,,-397.0,,2161.1,-310.0,,,,,,,,True,,False,True,,,,
05013,140,154.0,,,,93.0,,105.0,255.0,,,,,14.0,,,,-47.0,,-35.0,115.0,,,,,,,,False,,False,False,,,,
05015,972,791.0,,,,619.0,,543.6,1068.0,,,,,-181.0,,,,-353.0,,-428.4,96.0,,,,,,,,False,,False,True,,,,
05017,340,273.0,,,,220.0,,3660.4,395.0,,,,,-67.0,,,,-120.0,,3320.4,55.0,,,,,,,,False,,False,True,,,,
05019,774,448.0,,,,546.0,,162.2,813.0,,,,,-326.0,,,,-228.0,,-611.8,39.0,,,,,,,,True,,False,True,,,,
05021,650,637.0,,,,631.0,,4105.0,770.0,,,,,-13.0,,,,-19.0,,3455.0,120.0,,,,,,,,False,,False,False,,,,
05023,847,357.0,,,,768.0,,140.6,804.0,,,,,-490.0,,,,-79.0,,-706.4,-43.0,,,,,,,,True,,False,True,,,,
05025,299,210.0,,,,150.0,,266.4,321.0,,,,,-89.0,,,,-149.0,,-32.6,22.0,,,,,,,,False,,True,True,,,,
05027,719,798.0,,,,558.0,,887.1,1124.0,,,,,79.0,,,,-161.0,,168.1,405.0,,,,,,,,False,,False,False,,,,
05029,1014,791.0,,,,727.0,,4060.2,956.0,,,,,-223.0,,,,-287.0,,3046.2,-58.0,,,,,,,,False,,False,True,,,,
05031,4443,3815.0,,,,4694.0,,979.3,6158.0,,2987.1,,,-628.0,,,,251.0,,-3463.7,1715.0,,-1455.9,,,,,,True,,False,False,,False,,
05033,2173,1729.0,,,,3223.0,,1242.2,2803.0,,,,,-444.0,,,,1050.0,,-930.8,630.0,,,,,,,,False,,False,False,,,,
05035,1636,1400.0,,,,1358.0,,465.3,1581.0,,472.0,,,-236.0,,,,-278.0,,-1170.7,-55.0,,-1164.0,,,,,,False,,False,True,,False,,
05037,838,560.0,,,,619.0,,4997.4,696.0,,,,,-278.0,,,,-219.0,,4159.4,-142.0,,,,,,,,True,,False,True,,,,
05039,282,238.0,,,,157.0,,2838.6,301.0,,,,,-44.0,,,,-125.0,,2556.6,19.0,,,,,,,,False,,False,True,,,,
05041,519,259.0,,,,201.0,,134.7,409.0,,,,,-260.0,,,,-318.0,,-384.3,-110.0,,,,,,,,False,,False,True,,,,
05043,1031,427.0,,,,415.0,,1472.1,659.0,,,,,-604.0,,,,-616.0,,441.1,-372.0,,,,,,,,False,,True,True,,,,
05045,4474,2205.0,,,,3541.0,,4592.7,3022.0,,469.4,,,-2269.0,,,,-933.0,,118.7,-1452.0,,-4004.6,,,,,,True,,True,True,,False,,
05047,511,364.0,,,,755.0,,101.7,658.0,,,,,-147.0,,,,244.0,,-409.3,147.0,,,,,,,,False,,False,False,,,,
05049,474,462.0,,,,310.0,,457.0,555.0,,,,,-12.0,,,,-164.0,,-17.0,81.0,,,,,,,,False,,False,False,,,,
05051,3221,1792.0,,,,3500.0,,657.5,3762.0,,589.1,,,-1429.0,,,,279.0,,-2563.5,541.0,,-2631.9,,,,,,True,,False,True,,False,,
05053,655,567.0,,,,424.0,,2809.7,716.0,,,,,-88.0,,,,-231.0,,2154.7,61.0,,,,,,,,False,,False,True,,,,
05055,2308,2373.0,,,,2267.0,,1449.2,2906.0,,695.7,,,65.0,,,,-41.0,,-858.8,598.0,,-1612.3,,,,,,True,,False,False,,False,,
05057,568,553.0,,,,495.0,,98.9,910.0,,,,,-15.0,,,,-73.0,,-469.1,342.0,,,,,,,,False,,False,False,,,,
05059,1145,1267.0,,,,1194.0,,682.5,1775.0,,279.4,,,122.0,,,,49.0,,-462.5,630.0,,-865.6,,,,,,True,,False,False,,False,,
05061,426,371.0,,,,306.0,,58.6,505.0,,,,,-55.0,,,,-120.0,,-367.4,79.0,,,,,,,,False,,False,False,,,,
05063,1131,693.0,,,,1667.0,,122.4,1583.0,,341.4,,,-438.0,,,,536.0,,-1008.6,452.0,,-789.6,,,,,,False,,False,False,,False,,
05065,487,406.0,,,,376.0,,40.2,577.0,,,,,-81.0,,,,-111.0,,-446.8,90.0,,,,,,,,False,,False,False,,,,
05067,1435,1666.0,,,,753.0,,1854.7,1655.0,,,,,231.0,,,,-682.0,,419.7,220.0,,,,,,,,False,,False,True,,,,
05069,2172,1568.0,,,,1402.0,,553.6,2556.0,,790.0,,,-604.0,,,,-770.0,,-1618.4,384.0,,-1382.0,,,,,,False,,False,True,,False,,
05071,931,441.0,,,,1174.0,,1770.4,868.0,,147.3,,,-490.0,,,,243.0,,839.4,-63.0,,-783.7,,,,,,True,,False,True,,False,,
05073,120,154.0,,,,115.0,,24.6,225.0,,,,,34.0,,,,-5.0,,-95.4,105.0,,,,,,,,True,,False,False,,,,
05075,637,455.0,,,,729.0,,146.6,645.0,,658.3,,,-182.0,,,,92.0,,-490.4,8.0,,21.3,,,,,,True,,False,True,,True,,
05077,359,133.0,,,,227.0,,558.0,255.0,,,,,-226.0,,,,-132.0,,199.0,-104.0,,,,,,,,True,,True,True,,,,
05079,513,154.0,,,,291.0,,68.6,370.0,,270.1,,,-359.0,,,,-222.0,,-444.4,-143.0,,-242.9,,,,,,True,,False,True,,True,,
05081,292,343.0,,,,290.0,,828.2,524.0,,,,,51.0,,,,-2.0,,536.2,232.0,,,,,,,,True,,False,False,,,,
05083,808,700.0,,,,1069.0,,3335.4,1010.0,,,,,-108.0,,,,261.0,,2527.4,202.0,,,,,,,,False,,False,False,,,,
05085,2383,1442.0,,,,1887.0,,839.2,2426.0,,451.1,,,-941.0,,,,-496.0,,-1543.8,43.0,,-1931.9,,,,,,True,,False,True,,False,,
05087,578,245.0,,,,477.0,,189.0,448.0,,,,,-333.0,,,,-101.0,,-389.0,-130.0,,,,,,,,True,,False,True,,,,
05089,350,707.0,,,,299.0,,4796.5,690.0,,,,,357.0,,,,-51.0,,4446.5,340.0,,,,,,,,True,,False,True,,,,
05091,948,1001.0,,,,1064.0,,161.5,1672.0,,319.8,,,53.0,,,,116.0,,-786.5,724.0,,-628.2,,,,,,False,,False,False,,False,,
05093,1720,1218.0,,,,1805.0,,476.0,1881.0,,424.7,,,-502.0,,,,85.0,,-1244.0,161.0,,-1295.3,,,,,,True,,False,True,,False,,
05095,264,168.0,,,,148.0,,26.8,233.0,,,,,-96.0,,,,-116.0,,-237.2,-31.0,,,,,,,,False,,False,True,,,,
05097,329,175.0,,,,256.0,,279.3,279.0,,,,,-154.0,,,,-73.0,,-49.7,-50.0,,,,,,,,True,,True,True,,,,
05099,201,266.0,,,,224.0,,62.7,385.0,,,,,65.0,,,,23.0,,-138.3,184.0,,,,,,,,True,,False,False,,,,
05101,193,203.0,,,,193.0,,316.3,340.0,,,,,10.0,,,,0.0,,123.3,147.0,,,,,,,,True,,False,False,,,,
05103,990,714.0,,,,560.0,,8433.8,1071.0,,,,,-276.0,,,,-430.0,,7443.8,81.0,,,,,,,,False,,False,True,,,,
05105,319,189.0,,,,256.0,,79.2,294.0,,,,,-130.0,,,,-63.0,,-239.8,-25.0,,,,,,,,True,,False,True,,,,
05107,507,329.0,,,,405.0,,185.8,609.0,,,,,-178.0,,,,-102.0,,-321.2,102.0,,,,,,,,True,,False,True,,,,
05109,421,231.0,,,,298.0,,227.8,369.0,,,,,-190.0,,,,-123.0,,-193.2,-52.0,,,,,,,,True,,False,True,,,,
05111,1030,861.0,,,,1104.0,,235.1,1321.0,,261.0,,,-169.0,,,,74.0,,-794.9,291.0,,-769.0,,,,,,True,,False,False,,False,,
05113,737,931.0,,,,677.0,,2463.5,1074.0,,,,,194.0,,,,-60.0,,1726.5,337.0,,,,,,,,True,,False,False,,,,
05115,2747,1736.0,,,,2355.0,,6284.8,2808.0,,458.4,,,-1011.0,,,,-392.0,,3537.8,61.0,,-2288.6,,,,,,True,,False,True,,False,,
05117,267,175.0,,,,189.0,,37.2,287.0,,,,,-92.0,,,,-78.0,,-229.8,20.0,,,,,,,,True,,False,True,,,,
05119,12600,8148.0,,,,8790.0,,12296.7,11293.0,,2134.1,,,-4452.0,,,,-3810.0,,-303.3,-1307.0,,-10465.9,,,,,,True,,True,True,,False,,
05121,697,630.0,,,,739.0,,512.2,843.0,,,,,-67.0,,,,42.0,,-184.8,146.0,,,,,,,,True,,False,False,,,,
