,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
06005,530,746.0,,758.1,,672.0,592.0,,,,,497.0,624.5,,,365.0,,749.5,,264.0,855.0,,627.0,553.4,0.0,,961.0,704.0,755.2,,,,,,,,,870.9,216.0,,228.1,,142.0,62.0,,,,,-33.0,94.5,,,-165.0,,219.5,,-266.0,325.0,,97.0,23.4,-530.0,,431.0,174.0,225.2,,,,,,,,,340.9,,False,,True,True,,,,,True,True,,,True,,False,,False,False,,True,True,False,,False,True,False,,,,,,,,,False
06007,1557,1934.0,,1991.3,,1907.0,2234.0,,,,,1294.3,2466.9,,,2011.0,,3148.7,,1048.4,1878.5,,1945.0,1702.2,502.6,,2739.0,2409.0,2183.4,,,,,1681.0,1510.0,,,2372.5,377.0,,434.3,,350.0,677.0,,,,,-262.7,909.9,,,454.0,,1591.7,,-508.6,321.5,,388.0,145.2,-1054.4,,1182.0,852.0,626.4,,,,,124.0,-47.0,,,815.5,,False,,True,False,,,,,True,False,,,False,,False,,False,True,,False,True,False,,False,False,False,,,,,True,True,,,False
06009,323,384.0,,390.0,,376.0,548.0,,,,,218.9,478.9,,,321.0,,535.9,,190.1,382.0,,800.0,313.7,29.3,,536.0,486.0,435.3,,,,,,,,,901.6,61.0,,67.0,,53.0,225.0,,,,,-104.1,155.9,,,-2.0,,212.9,,-132.9,59.0,,477.0,-9.3,-293.7,,213.0,163.0,112.3,,,,,,,,,578.6,,False,,True,False,,,,,False,False,,,True,,False,,False,True,,False,True,False,,False,False,False,,,,,,,,,False
06011,346,302.0,,301.2,,277.0,322.0,,,,,220.9,191.5,,,238.0,,392.5,,115.3,,,249.5,204.9,56.3,,397.0,300.0,248.8,,,,,,,,,437.8,-44.0,,-44.8,,-69.0,-24.0,,,,,-125.1,-154.5,,,-108.0,,46.5,,-230.7,,,-96.5,-141.1,-289.7,,51.0,-46.0,-97.2,,,,,,,,,91.8,,False,,False,True,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
06013,8480,7794.0,,7615.3,12079.0,8107.0,5848.0,,,,,6027.0,11867.6,,11372.6,8449.0,,11074.1,,4808.2,7731.0,,11614.0,7805.6,2081.9,,10587.0,9611.0,11402.2,,,,,7607.4,9668.0,,,8599.9,-686.0,,-864.7,3599.0,-373.0,-2632.0,,,,,-2453.0,3387.6,,2892.6,-31.0,,2594.1,,-3671.8,-749.0,,3134.0,-674.4,-6398.1,,2107.0,1131.0,2922.2,,,,,-872.6,1188.0,,,119.9,,False,False,True,False,,,,,False,False,,False,True,,False,,False,False,,False,True,False,,False,False,False,,,,,False,False,,,True
06015,121,104.0,,102.6,,107.0,64.0,,,,,123.6,187.1,,,86.0,,156.4,,92.6,,,146.0,107.9,0.0,,215.0,185.0,250.6,,,,,,,,,233.9,-17.0,,-18.4,,-14.0,-57.0,,,,,2.6,66.1,,,-35.0,,35.4,,-28.4,,,25.0,-13.1,-121.0,,94.0,64.0,129.6,,,,,,,,,112.9,,False,,True,False,,,,,True,False,,,False,,False,,False,,,False,True,False,,False,False,False,,,,,,,,,False
06017,1520,1352.0,,1409.9,,1341.0,1090.0,,,,,940.7,2154.1,,,1810.0,,1482.2,,966.5,1310.0,,1231.0,1177.7,205.3,,1989.0,1750.0,1609.8,,,,,1203.3,1380.0,,,3371.6,-168.0,,-110.1,,-179.0,-430.0,,,,,-579.3,634.1,,,290.0,,-37.8,,-553.5,-210.0,,-289.0,-342.3,-1314.7,,469.0,230.0,89.8,,,,,-316.7,-140.0,,,1851.6,,True,,False,False,,,,,False,False,,,False,,True,,False,False,,False,False,False,,False,False,True,,,,,False,True,,,False
06019,11438,19216.0,,18569.9,18669.1,19268.0,33466.0,,,,,11920.8,14149.3,,34866.9,18648.0,,94133.5,,11234.0,26188.5,,62221.5,13472.1,1461.9,,20496.0,17223.0,21916.6,,,,,15116.9,,,,27222.5,7778.0,,7131.9,7231.1,7830.0,22028.0,,,,,482.8,2711.3,,23428.9,7210.0,,82695.5,,-204.0,14750.5,,50783.5,2034.1,-9976.1,,9058.0,5785.0,10478.6,,,,,3678.9,,,,15784.5,,True,True,False,False,,,,,True,True,,False,True,,False,,True,False,,False,True,False,,False,True,False,,,,,True,,,,False
06021,290,234.0,,228.8,,229.0,218.0,,,,,211.9,329.8,,,277.0,,184.4,,116.6,,,273.0,219.7,118.5,,314.0,297.0,317.6,,,,,,,,,329.6,-56.0,,-61.2,,-61.0,-72.0,,,,,-78.1,39.8,,,-13.0,,-105.6,,-173.4,,,-17.0,-70.3,-171.5,,24.0,7.0,27.6,,,,,,,,,39.6,,False,,False,False,,,,,False,True,,,True,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,True
06023,447,394.0,,421.3,,369.0,432.0,,,,,251.7,747.2,,,480.0,,311.3,,294.0,377.0,,209.0,236.0,53.9,,502.0,810.0,630.4,,,,,,284.0,,,769.6,-53.0,,-25.7,,-78.0,-15.0,,,,,-195.3,300.2,,,33.0,,-135.7,,-153.0,-70.0,,-238.0,-211.0,-393.1,,55.0,363.0,183.4,,,,,,-163.0,,,322.6,,True,,False,True,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,False,False,,,,,,False,,,False
06025,2105,2432.0,,2046.4,2615.7,2297.0,1145.0,,,,,2640.7,2658.6,,,3198.0,,2925.3,,1611.9,2510.0,,2317.0,1929.1,0.0,,2614.0,2466.0,3070.4,,,,,2247.3,1582.0,,,0.0,327.0,,-58.6,510.7,192.0,-960.0,,,,,535.7,553.6,,,1093.0,,820.3,,-493.1,405.0,,212.0,-175.9,-2105.0,,509.0,361.0,965.4,,,,,142.3,-523.0,,,-2105.0,,True,False,True,False,,,,,False,False,,,False,,False,,False,False,,True,True,False,,False,False,False,,,,,True,False,,,False
06027,236,170.0,,170.5,,170.0,,,,,,100.4,247.0,,,55.0,,297.5,,60.8,,,234.0,135.3,25.6,,251.0,195.0,218.4,,,,,,,,,766.0,-66.0,,-65.5,,-66.0,,,,,,-135.6,11.0,,,-181.0,,61.5,,-175.2,,,-2.0,-100.7,-210.4,,15.0,-41.0,-17.6,,,,,,,,,530.0,,True,,False,,,,,,False,True,,,False,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,False
06029,14318,12714.0,,12813.8,13332.9,12544.0,11333.0,,,,,11517.0,10630.5,,16787.9,16908.0,,19960.1,,7784.9,13836.5,,22012.0,11156.5,2094.2,,17266.0,12225.0,14629.1,,,,,11102.1,11324.0,,,5237.1,-1604.0,,-1504.2,-985.1,-1774.0,-2985.0,,,,,-2801.0,-3687.5,,2469.9,2590.0,,5642.1,,-6533.1,-481.5,,7694.0,-3161.5,-12223.8,,2948.0,-2093.0,311.1,,,,,-3215.9,-2994.0,,,-9080.9,,True,True,False,False,,,,,False,False,,False,False,,False,,False,True,,False,False,False,,False,False,True,,,,,False,False,,,False
06031,2163,2404.0,,2448.7,7308.5,2191.0,2116.0,,,,,1994.3,2961.1,,,2337.0,,1799.3,,1555.1,2215.5,,2373.5,1635.0,459.4,,3080.0,2363.0,2927.0,,,,,2258.0,1902.0,,,1077.0,241.0,,285.7,5145.5,28.0,-47.0,,,,,-168.7,798.1,,,174.0,,-363.7,,-607.9,52.5,,210.5,-528.0,-1703.6,,917.0,200.0,764.0,,,,,95.0,-261.0,,,-1086.0,,False,False,True,True,,,,,True,False,,,True,,False,,False,True,,True,False,False,,False,True,False,,,,,True,False,,,False
06033,432,578.0,,571.0,,515.0,643.0,,,,,307.2,761.9,,716.2,377.0,,626.4,,429.9,492.0,,687.0,455.5,46.6,,681.0,702.0,635.7,,,,,,,,,165.2,146.0,,139.0,,83.0,211.0,,,,,-124.8,329.9,,284.2,-55.0,,194.4,,-2.1,60.0,,255.0,23.5,-385.4,,249.0,270.0,203.7,,,,,,,,,-266.8,,True,,True,False,,,,,True,False,,False,True,,False,,True,True,,False,True,False,,False,False,False,,,,,,,,,False
06035,792,638.0,,641.5,,586.0,0.0,,,,,691.2,259.0,,,319.0,,818.8,,450.2,632.0,,1277.5,426.4,0.0,,1103.0,587.0,744.7,,,,,,,,,1261.8,-154.0,,-150.5,,-206.0,-792.0,,,,,-100.8,-533.0,,,-473.0,,26.8,,-341.8,-160.0,,485.5,-365.6,-792.0,,311.0,-205.0,-47.3,,,,,,,,,469.8,,True,,False,False,,,,,True,False,,,False,,True,,False,False,,False,False,False,,False,False,True,,,,,,,,,False
06037,199614,192152.0,,188747.7,187291.1,192299.0,239655.0,,,,,175422.1,248125.6,,293389.1,192452.0,,263660.3,,152997.4,216539.0,,212757.5,197943.1,77701.0,,235041.0,177586.0,170500.3,,,,,161419.4,192423.0,,,340187.2,-7462.0,,-10866.3,-12322.9,-7315.0,40041.0,,,,,-24191.9,48511.6,,93775.1,-7162.0,,64046.3,,-46616.6,16925.0,,13143.5,-1670.9,-121913.0,,35427.0,-22028.0,-29113.7,,,,,-38194.6,-7191.0,,,140573.2,,False,False,True,False,,,,,False,False,,False,True,,False,,False,False,,False,True,False,,False,False,False,,,,,False,True,,,False
06039,2076,2322.0,,2330.5,,2043.0,2797.0,,,,,1553.5,2636.3,,,1844.0,,2476.1,,865.6,1904.5,,2520.0,2022.2,277.6,,2837.0,2282.0,2208.9,,,,,2344.7,1174.0,,,9.1,246.0,,254.5,,-33.0,721.0,,,,,-522.5,560.3,,,-232.0,,400.1,,-1210.4,-171.5,,444.0,-53.8,-1798.4,,761.0,206.0,132.9,,,,,268.7,-902.0,,,-2066.9,,False,,True,False,,,,,False,False,,,True,,False,,False,True,,False,True,False,,False,True,True,,,,,False,False,,,False
06041,1258,1196.0,,1197.2,,1259.0,1259.0,,,,,1085.2,1377.5,,1562.3,1496.0,,1563.2,,816.8,1181.0,,1592.0,1131.4,1.5,,1590.0,1826.0,2228.6,,,,,891.3,935.0,,,2403.4,-62.0,,-60.8,,1.0,1.0,,,,,-172.8,119.5,,304.3,238.0,,305.2,,-441.2,-77.0,,334.0,-126.6,-1256.5,,332.0,568.0,970.6,,,,,-366.7,-323.0,,,1145.4,,True,,True,True,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
06043,99,62.0,,62.8,,42.0,36.0,,,,,30.3,71.8,,,58.0,,33.1,,49.9,,,40.0,36.0,0.6,,68.0,127.0,89.0,,,,,,,,,40.4,-37.0,,-36.2,,-57.0,-63.0,,,,,-68.7,-27.2,,,-41.0,,-65.9,,-49.1,,,-59.0,-63.0,-98.4,,-31.0,28.0,-10.0,,,,,,,,,-58.6,,True,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
06045,572,310.0,,320.3,,380.0,217.0,,,,,355.3,430.7,,,493.0,,433.1,,233.3,460.5,,484.0,382.6,94.3,,452.0,578.0,847.2,,,,,395.4,,,,347.4,-262.0,,-251.7,,-192.0,-355.0,,,,,-216.7,-141.3,,,-79.0,,-138.9,,-338.7,-111.5,,-88.0,-189.4,-477.7,,-120.0,6.0,275.2,,,,,-176.6,,,,-224.6,,True,,True,False,,,,,True,True,,,True,,True,,False,True,,True,True,False,,True,True,False,,,,,True,,,,True
06047,3721,3518.0,,3496.9,4541.9,3623.0,3303.0,,,,,2887.3,1955.3,,,5149.0,,4000.8,,2010.5,3805.5,,4521.0,2313.6,310.0,,4654.0,3661.0,3651.8,,,,,3309.1,2298.0,,,6372.7,-203.0,,-224.1,820.9,-98.0,-418.0,,,,,-833.7,-1765.7,,,1428.0,,279.8,,-1710.5,84.5,,800.0,-1407.4,-3411.0,,933.0,-60.0,-69.2,,,,,-411.9,-1423.0,,,2651.7,,False,False,True,False,,,,,False,False,,,False,,False,,False,True,,False,False,False,,False,True,True,,,,,False,False,,,False
06049,53,44.0,,44.2,,45.0,0.0,,,,,26.4,50.2,,,72.0,,48.9,,33.6,,,38.0,58.0,0.0,,58.0,81.0,46.5,,,,,,,,,85.9,-9.0,,-8.8,,-8.0,-53.0,,,,,-26.6,-2.8,,,19.0,,-4.1,,-19.4,,,-15.0,5.0,-53.0,,5.0,28.0,-6.5,,,,,,,,,32.9,,True,,True,False,,,,,False,True,,,False,,True,,False,,,False,True,False,,True,False,True,,,,,,,,,False
06051,112,170.0,,169.2,,139.0,147.0,,,,,106.3,273.5,,,45.0,,162.5,,33.1,,,266.0,101.8,0.0,,232.0,173.0,134.5,,,,,,,,,71.8,58.0,,57.2,,27.0,35.0,,,,,-5.7,161.5,,,-67.0,,50.5,,-78.9,,,154.0,-10.2,-112.0,,120.0,61.0,22.5,,,,,,,,,-40.2,,True,,True,True,,,,,True,False,,,False,,True,,False,,,False,True,False,,False,False,True,,,,,,,,,True
06053,6606,6904.0,,7062.8,8486.1,6666.0,5804.0,,,,,4539.8,8258.0,,9828.5,6408.0,,12014.5,,3975.4,8204.5,,7238.5,5760.9,1930.1,,9344.0,6514.0,5663.4,,,,,6215.8,4906.0,,,10282.0,298.0,,456.8,1880.1,60.0,-802.0,,,,,-2066.2,1652.0,,3222.5,-198.0,,5408.5,,-2630.6,1598.5,,632.5,-845.1,-4675.9,,2738.0,-92.0,-942.6,,,,,-390.2,-1700.0,,,3676.0,,False,False,True,False,,,,,False,False,,False,True,,False,,False,False,,False,False,False,,False,True,False,,,,,False,False,,,False
06055,1193,1326.0,,1307.0,,1296.0,1253.0,,,,,806.9,1893.0,,,1192.0,,1251.7,,776.3,1384.5,,1440.0,1186.8,1000.3,,1739.0,1544.0,1221.6,,,,,1450.8,1147.0,,,2604.2,133.0,,114.0,,103.0,60.0,,,,,-386.1,700.0,,,-1.0,,58.7,,-416.7,191.5,,247.0,-6.2,-192.7,,546.0,351.0,28.6,,,,,257.8,-46.0,,,1411.2,,True,,True,True,,,,,False,False,,,True,,True,,False,False,,False,True,False,,False,False,True,,,,,False,True,,,False
06057,430,476.0,,407.2,,420.0,391.0,,,,,360.7,965.9,,,825.0,,294.4,,266.1,571.0,,371.0,361.1,0.4,,357.0,760.0,617.6,,,,,456.3,,,,1214.8,46.0,,-22.8,,-10.0,-39.0,,,,,-69.3,535.9,,,395.0,,-135.6,,-163.9,141.0,,-59.0,-68.9,-429.6,,-73.0,330.0,187.6,,,,,26.3,,,,784.8,,True,,True,True,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,True,,,,False
06059,48929,45722.0,,45729.3,58094.8,45602.0,41866.0,,,,,40425.0,57184.5,,72041.8,43846.0,,74072.6,,23848.0,57626.0,,67398.5,42942.0,13920.7,,56194.0,45631.0,37112.1,,,,,36548.3,50061.0,,,54542.6,-3207.0,,-3199.7,9165.8,-3327.0,-7063.0,,,,,-8504.0,8255.5,,23112.8,-5083.0,,25143.6,,-25081.0,8697.0,,18469.5,-5987.0,-35008.3,,7265.0,-3298.0,-11816.9,,,,,-12380.7,1132.0,,,5613.6,,True,False,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,True,,,False
06061,2794,3330.0,,3179.8,,3335.0,3469.0,,,,,2208.7,5498.9,,3957.7,4364.0,,4021.9,,1687.3,3342.0,,4675.5,2767.8,1224.4,,4415.0,3912.0,3493.1,,,,,3679.2,2538.0,,,7148.4,536.0,,385.8,,541.0,675.0,,,,,-585.3,2704.9,,1163.7,1570.0,,1227.9,,-1106.7,548.0,,1881.5,-26.2,-1569.6,,1621.0,1118.0,699.1,,,,,885.2,-256.0,,,4354.4,,True,,False,False,,,,,False,False,,False,False,,False,,False,False,,False,True,False,,False,False,False,,,,,False,True,,,False
06063,89,76.0,,76.5,,83.0,50.0,,,,,56.7,107.8,,,193.0,,106.5,,49.6,,,150.0,83.9,5.6,,137.0,152.0,102.1,,,,,,,,,67.6,-13.0,,-12.5,,-6.0,-39.0,,,,,-32.3,18.8,,,104.0,,17.5,,-39.4,,,61.0,-5.1,-83.4,,48.0,63.0,13.1,,,,,,,,,-21.4,,True,,True,False,,,,,False,False,,,False,,False,,False,,,False,True,False,,False,False,False,,,,,,,,,False
06065,45432,48630.0,,49006.2,52069.4,44733.0,34646.0,,,,,37415.6,60119.5,,68817.6,51994.0,,82039.0,,38273.6,56043.5,,96376.5,42203.8,16048.1,,60177.0,43006.0,33752.0,,,,,39964.2,32736.0,,,78007.8,3198.0,,3574.2,6637.4,-699.0,-10786.0,,,,,-8016.4,14687.5,,23385.6,6562.0,,36607.0,,-7158.4,10611.5,,50944.5,-3228.2,-29383.9,,14745.0,-2426.0,-11680.0,,,,,-5467.8,-12696.0,,,32575.8,,False,False,True,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,True,False,,,,,False,False,,,False
06067,11615,15254.0,,15360.1,17503.6,14600.0,17214.0,,,,,10091.3,19843.4,,16608.4,16110.0,,13621.5,,7657.4,14849.0,,15562.5,13470.0,4529.7,,16693.0,15729.0,14944.3,,,,,12665.5,11129.0,,,0.0,3639.0,,3745.1,5888.6,2985.0,5599.0,,,,,-1523.7,8228.4,,4993.4,4495.0,,2006.5,,-3957.6,3234.0,,3947.5,1855.0,-7085.3,,5078.0,4114.0,3329.3,,,,,1050.5,-486.0,,,-11615.0,,False,False,True,False,,,,,True,False,,False,False,,True,,False,True,,False,True,False,,False,False,True,,,,,True,True,,,False
06069,998,1022.0,,1029.4,,982.0,1107.0,,,,,582.7,1078.8,,,904.0,,1453.1,,170.4,1043.0,,1953.0,763.0,200.7,,1366.0,949.0,956.2,,,,,894.7,,,,2800.1,24.0,,31.4,,-16.0,109.0,,,,,-415.3,80.8,,,-94.0,,455.1,,-827.6,45.0,,955.0,-235.0,-797.3,,368.0,-49.0,-41.8,,,,,-103.3,,,,1802.1,,False,,True,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
06071,42538,48314.0,,46066.4,59807.6,51135.0,53697.0,,,,,38710.2,49815.7,,80928.6,60362.0,,104655.0,,38239.7,60427.0,,92427.5,45171.7,20646.3,,68423.0,39974.0,42908.8,,,,,37414.4,48852.0,,,54842.1,5776.0,,3528.4,17269.6,8597.0,11159.0,,,,,-3827.8,7277.7,,38390.6,17824.0,,62117.0,,-4298.3,17889.0,,49889.5,2633.7,-21891.7,,25885.0,-2564.0,370.8,,,,,-5123.6,6314.0,,,12304.1,,True,False,False,False,,,,,True,False,,False,False,,False,,True,False,,False,True,False,,False,True,True,,,,,True,False,,,False
06073,45953,39350.0,,38490.3,35115.9,38493.0,31830.0,,,,,28214.0,74574.1,,54918.0,39288.0,,50084.6,,22596.1,42593.0,,48784.5,38803.4,16033.1,,42311.0,40398.0,30599.4,,,,,38878.9,34138.0,,,171063.3,-6603.0,,-7462.7,-10837.1,-7460.0,-14123.0,,,,,-17739.0,28621.1,,8965.0,-6665.0,,4131.6,,-23356.9,-3360.0,,2831.5,-7149.6,-29919.9,,-3642.0,-5555.0,-15353.6,,,,,-7074.1,-11815.0,,,125110.3,,False,False,False,False,,,,,False,False,,False,False,,True,,False,True,,True,False,False,,True,True,False,,,,,False,False,,,False
06075,4248,3630.0,,3477.9,4562.5,3579.0,3154.0,,,,,3315.1,5862.1,,4638.1,4368.0,,4561.1,,3134.4,,,6187.5,3306.6,1948.2,,4971.0,5323.0,8285.0,,,,,2979.9,3538.0,,,1733.8,-618.0,,-770.1,314.5,-669.0,-1094.0,,,,,-932.9,1614.1,,390.1,120.0,,313.1,,-1113.6,,,1939.5,-941.4,-2299.8,,723.0,1075.0,4037.0,,,,,-1268.1,-710.0,,,-2514.2,,False,True,False,False,,,,,False,False,,True,True,,True,,False,,,False,False,False,,False,False,False,,,,,False,False,,,False
06077,9434,11210.0,,11279.2,12527.8,11327.0,15699.0,,,,,7749.2,10310.6,,16849.5,10458.0,,17576.6,,5636.8,12184.0,,21709.0,10020.5,1777.9,,13195.0,11085.0,12136.9,,,,,9202.0,17810.0,,,5012.9,1776.0,,1845.2,3093.8,1893.0,6265.0,,,,,-1684.8,876.6,,7415.5,1024.0,,8142.6,,-3797.2,2750.0,,12275.0,586.5,-7656.1,,3761.0,1651.0,2702.9,,,,,-232.0,8376.0,,,-4421.1,,False,False,False,False,,,,,True,True,,False,True,,False,,False,False,,False,True,False,,False,True,False,,,,,True,False,,,False
06079,3537,2302.0,,2421.5,,2335.0,2055.0,,,,,1487.3,3940.3,,3686.1,3078.0,,3475.2,,1226.4,2107.5,,2699.5,2454.9,800.6,,3232.0,2775.0,2436.8,,,,,2326.2,2011.0,,,1298.6,-1235.0,,-1115.5,,-1202.0,-1482.0,,,,,-2049.7,403.3,,149.1,-459.0,,-61.8,,-2310.6,-1429.5,,-837.5,-1082.1,-2736.4,,-305.0,-762.0,-1100.2,,,,,-1210.8,-1526.0,,,-2238.4,,True,,True,False,,,,,False,True,,True,True,,True,,False,False,,True,True,False,,True,True,True,,,,,True,False,,,False
06081,5504,4178.0,,3881.6,4938.7,4349.0,2605.0,,,,,3669.7,6183.8,,4802.2,5104.0,,6971.3,,3646.4,4088.0,,9100.0,4179.2,1306.9,,5923.0,5498.0,7585.7,,,,,2652.1,5148.0,,,3165.9,-1326.0,,-1622.4,-565.3,-1155.0,-2899.0,,,,,-1834.3,679.8,,-701.8,-400.0,,1467.3,,-1857.6,-1416.0,,3596.0,-1324.8,-4197.1,,419.0,-6.0,2081.7,,,,,-2851.9,-356.0,,,-2338.1,,False,True,True,False,,,,,False,True,,True,True,,False,,False,False,,False,True,False,,True,True,False,,,,,False,True,,,False
06083,4467,3120.0,,3169.2,,3178.0,2932.0,,,,,2602.9,3885.7,,4834.0,4470.0,,4278.4,,2538.5,2781.0,,5193.5,3173.1,564.7,,4271.0,4112.0,4155.0,,,,,2501.8,3791.0,,,6358.7,-1347.0,,-1297.8,,-1289.0,-1535.0,,,,,-1864.1,-581.3,,367.0,3.0,,-188.6,,-1928.5,-1686.0,,726.5,-1293.9,-3902.3,,-196.0,-355.0,-312.0,,,,,-1965.2,-676.0,,,1891.7,,True,,True,False,,,,,False,True,,True,True,,True,,False,False,,True,True,False,,True,True,True,,,,,False,True,,,False
06085,18868,16794.0,,16866.1,18412.0,16777.0,14347.0,,,,,11979.1,25223.1,,22881.0,16107.0,,20472.1,,7900.6,16675.0,,18864.0,17973.7,7488.9,,21923.0,18972.0,18513.2,,,,,15033.1,17188.0,,,16850.6,-2074.0,,-2001.9,-456.0,-2091.0,-4521.0,,,,,-6888.9,6355.1,,4013.0,-2761.0,,1604.1,,-10967.4,-2193.0,,-4.0,-894.3,-11379.1,,3055.0,104.0,-354.8,,,,,-3834.9,-1680.0,,,-2017.4,,True,True,False,False,,,,,False,False,,False,False,,True,,False,False,,True,True,False,,False,True,True,,,,,False,True,,,True
06087,2468,2360.0,,2362.7,,2139.0,2654.0,,,,,1292.5,3722.4,,2963.5,2012.0,,2927.5,,1141.2,2241.0,,2585.0,1999.4,304.8,,3269.0,2726.0,2166.9,,,,,2284.3,1229.0,,,2595.1,-108.0,,-105.3,,-329.0,186.0,,,,,-1175.5,1254.4,,495.5,-456.0,,459.5,,-1326.8,-227.0,,117.0,-468.6,-2163.2,,801.0,258.0,-301.1,,,,,-183.7,-1239.0,,,127.1,,True,,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
06089,1441,982.0,,825.9,,769.0,595.0,,,,,786.5,2583.2,,,1197.0,,650.7,,460.6,882.0,,544.5,468.2,0.0,,971.0,1507.0,1232.6,,,,,2076.0,347.0,,,931.6,-459.0,,-615.1,,-672.0,-846.0,,,,,-654.5,1142.2,,,-244.0,,-790.3,,-980.4,-559.0,,-896.5,-972.8,-1441.0,,-470.0,66.0,-208.4,,,,,635.0,-1094.0,,,-509.4,,False,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,True,True,,,,,False,False,,,False
06091,29,4.0,,5.0,,5.0,3.0,,,,,1.8,5.4,,,41.0,,5.3,,6.7,,,8.0,1.2,,,,23.0,15.2,,,,,,,,,2.6,-25.0,,-24.0,,-24.0,-26.0,,,,,-27.2,-23.6,,,12.0,,-23.7,,-22.3,,,-21.0,-27.8,,,,-6.0,-13.8,,,,,,,,,-26.4,,True,,True,False,,,,,False,True,,,True,,True,,True,,,True,False,,,,True,True,,,,,,,,,False
06093,235,114.0,,113.5,,118.0,90.0,,,,,121.6,270.0,,,127.0,,107.6,,99.0,169.5,,131.0,76.5,0.0,,,306.0,206.1,,,,,,,,,113.9,-121.0,,-121.5,,-117.0,-145.0,,,,,-113.4,35.0,,,-108.0,,-127.4,,-136.0,-65.5,,-104.0,-158.5,-235.0,,,71.0,-28.9,,,,,,,,,-121.1,,False,,True,False,,,,,True,True,,,True,,False,,False,True,,True,False,False,,,True,True,,,,,,,,,False
