,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
40141,18,6.0,,0.0,,,,0.0,3.0,1.1,,24.0,,,,,300.6,-12.0,,-18.0,,,,-18.0,-15.0,-16.9,,6.0,,,,,282.6,,False,,,,False,False,False,,True,,,,,False
40143,3333,2388.0,,1864.0,,,,3683.0,1305.9,2512.6,5352.4,4469.0,,6120.6,,,2377.4,-945.0,,-1469.0,,,,350.0,-2027.1,-820.4,2019.4,1136.0,,2787.6,,,-955.6,,False,,,,True,False,True,False,False,,False,,,False
40145,254,210.0,,523.0,,,,322.0,67.5,132.1,305.1,373.0,,104.8,,,439.7,-44.0,,269.0,,,,68.0,-186.5,-121.9,51.1,119.0,,-149.2,,,185.7,,False,,,,False,False,False,False,False,,False,,,False
40147,123,36.0,,40.0,,,,176.0,58.9,7.3,82.2,,,58.1,,,10.0,-87.0,,-83.0,,,,53.0,-64.1,-115.7,-40.8,,,-64.9,,,-113.0,,True,,,,True,True,False,True,,,True,,,False
40149,13,6.0,,0.0,,,,0.0,15.8,0.1,,,,,,,355.7,-7.0,,-13.0,,,,-13.0,2.8,-12.9,,,,,,,342.7,,False,,,,False,True,False,,,,,,,False
40151,10,6.0,,0.0,,,,0.0,8.7,0.2,,7.0,,,,,1.0,-4.0,,-10.0,,,,-10.0,-1.3,-9.8,,-3.0,,,,,-9.0,,False,,,,False,True,False,,True,,,,,False
40153,14,3.0,,0.0,,,,3.0,10.5,0.7,,12.0,,,,,681.1,-11.0,,-14.0,,,,-11.0,-3.5,-13.3,,-2.0,,,,,667.1,,False,,,,False,True,False,,True,,,,,False
41001,14,12.0,,0.0,,,,27.0,27.0,0.3,,20.0,,,,,155.9,-2.0,,-14.0,,,,13.0,13.0,-13.7,,6.0,,,,,141.9,,False,,,,False,False,False,,False,,,,,False
41003,40,33.0,,82.0,,,,97.0,107.1,20.8,,91.0,,,,,40.9,-7.0,,42.0,,,,57.0,67.1,-19.2,,51.0,,,,,0.9,,False,,,,False,False,False,,False,,,,,True
41005,434,420.0,,510.0,,,,351.0,1287.4,368.1,1186.1,837.0,,379.7,,,466.8,-14.0,,76.0,,,,-83.0,853.4,-65.9,752.1,403.0,,-54.3,,,32.8,,False,,,,False,False,False,False,False,,False,,,False
41007,17,9.0,,0.0,,,,23.0,20.9,8.2,,,,,,,4.4,-8.0,,-17.0,,,,6.0,3.9,-8.8,,,,,,,-12.6,,False,,,,True,True,False,,,,,,,False
41009,31,24.0,,54.0,,,,4.0,61.4,6.3,,48.0,,,,,18.2,-7.0,,23.0,,,,-27.0,30.4,-24.7,,17.0,,,,,-12.8,,False,,,,False,False,False,,False,,,,,False
41011,38,6.0,,0.0,,,,7.0,30.3,6.5,,,,,,,5.3,-32.0,,-38.0,,,,-31.0,-7.7,-31.5,,,,,,,-32.7,,False,,,,True,True,True,,,,,,,False
41013,20,6.0,,0.0,,,,20.0,23.2,1.9,,,,,,,3.3,-14.0,,-20.0,,,,0.0,3.2,-18.1,,,,,,,-16.7,,False,,,,True,True,False,,,,,,,False
41015,5,3.0,,0.0,,,,0.0,9.4,0.5,,5.0,,,,,1.1,-2.0,,-5.0,,,,-5.0,4.4,-4.5,,0.0,,,,,-3.9,,False,,,,False,False,False,,True,,,,,False
41017,228,147.0,,227.0,,,,325.0,218.2,77.8,153.1,248.0,,,,,182.3,-81.0,,-1.0,,,,97.0,-9.8,-150.2,-74.9,20.0,,,,,-45.7,,True,,,,False,True,False,True,True,,,,,True
41019,70,24.0,,0.0,,,,9.0,62.6,8.2,,49.0,,,,,25.1,-46.0,,-70.0,,,,-61.0,-7.4,-61.8,,-21.0,,,,,-44.9,,False,,,,False,True,False,,True,,,,,True
41021,2,3.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,1.0,,-2.0,,,,-2.0,-2.0,,,-2.0,,,,,-2.0,,False,,,,False,False,,,False,,,,,False
41023,1,0.0,,0.0,,,,5.0,5.2,0.0,,0.0,,,,,0.0,-1.0,,-1.0,,,,4.0,4.2,-1.0,,-1.0,,,,,-1.0,,False,,,,False,False,True,,False,,,,,False
41025,5,0.0,,0.0,,,,3.0,15.0,0.0,,0.0,,,,,0.0,-5.0,,-5.0,,,,-2.0,10.0,-5.0,,-5.0,,,,,-5.0,,False,,,,True,False,True,,False,,,,,False
41027,61,0.0,,0.0,,,,15.0,26.2,23.7,,,,,,,0.2,-61.0,,-61.0,,,,-46.0,-34.8,-37.3,,,,,,,-60.8,,False,,,,True,True,True,,,,,,,True
41029,129,150.0,,410.0,,,,58.0,271.6,104.7,178.4,202.0,,,,,213.8,21.0,,281.0,,,,-71.0,142.6,-24.3,49.4,73.0,,,,,84.8,,False,,,,False,False,False,False,False,,,,,False
41031,121,114.0,,0.0,,,,70.0,95.9,24.9,204.2,175.0,,,,,134.8,-7.0,,-121.0,,,,-51.0,-25.1,-96.1,83.2,54.0,,,,,13.8,,False,,,,False,False,False,False,False,,,,,False
41033,39,66.0,,10.0,,,,4.0,96.2,11.6,,100.0,,,,,139.7,27.0,,-29.0,,,,-35.0,57.2,-27.4,,61.0,,,,,100.7,,False,,,,False,False,False,,False,,,,,False
41035,50,57.0,,0.0,,,,77.0,105.2,21.6,200.4,,,,,,58.2,7.0,,-50.0,,,,27.0,55.2,-28.4,150.4,,,,,,8.2,,False,,,,False,False,False,False,,,,,,False
41037,10,24.0,,0.0,,,,6.0,44.9,5.5,,,,,,,65.9,14.0,,-10.0,,,,-4.0,34.9,-4.5,,,,,,,55.9,,True,,,,True,False,True,,,,,,,False
41039,232,216.0,,991.0,,,,146.0,651.7,415.2,414.4,327.0,,,,,801.0,-16.0,,759.0,,,,-86.0,419.7,183.2,182.4,95.0,,,,,569.0,,False,,,,False,False,False,False,False,,,,,False
41041,37,117.0,,108.0,,,,98.0,193.8,29.9,258.1,,,,,,74.9,80.0,,71.0,,,,61.0,156.8,-7.1,221.1,,,,,,37.9,,True,,,,True,False,True,False,,,,,,True
41043,63,51.0,,33.0,,,,105.0,101.2,11.0,43.8,,,,,,55.2,-12.0,,-30.0,,,,42.0,38.2,-52.0,-19.2,,,,,,-7.8,,False,,,,False,False,False,False,,,,,,True
41045,375,318.0,,2.0,,,,155.0,143.5,1334.4,138.6,485.0,,,,,905.6,-57.0,,-373.0,,,,-220.0,-231.5,959.4,-236.4,110.0,,,,,530.6,,False,,,,False,False,False,False,False,,,,,False
41047,775,534.0,,767.0,,,,872.0,1782.8,422.0,1032.6,1441.0,,534.0,,,480.4,-241.0,,-8.0,,,,97.0,1007.8,-353.0,257.6,666.0,,-241.0,,,-294.6,,True,,,,True,False,False,False,False,,False,,,False
41049,140,120.0,,0.0,,,,16.0,66.6,270.3,,166.0,,,,,212.7,-20.0,,-140.0,,,,-124.0,-73.4,130.3,,26.0,,,,,72.7,,False,,,,False,False,False,,False,,,,,False
41051,1466,990.0,,1751.0,,,,1180.0,2161.7,1118.7,2416.3,2326.0,,1776.2,,,1155.5,-476.0,,285.0,,,,-286.0,695.7,-347.3,950.3,860.0,,310.2,,,-310.5,,True,,,,True,False,True,False,False,,True,,,True
41053,85,69.0,,48.0,,,,79.0,170.6,49.1,82.4,157.0,,,,,39.3,-16.0,,-37.0,,,,-6.0,85.6,-35.9,-2.6,72.0,,,,,-45.7,,False,,,,True,False,False,True,False,,,,,False
41055,6,3.0,,0.0,,,,0.0,6.7,0.1,,1.0,,,,,1.4,-3.0,,-6.0,,,,-6.0,0.7,-5.9,,-5.0,,,,,-4.6,,False,,,,False,True,False,,False,,,,,False
41057,10,21.0,,0.0,,,,0.0,23.8,1.4,,21.0,,,,,50.7,11.0,,-10.0,,,,-10.0,13.8,-8.6,,11.0,,,,,40.7,,True,,,,True,False,True,,False,,,,,False
41059,922,891.0,,2754.0,,,,1545.0,224.8,1897.6,855.3,1204.0,,,,,1521.7,-31.0,,1832.0,,,,623.0,-697.2,975.6,-66.7,282.0,,,,,599.7,,False,,,,False,False,False,False,False,,,,,False
41061,30,105.0,,0.0,,,,832.0,84.9,21.9,238.3,,,,,,67.5,75.0,,-30.0,,,,802.0,54.9,-8.1,208.3,,,,,,37.5,,True,,,,False,True,True,False,,,,,,True
41063,8,6.0,,0.0,,,,12.0,15.2,1.2,,13.0,,,,,6.7,-2.0,,-8.0,,,,4.0,7.2,-6.8,,5.0,,,,,-1.3,,False,,,,False,False,False,,False,,,,,True
41065,53,84.0,,0.0,,,,19.0,91.3,37.7,,115.0,,,,,151.7,31.0,,-53.0,,,,-34.0,38.3,-15.3,,62.0,,,,,98.7,,False,,,,False,False,True,,False,,,,,False
41067,923,828.0,,1379.0,,,,1006.0,870.7,1163.6,2032.7,1624.0,,1315.2,,,1174.7,-95.0,,456.0,,,,83.0,-52.3,240.6,1109.7,701.0,,392.2,,,251.7,,False,,,,True,True,False,False,False,,False,,,False
41069,0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,,,True,,,,True,True,,,True,,,,,
41071,139,57.0,,119.0,,,,114.0,154.7,19.0,146.3,139.0,,,,,76.8,-82.0,,-20.0,,,,-25.0,15.7,-120.0,7.3,0.0,,,,,-62.2,,True,,,,True,True,False,True,True,,,,,True
42001,93,66.0,,49.0,,,,140.0,176.6,14.2,133.8,86.0,,50.9,,,71.9,-27.0,,-44.0,,,,47.0,83.6,-78.8,40.8,-7.0,,-42.1,,,-21.1,,False,,,,False,False,False,False,True,,False,,,True
42003,3731,2874.0,,18134.0,,,,1047.0,2964.1,4788.4,1867.9,2009.0,,3612.6,,,10674.0,-857.0,,14403.0,,,,-2684.0,-766.9,1057.4,-1863.1,-1722.0,,-118.4,,,6943.0,,False,,,,False,True,False,False,False,,True,,,False
42005,73,18.0,,22.0,,,,11.0,45.4,5.6,,19.0,,,,,73.4,-55.0,,-51.0,,,,-62.0,-27.6,-67.4,,-54.0,,,,,0.4,,True,,,,False,True,False,,True,,,,,True
42007,381,234.0,,883.0,,,,123.0,237.3,176.9,61.1,239.0,,268.4,,,1141.6,-147.0,,502.0,,,,-258.0,-143.7,-204.1,-319.9,-142.0,,-112.6,,,760.6,,False,,,,False,True,False,False,True,,True,,,False
42009,24,36.0,,78.0,,,,10.0,92.0,12.3,,24.0,,,,,21.9,12.0,,54.0,,,,-14.0,68.0,-11.7,,0.0,,,,,-2.1,,False,,,,False,False,True,,True,,,,,True
42011,437,252.0,,217.0,,,,814.0,765.1,64.9,235.2,,,173.4,,,146.9,-185.0,,-220.0,,,,377.0,328.1,-372.1,-201.8,,,-263.6,,,-290.1,,False,,,,False,False,False,False,,,False,,,False
42013,92,30.0,,109.0,,,,161.0,92.6,9.2,,28.0,,,,,110.5,-62.0,,17.0,,,,69.0,0.6,-82.8,,-64.0,,,,,18.5,,True,,,,False,True,False,,False,,,,,True
42015,19,3.0,,0.0,,,,16.0,55.2,3.6,,12.0,,,,,0.3,-16.0,,-19.0,,,,-3.0,36.2,-15.4,,-7.0,,,,,-18.7,,False,,,,True,False,True,,True,,,,,False
42017,820,420.0,,766.0,,,,606.0,1161.7,306.7,456.1,1221.0,,777.6,,,484.8,-400.0,,-54.0,,,,-214.0,341.7,-513.3,-363.9,401.0,,-42.4,,,-335.2,,True,,,,True,True,False,True,False,,True,,,True
42019,204,147.0,,510.0,,,,160.0,160.4,89.4,225.2,120.0,,169.2,,,425.9,-57.0,,306.0,,,,-44.0,-43.6,-114.6,21.2,-84.0,,-34.8,,,221.9,,False,,,,True,True,False,True,False,,True,,,False
42021,121,63.0,,112.0,,,,142.0,86.2,8.7,,42.0,,,,,106.1,-58.0,,-9.0,,,,21.0,-34.8,-112.3,,-79.0,,,,,-14.9,,True,,,,True,True,False,,False,,,,,True
42023,1,3.0,,0.0,,,,0.0,9.4,0.1,,0.0,,,,,13.0,2.0,,-1.0,,,,-1.0,8.4,-0.9,,-1.0,,,,,12.0,,True,,,,True,False,True,,True,,,,,False
42025,59,39.0,,40.0,,,,33.0,101.3,3.9,52.7,62.0,,31.7,,,63.3,-20.0,,-19.0,,,,-26.0,42.3,-55.1,-6.3,3.0,,-27.3,,,4.3,,True,,,,False,False,False,True,True,,False,,,True
42027,89,72.0,,207.0,,,,207.0,201.3,50.5,116.3,75.0,,104.0,,,826.4,-17.0,,118.0,,,,118.0,112.3,-38.5,27.3,-14.0,,15.0,,,737.4,,False,,,,False,False,False,False,True,,True,,,False
42029,780,483.0,,736.0,,,,682.0,1346.4,223.4,833.2,861.0,,419.4,,,399.9,-297.0,,-44.0,,,,-98.0,566.4,-556.6,53.2,81.0,,-360.6,,,-380.1,,True,,,,True,False,False,True,True,,False,,,False
42031,31,27.0,,14.0,,,,6.0,44.9,2.7,,30.0,,,,,831.4,-4.0,,-17.0,,,,-25.0,13.9,-28.3,,-1.0,,,,,800.4,,False,,,,False,False,False,,True,,,,,False
42033,40,6.0,,21.0,,,,15.0,71.6,8.4,,,,,,,2.9,-34.0,,-19.0,,,,-25.0,31.6,-31.6,,,,,,,-37.1,,True,,,,True,True,True,,,,,,,False
42035,28,15.0,,23.0,,,,9.0,60.1,8.0,,20.0,,,,,6.6,-13.0,,-5.0,,,,-19.0,32.1,-20.0,,-8.0,,,,,-21.4,,True,,,,False,False,False,,True,,,,,False
42037,38,27.0,,29.0,,,,78.0,70.3,6.9,40.4,87.0,,22.9,,,175.7,-11.0,,-9.0,,,,40.0,32.3,-31.1,2.4,49.0,,-15.1,,,137.7,,True,,,,False,False,False,True,False,,False,,,False
42039,56,27.0,,92.0,,,,15.0,96.0,7.1,,29.0,,,,,65.7,-29.0,,36.0,,,,-41.0,40.0,-48.9,,-27.0,,,,,9.7,,False,,,,False,False,False,,True,,,,,True
42041,225,144.0,,79.0,,,,337.0,472.5,93.0,361.0,209.0,,167.7,,,127.3,-81.0,,-146.0,,,,112.0,247.5,-132.0,136.0,-16.0,,-57.3,,,-97.7,,False,,,,False,False,False,False,True,,True,,,False
42043,352,726.0,,2091.0,,,,476.0,1481.6,306.8,1002.5,680.0,,505.8,,,970.4,374.0,,1739.0,,,,124.0,1129.6,-45.2,650.5,328.0,,153.8,,,618.4,,False,,,,True,False,True,False,True,,True,,,False
42045,947,510.0,,1400.0,,,,819.0,811.2,263.5,390.4,,,372.5,,,800.9,-437.0,,453.0,,,,-128.0,-135.8,-683.5,-556.6,,,-574.5,,,-146.1,,False,,,,True,True,False,False,,,False,,,True
42047,20,21.0,,0.0,,,,20.0,27.1,1.2,,10.0,,,,,47.1,1.0,,-20.0,,,,0.0,7.1,-18.8,,-10.0,,,,,27.1,,False,,,,True,False,False,,False,,,,,False
42049,201,192.0,,361.0,,,,275.0,704.0,68.7,534.5,186.0,,122.3,,,215.3,-9.0,,160.0,,,,74.0,503.0,-132.3,333.5,-15.0,,-78.7,,,14.3,,False,,,,False,False,False,False,False,,False,,,False
42051,172,75.0,,101.0,,,,80.0,62.4,63.5,36.5,64.0,,,,,498.6,-97.0,,-71.0,,,,-92.0,-109.6,-108.5,-135.5,-108.0,,,,,326.6,,True,,,,True,False,False,False,False,,,,,False
42053,0,0.0,,0.0,,,,3.0,5.7,0.1,,0.0,,,,,0.0,0.0,,0.0,,,,3.0,5.7,0.1,,0.0,,,,,0.0,,True,,,,False,False,False,,True,,,,,True
42055,231,129.0,,336.0,,,,230.0,384.6,57.2,97.9,222.0,,76.3,,,246.1,-102.0,,105.0,,,,-1.0,153.6,-173.8,-133.1,-9.0,,-154.7,,,15.1,,False,,,,True,False,False,False,True,,False,,,True
42057,3,0.0,,0.0,,,,15.0,11.3,0.7,,0.0,,,,,0.0,-3.0,,-3.0,,,,12.0,8.3,-2.3,,-3.0,,,,,-3.0,,False,,,,False,False,True,,False,,,,,False
42059,55,21.0,,25.0,,,,15.0,41.6,3.2,,21.0,,,,,3.9,-34.0,,-30.0,,,,-40.0,-13.4,-51.8,,-34.0,,,,,-51.1,,True,,,,False,True,False,,False,,,,,False
42061,25,27.0,,2.0,,,,18.0,84.1,0.5,11.0,,,,,,5.8,2.0,,-23.0,,,,-7.0,59.1,-24.5,-14.0,,,,,,-19.2,,False,,,,False,False,False,False,,,,,,False
42063,93,39.0,,77.0,,,,21.0,77.7,4.2,25.5,35.0,,,,,50.4,-54.0,,-16.0,,,,-72.0,-15.3,-88.8,-67.5,-58.0,,,,,-42.6,,True,,,,False,True,False,False,False,,,,,True
42065,21,21.0,,13.0,,,,47.0,29.6,2.0,,20.0,,,,,689.4,0.0,,-8.0,,,,26.0,8.6,-19.0,,-1.0,,,,,668.4,,False,,,,False,False,False,,False,,,,,False
42067,9,6.0,,0.0,,,,30.0,19.3,0.1,15.5,,,,,,10.5,-3.0,,-9.0,,,,21.0,10.3,-8.9,6.5,,,,,,1.5,,False,,,,False,False,False,False,,,,,,True
42069,126,135.0,,510.0,,,,204.0,651.9,55.0,64.0,,,396.5,,,58.6,9.0,,384.0,,,,78.0,525.9,-71.0,-62.0,,,270.5,,,-67.4,,False,,,,False,False,False,False,,,False,,,False
42071,691,738.0,,428.0,,,,913.0,1692.8,385.5,1686.2,1028.0,,1120.6,,,317.5,47.0,,-263.0,,,,222.0,1001.8,-305.5,995.2,337.0,,429.6,,,-373.5,,False,,,,False,False,False,False,False,,False,,,False
42073,166,39.0,,94.0,,,,65.0,99.4,23.1,61.6,44.0,,,,,257.0,-127.0,,-72.0,,,,-101.0,-66.6,-142.9,-104.4,-122.0,,,,,91.0,,True,,,,True,True,False,True,True,,,,,True
42075,161,213.0,,281.0,,,,264.0,340.6,79.7,533.1,309.0,,192.8,,,162.5,52.0,,120.0,,,,103.0,179.6,-81.3,372.1,148.0,,31.8,,,1.5,,False,,,,False,False,False,False,False,,True,,,True
42077,364,294.0,,303.0,,,,688.0,1101.9,147.4,314.8,,,316.1,,,256.9,-70.0,,-61.0,,,,324.0,737.9,-216.6,-49.2,,,-47.9,,,-107.1,,True,,,,False,False,False,True,,,True,,,False
42079,180,156.0,,503.0,,,,487.0,635.4,65.1,100.4,,,82.8,,,505.8,-24.0,,323.0,,,,307.0,455.4,-114.9,-79.6,,,-97.2,,,325.8,,False,,,,False,False,False,False,,,False,,,False
42081,84,96.0,,25.0,,,,104.0,96.4,81.9,22.9,86.0,,,,,1785.1,12.0,,-59.0,,,,20.0,12.4,-2.1,-61.1,2.0,,,,,1701.1,,False,,,,False,False,True,False,True,,,,,False
42083,6,15.0,,0.0,,,,32.0,42.8,1.0,,8.0,,,,,86.7,9.0,,-6.0,,,,26.0,36.8,-5.0,,2.0,,,,,80.7,,True,,,,False,False,True,,True,,,,,False
42085,143,54.0,,21.0,,,,110.0,89.1,19.6,61.1,50.0,,,,,55.8,-89.0,,-122.0,,,,-33.0,-53.9,-123.4,-81.9,-93.0,,,,,-87.2,,False,,,,True,True,False,True,False,,,,,True
42087,26,6.0,,0.0,,,,12.0,46.7,3.1,,13.0,,,,,4.9,-20.0,,-26.0,,,,-14.0,20.7,-22.9,,-13.0,,,,,-21.1,,False,,,,True,False,False,,True,,,,,False
42089,117,99.0,,216.0,,,,122.0,306.4,21.0,51.9,,,98.3,,,53.9,-18.0,,99.0,,,,5.0,189.4,-96.0,-65.1,,,-18.7,,,-63.1,,False,,,,True,False,False,False,,,False,,,False
42091,855,714.0,,1730.0,,,,1038.0,1515.2,254.3,1118.9,1767.0,,1226.4,,,550.1,-141.0,,875.0,,,,183.0,660.2,-600.7,263.9,912.0,,371.4,,,-304.9,,False,,,,False,False,False,False,False,,False,,,False
42093,15,15.0,,0.0,,,,18.0,17.3,7.8,,17.0,,,,,4.1,0.0,,-15.0,,,,3.0,2.3,-7.2,,2.0,,,,,-10.9,,False,,,,False,False,False,,False,,,,,False
42095,264,258.0,,685.0,,,,321.0,794.6,126.4,253.2,,,164.2,,,225.7,-6.0,,421.0,,,,57.0,530.6,-137.6,-10.8,,,-99.8,,,-38.3,,False,,,,False,False,False,False,,,False,,,False
42097,56,87.0,,122.0,,,,112.0,216.9,35.3,235.4,89.0,,,,,92.2,31.0,,66.0,,,,56.0,160.9,-20.7,179.4,33.0,,,,,36.2,,False,,,,False,False,True,False,False,,,,,False
42099,20,0.0,,0.0,,,,10.0,53.3,7.5,,14.0,,,,,0.0,-20.0,,-20.0,,,,-10.0,33.3,-12.5,,-6.0,,,,,-20.0,,False,,,,True,False,True,,True,,,,,True
42101,2738,2349.0,,737.0,,,,3395.0,5366.1,1083.0,737.3,5440.0,,3155.4,,,1874.3,-389.0,,-2001.0,,,,657.0,2628.1,-1655.0,-2000.7,2702.0,,417.4,,,-863.7,,False,,,,False,False,False,False,False,,False,,,False
42103,19,30.0,,0.0,,,,16.0,58.1,4.1,10.8,101.0,,23.6,,,69.1,11.0,,-19.0,,,,-3.0,39.1,-14.9,-8.2,82.0,,4.6,,,50.1,,False,,,,True,False,False,True,False,,True,,,False
42105,3,6.0,,0.0,,,,9.0,18.5,0.8,,0.0,,,,,24.2,3.0,,-3.0,,,,6.0,15.5,-2.2,,-3.0,,,,,21.2,,False,,,,False,False,True,,False,,,,,False
42107,89,45.0,,78.0,,,,184.0,196.6,9.6,80.3,,,52.1,,,38.5,-44.0,,-11.0,,,,95.0,107.6,-79.4,-8.7,,,-36.9,,,-50.5,,True,,,,False,False,False,True,,,True,,,False
42109,19,15.0,,0.0,,,,15.0,60.6,4.7,,20.0,,,,,7.4,-4.0,,-19.0,,,,-4.0,41.6,-14.3,,1.0,,,,,-11.6,,False,,,,False,False,False,,True,,,,,False
42111,43,18.0,,37.0,,,,16.0,51.6,6.9,,,,,,,2.0,-25.0,,-6.0,,,,-27.0,8.6,-36.1,,,,,,,-41.0,,True,,,,False,True,False,,,,,,,False
42113,0,18.0,,0.0,,,,0.0,12.8,0.3,,14.0,,,,,183.9,18.0,,0.0,,,,0.0,12.8,0.3,,14.0,,,,,183.9,,True,,,,True,True,True,,True,,,,,False
42115,20,12.0,,0.0,,,,7.0,67.8,1.1,49.0,,,,,,16.2,-8.0,,-20.0,,,,-13.0,47.8,-18.9,29.0,,,,,,-3.8,,False,,,,False,False,False,False,,,,,,True
42117,9,6.0,,0.0,,,,14.0,33.5,1.4,,1.0,,,,,3.3,-3.0,,-9.0,,,,5.0,24.5,-7.6,,-8.0,,,,,-5.7,,False,,,,False,False,False,,False,,,,,False
42119,26,15.0,,5.0,,,,16.0,48.0,10.6,,21.0,,,,,29.1,-11.0,,-21.0,,,,-10.0,22.0,-15.4,,-5.0,,,,,3.1,,False,,,,True,False,False,,True,,,,,True
42121,32,15.0,,18.0,,,,4.0,35.0,1.2,,12.0,,,,,269.9,-17.0,,-14.0,,,,-28.0,3.0,-30.8,,-20.0,,,,,237.9,,True,,,,False,True,False,,False,,,,,False
42123,7,6.0,,0.0,,,,26.0,25.1,0.2,,0.0,,,,,14.3,-1.0,,-7.0,,,,19.0,18.1,-6.8,,-7.0,,,,,7.3,,False,,,,False,False,False,,False,,,,,False
42125,375,246.0,,1393.0,,,,139.0,250.8,411.7,289.4,168.0,,505.4,,,996.6,-129.0,,1018.0,,,,-236.0,-124.2,36.7,-85.6,-207.0,,130.4,,,621.6,,False,,,,False,True,True,True,False,,False,,,False
42127,12,12.0,,28.0,,,,8.0,43.7,0.5,18.9,,,,,,1.4,0.0,,16.0,,,,-4.0,31.7,-11.5,6.9,,,,,,-10.6,,False,,,,False,False,False,False,,,,,,False
42129,497,501.0,,2531.0,,,,281.0,408.0,819.9,420.2,366.0,,724.1,,,2099.4,4.0,,2034.0,,,,-216.0,-89.0,322.9,-76.8,-131.0,,227.1,,,1602.4,,False,,,,False,False,False,False,False,,False,,,False
42131,17,6.0,,1.0,,,,3.0,37.7,2.2,,7.0,,,,,24.8,-11.0,,-16.0,,,,-14.0,20.7,-14.8,,-10.0,,,,,7.8,,False,,,,False,False,False,,True,,,,,True
42133,557,456.0,,454.0,,,,661.0,1337.2,290.1,1044.8,452.0,,594.6,,,434.4,-101.0,,-103.0,,,,104.0,780.2,-266.9,487.8,-105.0,,37.6,,,-122.6,,False,,,,False,False,False,False,False,,True,,,False
44001,34,27.0,,13.0,,,,104.0,44.1,0.1,42.7,,,,,,14.3,-7.0,,-21.0,,,,70.0,10.1,-33.9,8.7,,,,,,-19.7,,False,,,,False,False,False,False,,,,,,False
44003,117,195.0,,1342.0,,,,148.0,219.5,2.9,83.1,,,,,,112.3,78.0,,1225.0,,,,31.0,102.5,-114.1,-33.9,,,,,,-4.7,,False,,,,True,False,False,True,,,,,,True
44005,34,111.0,,890.0,,,,89.0,116.4,2.4,77.0,,,,,,74.8,77.0,,856.0,,,,55.0,82.4,-31.6,43.0,,,,,,40.8,,False,,,,True,False,True,True,,,,,,True
44007,889,1296.0,,10455.0,,,,593.0,335.3,44.0,615.0,,,,,,514.8,407.0,,9566.0,,,,-296.0,-553.7,-845.0,-274.0,,,,,,-374.2,,False,,,,True,False,False,True,,,,,,True
44009,36,45.0,,3.0,,,,52.0,71.5,0.2,36.2,,,,,,25.5,9.0,,-33.0,,,,16.0,35.5,-35.8,0.2,,,,,,-10.5,,False,,,,False,False,False,True,,,,,,False
45001,146,48.0,,80.0,,,,42.0,51.7,8.6,151.4,137.0,,,,,32.0,-98.0,,-66.0,,,,-104.0,-94.3,-137.4,5.4,-9.0,,,,,-114.0,,True,,,,False,True,False,True,True,,,,,False
45003,711,459.0,,1587.0,,,,300.0,283.5,696.7,684.8,779.0,,552.5,,,1552.8,-252.0,,876.0,,,,-411.0,-427.5,-14.3,-26.2,68.0,,-158.5,,,841.8,,False,,,,False,False,True,True,True,,True,,,False
45005,81,30.0,,0.0,,,,9.0,30.1,19.9,,76.0,,,,,172.3,-51.0,,-81.0,,,,-72.0,-50.9,-61.1,,-5.0,,,,,91.3,,False,,,,False,True,False,,True,,,,,False
45007,897,627.0,,3160.0,,,,477.0,325.5,863.6,1308.7,1134.0,,889.3,,,1534.1,-270.0,,2263.0,,,,-420.0,-571.5,-33.4,411.7,237.0,,-7.7,,,637.1,,False,,,,False,False,True,False,True,,True,,,False
45009,214,180.0,,323.0,,,,28.0,73.7,59.4,129.6,237.0,,,,,233.4,-34.0,,109.0,,,,-186.0,-140.3,-154.6,-84.4,23.0,,,,,19.4,,False,,,,False,False,False,False,True,,,,,True
45011,178,54.0,,101.0,,,,20.0,43.6,48.1,,116.0,,,,,104.7,-124.0,,-77.0,,,,-158.0,-134.4,-129.9,,-62.0,,,,,-73.3,,True,,,,False,False,False,,True,,,,,True
