,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28029,157,102.0,,126.0,,,,139.0,102.2,52.8,,82.9,224.0,,,,,,,64.5,-55.0,,-31.0,,,,-18.0,-54.8,-104.2,,-74.1,67.0,,,,,,,-92.5,,True,,,,True,True,False,,False,False,,,,,,,False
28031,117,176.0,,305.0,,,,91.0,77.7,126.7,,91.7,219.0,,,,,,,127.8,59.0,,188.0,,,,-26.0,-39.3,9.7,,-25.3,102.0,,,,,,,10.8,,False,,,,True,True,True,,True,False,,,,,,,True
28033,768,656.0,764.5,554.0,,,,980.0,470.1,499.3,770.6,683.8,876.0,,,606.9,893.0,,,739.3,-112.0,-3.5,-214.0,,,,212.0,-297.9,-268.7,2.6,-84.2,108.0,,,-161.1,125.0,,,-28.7,True,False,,,,False,False,False,True,True,True,,,False,False,,,True
28035,402,266.0,171.4,497.0,,,,439.0,148.5,206.5,420.8,100.6,422.0,,,333.5,,,,195.3,-136.0,-230.6,95.0,,,,37.0,-253.5,-195.5,18.8,-301.4,20.0,,,-68.5,,,,-206.7,False,True,,,,True,False,False,True,False,True,,,True,,,,False
28037,36,18.0,,0.0,,,,30.0,15.5,3.1,,,26.0,,,,,,,22.8,-18.0,,-36.0,,,,-6.0,-20.5,-32.9,,,-10.0,,,,,,,-13.2,,False,,,,True,False,False,,,True,,,,,,,True
28039,120,60.0,,110.0,,,,83.0,68.3,60.0,,46.1,75.0,,,,,,,85.5,-60.0,,-10.0,,,,-37.0,-51.7,-60.0,,-73.9,-45.0,,,,,,,-34.5,,True,,,,True,True,False,,False,True,,,,,,,True
28041,74,16.0,,18.0,,,,23.0,46.1,4.4,,25.1,39.0,,,,,,,21.3,-58.0,,-56.0,,,,-51.0,-27.9,-69.6,,-48.9,-35.0,,,,,,,-52.7,,True,,,,True,True,False,,True,True,,,,,,,True
28043,166,230.0,,383.0,,,,198.0,126.0,129.0,,163.0,293.0,,,,,,,161.9,64.0,,217.0,,,,32.0,-40.0,-37.0,,-3.0,127.0,,,,,,,-4.1,,False,,,,True,True,True,,True,False,,,,,,,True
28045,103,36.0,,49.0,,,,127.0,26.8,15.6,,23.2,55.0,,,,,,,29.7,-67.0,,-54.0,,,,24.0,-76.2,-87.4,,-79.8,-48.0,,,,,,,-73.3,,True,,,,True,False,False,,False,True,,,,,,,False
28047,652,500.0,416.2,606.0,,,,515.0,628.3,570.1,630.4,624.9,591.0,,,650.4,840.0,,,660.5,-152.0,-235.8,-46.0,,,,-137.0,-23.7,-81.9,-21.6,-27.1,-61.0,,,-1.6,188.0,,,8.5,False,True,,,,True,True,True,True,True,True,,,True,False,,,True
28049,1505,856.0,888.9,1041.0,,,,850.0,848.7,944.9,1133.1,812.8,1246.0,,,778.0,1787.0,,,934.2,-649.0,-616.1,-464.0,,,,-655.0,-656.3,-560.1,-371.9,-692.2,-259.0,,,-727.0,282.0,,,-570.8,True,True,,,,False,False,True,True,False,True,,,False,True,,,True
28051,159,70.0,,30.0,,,,68.0,37.7,45.5,,14.9,180.0,,,,,,,24.6,-89.0,,-129.0,,,,-91.0,-121.3,-113.5,,-144.1,21.0,,,,,,,-134.4,,False,,,,False,False,False,,False,True,,,,,,,False
28053,78,32.0,,63.0,,,,29.0,27.6,8.0,,37.6,59.0,,,,,,,34.5,-46.0,,-15.0,,,,-49.0,-50.4,-70.0,,-40.4,-19.0,,,,,,,-43.5,,True,,,,False,False,False,,True,True,,,,,,,True
28055,8,2.0,,0.0,,,,1.0,8.1,,,,,,,,,,,2.4,-6.0,,-8.0,,,,-7.0,0.1,,,,,,,,,,,-5.6,,False,,,,False,True,,,,,,,,,,,True
28057,97,22.0,,30.0,,,,22.0,40.0,8.7,,23.7,47.0,,,,,,,22.9,-75.0,,-67.0,,,,-75.0,-57.0,-88.3,,-73.3,-50.0,,,,,,,-74.1,,True,,,,False,True,False,,True,True,,,,,,,True
28059,777,318.0,107.0,507.0,,,,416.0,326.6,232.0,387.2,289.9,397.0,,,529.1,616.0,,,411.8,-459.0,-670.0,-270.0,,,,-361.0,-450.4,-545.0,-389.8,-487.1,-380.0,,,-247.9,-161.0,,,-365.2,False,True,,,,True,True,False,True,False,True,,,True,True,,,True
28061,72,32.0,,59.0,,,,41.0,41.2,8.4,,26.4,85.0,,,,,,,25.9,-40.0,,-13.0,,,,-31.0,-30.8,-63.6,,-45.6,13.0,,,,,,,-46.1,,True,,,,True,True,False,,False,True,,,,,,,False
28063,38,38.0,,0.0,,,,23.0,37.1,23.1,,16.3,54.0,,,,,,,36.9,0.0,,-38.0,,,,-15.0,-0.9,-14.9,,-21.7,16.0,,,,,,,-1.1,,False,,,,False,False,False,,False,False,,,,,,,False
28065,50,18.0,,30.0,,,,24.0,25.1,10.9,,12.5,,,,,,,,14.8,-32.0,,-20.0,,,,-26.0,-24.9,-39.1,,-37.5,,,,,,,,-35.2,,True,,,,True,True,False,,False,,,,,,,,False
28067,319,166.0,113.4,243.0,,,,510.0,195.3,101.3,224.1,103.0,388.0,,,179.5,,,,124.5,-153.0,-205.6,-76.0,,,,191.0,-123.7,-217.7,-94.9,-216.0,69.0,,,-139.5,,,,-194.5,False,True,,,,False,True,False,True,False,True,,,True,,,,False
28069,23,12.0,,2.0,,,,13.0,11.0,1.5,,5.5,,,,,,,,7.1,-11.0,,-21.0,,,,-10.0,-12.0,-21.5,,-17.5,,,,,,,,-15.9,,False,,,,True,False,False,,False,,,,,,,,False
28071,203,216.0,131.6,376.0,,,,251.0,81.1,233.3,269.2,192.6,279.0,,,,,,,212.4,13.0,-71.4,173.0,,,,48.0,-121.9,30.3,66.2,-10.4,76.0,,,,,,,9.4,False,False,,,,False,False,False,False,True,False,,,,,,,True
28073,389,156.0,89.1,228.0,,,,281.0,124.2,146.0,328.6,151.5,263.0,,,251.3,,,,159.5,-233.0,-299.9,-161.0,,,,-108.0,-264.8,-243.0,-60.4,-237.5,-126.0,,,-137.7,,,,-229.5,False,True,,,,True,False,False,True,False,True,,,True,,,,True
28075,236,110.0,63.4,196.0,,,,435.0,78.7,36.2,109.4,30.4,291.0,,,92.4,,,,78.5,-126.0,-172.6,-40.0,,,,199.0,-157.3,-199.8,-126.6,-205.6,55.0,,,-143.6,,,,-157.5,False,True,,,,False,False,False,False,False,True,,,False,,,,False
28077,83,70.0,,108.0,,,,49.0,50.6,34.2,,28.3,95.0,,,,,,,53.0,-13.0,,25.0,,,,-34.0,-32.4,-48.8,,-54.7,12.0,,,,,,,-30.0,,False,,,,False,False,False,,False,True,,,,,,,False
28079,89,120.0,,195.0,,,,131.0,74.6,70.6,,30.4,216.0,,,,,,,48.1,31.0,,106.0,,,,42.0,-14.4,-18.4,,-58.6,127.0,,,,,,,-40.9,,False,,,,False,True,True,,False,False,,,,,,,False
28081,356,130.0,270.6,153.0,,,,392.0,294.8,87.6,186.1,210.6,234.0,,,148.3,,,,150.5,-226.0,-85.4,-203.0,,,,36.0,-61.2,-268.4,-169.9,-145.4,-122.0,,,-207.7,,,,-205.5,True,True,,,,True,True,False,True,True,True,,,True,,,,True
28083,188,90.0,,72.0,,,,195.0,85.5,24.9,,44.4,173.0,,,,,,,56.5,-98.0,,-116.0,,,,7.0,-102.5,-163.1,,-143.6,-15.0,,,,,,,-131.5,,False,,,,True,False,False,,False,True,,,,,,,False
28085,132,150.0,,181.0,,,,192.0,58.4,62.0,,70.7,210.0,,,,,,,94.8,18.0,,49.0,,,,60.0,-73.6,-70.0,,-61.3,78.0,,,,,,,-37.2,,False,,,,False,False,False,,False,False,,,,,,,False
28087,246,130.0,139.0,150.0,,,,187.0,183.8,49.6,116.8,131.0,195.0,,,124.5,,,,117.8,-116.0,-107.0,-96.0,,,,-59.0,-62.2,-196.4,-129.2,-115.0,-51.0,,,-121.5,,,,-128.2,True,True,,,,True,True,False,False,True,True,,,False,,,,False
28089,580,300.0,153.1,415.0,,,,421.0,275.7,291.5,451.3,243.1,536.0,,,400.8,,,,248.4,-280.0,-426.9,-165.0,,,,-159.0,-304.3,-288.5,-128.7,-336.9,-44.0,,,-179.2,,,,-331.6,False,True,,,,True,False,False,True,False,True,,,True,,,,False
28091,160,104.0,,123.0,,,,115.0,83.4,78.7,,88.3,151.0,,,,,,,94.5,-56.0,,-37.0,,,,-45.0,-76.6,-81.3,,-71.7,-9.0,,,,,,,-65.5,,True,,,,True,False,False,,False,True,,,,,,,False
28093,166,102.0,,127.0,,,,91.0,89.3,44.7,,123.1,135.0,,,,,,,113.3,-64.0,,-39.0,,,,-75.0,-76.7,-121.3,,-42.9,-31.0,,,,,,,-52.7,,True,,,,False,False,False,,True,True,,,,,,,True
28095,117,114.0,,263.0,,,,82.0,146.6,47.3,,59.0,181.0,,,,,,,93.5,-3.0,,146.0,,,,-35.0,29.6,-69.7,,-58.0,64.0,,,,,,,-23.5,,False,,,,False,False,False,,False,False,,,,,,,False
28097,78,80.0,,137.0,,,,36.0,36.0,82.3,,19.2,102.0,,,,,,,47.4,2.0,,59.0,,,,-42.0,-42.0,4.3,,-58.8,24.0,,,,,,,-30.6,,False,,,,False,False,False,,False,False,,,,,,,False
28099,105,120.0,,74.0,,,,237.0,87.0,33.2,,30.4,,,,,,,,34.8,15.0,,-31.0,,,,132.0,-18.0,-71.8,,-74.6,,,,,,,,-70.2,,False,,,,False,False,False,,False,,,,,,,,False
28101,92,72.0,,45.0,,,,65.0,32.3,22.4,,10.7,132.0,,,,,,,38.7,-20.0,,-47.0,,,,-27.0,-59.7,-69.6,,-81.3,40.0,,,,,,,-53.3,,False,,,,False,False,False,,False,False,,,,,,,False
28103,83,34.0,,41.0,,,,26.0,37.7,2.8,,23.6,,,,,,,,18.5,-49.0,,-42.0,,,,-57.0,-45.3,-80.2,,-59.4,,,,,,,,-64.5,,True,,,,False,True,False,,False,,,,,,,,False
28105,190,140.0,,261.0,,,,179.0,218.9,76.7,,124.0,240.0,,,,,,,120.3,-50.0,,71.0,,,,-11.0,28.9,-113.3,,-66.0,50.0,,,,,,,-69.7,,False,,,,True,True,False,,False,False,,,,,,,False
28107,265,206.0,,326.0,,,,152.0,100.9,123.2,,143.3,253.0,,,,,,,256.7,-59.0,,61.0,,,,-113.0,-164.1,-141.8,,-121.7,-12.0,,,,,,,-8.3,,False,,,,False,False,False,,False,True,,,,,,,True
28109,131,68.0,7.4,131.0,,,,141.0,43.7,53.3,138.1,13.0,122.0,,,89.1,,,,54.6,-63.0,-123.6,0.0,,,,10.0,-87.3,-77.7,7.1,-118.0,-9.0,,,-41.9,,,,-76.4,False,True,,,,True,False,False,True,False,True,,,True,,,,False
28111,80,42.0,,15.0,,,,24.0,18.3,7.2,,,54.0,,,,,,,38.5,-38.0,,-65.0,,,,-56.0,-61.7,-72.8,,,-26.0,,,,,,,-41.5,,False,,,,False,False,False,,,True,,,,,,,False
28113,204,136.0,,262.0,,,,239.0,121.4,91.0,,125.7,198.0,,,,,,,147.1,-68.0,,58.0,,,,35.0,-82.6,-113.0,,-78.3,-6.0,,,,,,,-56.9,,True,,,,True,False,False,,False,True,,,,,,,True
28115,249,126.0,,131.0,,,,136.0,131.8,61.5,,144.3,164.0,,,,,,,136.8,-123.0,,-118.0,,,,-113.0,-117.2,-187.5,,-104.7,-85.0,,,,,,,-112.2,,True,,,,True,True,False,,True,True,,,,,,,True
28117,125,24.0,,36.0,,,,43.0,37.9,13.6,,36.2,,,,,,,,26.9,-101.0,,-89.0,,,,-82.0,-87.1,-111.4,,-88.8,,,,,,,,-98.1,,True,,,,True,True,False,,True,,,,,,,,True
28119,61,46.0,,49.0,,,,30.0,23.4,32.5,,,58.0,,,,,,,44.0,-15.0,,-12.0,,,,-31.0,-37.6,-28.5,,,-3.0,,,,,,,-17.0,,True,,,,False,False,False,,,True,,,,,,,False
28121,676,342.0,210.8,352.0,,,,611.0,349.6,344.1,450.9,374.6,467.0,,,395.3,960.0,,,368.8,-334.0,-465.2,-324.0,,,,-65.0,-326.4,-331.9,-225.1,-301.4,-209.0,,,-280.7,284.0,,,-307.2,False,True,,,,True,True,True,True,True,True,,,True,True,,,True
28123,107,98.0,,157.0,,,,198.0,60.8,56.0,,11.4,248.0,,,,,,,39.8,-9.0,,50.0,,,,91.0,-46.2,-51.0,,-95.6,141.0,,,,,,,-67.2,,False,,,,False,False,False,,False,False,,,,,,,False
28125,54,26.0,,0.0,,,,8.0,15.3,4.2,,,26.0,,,,,,,32.4,-28.0,,-54.0,,,,-46.0,-38.7,-49.8,,,-28.0,,,,,,,-21.6,,False,,,,False,False,False,,,False,,,,,,,True
28127,220,166.0,,298.0,,,,105.0,106.8,247.3,,112.6,239.0,,,,,,,207.4,-54.0,,78.0,,,,-115.0,-113.2,27.3,,-107.4,19.0,,,,,,,-12.6,,False,,,,False,False,True,,False,True,,,,,,,True
28129,101,52.0,,75.0,,,,39.0,36.9,17.8,,22.2,99.0,,,,,,,36.1,-49.0,,-26.0,,,,-62.0,-64.1,-83.2,,-78.8,-2.0,,,,,,,-64.9,,True,,,,False,False,False,,False,True,,,,,,,False
28131,47,20.0,,32.0,,,,76.0,35.2,8.1,,,31.0,,,,,,,27.7,-27.0,,-15.0,,,,29.0,-11.8,-38.9,,,-16.0,,,,,,,-19.3,,True,,,,False,True,False,,,True,,,,,,,True
28133,294,208.0,,320.0,,,,118.0,144.1,183.8,,105.9,244.0,,,,,,,206.8,-86.0,,26.0,,,,-176.0,-149.9,-110.2,,-188.1,-50.0,,,,,,,-87.2,,True,,,,False,False,False,,False,True,,,,,,,False
28135,149,118.0,,240.0,,,,53.0,70.1,121.7,,38.1,144.0,,,,,,,145.0,-31.0,,91.0,,,,-96.0,-78.9,-27.3,,-110.9,-5.0,,,,,,,-4.0,,False,,,,False,False,True,,False,True,,,,,,,True
28137,198,148.0,,196.0,,,,171.0,154.2,162.4,,105.6,213.0,,,,,,,128.6,-50.0,,-2.0,,,,-27.0,-43.8,-35.6,,-92.4,15.0,,,,,,,-69.4,,True,,,,True,True,True,,False,True,,,,,,,False
28139,87,30.0,,37.0,,,,56.0,18.6,3.6,,32.2,53.0,,,,,,,27.3,-57.0,,-50.0,,,,-31.0,-68.4,-83.4,,-54.8,-34.0,,,,,,,-59.7,,True,,,,True,False,False,,True,True,,,,,,,False
28141,122,38.0,,47.0,,,,22.0,50.8,21.7,,,48.0,,,,,,,46.2,-84.0,,-75.0,,,,-100.0,-71.2,-100.3,,,-74.0,,,,,,,-75.8,,True,,,,False,True,False,,,True,,,,,,,True
28143,58,46.0,,60.0,,,,36.0,28.1,9.2,,32.1,54.0,,,,,,,43.7,-12.0,,2.0,,,,-22.0,-29.9,-48.8,,-25.9,-4.0,,,,,,,-14.3,,True,,,,False,False,False,,False,True,,,,,,,False
28145,150,90.0,,184.0,,,,135.0,123.9,53.0,,101.0,118.0,,,,,,,113.5,-60.0,,34.0,,,,-15.0,-26.1,-97.0,,-49.0,-32.0,,,,,,,-36.5,,True,,,,True,True,False,,True,True,,,,,,,True
28147,124,124.0,,145.0,,,,60.0,74.8,96.4,,64.1,156.0,,,,,,,104.0,0.0,,21.0,,,,-64.0,-49.2,-27.6,,-59.9,32.0,,,,,,,-20.0,,False,,,,False,False,False,,False,False,,,,,,,False
28149,248,166.0,,239.0,,,,254.0,230.4,79.4,,180.5,246.0,,,,,,,180.8,-82.0,,-9.0,,,,6.0,-17.6,-168.6,,-67.5,-2.0,,,,,,,-67.2,,True,,,,True,True,False,,True,True,,,,,,,True
28151,539,288.0,,495.0,,,,198.0,190.6,250.5,,208.9,369.0,,,,,,,297.1,-251.0,,-44.0,,,,-341.0,-348.4,-288.5,,-330.1,-170.0,,,,,,,-241.9,,True,,,,False,False,False,,False,True,,,,,,,True
28153,108,40.0,,55.0,,,,147.0,102.7,9.5,,57.2,,,,,,,,29.0,-68.0,,-53.0,,,,39.0,-5.3,-98.5,,-50.8,,,,,,,,-79.0,,True,,,,True,True,False,,True,,,,,,,,False
28155,29,18.0,,8.0,,,,30.0,18.7,1.5,,12.1,39.0,,,,,,,8.7,-11.0,,-21.0,,,,1.0,-10.3,-27.5,,-16.9,10.0,,,,,,,-20.3,,False,,,,True,True,False,,False,True,,,,,,,False
28157,47,8.0,,0.0,,,,32.0,4.8,9.0,,,,,,,,,,6.6,-39.0,,-47.0,,,,-15.0,-42.2,-38.0,,,,,,,,,,-40.4,,False,,,,True,False,True,,,,,,,,,,False
28159,180,72.0,,93.0,,,,37.0,85.0,16.0,,70.6,111.0,,,,,,,55.7,-108.0,,-87.0,,,,-143.0,-95.0,-164.0,,-109.4,-69.0,,,,,,,-124.3,,True,,,,False,True,False,,False,True,,,,,,,False
28161,68,72.0,,123.0,,,,62.0,31.9,21.8,,26.0,94.0,,,,,,,42.4,4.0,,55.0,,,,-6.0,-36.1,-46.2,,-42.0,26.0,,,,,,,-25.6,,False,,,,False,False,False,,False,False,,,,,,,False
28163,135,96.0,,119.0,,,,80.0,56.3,40.1,,14.8,183.0,,,,,,,73.3,-39.0,,-16.0,,,,-55.0,-78.7,-94.9,,-120.2,48.0,,,,,,,-61.7,,True,,,,False,False,False,,False,False,,,,,,,False
29001,19,14.0,,0.0,,,,102.0,23.0,2.3,,11.9,36.0,,,,,,,24.9,-5.0,,-19.0,,,,83.0,4.0,-16.7,,-7.1,17.0,,,,,,,5.9,,False,,,,False,True,False,,False,False,,,,,,,False
29003,18,0.0,,0.0,,,,38.0,13.3,7.4,,,,,,,,,,0.4,-18.0,,-18.0,,,,20.0,-4.7,-10.6,,,,,,,,,,-17.6,,False,,,,False,True,True,,,,,,,,,,True
29005,7,2.0,,0.0,,,,6.0,2.9,0.2,,,,,,,,,,2.3,-5.0,,-7.0,,,,-1.0,-4.1,-6.8,,,,,,,,,,-4.7,,False,,,,True,True,False,,,,,,,,,,True
29007,39,6.0,,0.0,,,,86.0,9.6,0.0,,9.4,,,,,,,,2.7,-33.0,,-39.0,,,,47.0,-29.4,-39.0,,-29.6,,,,,,,,-36.3,,False,,,,False,True,False,,True,,,,,,,,False
29009,91,44.0,,11.0,,,,66.0,58.6,16.1,,,63.0,,,,,,,60.0,-47.0,,-80.0,,,,-25.0,-32.4,-74.9,,,-28.0,,,,,,,-31.0,,False,,,,True,True,False,,,True,,,,,,,True
29011,20,10.0,,0.0,,,,14.0,11.7,,,,14.0,,,,,,,7.1,-10.0,,-20.0,,,,-6.0,-8.3,,,,-6.0,,,,,,,-12.9,,False,,,,True,True,,,,True,,,,,,,False
29013,16,2.0,,0.0,,,,15.0,1.0,0.6,,,,,,,,,,15.6,-14.0,,-16.0,,,,-1.0,-15.0,-15.4,,,,,,,,,,-0.4,,False,,,,True,False,False,,,,,,,,,,True
29015,30,8.0,,0.0,,,,12.0,7.2,1.3,,,13.0,,,,,,,18.2,-22.0,,-30.0,,,,-18.0,-22.8,-28.7,,,-17.0,,,,,,,-11.8,,False,,,,True,False,False,,,True,,,,,,,True
29017,29,14.0,,0.0,,,,3.0,7.7,1.9,,,20.0,,,,,,,71.0,-15.0,,-29.0,,,,-26.0,-21.3,-27.1,,,-9.0,,,,,,,42.0,,False,,,,False,False,False,,,True,,,,,,,False
29019,327,312.0,253.1,668.0,,,,457.0,167.8,158.1,329.9,355.7,381.0,,,,390.0,,,602.9,-15.0,-73.9,341.0,,,,130.0,-159.2,-168.9,2.9,28.7,54.0,,,,63.0,,,275.9,False,False,,,,False,False,False,True,False,False,,,,False,,,False
29021,78,110.0,81.2,136.0,,,,434.0,158.1,32.5,83.9,37.8,,,,,,,,116.9,32.0,3.2,58.0,,,,356.0,80.1,-45.5,5.9,-40.2,,,,,,,,38.9,True,False,,,,False,False,False,True,False,,,,,,,,False
29023,72,18.0,,22.0,,,,64.0,50.7,1.9,,44.3,,,,,,,,10.1,-54.0,,-50.0,,,,-8.0,-21.3,-70.1,,-27.7,,,,,,,,-61.9,,True,,,,True,True,False,,True,,,,,,,,False
29025,12,4.0,,0.0,,,,15.0,7.9,0.7,,,,,,,,,,12.4,-8.0,,-12.0,,,,3.0,-4.1,-11.3,,,,,,,,,,0.4,,False,,,,True,True,False,,,,,,,,,,True
29027,27,14.0,,19.0,,,,42.0,31.7,7.8,,,23.0,,,,,,,16.5,-13.0,,-8.0,,,,15.0,4.7,-19.2,,,-4.0,,,,,,,-10.5,,True,,,,False,True,False,,,True,,,,,,,True
29029,108,28.0,,49.0,,,,27.0,30.5,14.8,,,40.0,,,,,,,32.7,-80.0,,-59.0,,,,-81.0,-77.5,-93.2,,,-68.0,,,,,,,-75.3,,True,,,,False,True,False,,,True,,,,,,,True
29031,192,238.0,83.3,572.0,,,,106.0,128.1,242.8,211.7,224.2,278.0,,,,,,,532.7,46.0,-108.7,380.0,,,,-86.0,-63.9,50.8,19.7,32.2,86.0,,,,,,,340.7,False,False,,,,False,False,False,True,True,False,,,,,,,False
29033,43,20.0,,0.0,,,,32.0,13.3,2.0,,,,,,,,,,52.8,-23.0,,-43.0,,,,-11.0,-29.7,-41.0,,,,,,,,,,9.8,,False,,,,True,False,False,,,,,,,,,,True
29035,3,2.0,,0.0,,,,1.0,0.8,0.3,,,,,,,,,,12.5,-1.0,,-3.0,,,,-2.0,-2.2,-2.7,,,,,,,,,,9.5,,False,,,,False,False,False,,,,,,,,,,False
29037,224,92.0,12.8,198.0,,,,109.0,37.1,77.3,97.6,95.2,248.0,,,,,,,221.6,-132.0,-211.2,-26.0,,,,-115.0,-186.9,-146.7,-126.4,-128.8,24.0,,,,,,,-2.4,False,True,,,,True,False,False,True,True,True,,,,,,,True
29039,19,2.0,,0.0,,,,10.0,0.7,0.5,,,,,,,,,,2.2,-17.0,,-19.0,,,,-9.0,-18.3,-18.5,,,,,,,,,,-16.8,,False,,,,True,False,False,,,,,,,,,,True
29041,8,0.0,,0.0,,,,4.0,0.8,0.2,,,,,,,,,,0.0,-8.0,,-8.0,,,,-4.0,-7.2,-7.8,,,,,,,,,,-8.0,,False,,,,True,True,True,,,,,,,,,,False
29043,95,52.0,0.0,104.0,,,,58.0,30.3,9.2,54.3,,67.0,,,,,,,181.8,-43.0,-95.0,9.0,,,,-37.0,-64.7,-85.8,-40.7,,-28.0,,,,,,,86.8,False,True,,,,True,False,False,True,,True,,,,,,,False
29045,0,0.0,,0.0,,,,0.0,1.4,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,0.0,1.4,0.0,,,,,,,,,,0.0,,True,,,,True,False,False,,,,,,,,,,True
29047,148,128.0,249.9,119.0,,,,381.0,350.6,44.5,124.5,265.8,466.0,,,93.7,78.0,,,124.1,-20.0,101.9,-29.0,,,,233.0,202.6,-103.5,-23.5,117.8,318.0,,,-54.3,-70.0,,,-23.9,False,False,,,,False,False,False,False,False,False,,,False,False,,,False
29049,22,8.0,,6.0,,,,37.0,11.7,2.3,,,,,,,,,,21.7,-14.0,,-16.0,,,,15.0,-10.3,-19.7,,,,,,,,,,-0.3,,False,,,,False,True,False,,,,,,,,,,True
29051,108,42.0,0.2,79.0,,,,102.0,18.7,6.5,35.8,26.0,48.0,,,,,,,55.1,-66.0,-107.8,-29.0,,,,-6.0,-89.3,-101.5,-72.2,-82.0,-60.0,,,,,,,-52.9,False,True,,,,True,False,False,False,False,True,,,,,,,True
29053,16,16.0,,0.0,,,,34.0,13.5,2.2,,,21.0,,,,,,,39.8,0.0,,-16.0,,,,18.0,-2.5,-13.8,,,5.0,,,,,,,23.8,,False,,,,False,False,False,,,False,,,,,,,False
29055,12,10.0,,0.0,,,,8.0,12.5,1.4,,,14.0,,,,,,,16.5,-2.0,,-12.0,,,,-4.0,0.5,-10.6,,,2.0,,,,,,,4.5,,False,,,,False,True,False,,,False,,,,,,,False
29057,8,2.0,,0.0,,,,3.0,3.7,,,,,,,,,,,24.6,-6.0,,-8.0,,,,-5.0,-4.3,,,,,,,,,,,16.6,,False,,,,True,True,,,,,,,,,,,False
29059,22,8.0,,0.0,,,,12.0,8.5,1.4,,,13.0,,,,,,,11.2,-14.0,,-22.0,,,,-10.0,-13.5,-20.6,,,-9.0,,,,,,,-10.8,,False,,,,True,True,False,,,True,,,,,,,True
29061,6,4.0,,0.0,,,,8.0,8.1,0.6,,,,,,,,,,6.0,-2.0,,-6.0,,,,2.0,2.1,-5.4,,,,,,,,,,-0.0,,False,,,,False,False,False,,,,,,,,,,True
29063,11,4.0,,0.0,,,,14.0,5.1,1.2,,,,,,,,,,5.1,-7.0,,-11.0,,,,3.0,-5.9,-9.8,,,,,,,,,,-5.9,,False,,,,True,True,False,,,,,,,,,,True
29065,5,2.0,,0.0,,,,4.0,7.7,0.2,,,,,,,,,,1.4,-3.0,,-5.0,,,,-1.0,2.7,-4.8,,,,,,,,,,-3.6,,False,,,,True,True,False,,,,,,,,,,False
29067,31,12.0,,0.0,,,,9.0,19.8,0.7,,,20.0,,,,,,,72.7,-19.0,,-31.0,,,,-22.0,-11.2,-30.3,,,-11.0,,,,,,,41.7,,False,,,,False,True,False,,,True,,,,,,,False
29069,67,36.0,,51.0,,,,152.0,52.3,18.6,,47.1,57.0,,,,,,,36.9,-31.0,,-16.0,,,,85.0,-14.7,-48.4,,-19.9,-10.0,,,,,,,-30.1,,True,,,,False,True,False,,True,True,,,,,,,True
29071,170,112.0,10.4,219.0,,,,89.0,64.1,78.6,169.8,63.5,143.0,,,121.6,,,,376.2,-58.0,-159.6,49.0,,,,-81.0,-105.9,-91.4,-0.2,-106.5,-27.0,,,-48.4,,,,206.2,False,True,,,,False,False,False,True,False,True,,,True,,,,False
29073,4,6.0,,0.0,,,,8.0,9.8,1.1,,,13.0,,,,,,,2.8,2.0,,-4.0,,,,4.0,5.8,-2.9,,,9.0,,,,,,,-1.2,,False,,,,False,False,False,,,False,,,,,,,True
29075,7,18.0,,0.0,,,,31.0,11.3,7.1,,,26.0,,,,,,,38.0,11.0,,-7.0,,,,24.0,4.3,0.1,,,19.0,,,,,,,31.0,,True,,,,False,True,True,,,False,,,,,,,False
