,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,143,104.0,,145.0,157.0,,,,,,106.0,84.7,171.1,160.9,,160.0,,,,,,,,,-39.0,,2.0,14.0,,,,,,-37.0,-58.3,28.1,17.9,,17.0,,,,,,,,,,True,True,,,,,,True,False,True,True,,True,,,,,,,,
01023,21,23.0,,18.0,0.0,,,,,,26.0,12.4,10.0,20.2,,34.0,,,,,,,,,2.0,,-3.0,-21.0,,,,,,5.0,-8.6,-11.0,-0.8,,13.0,,,,,,,,,,False,False,,,,,,False,False,False,True,,False,,,,,,,,
01025,55,64.0,,61.0,65.0,,,,,,73.0,52.3,57.0,61.4,,92.0,,,,,,,,,9.0,,6.0,10.0,,,,,,18.0,-2.7,2.0,6.4,,37.0,,,,,,,,,,True,False,,,,,,False,True,True,True,,False,,,,,,,,
01027,40,23.0,,28.0,0.0,,,,,,13.0,16.7,26.0,35.7,,38.0,,,,,,,,,-17.0,,-12.0,-40.0,,,,,,-27.0,-23.3,-14.0,-4.3,,-2.0,,,,,,,,,,True,False,,,,,,False,False,True,True,,True,,,,,,,,
01029,23,30.0,,26.0,16.0,,,,,,13.0,12.6,16.3,32.6,,45.0,,,,,,,,,7.0,,3.0,-7.0,,,,,,-10.0,-10.4,-6.7,9.6,,22.0,,,,,,,,,,True,False,,,,,,False,False,True,False,,False,,,,,,,,
01031,99,95.0,50.4,95.0,147.0,,,,,,144.0,83.8,89.3,101.7,,139.0,,,,,,,,,-4.0,-48.6,-4.0,48.0,,,,,,45.0,-15.2,-9.7,2.7,,40.0,,,,,,,,,False,False,False,,,,,,False,False,False,True,,False,,,,,,,,
01033,164,207.0,124.9,204.0,287.0,,,,,,125.0,126.9,197.1,206.8,,290.0,,,,,,,,,43.0,-39.1,40.0,123.0,,,,,,-39.0,-37.1,33.1,42.8,,126.0,,,,,,,,,True,True,False,,,,,,True,True,True,True,,False,,,,,,,,
01035,50,49.0,,40.0,5.0,,,,,,32.0,56.0,29.0,42.0,18.8,69.0,,,,,,,,,-1.0,,-10.0,-45.0,,,,,,-18.0,6.0,-21.0,-8.0,-31.2,19.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01037,12,4.0,,7.0,0.0,,,,,,6.0,6.7,10.4,6.2,,9.0,,,,,,,,,-8.0,,-5.0,-12.0,,,,,,-6.0,-5.3,-1.6,-5.8,,-3.0,,,,,,,,,,True,False,,,,,,True,True,True,True,,True,,,,,,,,
01039,105,106.0,,109.0,106.0,,,,,,119.0,160.0,110.8,109.1,65.1,148.0,,,,,,,,,1.0,,4.0,1.0,,,,,,14.0,55.0,5.8,4.1,-39.9,43.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01041,72,24.0,,20.0,14.0,,,,,,25.0,11.3,13.3,22.4,6.8,34.0,,,,,,,,,-48.0,,-52.0,-58.0,,,,,,-47.0,-60.7,-58.7,-49.6,-65.2,-38.0,,,,,,,,,,False,False,,,,,,True,False,False,False,False,True,,,,,,,,
01043,158,203.0,138.1,185.0,223.0,,,,,,256.0,206.1,146.8,194.4,175.4,202.0,,,197.7,,,,,,45.0,-19.9,27.0,65.0,,,,,,98.0,48.1,-11.2,36.4,17.4,44.0,,,39.7,,,,,,True,True,False,,,,,,False,False,True,True,True,True,,,True,,,,,
01045,169,112.0,,110.0,182.0,,,,,,122.0,120.2,110.8,108.5,83.0,157.0,,,,,,,,,-57.0,,-59.0,13.0,,,,,,-47.0,-48.8,-58.2,-60.5,-86.0,-12.0,,,,,,,,,,False,True,,,,,,True,True,False,False,False,True,,,,,,,,
01047,86,105.0,,101.0,88.0,,,,,,126.0,119.9,85.2,113.2,51.3,180.0,,,,,,,,,19.0,,15.0,2.0,,,,,,40.0,33.9,-0.8,27.2,-34.7,94.0,,,,,,,,,,True,True,,,,,,False,False,True,False,False,False,,,,,,,,
01049,198,330.0,250.7,275.0,383.0,,,,,,300.0,89.2,208.9,267.3,208.7,429.0,,,301.6,,,,,,132.0,52.7,77.0,185.0,,,,,,102.0,-108.8,10.9,69.3,10.7,231.0,,,103.6,,,,,,True,True,False,,,,,,True,True,True,True,True,False,,,True,,,,,
01051,208,193.0,230.9,186.0,231.0,,,,,,201.0,205.1,174.5,182.0,115.2,263.0,,,200.9,,,,,,-15.0,22.9,-22.0,23.0,,,,,,-7.0,-2.9,-33.5,-26.0,-92.8,55.0,,,-7.1,,,,,,False,False,False,,,,,,True,True,False,False,False,False,,,True,,,,,
01053,216,114.0,,110.0,113.0,,,,,,145.0,147.9,101.8,113.9,61.9,149.0,,,,,,,,,-102.0,,-106.0,-103.0,,,,,,-71.0,-68.1,-114.2,-102.1,-154.1,-67.0,,,,,,,,,,False,False,,,,,,True,True,False,False,False,True,,,,,,,,
01055,351,313.0,248.8,295.0,310.0,,,,,,330.0,196.1,277.5,309.6,251.4,345.0,,,284.7,,,,,,-38.0,-102.2,-56.0,-41.0,,,,,,-21.0,-154.9,-73.5,-41.4,-99.6,-6.0,,,-66.3,,,,,,False,False,False,,,,,,True,False,False,False,False,True,,,False,,,,,
01057,17,35.0,,28.0,15.0,,,,,,21.0,27.1,25.2,23.7,18.1,43.0,,,,,,,,,18.0,,11.0,-2.0,,,,,,4.0,10.1,8.2,6.7,1.1,26.0,,,,,,,,,,True,True,,,,,,True,True,True,True,True,False,,,,,,,,
01059,64,79.0,,70.0,69.0,,,,,,135.0,58.3,54.8,77.4,24.9,143.0,,,,,,,,,15.0,,6.0,5.0,,,,,,71.0,-5.7,-9.2,13.4,-39.1,79.0,,,,,,,,,,True,True,,,,,,False,True,True,True,False,False,,,,,,,,
01061,49,38.0,,42.0,62.0,,,,,,64.0,37.1,40.4,48.3,23.0,58.0,,,,,,,,,-11.0,,-7.0,13.0,,,,,,15.0,-11.9,-8.6,-0.7,-26.0,9.0,,,,,,,,,,True,False,,,,,,False,False,True,True,False,True,,,,,,,,
01063,14,22.0,,18.0,7.0,,,,,,13.0,15.5,13.3,19.4,1.1,36.0,,,,,,,,,8.0,,4.0,-7.0,,,,,,-1.0,1.5,-0.7,5.4,-12.9,22.0,,,,,,,,,,True,True,,,,,,True,True,True,True,False,False,,,,,,,,
01065,26,45.0,,34.0,55.0,,,,,,40.0,24.6,20.4,37.3,24.7,61.0,,,,,,,,,19.0,,8.0,29.0,,,,,,14.0,-1.4,-5.6,11.3,-1.3,35.0,,,,,,,,,,True,False,,,,,,True,True,True,True,True,False,,,,,,,,
01067,25,28.0,,32.0,30.0,,,,,,25.0,19.9,27.9,39.4,12.6,47.0,,,,,,,,,3.0,,7.0,5.0,,,,,,0.0,-5.1,2.9,14.4,-12.4,22.0,,,,,,,,,,False,False,,,,,,True,False,True,False,False,False,,,,,,,,
01069,286,188.0,140.8,250.0,261.0,,,,,,288.0,155.1,270.5,281.8,145.0,264.0,,,261.3,,,,,,-98.0,-145.2,-36.0,-25.0,,,,,,2.0,-130.9,-15.5,-4.2,-141.0,-22.0,,,-24.7,,,,,,False,True,True,,,,,,True,False,True,True,False,True,,,True,,,,,
01071,92,128.0,109.5,117.0,179.0,,,,,,128.0,92.7,100.3,121.3,110.4,172.0,,,,,,,,,36.0,17.5,25.0,87.0,,,,,,36.0,0.7,8.3,29.3,18.4,80.0,,,,,,,,,True,True,False,,,,,,False,True,True,True,True,False,,,,,,,,
01073,1695,1967.0,1771.9,1985.0,2229.0,,,,,,2464.0,1256.6,2112.9,2021.1,1750.7,2374.0,,,2111.1,1712.0,,,,,272.0,76.9,290.0,534.0,,,,,,769.0,-438.4,417.9,326.1,55.7,679.0,,,416.1,17.0,,,,,True,False,False,,,,,,False,False,False,False,True,False,,,False,True,,,,
01075,45,30.0,,39.0,0.0,,,,,,21.0,26.6,44.1,41.9,17.0,54.0,,,,,,,,,-15.0,,-6.0,-45.0,,,,,,-24.0,-18.4,-0.9,-3.1,-28.0,9.0,,,,,,,,,,True,False,,,,,,False,False,True,True,False,True,,,,,,,,
01077,154,162.0,128.7,155.0,186.0,,,,,,201.0,162.8,137.0,165.9,143.4,216.0,,,,,,,,,8.0,-25.3,1.0,32.0,,,,,,47.0,8.8,-17.0,11.9,-10.6,62.0,,,,,,,,,False,True,False,,,,,,False,False,False,False,False,False,,,,,,,,
01079,57,58.0,,43.0,63.0,,,,,,51.0,43.1,30.0,41.9,38.2,57.0,,,,,,,,,1.0,,-14.0,6.0,,,,,,-6.0,-13.9,-27.0,-15.1,-18.8,0.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,True,,,,,,,,
01081,260,388.0,297.6,370.0,418.0,,,,,,439.0,123.5,365.5,367.6,294.9,517.0,,,379.5,355.0,,,,,128.0,37.6,110.0,158.0,,,,,,179.0,-136.5,105.5,107.6,34.9,257.0,,,119.5,95.0,,,,,True,True,False,,,,,,False,False,True,True,True,False,,,True,True,,,,
01083,187,192.0,134.2,203.0,235.0,,,,,,230.0,169.3,208.1,208.9,192.1,257.0,,,,,,,,,5.0,-52.8,16.0,48.0,,,,,,43.0,-17.7,21.1,21.9,5.1,70.0,,,,,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01085,19,30.0,,19.0,24.0,,,,,,20.0,18.5,6.3,20.0,1.4,57.0,,,,,,,,,11.0,,0.0,5.0,,,,,,1.0,-0.5,-12.7,1.0,-17.6,38.0,,,,,,,,,,True,True,,,,,,True,True,False,True,False,False,,,,,,,,
01087,36,33.0,,30.0,46.0,,,,,,23.0,41.9,21.9,35.7,23.2,51.0,,,,,,,,,-3.0,,-6.0,10.0,,,,,,-13.0,5.9,-14.1,-0.3,-12.8,15.0,,,,,,,,,,False,False,,,,,,False,False,False,True,False,False,,,,,,,,
01089,819,1204.0,728.7,1261.0,1184.0,,,,,,905.0,538.4,1117.6,1179.8,938.8,1333.0,,,1255.7,1576.0,,,,,385.0,-90.3,442.0,365.0,,,,,,86.0,-280.6,298.6,360.8,119.8,514.0,,,436.7,757.0,,,,,True,False,True,,,,,,True,True,True,True,True,False,,,False,False,,,,
01091,60,61.0,,56.0,75.0,,,,,,59.0,28.5,48.8,59.1,29.2,91.0,,,,,,,,,1.0,,-4.0,15.0,,,,,,-1.0,-31.5,-11.2,-0.9,-30.8,31.0,,,,,,,,,,False,False,,,,,,False,False,False,True,False,False,,,,,,,,
01093,54,134.0,,117.0,189.0,,,,,,70.0,59.3,107.4,110.8,61.3,160.0,,,,,,,,,80.0,,63.0,135.0,,,,,,16.0,5.3,53.4,56.8,7.3,106.0,,,,,,,,,,True,False,,,,,,True,True,True,True,True,False,,,,,,,,
01095,337,358.0,325.3,336.0,341.0,,,,,,453.0,312.0,307.7,346.9,231.4,457.0,,,331.7,,,,,,21.0,-11.7,-1.0,4.0,,,,,,116.0,-25.0,-29.3,9.9,-105.6,120.0,,,-5.3,,,,,,True,True,True,,,,,,False,False,False,True,False,False,,,True,,,,,
01097,1197,1146.0,549.9,1234.0,1498.0,,,,,,1484.0,447.2,1158.0,1163.9,614.4,1442.0,,,1180.5,1526.0,,,,,-51.0,-647.1,37.0,301.0,,,,,,287.0,-749.8,-39.0,-33.1,-582.6,245.0,,,-16.5,329.0,,,,,False,True,False,,,,,,False,False,True,True,False,False,,,True,False,,,,
01099,42,55.0,,40.0,14.0,,,,,,52.0,59.1,23.5,41.6,30.3,70.0,,,,,,,,,13.0,,-2.0,-28.0,,,,,,10.0,17.1,-18.5,-0.4,-11.7,28.0,,,,,,,,,,True,False,,,,,,True,False,False,True,True,False,,,,,,,,
01101,619,555.0,343.0,512.0,671.0,,,,,,844.0,360.2,434.5,561.0,361.7,821.0,,,511.9,506.0,,,,,-64.0,-276.0,-107.0,52.0,,,,,,225.0,-258.8,-184.5,-58.0,-257.3,202.0,,,-107.1,-113.0,,,,,False,False,True,,,,,,False,False,False,True,False,False,,,False,False,,,,
01103,292,353.0,263.2,320.0,435.0,,,,,,384.0,280.4,288.9,318.4,226.8,399.0,,,,,,,,,61.0,-28.8,28.0,143.0,,,,,,92.0,-11.6,-3.1,26.4,-65.2,107.0,,,,,,,,,True,True,False,,,,,,False,True,True,True,False,False,,,,,,,,
01105,65,76.0,,67.0,0.0,,,,,,17.0,49.6,60.0,64.4,13.4,94.0,,,,,,,,,11.0,,2.0,-65.0,,,,,,-48.0,-15.4,-5.0,-0.6,-51.6,29.0,,,,,,,,,,True,False,,,,,,False,False,True,True,False,False,,,,,,,,
01107,31,30.0,,25.0,42.0,,,,,,45.0,31.3,16.2,28.5,33.8,46.0,,,,,,,,,-1.0,,-6.0,11.0,,,,,,14.0,0.3,-14.8,-2.5,2.8,15.0,,,,,,,,,,False,False,,,,,,False,True,False,False,False,False,,,,,,,,
01109,51,61.0,,49.0,67.0,,,,,,99.0,44.9,33.1,52.0,34.6,97.0,,,,,,,,,10.0,,-2.0,16.0,,,,,,48.0,-6.1,-17.9,1.0,-16.4,46.0,,,,,,,,,,True,False,,,,,,False,True,False,True,False,False,,,,,,,,
01111,57,42.0,,50.0,67.0,,,,,,42.0,33.7,44.7,64.5,33.6,64.0,,,,,,,,,-15.0,,-7.0,10.0,,,,,,-15.0,-23.3,-12.3,7.5,-23.4,7.0,,,,,,,,,,True,True,,,,,,False,False,True,True,False,True,,,,,,,,
01113,146,210.0,174.2,205.0,276.0,,,,,,123.0,75.1,197.4,206.5,113.7,284.0,,,,,,,,,64.0,28.2,59.0,130.0,,,,,,-23.0,-70.9,51.4,60.5,-32.3,138.0,,,,,,,,,True,True,False,,,,,,True,False,True,True,True,False,,,,,,,,
01115,195,250.0,141.2,226.0,287.0,,,,,,190.0,124.4,200.8,226.7,204.9,277.0,,,,,,,,,55.0,-53.8,31.0,92.0,,,,,,-5.0,-70.6,5.8,31.7,9.9,82.0,,,,,,,,,True,True,False,,,,,,True,False,True,True,True,False,,,,,,,,
01117,447,506.0,367.1,548.0,673.0,,,,,,523.0,206.1,557.6,553.2,465.1,646.0,,,548.8,576.0,,,,,59.0,-79.9,101.0,226.0,,,,,,76.0,-240.9,110.6,106.2,18.1,199.0,,,101.8,129.0,,,,,False,False,False,,,,,,False,False,False,False,True,False,,,False,False,,,,
01119,24,24.0,,16.0,8.0,,,,,,32.0,6.7,6.9,17.9,2.4,42.0,,,,,,,,,0.0,,-8.0,-16.0,,,,,,8.0,-17.3,-17.1,-6.1,-21.6,18.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01121,135,178.0,92.0,179.0,252.0,,,,,,170.0,123.7,202.5,166.5,128.3,242.0,,,169.2,,,,,,43.0,-43.0,44.0,117.0,,,,,,35.0,-11.3,67.5,31.5,-6.7,107.0,,,34.2,,,,,,False,False,False,,,,,,True,True,False,True,True,False,,,True,,,,,
01123,64,62.0,,55.0,63.0,,,,,,97.0,37.4,43.8,58.4,28.5,117.0,,,,,,,,,-2.0,,-9.0,-1.0,,,,,,33.0,-26.6,-20.2,-5.6,-35.5,53.0,,,,,,,,,,False,True,,,,,,False,False,False,False,False,False,,,,,,,,
01125,438,436.0,580.7,460.0,496.0,,,,,,716.0,321.2,506.4,514.4,328.5,641.0,,,470.5,376.0,,,,,-2.0,142.7,22.0,58.0,,,,,,278.0,-116.8,68.4,76.4,-109.5,203.0,,,32.5,-62.0,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,,
01127,130,165.0,133.7,138.0,173.0,,,,,,230.0,267.5,99.9,124.9,103.2,215.0,,,172.3,,,,,,35.0,3.7,8.0,43.0,,,,,,100.0,137.5,-30.1,-5.1,-26.8,85.0,,,42.3,,,,,,True,True,False,,,,,,False,False,True,True,True,False,,,False,,,,,
01129,71,57.0,,58.0,58.0,,,,,,43.0,22.4,54.9,61.8,21.4,80.0,,,,,,,,,-14.0,,-13.0,-13.0,,,,,,-28.0,-48.6,-16.1,-9.2,-49.6,9.0,,,,,,,,,,True,True,,,,,,False,False,False,True,False,True,,,,,,,,
01131,39,38.0,,27.0,0.0,,,,,,20.0,17.6,13.9,27.8,14.7,55.0,,,,,,,,,-1.0,,-12.0,-39.0,,,,,,-19.0,-21.4,-25.1,-11.2,-24.3,16.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01133,37,45.0,,33.0,44.0,,,,,,54.0,63.0,19.4,33.8,39.8,60.0,,,,,,,,,8.0,,-4.0,7.0,,,,,,17.0,26.0,-17.6,-3.2,2.8,23.0,,,,,,,,,,True,True,,,,,,False,False,False,True,True,False,,,,,,,,
02013,1,0.0,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,1.0,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02016,1,0.0,,0.0,0.0,,,,,,,12.0,,0.0,,0.0,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,11.0,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02020,310,199.0,140.2,227.0,231.0,,,,,,,144.0,210.8,243.5,202.6,269.0,,,230.0,261.0,,,,,-111.0,-169.8,-83.0,-79.0,,,,,,,-166.0,-99.2,-66.5,-107.4,-41.0,,,-80.0,-49.0,,,,,False,True,True,,,,,,,False,True,True,True,True,,,True,True,,,,
02050,2,3.0,,1.0,0.0,,,,,,,0.9,0.7,0.8,,,,,,,,,,,1.0,,-1.0,-2.0,,,,,,,-1.1,-1.3,-1.2,,,,,,,,,,,,False,False,,,,,,,False,False,False,,,,,,,,,,
02060,1,2.0,,1.0,0.0,,,,,,,5.2,0.1,0.0,,0.0,,,,,,,,,1.0,,0.0,-1.0,,,,,,,4.2,-0.9,-1.0,,-1.0,,,,,,,,,,True,False,,,,,,,False,True,True,,False,,,,,,,,
02068,1,0.0,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,1.0,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,True,,True,,False,,,,,,,,
02070,0,1.0,,0.0,0.0,,,,,,,19.3,0.0,0.0,,0.0,,,,,,,,,1.0,,0.0,0.0,,,,,,,19.3,0.0,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,True,True,,True,,,,,,,,
02090,58,76.0,26.8,65.0,39.0,,,,,,,48.0,51.3,66.2,51.8,88.0,,,,,,,,,18.0,-31.2,7.0,-19.0,,,,,,,-10.0,-6.7,8.2,-6.2,30.0,,,,,,,,,False,True,False,,,,,,,True,True,True,True,False,,,,,,,,
02100,1,1.0,,1.0,0.0,,,,,,,3.3,,0.0,,0.0,,,,,,,,,0.0,,0.0,-1.0,,,,,,,2.3,,-1.0,,-1.0,,,,,,,,,,True,False,,,,,,,False,,False,,False,,,,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,0.9,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.9,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,,True,,True,,,,,,,,
02110,16,10.0,,11.0,0.0,,,,,,,14.9,9.1,12.7,,16.0,,,,,,,,,-6.0,,-5.0,-16.0,,,,,,,-1.1,-6.9,-3.3,,0.0,,,,,,,,,,True,False,,,,,,,True,False,True,,True,,,,,,,,
02122,37,42.0,42.7,39.0,0.0,,,,,,,49.2,26.1,47.6,41.5,61.0,,,,,,,,,5.0,5.7,2.0,-37.0,,,,,,,12.2,-10.9,10.6,4.5,24.0,,,,,,,,,False,True,False,,,,,,,False,False,False,True,False,,,,,,,,
02130,8,1.0,,2.0,0.0,,,,,,,0.6,2.3,2.0,,,,,,,,,,,-7.0,,-6.0,-8.0,,,,,,,-7.4,-5.7,-6.0,,,,,,,,,,,,True,False,,,,,,,False,True,True,,,,,,,,,,
02150,0,1.0,,0.0,0.0,,,,,,,6.7,0.1,0.2,,0.0,,,,,,,,,1.0,,0.0,0.0,,,,,,,6.7,0.1,0.2,,0.0,,,,,,,,,,True,True,,,,,,,False,True,True,,True,,,,,,,,
02158,0,1.0,,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,1.0,,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,
02164,0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,True,,True,,True,,,,,,,,
02170,49,40.0,29.6,38.0,0.0,,,,,,,91.1,25.5,48.5,37.2,50.0,,,,,,,,,-9.0,-19.4,-11.0,-49.0,,,,,,,42.1,-23.5,-0.5,-11.8,1.0,,,,,,,,,False,False,False,,,,,,,False,False,True,False,True,,,,,,,,
02180,2,3.0,,2.0,0.0,,,,,,,0.6,1.6,1.6,,,,,,,,,,,1.0,,0.0,-2.0,,,,,,,-1.4,-0.4,-0.4,,,,,,,,,,,,True,False,,,,,,,False,True,True,,,,,,,,,,
02185,2,2.0,,1.0,0.0,,,,,,,1.3,0.1,0.1,,0.0,,,,,,,,,0.0,,-1.0,-2.0,,,,,,,-0.7,-1.9,-1.9,,-2.0,,,,,,,,,,False,False,,,,,,,False,False,False,,False,,,,,,,,
