,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Kentucky,4020,3155.0,3738.4,4079.9,3278.5,3767.2,-865.0,-281.6,59.9,-741.5,-252.8,True,True,True,True
Louisiana,9076,7769.1,9089.6,10864.4,8885.0,7842.7,-1306.9,13.6,1788.4,-191.0,-1233.3,True,False,True,True
Maine,634,295.4,722.2,424.6,346.0,231.3,-338.6,88.2,-209.4,-288.0,-402.7,True,True,True,False
Maryland,7329,5867.1,6939.2,7912.0,6075.0,5531.8,-1461.9,-389.8,583.0,-1254.0,-1797.2,True,True,True,False
Massachusetts,14921,12498.9,15324.9,13841.4,13128.0,12678.0,-2422.1,403.9,-1079.6,-1793.0,-2243.0,True,True,True,True
Michigan,15854,14292.7,22801.2,16556.9,16457.0,11479.5,-1561.3,6947.2,702.9,603.0,-4374.5,False,True,True,False
Minnesota,6357,6945.0,11847.0,7370.3,8492.0,7539.7,588.0,5490.0,1013.3,2135.0,1182.7,False,False,False,False
Mississippi,6266,5120.0,4873.8,5380.9,5136.0,5236.7,-1146.0,-1392.2,-885.1,-1130.0,-1029.3,False,True,True,True
Missouri,7444,5651.7,9335.5,6967.0,6350.0,5297.5,-1798.3,1885.5,-483.0,-1100.0,-2152.5,False,True,True,False
Montana,1312,1504.1,1889.6,965.4,1784.0,1412.1,192.1,577.6,-346.6,472.0,100.1,False,False,False,True
Nebraska,1968,2320.4,2817.9,2142.3,2252.0,1912.7,352.4,849.9,174.3,284.0,-55.3,False,True,True,True
Nevada,4496,3189.6,3577.4,3825.2,2653.0,3228.7,-1306.4,-918.6,-670.8,-1843.0,-1267.3,True,True,False,True
New Hampshire,1098,653.1,875.0,699.6,779.0,606.4,-444.9,-223.0,-398.4,-319.0,-491.6,True,True,True,False
New Jersey,21964,18878.1,23300.1,21573.3,19138.0,22683.7,-3085.9,1336.1,-390.7,-2826.0,719.7,True,True,True,True
New Mexico,3386,3207.0,4842.0,3416.4,3266.0,2431.3,-179.0,1456.0,30.4,-120.0,-954.7,False,True,True,False
New York,44664,37435.0,42290.9,43805.1,37362.0,45071.2,-7229.0,-2373.1,-858.9,-7302.0,407.2,True,True,False,True
North Carolina,9926,7509.4,8541.0,12025.2,7818.0,7912.8,-2416.6,-1385.0,2099.2,-2108.0,-2013.2,True,True,True,True
North Dakota,1453,2040.3,2471.0,1471.8,2402.0,1178.9,587.3,1018.0,18.8,949.0,-274.1,False,True,False,True
Ohio,11652,8970.9,13601.2,13475.6,10462.0,12337.0,-2681.1,1949.2,1823.6,-1190.0,685.0,True,True,True,True
Oklahoma,3761,2784.9,3825.7,3614.6,3264.0,3393.9,-976.1,64.7,-146.4,-497.0,-367.1,True,True,True,True
Oregon,2020,1460.6,2183.3,1827.5,1575.0,1933.1,-559.4,163.3,-192.5,-445.0,-86.9,True,True,True,True
Pennsylvania,22353,15526.9,18847.7,18579.0,17968.0,15280.1,-6826.1,-3505.3,-3774.0,-4385.0,-7072.9,True,True,True,False
Rhode Island,2212,1728.3,2172.9,1918.8,1670.0,1703.4,-483.7,-39.1,-293.2,-542.0,-508.6,True,True,False,False
South Carolina,7611,6139.6,5905.6,5335.9,5547.0,6126.4,-1471.4,-1705.4,-2275.1,-2064.0,-1484.6,False,False,False,False
South Dakota,1804,2719.0,2239.4,1331.3,3019.0,1284.1,915.0,435.4,-472.7,1215.0,-519.9,True,True,False,True
Tennessee,10463,8315.7,9447.1,8574.0,8649.0,8763.6,-2147.3,-1015.9,-1889.0,-1814.0,-1699.4,True,True,True,True
Texas,39182,32065.6,34715.1,35769.1,35266.0,29743.6,-6789.4,-4139.9,-3085.9,-3589.0,-9111.4,True,True,True,False
Utah,1733,1607.3,2582.4,2246.1,2010.0,1832.2,-125.7,849.4,513.1,277.0,99.2,False,False,False,True
Vermont,182,106.4,57.9,74.4,98.0,103.5,-75.6,-124.1,-107.6,-84.0,-78.5,False,False,False,False
Virginia,6773,5436.3,5364.8,6246.2,5556.0,5242.3,-1336.7,-1408.2,-526.8,-1217.0,-1530.7,False,True,True,False
Washington,4449,3704.7,10142.9,4808.0,3895.0,4128.3,-751.3,5686.9,352.0,-561.0,-327.7,False,True,True,True
West Virginia,2119,1530.6,2504.4,2010.4,1860.0,1788.3,-588.4,385.4,-108.6,-259.0,-330.7,True,True,True,True
Wisconsin,6611,7482.0,6949.6,7182.0,7096.0,8283.5,871.0,338.6,571.0,485.0,1672.5,True,True,True,False
Wyoming,624,523.4,1043.8,426.1,819.0,453.7,-100.6,419.8,-197.9,195.0,-170.3,False,False,False,False
US,462169,371596.3,480702.7,426608.7,390221.0,399361.3,-90169.7,18936.7,-35157.3,-71545.0,-62404.7,True,True,True,True
