,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
North Carolina,8586,6206.6,6264.9,8693.3,5618.0,,5359.5,-2379.4,-2321.1,107.3,-2968.0,,-3226.5,True,True,False,,False
North Dakota,1436,1332.4,1378.6,1104.0,1142.0,,648.1,-103.6,-57.4,-332.0,-294.0,,-787.9,True,False,False,,False
Ohio,16360,6009.3,7831.9,9803.5,6934.0,,6291.5,-10606.7,-8784.1,-6812.5,-9682.0,,-10324.5,True,True,True,,True
Oklahoma,3231,2182.6,1868.9,2566.9,2060.0,,1906.4,-1048.4,-1362.1,-664.1,-1171.0,,-1324.6,False,True,False,,False
Oregon,1877,911.0,1110.4,1672.4,789.0,,925.8,-966.0,-766.6,-204.6,-1088.0,,-951.2,True,True,False,,True
Pennsylvania,20454,10335.7,10901.1,15332.6,9869.0,,9022.7,-10118.3,-9552.9,-5121.4,-10585.0,,-11431.3,True,True,False,,False
Rhode Island,2256,1456.9,1336.5,1338.4,1258.0,,1193.0,-775.1,-895.5,-893.6,-974.0,,-1039.0,False,False,False,,False
South Carolina,6479,5008.0,4576.0,6135.1,4289.0,,4800.5,-1471.0,-1903.0,-343.9,-2190.0,,-1678.5,False,True,False,,False
South Dakota,1696,835.7,1229.3,922.4,636.0,,381.0,-860.3,-466.7,-773.6,-1060.0,,-1315.0,True,True,False,,False
Tennessee,8819,4876.7,6060.8,7413.9,4936.0,,5032.5,-3942.3,-2758.2,-1405.1,-3883.0,,-3786.5,True,True,True,,True
Texas,34725,24310.4,22286.8,29517.6,24303.0,42594.0,22260.8,-10126.6,-12150.2,-4919.4,-10134.0,8157.0,-12176.2,False,True,False,True,False
Utah,1582,903.3,1379.2,3229.4,935.0,,865.8,-678.7,-202.8,1647.4,-647.0,,-716.2,True,False,True,,False
Vermont,170,58.0,70.3,63.6,58.0,,60.3,-112.0,-99.7,-106.4,-112.0,,-109.7,True,True,False,,True
Virginia,6079,4469.3,4569.8,7039.4,4364.0,,3830.6,-1606.7,-1506.2,963.4,-1712.0,,-2245.4,True,True,False,,False
Washington,4114,2918.0,2760.8,3929.3,2689.0,,2938.3,-1214.0,-1371.2,-202.7,-1443.0,,-1193.7,False,True,False,,True
West Virginia,1872,637.6,678.3,993.0,738.0,,646.5,-1234.4,-1193.7,-879.0,-1134.0,,-1225.5,True,True,True,,True
Wisconsin,6184,3084.4,3664.9,6057.8,3024.0,,2700.4,-2874.6,-2294.1,98.8,-2935.0,,-3258.6,True,True,False,,False
Wyoming,571,98.6,200.5,132.7,112.0,,80.6,-472.4,-370.5,-438.3,-459.0,,-490.4,True,True,True,,False
US,424834,287657.1,268083.0,368241.1,270674.0,281257.0,272258.0,-136547.9,-156122.0,-55963.9,-153531.0,-142948.0,-151947.0,False,True,False,False,False
