,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
New Jersey,23238,22491.7,23298.6,23898.5,22708.0,22460.7,-746.3,60.6,660.5,-530.0,-777.3,True,True,True,False
New Mexico,3700,3896.0,3510.2,4212.7,4050.0,2682.8,196.0,-189.8,512.7,350.0,-1017.2,True,False,False,False
New York,47498,46091.0,47386.9,48803.9,45958.0,48312.7,-1407.0,-111.1,1305.9,-1540.0,814.7,True,True,False,True
North Carolina,11212,9427.6,10869.3,11177.4,10862.0,9401.2,-1784.4,-342.7,-34.6,-350.0,-1810.8,True,True,True,False
North Dakota,1475,1576.0,1645.0,1902.7,2133.0,1392.8,101.0,170.0,427.7,658.0,-82.2,False,False,False,True
Ohio,18179,12601.0,14583.4,14243.2,14724.0,12454.1,-1289.0,693.4,353.2,834.0,-1435.9,True,True,True,False
Oklahoma,4379,3769.4,3829.0,4082.0,4494.0,4155.2,-609.6,-550.0,-297.0,115.0,-223.8,True,True,True,True
Oregon,2208,2188.7,2884.9,3874.3,3129.0,2275.0,-19.3,676.9,1666.3,921.0,67.0,False,False,False,False
Pennsylvania,23895,25021.9,31385.2,28131.2,28890.0,19903.3,1126.9,7490.2,4236.2,4995.0,-3991.7,False,False,False,False
Rhode Island,2502,2403.7,2731.4,2713.4,2687.5,1909.9,66.7,394.4,376.4,350.5,-427.1,False,False,False,False
South Carolina,8498,7103.6,8488.9,7427.0,7422.0,7076.8,-1394.4,-9.1,-1071.0,-1076.0,-1421.2,True,True,True,False
South Dakota,1886,2198.9,2176.6,1847.8,2274.0,1730.6,312.9,290.6,-38.2,388.0,-155.4,True,True,False,True
Tennessee,11393,10418.0,14970.4,13241.5,13680.0,11536.7,-975.0,3577.4,1848.5,2287.0,143.7,False,False,False,True
Texas,43519,37054.3,39432.9,38441.6,41278.0,33478.8,-6300.7,-3922.1,-4913.4,-2077.0,-9876.2,True,True,True,False
Utah,1929,1736.6,2398.1,2597.6,2407.0,1691.1,-192.4,469.1,668.6,478.0,-237.9,False,False,False,False
Vermont,204,268.7,337.1,264.1,347.0,149.5,64.7,133.1,60.1,143.0,-54.5,False,True,False,True
Virginia,8382,6660.9,7500.8,9312.4,7320.0,5445.2,-1721.1,-881.2,930.4,-1062.0,-2936.8,True,True,True,False
Washington,4956,3892.6,4099.4,6853.4,4899.5,4577.8,-1063.4,-856.6,1897.4,-56.5,-378.2,True,False,True,True
West Virginia,2297,2370.0,2939.7,2817.5,2802.0,2382.9,73.0,642.7,520.5,505.0,85.9,False,False,False,False
Wisconsin,7014,7660.7,7375.5,7332.7,8720.0,7173.3,646.7,361.5,318.7,1706.0,159.3,True,True,False,True
Wyoming,671,567.9,607.6,698.4,760.0,494.6,-103.1,-63.4,27.4,89.0,-176.4,True,True,True,False
US,512938,469960.9,498479.1,525252.6,509516.0,382043.6,-37034.1,-8515.9,18257.6,2521.0,-124951.4,True,True,True,False
