,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Nebraska,2082,3766.1,2833.0,3194.2,3867.0,2965.5,1684.1,751.0,1112.2,1785.0,883.5,True,True,False,True
Nevada,4957,4437.4,5103.7,4453.6,4110.0,4720.4,-519.6,146.7,-503.4,-847.0,-236.6,True,True,False,True
New Hampshire,1170,1014.6,951.3,914.4,1109.0,939.1,-155.4,-218.7,-255.6,-61.0,-230.9,False,False,True,False
New Jersey,23238,21388.0,22775.5,24777.0,20449.0,24909.0,-1850.0,-462.5,1539.0,-2789.0,1671.0,True,True,False,True
New Mexico,3700,4227.1,5195.7,5267.9,3672.0,3124.6,527.1,1495.7,1567.9,-28.0,-575.4,False,False,True,False
New York,47498,39665.3,56315.8,46473.1,39478.0,42907.3,-7793.7,8856.8,-985.9,-7981.0,-4551.7,False,True,False,True
North Carolina,11212,9135.7,9765.8,11811.6,8727.0,8976.3,-2076.3,-1446.2,599.6,-2485.0,-2235.7,True,True,False,False
North Dakota,1475,2121.7,1881.7,1526.6,2226.0,1334.7,646.7,406.7,51.6,751.0,-140.3,True,True,False,True
Ohio,18179,13599.0,16401.1,14497.2,13824.0,15775.2,-2547.0,255.1,-1648.8,-2322.0,-370.8,True,True,True,True
Oklahoma,4379,3793.1,4031.2,3848.9,4050.0,4663.9,-585.9,-347.8,-530.1,-329.0,284.9,True,True,True,True
Oregon,2208,2550.7,2717.8,4158.7,2347.0,3184.7,342.7,509.8,1950.7,139.0,976.7,False,False,True,False
Pennsylvania,23895,22614.1,28844.7,25029.6,22753.0,22704.5,-1280.9,4949.7,1134.6,-1142.0,-1190.5,False,True,True,True
Rhode Island,2502,2207.4,2442.1,2118.4,1842.0,1909.2,-210.6,24.1,-299.6,-576.0,-508.8,True,False,False,False
South Carolina,8498,7091.6,6453.0,7316.1,5866.0,7156.0,-1406.4,-2045.0,-1181.9,-2632.0,-1342.0,False,True,False,True
South Dakota,1886,3090.1,2502.9,2035.7,3445.0,1566.3,1204.1,616.9,149.7,1559.0,-319.7,True,True,False,True
Tennessee,11393,9555.4,11542.0,9835.1,9862.0,10331.9,-1837.6,149.0,-1557.9,-1531.0,-1061.1,True,True,True,True
Texas,43519,38480.1,40951.1,38216.6,38702.0,35707.7,-4742.9,-2271.9,-5006.4,-4521.0,-7515.3,True,False,True,False
Utah,1929,1780.9,2880.6,2649.8,2090.0,1688.1,-148.1,951.6,720.8,161.0,-240.9,False,False,False,False
Vermont,204,221.3,189.2,121.9,81.5,245.7,17.3,-14.8,-82.1,-122.5,41.7,True,False,False,False
Virginia,8382,5883.7,7376.3,10712.6,6013.0,5696.9,-2498.3,-1005.7,2330.6,-2369.0,-2685.1,True,True,True,False
Washington,4956,5557.3,5020.5,5591.6,4843.0,7280.4,559.3,22.5,593.6,-155.0,2282.4,True,False,True,False
West Virginia,2297,2130.4,2904.6,2642.8,1960.0,3127.6,-166.6,607.6,345.8,-337.0,830.6,False,False,False,False
Wisconsin,7014,9465.6,7079.3,7998.7,8967.0,8785.1,2451.6,65.3,984.7,1953.0,1771.1,True,True,True,True
Wyoming,671,870.7,836.5,743.5,842.5,484.7,199.7,165.5,72.5,171.5,-186.3,True,True,True,True
US,512938,465207.3,563609.0,496748.2,450940.0,469223.5,-44479.7,53922.0,-12938.8,-58747.0,-40463.5,False,True,False,True
