,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Indiana,12556,10778.6,15360.7,9855.1,11517.0,13013.6,-1308.4,3273.7,-2231.9,-570.0,926.6,False,False,True,True
Iowa,5470,5153.6,7167.3,5010.1,5232.0,5767.3,-316.4,1697.3,-459.9,-238.0,297.3,False,False,True,True
Kansas,4692,3293.7,4068.7,3007.9,3550.0,4369.0,-1314.3,-539.3,-1600.1,-1058.0,-239.0,True,False,True,True
Kentucky,4625,3533.0,4331.1,4473.9,3654.5,4428.7,-1092.0,-293.9,-151.1,-970.5,-196.3,True,True,True,True
Louisiana,9587,8186.1,10102.7,11273.3,9621.0,8358.9,-1400.9,515.7,1686.3,34.0,-1228.1,True,False,True,True
Maine,702,328.4,938.9,550.5,397.0,246.7,-373.6,236.9,-151.5,-305.0,-455.3,True,True,True,False
Maryland,7856,6263.1,7782.2,8825.6,6496.0,5838.3,-1592.9,-73.8,969.6,-1360.0,-2017.7,True,True,True,False
Massachusetts,16067,13047.9,16657.1,14436.6,13854.0,13134.6,-3019.1,590.1,-1630.4,-2213.0,-2932.4,True,True,True,True
Michigan,16508,15789.7,25641.5,17607.3,18496.0,11553.0,-718.3,9133.5,1099.3,1988.0,-4955.0,False,False,False,False
Minnesota,6543,7953.0,13625.7,7880.4,9958.0,9030.8,1410.0,7082.7,1337.4,3415.0,2487.8,False,True,False,False
Mississippi,6669,5519.0,5075.1,5638.4,5540.0,5756.6,-1150.0,-1593.9,-1030.6,-1129.0,-912.4,False,True,True,True
Missouri,8282,6224.7,11006.0,7429.3,7016.0,5856.0,-2034.3,2747.0,-829.7,-1243.0,-2403.0,False,True,True,False
Montana,1356,1753.1,2143.5,1097.9,2101.0,1586.7,397.1,787.5,-258.1,745.0,230.7,False,True,False,True
Nebraska,2082,2710.4,3239.1,2325.8,2618.0,2116.6,628.4,1157.1,243.8,536.0,34.6,False,True,True,True
Nevada,4957,3513.6,4091.1,4230.8,2816.0,3541.4,-1443.4,-865.9,-726.2,-2141.0,-1415.6,True,True,False,True
New Hampshire,1170,692.1,1092.9,831.0,855.0,635.9,-477.9,-77.1,-339.0,-315.0,-534.1,True,True,True,False
New Jersey,23238,19463.1,26456.7,22905.5,19728.0,25415.6,-3774.9,3218.7,-332.5,-3510.0,2177.6,True,True,True,True
New Mexico,3700,3711.0,5924.1,4180.1,3766.0,2644.6,11.0,2224.1,480.1,66.0,-1055.4,False,False,False,False
New York,47498,38296.0,46949.0,46653.4,38118.0,48233.4,-9202.0,-549.0,-844.6,-9380.0,735.4,True,True,False,True
North Carolina,11212,8193.4,9542.3,14200.5,8586.0,8624.8,-3018.6,-1669.7,2988.5,-2626.0,-2587.2,True,True,True,True
North Dakota,1475,2370.3,2692.9,1509.6,2836.0,1183.2,895.3,1217.9,34.6,1361.0,-291.8,False,True,False,True
Ohio,18179,9792.9,15854.3,15297.7,11694.0,15262.5,-7456.1,-1394.7,-1951.3,-5555.0,-1986.5,True,True,True,True
Oklahoma,4379,3102.9,4459.4,3921.9,3723.0,4022.4,-1276.1,80.4,-457.1,-656.0,-356.6,True,True,True,True
Oregon,2208,1637.6,2673.3,2613.2,1756.0,2332.2,-570.4,465.3,405.2,-452.0,124.2,True,True,True,True
Pennsylvania,23895,17104.9,22035.9,20404.8,20209.0,16813.4,-6790.1,-1859.1,-3490.2,-3686.0,-7081.6,True,True,True,False
Rhode Island,2502,1848.3,2457.1,2025.2,1750.0,1807.1,-604.7,4.1,-427.8,-703.0,-645.9,True,True,False,False
South Carolina,8498,6652.6,6319.0,5828.1,5870.0,6566.0,-1845.4,-2179.0,-2669.9,-2628.0,-1932.0,False,False,False,False
South Dakota,1886,3244.0,2421.8,1373.8,3633.0,1290.2,1358.0,535.8,-512.2,1747.0,-595.8,True,True,False,True
Tennessee,11393,9434.7,10970.0,9340.4,9866.0,10340.1,-1958.3,-423.0,-2052.6,-1527.0,-1052.9,True,False,True,True
Texas,43519,35119.6,38142.0,37785.3,39202.0,31562.1,-8072.4,-5050.0,-5406.7,-3990.0,-11629.9,True,True,True,False
Utah,1929,1832.3,3042.0,2588.9,2350.0,2184.9,-96.7,1113.0,659.9,421.0,255.9,False,False,False,False
Vermont,204,118.4,57.9,84.5,109.0,112.4,-85.6,-146.1,-119.5,-95.0,-91.6,False,False,False,False
Virginia,8382,5850.3,5810.1,7005.4,5940.0,5441.0,-2531.7,-2571.9,-1376.6,-2442.0,-2941.0,False,True,True,False
Washington,4956,4004.7,14916.0,5915.4,4191.0,4610.3,-958.3,9953.0,952.4,-772.0,-352.7,False,True,True,True
West Virginia,2297,1770.6,2938.7,2399.8,2187.0,2160.1,-526.4,641.7,102.8,-110.0,-136.9,False,True,True,True
Wisconsin,7014,8679.0,7935.7,7886.1,8170.0,9567.1,1665.0,921.7,872.1,1156.0,2553.1,True,True,True,False
Wyoming,671,619.4,1210.7,450.7,989.0,522.3,-51.6,539.7,-220.3,318.0,-148.7,False,False,False,False
US,512938,403321.3,550736.3,467559.6,425663.0,453112.3,-107694.7,39720.3,-43456.4,-85353.0,-57903.7,True,True,True,True
