,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Kansas,2072,1069.3,1234.8,3129.4,956.0,1010.5,-1002.7,-837.2,1057.4,-1116.0,-1061.5,True,False,False,False
Kentucky,2192,1656.4,1618.0,3274.6,1607.0,1839.8,-535.6,-574.0,1082.6,-585.0,-352.2,False,False,False,True
Louisiana,6767,6518.1,6163.1,7593.4,6448.0,6959.9,-248.9,-603.9,826.4,-319.0,192.9,False,False,False,True
Maine,257,150.9,178.6,189.2,232.0,148.4,-106.1,-78.4,-67.8,-25.0,-108.6,True,True,True,False
Maryland,5100,4543.0,4235.8,4633.8,4411.0,4194.4,-557.0,-864.2,-466.2,-689.0,-905.6,False,True,False,False
Massachusetts,11307,10424.6,10505.9,11753.2,9841.0,9802.7,-882.4,-801.1,446.2,-1466.0,-1504.3,True,True,False,False
Michigan,11195,7858.3,7655.9,8496.9,7934.0,7511.2,-3336.7,-3539.1,-2698.1,-3261.0,-3683.8,False,True,True,False
Minnesota,4418,2526.9,2553.1,3917.3,2692.0,2705.3,-1891.1,-1864.9,-500.7,-1726.0,-1712.7,True,True,True,True
Mississippi,4180,4102.4,3608.6,4393.4,3666.0,3811.9,-77.6,-571.4,213.4,-514.0,-368.1,False,False,False,False
Missouri,4602,4517.6,3300.2,4733.2,2511.0,3012.4,-84.4,-1301.8,131.2,-2091.0,-1589.6,False,False,False,False
Montana,816,346.7,565.1,494.2,343.0,284.6,-469.3,-250.9,-321.8,-473.0,-531.4,True,True,False,False
Nebraska,1365,774.0,755.3,1482.7,715.0,588.2,-591.0,-609.7,117.7,-650.0,-776.8,False,True,False,False
Nevada,2520,2171.3,2090.7,2870.6,1968.0,2357.0,-348.7,-429.3,350.6,-552.0,-163.0,False,False,False,True
New Hampshire,600,449.9,467.5,541.4,463.0,470.8,-150.1,-132.5,-58.6,-137.0,-129.2,True,True,True,True
New Jersey,17732,16529.4,16527.6,21467.3,16414.0,16354.2,-1202.6,-1204.4,3735.3,-1318.0,-1377.8,False,False,False,False
New Mexico,1913,1098.0,1095.3,1271.0,1070.0,992.7,-815.0,-817.7,-642.0,-843.0,-920.3,False,True,False,False
New York,35504,33608.7,33444.3,35231.8,33449.0,33426.2,-1733.3,-1897.7,-110.2,-1893.0,-1915.8,False,True,False,False
North Carolina,5796,5590.7,5234.3,7859.5,5142.0,4817.8,-205.3,-561.7,2063.5,-654.0,-978.2,False,False,False,False
North Dakota,1152,654.4,610.0,550.0,387.0,320.9,-497.6,-542.0,-602.0,-765.0,-831.1,False,False,False,False
Ohio,7477,6109.0,6042.3,7693.4,5695.0,5882.8,-1368.0,-1434.7,216.4,-1782.0,-1594.2,False,True,False,False
Oklahoma,2042,1657.4,1624.3,2147.2,1529.0,1570.6,-384.6,-417.7,105.2,-513.0,-471.4,False,True,False,False
Oregon,1150,727.6,759.3,903.5,723.0,773.0,-422.4,-390.7,-246.5,-427.0,-377.0,True,True,False,True
Pennsylvania,12371,9454.0,9333.3,10909.4,9149.0,8725.3,-2917.0,-3037.7,-1461.6,-3222.0,-3645.7,False,True,False,False
Rhode Island,1509,1313.3,1309.8,1712.5,1189.0,1189.0,-195.7,-199.2,203.5,-320.0,-320.0,False,False,False,False
South Carolina,4685,4704.9,4496.7,5512.4,4128.0,4532.5,19.9,-188.3,827.4,-557.0,-152.5,False,False,False,False
South Dakota,1243,391.7,426.0,622.9,347.0,280.3,-851.3,-817.0,-620.1,-896.0,-962.7,True,True,False,False
Tennessee,5400,4103.3,3875.7,6105.8,3588.0,4001.3,-1296.7,-1524.3,705.8,-1812.0,-1398.7,False,True,False,False
Texas,24542,22878.1,22534.2,28250.0,21504.0,21228.8,-1379.9,-1723.8,3992.0,-2754.0,-3029.2,False,False,False,False
Utah,1038,594.1,944.4,550.3,596.0,620.0,-443.9,-93.6,-487.7,-442.0,-418.0,True,False,True,True
Vermont,95,58.0,61.1,58.9,58.0,59.9,-37.0,-33.9,-36.1,-37.0,-35.1,True,True,False,True
Virginia,4409,4720.4,4811.5,3671.3,4283.0,3782.6,313.4,404.5,-735.7,-124.0,-624.4,False,False,True,False
Washington,2941,2784.0,2596.8,2592.2,2375.0,2720.8,-176.0,-363.2,-367.8,-585.0,-239.2,False,False,False,False
West Virginia,966,610.4,735.5,1462.1,601.0,514.1,-355.6,-230.5,496.1,-365.0,-451.9,True,False,False,False
Wisconsin,4324,1704.4,2382.0,2093.3,1898.0,1895.4,-2530.6,-1853.0,-2141.7,-2337.0,-2339.6,True,True,True,True
Wyoming,321,60.9,234.3,64.9,82.0,61.6,-260.1,-86.7,-256.1,-239.0,-259.4,True,True,True,True
US,298158,261723.4,239257.1,312319.4,234900.0,240387.0,-35913.6,-58379.9,14682.4,-62737.0,-57250.0,False,True,False,False
