,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Illinois,15232,10634.9,10577.2,16301.2,9516.0,,10642.6,-4597.1,-4654.8,1069.2,-5716.0,,-4589.4,False,True,False,,True
Indiana,6758,4375.6,4267.6,6358.5,4333.0,,4158.9,-2382.4,-2490.4,-399.5,-2425.0,,-2599.1,False,True,False,,False
Iowa,3208,1915.3,2805.4,3383.3,2154.0,,1852.3,-1292.7,-402.6,175.3,-1054.0,,-1355.7,True,True,True,,False
Kansas,2072,924.4,1095.0,1830.5,725.0,,886.9,-1147.6,-977.0,-241.5,-1347.0,,-1185.1,True,True,False,,False
Kentucky,2192,1924.4,2088.9,3934.7,1401.0,,2040.5,-267.6,-103.1,1742.7,-791.0,,-151.5,True,False,False,,True
Louisiana,6767,7337.9,5948.1,8362.4,6691.0,,6779.8,570.9,-818.9,1595.4,-76.0,,12.8,False,False,True,,True
Maine,257,161.7,160.3,243.9,211.0,,146.5,-95.3,-96.7,-13.1,-46.0,,-110.5,False,True,True,,False
Maryland,5100,4450.3,4533.5,6963.8,4142.0,,4096.2,-649.7,-566.5,1863.8,-958.0,,-1003.8,True,False,False,,False
Massachusetts,11307,10178.1,13074.9,13520.9,9511.0,,9308.8,-1128.9,1767.9,2213.9,-1796.0,,-1998.2,False,False,False,,False
Michigan,11195,7609.7,7669.3,11575.5,7837.0,,7415.5,-3585.3,-3525.7,380.5,-3358.0,,-3779.5,True,True,True,,False
Minnesota,4418,2518.7,2737.6,5587.4,2473.0,,2542.4,-1899.3,-1680.4,1169.4,-1945.0,,-1875.6,True,True,False,,True
Mississippi,4180,4565.6,3900.1,4047.1,4577.0,,3535.0,385.6,-279.9,-132.9,397.0,,-645.0,True,True,False,,False
Missouri,4602,3791.3,3689.5,4994.0,2404.0,,2486.3,-810.7,-912.5,392.0,-2198.0,,-2115.7,False,True,False,,False
Montana,816,297.1,363.7,233.6,385.0,,199.8,-518.9,-452.3,-582.4,-431.0,,-616.2,True,False,True,,False
Nebraska,1365,570.3,706.3,1063.9,623.0,,495.6,-794.7,-658.7,-301.1,-742.0,,-869.4,True,True,True,,False
Nevada,2520,2594.6,1971.1,3816.0,2176.0,,2352.3,74.6,-548.9,1296.0,-344.0,,-167.7,False,False,False,,False
New Hampshire,600,446.9,470.9,605.8,467.0,,473.5,-153.1,-129.1,5.8,-133.0,,-126.5,True,True,True,,True
New Jersey,17732,16709.6,16206.0,16871.3,16460.0,,16587.4,-1022.4,-1526.0,-860.7,-1272.0,,-1144.6,False,True,False,,False
New Mexico,1913,1260.3,1098.0,2063.0,1151.0,,1038.1,-652.7,-815.0,150.0,-762.0,,-874.9,False,True,False,,False
New York,35504,34067.9,33576.8,36958.8,33461.0,,33549.7,-1436.1,-1927.2,1454.8,-2043.0,,-1954.3,False,False,False,,False
North Carolina,5796,5633.7,5675.1,9086.3,5114.0,,4994.0,-162.3,-120.9,3290.3,-682.0,,-802.0,True,False,False,,False
North Dakota,1152,350.0,541.8,538.1,287.0,,312.9,-802.0,-610.2,-613.9,-865.0,,-839.1,True,True,False,,False
Ohio,7477,6060.4,6213.2,9716.2,6304.0,,5399.3,-1416.6,-1263.8,2239.2,-1173.0,,-2077.7,True,False,True,,False
Oklahoma,2042,1601.3,1819.8,3294.5,1768.0,,1289.6,-440.7,-222.2,1252.5,-274.0,,-752.4,True,False,True,,False
Oregon,1150,799.7,790.1,2462.4,686.0,,705.8,-350.3,-359.9,1312.4,-464.0,,-444.2,False,False,False,,False
Pennsylvania,12371,9024.9,9181.2,13686.9,8492.0,,8372.3,-3346.1,-3189.8,1315.9,-3879.0,,-3998.7,True,True,False,,False
Rhode Island,1509,1179.7,1174.2,1914.0,1126.0,,1128.0,-315.3,-320.8,419.0,-369.0,,-367.0,False,False,False,,False
South Carolina,4685,5353.6,5142.2,6183.3,4304.0,,4394.8,668.6,457.2,1498.3,-381.0,,-290.2,True,False,True,,True
South Dakota,1243,256.1,518.6,353.8,324.0,,310.1,-986.9,-724.4,-889.2,-919.0,,-932.9,True,True,True,,True
Tennessee,5400,3500.1,3552.3,6382.7,3614.0,,3524.2,-1899.9,-1847.7,982.7,-1786.0,,-1875.8,True,True,True,,True
Texas,24542,27109.3,19916.9,31930.8,24672.0,23443.0,21027.3,2863.3,-4329.1,7684.8,426.0,-803.0,-3218.7,False,False,True,True,False
Utah,1038,629.9,830.4,1972.4,800.0,,647.0,-408.1,-207.6,934.4,-238.0,,-391.0,True,False,True,,True
Vermont,95,58.0,61.6,59.1,58.0,,60.8,-37.0,-33.4,-35.9,-37.0,,-34.2,True,True,False,,True
Virginia,4409,4188.4,4269.5,8601.0,3465.0,,3167.7,-220.6,-139.5,4192.0,-944.0,,-1241.3,True,False,False,,False
Washington,2941,2618.1,2248.8,4010.2,2357.0,,2691.4,-327.9,-697.2,1064.2,-589.0,,-254.6,False,False,False,,True
West Virginia,966,734.0,1551.4,1366.3,432.0,,365.0,-232.0,585.4,400.3,-534.0,,-601.0,False,False,False,,False
Wisconsin,4324,1805.4,2040.0,3408.9,1681.0,,1734.6,-2462.6,-2228.0,-859.1,-2587.0,,-2533.4,True,True,False,,False
Wyoming,321,111.3,66.0,104.7,85.0,,63.4,-209.7,-255.0,-216.3,-236.0,,-257.6,False,False,False,,False
US,298158,270933.7,233048.3,357325.6,249182.0,215199.0,234677.1,-26862.3,-64747.7,59529.6,-48614.0,-82597.0,-63118.9,False,False,False,False,False
