,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Missouri,3387,3183.3,3134.3,2984.7,2205.0,,2376.9,-203.7,-252.7,-402.3,-1182.0,,-1010.1,False,False,False,,False
Montana,514,245.1,285.8,179.5,306.0,,184.2,-268.9,-228.2,-334.5,-208.0,,-329.8,True,False,True,,False
Nebraska,779,522.3,611.8,641.5,563.0,,479.3,-256.7,-167.2,-137.5,-216.0,,-299.7,True,True,True,,False
Nevada,1908,2246.6,1853.5,2889.9,2000.0,,2108.4,338.6,-54.5,981.9,92.0,,200.4,True,False,True,,True
New Hampshire,499,442.9,459.5,499.2,457.0,,462.8,-56.1,-39.5,0.2,-42.0,,-36.2,True,True,True,,True
New Jersey,16548,16501.6,16166.6,16345.7,16386.0,,16454.8,-46.4,-381.4,-202.3,-162.0,,-93.2,False,False,False,,False
New Mexico,1208,1128.3,1020.0,1292.7,1063.0,,997.0,-79.7,-188.0,84.7,-145.0,,-211.0,False,False,False,,False
New York,34010,33755.9,33552.7,34449.7,33385.0,,33456.2,-254.1,-457.3,439.7,-625.0,,-553.8,False,False,False,,False
North Carolina,4756,4841.7,4979.7,5811.9,4466.0,,4525.9,85.7,223.7,1055.9,-290.0,,-230.1,False,False,False,,False
North Dakota,726,294.0,395.6,339.0,248.0,,285.8,-432.0,-330.4,-387.0,-478.0,,-440.2,True,True,False,,False
Ohio,5714,5540.4,5666.3,6715.0,5721.0,,5048.6,-173.6,-47.7,1001.0,7.0,,-665.4,True,False,True,,False
Oklahoma,1516,1385.3,1531.1,2712.9,1502.0,,1184.2,-130.7,15.1,1196.9,-14.0,,-331.8,True,False,True,,False
Oregon,759,707.7,705.8,1182.3,640.0,,654.0,-51.3,-53.2,423.3,-119.0,,-105.0,False,False,False,,False
Pennsylvania,9252,8656.9,8674.1,9675.6,8297.0,,8268.6,-595.1,-577.9,423.6,-955.0,,-983.4,True,True,False,,False
Rhode Island,1254,1143.7,1154.5,1657.3,1112.0,,1114.2,-96.3,-85.5,417.3,-128.0,,-125.8,True,False,False,,False
South Carolina,4110,4641.6,4595.0,4935.5,3959.0,,4088.9,531.6,485.0,825.5,-151.0,,-21.1,True,False,True,,True
South Dakota,621,232.1,391.4,259.5,279.0,,285.7,-388.9,-229.6,-361.5,-342.0,,-335.3,True,True,True,,True
Tennessee,3877,3028.1,3087.1,5138.5,3108.0,,3083.9,-848.9,-789.9,1261.5,-769.0,,-793.1,True,False,True,,True
Texas,19911,23225.3,18638.0,26438.8,21698.0,19445.0,19773.0,3322.3,-1265.0,6535.8,1795.0,-458.0,-130.0,True,False,True,True,True
Utah,710,569.9,715.5,1013.6,690.0,,588.6,-140.1,5.5,303.6,-20.0,,-121.4,True,False,True,,True
Vermont,59,58.0,61.0,58.7,58.0,,59.6,-1.0,2.0,-0.3,-1.0,,0.6,False,True,False,,True
Virginia,3799,3752.4,3839.9,6701.3,3291.0,,3106.6,-46.6,40.9,2902.3,-508.0,,-692.4,True,False,False,,False
Washington,2519,2426.1,2205.4,2697.7,2286.0,,2494.3,-92.9,-313.6,178.7,-233.0,,-24.7,False,False,False,,True
West Virginia,574,594.0,963.6,877.3,379.0,,350.6,20.0,389.6,303.3,-195.0,,-223.4,False,False,False,,False
Wisconsin,2739,1621.4,1764.2,2068.9,1530.0,,1591.5,-1061.6,-918.8,-614.1,-1153.0,,-1091.5,True,True,False,,False
Wyoming,144,91.3,60.6,63.7,72.0,,60.8,-52.7,-83.4,-80.3,-72.0,,-83.2,False,False,False,,False
US,245664,247265.7,225841.7,282270.8,233926.0,206633.0,226646.7,1680.7,-19743.3,36685.8,-11659.0,-38952.0,-18938.3,False,False,False,False,False
