,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,STH-3PU,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-STH-3PU,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
North Carolina,4756,4566.6,5332.5,4570.1,4523.0,4585.5,4585.0,4940.0,5264.1,4586.6,4326.0,4553.7,4646.4,4776.4,,4514.1,4402.0,4797.5,4566.9,4799.6,4568.6,4842.8,4434.4,4569.3,4563.2,4558.0,4956.4,4649.8,,4308.7,4784.2,4431.0,,4398.8,4540.8,,4628.0,3696.2,4615.0,4471.2,,4950.3,4728.0,4558.0,4840.0,4305.0,4322.9,4806.0,-189.4,576.5,-185.9,-233.0,-170.5,-171.0,184.0,508.1,-169.4,-430.0,-202.3,-109.6,20.4,,-241.9,-354.0,41.5,-189.1,43.6,-187.4,86.8,-321.6,-186.7,-192.8,-198.0,200.4,-106.2,,-447.3,28.2,-325.0,,-357.2,-215.2,,-128.0,-1059.8,-141.0,-284.8,,194.3,-28.0,-198.0,84.0,-451.0,-433.1,50.0,False,True,False,True,True,True,False,True,False,False,True,True,,False,False,True,True,True,True,True,False,True,False,False,False,True,,False,True,False,,False,False,,True,False,True,False,,False,True,False,True,False,False,True
North Dakota,726,662.4,757.0,662.0,667.0,651.0,675.0,545.0,924.8,674.6,495.0,715.7,788.5,647.6,,702.6,593.0,690.4,665.7,698.1,459.1,767.6,646.2,683.3,549.9,594.0,795.6,669.5,,751.9,762.0,669.0,,,600.8,,644.0,358.9,747.0,555.7,,811.5,732.0,962.8,799.0,743.0,491.7,696.0,-63.6,31.0,-64.0,-59.0,-75.0,-51.0,-181.0,198.8,-51.4,-231.0,-10.3,62.5,-78.4,,-23.4,-133.0,-35.6,-60.3,-27.9,-266.9,41.6,-79.8,-42.7,-176.1,-132.0,69.6,-56.5,,25.9,36.0,-57.0,,,-125.2,,-82.0,-367.1,21.0,-170.3,,85.5,6.0,236.8,73.0,17.0,-234.3,-30.0,True,False,True,False,True,False,False,True,False,True,True,False,,True,False,True,True,True,False,True,False,True,False,False,False,True,,True,True,True,,,False,,False,False,True,False,,False,True,False,False,True,False,True
Ohio,5714,5329.3,5263.9,5417.2,5393.0,5354.4,5589.0,6339.0,5770.5,5628.0,5409.0,5428.5,5562.8,5663.9,,5742.6,5617.0,5510.4,5988.7,5663.4,5786.5,5609.9,5375.3,5439.3,5741.9,5577.0,5774.4,5587.7,5915.0,5374.1,5614.0,5444.0,,5514.9,5274.1,,5495.0,6449.2,5485.0,5408.1,,5767.1,5891.0,5577.8,5462.0,5350.0,5415.6,5301.0,-384.7,-450.1,-296.8,-321.0,-359.6,-125.0,625.0,56.5,-86.0,-305.0,-285.5,-151.2,-50.1,,28.6,-97.0,-203.6,274.7,-50.6,72.5,-104.1,-338.7,-274.7,27.9,-137.0,60.4,-126.3,201.0,-339.9,-100.0,-270.0,,-199.1,-439.9,,-219.0,735.2,-229.0,-305.9,,53.1,177.0,-136.2,-252.0,-364.0,-298.4,-413.0,False,True,True,True,True,False,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,False,,True,False,True,True,,True,True,True,True,True,True,False
Oklahoma,1516,1452.6,1726.2,1433.0,1491.0,1430.0,1417.0,1340.0,1347.0,1335.9,1250.0,1412.7,1415.9,1423.3,,1336.6,1413.0,1414.3,1355.8,1584.3,1418.6,1430.8,1307.8,1448.5,1373.4,1533.0,1454.7,1430.2,,1246.1,1484.4,1320.0,,,1437.5,,1421.0,2120.2,1378.0,1406.2,,1473.4,1450.0,1380.6,1440.0,1464.0,1293.8,1396.0,-63.4,210.2,-83.0,-25.0,-86.0,-99.0,-176.0,-169.0,-180.1,-266.0,-103.3,-100.1,-92.7,,-179.4,-103.0,-101.7,-160.2,68.3,-97.4,-85.2,-208.2,-67.5,-142.6,17.0,-61.3,-85.8,,-269.9,-31.6,-196.0,,,-78.5,,-95.0,604.2,-138.0,-109.8,,-42.6,-66.0,-135.4,-76.0,-52.0,-222.2,-120.0,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,True,True,False,,False,True,False,,,False,,False,False,False,False,,True,False,False,False,True,False,False
Oregon,759,701.0,688.1,691.8,724.0,699.0,723.0,732.0,769.2,750.8,656.0,720.3,738.0,722.5,,750.4,686.0,728.5,769.5,775.5,821.8,746.5,685.7,701.6,696.1,784.0,738.7,743.2,,718.3,724.7,689.0,,,698.4,,731.0,778.5,692.0,707.8,,753.5,727.0,709.7,722.0,674.0,676.6,709.0,-58.0,-70.9,-67.2,-35.0,-60.0,-36.0,-27.0,10.2,-8.2,-103.0,-38.7,-21.0,-36.5,,-8.6,-73.0,-30.5,10.5,16.5,62.8,-12.5,-73.3,-57.4,-62.9,25.0,-20.3,-15.8,,-40.7,-34.3,-70.0,,,-60.6,,-28.0,19.5,-67.0,-51.2,,-5.5,-32.0,-49.3,-37.0,-85.0,-82.4,-50.0,False,False,True,False,True,True,True,True,False,True,True,True,,True,False,True,True,True,False,True,False,True,False,True,True,True,,True,True,False,,,False,,True,True,False,True,,True,True,True,True,False,False,True
Pennsylvania,9252,8985.7,9036.2,8948.2,9069.0,8919.5,9029.0,9236.0,9440.4,9022.9,8810.0,9190.2,8894.7,8884.5,,9178.3,8888.0,9089.3,9351.0,9066.7,9192.9,9339.1,8840.9,9021.6,9345.0,8960.0,9047.0,9007.3,,9264.9,9170.1,8874.0,,8901.7,8902.9,,9113.0,8681.7,9326.0,8753.0,,9063.4,9116.0,9021.5,9182.0,9095.5,8682.4,8938.0,-266.3,-215.8,-303.8,-183.0,-332.5,-223.0,-16.0,188.4,-229.1,-442.0,-61.8,-357.3,-367.5,,-73.7,-364.0,-162.7,99.0,-185.3,-59.1,87.1,-411.1,-230.4,93.0,-292.0,-205.0,-244.7,,12.9,-81.9,-378.0,,-350.3,-349.1,,-139.0,-570.3,74.0,-499.0,,-188.6,-136.0,-230.5,-70.0,-156.5,-569.6,-314.0,True,False,True,False,True,True,True,True,False,True,False,False,,True,False,True,True,True,True,True,False,True,True,False,True,True,,True,True,False,,False,False,,True,False,True,False,,True,True,True,True,True,False,False
Rhode Island,1254,1236.9,1425.4,1240.0,1206.0,1245.2,1230.0,1229.0,1309.0,1201.5,1181.0,1314.3,1222.0,1247.4,,1173.1,1197.0,1222.8,1261.2,1183.7,1230.5,1255.0,1192.5,1199.2,1229.1,1196.0,1164.9,1247.4,,1246.0,1245.4,1192.0,,,1200.2,,1247.0,1495.0,1278.0,1168.4,,1186.4,1303.0,1229.8,1278.0,1228.0,1148.3,1230.0,-17.1,171.4,-14.0,-48.0,-8.8,-24.0,-25.0,55.0,-52.5,-73.0,60.3,-32.0,-6.6,,-80.9,-57.0,-31.2,7.2,-70.3,-23.5,1.0,-61.5,-54.8,-24.9,-58.0,-89.1,-6.6,,-8.0,-8.6,-62.0,,,-53.8,,-7.0,241.0,24.0,-85.6,,-67.6,49.0,-24.2,24.0,-26.0,-105.7,-24.0,False,True,False,True,False,False,False,False,False,False,False,True,,False,False,False,True,False,False,True,False,False,False,False,False,True,,True,True,False,,,False,,True,False,False,False,,False,False,False,False,False,False,False
South Carolina,4110,4028.0,4011.1,3975.6,3950.0,3981.2,3995.0,4151.0,3902.8,3898.6,3945.0,4035.0,3996.5,3995.0,,4153.1,3884.0,4029.2,3962.1,4060.2,3858.5,4056.7,3931.7,4003.9,3930.7,3988.0,3992.5,4106.3,,3892.3,4073.9,3826.0,,4094.4,4005.5,,4029.0,5122.0,4061.0,4005.1,,4010.2,4082.0,4108.7,4002.0,3899.0,3951.4,3964.0,-82.0,-98.9,-134.4,-160.0,-128.8,-115.0,41.0,-207.2,-211.4,-165.0,-75.0,-113.5,-115.0,,43.1,-226.0,-80.8,-147.9,-49.8,-251.5,-53.3,-178.3,-106.1,-179.3,-122.0,-117.5,-3.7,,-217.7,-36.1,-284.0,,-15.6,-104.5,,-81.0,1012.0,-49.0,-104.9,,-99.8,-28.0,-1.3,-108.0,-211.0,-158.6,-146.0,False,False,False,False,False,True,False,False,False,True,False,False,,True,False,True,False,True,False,True,False,False,False,False,False,True,,False,True,False,,True,False,,True,False,True,False,,False,True,True,False,False,False,False
South Dakota,621,465.7,457.6,431.8,474.0,431.0,482.0,418.0,730.6,528.6,430.0,588.1,452.9,499.5,,556.2,394.0,496.1,606.2,561.3,354.9,555.5,454.4,484.2,411.8,519.0,492.4,515.7,,437.9,485.1,530.0,,,430.8,,489.0,389.0,576.0,373.0,,510.7,534.0,452.8,520.0,631.0,370.4,478.0,-155.3,-163.4,-189.2,-147.0,-190.0,-139.0,-203.0,109.6,-92.4,-191.0,-32.9,-168.1,-121.5,,-64.8,-227.0,-124.9,-14.8,-59.7,-266.1,-65.5,-166.6,-136.8,-209.2,-102.0,-128.6,-105.3,,-183.1,-135.9,-91.0,,,-190.2,,-132.0,-232.0,-45.0,-248.0,,-110.3,-87.0,-168.2,-101.0,10.0,-250.6,-143.0,False,False,True,False,True,False,True,True,False,True,False,True,,True,False,True,True,True,False,True,False,True,False,True,True,True,,False,True,True,,,False,,True,False,True,False,,True,True,False,True,True,False,True
Tennessee,3877,3456.7,3489.3,3464.1,3470.0,3483.1,3574.0,3641.0,4154.5,3641.7,3386.0,3614.6,3466.7,3709.1,,4215.2,3469.0,3763.1,4008.5,3607.8,3364.3,3602.5,3490.4,3560.5,3375.3,3522.0,3805.5,3590.6,,3344.8,3667.2,3375.0,,3663.9,3490.8,,3675.0,3770.0,3732.0,3510.6,,3793.5,3582.0,3644.4,3583.0,3379.0,3221.1,3567.0,-420.3,-387.7,-412.9,-407.0,-393.9,-303.0,-236.0,277.5,-235.3,-491.0,-262.4,-410.3,-167.9,,338.2,-408.0,-113.9,131.5,-269.2,-512.7,-274.5,-386.6,-316.5,-501.7,-355.0,-71.5,-286.4,,-532.2,-209.8,-502.0,,-213.1,-386.2,,-202.0,-107.0,-145.0,-366.4,,-83.5,-295.0,-232.6,-294.0,-498.0,-655.9,-310.0,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,False,True,True,True,False,True,True,True,,False,True,False,,True,True,,True,True,True,True,,True,True,True,True,False,False,True
Texas,20283,19370.4,19554.9,19372.4,19060.0,19428.7,19387.0,20525.0,18986.8,19006.3,18777.0,19101.5,20228.5,19399.4,,19072.3,19555.0,19678.4,18847.4,19698.3,19231.6,20160.3,19177.9,19456.4,18983.3,19404.0,20428.0,19494.2,,19086.6,19958.3,18582.5,,20215.0,19374.8,24951.0,19407.0,24860.7,19325.0,19287.2,,20418.4,20085.0,19888.2,19555.0,18946.0,18993.5,18536.0,-624.6,-440.1,-622.6,-935.0,-566.3,-608.0,530.0,-1008.2,-988.7,-1218.0,-893.5,233.5,-595.6,,-922.7,-440.0,-316.6,-1147.6,-296.7,-763.4,165.3,-817.1,-538.6,-1011.7,-591.0,433.0,-500.8,,-908.4,-36.7,-1412.5,,220.0,-620.2,4956.0,-588.0,4865.7,-670.0,-707.8,,423.4,90.0,-106.8,-440.0,-1049.0,-1001.5,-1459.0,True,True,False,True,True,True,False,False,False,False,True,True,,False,True,True,False,True,False,True,False,True,False,True,True,True,,False,True,False,,True,True,False,True,False,False,False,,True,True,True,True,False,False,False
Utah,710,643.3,614.4,670.1,757.0,660.0,678.0,678.0,698.4,745.1,600.0,683.7,681.8,503.7,,863.3,650.0,684.0,581.2,632.3,666.2,732.3,642.8,726.4,606.3,701.0,703.6,757.2,,655.5,686.0,652.0,,,606.3,,690.0,553.7,697.0,651.4,,720.9,692.0,630.4,673.0,758.0,479.0,668.0,-66.7,-95.6,-39.9,47.0,-50.0,-32.0,-32.0,-11.6,35.1,-110.0,-26.3,-28.2,-206.3,,153.3,-60.0,-26.0,-128.8,-77.7,-43.8,22.3,-67.2,16.4,-103.7,-9.0,-6.4,47.2,,-54.5,-24.0,-58.0,,,-103.7,,-20.0,-156.3,-13.0,-58.6,,10.9,-18.0,-79.6,-37.0,48.0,-231.0,-42.0,False,True,True,True,True,True,True,True,False,True,True,False,,False,True,True,False,False,True,True,False,True,False,True,True,True,,True,True,True,,,False,,True,False,True,True,,True,True,False,True,True,False,True
Vermont,59,58.0,58.2,58.0,58.0,59.0,59.0,59.0,58.3,58.6,58.0,61.2,60.5,60.2,,58.7,58.0,58.0,58.6,63.9,68.6,59.4,60.4,58.0,62.7,78.0,58.9,67.6,,60.1,58.0,59.0,,,58.0,,61.0,60.3,68.0,58.4,,78.6,59.0,60.5,58.0,59.0,57.9,,-1.0,-0.8,-1.0,-1.0,0.0,0.0,0.0,-0.7,-0.4,-1.0,2.2,1.5,1.2,,-0.3,-1.0,-1.0,-0.4,4.9,9.6,0.4,1.4,-1.0,3.7,19.0,-0.1,8.6,,1.1,-1.0,0.0,,,-1.0,,2.0,1.3,9.0,-0.6,,19.6,0.0,1.5,-1.0,0.0,-1.1,,True,False,False,True,True,True,True,True,False,False,False,False,,True,False,False,True,False,False,True,False,True,False,False,True,False,,False,False,True,,,False,,False,False,False,True,,False,True,False,False,True,False,
Virginia,3799,3719.3,3772.1,3730.2,3681.0,3693.4,3773.0,4115.0,3865.4,3704.1,3635.0,3924.8,3742.8,3938.7,,3701.9,3778.0,3928.4,3910.1,3940.7,3867.0,3848.0,3656.8,3695.3,3880.0,3822.0,3865.7,3842.3,,3623.9,3763.2,3645.0,,3761.5,3631.4,,3775.0,3797.7,3822.0,3611.3,,3880.7,3882.0,3855.7,3792.0,3609.0,3687.7,,-76.7,-23.9,-65.8,-115.0,-102.6,-23.0,319.0,69.4,-91.9,-161.0,128.8,-53.2,142.7,,-94.1,-18.0,132.4,114.1,144.7,71.0,52.0,-139.2,-100.7,84.0,26.0,69.7,46.3,,-172.1,-32.8,-151.0,,-34.5,-164.6,,-21.0,1.7,26.0,-184.7,,84.7,86.0,59.7,-4.0,-187.0,-108.3,,True,True,False,False,True,False,True,False,False,False,True,False,,False,True,False,False,False,True,True,False,False,False,True,True,True,,False,True,False,,True,False,,True,True,True,False,,False,False,True,True,False,False,
Washington,2493,2428.0,2570.2,2458.6,2451.0,2434.9,2448.0,2544.0,2463.8,2442.6,2314.0,2390.3,2468.8,2448.7,,2386.9,2441.0,2486.0,2502.6,2489.7,2527.4,2499.4,2366.7,2394.8,2379.4,2480.0,2459.9,2479.5,,2356.5,2448.0,2332.0,,2370.1,2394.2,,2467.0,2262.1,2503.0,2445.3,,2441.6,2498.0,2462.8,2439.0,2359.0,2373.2,2440.0,-83.0,59.2,-52.4,-60.0,-76.1,-63.0,33.0,-47.2,-68.4,-197.0,-120.7,-42.2,-62.3,,-124.1,-70.0,-25.0,-8.4,-21.3,16.4,-11.6,-144.3,-116.2,-131.6,-31.0,-51.1,-31.5,,-154.5,-63.0,-179.0,,-140.9,-116.8,,-44.0,-248.9,-8.0,-65.7,,-69.4,-13.0,-48.2,-72.0,-152.0,-137.8,-71.0,True,True,True,True,True,True,True,True,False,False,True,True,,False,True,True,True,True,True,True,False,False,False,True,True,True,,False,True,False,,False,False,,True,False,True,True,,True,True,True,True,False,False,True
West Virginia,574,467.6,490.0,452.7,485.0,457.1,491.0,522.0,479.6,472.6,493.0,508.8,478.6,516.1,,511.6,506.0,503.8,542.6,539.2,540.5,493.3,483.2,469.8,548.2,549.0,507.7,,,460.8,534.0,452.0,,,485.6,,498.0,632.1,505.0,476.4,,525.7,484.0,466.1,494.0,449.5,456.0,458.0,-106.4,-84.0,-121.3,-89.0,-116.9,-83.0,-52.0,-94.4,-101.4,-81.0,-65.2,-95.4,-57.9,,-62.4,-68.0,-70.2,-31.4,-34.8,-33.5,-80.7,-90.8,-104.2,-25.8,-25.0,-66.3,,,-113.2,-40.0,-122.0,,,-88.4,,-76.0,58.1,-69.0,-97.6,,-48.3,-90.0,-107.9,-80.0,-124.5,-118.0,-116.0,True,False,True,False,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,False,True,False,,,True,,True,True,True,True,,True,True,False,True,False,False,False
Wisconsin,2739,1994.4,2192.5,2042.1,2207.0,2037.9,2052.0,2325.0,2101.2,2085.6,1835.0,1978.7,1988.0,2177.1,,2260.7,1992.0,2108.6,2139.3,2429.4,2060.2,2174.7,1670.1,2083.2,1832.1,2178.0,2162.4,,2041.0,2040.7,2289.7,1860.0,,1846.1,1930.0,,2061.0,2004.0,1763.0,1935.0,,2176.1,2240.0,1845.4,2087.0,2284.0,1716.4,2129.0,-519.6,-321.5,-471.9,-307.0,-476.1,-462.0,-189.0,-412.8,-428.4,-679.0,-535.3,-526.0,-336.9,,-253.3,-522.0,-405.4,-374.7,-84.6,-453.8,-339.3,-843.9,-430.8,-681.9,-336.0,-351.6,,-473.0,-473.3,-224.3,-654.0,,-667.9,-584.0,,-453.0,-510.0,-751.0,-579.0,,-337.9,-274.0,-668.6,-427.0,-230.0,-797.6,-385.0,True,True,True,True,True,True,True,True,False,False,False,True,,True,False,True,True,True,True,True,False,True,False,True,True,,True,True,True,False,,False,False,,True,True,False,False,,True,True,False,True,True,False,True
Wyoming,144,68.6,80.1,69.9,84.0,69.4,73.0,90.0,67.0,81.2,71.0,78.7,71.1,81.6,,68.0,73.0,64.2,79.0,121.2,88.2,74.6,76.8,71.0,57.0,127.0,76.4,,,63.8,75.4,71.0,,,62.7,,73.0,99.5,109.0,64.3,,96.9,86.0,65.4,70.0,62.0,59.6,,-75.4,-63.9,-74.1,-60.0,-74.6,-71.0,-54.0,-77.0,-62.8,-73.0,-65.3,-72.9,-62.4,,-76.0,-71.0,-79.8,-65.0,-22.8,-55.8,-69.4,-67.2,-73.0,-87.0,-17.0,-67.6,,,-80.2,-68.6,-73.0,,,-81.3,,-71.0,-44.5,-35.0,-79.7,,-47.1,-58.0,-78.6,-74.0,-82.0,-84.4,,True,True,True,True,True,True,False,True,True,True,True,True,,False,True,False,True,True,True,True,True,True,False,True,True,,,False,True,True,,,False,,True,True,True,False,,True,True,False,True,False,False,
US,246002,238597.1,246503.3,238992.4,,238955.4,240760.0,244365.0,245762.2,236517.6,231866.0,239058.3,241373.6,,245316.0,240504.4,236332.0,241294.3,241632.4,,237080.1,244241.5,231239.7,241066.7,,238983.0,240700.9,238931.3,,234491.8,243919.5,232903.5,242120.5,238252.7,237184.3,238015.0,241172.0,250684.7,241728.0,237821.5,247309.0,241437.7,243838.0,241967.9,243534.0,240208.5,233294.6,239303.0,-6713.9,1192.3,-6318.6,,-6355.6,-4551.0,-946.0,451.2,-8793.4,-13445.0,-6252.7,-3937.4,,5.0,-4806.6,-8979.0,-4016.7,-3678.6,,-8230.9,-1069.5,-14071.3,-4244.3,,-6328.0,-4610.1,-6379.7,,-10819.2,-1391.5,-12407.5,-3190.5,-7058.3,-8126.7,-7296.0,-4139.0,5373.7,-3583.0,-7489.5,1998.0,-3873.3,-1473.0,-3343.1,-1777.0,-5102.5,-12016.4,-6008.0,True,True,,True,True,True,True,False,False,True,True,,True,True,False,True,True,,False,True,False,True,,True,True,True,,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True
