,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
New Mexico,1208,1112.6,798.4,1078.6,1076.0,,927.1,-95.4,-409.6,-129.4,-132.0,,-280.9,False,False,False,,False
New York,34010,33392.9,33221.2,32719.9,33385.0,,33164.4,-649.1,-820.8,-1322.1,-657.0,,-877.6,False,False,False,,False
North Carolina,4756,4712.7,3727.4,6161.5,4027.0,,3934.3,-43.3,-1028.6,1405.5,-729.0,,-821.7,False,False,False,,False
North Dakota,726,266.4,342.2,308.0,242.0,,218.2,-459.6,-383.8,-418.0,-484.0,,-507.8,True,True,False,,False
Ohio,6132,5780.3,4561.0,5389.3,5558.0,,5497.4,-639.7,-1859.0,-1030.7,-862.0,,-922.6,False,False,False,,False
Oklahoma,1516,1496.7,1237.2,1513.8,1179.0,,1278.5,-19.3,-278.8,-2.2,-337.0,,-237.5,False,True,False,,False
Oregon,759,760.9,647.5,1506.0,655.0,,737.6,1.9,-111.5,747.0,-104.0,,-21.4,False,False,False,,False
Pennsylvania,9252,8790.1,8038.5,12695.4,8192.0,,8182.0,-461.9,-1213.5,3443.4,-1060.0,,-1070.0,False,False,False,,False
Rhode Island,1283,1136.7,1092.0,1137.5,1230.0,,1108.1,-110.3,-155.0,-109.5,-17.0,,-138.9,False,True,True,,False
South Carolina,4110,5290.4,2589.3,4203.4,3655.0,,4180.6,1180.4,-1520.7,93.4,-455.0,,70.6,False,True,True,,True
South Dakota,621,255.9,353.6,247.4,282.0,,296.0,-365.1,-267.4,-373.6,-339.0,,-325.0,True,False,True,,True
Tennessee,3877,3950.3,2420.6,4207.4,3036.0,,3382.3,73.3,-1456.4,330.4,-841.0,,-494.7,False,False,False,,False
Texas,20283,27148.9,14560.4,23634.9,27346.0,18858.0,20907.8,7209.9,-5378.6,3695.9,7407.0,-1081.0,968.8,True,True,False,True,True
Utah,710,645.9,661.0,715.4,707.0,,645.5,-64.1,-49.0,5.4,-3.0,,-64.5,True,True,True,,False
Vermont,59,58.0,65.7,62.1,59.0,,60.1,-1.0,6.7,3.1,0.0,,1.1,False,False,True,,False
Virginia,3799,3486.7,3188.7,2665.4,2861.0,,2875.3,-312.3,-610.3,-1133.6,-938.0,,-923.7,False,False,False,,False
Washington,2493,2835.3,2438.2,4026.3,2405.0,,2683.8,328.3,-68.8,1519.3,-102.0,,176.8,True,False,True,,True
West Virginia,574,404.3,234.8,529.5,309.0,,275.2,-169.7,-339.2,-44.5,-265.0,,-298.8,False,True,False,,False
Wisconsin,2739,1579.0,1848.8,1520.8,1477.0,,1427.3,-1106.0,-836.2,-1164.2,-1208.0,,-1257.7,True,False,False,,False
Wyoming,144,120.0,64.6,34.0,42.0,,63.0,-24.0,-79.4,-110.0,-102.0,,-81.0,False,False,False,,False
US,246811,256837.7,202627.6,275944.0,235968.0,239542.0,225624.7,10119.7,-44090.4,29226.0,-10750.0,-7176.0,-21093.3,False,False,False,True,False
