,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
08095,36,10.0,,11.3,,12.0,0.0,,,,,20.7,22.8,,,,56.0,,2.4,4.3,,,15.0,13.5,25.9,,12.0,27.6,,,,,,30.1,,,,12.3,-26.0,,-24.7,,-24.0,-36.0,,,,,-15.3,-13.2,,,,20.0,,-33.6,-31.7,,,-21.0,-22.5,-10.1,,-24.0,-8.4,,,,,,-5.9,,,,-23.7,,True,,True,False,,,,,True,True,,,,True,,False,False,,,True,True,True,,True,True,,,,,,True,,,,True
08097,256,180.0,,183.5,,186.0,211.0,,,,,123.5,235.4,,,,134.0,,219.8,31.5,,,238.0,195.7,224.5,255.0,141.0,149.9,,,,,,168.4,,,,208.2,-76.0,,-72.5,,-70.0,-45.0,,,,,-132.5,-20.6,,,,-122.0,,-36.2,-224.5,,,-18.0,-60.3,-31.5,-1.0,-115.0,-106.1,,,,,,-87.6,,,,-47.8,,True,,True,True,,,,,False,True,,,,False,,True,False,,,True,True,True,True,False,False,,,,,,False,,,,True
08099,105,268.0,,267.5,,195.0,228.0,,,,,123.1,192.2,,,,159.0,,211.2,80.1,,,187.0,184.9,223.5,260.0,196.0,180.6,,,,,,243.2,,,,398.3,163.0,,162.5,,90.0,123.0,,,,,18.1,87.2,,,,54.0,,106.2,-24.9,,,82.0,79.9,118.5,155.0,91.0,75.6,,,,,,138.2,,,,293.3,,True,,True,True,,,,,True,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,False
08101,1501,3208.0,,3144.3,,2529.0,2223.0,,,,,1423.7,2289.3,,2774.4,,2873.0,,2250.9,1383.4,3683.5,,2826.0,2457.7,2392.1,2707.0,2493.0,1953.1,,,,,2526.2,2771.6,2332.0,,,4138.4,1707.0,,1643.3,,1028.0,722.0,,,,,-77.3,788.3,,1273.4,,1372.0,,749.9,-117.6,2182.5,,1325.0,956.7,891.1,1206.0,992.0,452.1,,,,,1025.2,1270.6,831.0,,,2637.4,,True,,True,True,,,,,True,True,,True,,True,,True,True,False,,True,True,True,True,True,True,,,,,True,True,True,,,False
08103,53,82.0,,88.6,,57.0,2.0,,,,,37.1,42.0,,,,65.0,,65.3,18.9,,,30.0,64.9,78.7,60.0,51.0,59.8,,,,,,76.8,,,,55.6,29.0,,35.6,,4.0,-51.0,,,,,-15.9,-11.0,,,,12.0,,12.3,-34.1,,,-23.0,11.9,25.7,7.0,-2.0,6.8,,,,,,23.8,,,,2.6,,False,,True,False,,,,,True,True,,,,True,,True,False,,,True,True,True,True,True,True,,,,,,True,,,,True
08105,76,62.0,,59.1,,60.0,64.0,,,,,45.8,64.9,,,,103.0,,54.2,21.9,,,41.0,58.5,82.4,67.0,50.0,69.6,,,,,,68.6,,,,67.5,-14.0,,-16.9,,-16.0,-12.0,,,,,-30.2,-11.1,,,,27.0,,-21.8,-54.1,,,-35.0,-17.5,6.4,-9.0,-26.0,-6.4,,,,,,-7.4,,,,-8.5,,False,,False,True,,,,,False,True,,,,False,,False,False,,,False,False,True,True,False,True,,,,,,True,,,,True
08107,135,262.0,,260.8,,209.0,213.0,,,,,132.0,278.4,,,,289.0,,136.8,50.4,,,132.0,219.8,264.5,240.0,202.0,177.8,,,,,,370.1,,,,284.8,127.0,,125.8,,74.0,78.0,,,,,-3.0,143.4,,,,154.0,,1.8,-84.6,,,-3.0,84.8,129.5,105.0,67.0,42.8,,,,,,235.1,,,,149.8,,True,,True,True,,,,,True,False,,,,False,,True,True,,,True,True,False,True,True,True,,,,,,False,,,,False
08109,15,12.0,,14.8,,12.0,0.0,,,,,29.5,18.2,,,,37.0,,12.5,6.4,,,6.0,21.8,34.1,20.0,16.0,32.9,,,,,,20.7,,,,6.7,-3.0,,-0.2,,-3.0,-15.0,,,,,14.5,3.2,,,,22.0,,-2.5,-8.6,,,-9.0,6.8,19.1,5.0,1.0,17.9,,,,,,5.7,,,,-8.3,,True,,False,False,,,,,False,False,,,,False,,True,False,,,False,False,False,False,True,False,,,,,,False,,,,False
08111,4,14.0,,15.8,,7.0,,,,,,3.9,8.1,,,,6.0,,17.9,0.6,,,5.0,3.8,7.2,,7.0,13.4,,,,,,25.2,,,,19.5,10.0,,11.8,,3.0,,,,,,-0.1,4.1,,,,2.0,,13.9,-3.4,,,1.0,-0.2,3.2,,3.0,9.4,,,,,,21.2,,,,15.5,,False,,True,,,,,,True,True,,,,True,,False,True,,,True,True,True,,True,True,,,,,,False,,,,False
08113,101,56.0,,51.0,,55.0,54.0,,,,,45.6,209.6,,,,44.0,,140.5,12.4,,,68.0,74.4,90.3,99.0,49.0,54.9,,,,,,47.5,,,,101.5,-45.0,,-50.0,,-46.0,-47.0,,,,,-55.4,108.6,,,,-57.0,,39.5,-88.6,,,-33.0,-26.6,-10.7,-2.0,-52.0,-46.1,,,,,,-53.5,,,,0.5,,False,,False,False,,,,,False,False,,,,False,,True,False,,,True,True,True,True,False,False,,,,,,False,,,,True
08115,9,2.0,,1.4,,3.0,0.0,,,,,10.1,5.8,,,,35.0,,1.3,4.2,,,1.0,5.4,15.7,,5.0,13.3,,,,,,21.3,,,,4.3,-7.0,,-7.6,,-6.0,-9.0,,,,,1.1,-3.2,,,,26.0,,-7.7,-4.8,,,-8.0,-3.6,6.7,,-4.0,4.3,,,,,,12.3,,,,-4.7,,False,,True,False,,,,,True,True,,,,False,,False,True,,,False,True,True,,True,True,,,,,,False,,,,True
08117,262,268.0,,268.4,,244.0,235.0,,,,,208.7,295.2,,,,264.0,,215.6,111.4,351.5,,232.0,257.1,328.5,238.0,186.0,276.3,,,,,,342.1,,,,310.5,6.0,,6.4,,-18.0,-27.0,,,,,-53.3,33.2,,,,2.0,,-46.4,-150.6,89.5,,-30.0,-4.9,66.5,-24.0,-76.0,14.3,,,,,,80.1,,,,48.5,,False,,False,False,,,,,False,False,,,,True,,False,False,False,,False,True,False,False,False,False,,,,,,False,,,,False
08119,113,250.0,,251.6,,188.0,188.0,,,,,127.6,255.5,,,,181.0,,139.4,72.6,,,164.0,226.7,290.6,259.0,183.0,199.8,,,,,,224.3,,,,247.4,137.0,,138.6,,75.0,75.0,,,,,14.6,142.5,,,,68.0,,26.4,-40.4,,,51.0,113.7,177.6,146.0,70.0,86.8,,,,,,111.3,,,,134.4,,False,,True,True,,,,,True,False,,,,True,,True,True,,,True,True,False,False,True,True,,,,,,True,,,,True
08121,42,16.0,,13.2,,29.0,0.0,,,,,30.4,22.7,,,,39.0,,38.5,5.3,,,1.0,28.9,52.9,,29.0,91.1,,,,,,41.2,,,,72.5,-26.0,,-28.8,,-13.0,-42.0,,,,,-11.6,-19.3,,,,-3.0,,-3.5,-36.7,,,-41.0,-13.1,10.9,,-13.0,49.1,,,,,,-0.8,,,,30.5,,False,,True,False,,,,,True,True,,,,True,,True,False,,,False,True,True,,True,False,,,,,,True,,,,False
08123,2189,3106.0,,2901.3,3136.8,2786.0,3020.0,,,,,2188.4,2896.7,,2855.6,,3519.0,,2293.3,2561.8,3954.0,,2558.0,2693.5,3349.0,2612.0,2307.0,,,,,,1928.6,2751.0,2776.0,,,3292.9,917.0,,712.3,947.8,597.0,831.0,,,,,-0.6,707.7,,666.6,,1330.0,,104.3,372.8,1765.0,,369.0,504.5,1160.0,423.0,118.0,,,,,,-260.4,562.0,587.0,,,1103.9,,True,False,True,True,,,,,True,True,,True,,False,,True,True,False,,True,True,False,True,True,,,,,,True,True,True,,,False
08125,91,132.0,,135.0,,132.0,,,,,,71.6,150.8,,,,182.0,,145.7,21.5,,,183.0,112.1,156.0,153.0,88.0,83.3,,,,,,129.8,,,,140.0,41.0,,44.0,,41.0,,,,,,-19.4,59.8,,,,91.0,,54.7,-69.5,,,92.0,21.1,65.0,62.0,-3.0,-7.7,,,,,,38.8,,,,49.0,,False,,False,,,,,,True,False,,,,False,,False,False,,,False,True,False,False,True,True,,,,,,True,,,,False
09001,6486,10160.0,,10158.9,10113.7,9177.0,12196.0,,,,,7996.2,7705.9,,13446.6,,8382.0,,11787.9,9069.5,9414.5,,9562.5,8761.7,10267.9,6384.0,8911.0,7256.8,,,,,9309.2,9726.6,5015.0,,,5163.1,3674.0,,3672.9,3627.7,2691.0,5710.0,,,,,1510.2,1219.9,,6960.6,,1896.0,,5301.9,2583.5,2928.5,,3076.5,2275.7,3781.9,-102.0,2425.0,770.8,,,,,2823.2,3240.6,-1471.0,,,-1322.9,,True,True,True,False,,,,,True,True,,False,,True,,False,True,True,,True,True,False,True,True,True,,,,,True,True,True,,,True
09003,7375,9998.0,,10269.3,9984.7,9966.0,14077.0,,,,,7900.4,7007.0,,13397.3,,9528.0,,14642.6,6812.2,9348.5,,21904.0,7869.9,9761.6,6353.0,8795.0,11019.1,,,,,7872.8,9023.7,5233.0,,,14790.7,2623.0,,2894.3,2609.7,2591.0,6702.0,,,,,525.4,-368.0,,6022.3,,2153.0,,7267.6,-562.8,1973.5,,14529.0,494.9,2386.6,-1022.0,1420.0,3644.1,,,,,497.8,1648.7,-2142.0,,,7415.7,,False,True,True,False,,,,,True,True,,False,,True,,False,True,True,,False,True,True,True,True,False,,,,,True,True,True,,,False
09005,1208,1730.0,,1688.3,,1629.0,1760.0,,,,,970.8,1536.2,,2148.4,,1393.0,,2400.4,1575.8,1594.0,,1630.0,1348.4,1864.8,1991.0,1616.0,1260.2,,,,,1560.5,1620.7,824.0,,,2116.9,522.0,,480.3,,421.0,552.0,,,,,-237.2,328.2,,940.4,,185.0,,1192.4,367.8,386.0,,422.0,140.4,656.8,783.0,408.0,52.2,,,,,352.5,412.7,-384.0,,,908.9,,True,,True,False,,,,,True,True,,False,,True,,False,True,True,,True,True,False,False,True,True,,,,,True,True,True,,,False
09007,1141,1452.0,,1453.8,,1408.0,1983.0,,,,,772.9,1294.7,,1762.3,,1378.0,,1694.9,1159.2,1236.5,,1603.5,1117.3,1576.9,1565.0,1344.0,1488.5,,,,,1730.8,1380.2,624.0,,,1602.9,311.0,,312.8,,267.0,842.0,,,,,-368.1,153.7,,621.3,,237.0,,553.9,18.2,95.5,,462.5,-23.7,435.9,424.0,203.0,347.5,,,,,589.8,239.2,-517.0,,,461.9,,False,,True,False,,,,,False,True,,False,,True,,False,True,True,,False,True,False,False,True,False,,,,,False,True,False,,,False
09009,6298,9986.0,,9630.0,10610.5,9895.0,10303.0,,,,,7756.7,9675.0,,15716.0,,8384.0,,12485.4,9631.8,9831.5,,9226.0,9268.1,10150.9,8362.0,8828.0,9029.9,,,,,10633.6,10138.7,5217.0,,,11401.3,3688.0,,3332.0,4312.5,3597.0,4005.0,,,,,1458.7,3377.0,,9418.0,,2086.0,,6187.4,3333.8,3533.5,,2928.0,2970.1,3852.9,2064.0,2530.0,2731.9,,,,,4335.6,3840.7,-1081.0,,,5103.3,,True,False,True,False,,,,,True,True,,False,,True,,False,True,True,,True,True,False,True,True,True,,,,,False,False,True,,,False
09011,1961,2072.0,,2086.8,,2032.0,2383.0,,,,,1503.1,1915.4,,,,2462.0,,3017.2,1993.7,1825.5,,2215.5,1769.8,2348.7,2520.0,2019.0,1877.3,,,,,1912.6,2228.4,1278.0,,,1752.3,111.0,,125.8,,71.0,422.0,,,,,-457.9,-45.6,,,,501.0,,1056.2,32.7,-135.5,,254.5,-191.2,387.7,559.0,58.0,-83.7,,,,,-48.4,267.4,-683.0,,,-208.7,,False,,True,False,,,,,False,True,,,,False,,False,True,False,,False,False,False,False,True,True,,,,,True,False,False,,,False
09013,760,1024.0,,987.1,,953.0,1947.0,,,,,569.6,777.4,,1263.2,,1150.0,,945.2,827.0,870.5,,662.0,773.8,1039.0,1172.0,1129.0,1043.0,,,,,916.1,904.9,611.0,,,833.4,264.0,,227.1,,193.0,1187.0,,,,,-190.4,17.4,,503.2,,390.0,,185.2,67.0,110.5,,-98.0,13.8,279.0,412.0,369.0,283.0,,,,,156.1,144.9,-149.0,,,73.4,,True,,True,False,,,,,True,True,,False,,False,,True,True,True,,True,True,False,False,False,False,,,,,True,True,True,,,True
09015,1164,1180.0,,1222.7,,1136.0,1446.0,,,,,633.4,735.4,,,,1209.0,,1918.9,955.5,1065.5,,999.5,853.4,1097.6,1368.0,1073.0,1042.7,,,,,1020.6,1130.0,,,,1235.4,16.0,,58.7,,-28.0,282.0,,,,,-530.6,-428.6,,,,45.0,,754.9,-208.5,-98.5,,-164.5,-310.6,-66.4,204.0,-91.0,-121.3,,,,,-143.4,-34.0,,,,71.4,,False,,False,False,,,,,False,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
10001,1751,2228.0,,2206.3,,2364.0,2556.0,,,,,1922.3,2641.6,,3428.6,,1349.0,,4660.7,1497.6,2316.5,,4260.5,2221.4,2287.1,2809.0,2210.0,2007.0,,,,,2195.2,2020.4,2616.0,,,3809.3,477.0,,455.3,,613.0,805.0,,,,,171.3,890.6,,1677.6,,-402.0,,2909.7,-253.4,565.5,,2509.5,470.4,536.1,1058.0,459.0,256.0,,,,,444.2,269.4,865.0,,,2058.3,,True,,False,False,,,,,True,False,,False,,True,,False,True,False,,False,True,False,False,True,True,,,,,True,True,False,,,False
10003,5599,7134.0,,7030.6,6943.5,7102.0,7347.0,,,,,6264.8,9143.2,,9216.3,,4859.0,,9226.1,4167.0,7425.5,,7441.0,6892.2,7558.3,7936.0,6344.0,5729.6,,,,,7479.3,6586.1,7754.0,,,5153.7,1535.0,,1431.6,1344.5,1503.0,1748.0,,,,,665.8,3544.2,,3617.3,,-740.0,,3627.1,-1432.0,1826.5,,1842.0,1293.2,1959.3,2337.0,745.0,130.6,,,,,1880.3,987.1,2155.0,,,-445.3,,True,True,True,False,,,,,True,False,,False,,True,,False,True,False,,False,True,False,False,True,True,,,,,False,True,False,,,True
10005,2217,2202.0,,2142.3,,2236.0,2432.0,,,,,2484.9,2264.7,,3246.7,,1473.0,,2050.0,1143.0,2053.0,,2631.0,2398.8,2794.8,2738.0,2366.0,2050.9,,,,,2269.9,1780.2,2068.0,,,2703.0,-15.0,,-74.7,,19.0,215.0,,,,,267.9,47.7,,1029.7,,-744.0,,-167.0,-1074.0,-164.0,,414.0,181.8,577.8,521.0,149.0,-166.1,,,,,52.9,-436.8,-149.0,,,486.0,,False,,False,False,,,,,False,False,,False,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,False,,,False
12001,1399,1314.0,,1326.0,,1320.0,1739.0,,,,,1672.7,1486.1,,1490.2,,1387.0,,1214.5,870.5,1163.5,,1153.0,1413.9,1540.9,1623.0,1297.0,1931.1,,,,,1152.9,1469.0,1154.0,,,1375.3,-85.0,,-73.0,,-79.0,340.0,,,,,273.7,87.1,,91.2,,-12.0,,-184.5,-528.5,-235.5,,-246.0,14.9,141.9,224.0,-102.0,532.1,,,,,-246.1,70.0,-245.0,,,-23.7,,True,,True,False,,,,,False,False,,False,,True,,False,False,False,,False,True,False,False,False,False,,,,,False,True,False,,,True
12003,216,158.0,,159.5,,162.0,103.0,,,,,269.6,146.6,,,,195.0,,129.8,81.4,,,194.0,208.6,203.0,221.0,167.0,225.4,,,,,124.0,213.0,,,,300.5,-58.0,,-56.5,,-54.0,-113.0,,,,,53.6,-69.4,,,,-21.0,,-86.2,-134.6,,,-22.0,-7.4,-13.0,5.0,-49.0,9.4,,,,,-92.0,-3.0,,,,84.5,,True,,True,False,,,,,True,False,,,,True,,False,False,,,True,True,True,True,True,True,,,,,False,True,,,,False
12005,1637,1240.0,,1229.7,,1171.0,1376.0,,,,,1231.3,1307.2,,,,1083.0,,1011.6,962.1,1052.5,,1059.0,1465.5,1444.9,1777.0,1300.0,1142.8,,,,,867.4,1316.5,1549.0,,,1695.1,-397.0,,-407.3,,-466.0,-261.0,,,,,-405.7,-329.8,,,,-554.0,,-625.4,-674.9,-584.5,,-578.0,-171.5,-192.1,140.0,-337.0,-494.2,,,,,-769.6,-320.5,-88.0,,,58.1,,False,,False,True,,,,,False,True,,,,False,,False,False,False,,False,True,True,True,True,False,,,,,False,True,True,,,True
12007,535,176.0,,182.8,,170.0,186.0,,,,,238.0,194.5,,,,137.0,,165.5,85.8,,,187.0,208.5,205.2,252.0,178.0,132.2,,,,,,194.2,,,,236.0,-359.0,,-352.2,,-365.0,-349.0,,,,,-297.0,-340.5,,,,-398.0,,-369.5,-449.2,,,-348.0,-326.5,-329.8,-283.0,-357.0,-402.8,,,,,,-340.8,,,,-299.0,,True,,False,True,,,,,True,True,,,,False,,False,False,,,True,True,True,True,True,False,,,,,,True,,,,True
12009,2419,2204.0,,2192.3,3000.5,2233.0,1899.0,,,,,2420.8,3770.3,,,,9513.0,,1955.3,2281.2,2437.5,,2016.5,2416.9,2715.3,2552.0,2401.0,2546.4,,,,,1858.7,3032.5,2218.0,,,3773.4,-215.0,,-226.7,581.5,-186.0,-520.0,,,,,1.8,1351.3,,,,7094.0,,-463.7,-137.8,18.5,,-402.5,-2.1,296.3,133.0,-18.0,127.4,,,,,-560.3,613.5,-201.0,,,1354.4,,False,False,True,False,,,,,True,False,,,,False,,False,True,True,,False,True,False,True,True,True,,,,,False,False,True,,,False
12011,12764,13400.0,,13639.9,15937.8,13135.0,12621.0,,,,,12316.5,13869.9,,13981.6,,13604.0,,13399.8,13046.5,13582.5,,12769.5,13442.9,14966.1,15194.0,12638.0,11630.4,,,,,11031.5,12551.8,12301.0,,,24959.4,636.0,,875.9,3173.8,371.0,-143.0,,,,,-447.5,1105.9,,1217.6,,840.0,,635.8,282.5,818.5,,5.5,678.9,2202.1,2430.0,-126.0,-1133.6,,,,,-1732.5,-212.2,-463.0,,,12195.4,,False,False,True,True,,,,,True,False,,False,,False,,True,True,False,,True,False,False,False,True,False,,,,,False,True,True,,,False
12013,173,126.0,,123.5,,110.0,1.0,,,,,121.2,84.5,,,,87.0,,175.4,61.5,,,81.0,127.9,113.1,168.0,115.0,102.6,,,,,,131.4,,,,184.7,-47.0,,-49.5,,-63.0,-172.0,,,,,-51.8,-88.5,,,,-86.0,,2.4,-111.5,,,-92.0,-45.1,-59.9,-5.0,-58.0,-70.4,,,,,,-41.6,,,,11.7,,False,,False,False,,,,,False,False,,,,False,,True,False,,,False,True,False,True,False,False,,,,,,True,,,,True
12015,1003,1134.0,,1156.8,,1114.0,1053.0,,,,,1010.0,1323.9,,1363.4,,928.0,,1211.2,935.8,872.5,,1190.0,1197.1,1231.2,1455.0,1171.0,1140.9,,,,,1049.5,1087.0,984.0,,,1419.2,131.0,,153.8,,111.0,50.0,,,,,7.0,320.9,,360.4,,-75.0,,208.2,-67.2,-130.5,,187.0,194.1,228.2,452.0,168.0,137.9,,,,,46.5,84.0,-19.0,,,416.2,,False,,True,True,,,,,True,False,,False,,True,,False,True,True,,False,False,False,False,False,False,,,,,True,True,True,,,False
12017,890,746.0,,748.0,,746.0,658.0,,,,,797.5,879.1,,,,913.0,,636.4,700.2,809.5,,721.0,842.3,896.5,757.0,799.0,928.3,,,,,533.9,757.5,1402.0,,,740.1,-144.0,,-142.0,,-144.0,-232.0,,,,,-92.5,-10.9,,,,23.0,,-253.6,-189.8,-80.5,,-169.0,-47.7,6.5,-133.0,-91.0,38.3,,,,,-356.1,-132.5,512.0,,,-149.9,,True,,False,False,,,,,True,True,,,,True,,False,False,True,,False,True,True,True,True,True,,,,,False,True,False,,,False
12019,1651,1144.0,,1135.2,,1147.0,993.0,,,,,1370.6,1463.5,,,,1201.0,,1051.0,840.2,1295.0,,1188.0,1306.5,1413.8,1265.0,1164.0,1192.0,,,,,943.7,1734.2,1134.0,,,1625.1,-507.0,,-515.8,,-504.0,-658.0,,,,,-280.4,-187.5,,,,-450.0,,-600.0,-810.8,-356.0,,-463.0,-344.5,-237.2,-386.0,-487.0,-459.0,,,,,-707.3,83.2,-517.0,,,-25.9,,False,,True,False,,,,,True,True,,,,True,,False,False,True,,True,True,True,True,True,True,,,,,False,True,False,,,True
12021,1704,2206.0,,2206.4,2605.4,2231.0,2366.0,,,,,2477.5,2856.1,,2530.5,,2514.0,,2226.1,2240.0,2237.0,,2081.5,2166.6,2613.9,2895.0,2216.0,3208.3,,,,,2286.4,1940.4,2105.0,,,2095.9,502.0,,502.4,901.4,527.0,662.0,,,,,773.5,1152.1,,826.5,,810.0,,522.1,536.0,533.0,,377.5,462.6,909.9,1191.0,512.0,1504.3,,,,,582.4,236.4,401.0,,,391.9,,False,False,False,False,,,,,False,False,,False,,False,,False,False,False,,True,True,False,False,False,False,,,,,False,True,True,,,True
12023,664,356.0,,370.3,,360.0,300.0,,,,,554.7,369.2,,,,479.0,,316.6,272.5,345.0,,364.0,473.2,469.2,482.0,417.0,476.7,,,,,275.4,382.8,,,,484.4,-308.0,,-293.7,,-304.0,-364.0,,,,,-109.3,-294.8,,,,-185.0,,-347.4,-391.5,-319.0,,-300.0,-190.8,-194.8,-182.0,-247.0,-187.3,,,,,-388.6,-281.2,,,,-179.6,,True,,True,False,,,,,True,True,,,,True,,False,False,False,,True,True,True,True,True,True,,,,,False,True,,,,True
12027,242,202.0,,297.8,,186.0,145.0,,,,,337.5,174.3,,,,233.0,,63.9,236.5,232.0,,108.0,196.2,224.0,182.0,208.0,498.2,,,,,213.2,181.3,,,,123.0,-40.0,,55.8,,-56.0,-97.0,,,,,95.5,-67.7,,,,-9.0,,-178.1,-5.5,-10.0,,-134.0,-45.8,-18.0,-60.0,-34.0,256.2,,,,,-28.8,-60.7,,,,-119.0,,False,,False,False,,,,,False,False,,,,True,,False,True,True,,False,False,True,False,True,False,,,,,True,False,,,,False
12029,83,32.0,,31.7,,36.0,0.0,,,,,101.0,28.8,,,,92.0,,35.6,41.6,,,38.0,35.2,46.9,56.0,62.0,123.7,,,,,,50.7,,,,32.7,-51.0,,-51.3,,-47.0,-83.0,,,,,18.0,-54.2,,,,9.0,,-47.4,-41.4,,,-45.0,-47.8,-36.1,-27.0,-21.0,40.7,,,,,,-32.3,,,,-50.3,,False,,True,False,,,,,True,False,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,True
12031,8302,6182.0,,6351.6,7603.5,6781.0,4936.0,,,,,6940.0,10127.7,,7355.4,,6836.0,,6991.4,5967.0,7042.0,,7365.5,7084.7,7265.5,8409.0,5918.0,5088.8,,,,,6155.3,6255.1,5702.0,,,12233.3,-2120.0,,-1950.4,-698.5,-1521.0,-3366.0,,,,,-1362.0,1825.7,,-946.6,,-1466.0,,-1310.6,-2335.0,-1260.0,,-936.5,-1217.3,-1036.5,107.0,-2384.0,-3213.2,,,,,-2146.7,-2046.9,-2600.0,,,3931.3,,True,True,True,False,,,,,True,True,,True,,True,,True,False,True,,True,True,True,True,False,False,,,,,False,True,False,,,False
12033,2652,2204.0,,2206.8,2583.7,2281.0,2676.0,,,,,2376.8,2543.5,,,,2392.0,,2076.3,2411.7,2145.5,,2621.0,2500.8,2725.0,2966.0,2322.0,1856.5,,,,,1801.3,2371.4,2391.0,,,2212.9,-448.0,,-445.2,-68.3,-371.0,24.0,,,,,-275.2,-108.5,,,,-260.0,,-575.7,-240.3,-506.5,,-31.0,-151.2,73.0,314.0,-330.0,-795.5,,,,,-850.7,-280.6,-261.0,,,-439.1,,True,True,True,True,,,,,True,True,,,,True,,False,True,False,,True,True,True,True,True,False,,,,,False,True,True,,,True
12035,504,314.0,,317.1,,320.0,281.0,,,,,420.9,393.4,,,,532.0,,252.5,285.1,336.0,,321.0,382.6,439.0,337.0,395.0,479.7,,,,,278.6,890.0,,,,259.0,-190.0,,-186.9,,-184.0,-223.0,,,,,-83.1,-110.6,,,,28.0,,-251.5,-218.9,-168.0,,-183.0,-121.4,-65.0,-167.0,-109.0,-24.3,,,,,-225.4,386.0,,,,-245.0,,True,,True,False,,,,,True,True,,,,True,,False,False,True,,True,True,True,True,True,True,,,,,False,False,,,,False
12037,28,26.0,,23.9,,26.0,0.0,,,,,79.1,37.6,,,,36.0,,7.7,29.2,,,10.0,24.6,30.2,10.0,43.0,53.9,,,,,,52.8,,,,28.2,-2.0,,-4.1,,-2.0,-28.0,,,,,51.1,9.6,,,,8.0,,-20.3,1.2,,,-18.0,-3.4,2.2,-18.0,15.0,25.9,,,,,,24.8,,,,0.2,,False,,False,False,,,,,False,False,,,,False,,False,True,,,False,False,False,False,False,False,,,,,,False,,,,True
