,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,OneQuietNight-ML,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-OneQuietNight-ML,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01061,430,355.0,272.0,,,,,409.0,,313.1,237.2,,338.0,676.0,,,245.4,,,-75.0,-158.0,,,,,-21.0,,-116.9,-192.8,,-92.0,246.0,,,-184.6,,,False,,,,,True,,False,False,,False,False,,,False,,
01063,229,110.0,0.0,,,,,78.0,,423.5,48.3,,178.0,150.0,,,,,,-119.0,-229.0,,,,,-151.0,,194.5,-180.7,,-51.0,-79.0,,,,,,False,,,,,False,,False,False,,True,True,,,,,
01065,468,210.0,21.0,,,,,199.0,,398.5,125.7,,195.0,264.0,,,,,,-258.0,-447.0,,,,,-269.0,,-69.5,-342.3,,-273.0,-204.0,,,,,,False,,,,,False,,True,False,,False,True,,,,,
01067,324,130.0,40.0,,,,,216.0,,22.2,119.8,,89.0,375.0,,,,,,-194.0,-284.0,,,,,-108.0,,-301.8,-204.2,,-235.0,51.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
01069,1876,1410.0,2445.0,,,,,1351.0,,1436.1,968.0,,1965.0,2778.0,,,909.6,,,-466.0,569.0,,,,,-525.0,,-439.9,-908.0,,89.0,902.0,,,-966.4,,,False,,,,,False,,True,False,,True,False,,,False,,
01071,1999,985.0,691.0,,,,,1125.0,,767.8,677.9,,927.0,1724.0,,,425.4,,,-1014.0,-1308.0,,,,,-874.0,,-1231.2,-1321.1,,-1072.0,-275.0,,,-1573.6,,,False,,,,,True,,False,False,,False,True,,,False,,
01073,19251,12240.0,12877.0,,,,,8431.0,,20705.0,7528.4,,16605.0,16561.0,,,5427.0,,,-7011.0,-6374.0,,,,,-10820.0,,1454.0,-11722.6,,-2646.0,-2690.0,,,-13824.0,,,True,,,,,False,,True,False,,True,True,,,False,,
01075,400,140.0,110.0,,,,,276.0,,44.1,103.4,,124.0,299.0,,,,,,-260.0,-290.0,,,,,-124.0,,-355.9,-296.6,,-276.0,-101.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
01077,2336,2265.0,2701.0,,,,,2248.0,,2645.7,1195.6,,3575.5,3556.0,,,1104.9,,,-71.0,365.0,,,,,-88.0,,309.7,-1140.4,,1239.5,1220.0,,,-1231.1,,,False,,,,,False,,False,False,,False,False,,,False,,
01079,723,650.0,541.0,,,,,804.0,,1075.1,322.4,,1096.0,1027.0,,,333.6,,,-73.0,-182.0,,,,,81.0,,352.1,-400.6,,373.0,304.0,,,-389.4,,,False,,,,,False,,False,False,,False,False,,,False,,
01081,2322,1485.0,1701.0,,,,,1825.0,,3890.0,958.8,,2112.0,3315.0,,,655.6,,,-837.0,-621.0,,,,,-497.0,,1568.0,-1363.2,,-210.0,993.0,,,-1666.4,,,True,,,,,True,,False,False,,True,False,,,False,,
01083,2509,1775.0,2031.0,,,,,1737.0,,1306.6,1002.1,,2217.0,2750.0,,,822.3,,,-734.0,-478.0,,,,,-772.0,,-1202.4,-1506.9,,-292.0,241.0,,,-1686.7,,,True,,,,,False,,False,False,,True,True,,,False,,
01085,136,120.0,0.0,,,,,82.0,,97.5,72.6,,97.0,189.0,,,,,,-16.0,-136.0,,,,,-54.0,,-38.5,-63.4,,-39.0,53.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01087,272,195.0,328.0,,,,,152.0,,138.4,144.9,,185.0,354.0,,,,,,-77.0,56.0,,,,,-120.0,,-133.6,-127.1,,-87.0,82.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
01089,8946,4685.0,3343.0,,,,,4774.0,,13464.2,3754.7,,5612.0,7522.0,,,1892.8,,,-4261.0,-5603.0,,,,,-4172.0,,4518.2,-5191.3,,-3334.0,-1424.0,,,-7053.2,,,False,,,,,True,,False,False,,True,True,,,False,,
01091,579,155.0,0.0,,,,,275.0,,74.0,161.5,,111.0,405.0,,,144.3,,,-424.0,-579.0,,,,,-304.0,,-505.0,-417.5,,-468.0,-174.0,,,-434.7,,,False,,,,,True,,False,True,,False,True,,,False,,
01093,660,335.0,412.0,,,,,650.0,,236.5,197.4,,279.0,662.0,,,191.9,,,-325.0,-248.0,,,,,-10.0,,-423.5,-462.6,,-381.0,2.0,,,-468.1,,,True,,,,,True,,False,False,,False,True,,,False,,
01095,3121,2335.0,2893.0,,,,,1867.0,,5483.5,1552.4,,3351.5,3405.0,,,972.4,,,-786.0,-228.0,,,,,-1254.0,,2362.5,-1568.6,,230.5,284.0,,,-2148.6,,,True,,,,,False,,False,False,,True,True,,,False,,
01097,5479,3720.0,17380.0,,,,,4641.0,,3713.9,3707.6,,5195.5,7818.0,,,1686.1,,,-1759.0,11901.0,,,,,-838.0,,-1765.1,-1771.4,,-283.5,2339.0,,,-3792.9,,,False,,,,,True,,False,False,,True,False,,,False,,
01099,339,215.0,199.0,,,,,256.0,,202.3,105.2,,204.0,448.0,,,,,,-124.0,-140.0,,,,,-83.0,,-136.7,-233.8,,-135.0,109.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
01101,3486,2120.0,2760.0,,,,,2448.0,,1910.3,2234.1,,1730.0,3957.0,,,1615.4,,,-1366.0,-726.0,,,,,-1038.0,,-1575.7,-1251.9,,-1756.0,471.0,,,-1870.6,,,True,,,,,True,,False,True,,False,True,,,False,,
01103,4093,3490.0,4678.0,,,,,2330.0,,4749.0,1895.6,,4627.5,4794.0,,,1514.1,,,-603.0,585.0,,,,,-1763.0,,656.0,-2197.4,,534.5,701.0,,,-2578.9,,,True,,,,,False,,False,False,,True,False,,,False,,
01105,158,135.0,0.0,,,,,96.0,,48.5,46.9,,114.0,228.0,,,,,,-23.0,-158.0,,,,,-62.0,,-109.5,-111.1,,-44.0,70.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01107,523,330.0,161.0,,,,,305.0,,115.5,225.9,,331.0,453.0,,,157.0,,,-193.0,-362.0,,,,,-218.0,,-407.5,-297.1,,-192.0,-70.0,,,-366.0,,,False,,,,,False,,False,False,,True,True,,,False,,
01109,365,195.0,192.0,,,,,421.0,,339.8,211.1,,259.0,641.0,,,147.2,,,-170.0,-173.0,,,,,56.0,,-25.2,-153.9,,-106.0,276.0,,,-217.8,,,False,,,,,True,,True,True,,True,False,,,False,,
01111,218,255.0,147.0,,,,,337.0,,879.9,132.7,,187.0,541.0,,,,,,37.0,-71.0,,,,,119.0,,661.9,-85.3,,-31.0,323.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
01113,525,500.0,498.0,,,,,697.0,,4554.8,340.9,,784.0,962.0,,,272.3,,,-25.0,-27.0,,,,,172.0,,4029.8,-184.1,,259.0,437.0,,,-252.7,,,False,,,,,False,,False,False,,False,False,,,False,,
01115,2263,1105.0,893.0,,,,,1197.0,,603.0,839.6,,1248.5,1849.0,,,504.0,,,-1158.0,-1370.0,,,,,-1066.0,,-1660.0,-1423.4,,-1014.5,-414.0,,,-1759.0,,,False,,,,,True,,False,False,,True,True,,,False,,
01117,5251,3580.0,3163.0,,,,,2629.0,,6619.6,2173.6,,4286.0,5244.0,,,1370.4,,,-1671.0,-2088.0,,,,,-2622.0,,1368.6,-3077.4,,-965.0,-7.0,,,-3880.6,,,False,,,,,False,,True,False,,True,True,,,False,,
01119,265,125.0,35.0,,,,,117.0,,238.6,69.6,,89.0,256.0,,,,,,-140.0,-230.0,,,,,-148.0,,-26.4,-195.4,,-176.0,-9.0,,,,,,False,,,,,False,,True,False,,False,True,,,,,
01121,1599,990.0,642.0,,,,,1180.0,,1910.9,684.5,,1111.0,2079.0,,,400.0,,,-609.0,-957.0,,,,,-419.0,,311.9,-914.5,,-488.0,480.0,,,-1199.0,,,False,,,,,True,,True,False,,True,True,,,False,,
01123,612,445.0,114.0,,,,,491.0,,813.2,448.9,,368.0,1037.0,,,153.0,,,-167.0,-498.0,,,,,-121.0,,201.2,-163.1,,-244.0,425.0,,,-459.0,,,False,,,,,True,,False,True,,False,False,,,False,,
01125,5328,3150.0,5825.0,,,,,3259.0,,6053.6,2686.7,,3759.0,4995.0,,,2358.7,,,-2178.0,497.0,,,,,-2069.0,,725.6,-2641.3,,-1569.0,-333.0,,,-2969.3,,,True,,,,,True,,True,False,,True,True,,,False,,
01127,1564,900.0,657.0,,,,,1298.0,,1146.7,720.0,,877.0,1837.0,,,472.3,,,-664.0,-907.0,,,,,-266.0,,-417.3,-844.0,,-687.0,273.0,,,-1091.7,,,False,,,,,True,,True,False,,False,True,,,False,,
01129,254,135.0,12.0,,,,,252.0,,46.7,122.5,,151.0,320.0,,,,,,-119.0,-242.0,,,,,-2.0,,-207.3,-131.5,,-103.0,66.0,,,,,,False,,,,,True,,False,False,,True,True,,,,,
01131,229,80.0,0.0,,,,,88.0,,40.6,51.9,,61.0,200.0,,,,,,-149.0,-229.0,,,,,-141.0,,-188.4,-177.1,,-168.0,-29.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
01133,668,400.0,299.0,,,,,581.0,,931.8,238.9,,480.0,675.0,,,271.2,,,-268.0,-369.0,,,,,-87.0,,263.8,-429.1,,-188.0,7.0,,,-396.8,,,False,,,,,True,,True,False,,True,True,,,False,,
02013,23,5.0,0.0,,,,,,,6.8,5.6,,6.0,27.0,,,,,,-18.0,-23.0,,,,,,,-16.2,-17.4,,-17.0,4.0,,,,,,False,,,,,,,True,True,,True,True,,,,,
02016,79,5.0,0.0,,,,,,,2.0,2.8,,9.0,44.0,,,,,,-74.0,-79.0,,,,,,,-77.0,-76.2,,-70.0,-35.0,,,,,,False,,,,,,,False,False,,True,True,,,,,
02020,7971,12085.0,9687.0,,,,,,,23771.2,5530.2,,13552.5,11121.0,,,4194.4,,,4114.0,1716.0,,,,,,,15800.2,-2440.8,,5581.5,3150.0,,,-3776.6,,,True,,,,,,,False,True,,False,True,,,True,,
02050,1032,1190.0,0.0,,,,,,,307.0,322.7,,1467.0,1211.0,,,,,,158.0,-1032.0,,,,,,,-725.0,-709.3,,435.0,179.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,7.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,7.0,,,,,,True,,,,,,,True,True,,,False,,,,,
02068,21,10.0,0.0,,,,,,,2.9,12.0,,16.0,26.0,,,,,,-11.0,-21.0,,,,,,,-18.1,-9.0,,-5.0,5.0,,,,,,False,,,,,,,False,True,,True,True,,,,,
02070,24,70.0,0.0,,,,,,,10.8,26.0,,24.0,98.0,,,,,,46.0,-24.0,,,,,,,-13.2,2.0,,0.0,74.0,,,,,,True,,,,,,,True,True,,True,False,,,,,
02090,1639,1585.0,1821.0,,,,,,,1972.6,786.8,,1684.0,2765.0,,,959.3,,,-54.0,182.0,,,,,,,333.6,-852.2,,45.0,1126.0,,,-679.7,,,False,,,,,,,False,False,,True,False,,,False,,
02100,6,0.0,0.0,,,,,,,0.4,0.7,,5.0,19.0,,,,,,-6.0,-6.0,,,,,,,-5.6,-5.3,,-1.0,13.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
02105,0,0.0,0.0,,,,,,,0.0,1.9,,,,,,,,,0.0,0.0,,,,,,,0.0,1.9,,,,,,,,,True,,,,,,,True,False,,,,,,,,
02110,243,270.0,330.0,,,,,,,311.3,184.3,,250.0,385.0,,,,,,27.0,87.0,,,,,,,68.3,-58.7,,7.0,142.0,,,,,,False,,,,,,,False,False,,True,False,,,,,
02122,1490,2005.0,2905.0,,,,,,,1995.6,831.1,,2207.0,2420.0,,,807.4,,,515.0,1415.0,,,,,,,505.6,-658.9,,717.0,930.0,,,-682.6,,,False,,,,,,,True,False,,False,False,,,False,,
02130,48,100.0,44.0,,,,,,,32.9,24.1,,14.0,221.0,,,,,,52.0,-4.0,,,,,,,-15.1,-23.9,,-34.0,173.0,,,,,,True,,,,,,,True,True,,True,False,,,,,
02150,675,285.0,0.0,,,,,,,586.0,72.1,,423.0,326.0,,,,,,-390.0,-675.0,,,,,,,-89.0,-602.9,,-252.0,-349.0,,,,,,False,,,,,,,True,False,,True,True,,,,,
02158,311,145.0,11.0,,,,,,,4.8,,,48.0,,,,,,,-166.0,-300.0,,,,,,,-306.2,,,-263.0,,,,,,,False,,,,,,,False,,,False,,,,,,
02164,18,60.0,0.0,,,,,,,172.5,6.4,,37.0,66.0,,,,,,42.0,-18.0,,,,,,,154.5,-11.6,,19.0,48.0,,,,,,True,,,,,,,False,True,,True,False,,,,,
02170,3565,1260.0,1012.0,,,,,,,324.2,1157.5,,696.0,1671.0,,,1440.0,,,-2305.0,-2553.0,,,,,,,-3240.8,-2407.5,,-2869.0,-1894.0,,,-2125.0,,,False,,,,,,,False,False,,False,True,,,True,,
02180,88,100.0,0.0,,,,,,,43.4,50.4,,98.0,150.0,,,,,,12.0,-88.0,,,,,,,-44.6,-37.6,,10.0,62.0,,,,,,False,,,,,,,False,False,,True,False,,,,,
02185,390,150.0,0.0,,,,,,,30.1,105.1,,123.0,167.0,,,,,,-240.0,-390.0,,,,,,,-359.9,-284.9,,-267.0,-223.0,,,,,,False,,,,,,,False,False,,False,True,,,,,
02188,62,160.0,0.0,,,,,,,12.1,81.5,,149.0,188.0,,,,,,98.0,-62.0,,,,,,,-49.9,19.5,,87.0,126.0,,,,,,True,,,,,,,True,True,,True,False,,,,,
02195,7,5.0,0.0,,,,,,,16.3,0.5,,4.0,29.0,,,,,,-2.0,-7.0,,,,,,,9.3,-6.5,,-3.0,22.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02198,25,10.0,0.0,,,,,,,9.0,13.9,,10.0,,,,,,,-15.0,-25.0,,,,,,,-16.0,-11.1,,-15.0,,,,,,,False,,,,,,,False,True,,False,,,,,,
02220,116,170.0,10.0,,,,,,,308.1,39.1,,208.0,207.0,,,,,,54.0,-106.0,,,,,,,192.1,-76.9,,92.0,91.0,,,,,,False,,,,,,,False,False,,False,False,,,,,
02230,7,10.0,0.0,,,,,,,0.0,8.4,,,,,,,,,3.0,-7.0,,,,,,,-7.0,1.4,,,,,,,,,False,,,,,,,False,True,,,,,,,,
02240,180,350.0,0.0,,,,,,,782.1,79.8,,1175.0,346.0,,,,,,170.0,-180.0,,,,,,,602.1,-100.2,,995.0,166.0,,,,,,False,,,,,,,False,True,,False,True,,,,,
02261,94,100.0,,,,,,,,44.8,80.5,,89.0,156.0,,,,,,6.0,,,,,,,,-49.2,-13.5,,-5.0,62.0,,,,,,,,,,,,,False,False,,True,False,,,,,
02275,6,5.0,0.0,,,,,,,1391.2,1.7,,0.0,,,,,,,-1.0,-6.0,,,,,,,1385.2,-4.3,,-6.0,,,,,,,False,,,,,,,False,False,,False,,,,,,
02282,8,15.0,0.0,,,,,,,223.9,0.0,,10.0,20.0,,,,,,7.0,-8.0,,,,,,,215.9,-8.0,,2.0,12.0,,,,,,False,,,,,,,False,False,,True,False,,,,,
02290,58,80.0,,,,,,,,53.5,12.2,,60.0,98.0,,,,,,22.0,,,,,,,,-4.5,-45.8,,2.0,40.0,,,,,,,,,,,,,True,False,,True,False,,,,,
04001,2306,2610.0,1416.0,,,,,2076.0,,6928.5,1751.3,,3373.0,2364.0,,,1135.1,,,304.0,-890.0,,,,,-230.0,,4622.5,-554.7,,1067.0,58.0,,,-1170.9,,,False,,,,,True,,False,False,,False,True,,,False,,
04003,3973,2000.0,3283.0,,,,,1315.0,,1343.1,3007.2,,4588.0,2405.0,,,841.3,,,-1973.0,-690.0,,,,,-2658.0,,-2629.9,-965.8,,615.0,-1568.0,,,-3131.7,,,True,,,,,False,,False,True,,True,True,,,False,,
04005,3806,3085.0,2789.0,,,,,2063.0,,1329.9,2158.1,,2967.5,3250.0,,,1399.5,,,-721.0,-1017.0,,,,,-1743.0,,-2476.1,-1647.9,,-838.5,-556.0,,,-2406.5,,,False,,,,,False,,False,False,,False,True,,,False,,
04007,1638,1325.0,1335.0,,,,,772.0,,622.0,1012.5,,894.0,1528.0,,,627.4,,,-313.0,-303.0,,,,,-866.0,,-1016.0,-625.5,,-744.0,-110.0,,,-1010.6,,,True,,,,,False,,False,False,,False,True,,,False,,
04009,1213,1125.0,1407.0,,,,,538.0,,679.3,699.5,,1002.0,1358.0,,,360.8,,,-88.0,194.0,,,,,-675.0,,-533.7,-513.5,,-211.0,145.0,,,-852.2,,,False,,,,,False,,False,False,,False,False,,,False,,
04011,205,215.0,0.0,,,,,135.0,,403.6,118.3,,135.0,249.0,,,,,,10.0,-205.0,,,,,-70.0,,198.6,-86.7,,-70.0,44.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
04012,573,340.0,339.0,,,,,367.0,,544.8,243.2,,456.0,236.0,,,,,,-233.0,-234.0,,,,,-206.0,,-28.2,-329.8,,-117.0,-337.0,,,,,,False,,,,,True,,True,False,,True,False,,,,,
04013,115004,63395.0,69677.0,,,,,49975.0,,79857.8,85966.7,,99414.0,66966.0,,,28097.0,,,-51609.0,-45327.0,,,,,-65029.0,,-35146.2,-29037.3,,-15590.0,-48038.0,,,-86907.0,,,True,,,,,False,,True,True,,True,True,,,False,,
04015,5756,2655.0,3148.0,,,,,2028.0,,2988.9,3010.2,,4096.0,3716.0,,,1242.5,,,-3101.0,-2608.0,,,,,-3728.0,,-2767.1,-2745.8,,-1660.0,-2040.0,,,-4513.5,,,True,,,,,False,,True,True,,True,True,,,False,,
04017,3337,2165.0,652.0,,,,,2901.0,,1371.9,1947.5,,2396.5,2816.0,,,913.0,,,-1172.0,-2685.0,,,,,-436.0,,-1965.1,-1389.5,,-940.5,-521.0,,,-2424.0,,,False,,,,,True,,False,False,,True,True,,,False,,
