,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27135,226,657.0,,663.3,,482.0,341.0,,,,,391.6,,,321.0,,535.0,,192.9,,,541.0,473.4,,,537.0,483.0,99.1,,,,,,,,,732.3,431.0,,437.3,,256.0,115.0,,,,,165.6,,,95.0,,309.0,,-33.1,,,315.0,247.4,,,311.0,257.0,-126.9,,,,,,,,,506.3,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,False
27137,2180,4650.0,,4575.1,,4210.0,3437.0,,,,,6532.6,,,4858.0,,3742.3,,2171.0,2815.5,,3747.0,3934.4,,,4486.0,4325.0,,,,,,6132.5,4544.0,,,7007.9,2470.0,,2395.1,,2030.0,1257.0,,,,,4352.6,,,2678.0,,1562.3,,-9.0,635.5,,1567.0,1754.4,,,2306.0,2145.0,,,,,,3952.5,2364.0,,,4827.9,,True,,True,True,,,,,False,,,False,,True,,True,True,,True,True,,,True,True,,,,,,False,True,,,False
27139,1503,3219.0,,3437.7,,2375.0,2106.0,,,,,3620.3,,,2604.0,,1694.7,,1756.3,2623.0,,2192.0,2646.0,,,2532.0,2866.0,428.9,,,,,1788.9,2382.0,,,4126.6,1716.0,,1934.7,,872.0,603.0,,,,,2117.3,,,1101.0,,191.7,,253.3,1120.0,,689.0,1143.0,,,1029.0,1363.0,-1074.1,,,,,285.9,879.0,,,2623.6,,False,,True,True,,,,,False,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,True,,,False
27141,1117,2010.0,,2027.4,,1542.0,1698.0,,,,,1280.4,,,1939.0,,918.3,,978.2,1118.5,,1067.5,1745.7,,,1394.0,1947.0,396.2,,,,,965.1,,,,2404.3,893.0,,910.4,,425.0,581.0,,,,,163.4,,,822.0,,-198.7,,-138.8,1.5,,-49.5,628.7,,,277.0,830.0,-720.8,,,,,-151.9,,,,1287.3,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,,,,False
27143,131,273.0,,310.3,,263.0,347.0,,,,,181.9,,,346.0,,110.5,,128.7,,,167.5,245.8,,,190.0,276.0,33.7,,,,,,,,,291.9,142.0,,179.3,,132.0,216.0,,,,,50.9,,,215.0,,-20.5,,-2.3,,,36.5,114.8,,,59.0,145.0,-97.3,,,,,,,,,160.9,,False,,True,False,,,,,True,,,False,,True,,True,,,True,True,,,True,False,True,,,,,,,,,False
27145,1785,4176.0,,4258.0,,2844.0,2352.0,,,,,5753.9,,,4040.0,,2173.0,,1786.8,3648.0,,2127.0,3341.1,,,3080.0,4065.0,759.8,,,,,2516.2,2106.0,,,4212.7,2391.0,,2473.0,,1059.0,567.0,,,,,3968.9,,,2255.0,,388.0,,1.8,1863.0,,342.0,1556.1,,,1295.0,2280.0,-1025.2,,,,,731.2,321.0,,,2427.7,,False,,True,True,,,,,False,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,True,,,False
27147,278,834.0,,917.5,,716.0,806.0,,,,,477.0,,,669.0,,546.7,,373.5,553.0,,824.5,722.9,,,1019.0,766.0,161.1,,,,,,,,,833.6,556.0,,639.5,,438.0,528.0,,,,,199.0,,,391.0,,268.7,,95.5,275.0,,546.5,444.9,,,741.0,488.0,-116.9,,,,,,,,,555.6,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,False,True,True,,,,,,,,,True
27149,102,156.0,,137.5,,140.0,172.0,,,,,119.0,,,208.0,,79.0,,103.9,,,107.0,135.9,,,140.0,180.0,42.7,,,,,,,,,159.9,54.0,,35.5,,38.0,70.0,,,,,17.0,,,106.0,,-23.0,,1.9,,,5.0,33.9,,,38.0,78.0,-59.3,,,,,,,,,57.9,,True,,True,False,,,,,True,,,False,,True,,True,,,True,True,,,True,False,False,,,,,,,,,False
27151,107,303.0,,303.5,,245.0,225.0,,,,,196.4,,,225.0,,221.6,,70.9,,,203.0,248.3,,,339.0,247.0,52.6,,,,,,,,,348.1,196.0,,196.5,,138.0,118.0,,,,,89.4,,,118.0,,114.6,,-36.1,,,96.0,141.3,,,232.0,140.0,-54.4,,,,,,,,,241.1,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,False,True,True,,,,,,,,,False
27153,239,543.0,,553.4,,479.0,378.0,,,,,375.5,,,669.0,,282.0,,187.4,,,397.0,478.3,,,404.0,543.0,112.2,,,,,,,,,646.2,304.0,,314.4,,240.0,139.0,,,,,136.5,,,430.0,,43.0,,-51.6,,,158.0,239.3,,,165.0,304.0,-126.8,,,,,,,,,407.2,,False,,True,True,,,,,True,,,False,,True,,True,,,True,True,,,True,False,True,,,,,,,,,False
27155,40,45.0,,46.8,,46.0,0.0,,,,,52.0,,,48.0,,33.9,,9.9,,,49.0,51.8,,,38.0,55.0,16.9,,,,,,,,,53.9,5.0,,6.8,,6.0,-40.0,,,,,12.0,,,8.0,,-6.1,,-30.1,,,9.0,11.8,,,-2.0,15.0,-23.1,,,,,,,,,13.9,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,,,,False
27157,285,411.0,,424.5,,345.0,354.0,,,,,261.2,,,289.0,,248.5,,131.8,,,290.0,381.9,,,346.0,401.0,72.8,,,,,,,,,561.4,126.0,,139.5,,60.0,69.0,,,,,-23.8,,,4.0,,-36.5,,-153.2,,,5.0,96.9,,,61.0,116.0,-212.2,,,,,,,,,276.4,,False,,True,True,,,,,True,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
27159,202,381.0,,364.3,,297.0,238.0,,,,,204.2,,,352.0,,217.1,,76.7,,,297.0,284.2,,,286.0,325.0,58.8,,,,,,,,,414.1,179.0,,162.3,,95.0,36.0,,,,,2.2,,,150.0,,15.1,,-125.3,,,95.0,82.2,,,84.0,123.0,-143.2,,,,,,,,,212.1,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,False
27161,236,255.0,,278.4,,205.0,157.0,,,,,190.9,,,348.0,,159.2,,116.6,,,175.0,265.7,,,224.0,333.0,31.3,,,,,,,,,226.4,19.0,,42.4,,-31.0,-79.0,,,,,-45.1,,,112.0,,-76.8,,-119.4,,,-61.0,29.7,,,-12.0,97.0,-204.7,,,,,,,,,-9.6,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,,,,True
27163,2779,5334.0,,5550.3,5130.7,4307.0,7077.0,,,,,7222.1,,,3880.0,,3129.9,,2424.2,4078.0,,3697.0,4523.2,,,3993.0,4786.0,619.5,,,,,3856.8,4268.0,,,5754.3,2555.0,,2771.3,2351.7,1528.0,4298.0,,,,,4443.1,,,1101.0,,350.9,,-354.8,1299.0,,918.0,1744.2,,,1214.0,2007.0,-2159.5,,,,,1077.8,1489.0,,,2975.3,,False,True,True,False,,,,,False,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,True,,,False
27165,99,276.0,,276.9,,245.0,88.0,,,,,143.3,,,264.0,,239.0,,137.2,,,254.0,220.3,,,334.0,241.0,55.1,,,,,,,,,360.6,177.0,,177.9,,146.0,-11.0,,,,,44.3,,,165.0,,140.0,,38.2,,,155.0,121.3,,,235.0,142.0,-43.9,,,,,,,,,261.6,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,False,True,True,,,,,,,,,False
27167,125,234.0,,231.2,,193.0,193.0,,,,,118.8,,,142.0,,159.5,,17.3,,,271.0,236.0,,,269.0,202.0,27.1,,,,,,,,,190.4,109.0,,106.2,,68.0,68.0,,,,,-6.2,,,17.0,,34.5,,-107.7,,,146.0,111.0,,,144.0,77.0,-97.9,,,,,,,,,65.4,,True,,True,True,,,,,True,,,True,,True,,True,,,False,False,,,False,True,True,,,,,,,,,True
27169,446,930.0,,942.0,,775.0,784.0,,,,,663.5,,,668.0,,687.3,,391.9,793.5,,763.0,878.5,,,842.0,902.0,209.0,,,,,1016.0,,,,985.4,484.0,,496.0,,329.0,338.0,,,,,217.5,,,222.0,,241.3,,-54.1,347.5,,317.0,432.5,,,396.0,456.0,-237.0,,,,,570.0,,,,539.4,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,False,,,,False
27171,1765,4164.0,,4366.4,,3165.0,3592.0,,,,,3887.9,,,3017.0,,2940.2,,1704.8,1906.0,,3098.5,3293.3,,,3863.0,3433.0,556.0,,,,,2864.5,2856.0,,,6800.7,2399.0,,2601.4,,1400.0,1827.0,,,,,2122.9,,,1252.0,,1175.2,,-60.2,141.0,,1333.5,1528.3,,,2098.0,1668.0,-1209.0,,,,,1099.5,1091.0,,,5035.7,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,True,,,False
27173,118,288.0,,303.6,,253.0,198.0,,,,,182.1,,,187.0,,276.4,,75.8,,,315.5,230.5,,,318.0,258.0,45.6,,,,,,,,,351.9,170.0,,185.6,,135.0,80.0,,,,,64.1,,,69.0,,158.4,,-42.2,,,197.5,112.5,,,200.0,140.0,-72.4,,,,,,,,,233.9,,False,,True,True,,,,,True,,,True,,True,,True,,,False,True,,,False,True,True,,,,,,,,,False
28001,230,288.0,,295.0,,285.0,321.0,,,,,242.4,,,294.0,,212.6,,153.0,281.0,,248.0,305.9,,,321.0,428.0,17.1,,,,,,,,,302.4,58.0,,65.0,,55.0,91.0,,,,,12.4,,,64.0,,-17.4,,-77.0,51.0,,18.0,75.9,,,91.0,198.0,-212.9,,,,,,,,,72.4,,False,,True,False,,,,,True,,,False,,True,,False,True,,True,False,,,False,False,False,,,,,,,,,False
28003,406,381.0,,371.8,,357.0,305.0,,,,,271.6,,,656.0,,258.3,,184.3,356.5,,343.0,373.6,,,391.0,524.0,48.2,,,,,,,,,545.3,-25.0,,-34.2,,-49.0,-101.0,,,,,-134.4,,,250.0,,-147.7,,-221.7,-49.5,,-63.0,-32.4,,,-15.0,118.0,-357.8,,,,,,,,,139.3,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,True,False,False,,,,,,,,,False
28005,190,267.0,,252.6,,245.0,162.0,,,,,160.4,,,105.0,,661.2,,69.8,,,348.5,243.7,,,340.0,258.0,7.2,,,,,,,,,228.8,77.0,,62.6,,55.0,-28.0,,,,,-29.6,,,-85.0,,471.2,,-120.2,,,158.5,53.7,,,150.0,68.0,-182.8,,,,,,,,,38.8,,True,,True,True,,,,,True,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,,,,True
28007,368,462.0,,467.9,,342.0,213.0,,,,,240.4,,,178.0,,443.8,,174.2,,,341.5,356.9,,,506.0,411.0,7.4,,,,,,,,,539.4,94.0,,99.9,,-26.0,-155.0,,,,,-127.6,,,-190.0,,75.8,,-193.8,,,-26.5,-11.1,,,138.0,43.0,-360.6,,,,,,,,,171.4,,False,,True,False,,,,,False,,,False,,True,,False,,,True,True,,,False,True,False,,,,,,,,,False
28009,130,57.0,,43.0,,50.0,50.0,,,,,49.9,,,149.0,,13.0,,24.1,,,25.0,82.4,,,77.0,106.0,5.6,,,,,,,,,58.4,-73.0,,-87.0,,-80.0,-80.0,,,,,-80.1,,,19.0,,-117.0,,-105.9,,,-105.0,-47.6,,,-53.0,-24.0,-124.4,,,,,,,,,-71.6,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,,,,True
28011,646,528.0,,504.3,,375.0,191.0,,,,,450.2,,,288.0,,287.1,,174.0,336.5,,685.5,629.0,,,626.0,599.0,29.0,,,,,366.4,,,,370.3,-118.0,,-141.7,,-271.0,-455.0,,,,,-195.8,,,-358.0,,-358.9,,-472.0,-309.5,,39.5,-17.0,,,-20.0,-47.0,-617.0,,,,,-279.6,,,,-275.7,,False,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,True,True,False,,,,,False,,,,False
28013,253,264.0,,262.9,,220.0,27.0,,,,,166.0,,,186.0,,420.5,,80.6,,,257.0,196.9,,,363.0,275.0,27.5,,,,,,,,,260.5,11.0,,9.9,,-33.0,-226.0,,,,,-87.0,,,-67.0,,167.5,,-172.4,,,4.0,-56.1,,,110.0,22.0,-225.5,,,,,,,,,7.5,,True,,False,False,,,,,False,,,False,,False,,False,,,True,False,,,False,False,False,,,,,,,,,True
28015,115,213.0,,232.3,,115.0,12.0,,,,,148.9,,,99.0,,103.5,,70.7,,,126.0,167.9,,,230.0,228.0,6.7,,,,,,,,,124.8,98.0,,117.3,,0.0,-103.0,,,,,33.9,,,-16.0,,-11.5,,-44.3,,,11.0,52.9,,,115.0,113.0,-108.3,,,,,,,,,9.8,,False,,True,False,,,,,True,,,True,,True,,True,,,True,True,,,False,False,False,,,,,,,,,True
28017,372,219.0,,219.8,,209.0,3.0,,,,,187.6,,,218.0,,168.8,,81.9,,,206.0,213.3,,,330.0,288.0,12.2,,,,,,,,,199.5,-153.0,,-152.2,,-163.0,-369.0,,,,,-184.4,,,-154.0,,-203.2,,-290.1,,,-166.0,-158.7,,,-42.0,-84.0,-359.8,,,,,,,,,-172.5,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,,,,False
28019,93,153.0,,165.3,,125.0,69.0,,,,,84.2,,,78.0,,130.5,,31.0,,,122.0,128.7,,,195.0,160.0,14.8,,,,,,,,,187.6,60.0,,72.3,,32.0,-24.0,,,,,-8.8,,,-15.0,,37.5,,-62.0,,,29.0,35.7,,,102.0,67.0,-78.2,,,,,,,,,94.6,,False,,True,True,,,,,True,,,True,,True,,False,,,True,True,,,False,False,False,,,,,,,,,False
28021,92,36.0,,35.4,,36.0,0.0,,,,,32.7,,,57.0,,36.8,,33.1,,,9.0,42.7,,,61.0,103.0,8.9,,,,,,,,,50.8,-56.0,,-56.6,,-56.0,-92.0,,,,,-59.3,,,-35.0,,-55.2,,-58.9,,,-83.0,-49.3,,,-31.0,11.0,-83.1,,,,,,,,,-41.2,,False,,False,False,,,,,False,,,True,,True,,False,,,False,True,,,True,True,False,,,,,,,,,True
28023,171,225.0,,232.4,,210.0,60.0,,,,,146.6,,,135.0,,296.6,,75.4,,,250.0,189.9,,,235.0,276.0,12.1,,,,,,,,,217.5,54.0,,61.4,,39.0,-111.0,,,,,-24.4,,,-36.0,,125.6,,-95.6,,,79.0,18.9,,,64.0,105.0,-158.9,,,,,,,,,46.5,,False,,True,False,,,,,True,,,True,,False,,False,,,False,True,,,False,False,False,,,,,,,,,True
28025,258,249.0,,254.4,,235.0,172.0,,,,,160.1,,,182.0,,397.1,,124.0,,,245.0,227.8,,,357.0,312.0,13.8,,,,,,,,,315.6,-9.0,,-3.6,,-23.0,-86.0,,,,,-97.9,,,-76.0,,139.1,,-134.0,,,-13.0,-30.2,,,99.0,54.0,-244.2,,,,,,,,,57.6,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
28027,287,315.0,,298.0,,283.0,338.0,,,,,218.8,,,249.0,,240.8,,124.5,,,336.0,293.9,,,413.0,376.0,20.7,,,,,,,,,326.5,28.0,,11.0,,-4.0,51.0,,,,,-68.2,,,-38.0,,-46.2,,-162.5,,,49.0,6.9,,,126.0,89.0,-266.3,,,,,,,,,39.5,,True,,True,False,,,,,False,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,,,,False
28029,345,405.0,,398.7,,404.0,89.0,,,,,262.5,,,263.0,,522.2,,186.3,,,483.0,426.9,,,536.0,523.0,18.2,,,,,,,,,430.5,60.0,,53.7,,59.0,-256.0,,,,,-82.5,,,-82.0,,177.2,,-158.7,,,138.0,81.9,,,191.0,178.0,-326.8,,,,,,,,,85.5,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
28031,364,480.0,,461.0,,407.0,58.0,,,,,344.1,,,162.0,,1079.6,,204.3,,,531.5,382.9,,,530.0,414.0,17.9,,,,,,,,,535.6,116.0,,97.0,,43.0,-306.0,,,,,-19.9,,,-202.0,,715.6,,-159.7,,,167.5,18.9,,,166.0,50.0,-346.1,,,,,,,,,171.6,,True,,True,False,,,,,True,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,,,,False
28033,2990,2535.0,,2505.8,,2489.0,2860.0,,,,,3216.3,,2924.0,2691.0,,2466.9,,1503.1,2169.0,,2363.0,2445.8,,,2972.0,2732.0,202.0,,,,,2254.5,1739.0,,,3274.0,-455.0,,-484.2,,-501.0,-130.0,,,,,226.3,,-66.0,-299.0,,-523.1,,-1486.9,-821.0,,-627.0,-544.2,,,-18.0,-258.0,-2788.0,,,,,-735.5,-1251.0,,,284.0,,False,,False,True,,,,,True,,True,True,,False,,False,False,,False,False,,,True,True,False,,,,,False,False,,,True
28035,919,828.0,,821.0,,818.0,1267.0,,,,,871.4,,,562.0,,997.7,,445.8,772.0,,977.0,972.6,,,1264.0,1133.0,68.0,,,,,656.8,,,,719.5,-91.0,,-98.0,,-101.0,348.0,,,,,-47.6,,,-357.0,,78.7,,-473.2,-147.0,,58.0,53.6,,,345.0,214.0,-851.0,,,,,-262.2,,,,-199.5,,False,,False,False,,,,,True,,,False,,True,,False,False,,True,True,,,False,False,False,,,,,False,,,,False
28037,163,165.0,,169.8,,153.0,48.0,,,,,92.6,,,70.0,,190.0,,26.6,,,271.5,147.9,,,214.0,159.0,5.2,,,,,,,,,181.0,2.0,,6.8,,-10.0,-115.0,,,,,-70.4,,,-93.0,,27.0,,-136.4,,,108.5,-15.1,,,51.0,-4.0,-157.8,,,,,,,,,18.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
28039,273,414.0,,406.0,,289.0,1.0,,,,,294.9,,,216.0,,503.0,,141.2,,,274.0,300.3,,,493.0,457.0,15.4,,,,,,,,,362.2,141.0,,133.0,,16.0,-272.0,,,,,21.9,,,-57.0,,230.0,,-131.8,,,1.0,27.3,,,220.0,184.0,-257.6,,,,,,,,,89.2,,True,,True,False,,,,,True,,,True,,False,,True,,,True,True,,,False,False,False,,,,,,,,,True
28041,289,189.0,,176.0,,152.0,57.0,,,,,125.4,,,113.0,,180.7,,75.0,,,100.0,152.9,,,217.0,222.0,7.6,,,,,,,,,191.2,-100.0,,-113.0,,-137.0,-232.0,,,,,-163.6,,,-176.0,,-108.3,,-214.0,,,-189.0,-136.1,,,-72.0,-67.0,-281.4,,,,,,,,,-97.8,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,,,,True
28043,403,294.0,,295.5,,294.0,21.0,,,,,210.7,,,240.0,,461.1,,132.8,,,410.0,309.3,,,398.0,373.0,19.3,,,,,,,,,279.2,-109.0,,-107.5,,-109.0,-382.0,,,,,-192.3,,,-163.0,,58.1,,-270.2,,,7.0,-93.7,,,-5.0,-30.0,-383.7,,,,,,,,,-123.8,,True,,False,False,,,,,False,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
28045,541,390.0,,375.6,,384.0,573.0,,,,,280.1,,,393.0,,476.0,,194.6,345.0,,284.0,358.4,,,573.0,668.0,34.6,,,,,,,,,416.0,-151.0,,-165.4,,-157.0,32.0,,,,,-260.9,,,-148.0,,-65.0,,-346.4,-196.0,,-257.0,-182.6,,,32.0,127.0,-506.4,,,,,,,,,-125.0,,False,,False,True,,,,,False,,,True,,True,,False,False,,False,False,,,True,True,False,,,,,,,,,True
28047,2401,1848.0,,1932.4,,1818.0,3133.0,,,,,1586.8,,1966.9,1529.0,,2455.5,,1117.9,1354.5,,1673.5,1804.2,,,2674.0,2929.0,111.9,,,,,2050.3,1895.0,,,1830.5,-553.0,,-468.6,,-583.0,732.0,,,,,-814.2,,-434.1,-872.0,,54.5,,-1283.1,-1046.5,,-727.5,-596.8,,,273.0,528.0,-2289.1,,,,,-350.7,-506.0,,,-570.5,,True,,False,False,,,,,False,,True,False,,True,,False,False,,False,False,,,True,True,False,,,,,True,True,,,False
28049,2548,2613.0,,2728.5,,2711.0,3641.0,,,,,4032.0,,3923.9,1754.0,,3299.9,,1779.2,2262.0,,2985.0,2795.4,,,3747.0,3759.0,230.9,,,,,2096.5,2966.0,,,2556.3,65.0,,180.5,,163.0,1093.0,,,,,1484.0,,1375.9,-794.0,,751.9,,-768.8,-286.0,,437.0,247.4,,,1199.0,1211.0,-2317.1,,,,,-451.5,418.0,,,8.3,,False,,False,False,,,,,False,,False,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,True
28051,166,213.0,,220.3,,220.0,0.0,,,,,157.7,,,134.0,,492.2,,114.0,,,376.0,257.5,,,318.0,311.0,28.2,,,,,,,,,358.0,47.0,,54.3,,54.0,-166.0,,,,,-8.3,,,-32.0,,326.2,,-52.0,,,210.0,91.5,,,152.0,145.0,-137.8,,,,,,,,,192.0,,False,,False,False,,,,,True,,,True,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
28053,133,99.0,,99.7,,89.0,13.0,,,,,69.9,,,70.0,,87.9,,39.4,,,89.0,109.6,,,130.0,124.0,8.6,,,,,,,,,111.4,-34.0,,-33.3,,-44.0,-120.0,,,,,-63.1,,,-63.0,,-45.1,,-93.6,,,-44.0,-23.4,,,-3.0,-9.0,-124.4,,,,,,,,,-21.6,,True,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,True,True,False,,,,,,,,,True
28055,17,36.0,,32.5,,28.0,,,,,,22.6,,,18.0,,220.0,,1.5,,,13.0,25.5,,,50.0,33.0,7.5,,,,,,,,,83.9,19.0,,15.5,,11.0,,,,,,5.6,,,1.0,,203.0,,-15.5,,,-4.0,8.5,,,33.0,16.0,-9.5,,,,,,,,,66.9,,True,,True,,,,,,True,,,True,,False,,True,,,True,True,,,False,True,True,,,,,,,,,False
28057,468,495.0,,503.2,,438.0,180.0,,,,,349.5,,,345.0,,470.7,,170.6,,,502.0,431.5,,,625.0,523.0,23.7,,,,,,,,,402.8,27.0,,35.2,,-30.0,-288.0,,,,,-118.5,,,-123.0,,2.7,,-297.4,,,34.0,-36.5,,,157.0,55.0,-444.3,,,,,,,,,-65.2,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,,,False,False,False,,,,,,,,,False
28059,1559,1344.0,,1338.3,,1296.0,1957.0,,,,,977.8,,1370.0,1082.0,,1613.5,,850.3,1174.5,,973.0,1294.0,,,1500.0,2082.0,146.4,,,,,1316.4,861.0,,,1477.8,-215.0,,-220.7,,-263.0,398.0,,,,,-581.2,,-189.0,-477.0,,54.5,,-708.7,-384.5,,-586.0,-265.0,,,-59.0,523.0,-1412.6,,,,,-242.6,-698.0,,,-81.2,,False,,False,False,,,,,False,,True,False,,True,,False,False,,False,False,,,True,False,False,,,,,False,False,,,True
28061,391,261.0,,253.4,,255.0,82.0,,,,,166.4,,,138.0,,356.8,,90.2,,,304.0,247.2,,,327.0,306.0,10.9,,,,,,,,,304.1,-130.0,,-137.6,,-136.0,-309.0,,,,,-224.6,,,-253.0,,-34.2,,-300.8,,,-87.0,-143.8,,,-64.0,-85.0,-380.1,,,,,,,,,-86.9,,False,,False,False,,,,,False,,,False,,True,,False,,,True,False,,,True,True,False,,,,,,,,,True
28063,65,123.0,,119.0,,112.0,0.0,,,,,55.1,,,55.0,,184.3,,31.7,,,179.0,95.0,,,153.0,125.0,8.4,,,,,,,,,127.3,58.0,,54.0,,47.0,-65.0,,,,,-9.9,,,-10.0,,119.3,,-33.3,,,114.0,30.0,,,88.0,60.0,-56.6,,,,,,,,,62.3,,True,,True,False,,,,,True,,,True,,False,,True,,,False,True,,,False,False,True,,,,,,,,,False
28065,122,123.0,,121.4,,109.0,63.0,,,,,80.4,,,80.0,,114.3,,68.8,,,90.0,121.2,,,117.0,174.0,5.3,,,,,,,,,145.2,1.0,,-0.6,,-13.0,-59.0,,,,,-41.6,,,-42.0,,-7.7,,-53.2,,,-32.0,-0.8,,,-5.0,52.0,-116.7,,,,,,,,,23.2,,True,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,,,,False
28067,1020,1053.0,,1067.2,,1026.0,988.0,,,,,805.3,,,717.0,,1995.3,,587.0,827.0,,1406.0,1031.5,,,1384.0,1277.0,60.0,,,,,764.7,,,,1184.9,33.0,,47.2,,6.0,-32.0,,,,,-214.7,,,-303.0,,975.3,,-433.0,-193.0,,386.0,11.5,,,364.0,257.0,-960.0,,,,,-255.3,,,,164.9,,False,,True,True,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,False,,,,,False,,,,False
28069,127,228.0,,224.7,,221.0,56.0,,,,,116.8,,,76.0,,453.8,,52.3,,,329.0,190.8,,,218.0,221.0,13.1,,,,,,,,,392.1,101.0,,97.7,,94.0,-71.0,,,,,-10.2,,,-51.0,,326.8,,-74.7,,,202.0,63.8,,,91.0,94.0,-113.9,,,,,,,,,265.1,,True,,True,True,,,,,True,,,True,,False,,True,,,False,True,,,True,True,False,,,,,,,,,False
