,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01067,239,201.0,,194.5,,177.0,11.0,,,,,115.8,,,140.0,,253.2,,73.2,,,104.0,177.5,,,239.0,274.0,6.5,,,,,,,,,258.8,-38.0,,-44.5,,-62.0,-228.0,,,,,-123.2,,,-99.0,,14.2,,-165.8,,,-135.0,-61.5,,,0.0,35.0,-232.5,,,,,,,,,19.8,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,,,True,True,False,,,,,,,,,True
01069,1221,1182.0,,1218.7,,1096.0,1403.0,,,,,648.2,,,860.0,,1155.4,,532.4,877.0,,1295.0,1148.2,,,1069.0,1647.0,79.0,,,,,967.9,,,,1248.8,-39.0,,-2.3,,-125.0,182.0,,,,,-572.8,,,-361.0,,-65.6,,-688.6,-344.0,,74.0,-72.8,,,-152.0,426.0,-1142.0,,,,,-253.1,,,,27.8,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,True
01071,1045,1905.0,,1821.8,,1610.0,746.0,,,,,1108.6,,,829.0,,4012.7,,701.5,1140.0,,3731.0,1610.3,,,2326.0,1759.0,118.8,,,,,1346.6,,,,2382.7,860.0,,776.8,,565.0,-299.0,,,,,63.6,,,-216.0,,2967.7,,-343.5,95.0,,2686.0,565.3,,,1281.0,714.0,-926.2,,,,,301.6,,,,1337.7,,True,,True,True,,,,,True,,,True,,False,,True,True,,False,True,,,False,True,False,,,,,True,,,,False
01073,13276,11064.0,,10860.7,11248.3,11476.0,21870.0,,,,,12421.4,,18560.2,7643.0,,11473.7,,6473.5,7783.5,,12282.0,12618.4,,,12091.0,12921.0,526.3,,,,,12059.9,13759.0,,,11639.4,-2212.0,,-2415.3,-2027.7,-1800.0,8594.0,,,,,-854.6,,5284.2,-5633.0,,-1802.3,,-6802.5,-5492.5,,-994.0,-657.6,,,-1185.0,-355.0,-12749.7,,,,,-1216.1,483.0,,,-1636.6,,False,True,True,False,,,,,True,,False,False,,True,,False,False,,True,True,,,True,True,False,,,,,True,True,,,True
01075,265,195.0,,185.1,,191.0,132.0,,,,,126.8,,,181.0,,413.7,,68.8,,,301.0,211.9,,,309.0,256.0,21.3,,,,,,,,,238.9,-70.0,,-79.9,,-74.0,-133.0,,,,,-138.2,,,-84.0,,148.7,,-196.2,,,36.0,-53.1,,,44.0,-9.0,-243.7,,,,,,,,,-26.1,,False,,False,False,,,,,False,,,False,,False,,False,,,True,True,,,True,True,False,,,,,,,,,True
01077,1455,1545.0,,1571.5,,1396.0,1676.0,,,,,813.5,,,1629.0,,1334.5,,812.8,1076.0,,1381.0,1425.5,,,1726.0,1942.0,179.2,,,,,1016.5,,,,1332.2,90.0,,116.5,,-59.0,221.0,,,,,-641.5,,,174.0,,-120.5,,-642.2,-379.0,,-74.0,-29.5,,,271.0,487.0,-1275.8,,,,,-438.5,,,,-122.8,,False,,True,False,,,,,False,,,False,,False,,False,False,,True,True,,,False,False,False,,,,,False,,,,False
01079,503,426.0,,424.5,,380.0,387.0,,,,,297.7,,,517.0,,345.2,,212.8,310.5,,356.0,386.5,,,520.0,589.0,18.9,,,,,,,,,416.1,-77.0,,-78.5,,-123.0,-116.0,,,,,-205.3,,,14.0,,-157.8,,-290.2,-192.5,,-147.0,-116.5,,,17.0,86.0,-484.1,,,,,,,,,-86.9,,False,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,,True,False,False,,,,,,,,,False
01081,1669,1122.0,,1092.2,,1224.0,1606.0,,,,,766.5,,1317.0,1201.0,,937.6,,656.6,832.5,,1307.0,1397.4,,,1502.0,1999.0,68.1,,,,,862.1,1465.0,,,1252.9,-547.0,,-576.8,,-445.0,-63.0,,,,,-902.5,,-352.0,-468.0,,-731.4,,-1012.4,-836.5,,-362.0,-271.6,,,-167.0,330.0,-1600.9,,,,,-806.9,-204.0,,,-416.1,,False,,True,True,,,,,False,,True,True,,False,,False,False,,True,True,,,True,True,False,,,,,False,True,,,True
01083,1782,1338.0,,1244.5,,1260.0,1236.0,,,,,1005.2,,,1334.0,,1246.3,,751.1,957.5,,1346.0,1410.8,,,1709.0,1711.0,42.9,,,,,1184.6,,,,1682.0,-444.0,,-537.5,,-522.0,-546.0,,,,,-776.8,,,-448.0,,-535.7,,-1030.9,-824.5,,-436.0,-371.2,,,-73.0,-71.0,-1739.1,,,,,-597.4,,,,-100.0,,False,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,True,True,False,,,,,False,,,,True
01085,85,102.0,,96.4,,95.0,0.0,,,,,59.6,,,59.0,,159.3,,39.7,,,95.0,103.8,,,114.0,142.0,3.9,,,,,,,,,104.0,17.0,,11.4,,10.0,-85.0,,,,,-25.4,,,-26.0,,74.3,,-45.3,,,10.0,18.8,,,29.0,57.0,-81.1,,,,,,,,,19.0,,True,,True,False,,,,,False,,,False,,False,,False,,,True,False,,,False,False,False,,,,,,,,,False
01087,182,123.0,,121.9,,117.0,172.0,,,,,80.3,,,106.0,,108.1,,77.4,,,97.0,139.9,,,101.0,243.0,22.5,,,,,,,,,149.8,-59.0,,-60.1,,-65.0,-10.0,,,,,-101.7,,,-76.0,,-73.9,,-104.6,,,-85.0,-42.1,,,-81.0,61.0,-159.5,,,,,,,,,-32.2,,False,,False,True,,,,,False,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,,,,True
01089,6184,4893.0,,4886.4,,5718.0,7679.0,,,,,7333.1,,8997.6,4270.0,,5191.9,,2794.4,3125.5,,5880.5,5858.2,,,7070.0,6168.0,598.5,,,,,5372.3,5938.0,,,5688.0,-1291.0,,-1297.6,,-466.0,1495.0,,,,,1149.1,,2813.6,-1914.0,,-992.1,,-3389.6,-3058.5,,-303.5,-325.8,,,886.0,-16.0,-5585.5,,,,,-811.7,-246.0,,,-496.0,,False,,True,False,,,,,True,,False,False,,True,,False,False,,True,True,,,True,True,False,,,,,True,True,,,True
01091,448,231.0,,221.2,,230.0,0.0,,,,,174.3,,,201.0,,328.7,,95.7,,,328.0,307.1,,,340.0,335.0,26.9,,,,,,,,,256.5,-217.0,,-226.8,,-218.0,-448.0,,,,,-273.7,,,-247.0,,-119.3,,-352.3,,,-120.0,-140.9,,,-108.0,-113.0,-421.1,,,,,,,,,-191.5,,False,,False,False,,,,,False,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,,,,True
01093,460,384.0,,379.2,,375.0,325.0,,,,,278.3,,,425.0,,473.1,,161.7,257.5,,440.5,377.9,,,541.0,517.0,63.5,,,,,,,,,370.9,-76.0,,-80.8,,-85.0,-135.0,,,,,-181.7,,,-35.0,,13.1,,-298.3,-202.5,,-19.5,-82.1,,,81.0,57.0,-396.5,,,,,,,,,-89.1,,False,,False,False,,,,,False,,,True,,True,,False,False,,True,False,,,False,True,False,,,,,,,,,False
01095,1768,2373.0,,2389.2,,2272.0,2277.0,,,,,1138.2,,3437.3,1473.0,,2624.9,,1304.4,1475.0,,2354.5,2182.8,,,3214.0,2546.0,179.3,,,,,1481.1,,,,4463.6,605.0,,621.2,,504.0,509.0,,,,,-629.8,,1669.3,-295.0,,856.9,,-463.6,-293.0,,586.5,414.8,,,1446.0,778.0,-1588.7,,,,,-286.9,,,,2695.6,,False,,True,True,,,,,False,,False,True,,False,,True,True,,True,True,,,False,False,False,,,,,True,,,,False
01097,3904,2715.0,,2674.3,4419.8,2965.0,3154.0,,,,,4568.5,,3384.9,3163.0,,2523.2,,2082.4,1732.5,,3223.5,3723.3,,,2270.0,4967.0,366.4,,,,,2785.7,3367.0,,,2947.6,-1189.0,,-1229.7,515.8,-939.0,-750.0,,,,,664.5,,-519.1,-741.0,,-1380.8,,-1821.6,-2171.5,,-680.5,-180.7,,,-1634.0,1063.0,-3537.6,,,,,-1118.3,-537.0,,,-956.4,,False,True,True,True,,,,,True,,True,True,,False,,False,False,,True,True,,,False,True,False,,,,,True,True,,,True
01099,249,198.0,,211.4,,196.0,266.0,,,,,82.7,,,190.0,,323.0,,82.9,,,49.0,127.7,,,249.0,315.0,9.8,,,,,,,,,204.1,-51.0,,-37.6,,-53.0,17.0,,,,,-166.3,,,-59.0,,74.0,,-166.1,,,-200.0,-121.3,,,0.0,66.0,-239.2,,,,,,,,,-44.9,,True,,False,True,,,,,False,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,,,,True
01101,2519,1731.0,,1742.4,,1728.0,2193.0,,,,,2327.9,,1953.1,1716.0,,1496.5,,1016.0,1284.0,,1576.5,2152.1,,,2136.0,3071.0,177.5,,,,,1554.1,2223.0,,,2388.3,-788.0,,-776.6,,-791.0,-326.0,,,,,-191.1,,-565.9,-803.0,,-1022.5,,-1503.0,-1235.0,,-942.5,-366.9,,,-383.0,552.0,-2341.5,,,,,-964.9,-296.0,,,-130.7,,True,,False,True,,,,,True,,True,False,,False,,False,False,,False,True,,,True,True,False,,,,,False,True,,,True
01103,2612,2658.0,,2457.0,,2474.0,2517.0,,,,,1289.8,,,1862.0,,2826.6,,1228.4,1738.5,,2704.0,2385.1,,,3381.0,2803.0,70.4,,,,,2771.1,,,,2693.4,46.0,,-155.0,,-138.0,-95.0,,,,,-1322.2,,,-750.0,,214.6,,-1383.6,-873.5,,92.0,-226.9,,,769.0,191.0,-2541.6,,,,,159.1,,,,81.4,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
01105,118,54.0,,55.2,,52.0,0.0,,,,,56.6,,,80.0,,43.8,,31.1,,,37.0,68.4,,,55.0,119.0,4.8,,,,,,,,,52.8,-64.0,,-62.8,,-66.0,-118.0,,,,,-61.4,,,-38.0,,-74.2,,-86.9,,,-81.0,-49.6,,,-63.0,1.0,-113.2,,,,,,,,,-65.2,,True,,False,False,,,,,True,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,,,,False
01107,350,213.0,,198.2,,216.0,168.0,,,,,174.9,,,216.0,,223.3,,136.0,,,238.0,243.7,,,198.0,311.0,31.1,,,,,,,,,252.4,-137.0,,-151.8,,-134.0,-182.0,,,,,-175.1,,,-134.0,,-126.7,,-214.0,,,-112.0,-106.3,,,-152.0,-39.0,-318.9,,,,,,,,,-97.6,,False,,True,False,,,,,False,,,True,,True,,False,,,True,True,,,False,True,False,,,,,,,,,True
01109,236,222.0,,224.8,,208.0,161.0,,,,,176.0,,,259.0,,185.3,,126.3,172.0,,151.0,229.6,,,273.0,389.0,25.8,,,,,,,,,287.1,-14.0,,-11.2,,-28.0,-75.0,,,,,-60.0,,,23.0,,-50.7,,-109.7,-64.0,,-85.0,-6.4,,,37.0,153.0,-210.2,,,,,,,,,51.1,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,False,,,,,,,,,False
01111,125,162.0,,163.5,,157.0,103.0,,,,,122.9,,,228.0,,139.7,,95.7,,,159.0,160.9,,,180.0,317.0,13.3,,,,,,,,,147.3,37.0,,38.5,,32.0,-22.0,,,,,-2.1,,,103.0,,14.7,,-29.3,,,34.0,35.9,,,55.0,192.0,-111.7,,,,,,,,,22.3,,False,,True,True,,,,,True,,,False,,True,,True,,,True,True,,,False,False,False,,,,,,,,,True
01113,333,393.0,,386.4,,421.0,590.0,,,,,260.0,,,460.0,,612.8,,264.8,245.5,,456.5,421.3,,,522.0,626.0,31.6,,,,,315.6,,,,394.3,60.0,,53.4,,88.0,257.0,,,,,-73.0,,,127.0,,279.8,,-68.2,-87.5,,123.5,88.3,,,189.0,293.0,-301.4,,,,,-17.4,,,,61.3,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,True,,,,False
01115,1460,1614.0,,1592.6,,1567.0,2621.0,,,,,992.8,,,947.0,,2744.0,,619.3,915.0,,1666.5,1444.7,,,2093.0,1832.0,,,,,,1291.9,,,,1976.7,154.0,,132.6,,107.0,1161.0,,,,,-467.2,,,-513.0,,1284.0,,-840.7,-545.0,,206.5,-15.3,,,633.0,372.0,,,,,,-168.1,,,,516.7,,True,,True,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,,,,,,False,,,,False
01117,3430,3405.0,,3220.6,,3361.0,5343.0,,,,,3519.9,,4513.2,2132.0,,3394.7,,1809.8,2153.5,,3462.0,3269.7,,,4635.0,4179.0,263.6,,,,,3314.2,3796.0,,,3907.1,-25.0,,-209.4,,-69.0,1913.0,,,,,89.9,,1083.2,-1298.0,,-35.3,,-1620.2,-1276.5,,32.0,-160.3,,,1205.0,749.0,-3166.4,,,,,-115.8,366.0,,,477.1,,False,,False,False,,,,,False,,False,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,False
01119,205,93.0,,95.6,,93.0,53.0,,,,,84.6,,,99.0,,52.5,,44.9,,,68.0,125.2,,,120.0,173.0,10.5,,,,,,,,,120.8,-112.0,,-109.4,,-112.0,-152.0,,,,,-120.4,,,-106.0,,-152.5,,-160.1,,,-137.0,-79.8,,,-85.0,-32.0,-194.5,,,,,,,,,-84.2,,True,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,,,,True
01121,1006,1191.0,,1192.5,,1053.0,449.0,,,,,755.6,,,892.0,,1762.0,,492.3,723.0,,1044.0,1114.1,,,1593.0,1504.0,80.2,,,,,1061.2,,,,1348.4,185.0,,186.5,,47.0,-557.0,,,,,-250.4,,,-114.0,,756.0,,-513.7,-283.0,,38.0,108.1,,,587.0,498.0,-925.8,,,,,55.2,,,,342.4,,False,,True,False,,,,,False,,,True,,False,,False,False,,True,True,,,False,False,False,,,,,True,,,,False
01123,365,495.0,,476.7,,353.0,77.0,,,,,273.8,,,329.0,,577.1,,221.4,217.5,,167.0,377.0,,,610.0,660.0,24.1,,,,,,,,,430.5,130.0,,111.7,,-12.0,-288.0,,,,,-91.2,,,-36.0,,212.1,,-143.6,-147.5,,-198.0,12.0,,,245.0,295.0,-340.9,,,,,,,,,65.5,,True,,True,False,,,,,True,,,True,,False,,False,False,,False,True,,,False,False,False,,,,,,,,,True
01125,3619,3048.0,,3012.5,,3088.0,3782.0,,,,,3152.6,,3593.3,2526.0,,3153.1,,1364.0,1845.5,,3668.0,3282.0,,,4280.0,3686.0,217.5,,,,,2272.0,6725.0,,,3262.0,-571.0,,-606.5,,-531.0,163.0,,,,,-466.4,,-25.7,-1093.0,,-465.9,,-2255.0,-1773.5,,49.0,-337.0,,,661.0,67.0,-3401.5,,,,,-1347.0,3106.0,,,-357.0,,False,,True,True,,,,,True,,True,False,,True,,False,False,,True,True,,,False,True,False,,,,,False,False,,,True
01127,1072,879.0,,872.5,,837.0,611.0,,,,,586.3,,,991.0,,1017.5,,381.5,502.0,,853.0,913.1,,,1216.0,1162.0,61.5,,,,,648.7,,,,461.9,-193.0,,-199.5,,-235.0,-461.0,,,,,-485.7,,,-81.0,,-54.5,,-690.5,-570.0,,-219.0,-158.9,,,144.0,90.0,-1010.5,,,,,-423.3,,,,-610.1,,False,,False,False,,,,,False,,,True,,True,,False,False,,False,True,,,True,True,False,,,,,False,,,,False
01129,205,96.0,,91.9,,68.0,0.0,,,,,81.0,,,207.0,,54.8,,58.2,,,66.0,125.6,,,47.0,189.0,10.0,,,,,,,,,23.5,-109.0,,-113.1,,-137.0,-205.0,,,,,-124.0,,,2.0,,-150.2,,-146.8,,,-139.0,-79.4,,,-158.0,-16.0,-195.0,,,,,,,,,-181.5,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,,,,False
01131,188,81.0,,83.2,,66.0,0.0,,,,,55.3,,,66.0,,79.6,,40.7,,,59.0,91.9,,,111.0,146.0,12.2,,,,,,,,,45.3,-107.0,,-104.8,,-122.0,-188.0,,,,,-132.7,,,-122.0,,-108.4,,-147.3,,,-129.0,-96.1,,,-77.0,-42.0,-175.8,,,,,,,,,-142.7,,True,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,True,True,False,,,,,,,,,False
01133,406,426.0,,407.2,,409.0,241.0,,,,,221.7,,,418.0,,567.1,,208.3,,,420.0,390.9,,,579.0,477.0,12.0,,,,,,,,,554.6,20.0,,1.2,,3.0,-165.0,,,,,-184.3,,,12.0,,161.1,,-197.7,,,14.0,-15.1,,,173.0,71.0,-394.0,,,,,,,,,148.6,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,,False,False,False,,,,,,,,,False
02013,2,24.0,,30.8,,20.0,0.0,,,,,12.1,,,,,94.2,,19.1,,,14.0,16.6,,,40.0,44.0,6.2,,,,,,,,,41.0,22.0,,28.8,,18.0,-2.0,,,,,10.1,,,,,92.2,,17.1,,,12.0,14.6,,,38.0,42.0,4.2,,,,,,,,,39.0,,False,,True,True,,,,,True,,,,,False,,True,,,True,True,,,False,False,True,,,,,,,,,False
02016,73,12.0,,12.8,,12.0,0.0,,,,,16.1,,,,,25.6,,7.4,,,11.0,17.2,,,12.0,47.0,7.1,,,,,,,,,13.9,-61.0,,-60.2,,-61.0,-73.0,,,,,-56.9,,,,,-47.4,,-65.6,,,-62.0,-55.8,,,-61.0,-26.0,-65.9,,,,,,,,,-59.1,,True,,False,False,,,,,True,,,,,True,,False,,,False,True,,,False,True,False,,,,,,,,,True
02020,4177,5280.0,,5036.6,,5104.0,4601.0,,,,,7529.7,,5117.2,,,2756.0,,3472.9,4299.5,,5142.5,6047.7,,,4465.0,5810.0,940.2,,,,,5346.3,5168.0,,,7970.7,1103.0,,859.6,,927.0,424.0,,,,,3352.7,,940.2,,,-1421.0,,-704.1,122.5,,965.5,1870.7,,,288.0,1633.0,-3236.8,,,,,1169.3,991.0,,,3793.7,,True,,True,True,,,,,False,,True,,,False,,True,True,,True,False,,,True,False,False,,,,,False,True,,,False
02050,469,759.0,,777.9,,497.0,0.0,,,,,375.9,,,,,520.3,,328.8,,,389.5,474.7,,,,604.0,97.1,,,,,,,,,912.4,290.0,,308.9,,28.0,-469.0,,,,,-93.1,,,,,51.3,,-140.2,,,-79.5,5.7,,,,135.0,-371.9,,,,,,,,,443.4,,False,,True,False,,,,,True,,,,,True,,True,,,True,True,,,,True,False,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,1.2,,,,,0.0,,0.0,,,,0.0,,,0.0,9.0,0.4,,,,,,,,,3.2,0.0,,0.0,,0.0,0.0,,,,,1.2,,,,,0.0,,0.0,,,,0.0,,,0.0,9.0,0.4,,,,,,,,,3.2,,True,,True,True,,,,,False,,,,,True,,True,,,,True,,,True,False,False,,,,,,,,,False
02068,14,12.0,,11.5,,11.0,0.0,,,,,11.3,,,,,15.2,,6.9,,,10.0,9.7,,,12.0,22.0,,,,,,,,,,11.2,-2.0,,-2.5,,-3.0,-14.0,,,,,-2.7,,,,,1.2,,-7.1,,,-4.0,-4.3,,,-2.0,8.0,,,,,,,,,,-2.8,,False,,False,False,,,,,False,,,,,True,,False,,,False,False,,,False,False,,,,,,,,,,False
02070,10,21.0,,20.2,,13.0,0.0,,,,,92.4,,,,,5.8,,26.8,,,3.0,21.6,,,23.0,55.0,5.0,,,,,,,,,12.0,11.0,,10.2,,3.0,-10.0,,,,,82.4,,,,,-4.2,,16.8,,,-7.0,11.6,,,13.0,45.0,-5.0,,,,,,,,,2.0,,True,,True,True,,,,,False,,,,,True,,False,,,True,False,,,False,False,True,,,,,,,,,True
02090,1054,987.0,,1007.0,,757.0,713.0,,,,,815.4,,,,,350.3,,600.2,874.0,,444.0,880.7,,,,1074.0,179.1,,,,,826.6,,,,844.6,-67.0,,-47.0,,-297.0,-341.0,,,,,-238.6,,,,,-703.7,,-453.8,-180.0,,-610.0,-173.3,,,,20.0,-874.9,,,,,-227.4,,,,-209.4,,True,,False,False,,,,,False,,,,,False,,False,False,,False,False,,,,True,False,,,,,False,,,,False
02100,5,3.0,,2.2,,3.0,0.0,,,,,2.4,,,,,3.6,,0.9,,,3.0,1.4,,,2.0,24.0,1.7,,,,,,,,,2.6,-2.0,,-2.8,,-2.0,-5.0,,,,,-2.6,,,,,-1.4,,-4.1,,,-2.0,-3.6,,,-3.0,19.0,-3.3,,,,,,,,,-2.4,,False,,False,False,,,,,False,,,,,True,,False,,,False,False,,,False,False,False,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,3.0,,,,,0.0,,3.4,,,,0.4,,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,3.0,,,,,0.0,,3.4,,,,0.4,,,0.0,,,,,,,,,,,,,True,,True,True,,,,,False,,,,,True,,False,,,,False,,,True,,,,,,,,,,,
02110,122,189.0,,203.0,,168.0,125.0,,,,,146.9,,,,,109.5,,77.6,242.5,,71.0,171.2,,,166.0,198.0,52.8,,,,,,,,,157.1,67.0,,81.0,,46.0,3.0,,,,,24.9,,,,,-12.5,,-44.4,120.5,,-51.0,49.2,,,44.0,76.0,-69.2,,,,,,,,,35.1,,False,,True,True,,,,,True,,,,,True,,True,False,,True,True,,,True,False,False,,,,,,,,,True
02122,639,1224.0,,1207.7,,1201.0,1632.0,,,,,830.2,,,,,1036.4,,747.7,,,1193.0,1248.2,,,1352.0,1152.0,153.7,,,,,602.2,,,,1663.6,585.0,,568.7,,562.0,993.0,,,,,191.2,,,,,397.4,,108.7,,,554.0,609.2,,,713.0,513.0,-485.3,,,,,-36.8,,,,1024.6,,True,,True,False,,,,,True,,,,,True,,True,,,True,False,,,False,True,True,,,,,True,,,,False
02130,20,51.0,,44.5,,43.0,2.0,,,,,69.4,,,,,10.2,,17.9,,,94.0,49.1,,,55.0,74.0,,,,,,,,,,28.0,31.0,,24.5,,23.0,-18.0,,,,,49.4,,,,,-9.8,,-2.1,,,74.0,29.1,,,35.0,54.0,,,,,,,,,,8.0,,True,,True,True,,,,,False,,,,,True,,True,,,False,True,,,False,False,,,,,,,,,,True
02150,457,492.0,,490.2,,458.0,0.0,,,,,270.8,,,,,1582.2,,190.8,,,1586.0,434.7,,,586.0,339.0,16.7,,,,,,,,,710.3,35.0,,33.2,,1.0,-457.0,,,,,-186.2,,,,,1125.2,,-266.2,,,1129.0,-22.3,,,129.0,-118.0,-440.3,,,,,,,,,253.3,,True,,True,False,,,,,False,,,,,False,,False,,,False,True,,,False,False,False,,,,,,,,,False
02158,233,135.0,,155.5,,87.0,0.0,,,,,111.9,,,,,41.6,,,,,69.0,105.7,,,105.0,,,,,,,,,,,,-98.0,,-77.5,,-146.0,-233.0,,,,,-121.1,,,,,-191.4,,,,,-164.0,-127.3,,,-128.0,,,,,,,,,,,,,True,,False,False,,,,,False,,,,,False,,,,,False,False,,,False,,,,,,,,,,,
02164,11,12.0,,12.9,,6.0,0.0,,,,,163.0,,,,,1.8,,4.3,,,6.0,,,,13.0,24.0,3.5,,,,,,,,,10.5,1.0,,1.9,,-5.0,-11.0,,,,,152.0,,,,,-9.2,,-6.7,,,-5.0,,,,2.0,13.0,-7.5,,,,,,,,,-0.5,,False,,False,False,,,,,False,,,,,False,,False,,,False,,,,False,False,False,,,,,,,,,True
02170,1379,4401.0,,4330.7,,3909.0,4338.0,,,,,2177.5,,,,,22369.8,,2157.2,2908.5,,11978.5,4213.3,,,5501.0,3258.0,512.7,,,,,3012.5,,,,10748.1,3022.0,,2951.7,,2530.0,2959.0,,,,,798.5,,,,,20990.8,,778.2,1529.5,,10599.5,2834.3,,,4122.0,1879.0,-866.3,,,,,1633.5,,,,9369.1,,True,,True,True,,,,,True,,,,,False,,True,True,,False,True,,,False,True,True,,,,,True,,,,False
02180,25,63.0,,53.3,,66.0,0.0,,,,,47.2,,,,,144.5,,50.5,,,70.0,78.9,,,91.0,123.0,26.4,,,,,,,,,97.7,38.0,,28.3,,41.0,-25.0,,,,,22.2,,,,,119.5,,25.5,,,45.0,53.9,,,66.0,98.0,1.4,,,,,,,,,72.7,,True,,False,True,,,,,True,,,,,False,,True,,,False,False,,,False,False,True,,,,,,,,,False
02185,250,279.0,,271.9,,240.0,0.0,,,,,140.9,,,,,476.8,,95.2,,,855.0,250.1,,,358.0,210.0,30.9,,,,,,,,,200.3,29.0,,21.9,,-10.0,-250.0,,,,,-109.1,,,,,226.8,,-154.8,,,605.0,0.1,,,108.0,-40.0,-219.1,,,,,,,,,-49.7,,True,,True,False,,,,,False,,,,,False,,False,,,False,True,,,False,False,False,,,,,,,,,False
02188,28,45.0,,45.0,,35.0,0.0,,,,,54.6,,,,,28.7,,35.9,,,22.0,58.3,,,30.0,96.0,6.5,,,,,,,,,56.6,17.0,,17.0,,7.0,-28.0,,,,,26.6,,,,,0.7,,7.9,,,-6.0,30.3,,,2.0,68.0,-21.5,,,,,,,,,28.6,,False,,True,False,,,,,False,,,,,True,,True,,,True,False,,,True,False,False,,,,,,,,,False
