,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19191,51,99.0,,95.5,,70.0,88.0,,,,,52.2,,134.7,,,70.0,,42.7,63.9,,,54.0,79.9,,102.0,94.0,63.9,,,,,,89.7,,,,89.2,48.0,,44.5,,19.0,37.0,,,,,1.2,,83.7,,,19.0,,-8.3,12.9,,,3.0,28.9,,51.0,43.0,12.9,,,,,,38.7,,,,38.2,,True,,True,True,,,,,True,,False,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,True
19193,242,431.0,,443.2,,342.0,339.0,,,,,301.8,,410.5,,,534.0,,158.6,359.8,300.0,,242.0,345.7,,395.0,437.0,476.7,,,,,401.4,465.5,,,,440.1,189.0,,201.2,,100.0,97.0,,,,,59.8,,168.5,,,292.0,,-83.4,117.8,58.0,,0.0,103.7,,153.0,195.0,234.7,,,,,159.4,223.5,,,,198.1,,False,,True,True,,,,,True,,True,,,False,,True,True,True,,True,True,,True,False,False,,,,,True,False,,,,False
19195,33,47.0,,46.3,,24.0,22.0,,,,,19.7,,33.0,,,24.0,,26.5,26.5,,,19.0,30.0,,42.0,41.0,19.4,,,,,,43.9,,,,33.3,14.0,,13.3,,-9.0,-11.0,,,,,-13.3,,-0.0,,,-9.0,,-6.5,-6.5,,,-14.0,-3.0,,9.0,8.0,-13.6,,,,,,10.9,,,,0.3,,True,,True,True,,,,,True,,True,,,True,,True,True,,,False,True,,True,True,True,,,,,,True,,,,True
19197,37,61.0,,60.0,,49.0,47.0,,,,,44.1,,32.6,,,54.0,,20.2,45.1,,,32.0,41.7,,57.0,58.0,56.0,,,,,,65.8,,,,45.4,24.0,,23.0,,12.0,10.0,,,,,7.1,,-4.4,,,17.0,,-16.8,8.1,,,-5.0,4.7,,20.0,21.0,19.0,,,,,,28.8,,,,8.4,,True,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,True
20001,51,64.0,,61.8,,50.0,68.0,,,,,33.2,,26.8,,,66.0,,21.1,43.8,,,49.0,36.7,,73.0,55.0,49.5,,,,,,64.3,,,,56.9,13.0,,10.8,,-1.0,17.0,,,,,-17.8,,-24.2,,,15.0,,-29.9,-7.2,,,-2.0,-14.3,,22.0,4.0,-1.5,,,,,,13.3,,,,5.9,,True,,True,False,,,,,False,,False,,,False,,False,True,,,True,False,,False,True,True,,,,,,False,,,,True
20003,24,26.0,,26.2,,24.0,19.0,,,,,20.0,,12.9,,,55.0,,10.2,16.0,,,27.0,16.9,,29.0,27.0,27.9,,,,,,36.4,,,,32.2,2.0,,2.2,,0.0,-5.0,,,,,-4.0,,-11.1,,,31.0,,-13.8,-8.0,,,3.0,-7.1,,5.0,3.0,3.9,,,,,,12.4,,,,8.2,,False,,True,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
20005,34,104.0,,105.1,,76.0,77.0,,,,,52.5,,31.3,,,87.0,,75.9,57.4,,,71.0,66.0,,134.0,98.0,103.4,,,,,,108.3,,,,176.4,70.0,,71.1,,42.0,43.0,,,,,18.5,,-2.7,,,53.0,,41.9,23.4,,,37.0,32.0,,100.0,64.0,69.4,,,,,,74.3,,,,142.4,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
20007,6,20.0,,20.5,,18.0,0.0,,,,,10.8,,5.0,,,24.0,,35.2,12.5,,,17.0,11.5,,28.0,20.0,21.8,,,,,,23.2,,,,28.3,14.0,,14.5,,12.0,-6.0,,,,,4.8,,-1.0,,,18.0,,29.2,6.5,,,11.0,5.5,,22.0,14.0,15.8,,,,,,17.2,,,,22.3,,False,,True,True,,,,,True,,True,,,False,,False,True,,,True,True,,False,False,False,,,,,,False,,,,False
20009,69,137.0,,134.5,,112.0,97.0,,,,,77.1,,45.0,,,157.0,,72.5,87.9,,,140.0,91.0,,145.0,128.0,180.5,,,,,,121.5,,,,89.2,68.0,,65.5,,43.0,28.0,,,,,8.1,,-24.0,,,88.0,,3.5,18.9,,,71.0,22.0,,76.0,59.0,111.5,,,,,,52.5,,,,20.2,,True,,True,True,,,,,True,,True,,,False,,True,True,,,False,True,,False,True,False,,,,,,True,,,,True
20011,35,77.0,,80.8,,70.0,81.0,,,,,39.1,,30.4,,,85.0,,39.2,48.7,,,68.0,53.0,,103.0,73.0,76.9,,,,,,82.2,,,,78.6,42.0,,45.8,,35.0,46.0,,,,,4.1,,-4.6,,,50.0,,4.2,13.7,,,33.0,18.0,,68.0,38.0,41.9,,,,,,47.2,,,,43.6,,False,,True,False,,,,,True,,True,,,False,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
20013,22,54.0,,52.1,,46.0,40.0,,,,,28.7,,12.0,,,59.0,,20.8,42.4,,,83.0,36.9,,68.0,52.0,59.9,,,,,,59.7,,,,61.4,32.0,,30.1,,24.0,18.0,,,,,6.7,,-10.0,,,37.0,,-1.2,20.4,,,61.0,14.9,,46.0,30.0,37.9,,,,,,37.7,,,,39.4,,True,,True,True,,,,,True,,True,,,False,,True,True,,,False,True,,False,True,False,,,,,,False,,,,False
20015,251,433.0,,410.0,,370.0,329.0,,,,,234.3,,153.3,,,302.0,,410.3,232.5,342.5,,390.0,299.8,,541.0,373.0,417.5,,,,,446.9,388.0,,,,729.3,182.0,,159.0,,119.0,78.0,,,,,-16.7,,-97.7,,,51.0,,159.3,-18.5,91.5,,139.0,48.8,,290.0,122.0,166.5,,,,,195.9,137.0,,,,478.3,,True,,True,True,,,,,True,,True,,,True,,True,True,True,,True,True,,False,True,True,,,,,False,True,,,,False
20017,11,28.0,,28.0,,13.0,,,,,,11.4,,1.1,,,11.0,,33.9,14.6,,,13.0,9.2,,29.0,23.0,18.0,,,,,,57.0,,,,28.4,17.0,,17.0,,2.0,,,,,,0.4,,-9.9,,,0.0,,22.9,3.6,,,2.0,-1.8,,18.0,12.0,7.0,,,,,,46.0,,,,17.4,,False,,True,,,,,,True,,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
20019,16,12.0,,11.3,,10.0,0.0,,,,,8.3,,4.3,,,17.0,,6.7,8.9,,,14.0,7.4,,12.0,11.0,14.1,,,,,,20.1,,,,11.7,-4.0,,-4.7,,-6.0,-16.0,,,,,-7.7,,-11.7,,,1.0,,-9.3,-7.1,,,-2.0,-8.6,,-4.0,-5.0,-1.9,,,,,,4.1,,,,-4.3,,False,,False,False,,,,,False,,False,,,True,,False,False,,,True,False,,False,False,True,,,,,,False,,,,False
20021,74,121.0,,119.9,,109.0,102.0,,,,,61.0,,127.9,,,140.0,,140.8,69.9,,,84.0,103.7,,168.0,115.0,111.0,,,,,,124.4,,,,155.2,47.0,,45.9,,35.0,28.0,,,,,-13.0,,53.9,,,66.0,,66.8,-4.1,,,10.0,29.7,,94.0,41.0,37.0,,,,,,50.4,,,,81.2,,True,,True,True,,,,,True,,False,,,False,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
20023,13,22.0,,20.6,,12.0,0.0,,,,,12.8,,3.8,,,15.0,,8.2,8.2,,,12.0,10.9,,22.0,17.0,16.8,,,,,,22.9,,,,10.1,9.0,,7.6,,-1.0,-13.0,,,,,-0.2,,-9.2,,,2.0,,-4.8,-4.8,,,-1.0,-2.1,,9.0,4.0,3.8,,,,,,9.9,,,,-2.9,,True,,True,False,,,,,True,,False,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,True
20025,3,13.0,,14.9,,10.0,,,,,,6.8,,2.4,,,10.0,,8.0,7.8,,,15.0,8.2,,20.0,12.0,9.7,,,,,,23.4,,,,17.3,10.0,,11.9,,7.0,,,,,,3.8,,-0.6,,,7.0,,5.0,4.8,,,12.0,5.2,,17.0,9.0,6.7,,,,,,20.4,,,,14.3,,False,,True,,,,,,True,,True,,,True,,True,True,,,False,True,,False,True,True,,,,,,False,,,,False
20027,36,49.0,,41.5,,42.0,28.0,,,,,34.3,,11.1,,,55.0,,57.2,22.0,,,41.0,30.7,,60.0,43.0,43.0,,,,,,59.6,,,,32.6,13.0,,5.5,,6.0,-8.0,,,,,-1.7,,-24.9,,,19.0,,21.2,-14.0,,,5.0,-5.3,,24.0,7.0,7.0,,,,,,23.6,,,,-3.4,,True,,True,True,,,,,True,,False,,,False,,False,False,,,True,True,,False,True,True,,,,,,False,,,,True
20029,31,64.0,,67.9,,43.0,56.0,,,,,31.4,,9.5,,,63.0,,33.2,29.6,,,42.0,37.3,,67.0,55.0,44.5,,,,,,62.0,,,,111.0,33.0,,36.9,,12.0,25.0,,,,,0.4,,-21.5,,,32.0,,2.2,-1.4,,,11.0,6.3,,36.0,24.0,13.5,,,,,,31.0,,,,80.0,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
20031,24,66.0,,63.1,,46.0,48.0,,,,,20.6,,19.8,,,45.0,,60.7,24.1,,,34.0,35.7,,78.0,56.0,52.6,,,,,,69.0,,,,72.3,42.0,,39.1,,22.0,24.0,,,,,-3.4,,-4.2,,,21.0,,36.7,0.1,,,10.0,11.7,,54.0,32.0,28.6,,,,,,45.0,,,,48.3,,True,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
20033,4,10.0,,11.7,,9.0,0.0,,,,,5.6,,4.7,,,12.0,,18.1,8.8,,,17.0,7.7,,,11.0,9.2,,,,,,16.0,,,,21.5,6.0,,7.7,,5.0,-4.0,,,,,1.6,,0.7,,,8.0,,14.1,4.8,,,13.0,3.7,,,7.0,5.2,,,,,,12.0,,,,17.5,,False,,True,True,,,,,True,,True,,,False,,False,True,,,False,True,,,False,True,,,,,,False,,,,False
20035,126,193.0,,197.9,,177.0,160.0,,,,,95.9,,73.5,,,187.0,,181.3,141.0,166.0,,202.0,146.3,,240.0,175.0,220.1,,,,,,217.8,,,,235.7,67.0,,71.9,,51.0,34.0,,,,,-30.1,,-52.5,,,61.0,,55.3,15.0,40.0,,76.0,20.3,,114.0,49.0,94.1,,,,,,91.8,,,,109.7,,False,,True,True,,,,,True,,True,,,True,,True,True,True,,False,True,,False,True,False,,,,,,False,,,,False
20037,111,233.0,,234.8,,184.0,168.0,,,,,148.4,,75.6,,,199.0,,120.4,130.8,176.0,,192.5,157.6,,255.0,222.0,264.7,,,,,,205.9,,,,247.5,122.0,,123.8,,73.0,57.0,,,,,37.4,,-35.4,,,88.0,,9.4,19.8,65.0,,81.5,46.6,,144.0,111.0,153.7,,,,,,94.9,,,,136.5,,False,,True,True,,,,,True,,True,,,True,,True,True,True,,True,True,,False,True,False,,,,,,True,,,,False
20039,0,9.0,,7.9,,8.0,0.0,,,,,7.9,,2.2,,,16.0,,7.4,4.9,,,8.0,5.7,,12.0,11.0,14.6,,,,,,11.5,,,,5.0,9.0,,7.9,,8.0,0.0,,,,,7.9,,2.2,,,16.0,,7.4,4.9,,,8.0,5.7,,12.0,11.0,14.6,,,,,,11.5,,,,5.0,,True,,True,True,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,True
20041,87,113.0,,110.8,,100.0,99.0,,,,,52.0,,34.1,,,111.0,,142.0,59.4,,,76.0,71.6,,157.0,104.0,94.8,,,,,,90.5,,,,114.8,26.0,,23.8,,13.0,12.0,,,,,-35.0,,-52.9,,,24.0,,55.0,-27.6,,,-11.0,-15.4,,70.0,17.0,7.8,,,,,,3.5,,,,27.8,,True,,True,True,,,,,False,,False,,,True,,False,False,,,True,True,,False,True,True,,,,,,True,,,,False
20043,41,45.0,,49.0,,30.0,31.0,,,,,27.9,,11.6,,,39.0,,4.4,25.1,,,48.0,21.2,,42.0,38.0,33.7,,,,,,53.0,,,,21.1,4.0,,8.0,,-11.0,-10.0,,,,,-13.1,,-29.4,,,-2.0,,-36.6,-15.9,,,7.0,-19.8,,1.0,-3.0,-7.3,,,,,,12.0,,,,-19.9,,False,,False,False,,,,,False,,False,,,True,,False,False,,,False,False,,True,True,False,,,,,,False,,,,False
20045,287,347.0,,351.5,,328.0,372.0,,,,,232.8,,163.0,,347.3,440.0,,205.2,257.4,312.5,,312.0,299.9,,378.0,317.0,344.3,,,,,364.2,425.4,,,,482.0,60.0,,64.5,,41.0,85.0,,,,,-54.2,,-124.0,,60.3,153.0,,-81.8,-29.6,25.5,,25.0,12.9,,91.0,30.0,57.3,,,,,77.2,138.4,,,,195.0,,False,,True,False,,,,,True,,False,,False,False,,False,True,True,,True,True,,False,True,True,,,,,False,False,,,,False
20047,5,10.0,,12.6,,10.0,0.0,,,,,8.1,,4.1,,,11.0,,9.1,9.1,,,18.0,9.1,,,12.0,12.0,,,,,,23.1,,,,18.4,5.0,,7.6,,5.0,-5.0,,,,,3.1,,-0.9,,,6.0,,4.1,4.1,,,13.0,4.1,,,7.0,7.0,,,,,,18.1,,,,13.4,,False,,False,False,,,,,True,,True,,,False,,True,True,,,False,True,,,False,False,,,,,,False,,,,False
20049,9,16.0,,16.4,,10.0,0.0,,,,,5.7,,4.4,,,12.0,,39.1,9.7,,,10.0,8.0,,12.0,13.0,10.6,,,,,,22.2,,,,24.5,7.0,,7.4,,1.0,-9.0,,,,,-3.3,,-4.6,,,3.0,,30.1,0.7,,,1.0,-1.0,,3.0,4.0,1.6,,,,,,13.2,,,,15.5,,False,,True,False,,,,,True,,True,,,True,,False,True,,,True,True,,True,True,True,,,,,,False,,,,False
20051,66,221.0,,219.6,,160.0,175.0,,,,,129.3,,55.4,,,142.0,,72.3,144.6,,,205.5,145.0,,241.0,203.0,228.5,,,,,,190.1,,,,250.9,155.0,,153.6,,94.0,109.0,,,,,63.3,,-10.6,,,76.0,,6.3,78.6,,,139.5,79.0,,175.0,137.0,162.5,,,,,,124.1,,,,184.9,,True,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,False,,,,,,True,,,,False
20053,29,89.0,,90.4,,56.0,42.0,,,,,43.2,,10.5,,,38.0,,73.8,53.1,,,84.0,49.4,,114.0,62.0,78.2,,,,,,89.2,,,,63.7,60.0,,61.4,,27.0,13.0,,,,,14.2,,-18.5,,,9.0,,44.8,24.1,,,55.0,20.4,,85.0,33.0,49.2,,,,,,60.2,,,,34.7,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,True
20055,66,153.0,,110.7,,147.0,103.0,,,,,120.4,,12.2,,,235.0,,75.9,140.5,155.0,,123.0,128.4,,162.0,156.0,191.3,,,,,147.5,202.4,,,,270.6,87.0,,44.7,,81.0,37.0,,,,,54.4,,-53.8,,,169.0,,9.9,74.5,89.0,,57.0,62.4,,96.0,90.0,125.3,,,,,81.5,136.4,,,,204.6,,True,,True,True,,,,,True,,True,,,False,,True,True,False,,True,True,,False,False,False,,,,,True,False,,,,False
20057,50,95.0,,89.6,,102.0,120.0,,,,,71.8,,18.7,,,266.0,,38.8,108.7,104.5,,142.0,88.9,,103.0,109.0,271.3,,,,,118.2,186.8,,,,197.2,45.0,,39.6,,52.0,70.0,,,,,21.8,,-31.3,,,216.0,,-11.2,58.7,54.5,,92.0,38.9,,53.0,59.0,221.3,,,,,68.2,136.8,,,,147.2,,True,,False,False,,,,,True,,True,,,False,,True,False,False,,False,True,,False,False,False,,,,,False,False,,,,False
20059,108,123.0,,127.4,,116.0,108.0,,,,,55.2,,39.1,,,141.0,,129.5,84.2,,,110.0,92.4,,172.0,121.0,145.7,,,,,,122.3,,,,169.1,15.0,,19.4,,8.0,0.0,,,,,-52.8,,-68.9,,,33.0,,21.5,-23.8,,,2.0,-15.6,,64.0,13.0,37.7,,,,,,14.3,,,,61.1,,False,,True,True,,,,,False,,False,,,False,,False,False,,,True,False,,False,True,False,,,,,,True,,,,False
20061,94,163.0,,166.7,,158.0,174.0,,,,,78.1,,85.8,,,214.0,,161.4,123.2,164.0,,135.0,114.4,,244.0,160.0,151.3,,,,,,154.7,,,,195.2,69.0,,72.7,,64.0,80.0,,,,,-15.9,,-8.2,,,120.0,,67.4,29.2,70.0,,41.0,20.4,,150.0,66.0,57.3,,,,,,60.7,,,,101.2,,False,,True,False,,,,,True,,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,,True,,,,False
20063,4,11.0,,12.6,,11.0,0.0,,,,,14.3,,3.0,,,11.0,,0.5,6.5,,,12.0,5.1,,8.0,11.0,8.6,,,,,,15.9,,,,11.3,7.0,,8.6,,7.0,-4.0,,,,,10.3,,-1.0,,,7.0,,-3.5,2.5,,,8.0,1.1,,4.0,7.0,4.6,,,,,,11.9,,,,7.3,,False,,False,True,,,,,False,,True,,,False,,True,True,,,False,True,,True,False,True,,,,,,False,,,,False
20065,6,7.0,,6.9,,8.0,,,,,,9.2,,2.8,,,8.0,,1.2,6.6,,,15.0,5.1,,9.0,9.0,11.0,,,,,,16.4,,,,13.3,1.0,,0.9,,2.0,,,,,,3.2,,-3.2,,,2.0,,-4.8,0.6,,,9.0,-0.9,,3.0,3.0,5.0,,,,,,10.4,,,,7.3,,True,,False,,,,,,False,,False,,,False,,False,True,,,False,True,,False,False,False,,,,,,False,,,,False
20067,9,24.0,,23.9,,23.0,11.0,,,,,25.4,,19.6,,,48.0,,8.7,26.3,,,5.0,21.5,,33.0,28.0,42.2,,,,,,43.9,,,,36.9,15.0,,14.9,,14.0,2.0,,,,,16.4,,10.6,,,39.0,,-0.3,17.3,,,-4.0,12.5,,24.0,19.0,33.2,,,,,,34.9,,,,27.9,,True,,True,True,,,,,False,,True,,,False,,True,False,,,True,True,,False,False,False,,,,,,False,,,,False
20069,0,60.0,,66.8,,17.0,22.0,,,,,15.3,,22.5,,,27.0,,0.0,21.7,,,12.0,13.6,,,41.0,3.4,,,,,,58.8,,,,53.2,60.0,,66.8,,17.0,22.0,,,,,15.3,,22.5,,,27.0,,0.0,21.7,,,12.0,13.6,,,41.0,3.4,,,,,,58.8,,,,53.2,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,,True,True,,,,,,True,,,,True
20071,0,1.0,,1.4,,1.0,0.0,,,,,2.1,,0.8,,,14.0,,0.1,1.1,,,2.0,0.2,,0.0,2.0,1.7,,,,,,10.5,,,,0.9,1.0,,1.4,,1.0,0.0,,,,,2.1,,0.8,,,14.0,,0.1,1.1,,,2.0,0.2,,0.0,2.0,1.7,,,,,,10.5,,,,0.9,,False,,False,True,,,,,False,,True,,,False,,True,False,,,False,True,,True,False,False,,,,,,False,,,,True
20073,0,50.0,,51.1,,36.0,34.0,,,,,19.0,,131.1,,,37.0,,61.0,31.4,,,36.0,30.8,,88.0,46.0,33.8,,,,,,59.0,,,,59.9,50.0,,51.1,,36.0,34.0,,,,,19.0,,131.1,,,37.0,,61.0,31.4,,,36.0,30.8,,88.0,46.0,33.8,,,,,,59.0,,,,59.9,,False,,True,True,,,,,True,,False,,,True,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
20075,5,5.0,,4.5,,6.0,0.0,,,,,7.8,,3.5,,,20.0,,2.0,6.4,,,15.0,3.4,,6.0,7.0,12.0,,,,,,13.9,,,,8.8,0.0,,-0.5,,1.0,-5.0,,,,,2.8,,-1.5,,,15.0,,-3.0,1.4,,,10.0,-1.6,,1.0,2.0,7.0,,,,,,8.9,,,,3.8,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
20077,13,28.0,,30.0,,21.0,0.0,,,,,16.1,,7.8,,,33.0,,6.7,19.4,,,26.0,18.6,,25.0,23.0,31.6,,,,,,23.7,,,,33.0,15.0,,17.0,,8.0,-13.0,,,,,3.1,,-5.2,,,20.0,,-6.3,6.4,,,13.0,5.6,,12.0,10.0,18.6,,,,,,10.7,,,,20.0,,False,,True,True,,,,,True,,True,,,False,,True,True,,,True,True,,True,True,False,,,,,,True,,,,False
20079,128,155.0,,154.3,,132.0,82.0,,,,,91.6,,56.6,,,171.0,,65.7,99.3,129.0,,175.0,108.9,,184.0,148.0,167.8,,,,,,148.7,,,,233.4,27.0,,26.3,,4.0,-46.0,,,,,-36.4,,-71.4,,,43.0,,-62.3,-28.7,1.0,,47.0,-19.1,,56.0,20.0,39.8,,,,,,20.7,,,,105.4,,True,,True,False,,,,,False,,False,,,False,,False,False,True,,False,True,,False,True,False,,,,,,True,,,,False
20081,11,28.0,,28.6,,19.0,0.0,,,,,14.4,,7.1,,,20.0,,14.4,14.7,,,22.0,17.3,,31.0,23.0,20.1,,,,,,40.0,,,,23.6,17.0,,17.6,,8.0,-11.0,,,,,3.4,,-3.9,,,9.0,,3.4,3.7,,,11.0,6.3,,20.0,12.0,9.1,,,,,,29.0,,,,12.6,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,True
20083,0,6.0,,6.7,,6.0,0.0,,,,,5.2,,1.2,,,15.0,,1.4,3.8,,,9.0,3.6,,6.0,7.0,7.5,,,,,,14.2,,,,8.0,6.0,,6.7,,6.0,0.0,,,,,5.2,,1.2,,,15.0,,1.4,3.8,,,9.0,3.6,,6.0,7.0,7.5,,,,,,14.2,,,,8.0,,False,,False,True,,,,,True,,True,,,False,,True,True,,,False,True,,False,False,False,,,,,,False,,,,False
20085,29,109.0,,108.9,,76.0,71.0,,,,,40.9,,27.8,,,72.0,,92.5,57.1,,,80.0,66.4,,126.0,92.0,92.2,,,,,,97.6,,,,111.5,80.0,,79.9,,47.0,42.0,,,,,11.9,,-1.2,,,43.0,,63.5,28.1,,,51.0,37.4,,97.0,63.0,63.2,,,,,,68.6,,,,82.5,,True,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
20087,70,111.0,,111.2,,82.0,96.0,,,,,41.8,,40.3,,,91.0,,61.3,66.8,,,99.0,72.7,,130.0,106.0,72.5,,,,,,100.2,,,,159.2,41.0,,41.2,,12.0,26.0,,,,,-28.2,,-29.7,,,21.0,,-8.7,-3.2,,,29.0,2.7,,60.0,36.0,2.5,,,,,,30.2,,,,89.2,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
20089,5,9.0,,10.8,,9.0,0.0,,,,,8.2,,1.8,,,7.0,,14.5,10.0,,,17.0,15.2,,22.0,12.0,10.0,,,,,,14.4,,,,23.3,4.0,,5.8,,4.0,-5.0,,,,,3.2,,-3.2,,,2.0,,9.5,5.0,,,12.0,10.2,,17.0,7.0,5.0,,,,,,9.4,,,,18.3,,False,,False,False,,,,,True,,True,,,True,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
20091,1641,2923.0,,2906.9,1933.8,2642.0,2857.0,,,,,1620.8,,1146.3,,3144.6,2109.0,,2737.8,1888.7,2349.5,,2445.0,1945.0,,3422.0,2503.0,2819.4,,,,,2813.5,2433.3,2916.0,,,2899.8,1282.0,,1265.9,292.8,1001.0,1216.0,,,,,-20.2,,-494.7,,1503.6,468.0,,1096.8,247.7,708.5,,804.0,304.0,,1781.0,862.0,1178.4,,,,,1172.5,792.3,1275.0,,,1258.8,,True,True,True,True,,,,,True,,True,,False,True,,True,True,True,,True,True,,False,True,True,,,,,True,True,True,,,True
20093,20,21.0,,0.0,,20.0,0.0,,,,,17.0,,3.1,,,22.0,,15.6,17.8,,,31.0,22.0,,27.0,20.0,21.4,,,,,,26.7,,,,6.7,1.0,,-20.0,,0.0,-20.0,,,,,-3.0,,-16.9,,,2.0,,-4.4,-2.2,,,11.0,2.0,,7.0,0.0,1.4,,,,,,6.7,,,,-13.3,,False,,True,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,True,False,,,,,,False,,,,False
20095,16,46.0,,46.4,,36.0,42.0,,,,,22.7,,14.5,,,39.0,,19.3,27.4,,,48.0,29.3,,56.0,41.0,33.8,,,,,,49.9,,,,24.3,30.0,,30.4,,20.0,26.0,,,,,6.7,,-1.5,,,23.0,,3.3,11.4,,,32.0,13.3,,40.0,25.0,17.8,,,,,,33.9,,,,8.3,,False,,True,True,,,,,True,,True,,,True,,True,True,,,False,True,,False,True,True,,,,,,False,,,,True
20097,0,10.0,,9.8,,8.0,,,,,,5.7,,3.6,,,10.0,,6.8,4.2,,,5.0,5.4,,9.0,9.0,10.1,,,,,,13.8,,,,39.0,10.0,,9.8,,8.0,,,,,,5.7,,3.6,,,10.0,,6.8,4.2,,,5.0,5.4,,9.0,9.0,10.1,,,,,,13.8,,,,39.0,,True,,True,,,,,,True,,True,,,False,,True,True,,,True,True,,True,True,False,,,,,,False,,,,False
