,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
Georgia,267998,89480.0,80638.7,,93249.1,,90971.0,103369.4,80668.3,38796.9,100744.0,-178518.0,-187359.3,,-174748.9,,-177027.0,-164628.6,-187329.7,-229201.1,-167254.0,False,,True,,True,True,False,False,True
Hawaii,5972,4144.0,12703.0,,5174.8,,,8494.0,8191.9,1913.9,717.0,-1828.0,6731.0,,-797.2,,,2522.0,2219.9,-4058.1,-5255.0,False,,True,,,False,False,False,False
Idaho,71179,47312.0,155638.3,,50768.0,,43390.0,59792.7,94022.3,10259.4,14734.0,-23867.0,84459.3,,-20411.0,,-27789.0,-11386.3,22843.3,-60919.6,-56445.0,False,,True,,False,True,True,False,False
Illinois,517595,269976.0,405227.2,,383180.1,,254114.0,278404.6,325934.9,138302.9,119934.0,-247619.0,-112367.8,,-134414.9,,-263481.0,-239190.4,-191660.1,-379292.1,-397661.0,True,,True,,False,True,True,False,False
Indiana,312663,151232.0,155991.0,,140589.3,,140545.0,154442.1,235903.6,71119.1,268518.0,-161431.0,-156672.0,,-172073.7,,-172118.0,-158220.9,-76759.4,-241543.9,-44145.0,True,,False,,False,True,True,False,True
Iowa,146283,109392.0,102092.5,,115669.4,,83871.0,93625.0,123355.7,45573.9,214192.0,-36891.0,-44190.5,,-30613.6,,-62412.0,-52658.0,-22927.3,-100709.1,67909.0,False,,True,,False,False,True,False,False
Kansas,125904,57960.0,58912.3,,61274.8,,46751.0,56864.5,77884.5,30079.2,26885.0,-67944.0,-66991.7,,-64629.2,,-79153.0,-69039.5,-48019.5,-95824.8,-99019.0,True,,True,,False,False,True,False,False
Kentucky,148343,93912.0,115567.3,,102181.0,,82932.0,94723.2,188518.0,48973.6,160915.0,-54431.0,-32775.7,,-46162.0,,-65411.0,-53619.8,40175.0,-99369.4,12572.0,True,,True,,False,True,True,False,True
Louisiana,109850,27200.0,25121.7,,29572.4,,33764.0,46558.8,29440.2,11337.8,8288.0,-82650.0,-84728.3,,-80277.6,,-76086.0,-63291.2,-80409.8,-98512.2,-101562.0,False,,True,,True,True,True,False,False
Maine,14885,4208.0,496.9,,2866.0,,5515.0,2074.1,16952.1,2462.6,13727.0,-10677.0,-14388.1,,-12019.0,,-9370.0,-12810.9,2067.1,-12422.4,-1158.0,False,,False,,True,False,True,False,True
Maryland,120159,46352.0,43020.8,,54446.1,,36187.0,47136.7,32822.5,29485.3,47234.0,-73807.0,-77138.2,,-65712.9,,-83972.0,-73022.3,-87336.5,-90673.7,-72925.0,False,,True,,False,True,False,False,True
Massachusetts,191026,72704.0,48438.1,,90520.2,,69045.0,70157.4,53352.0,39086.2,71041.0,-118322.0,-142587.9,,-100505.8,,-121981.0,-120868.6,-137674.0,-151939.8,-119985.0,False,,True,,False,False,False,False,False
Michigan,318920,174352.0,222002.3,,228846.9,,172031.0,153856.1,201815.3,87294.8,428215.0,-144568.0,-96917.7,,-90073.1,,-146889.0,-165063.9,-117104.7,-231625.2,109295.0,True,,True,,False,False,True,False,True
Minnesota,258073,130800.0,138008.9,,149700.4,,165026.0,121135.3,143303.2,50056.0,80381.0,-127273.0,-120064.1,,-108372.6,,-93047.0,-136937.7,-114769.8,-208017.0,-177692.0,True,,True,,True,False,True,False,False
Mississippi,84863,40576.0,37331.3,,33552.4,,40251.0,45905.4,51257.3,29525.2,29296.0,-44287.0,-47531.7,,-51310.6,,-44612.0,-38957.6,-33605.7,-55337.8,-55567.0,False,,False,,False,True,True,False,False
Missouri,204488,129304.0,125557.7,,132422.0,,99218.0,129660.7,166112.5,87490.7,42746.0,-75184.0,-78930.3,,-72066.0,,-105270.0,-74827.3,-38375.5,-116997.3,-161742.0,False,,True,,False,True,True,False,False
Montana,46632,45272.0,42658.9,,40065.9,,42354.0,68958.4,149104.0,13018.3,21193.0,-1360.0,-3973.1,,-6566.1,,-4278.0,22326.4,102472.0,-33613.7,-25439.0,False,,False,,False,False,False,False,False
Nebraska,90605,60136.0,123622.9,,64077.7,,55337.0,59681.7,97888.2,28337.9,30831.0,-30469.0,33017.9,,-26527.3,,-35268.0,-30923.3,7283.2,-62267.1,-59774.0,False,,True,,False,False,True,False,False
Nevada,114892,47592.0,21245.6,,46743.6,,34509.0,48756.8,36427.7,17107.3,43033.0,-67300.0,-93646.4,,-68148.4,,-80383.0,-66135.2,-78464.3,-97784.7,-71859.0,False,,False,,False,True,False,False,False
New Hampshire,28849,6768.0,932.0,,6968.3,,5643.0,5090.0,7167.2,6314.9,10289.0,-22081.0,-27917.0,,-21880.7,,-23206.0,-23759.0,-21681.8,-22534.1,-18560.0,False,,True,,False,False,True,False,True
New Jersey,256634,84376.0,92631.2,,96560.3,,67490.0,82370.5,49542.4,38042.9,123575.0,-172258.0,-164002.8,,-160073.7,,-189144.0,-174263.5,-207091.6,-218591.1,-133059.0,True,,True,,False,False,False,False,True
New Mexico,90736,43600.0,65220.7,,49421.4,,50956.0,47059.3,69847.2,28886.4,24839.0,-47136.0,-25515.3,,-41314.6,,-39780.0,-43676.7,-20888.8,-61849.6,-65897.0,True,,True,,True,True,True,False,False
New York,412253,109688.0,51163.6,,212919.5,,67058.0,83990.1,88365.8,68444.0,117308.0,-302565.0,-361089.4,,-199333.5,,-345195.0,-328262.9,-323887.2,-343809.0,-294945.0,False,,True,,False,False,False,False,True
North Carolina,239295,130744.0,212842.0,,119516.4,,126681.0,142734.3,159840.2,145399.9,128413.0,-108551.0,-26453.0,,-119778.6,,-112614.0,-96560.7,-79454.8,-93895.1,-110882.0,True,,False,,False,True,True,True,False
North Dakota,47438,56336.0,25212.9,,47704.4,,56389.0,72352.0,97056.3,29437.7,63559.0,8898.0,-22225.1,,266.4,,8951.0,24914.0,49618.3,-18000.3,16121.0,False,,True,,False,False,False,False,False
Ohio,448971,159128.0,718276.0,,162108.0,,164507.0,152984.4,169478.5,60915.3,126034.0,-289843.0,269305.0,,-286863.0,,-284464.0,-295986.6,-279492.5,-388055.7,-322937.0,True,,True,,True,False,True,False,False
Oklahoma,153746,56616.0,117434.9,,65000.7,,75266.0,120515.8,102453.8,16175.9,26085.0,-97130.0,-36311.1,,-88745.3,,-78480.0,-33230.2,-51292.2,-137570.1,-127661.0,True,,True,,True,True,True,False,False
Oregon,63405,25456.0,37632.5,,25373.4,,21843.0,28457.6,40628.0,10596.4,32051.0,-37949.0,-25772.5,,-38031.6,,-41562.0,-34947.4,-22777.0,-52808.6,-31354.0,True,,False,,False,True,True,False,True
Pennsylvania,395976,123368.0,121587.4,,145410.4,,115943.0,133298.3,158609.4,73431.7,111143.0,-272608.0,-274388.6,,-250565.6,,-280033.0,-262677.7,-237366.6,-322544.3,-284833.0,False,,True,,False,True,True,False,False
Rhode Island,49192,22048.0,18599.4,,31470.6,,59991.0,21919.5,19982.1,7862.2,8266.0,-27144.0,-30592.6,,-17721.4,,10799.0,-27272.5,-29209.9,-41329.8,-40926.0,False,,True,,True,False,False,False,False
South Carolina,112280,58168.0,113287.3,,63292.4,,53289.0,59277.2,62728.9,23368.0,43312.0,-54112.0,1007.3,,-48987.6,,-58991.0,-53002.8,-49551.1,-88912.0,-68968.0,True,,True,,False,True,True,False,False
South Dakota,50971,62808.0,58093.8,,57012.7,,62334.0,73868.2,106285.9,28467.7,10573.0,11837.0,7122.8,,6041.7,,11363.0,22897.2,55314.9,-22503.3,-40398.0,True,,True,,True,False,False,False,False
Tennessee,300220,132680.0,246775.8,,149472.5,,138643.0,162964.6,205062.6,94243.2,69361.0,-167540.0,-53444.2,,-150747.5,,-161577.0,-137255.4,-95157.4,-205976.8,-230859.0,True,,True,,True,True,True,False,False
Texas,727505,351192.0,364997.9,,371226.9,,453575.0,338716.5,517101.5,128957.5,323599.0,-376313.0,-362507.1,,-356278.1,,-273930.0,-388788.5,-210403.5,-598547.5,-403906.0,True,,True,,True,False,True,False,False
Utah,149422,92312.0,65533.9,,89832.2,,94828.0,104147.4,49454.9,39332.3,47149.0,-57110.0,-83888.1,,-59589.8,,-54594.0,-45274.6,-99967.1,-110089.7,-102273.0,False,,False,,True,True,False,False,False
Vermont,4787,1088.0,271.2,,301.7,,1506.0,738.7,9812.3,819.3,1903.0,-3699.0,-4515.8,,-4485.3,,-3281.0,-4048.3,5025.3,-3967.7,-2884.0,False,,False,,True,False,False,False,True
Virginia,148387,70544.0,152895.5,,69262.5,,57580.0,72923.1,116339.5,52617.6,74187.0,-77843.0,4508.5,,-79124.5,,-90807.0,-75463.9,-32047.5,-95769.4,-74200.0,True,,False,,False,True,True,False,True
Washington,125911,41896.0,66515.9,,62948.3,,31705.0,48654.4,45385.6,27700.0,50804.0,-84015.0,-59395.1,,-62962.7,,-94206.0,-77256.6,-80525.4,-98211.0,-75107.0,True,,True,,False,True,True,False,True
West Virginia,55717,21952.0,46576.9,,20242.4,,17482.0,22435.8,76513.0,9333.5,12975.0,-33765.0,-9140.1,,-35474.6,,-38235.0,-33281.2,20796.0,-46383.5,-42742.0,True,,False,,False,True,True,False,False
Wisconsin,268153,246632.0,465111.6,,253801.9,,224345.0,322509.4,498824.6,374752.0,91663.0,-21521.0,196958.6,,-14351.1,,-43808.0,54356.4,230671.6,106599.0,-176490.0,False,,True,,False,False,False,False,False
Wyoming,29848,19944.0,62503.7,,24777.1,,21990.0,26188.2,88245.9,31112.9,12034.0,-9904.0,32655.7,,-5070.9,,-7858.0,-3659.8,58397.9,1264.9,-17814.0,False,,True,,True,True,False,True,False
US,9907605,4389312.0,5126080.7,23920967.0,6510281.1,4621801.0,4202273.0,4736823.1,5725104.4,4227046.1,4114672.0,-5518293.0,-4781524.3,14013362.0,-3397323.9,-5285804.0,-5705332.0,-5170781.9,-4182500.6,-5680558.9,-5792933.0,True,False,True,True,False,True,True,False,False
