,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01071,2556,1376.0,,,,,1163.0,,1417.8,276.7,422.0,-1180.0,,,,,-1393.0,,-1138.2,-2279.3,-2134.0,,,,,False,,True,False,False
01073,24898,9248.0,,,,,6184.0,,7450.0,5078.3,7339.0,-15650.0,,,,,-18714.0,,-17448.0,-19819.7,-17559.0,,,,,False,,False,False,False
01075,480,320.0,,,,,219.0,,622.8,,132.0,-160.0,,,,,-261.0,,142.8,,-348.0,,,,,False,,True,,False
01077,3308,1624.0,,,,,1757.0,,3100.7,595.7,1814.0,-1684.0,,,,,-1551.0,,-207.3,-2712.3,-1494.0,,,,,True,,True,False,True
01079,980,528.0,,,,,541.0,,650.4,,25.0,-452.0,,,,,-439.0,,-329.6,,-955.0,,,,,True,,True,,False
01081,3094,1344.0,,,,,1674.0,,874.6,1021.4,1216.0,-1750.0,,,,,-1420.0,,-2219.4,-2072.6,-1878.0,,,,,True,,False,False,False
01083,3362,1512.0,,,,,1568.0,,1952.9,692.2,1316.0,-1850.0,,,,,-1794.0,,-1409.1,-2669.8,-2046.0,,,,,True,,True,False,False
01085,190,136.0,,,,,58.0,,101.6,,2.0,-54.0,,,,,-132.0,,-88.4,,-188.0,,,,,False,,False,,False
01087,396,192.0,,,,,115.0,,104.8,,382.0,-204.0,,,,,-281.0,,-291.2,,-14.0,,,,,False,,False,,True
01089,11297,3200.0,,,,,4277.0,,2534.0,1879.2,916.0,-8097.0,,,,,-7020.0,,-8763.0,-9417.8,-10381.0,,,,,True,,False,False,False
01091,679,424.0,,,,,341.0,,368.8,182.8,61.0,-255.0,,,,,-338.0,,-310.2,-496.2,-618.0,,,,,False,,False,False,False
01093,868,360.0,,,,,486.0,,375.1,264.4,259.0,-508.0,,,,,-382.0,,-492.9,-603.6,-609.0,,,,,True,,True,False,False
01095,4276,1248.0,,,,,1799.0,,892.4,447.5,1522.0,-3028.0,,,,,-2477.0,,-3383.6,-3828.5,-2754.0,,,,,True,,False,False,True
01097,7406,3296.0,,,,,8457.0,,34483.7,1502.5,918.0,-4110.0,,,,,1051.0,,27077.7,-5903.5,-6488.0,,,,,True,,False,False,False
01099,438,168.0,,,,,276.0,,175.1,,89.0,-270.0,,,,,-162.0,,-262.9,,-349.0,,,,,True,,True,,False
01101,4766,3656.0,,,,,1870.0,,4436.7,2418.0,2925.0,-1110.0,,,,,-2896.0,,-329.3,-2348.0,-1841.0,,,,,False,,True,False,False
01103,5599,2832.0,,,,,1888.0,,2080.6,1293.6,1561.0,-2767.0,,,,,-3711.0,,-3518.4,-4305.4,-4038.0,,,,,False,,False,False,False
01105,219,120.0,,,,,63.0,,84.3,,132.0,-99.0,,,,,-156.0,,-134.7,,-87.0,,,,,False,,False,,True
01107,727,552.0,,,,,264.0,,503.7,,175.0,-175.0,,,,,-463.0,,-223.3,,-552.0,,,,,False,,False,,False
01109,509,352.0,,,,,365.0,,279.2,257.8,522.0,-157.0,,,,,-144.0,,-229.8,-251.2,13.0,,,,,True,,False,False,True
01111,342,288.0,,,,,327.0,,267.5,,131.0,-54.0,,,,,-15.0,,-74.5,,-211.0,,,,,True,,False,,False
01113,685,480.0,,,,,639.0,,406.5,268.0,519.0,-205.0,,,,,-46.0,,-278.5,-417.0,-166.0,,,,,True,,False,False,True
01115,2962,2248.0,,,,,979.0,,2146.8,1073.6,230.0,-714.0,,,,,-1983.0,,-815.2,-1888.4,-2732.0,,,,,False,,False,False,False
01117,7083,3024.0,,,,,1666.0,,3143.5,1201.1,1887.0,-4059.0,,,,,-5417.0,,-3939.5,-5881.9,-5196.0,,,,,False,,True,False,False
01119,329,120.0,,,,,120.0,,58.0,,110.0,-209.0,,,,,-209.0,,-271.0,,-219.0,,,,,False,,False,,False
01121,2112,1152.0,,,,,1019.0,,1120.2,771.2,502.0,-960.0,,,,,-1093.0,,-991.8,-1340.8,-1610.0,,,,,False,,False,False,False
01123,897,648.0,,,,,439.0,,418.7,339.7,446.0,-249.0,,,,,-458.0,,-478.3,-557.3,-451.0,,,,,False,,False,False,False
01125,6920,3504.0,,,,,2753.0,,2970.5,3018.6,1074.0,-3416.0,,,,,-4167.0,,-3949.5,-3901.4,-5846.0,,,,,False,,False,False,False
01127,2062,1416.0,,,,,1040.0,,1132.4,675.6,533.0,-646.0,,,,,-1022.0,,-929.6,-1386.4,-1529.0,,,,,False,,False,False,False
01129,379,192.0,,,,,385.0,,1985.8,,60.0,-187.0,,,,,6.0,,1606.8,,-319.0,,,,,True,,False,,False
01131,275,48.0,,,,,60.0,,63.4,,27.0,-227.0,,,,,-215.0,,-211.6,,-248.0,,,,,True,,True,,False
01133,898,336.0,,,,,422.0,,263.3,,205.0,-562.0,,,,,-476.0,,-634.7,,-693.0,,,,,True,,False,,False
02013,29,0.0,,,,,,,8.9,,0.0,-29.0,,,,,,,-20.1,,-29.0,,,,,,,True,,False
02016,86,16.0,,,,,,,7.0,,139.0,-70.0,,,,,,,-79.0,,53.0,,,,,,,False,,True
02020,13968,10480.0,,,,,,,19483.1,10122.9,159.0,-3488.0,,,,,,,5515.1,-3845.1,-13809.0,,,,,,,False,False,False
02050,1682,848.0,,,,,,,5709.4,,192.0,-834.0,,,,,,,4027.4,,-1490.0,,,,,,,False,,False
02060,0,0.0,,,,,,,3.0,,,0.0,,,,,,,3.0,,,,,,,,,False,,
02068,30,48.0,,,,,,,383.1,,22.0,18.0,,,,,,,353.1,,-8.0,,,,,,,False,,True
02070,57,120.0,,,,,,,355.4,,83.0,63.0,,,,,,,298.4,,26.0,,,,,,,False,,True
02090,2514,2432.0,,,,,,,3905.0,3421.0,448.0,-82.0,,,,,,,1391.0,907.0,-2066.0,,,,,,,False,False,False
02100,9,8.0,,,,,,,22.9,,5.0,-1.0,,,,,,,13.9,,-4.0,,,,,,,False,,False
02105,0,0.0,,,,,,,13.1,,,0.0,,,,,,,13.1,,,,,,,,,False,,
02110,448,776.0,,,,,,,1467.9,,586.0,328.0,,,,,,,1019.9,,138.0,,,,,,,False,,True
02122,2489,2064.0,,,,,,,5118.8,,1155.0,-425.0,,,,,,,2629.8,,-1334.0,,,,,,,False,,False
02130,148,56.0,,,,,,,16.2,,382.0,-92.0,,,,,,,-131.8,,234.0,,,,,,,False,,False
02150,770,208.0,,,,,,,64.8,,350.0,-562.0,,,,,,,-705.2,,-420.0,,,,,,,False,,True
02158,453,592.0,,,,,,,4388.7,,99.0,139.0,,,,,,,3935.7,,-354.0,,,,,,,False,,False
02164,46,80.0,,,,,,,59.1,,0.0,34.0,,,,,,,13.1,,-46.0,,,,,,,True,,False
02170,4651,3544.0,,,,,,,25544.1,1415.7,1116.0,-1107.0,,,,,,,20893.1,-3235.3,-3535.0,,,,,,,False,False,False
02180,133,88.0,,,,,,,312.7,,27.0,-45.0,,,,,,,179.7,,-106.0,,,,,,,False,,False
02185,520,264.0,,,,,,,675.3,,99.0,-256.0,,,,,,,155.3,,-421.0,,,,,,,True,,False
02188,142,264.0,,,,,,,294.7,,1.0,122.0,,,,,,,152.7,,-141.0,,,,,,,False,,False
02195,11,32.0,,,,,,,15.0,,83.0,21.0,,,,,,,4.0,,72.0,,,,,,,True,,False
02198,36,8.0,,,,,,,7.6,,58.0,-28.0,,,,,,,-28.4,,22.0,,,,,,,False,,True
02220,187,80.0,,,,,,,27.6,,202.0,-107.0,,,,,,,-159.4,,15.0,,,,,,,False,,True
02230,9,16.0,,,,,,,637.7,,2.0,7.0,,,,,,,628.7,,-7.0,,,,,,,False,,False
02240,315,176.0,,,,,,,521.5,,159.0,-139.0,,,,,,,206.5,,-156.0,,,,,,,False,,False
02261,158,112.0,,,,,,,250.0,,150.0,-46.0,,,,,,,92.0,,-8.0,,,,,,,False,,True
02275,7,0.0,,,,,,,0.9,,0.0,-7.0,,,,,,,-6.1,,-7.0,,,,,,,True,,False
02282,16,16.0,,,,,,,27.3,,0.0,0.0,,,,,,,11.3,,-16.0,,,,,,,False,,False
02290,88,104.0,,,,,,,219.1,,73.0,16.0,,,,,,,131.1,,-15.0,,,,,,,False,,True
04001,3189,1192.0,,,,,1930.0,,604.9,427.3,104.0,-1997.0,,,,,-1259.0,,-2584.1,-2761.7,-3085.0,,,,,True,,False,False,False
04003,4849,792.0,,,,,1475.0,,556.4,278.5,323.0,-4057.0,,,,,-3374.0,,-4292.6,-4570.5,-4526.0,,,,,True,,False,False,False
04005,5296,3072.0,,,,,1824.0,,1601.9,1168.2,1084.0,-2224.0,,,,,-3472.0,,-3694.1,-4127.8,-4212.0,,,,,False,,False,False,False
04007,2267,1136.0,,,,,840.0,,1219.3,353.2,833.0,-1131.0,,,,,-1427.0,,-1047.7,-1913.8,-1434.0,,,,,False,,True,False,False
04009,1840,1088.0,,,,,527.0,,1421.6,393.2,480.0,-752.0,,,,,-1313.0,,-418.4,-1446.8,-1360.0,,,,,False,,True,False,False
04011,274,16.0,,,,,155.0,,845.0,,5.0,-258.0,,,,,-119.0,,571.0,,-269.0,,,,,True,,False,,False
04012,690,128.0,,,,,75.0,,331.7,,43.0,-562.0,,,,,-615.0,,-358.3,,-647.0,,,,,False,,True,,False
04013,143879,44672.0,,,,,27813.0,,27440.3,19050.4,33812.0,-99207.0,,,,,-116066.0,,-116438.7,-124828.6,-110067.0,,,,,False,,False,False,False
04015,6909,1392.0,,,,,1550.0,,823.7,740.9,1010.0,-5517.0,,,,,-5359.0,,-6085.3,-6168.1,-5899.0,,,,,True,,False,False,False
04017,4380,1840.0,,,,,2346.0,,736.4,645.4,2984.0,-2540.0,,,,,-2034.0,,-3643.6,-3734.6,-1396.0,,,,,True,,False,False,True
04019,37050,9448.0,,,,,4448.0,,5368.7,3595.7,11879.0,-27602.0,,,,,-32602.0,,-31681.3,-33454.3,-25171.0,,,,,False,,False,False,True
04021,13730,3424.0,,,,,1953.0,,2295.5,1097.6,2318.0,-10306.0,,,,,-11777.0,,-11434.5,-12632.4,-11412.0,,,,,False,,False,False,False
04023,2687,576.0,,,,,442.0,,252.7,200.3,21.0,-2111.0,,,,,-2245.0,,-2434.3,-2486.7,-2666.0,,,,,False,,False,False,False
04025,7424,1184.0,,,,,1516.0,,1005.1,868.7,422.0,-6240.0,,,,,-5908.0,,-6418.9,-6555.3,-7002.0,,,,,True,,False,False,False
04027,12940,3440.0,,,,,760.0,,2146.1,2319.8,4682.0,-9500.0,,,,,-12180.0,,-10793.9,-10620.2,-8258.0,,,,,False,,False,False,True
05001,537,432.0,,,,,317.0,,553.4,,17.0,-105.0,,,,,-220.0,,16.4,,-520.0,,,,,False,,True,,False
05003,665,256.0,,,,,259.0,,334.0,,307.0,-409.0,,,,,-406.0,,-331.0,,-358.0,,,,,True,,True,,True
05005,1198,848.0,,,,,831.0,,1783.9,,592.0,-350.0,,,,,-367.0,,585.9,,-606.0,,,,,False,,False,,False
05007,8331,3808.0,,,,,5189.0,,3827.0,2393.3,3645.0,-4523.0,,,,,-3142.0,,-4504.0,-5937.7,-4686.0,,,,,True,,True,False,False
05009,1370,544.0,,,,,900.0,,676.9,,548.0,-826.0,,,,,-470.0,,-693.1,,-822.0,,,,,True,,True,,True
05011,516,32.0,,,,,147.0,,42.2,,4.0,-484.0,,,,,-369.0,,-473.8,,-512.0,,,,,True,,True,,False
05013,160,72.0,,,,,48.0,,177.4,,81.0,-88.0,,,,,-112.0,,17.4,,-79.0,,,,,False,,True,,True
05015,960,440.0,,,,,458.0,,402.9,,168.0,-520.0,,,,,-502.0,,-557.1,,-792.0,,,,,True,,False,,False
05017,331,48.0,,,,,164.0,,73.2,14.9,10.0,-283.0,,,,,-167.0,,-257.8,-316.1,-321.0,,,,,True,,True,False,False
05019,779,232.0,,,,,331.0,,210.3,,203.0,-547.0,,,,,-448.0,,-568.7,,-576.0,,,,,True,,False,,False
05021,758,312.0,,,,,365.0,,578.5,,143.0,-446.0,,,,,-393.0,,-179.5,,-615.0,,,,,True,,True,,False
05023,653,168.0,,,,,586.0,,198.6,,358.0,-485.0,,,,,-67.0,,-454.4,,-295.0,,,,,True,,True,,True
05025,283,224.0,,,,,80.0,,335.1,,69.0,-59.0,,,,,-203.0,,52.1,,-214.0,,,,,False,,True,,False
05027,745,464.0,,,,,308.0,,405.7,,865.0,-281.0,,,,,-437.0,,-339.3,,120.0,,,,,False,,False,,True
05029,854,144.0,,,,,614.0,,134.5,,98.0,-710.0,,,,,-240.0,,-719.5,,-756.0,,,,,True,,False,,False
05031,4775,3592.0,,,,,3671.0,,4072.6,3781.9,4442.0,-1183.0,,,,,-1104.0,,-702.4,-993.1,-333.0,,,,,True,,True,True,True
05033,2075,1216.0,,,,,1912.0,,1207.4,656.7,1141.0,-859.0,,,,,-163.0,,-867.6,-1418.3,-934.0,,,,,True,,False,False,False
05035,1670,1416.0,,,,,1074.0,,1683.7,813.0,278.0,-254.0,,,,,-596.0,,13.7,-857.0,-1392.0,,,,,False,,True,False,False
05037,703,344.0,,,,,409.0,,378.7,,4.0,-359.0,,,,,-294.0,,-324.3,,-699.0,,,,,True,,True,,False
05039,282,16.0,,,,,92.0,,21.4,,218.0,-266.0,,,,,-190.0,,-260.6,,-64.0,,,,,True,,True,,True
05041,485,208.0,,,,,155.0,,292.7,,87.0,-277.0,,,,,-330.0,,-192.3,,-398.0,,,,,False,,True,,False
05043,963,112.0,,,,,265.0,,179.8,,22.0,-851.0,,,,,-698.0,,-783.2,,-941.0,,,,,True,,True,,False
05045,3578,1632.0,,,,,2403.0,,1599.1,1257.2,1476.0,-1946.0,,,,,-1175.0,,-1978.9,-2320.8,-2102.0,,,,,True,,False,False,False
05047,477,424.0,,,,,480.0,,765.0,,6.0,-53.0,,,,,3.0,,288.0,,-471.0,,,,,True,,False,,False
05049,485,248.0,,,,,183.0,,563.6,,88.0,-237.0,,,,,-302.0,,78.6,,-397.0,,,,,False,,True,,False
05051,2796,1536.0,,,,,2059.0,,1446.8,447.7,268.0,-1260.0,,,,,-737.0,,-1349.2,-2348.3,-2528.0,,,,,True,,False,False,False
05053,597,184.0,,,,,237.0,,266.4,,115.0,-413.0,,,,,-360.0,,-330.6,,-482.0,,,,,True,,True,,False
05055,2646,1640.0,,,,,1397.0,,3929.3,1206.5,768.0,-1006.0,,,,,-1249.0,,1283.3,-1439.5,-1878.0,,,,,False,,False,False,False
05057,604,352.0,,,,,300.0,,393.1,,9.0,-252.0,,,,,-304.0,,-210.9,,-595.0,,,,,False,,True,,False
05059,1226,696.0,,,,,725.0,,436.8,445.5,22.0,-530.0,,,,,-501.0,,-789.2,-780.5,-1204.0,,,,,True,,False,False,False
05061,450,392.0,,,,,208.0,,340.4,,166.0,-58.0,,,,,-242.0,,-109.6,,-284.0,,,,,False,,False,,False
05063,1149,376.0,,,,,1427.0,,443.3,216.7,240.0,-773.0,,,,,278.0,,-705.7,-932.3,-909.0,,,,,True,,True,False,False
05065,592,544.0,,,,,304.0,,1095.8,,199.0,-48.0,,,,,-288.0,,503.8,,-393.0,,,,,False,,False,,False
05067,1851,1656.0,,,,,594.0,,2178.2,,8.0,-195.0,,,,,-1257.0,,327.2,,-1843.0,,,,,False,,False,,False
05069,2222,1344.0,,,,,1124.0,,1365.2,1179.1,13.0,-878.0,,,,,-1098.0,,-856.8,-1042.9,-2209.0,,,,,False,,True,False,False
05071,676,408.0,,,,,875.0,,486.7,200.2,127.0,-268.0,,,,,199.0,,-189.3,-475.8,-549.0,,,,,True,,True,False,False
05073,135,200.0,,,,,62.0,,222.7,,167.0,65.0,,,,,-73.0,,87.7,,32.0,,,,,False,,False,,True
05075,629,624.0,,,,,511.0,,777.2,,77.0,-5.0,,,,,-118.0,,148.2,,-552.0,,,,,False,,False,,False
05077,300,48.0,,,,,175.0,,46.3,43.4,16.0,-252.0,,,,,-125.0,,-253.7,-256.6,-284.0,,,,,True,,False,False,False
05079,455,248.0,,,,,270.0,,323.2,132.7,30.0,-207.0,,,,,-185.0,,-131.8,-322.3,-425.0,,,,,True,,True,False,False
05081,295,256.0,,,,,184.0,,300.2,,100.0,-39.0,,,,,-111.0,,5.2,,-195.0,,,,,False,,True,,False
05083,733,216.0,,,,,639.0,,302.1,,75.0,-517.0,,,,,-94.0,,-430.9,,-658.0,,,,,True,,True,,False
05085,2018,1432.0,,,,,1184.0,,2620.6,1002.9,530.0,-586.0,,,,,-834.0,,602.6,-1015.1,-1488.0,,,,,False,,False,False,False
05087,535,136.0,,,,,333.0,,144.6,,25.0,-399.0,,,,,-202.0,,-390.4,,-510.0,,,,,True,,True,,False
05089,415,232.0,,,,,229.0,,265.8,,226.0,-183.0,,,,,-186.0,,-149.2,,-189.0,,,,,False,,True,,False
05091,1065,1688.0,,,,,590.0,,3857.9,1453.7,30.0,623.0,,,,,-475.0,,2792.9,388.7,-1035.0,,,,,True,,False,True,False
05093,1843,1496.0,,,,,1279.0,,1894.9,814.9,692.0,-347.0,,,,,-564.0,,51.9,-1028.1,-1151.0,,,,,False,,True,False,False
05095,221,136.0,,,,,117.0,,81.9,,74.0,-85.0,,,,,-104.0,,-139.1,,-147.0,,,,,False,,False,,False
05097,281,32.0,,,,,157.0,,28.3,,81.0,-249.0,,,,,-124.0,,-252.7,,-200.0,,,,,True,,False,,True
05099,253,312.0,,,,,143.0,,329.7,,138.0,59.0,,,,,-110.0,,76.7,,-115.0,,,,,False,,False,,False
05101,221,184.0,,,,,129.0,,207.8,,33.0,-37.0,,,,,-92.0,,-13.2,,-188.0,,,,,False,,True,,False
05103,892,200.0,,,,,351.0,,504.2,,85.0,-692.0,,,,,-541.0,,-387.8,,-807.0,,,,,True,,True,,False
05105,257,112.0,,,,,125.0,,131.9,,145.0,-145.0,,,,,-132.0,,-125.1,,-112.0,,,,,True,,True,,True
05107,457,408.0,,,,,389.0,,490.9,,4.0,-49.0,,,,,-68.0,,33.9,,-453.0,,,,,False,,True,,False
05109,377,96.0,,,,,180.0,,91.5,,53.0,-281.0,,,,,-197.0,,-285.5,,-324.0,,,,,True,,False,,False
05111,1133,1192.0,,,,,730.0,,1994.8,353.5,37.0,59.0,,,,,-403.0,,861.8,-779.5,-1096.0,,,,,False,,False,False,False
05113,803,160.0,,,,,416.0,,179.5,,132.0,-643.0,,,,,-387.0,,-623.5,,-671.0,,,,,True,,True,,False
05115,2369,936.0,,,,,1593.0,,1031.3,497.3,279.0,-1433.0,,,,,-776.0,,-1337.7,-1871.7,-2090.0,,,,,True,,True,False,False
05117,273,288.0,,,,,136.0,,451.0,,205.0,15.0,,,,,-137.0,,178.0,,-68.0,,,,,False,,False,,False
05119,10731,5032.0,,,,,5718.0,,5357.7,5041.7,3480.0,-5699.0,,,,,-5013.0,,-5373.3,-5689.3,-7251.0,,,,,True,,True,True,False
05121,677,392.0,,,,,594.0,,499.7,,44.0,-285.0,,,,,-83.0,,-177.3,,-633.0,,,,,True,,True,,False
05123,879,744.0,,,,,815.0,,687.9,373.3,9.0,-135.0,,,,,-64.0,,-191.1,-505.7,-870.0,,,,,True,,False,False,False
05125,4139,1952.0,,,,,2090.0,,2062.0,1586.0,3450.0,-2187.0,,,,,-2049.0,,-2077.0,-2553.0,-689.0,,,,,True,,True,False,True
05127,293,192.0,,,,,220.0,,3026.4,,28.0,-101.0,,,,,-73.0,,2733.4,,-265.0,,,,,True,,False,,False
05129,271,88.0,,,,,173.0,,240.9,,29.0,-183.0,,,,,-98.0,,-30.1,,-242.0,,,,,True,,True,,False
05131,3997,2336.0,,,,,3812.0,,1830.2,1352.5,2396.0,-1661.0,,,,,-185.0,,-2166.8,-2644.5,-1601.0,,,,,True,,False,False,True
05133,628,536.0,,,,,333.0,,471.1,160.4,15.0,-92.0,,,,,-295.0,,-156.9,-467.6,-613.0,,,,,False,,False,False,False
05135,680,312.0,,,,,367.0,,884.2,,195.0,-368.0,,,,,-313.0,,204.2,,-485.0,,,,,True,,True,,False
05137,335,96.0,,,,,245.0,,97.2,,131.0,-239.0,,,,,-90.0,,-237.8,,-204.0,,,,,True,,True,,True
05139,1108,360.0,,,,,553.0,,268.1,208.9,396.0,-748.0,,,,,-555.0,,-839.9,-899.1,-712.0,,,,,True,,False,False,True
05141,502,80.0,,,,,357.0,,109.2,,69.0,-422.0,,,,,-145.0,,-392.8,,-433.0,,,,,True,,True,,False
05143,8673,4048.0,,,,,5227.0,,3087.7,3679.2,1636.0,-4625.0,,,,,-3446.0,,-5585.3,-4993.8,-7037.0,,,,,True,,False,False,False
05145,2763,1136.0,,,,,2196.0,,1961.8,735.0,889.0,-1627.0,,,,,-567.0,,-801.2,-2028.0,-1874.0,,,,,True,,True,False,False
05147,194,152.0,,,,,103.0,,1128.4,,59.0,-42.0,,,,,-91.0,,934.4,,-135.0,,,,,False,,False,,False
05149,924,208.0,,,,,478.0,,103.3,117.0,5.0,-716.0,,,,,-446.0,,-820.7,-807.0,-919.0,,,,,True,,False,False,False
06001,24489,5288.0,,,,,5497.0,,4220.2,3202.6,7077.0,-19201.0,,,,,-18992.0,,-20268.8,-21286.4,-17412.0,,,,,True,,False,False,True
06003,57,40.0,,,,,0.0,,5.1,,58.0,-17.0,,,,,-57.0,,-51.9,,1.0,,,,,False,,False,,True
