,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
20013,645,539.0,,,,,,243.0,,1053.8,,113.0,-106.0,,,,,,-402.0,,408.8,,-532.0,,,,,,False,,False,,False
20015,3071,1386.0,,,,,,1004.0,,2949.1,,611.0,-1685.0,,,,,,-2067.0,,-121.9,,-2460.0,,,,,,False,,True,,False
20017,108,77.0,,,,,,46.0,,96.2,,11.0,-31.0,,,,,,-62.0,,-11.8,,-97.0,,,,,,False,,True,,False
20019,110,0.0,,,,,,47.0,,15.4,,0.0,-110.0,,,,,,-63.0,,-94.6,,-110.0,,,,,,True,,True,,False
20021,789,665.0,,,,,,667.0,,736.8,,178.0,-124.0,,,,,,-122.0,,-52.2,,-611.0,,,,,,True,,True,,False
20023,110,98.0,,,,,,92.0,,159.2,,15.0,-12.0,,,,,,-18.0,,49.2,,-95.0,,,,,,False,,False,,False
20025,103,63.0,,,,,,44.0,,22.5,,19.0,-40.0,,,,,,-59.0,,-80.5,,-84.0,,,,,,False,,False,,False
20027,435,413.0,,,,,,203.0,,2327.3,,147.0,-22.0,,,,,,-232.0,,1892.3,,-288.0,,,,,,False,,False,,False
20029,563,728.0,,,,,,245.0,,3087.5,,138.0,165.0,,,,,,-318.0,,2524.5,,-425.0,,,,,,False,,False,,False
20031,272,175.0,,,,,,143.0,,206.7,,73.0,-97.0,,,,,,-129.0,,-65.3,,-199.0,,,,,,False,,True,,False
20033,115,21.0,,,,,,39.0,,25.9,,44.0,-94.0,,,,,,-76.0,,-89.1,,-71.0,,,,,,True,,True,,True
20035,1617,1113.0,,,,,,587.0,,1308.0,,572.0,-504.0,,,,,,-1030.0,,-309.0,,-1045.0,,,,,,False,,True,,False
20037,1503,1113.0,,,,,,994.0,,1345.2,647.1,336.0,-390.0,,,,,,-509.0,,-157.8,-855.9,-1167.0,,,,,,False,,True,False,False
20039,60,231.0,,,,,,74.0,,1226.1,,15.0,171.0,,,,,,14.0,,1166.1,,-45.0,,,,,,True,,False,,True
20041,682,686.0,,,,,,384.0,,2448.6,,243.0,4.0,,,,,,-298.0,,1766.6,,-439.0,,,,,,False,,False,,False
20043,428,84.0,,,,,,156.0,,142.4,,27.0,-344.0,,,,,,-272.0,,-285.6,,-401.0,,,,,,True,,True,,False
20045,2868,2198.0,,,,,,2041.0,,2402.8,1468.8,1233.0,-670.0,,,,,,-827.0,,-465.2,-1399.2,-1635.0,,,,,,False,,True,False,False
20047,134,112.0,,,,,,54.0,,244.4,,23.0,-22.0,,,,,,-80.0,,110.4,,-111.0,,,,,,False,,False,,False
20049,76,49.0,,,,,,34.0,,13.2,,79.0,-27.0,,,,,,-42.0,,-62.8,,3.0,,,,,,False,,False,,True
20051,1546,945.0,,,,,,1162.0,,786.2,837.5,748.0,-601.0,,,,,,-384.0,,-759.8,-708.5,-798.0,,,,,,True,,False,False,False
20053,568,798.0,,,,,,132.0,,2415.8,,0.0,230.0,,,,,,-436.0,,1847.8,,-568.0,,,,,,False,,False,,False
20055,1893,2625.0,,,,,,2470.0,,2774.9,1986.1,0.0,732.0,,,,,,577.0,,881.9,93.1,-1893.0,,,,,,True,,False,True,False
20057,1153,4088.0,,,,,,2249.0,,852.7,1810.5,10466.0,2935.0,,,,,,1096.0,,-300.3,657.5,9313.0,,,,,,True,,True,True,False
20059,917,707.0,,,,,,586.0,,1294.0,,288.0,-210.0,,,,,,-331.0,,377.0,,-629.0,,,,,,False,,False,,False
20061,992,315.0,,,,,,861.0,,559.6,,526.0,-677.0,,,,,,-131.0,,-432.4,,-466.0,,,,,,True,,True,,True
20063,103,245.0,,,,,,74.0,,372.5,,0.0,142.0,,,,,,-29.0,,269.5,,-103.0,,,,,,True,,False,,True
20065,129,91.0,,,,,,42.0,,54.5,,47.0,-38.0,,,,,,-87.0,,-74.5,,-82.0,,,,,,False,,False,,False
20067,370,427.0,,,,,,286.0,,468.9,,0.0,57.0,,,,,,-84.0,,98.9,,-370.0,,,,,,False,,False,,False
20069,256,0.0,,,,,,98.0,,21.9,,0.0,-256.0,,,,,,-158.0,,-234.1,,-256.0,,,,,,True,,True,,False
20071,38,119.0,,,,,,52.0,,156.8,,17.0,81.0,,,,,,14.0,,118.8,,-21.0,,,,,,True,,False,,True
20073,258,238.0,,,,,,105.0,,864.9,,74.0,-20.0,,,,,,-153.0,,606.9,,-184.0,,,,,,False,,False,,False
20075,112,0.0,,,,,,74.0,,15.9,,1.0,-112.0,,,,,,-38.0,,-96.1,,-111.0,,,,,,True,,True,,True
20077,213,189.0,,,,,,87.0,,237.9,,57.0,-24.0,,,,,,-126.0,,24.9,,-156.0,,,,,,False,,False,,False
20079,1498,1155.0,,,,,,511.0,,5400.1,,443.0,-343.0,,,,,,-987.0,,3902.1,,-1055.0,,,,,,False,,False,,False
20081,172,567.0,,,,,,102.0,,613.5,,45.0,395.0,,,,,,-70.0,,441.5,,-127.0,,,,,,True,,False,,True
20083,72,329.0,,,,,,38.0,,777.7,,21.0,257.0,,,,,,-34.0,,705.7,,-51.0,,,,,,True,,False,,True
20085,587,420.0,,,,,,254.0,,455.3,,170.0,-167.0,,,,,,-333.0,,-131.7,,-417.0,,,,,,False,,True,,False
20087,721,385.0,,,,,,324.0,,1232.1,,214.0,-336.0,,,,,,-397.0,,511.1,,-507.0,,,,,,False,,False,,False
20089,106,21.0,,,,,,54.0,,33.3,,37.0,-85.0,,,,,,-52.0,,-72.7,,-69.0,,,,,,True,,True,,True
20091,18869,12740.0,,,,,,7047.0,,15586.8,6658.8,6948.0,-6129.0,,,,,,-11822.0,,-3282.2,-12210.2,-11921.0,,,,,,False,,True,False,False
20093,485,98.0,,,,,,91.0,,32.1,,15.0,-387.0,,,,,,-394.0,,-452.9,,-470.0,,,,,,False,,False,,False
20095,356,126.0,,,,,,82.0,,308.2,,24.0,-230.0,,,,,,-274.0,,-47.8,,-332.0,,,,,,False,,True,,False
20097,54,0.0,,,,,,39.0,,20.3,,0.0,-54.0,,,,,,-15.0,,-33.7,,-54.0,,,,,,True,,True,,False
20099,1218,280.0,,,,,,505.0,,742.7,,113.0,-938.0,,,,,,-713.0,,-475.3,,-1105.0,,,,,,True,,True,,False
20101,77,91.0,,,,,,38.0,,526.5,,26.0,14.0,,,,,,-39.0,,449.5,,-51.0,,,,,,False,,False,,False
20103,1993,1022.0,,,,,,1562.0,,948.2,740.5,593.0,-971.0,,,,,,-431.0,,-1044.8,-1252.5,-1400.0,,,,,,True,,False,False,False
20105,159,0.0,,,,,,42.0,,18.1,,0.0,-159.0,,,,,,-117.0,,-140.9,,-159.0,,,,,,True,,True,,False
20107,317,196.0,,,,,,182.0,,408.2,,171.0,-121.0,,,,,,-135.0,,91.2,,-146.0,,,,,,False,,True,,False
20109,114,518.0,,,,,,69.0,,466.8,,24.0,404.0,,,,,,-45.0,,352.8,,-90.0,,,,,,True,,True,,True
20111,1713,1155.0,,,,,,903.0,,1734.0,474.9,240.0,-558.0,,,,,,-810.0,,21.0,-1238.1,-1473.0,,,,,,False,,True,False,False
20113,1565,1414.0,,,,,,463.0,,5495.3,,490.0,-151.0,,,,,,-1102.0,,3930.3,,-1075.0,,,,,,False,,False,,False
20115,388,371.0,,,,,,160.0,,1499.3,,240.0,-17.0,,,,,,-228.0,,1111.3,,-148.0,,,,,,False,,False,,False
20117,650,252.0,,,,,,208.0,,390.0,,188.0,-398.0,,,,,,-442.0,,-260.0,,-462.0,,,,,,False,,True,,False
20119,196,56.0,,,,,,71.0,,36.0,,25.0,-140.0,,,,,,-125.0,,-160.0,,-171.0,,,,,,True,,False,,False
20121,1000,294.0,,,,,,637.0,,419.9,,53.0,-706.0,,,,,,-363.0,,-580.1,,-947.0,,,,,,True,,True,,False
20123,312,49.0,,,,,,141.0,,81.3,,94.0,-263.0,,,,,,-171.0,,-230.7,,-218.0,,,,,,True,,True,,True
20125,1218,0.0,,,,,,811.0,,216.6,,11.0,-1218.0,,,,,,-407.0,,-1001.4,,-1207.0,,,,,,True,,True,,True
20127,282,140.0,,,,,,75.0,,530.7,,86.0,-142.0,,,,,,-207.0,,248.7,,-196.0,,,,,,False,,False,,False
20129,132,0.0,,,,,,93.0,,5.8,,0.0,-132.0,,,,,,-39.0,,-126.2,,-132.0,,,,,,True,,True,,False
20131,809,721.0,,,,,,273.0,,2515.1,,108.0,-88.0,,,,,,-536.0,,1706.1,,-701.0,,,,,,False,,False,,False
20133,721,525.0,,,,,,450.0,,1561.9,,286.0,-196.0,,,,,,-271.0,,840.9,,-435.0,,,,,,False,,False,,False
20135,140,133.0,,,,,,74.0,,16.8,,0.0,-7.0,,,,,,-66.0,,-123.2,,-140.0,,,,,,False,,False,,False
20137,272,1533.0,,,,,,224.0,,1201.1,,546.0,1261.0,,,,,,-48.0,,929.1,,274.0,,,,,,True,,True,,True
20139,561,196.0,,,,,,252.0,,594.0,,218.0,-365.0,,,,,,-309.0,,33.0,,-343.0,,,,,,True,,True,,True
20141,118,14.0,,,,,,69.0,,52.3,,5.0,-104.0,,,,,,-49.0,,-65.7,,-113.0,,,,,,True,,True,,False
20143,255,63.0,,,,,,101.0,,122.6,,31.0,-192.0,,,,,,-154.0,,-132.4,,-224.0,,,,,,True,,True,,False
20145,496,63.0,,,,,,167.0,,70.2,,9.0,-433.0,,,,,,-329.0,,-425.8,,-487.0,,,,,,True,,True,,False
20147,297,329.0,,,,,,167.0,,463.1,,0.0,32.0,,,,,,-130.0,,166.1,,-297.0,,,,,,False,,False,,False
20149,535,329.0,,,,,,642.0,,730.3,,472.0,-206.0,,,,,,107.0,,195.3,,-63.0,,,,,,True,,True,,True
20151,381,651.0,,,,,,159.0,,4258.4,,116.0,270.0,,,,,,-222.0,,3877.4,,-265.0,,,,,,True,,False,,True
20153,115,231.0,,,,,,66.0,,110.6,,17.0,116.0,,,,,,-49.0,,-4.4,,-98.0,,,,,,True,,True,,True
20155,3890,3808.0,,,,,,1627.0,,4533.5,1465.7,548.0,-82.0,,,,,,-2263.0,,643.5,-2424.3,-3342.0,,,,,,False,,False,False,False
20157,429,175.0,,,,,,118.0,,442.7,,74.0,-254.0,,,,,,-311.0,,13.7,,-355.0,,,,,,False,,True,,False
20159,545,147.0,,,,,,159.0,,358.4,,43.0,-398.0,,,,,,-386.0,,-186.6,,-502.0,,,,,,True,,True,,False
20161,2264,1281.0,,,,,,1982.0,,1026.4,926.1,0.0,-983.0,,,,,,-282.0,,-1237.6,-1337.9,-2264.0,,,,,,True,,False,False,False
20163,253,210.0,,,,,,99.0,,158.9,,48.0,-43.0,,,,,,-154.0,,-94.1,,-205.0,,,,,,False,,False,,False
20165,252,0.0,,,,,,54.0,,10.5,,0.0,-252.0,,,,,,-198.0,,-241.5,,-252.0,,,,,,True,,True,,False
20167,443,406.0,,,,,,158.0,,978.2,,77.0,-37.0,,,,,,-285.0,,535.2,,-366.0,,,,,,False,,False,,False
20169,2680,1267.0,,,,,,1255.0,,1891.6,1265.1,486.0,-1413.0,,,,,,-1425.0,,-788.4,-1414.9,-2194.0,,,,,,False,,True,False,False
20171,284,308.0,,,,,,131.0,,477.5,,43.0,24.0,,,,,,-153.0,,193.5,,-241.0,,,,,,False,,False,,False
20173,21137,14945.0,,,,,,8550.0,,26266.6,5634.1,3439.0,-6192.0,,,,,,-12587.0,,5129.6,-15502.9,-17698.0,,,,,,False,,True,False,False
20175,1189,980.0,,,,,,1896.0,,466.1,407.5,927.0,-209.0,,,,,,707.0,,-722.9,-781.5,-262.0,,,,,,False,,False,False,False
20177,6480,4235.0,,,,,,4402.0,,7103.3,1982.4,2178.0,-2245.0,,,,,,-2078.0,,623.3,-4497.6,-4302.0,,,,,,True,,True,False,False
20179,138,161.0,,,,,,70.0,,278.4,,0.0,23.0,,,,,,-68.0,,140.4,,-138.0,,,,,,False,,False,,False
20181,244,259.0,,,,,,196.0,,483.6,,24.0,15.0,,,,,,-48.0,,239.6,,-220.0,,,,,,False,,False,,False
20183,145,147.0,,,,,,71.0,,927.3,,95.0,2.0,,,,,,-74.0,,782.3,,-50.0,,,,,,False,,False,,False
20185,151,147.0,,,,,,64.0,,512.0,,45.0,-4.0,,,,,,-87.0,,361.0,,-106.0,,,,,,False,,False,,False
20187,49,14.0,,,,,,47.0,,14.6,,2.0,-35.0,,,,,,-2.0,,-34.4,,-47.0,,,,,,True,,True,,False
20189,196,259.0,,,,,,233.0,,332.5,,30.0,63.0,,,,,,37.0,,136.5,,-166.0,,,,,,True,,False,,False
20191,837,511.0,,,,,,296.0,,1139.9,,265.0,-326.0,,,,,,-541.0,,302.9,,-572.0,,,,,,False,,True,,False
20193,431,644.0,,,,,,300.0,,947.2,,0.0,213.0,,,,,,-131.0,,516.2,,-431.0,,,,,,True,,False,,False
20195,159,105.0,,,,,,55.0,,201.1,,15.0,-54.0,,,,,,-104.0,,42.1,,-144.0,,,,,,False,,True,,False
20197,263,210.0,,,,,,81.0,,518.9,,164.0,-53.0,,,,,,-182.0,,255.9,,-99.0,,,,,,False,,False,,False
20199,62,133.0,,,,,,52.0,,665.7,,4.0,71.0,,,,,,-10.0,,603.7,,-58.0,,,,,,True,,False,,True
20201,306,329.0,,,,,,104.0,,2515.1,,132.0,23.0,,,,,,-202.0,,2209.1,,-174.0,,,,,,False,,False,,False
20203,105,49.0,,,,,,56.0,,45.3,,6.0,-56.0,,,,,,-49.0,,-59.7,,-99.0,,,,,,True,,False,,False
20205,448,189.0,,,,,,163.0,,263.8,,135.0,-259.0,,,,,,-285.0,,-184.2,,-313.0,,,,,,False,,True,,False
20207,58,105.0,,,,,,58.0,,146.2,,88.0,47.0,,,,,,0.0,,88.2,,30.0,,,,,,True,,False,,True
20209,5731,2597.0,,,,,,3600.0,,1990.1,1274.6,2205.0,-3134.0,,,,,,-2131.0,,-3740.9,-4456.4,-3526.0,,,,,,True,,False,False,False
21001,643,161.0,,,,,,327.0,,132.5,,49.0,-482.0,,,,,,-316.0,,-510.5,,-594.0,,,,,,True,,False,,False
21003,489,245.0,,,,,,419.0,,369.9,,195.0,-244.0,,,,,,-70.0,,-119.1,,-294.0,,,,,,True,,True,,False
21005,614,238.0,,,,,,213.0,,471.0,,322.0,-376.0,,,,,,-401.0,,-143.0,,-292.0,,,,,,False,,True,,True
21007,126,168.0,,,,,,114.0,,415.6,,317.0,42.0,,,,,,-12.0,,289.6,,191.0,,,,,,True,,False,,False
21009,985,1218.0,,,,,,766.0,,2474.3,1264.5,331.0,233.0,,,,,,-219.0,,1489.3,279.5,-654.0,,,,,,True,,False,False,False
21011,331,168.0,,,,,,186.0,,167.9,,87.0,-163.0,,,,,,-145.0,,-163.1,,-244.0,,,,,,True,,False,,False
21013,823,742.0,,,,,,532.0,,2500.6,,247.0,-81.0,,,,,,-291.0,,1677.6,,-576.0,,,,,,False,,False,,False
21015,4588,2352.0,,,,,,2439.0,,3561.0,2031.1,1576.0,-2236.0,,,,,,-2149.0,,-1027.0,-2556.9,-3012.0,,,,,,True,,True,False,False
21017,477,273.0,,,,,,332.0,,482.4,,231.0,-204.0,,,,,,-145.0,,5.4,,-246.0,,,,,,True,,True,,False
21019,1992,917.0,,,,,,928.0,,1822.5,,289.0,-1075.0,,,,,,-1064.0,,-169.5,,-1703.0,,,,,,True,,True,,False
21021,1482,406.0,,,,,,408.0,,770.8,,462.0,-1076.0,,,,,,-1074.0,,-711.2,,-1020.0,,,,,,True,,True,,True
21023,191,56.0,,,,,,129.0,,86.2,,57.0,-135.0,,,,,,-62.0,,-104.8,,-134.0,,,,,,True,,True,,True
21025,368,245.0,,,,,,223.0,,562.7,,146.0,-123.0,,,,,,-145.0,,194.7,,-222.0,,,,,,False,,False,,False
21027,329,539.0,,,,,,230.0,,2794.1,,426.0,210.0,,,,,,-99.0,,2465.1,,97.0,,,,,,True,,False,,True
21029,2091,1967.0,,,,,,1068.0,,3713.0,857.2,3344.0,-124.0,,,,,,-1023.0,,1622.0,-1233.8,1253.0,,,,,,False,,False,False,False
21031,291,175.0,,,,,,224.0,,172.5,,148.0,-116.0,,,,,,-67.0,,-118.5,,-143.0,,,,,,True,,False,,False
21033,495,469.0,,,,,,278.0,,1786.6,,163.0,-26.0,,,,,,-217.0,,1291.6,,-332.0,,,,,,False,,False,,False
21035,1095,672.0,,,,,,887.0,,1229.2,222.7,268.0,-423.0,,,,,,-208.0,,134.2,-872.3,-827.0,,,,,,True,,True,False,False
21037,2637,2121.0,,,,,,2110.0,,4462.6,1188.3,1188.0,-516.0,,,,,,-527.0,,1825.6,-1448.7,-1449.0,,,,,,False,,False,False,False
21039,186,126.0,,,,,,102.0,,202.0,,110.0,-60.0,,,,,,-84.0,,16.0,,-76.0,,,,,,False,,True,,False
21041,280,119.0,,,,,,247.0,,117.0,,78.0,-161.0,,,,,,-33.0,,-163.0,,-202.0,,,,,,True,,False,,False
21043,878,273.0,,,,,,462.0,,977.6,,165.0,-605.0,,,,,,-416.0,,99.6,,-713.0,,,,,,True,,True,,False
21045,465,126.0,,,,,,178.0,,116.9,,196.0,-339.0,,,,,,-287.0,,-348.1,,-269.0,,,,,,True,,False,,True
21047,1884,1358.0,,,,,,1545.0,,1811.3,680.7,1070.0,-526.0,,,,,,-339.0,,-72.7,-1203.3,-814.0,,,,,,True,,True,False,False
21049,779,441.0,,,,,,531.0,,624.1,,354.0,-338.0,,,,,,-248.0,,-154.9,,-425.0,,,,,,True,,True,,False
21051,822,518.0,,,,,,405.0,,1111.4,,137.0,-304.0,,,,,,-417.0,,289.4,,-685.0,,,,,,False,,True,,False
21053,502,126.0,,,,,,219.0,,153.0,,3.0,-376.0,,,,,,-283.0,,-349.0,,-499.0,,,,,,True,,True,,False
21055,153,77.0,,,,,,178.0,,73.9,,40.0,-76.0,,,,,,25.0,,-79.1,,-113.0,,,,,,True,,False,,False
21057,218,56.0,,,,,,104.0,,108.1,,8.0,-162.0,,,,,,-114.0,,-109.9,,-210.0,,,,,,True,,True,,False
21059,3175,1645.0,,,,,,1873.0,,2275.2,1627.3,1175.0,-1530.0,,,,,,-1302.0,,-899.8,-1547.7,-2000.0,,,,,,True,,True,False,False
21061,307,133.0,,,,,,135.0,,109.5,,188.0,-174.0,,,,,,-172.0,,-197.5,,-119.0,,,,,,True,,False,,True
21063,384,322.0,,,,,,138.0,,100.8,,29.0,-62.0,,,,,,-246.0,,-283.2,,-355.0,,,,,,False,,False,,False
21065,321,189.0,,,,,,264.0,,351.8,,75.0,-132.0,,,,,,-57.0,,30.8,,-246.0,,,,,,True,,True,,False
21067,10296,7581.0,,,,,,5035.0,,10258.3,5825.6,3194.0,-2715.0,,,,,,-5261.0,,-37.7,-4470.4,-7102.0,,,,,,False,,True,False,False
21069,442,189.0,,,,,,306.0,,376.6,,62.0,-253.0,,,,,,-136.0,,-65.4,,-380.0,,,,,,True,,True,,False
21071,1090,1295.0,,,,,,564.0,,8334.9,,847.0,205.0,,,,,,-526.0,,7244.9,,-243.0,,,,,,False,,False,,False
21073,1078,546.0,,,,,,744.0,,711.9,,351.0,-532.0,,,,,,-334.0,,-366.1,,-727.0,,,,,,True,,True,,False
21075,109,42.0,,,,,,129.0,,49.7,,12.0,-67.0,,,,,,20.0,,-59.3,,-97.0,,,,,,True,,True,,False
21077,290,70.0,,,,,,170.0,,86.7,,148.0,-220.0,,,,,,-120.0,,-203.3,,-142.0,,,,,,True,,True,,True
21079,522,105.0,,,,,,237.0,,501.2,,23.0,-417.0,,,,,,-285.0,,-20.8,,-499.0,,,,,,True,,True,,False
21081,850,434.0,,,,,,487.0,,868.3,,558.0,-416.0,,,,,,-363.0,,18.3,,-292.0,,,,,,True,,True,,True
21083,1460,945.0,,,,,,994.0,,1238.5,,571.0,-515.0,,,,,,-466.0,,-221.5,,-889.0,,,,,,True,,True,,False
21085,611,595.0,,,,,,405.0,,1382.5,,1367.0,-16.0,,,,,,-206.0,,771.5,,756.0,,,,,,False,,False,,False
21087,370,161.0,,,,,,161.0,,107.2,,36.0,-209.0,,,,,,-209.0,,-262.8,,-334.0,,,,,,False,,False,,False
21089,1387,679.0,,,,,,788.0,,1334.3,,424.0,-708.0,,,,,,-599.0,,-52.7,,-963.0,,,,,,True,,True,,False
21091,229,133.0,,,,,,118.0,,320.9,,40.0,-96.0,,,,,,-111.0,,91.9,,-189.0,,,,,,False,,True,,False
21093,3050,2555.0,,,,,,1481.0,,5061.2,2104.3,1009.0,-495.0,,,,,,-1569.0,,2011.2,-945.7,-2041.0,,,,,,False,,False,False,False
21095,804,413.0,,,,,,465.0,,736.6,,244.0,-391.0,,,,,,-339.0,,-67.4,,-560.0,,,,,,True,,True,,False
21097,397,175.0,,,,,,404.0,,344.1,,161.0,-222.0,,,,,,7.0,,-52.9,,-236.0,,,,,,True,,True,,False
21099,652,644.0,,,,,,279.0,,1711.8,,225.0,-8.0,,,,,,-373.0,,1059.8,,-427.0,,,,,,False,,False,,False
21101,1267,1050.0,,,,,,884.0,,1379.5,1102.4,557.0,-217.0,,,,,,-383.0,,112.5,-164.6,-710.0,,,,,,False,,True,True,False
21103,423,245.0,,,,,,245.0,,688.4,,52.0,-178.0,,,,,,-178.0,,265.4,,-371.0,,,,,,False,,False,,False
21105,103,42.0,,,,,,71.0,,46.9,,7.0,-61.0,,,,,,-32.0,,-56.1,,-96.0,,,,,,True,,True,,False
21107,1263,1092.0,,,,,,914.0,,1354.8,1214.2,910.0,-171.0,,,,,,-349.0,,91.8,-48.8,-353.0,,,,,,False,,True,True,False
21109,281,273.0,,,,,,227.0,,543.8,,89.0,-8.0,,,,,,-54.0,,262.8,,-192.0,,,,,,False,,False,,False
21111,23530,16583.0,,,,,,10932.0,,21857.5,7815.2,7087.0,-6947.0,,,,,,-12598.0,,-1672.5,-15714.8,-16443.0,,,,,,False,,True,False,False
21113,1371,742.0,,,,,,736.0,,1314.6,718.4,0.0,-629.0,,,,,,-635.0,,-56.4,-652.6,-1371.0,,,,,,False,,True,False,False
21115,624,728.0,,,,,,404.0,,4361.5,,554.0,104.0,,,,,,-220.0,,3737.5,,-70.0,,,,,,False,,False,,True
21117,4939,3255.0,,,,,,3767.0,,6106.8,1907.4,1834.0,-1684.0,,,,,,-1172.0,,1167.8,-3031.6,-3105.0,,,,,,True,,True,False,False
21119,307,231.0,,,,,,167.0,,508.6,,56.0,-76.0,,,,,,-140.0,,201.6,,-251.0,,,,,,False,,False,,False
21121,729,560.0,,,,,,704.0,,905.4,,304.0,-169.0,,,,,,-25.0,,176.4,,-425.0,,,,,,True,,False,,False
21123,446,280.0,,,,,,181.0,,921.5,,73.0,-166.0,,,,,,-265.0,,475.5,,-373.0,,,,,,False,,False,,False
21125,1699,1722.0,,,,,,1141.0,,3430.4,2120.4,1285.0,23.0,,,,,,-558.0,,1731.4,421.4,-414.0,,,,,,False,,False,False,False
21127,487,147.0,,,,,,252.0,,286.1,,148.0,-340.0,,,,,,-235.0,,-200.9,,-339.0,,,,,,True,,True,,True
21129,826,126.0,,,,,,121.0,,96.9,,15.0,-700.0,,,,,,-705.0,,-729.1,,-811.0,,,,,,False,,False,,False
21131,292,147.0,,,,,,131.0,,373.6,,124.0,-145.0,,,,,,-161.0,,81.6,,-168.0,,,,,,False,,True,,False
21133,627,252.0,,,,,,291.0,,516.5,,311.0,-375.0,,,,,,-336.0,,-110.5,,-316.0,,,,,,True,,True,,True
21135,372,378.0,,,,,,212.0,,886.3,,182.0,6.0,,,,,,-160.0,,514.3,,-190.0,,,,,,False,,False,,False
21137,982,315.0,,,,,,360.0,,940.2,,136.0,-667.0,,,,,,-622.0,,-41.8,,-846.0,,,,,,True,,True,,False
21139,312,238.0,,,,,,145.0,,317.0,,304.0,-74.0,,,,,,-167.0,,5.0,,-8.0,,,,,,False,,True,,True
21141,759,385.0,,,,,,557.0,,650.8,,126.0,-374.0,,,,,,-202.0,,-108.2,,-633.0,,,,,,True,,True,,False
21143,182,84.0,,,,,,120.0,,218.6,,111.0,-98.0,,,,,,-62.0,,36.6,,-71.0,,,,,,True,,True,,True
21145,2621,1848.0,,,,,,1559.0,,4566.8,1360.6,1154.0,-773.0,,,,,,-1062.0,,1945.8,-1260.4,-1467.0,,,,,,False,,False,False,False
21147,744,161.0,,,,,,204.0,,181.2,,161.0,-583.0,,,,,,-540.0,,-562.8,,-583.0,,,,,,True,,True,,False
21149,280,210.0,,,,,,125.0,,381.4,,42.0,-70.0,,,,,,-155.0,,101.4,,-238.0,,,,,,False,,False,,False
21151,2970,1344.0,,,,,,1353.0,,1419.0,935.8,846.0,-1626.0,,,,,,-1617.0,,-1551.0,-2034.2,-2124.0,,,,,,True,,True,False,False
21153,444,462.0,,,,,,191.0,,2084.1,,388.0,18.0,,,,,,-253.0,,1640.1,,-56.0,,,,,,False,,False,,False
21155,883,532.0,,,,,,257.0,,1544.3,,143.0,-351.0,,,,,,-626.0,,661.3,,-740.0,,,,,,False,,False,,False
21157,868,525.0,,,,,,649.0,,1303.7,,258.0,-343.0,,,,,,-219.0,,435.7,,-610.0,,,,,,True,,False,,False
21159,372,259.0,,,,,,134.0,,808.4,,119.0,-113.0,,,,,,-238.0,,436.4,,-253.0,,,,,,False,,False,,False
21161,641,231.0,,,,,,394.0,,729.9,,341.0,-410.0,,,,,,-247.0,,88.9,,-300.0,,,,,,True,,True,,True
21163,618,343.0,,,,,,324.0,,783.2,,282.0,-275.0,,,,,,-294.0,,165.2,,-336.0,,,,,,False,,True,,False
21165,101,98.0,,,,,,65.0,,179.6,,47.0,-3.0,,,,,,-36.0,,78.6,,-54.0,,,,,,False,,False,,False
21167,917,392.0,,,,,,270.0,,735.3,,442.0,-525.0,,,,,,-647.0,,-181.7,,-475.0,,,,,,False,,True,,True
21169,317,322.0,,,,,,115.0,,433.9,,212.0,5.0,,,,,,-202.0,,116.9,,-105.0,,,,,,False,,False,,False
21171,463,749.0,,,,,,202.0,,2219.7,,112.0,286.0,,,,,,-261.0,,1756.7,,-351.0,,,,,,True,,False,,False
21173,662,728.0,,,,,,607.0,,3084.0,,215.0,66.0,,,,,,-55.0,,2422.0,,-447.0,,,,,,True,,False,,False
21175,329,168.0,,,,,,219.0,,549.9,,82.0,-161.0,,,,,,-110.0,,220.9,,-247.0,,,,,,True,,False,,False
21177,818,315.0,,,,,,621.0,,379.4,,199.0,-503.0,,,,,,-197.0,,-438.6,,-619.0,,,,,,True,,True,,False
21179,1444,1554.0,,,,,,595.0,,4106.7,1355.8,494.0,110.0,,,,,,-849.0,,2662.7,-88.2,-950.0,,,,,,False,,False,True,False
21181,125,63.0,,,,,,136.0,,100.5,,23.0,-62.0,,,,,,11.0,,-24.5,,-102.0,,,,,,True,,True,,False
21183,760,252.0,,,,,,455.0,,439.7,,159.0,-508.0,,,,,,-305.0,,-320.3,,-601.0,,,,,,True,,True,,False
21185,1960,889.0,,,,,,804.0,,1084.2,790.4,1222.0,-1071.0,,,,,,-1156.0,,-875.8,-1169.6,-738.0,,,,,,False,,True,False,True
