,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
29035,38,38.0,,47.1,,22.0,18.0,,,,,29.6,,,22.0,,57.3,,5.4,,,18.3,32.6,0.0,53.0,,,,,,,,,25.0,,0.0,,9.1,,-16.0,-20.0,,,,,-8.4,,,-16.0,,19.3,,-32.6,,,-19.7,-5.4,-38.0,15.0,,,,,,,,,-13.0,,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,
29037,432,276.0,,270.6,,267.0,358.0,,,,,241.6,,,288.0,,334.9,,175.9,290.0,,195.1,264.7,74.5,487.0,,,,,227.1,,,,239.0,279.0,-156.0,,-161.4,,-165.0,-74.0,,,,,-190.4,,,-144.0,,-97.1,,-256.1,-142.0,,-236.9,-167.3,-357.5,55.0,,,,,-204.9,,,,-193.0,-153.0,,False,,False,True,,,,,False,,,True,,True,,False,True,,False,False,False,True,,,,,False,,,,False,True
29039,62,24.0,,27.4,,30.0,33.0,,,,,31.2,,,66.0,,48.8,,12.2,,,20.9,41.3,6.9,45.0,15.0,,,,,,,,24.0,93.1,-38.0,,-34.6,,-32.0,-29.0,,,,,-30.8,,,4.0,,-13.2,,-49.8,,,-41.1,-20.7,-55.1,-17.0,-47.0,,,,,,,,-38.0,31.1,,True,,True,True,,,,,True,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,False,True
29041,55,8.0,,8.3,,6.0,0.0,,,,,8.7,,,25.0,,8.0,,3.7,,,3.6,4.6,,,,,,,,,,,4.0,,-47.0,,-46.7,,-49.0,-55.0,,,,,-46.3,,,-30.0,,-47.0,,-51.3,,,-51.4,-50.4,,,,,,,,,,,-51.0,,,True,,False,False,,,,,True,,,True,,True,,False,,,False,False,,,,,,,,,,,False,
29043,515,312.0,,320.6,,281.0,249.0,,,,,280.6,,,369.0,,439.0,,132.3,413.0,,243.9,313.3,16.6,439.0,61.0,,,,239.1,,,,358.0,,-203.0,,-194.4,,-234.0,-266.0,,,,,-234.4,,,-146.0,,-76.0,,-382.7,-102.0,,-271.1,-201.7,-498.4,-76.0,-454.0,,,,-275.9,,,,-157.0,,,True,,False,False,,,,,False,,,True,,True,,False,True,,False,True,False,True,False,,,,False,,,,True,
29045,62,12.0,,10.5,,13.0,14.0,,,,,9.4,,,21.0,,40.7,,7.9,,,4.2,18.4,10.4,28.0,,,,,,,,,15.0,15.8,-50.0,,-51.5,,-49.0,-48.0,,,,,-52.6,,,-41.0,,-21.3,,-54.1,,,-57.8,-43.6,-51.6,-34.0,,,,,,,,,-47.0,-46.2,,False,,True,True,,,,,False,,,True,,True,,False,,,False,True,False,True,,,,,,,,,True,True
29047,620,388.0,,392.1,,369.0,277.0,,,,,386.3,,,647.0,,384.5,,189.9,412.0,,213.6,364.9,382.3,1092.0,,,,,269.2,,,,483.0,,-232.0,,-227.9,,-251.0,-343.0,,,,,-233.7,,,27.0,,-235.5,,-430.1,-208.0,,-406.4,-255.1,-237.7,472.0,,,,,-350.8,,,,-137.0,,,True,,False,False,,,,,False,,,True,,False,,False,True,,False,False,False,False,,,,,False,,,,True,
29049,144,142.0,,144.1,,122.0,197.0,,,,,190.4,,,68.0,,260.7,,27.4,,,78.3,121.5,0.0,230.0,,,,,,,,,108.0,,-2.0,,0.1,,-22.0,53.0,,,,,46.4,,,-76.0,,116.7,,-116.6,,,-65.7,-22.5,-144.0,86.0,,,,,,,,,-36.0,,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,
29051,1217,854.0,,850.7,,766.0,1015.0,,,,,903.1,,,366.0,,1189.2,,136.1,893.0,,683.2,761.4,585.1,1085.0,,,,,668.0,,,,377.0,,-363.0,,-366.3,,-451.0,-202.0,,,,,-313.9,,,-851.0,,-27.8,,-1081.0,-324.0,,-533.8,-455.6,-631.9,-132.0,,,,,-549.0,,,,-840.0,,,False,,False,True,,,,,True,,,False,,True,,False,True,,False,False,False,True,,,,,False,,,,False,
29053,211,98.0,,96.1,,93.0,62.0,,,,,89.6,,,97.0,,194.2,,25.6,,,34.9,70.3,82.8,138.0,,,,,,,,,121.0,97.2,-113.0,,-114.9,,-118.0,-149.0,,,,,-121.4,,,-114.0,,-16.8,,-185.3,,,-176.1,-140.7,-128.2,-73.0,,,,,,,,,-90.0,-113.8,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,True,False
29055,186,156.0,,164.9,,101.0,87.0,,,,,140.4,,,100.0,,210.1,,38.2,,,93.7,138.3,0.0,201.0,,,,,,,,,10.0,,-30.0,,-21.1,,-85.0,-99.0,,,,,-45.6,,,-86.0,,24.1,,-147.8,,,-92.3,-47.7,-186.0,15.0,,,,,,,,,-176.0,,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,
29057,46,18.0,,17.3,,18.0,14.0,,,,,18.9,,,32.0,,42.3,,11.0,,,,20.2,0.0,39.0,,,,,,,,,8.0,36.8,-28.0,,-28.7,,-28.0,-32.0,,,,,-27.1,,,-14.0,,-3.7,,-35.0,,,,-25.8,-46.0,-7.0,,,,,,,,,-38.0,-9.2,,False,,False,False,,,,,True,,,True,,True,,False,,,,True,False,True,,,,,,,,,False,True
29059,99,126.0,,129.0,,124.0,116.0,,,,,94.6,,,80.0,,200.4,,36.2,,,133.9,119.0,44.7,168.0,,,,,,,,,186.0,,27.0,,30.0,,25.0,17.0,,,,,-4.4,,,-19.0,,101.4,,-62.8,,,34.9,20.0,-54.3,69.0,,,,,,,,,87.0,,,False,,True,True,,,,,True,,,True,,False,,False,,,False,True,False,False,,,,,,,,,False,
29061,33,44.0,,44.2,,37.0,32.0,,,,,50.0,,,41.0,,51.3,,12.2,,,13.6,36.4,0.0,68.0,,,,,,,,,18.0,,11.0,,11.2,,4.0,-1.0,,,,,17.0,,,8.0,,18.3,,-20.8,,,-19.4,3.4,-33.0,35.0,,,,,,,,,-15.0,,,False,,True,True,,,,,False,,,True,,False,,False,,,False,True,False,False,,,,,,,,,False,
29063,116,98.0,,99.2,,98.0,120.0,,,,,88.0,,,60.0,,241.8,,27.0,,,78.0,99.8,44.9,169.0,,,,,,,,,87.0,,-18.0,,-16.8,,-18.0,4.0,,,,,-28.0,,,-56.0,,125.8,,-89.0,,,-38.0,-16.2,-71.1,53.0,,,,,,,,,-29.0,,,True,,False,True,,,,,False,,,False,,False,,False,,,False,True,False,False,,,,,,,,,False,
29065,66,32.0,,35.4,,30.0,30.0,,,,,24.4,,,75.0,,99.3,,27.6,,,16.5,39.0,0.7,,,,,,,,,,26.0,71.1,-34.0,,-30.6,,-36.0,-36.0,,,,,-41.6,,,9.0,,33.3,,-38.4,,,-49.5,-27.0,-65.3,,,,,,,,,,-40.0,5.1,,True,,False,False,,,,,False,,,True,,True,,False,,,False,True,False,,,,,,,,,,False,True
29067,47,42.0,,47.7,,36.0,36.0,,,,,28.6,,,83.0,,60.1,,31.3,,,12.2,28.9,0.0,38.0,14.0,,,,,,,,15.0,32.6,-5.0,,0.7,,-11.0,-11.0,,,,,-18.4,,,36.0,,13.1,,-15.7,,,-34.8,-18.1,-47.0,-9.0,-33.0,,,,,,,,-32.0,-14.4,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
29069,225,246.0,,278.1,,228.0,225.0,,,,,179.3,,,301.0,,235.1,,43.9,177.0,,198.1,215.8,88.5,269.0,,,,,,,,,231.0,156.3,21.0,,53.1,,3.0,0.0,,,,,-45.7,,,76.0,,10.1,,-181.1,-48.0,,-26.9,-9.2,-136.5,44.0,,,,,,,,,6.0,-68.7,,False,,True,True,,,,,False,,,False,,True,,False,False,,False,True,False,False,,,,,,,,,True,False
29071,728,516.0,,519.1,,529.0,739.0,,,,,578.6,,,395.0,,604.9,,270.1,480.0,,503.6,621.7,441.0,705.0,,,,,435.9,,,,513.0,,-212.0,,-208.9,,-199.0,11.0,,,,,-149.4,,,-333.0,,-123.1,,-457.9,-248.0,,-224.4,-106.3,-287.0,-23.0,,,,,-292.1,,,,-215.0,,,True,,True,True,,,,,True,,,False,,True,,False,False,,False,True,False,True,,,,,False,,,,False,
29073,81,66.0,,67.4,,46.0,35.0,,,,,55.7,,,46.0,,124.7,,17.0,,,38.5,64.8,7.6,106.0,,,,,,,,,60.0,16.2,-15.0,,-13.6,,-35.0,-46.0,,,,,-25.3,,,-35.0,,43.7,,-64.0,,,-42.5,-16.2,-73.4,25.0,,,,,,,,,-21.0,-64.8,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,False
29075,52,28.0,,26.1,,25.0,18.0,,,,,25.3,,,28.0,,34.0,,11.5,,,6.2,26.6,0.0,48.0,,,,,,,,,17.0,,-24.0,,-25.9,,-27.0,-34.0,,,,,-26.7,,,-24.0,,-18.0,,-40.5,,,-45.8,-25.4,-52.0,-4.0,,,,,,,,,-35.0,,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,
29077,1635,1118.0,,1030.6,,1098.0,1357.0,,,,,1861.8,,,1560.0,,1126.9,,477.5,1088.5,,1050.3,1077.0,10.1,1285.0,,,,,1149.3,586.0,,,907.0,,-517.0,,-604.4,,-537.0,-278.0,,,,,226.8,,,-75.0,,-508.1,,-1157.5,-546.5,,-584.7,-558.0,-1624.9,-350.0,,,,,-485.7,-1049.0,,,-728.0,,,False,,False,True,,,,,True,,,True,,True,,False,False,,False,False,False,True,,,,,True,False,,,False,
29079,65,46.0,,46.5,,30.0,13.0,,,,,29.6,,,62.0,,48.6,,16.1,,,16.6,30.5,0.0,36.0,,,,,,,,,51.0,27.7,-19.0,,-18.5,,-35.0,-52.0,,,,,-35.4,,,-3.0,,-16.4,,-48.9,,,-48.4,-34.5,-65.0,-29.0,,,,,,,,,-14.0,-37.3,,True,,False,False,,,,,False,,,True,,True,,False,,,False,False,False,False,,,,,,,,,True,False
29081,40,46.0,,42.7,,38.0,28.0,,,,,36.1,,,41.0,,86.9,,5.7,,,8.7,31.1,29.5,61.0,,,,,,,,,41.0,40.0,6.0,,2.7,,-2.0,-12.0,,,,,-3.9,,,1.0,,46.9,,-34.3,,,-31.3,-8.9,-10.5,21.0,,,,,,,,,1.0,0.0,,True,,True,False,,,,,True,,,True,,False,,False,,,False,False,False,False,,,,,,,,,True,True
29083,191,72.0,,69.0,,69.0,74.0,,,,,64.4,,,110.0,,138.2,,28.3,,,34.5,60.6,12.1,124.0,,,,,,,,,11.0,,-119.0,,-122.0,,-122.0,-117.0,,,,,-126.6,,,-81.0,,-52.8,,-162.7,,,-156.5,-130.4,-178.9,-67.0,,,,,,,,,-180.0,,,False,,False,True,,,,,False,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,
29085,89,34.0,,32.2,,37.0,42.0,,,,,50.9,,,38.0,,62.6,,24.5,,,,40.6,0.0,55.0,10.0,,,,,,,,0.0,59.4,-55.0,,-56.8,,-52.0,-47.0,,,,,-38.1,,,-51.0,,-26.4,,-64.5,,,,-48.4,-89.0,-34.0,-79.0,,,,,,,,-89.0,-29.6,,False,,True,True,,,,,True,,,True,,True,,False,,,,True,False,True,False,,,,,,,,False,True
29087,40,22.0,,22.9,,15.0,14.0,,,,,13.1,,,16.0,,54.2,,5.5,,,1.1,13.3,0.0,26.0,,,,,,,,,27.0,20.1,-18.0,,-17.1,,-25.0,-26.0,,,,,-26.9,,,-24.0,,14.2,,-34.5,,,-38.9,-26.7,-40.0,-14.0,,,,,,,,,-13.0,-19.9,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,True,False
29089,72,44.0,,43.5,,37.0,18.0,,,,,41.7,,,49.0,,60.5,,16.4,,,14.3,36.7,0.0,57.0,,,,,,,,,44.0,,-28.0,,-28.5,,-35.0,-54.0,,,,,-30.3,,,-23.0,,-11.5,,-55.6,,,-57.7,-35.3,-72.0,-15.0,,,,,,,,,-28.0,,,False,,False,False,,,,,False,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,
29091,237,232.0,,234.8,,222.0,213.0,,,,,183.6,,,320.0,,247.4,,108.7,250.0,,181.0,216.3,0.1,315.0,,,,,,,,,180.0,,-5.0,,-2.2,,-15.0,-24.0,,,,,-53.4,,,83.0,,10.4,,-128.3,13.0,,-56.0,-20.7,-236.9,78.0,,,,,,,,,-57.0,,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,,,,,,,,,False,
29093,37,14.0,,19.1,,17.0,14.0,,,,,30.9,,,28.0,,65.3,,11.8,,,5.0,18.9,,35.0,11.0,,,,,,,,26.0,12.6,-23.0,,-17.9,,-20.0,-23.0,,,,,-6.1,,,-9.0,,28.3,,-25.2,,,-32.0,-18.1,,-2.0,-26.0,,,,,,,,-11.0,-24.4,,True,,True,False,,,,,True,,,True,,False,,False,,,False,True,,True,False,,,,,,,,True,False
29095,1983,1354.0,,1261.3,2910.1,1293.0,1446.0,,,,,2048.7,,,1777.0,,1102.1,,1470.6,1159.5,,1163.6,1377.3,517.5,2804.0,,,,,943.5,1339.0,,,1276.0,815.0,-629.0,,-721.7,927.1,-690.0,-537.0,,,,,65.7,,,-206.0,,-880.9,,-512.4,-823.5,,-819.4,-605.7,-1465.5,821.0,,,,,-1039.5,-644.0,,,-707.0,-1168.0,,False,False,False,True,,,,,True,,,True,,False,,True,False,,False,True,False,False,,,,,False,False,,,False,False
29097,948,642.0,,703.5,,593.0,598.0,,,,,815.5,,,747.0,,557.7,,193.5,526.0,,515.6,697.9,29.9,699.0,,,,,488.7,,,,567.0,586.8,-306.0,,-244.5,,-355.0,-350.0,,,,,-132.5,,,-201.0,,-390.3,,-754.5,-422.0,,-432.4,-250.1,-918.1,-249.0,,,,,-459.3,,,,-381.0,-361.2,,True,,False,False,,,,,True,,,True,,False,,False,False,,False,True,False,True,,,,,False,,,,False,False
29099,1405,678.0,,713.1,,660.0,1163.0,,,,,746.7,,,713.0,,644.2,,623.4,697.0,,566.3,625.5,40.4,758.0,,,,,617.6,671.0,,,424.0,,-727.0,,-691.9,,-745.0,-242.0,,,,,-658.3,,,-692.0,,-760.8,,-781.6,-708.0,,-838.7,-779.5,-1364.6,-647.0,,,,,-787.4,-734.0,,,-981.0,,,True,,False,True,,,,,True,,,True,,False,,False,True,,False,False,False,True,,,,,False,False,,,False,
29101,353,130.0,,117.8,,133.0,242.0,,,,,187.2,,,212.0,,189.0,,31.4,176.0,,111.7,191.3,0.0,,,,,,92.6,,,,70.0,,-223.0,,-235.2,,-220.0,-111.0,,,,,-165.8,,,-141.0,,-164.0,,-321.6,-177.0,,-241.3,-161.7,-353.0,,,,,,-260.4,,,,-283.0,,,False,,True,True,,,,,True,,,True,,True,,False,True,,False,True,False,,,,,,False,,,,False,
29103,19,6.0,,5.3,,5.0,0.0,,,,,9.1,,,16.0,,12.3,,3.0,,,,3.3,,,,,,,,,,,7.0,,-13.0,,-13.7,,-14.0,-19.0,,,,,-9.9,,,-3.0,,-6.7,,-16.0,,,,-15.7,,,,,,,,,,,-12.0,,,False,,False,False,,,,,True,,,True,,True,,False,,,,False,,,,,,,,,,,True,
29105,213,228.0,,244.6,,209.0,174.0,,,,,247.5,,,208.0,,284.8,,145.7,268.0,,186.7,209.4,0.3,314.0,,,,,224.2,,,,0.0,,15.0,,31.6,,-4.0,-39.0,,,,,34.5,,,-5.0,,71.8,,-67.3,55.0,,-26.3,-3.6,-212.7,101.0,,,,,11.2,,,,-213.0,,,False,,True,False,,,,,False,,,True,,False,,False,False,,False,True,False,False,,,,,True,,,,False,
29107,255,128.0,,128.2,,119.0,88.0,,,,,131.4,,,131.0,,126.0,,46.9,140.0,,91.9,140.5,4.7,175.0,317.0,,,,,,,,82.0,161.7,-127.0,,-126.8,,-136.0,-167.0,,,,,-123.6,,,-124.0,,-129.0,,-208.1,-115.0,,-163.1,-114.5,-250.3,-80.0,62.0,,,,,,,,-173.0,-93.3,,True,,False,False,,,,,True,,,True,,False,,False,True,,False,True,False,True,True,,,,,,,,False,True
29109,289,236.0,,235.5,,234.0,230.0,,,,,187.1,,,249.0,,386.1,,99.7,255.5,,218.4,230.1,190.6,302.0,,,,,,,,,176.0,,-53.0,,-53.5,,-55.0,-59.0,,,,,-101.9,,,-40.0,,97.1,,-189.3,-33.5,,-70.6,-58.9,-98.4,13.0,,,,,,,,,-113.0,,,False,,False,False,,,,,False,,,True,,False,,False,True,,False,False,False,True,,,,,,,,,False,
29111,82,52.0,,51.7,,46.0,50.0,,,,,43.1,,,34.0,,72.9,,15.5,,,29.8,48.7,0.0,81.0,,,,,,,,,44.0,85.1,-30.0,,-30.3,,-36.0,-32.0,,,,,-38.9,,,-48.0,,-9.1,,-66.5,,,-52.2,-33.3,-82.0,-1.0,,,,,,,,,-38.0,3.1,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,True
29113,347,188.0,,192.0,,191.0,148.0,,,,,165.0,,,160.0,,257.5,,106.1,197.0,,187.9,266.4,175.8,238.0,,,,,195.4,,,,0.0,200.5,-159.0,,-155.0,,-156.0,-199.0,,,,,-182.0,,,-187.0,,-89.5,,-240.9,-150.0,,-159.1,-80.6,-171.2,-109.0,,,,,-151.6,,,,-347.0,-146.5,,True,,True,False,,,,,False,,,False,,True,,False,True,,False,True,False,True,,,,,True,,,,False,True
29115,45,16.0,,14.3,,16.0,11.0,,,,,17.4,,,62.0,,27.4,,9.0,,,3.8,15.3,0.0,19.0,,,,,,,,,8.0,76.1,-29.0,,-30.7,,-29.0,-34.0,,,,,-27.6,,,17.0,,-17.6,,-36.0,,,-41.2,-29.7,-45.0,-26.0,,,,,,,,,-37.0,31.1,,False,,False,False,,,,,True,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,False
29117,54,40.0,,19.7,,32.0,41.0,,,,,33.6,,,84.0,,79.0,,24.6,,,10.1,32.3,0.0,54.0,,,,,,,,,0.0,96.2,-14.0,,-34.3,,-22.0,-13.0,,,,,-20.4,,,30.0,,25.0,,-29.4,,,-43.9,-21.7,-54.0,0.0,,,,,,,,,-54.0,42.2,,False,,False,True,,,,,False,,,False,,False,,False,,,False,False,False,True,,,,,,,,,False,False
29119,71,66.0,,67.3,,48.0,0.0,,,,,66.4,,,176.0,,83.9,,15.3,,,13.3,58.3,0.4,102.0,,,,,37.9,,,,40.0,72.2,-5.0,,-3.7,,-23.0,-71.0,,,,,-4.6,,,105.0,,12.9,,-55.7,,,-57.7,-12.7,-70.6,31.0,,,,,-33.1,,,,-31.0,1.2,,True,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,,,,,False,,,,False,True
29121,116,24.0,,21.8,,22.0,14.0,,,,,26.9,,,60.0,,62.2,,15.4,28.0,,5.6,24.2,0.2,29.0,33.0,,,,,,,,15.0,31.7,-92.0,,-94.2,,-94.0,-102.0,,,,,-89.1,,,-56.0,,-53.8,,-100.6,-88.0,,-110.4,-91.8,-115.8,-87.0,-83.0,,,,,,,,-101.0,-84.3,,False,,False,False,,,,,True,,,True,,True,,False,True,,False,True,False,True,True,,,,,,,,False,True
29123,101,106.0,,118.2,,59.0,40.0,,,,,98.3,,,57.0,,140.8,,27.2,,,55.3,95.4,0.1,177.0,158.0,,,,,,,,56.0,,5.0,,17.2,,-42.0,-61.0,,,,,-2.7,,,-44.0,,39.8,,-73.8,,,-45.7,-5.6,-100.9,76.0,57.0,,,,,,,,-45.0,,,False,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
29125,73,90.0,,97.5,,84.0,64.0,,,,,58.7,,,30.0,,162.7,,12.2,,,90.7,84.8,32.1,122.0,,,,,,,,,74.0,30.2,17.0,,24.5,,11.0,-9.0,,,,,-14.3,,,-43.0,,89.7,,-60.8,,,17.7,11.8,-40.9,49.0,,,,,,,,,1.0,-42.8,,False,,True,True,,,,,True,,,False,,False,,False,,,False,True,False,False,,,,,,,,,True,False
29127,255,172.0,,163.0,,156.0,162.0,,,,,118.5,,,139.0,,190.0,,57.2,,,129.3,169.1,0.0,191.0,,,,,,,,,167.0,,-83.0,,-92.0,,-99.0,-93.0,,,,,-136.5,,,-116.0,,-65.0,,-197.8,,,-125.7,-85.9,-255.0,-64.0,,,,,,,,,-88.0,,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,
29129,12,0.0,,0.2,,0.0,0.0,,,,,0.7,,,14.0,,11.6,,1.1,,,1.4,0.8,,0.0,,,,,,,,,0.0,,-12.0,,-11.8,,-12.0,-12.0,,,,,-11.3,,,2.0,,-0.4,,-10.9,,,-10.6,-11.2,,-12.0,,,,,,,,,-12.0,,,True,,False,False,,,,,True,,,True,,True,,True,,,True,True,,False,,,,,,,,,False,
29131,266,200.0,,203.8,,192.0,244.0,,,,,151.7,,,116.0,,422.1,,84.1,,,164.1,195.8,144.7,271.0,,,,,,,,,264.0,,-66.0,,-62.2,,-74.0,-22.0,,,,,-114.3,,,-150.0,,156.1,,-181.9,,,-101.9,-70.2,-121.3,5.0,,,,,,,,,-2.0,,,True,,False,True,,,,,False,,,False,,False,,False,,,False,False,False,True,,,,,,,,,True,
29133,74,122.0,,118.1,,87.0,92.0,,,,,114.9,,,77.0,,135.7,,13.0,,,49.5,90.0,36.1,168.0,,,,,,,,,92.0,43.1,48.0,,44.1,,13.0,18.0,,,,,40.9,,,3.0,,61.7,,-61.0,,,-24.5,16.0,-37.9,94.0,,,,,,,,,18.0,-30.9,,True,,True,True,,,,,True,,,True,,False,,False,,,True,True,True,False,,,,,,,,,True,True
29135,205,256.0,,256.7,,185.0,199.0,,,,,161.5,,,81.0,,278.0,,25.9,,,175.4,183.9,98.0,350.0,1112.0,,,,,,,,155.0,,51.0,,51.7,,-20.0,-6.0,,,,,-43.5,,,-124.0,,73.0,,-179.1,,,-29.6,-21.1,-107.0,145.0,907.0,,,,,,,,-50.0,,,False,,True,True,,,,,True,,,False,,False,,False,,,True,True,False,False,False,,,,,,,,True,
29137,80,44.0,,42.1,,26.0,20.0,,,,,26.0,,,22.0,,157.5,,9.6,,,24.3,46.5,18.3,82.0,,,,,,,,,67.0,44.9,-36.0,,-37.9,,-54.0,-60.0,,,,,-54.0,,,-58.0,,77.5,,-70.4,,,-55.7,-33.5,-61.7,2.0,,,,,,,,,-13.0,-35.1,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,False,True,,,,,,,,,True,True
29139,88,66.0,,65.5,,46.0,39.0,,,,,71.8,,,26.0,,75.2,,6.7,,,43.9,55.8,19.1,102.0,,,,,,,,,81.0,,-22.0,,-22.5,,-42.0,-49.0,,,,,-16.2,,,-62.0,,-12.8,,-81.3,,,-44.1,-32.2,-68.9,14.0,,,,,,,,,-7.0,,,False,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,,,,,,,,,True,
29141,170,180.0,,179.1,,123.0,105.0,,,,,170.5,,,73.0,,270.0,,46.5,,,117.7,153.0,91.3,241.0,,,,,,,,,15.0,,10.0,,9.1,,-47.0,-65.0,,,,,0.5,,,-97.0,,100.0,,-123.5,,,-52.3,-17.0,-78.7,71.0,,,,,,,,,-155.0,,,True,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,
29143,168,126.0,,137.1,,100.0,21.0,,,,,129.1,,,100.0,,131.8,,25.9,,,97.4,112.6,48.9,162.0,,,,,,,,,61.0,99.5,-42.0,,-30.9,,-68.0,-147.0,,,,,-38.9,,,-68.0,,-36.2,,-142.1,,,-70.6,-55.4,-119.1,-6.0,,,,,,,,,-107.0,-68.5,,True,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,False
29145,333,232.0,,185.3,,209.0,284.0,,,,,221.8,,,440.0,,273.4,,37.9,322.0,,107.5,249.5,0.6,638.0,,,,,146.2,,,,248.0,115.4,-101.0,,-147.7,,-124.0,-49.0,,,,,-111.2,,,107.0,,-59.6,,-295.1,-11.0,,-225.5,-83.5,-332.4,305.0,,,,,-186.8,,,,-85.0,-217.6,,False,,False,True,,,,,False,,,False,,True,,False,True,,False,True,False,False,,,,,False,,,,True,False
29147,349,228.0,,227.1,,164.0,119.0,,,,,189.4,,,107.0,,243.3,,20.3,,,164.5,221.6,0.0,324.0,,,,,,,,,81.0,169.6,-121.0,,-121.9,,-185.0,-230.0,,,,,-159.6,,,-242.0,,-105.7,,-328.7,,,-184.5,-127.4,-349.0,-25.0,,,,,,,,,-268.0,-179.4,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,False
