,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
34019,151,90.0,,89.1,,91.0,108.0,,,,,,61.0,,,92.0,,76.3,153.8,66.0,,73.0,94.1,,84.0,88.0,,,,92.1,,,97.0,,93.3,-61.0,,-61.9,,-60.0,-43.0,,,,,,-90.0,,,-59.0,,-74.7,2.8,-85.0,,-78.0,-56.9,,-67.0,-63.0,,,,-58.9,,,-54.0,,-57.7,,False,,True,True,,,,,,False,,,True,,False,True,False,,False,True,,False,False,,,,True,,,True,,True
34021,521,263.0,,262.4,,321.0,321.0,,,,,,196.2,,,506.0,,197.8,243.4,252.5,,365.0,367.7,,245.0,260.0,,,,243.6,370.0,,326.0,,373.7,-258.0,,-258.6,,-200.0,-200.0,,,,,,-324.8,,,-15.0,,-323.2,-277.6,-268.5,,-156.0,-153.3,,-276.0,-261.0,,,,-277.4,-151.0,,-195.0,,-147.3,,False,,True,True,,,,,,False,,,True,,False,False,False,,True,True,,False,False,,,,False,True,,True,,True
34023,1196,975.0,,981.0,1169.6,1050.0,1141.0,,,,,,778.0,,,1015.0,,764.9,1531.9,853.0,,1210.0,1110.7,,848.0,720.0,,,,928.1,1086.0,,983.0,,1314.9,-221.0,,-215.0,-26.4,-146.0,-55.0,,,,,,-418.0,,,-181.0,,-431.1,335.9,-343.0,,14.0,-85.3,,-348.0,-476.0,,,,-267.9,-110.0,,-213.0,,118.9,,True,True,True,True,,,,,,False,,,True,,False,False,False,,True,True,,False,False,,,,False,True,,True,,True
34025,819,617.0,,636.7,690.9,642.0,820.0,,,,,,417.1,,,647.0,,445.6,1027.9,545.0,,623.0,774.8,,594.0,437.0,,,,603.8,736.0,,685.0,,705.9,-202.0,,-182.3,-128.1,-177.0,1.0,,,,,,-401.9,,,-172.0,,-373.4,208.9,-274.0,,-196.0,-44.2,,-225.0,-382.0,,,,-215.2,-83.0,,-134.0,,-113.1,,True,True,True,True,,,,,,False,,,True,,False,False,False,,True,True,,False,False,,,,False,True,,True,,True
34027,744,508.0,,503.7,,536.0,591.0,,,,,,317.2,,,536.0,,434.4,621.4,452.0,,747.0,539.3,,466.0,450.0,,,,456.2,726.0,,499.0,,785.1,-236.0,,-240.3,,-208.0,-153.0,,,,,,-426.8,,,-208.0,,-309.6,-122.6,-292.0,,3.0,-204.7,,-278.0,-294.0,,,,-287.8,-18.0,,-245.0,,41.1,,False,,True,True,,,,,,False,,,True,,False,True,False,,True,True,,False,False,,,,False,True,,False,,True
34029,550,505.0,,500.1,439.5,470.0,455.0,,,,,,575.0,,,701.0,,350.3,1059.2,557.5,,290.0,549.1,,440.0,360.0,,,,485.8,438.0,,445.0,,730.3,-45.0,,-49.9,-110.5,-80.0,-95.0,,,,,,25.0,,,151.0,,-199.7,509.2,7.5,,-260.0,-0.9,,-110.0,-190.0,,,,-64.2,-112.0,,-105.0,,180.3,,False,False,False,False,,,,,,True,,,False,,False,False,True,,False,True,,False,False,,,,False,False,,False,,False
34031,1248,793.0,,785.7,860.3,864.0,920.0,,,,,,581.4,,,875.0,,545.4,623.3,662.0,,888.0,975.5,,542.0,425.0,,,,689.8,868.0,,860.0,,988.7,-455.0,,-462.3,-387.7,-384.0,-328.0,,,,,,-666.6,,,-373.0,,-702.6,-624.7,-586.0,,-360.0,-272.5,,-706.0,-823.0,,,,-558.2,-380.0,,-388.0,,-259.3,,False,True,True,True,,,,,,False,,,True,,False,False,False,,True,True,,False,False,,,,False,True,,True,,True
34033,45,28.0,,28.6,,27.0,21.0,,,,,,28.3,,,79.0,,20.2,41.5,25.5,,26.0,39.1,,28.0,23.0,,,,27.7,,,38.0,,26.2,-17.0,,-16.4,,-18.0,-24.0,,,,,,-16.7,,,34.0,,-24.8,-3.5,-19.5,,-19.0,-5.9,,-17.0,-22.0,,,,-17.3,,,-7.0,,-18.8,,True,,False,False,,,,,,True,,,False,,False,True,False,,False,True,,False,False,,,,False,,,True,,False
34035,341,244.0,,230.1,,244.0,367.0,,,,,,157.3,,,337.0,,210.1,297.3,215.0,,287.0,264.8,,221.0,276.0,,,,231.8,217.0,,241.0,,296.9,-97.0,,-110.9,,-97.0,26.0,,,,,,-183.7,,,-4.0,,-130.9,-43.7,-126.0,,-54.0,-76.2,,-120.0,-65.0,,,,-109.2,-124.0,,-100.0,,-44.1,,False,,False,True,,,,,,False,,,True,,False,True,False,,True,True,,False,True,,,,False,False,,False,,True
34037,108,91.0,,86.2,,89.0,103.0,,,,,,68.9,,,108.0,,69.2,159.6,78.5,,85.0,88.9,,80.0,87.0,,,,82.1,105.0,,87.0,,105.3,-17.0,,-21.8,,-19.0,-5.0,,,,,,-39.1,,,0.0,,-38.8,51.6,-29.5,,-23.0,-19.1,,-28.0,-21.0,,,,-25.9,-3.0,,-21.0,,-2.7,,False,,False,True,,,,,,False,,,True,,False,False,False,,False,False,,False,False,,,,False,True,,False,,True
34039,1347,1103.0,,1078.1,1125.9,1114.0,1436.0,,,,,,778.8,,,820.0,,918.7,732.0,977.5,,1590.0,1153.4,,813.0,957.0,,,,974.4,1371.0,,1044.0,,1538.1,-244.0,,-268.9,-221.1,-233.0,89.0,,,,,,-568.2,,,-527.0,,-428.3,-615.0,-369.5,,243.0,-193.6,,-534.0,-390.0,,,,-372.6,24.0,,-303.0,,191.1,,False,True,True,True,,,,,,False,,,False,,False,False,False,,True,True,,False,False,,,,False,True,,False,,True
34041,152,79.0,,77.1,,83.0,112.0,,,,,,62.6,,,104.0,,60.6,68.5,64.5,,94.0,86.6,,69.0,85.0,,,,68.7,,,93.0,,131.3,-73.0,,-74.9,,-69.0,-40.0,,,,,,-89.4,,,-48.0,,-91.4,-83.5,-87.5,,-58.0,-65.4,,-83.0,-67.0,,,,-83.3,,,-59.0,,-20.7,,False,,True,True,,,,,,False,,,True,,False,False,False,,True,True,,False,True,,,,False,,,True,,True
35001,1857,1506.0,,1474.8,1618.8,1620.0,1622.0,,,,,,1591.0,,,1604.0,,1781.6,636.1,1676.0,,1975.0,1677.8,,1866.0,1033.0,,,,1382.8,2276.0,,1525.0,,1925.5,-351.0,,-382.2,-238.2,-237.0,-235.0,,,,,,-266.0,,,-253.0,,-75.4,-1220.9,-181.0,,118.0,-179.2,,9.0,-824.0,,,,-474.2,419.0,,-332.0,,68.5,,False,True,True,True,,,,,,True,,,True,,True,False,True,,True,True,,True,False,,,,False,False,,True,,True
35003,0,1.0,,1.0,,1.0,0.0,,,,,,0.5,,,5.0,,1.6,0.2,,,0.0,0.0,,1.0,4.0,,,,,,,1.0,,0.6,1.0,,1.0,,1.0,0.0,,,,,,0.5,,,5.0,,1.6,0.2,,,0.0,0.0,,1.0,4.0,,,,,,,1.0,,0.6,,True,,False,True,,,,,,True,,,False,,False,True,,,True,True,,False,False,,,,,,,False,,True
35005,336,213.0,,212.5,,213.0,211.0,,,,,,236.5,,,175.0,,212.0,57.6,245.0,,230.0,228.6,,231.0,68.0,,,,219.3,,,228.0,,221.9,-123.0,,-123.5,,-123.0,-125.0,,,,,,-99.5,,,-161.0,,-124.0,-278.4,-91.0,,-106.0,-107.4,,-105.0,-268.0,,,,-116.7,,,-108.0,,-114.1,,False,,False,False,,,,,,True,,,False,,False,False,True,,True,True,,True,False,,,,True,,,True,,True
35006,126,96.0,,96.2,,90.0,30.0,,,,,,99.1,,,109.0,,46.6,27.7,,,90.0,85.6,,95.0,94.0,,,,,,,93.0,,110.5,-30.0,,-29.8,,-36.0,-96.0,,,,,,-26.9,,,-17.0,,-79.4,-98.3,,,-36.0,-40.4,,-31.0,-32.0,,,,,,,-33.0,,-15.5,,True,,False,False,,,,,,True,,,True,,False,False,,,False,False,,False,False,,,,,,,False,,True
35007,10,2.0,,1.7,,1.0,0.0,,,,,,2.7,,,19.0,,3.4,1.9,,,1.0,0.7,,4.0,2.0,,,,,,,2.0,,1.5,-8.0,,-8.3,,-9.0,-10.0,,,,,,-7.3,,,9.0,,-6.6,-8.1,,,-9.0,-9.3,,-6.0,-8.0,,,,,,,-8.0,,-8.5,,False,,False,False,,,,,,True,,,False,,True,False,,,False,False,,True,False,,,,,,,False,,False
35009,253,162.0,,154.5,,165.0,169.0,,,,,,176.8,,,338.0,,207.6,55.7,219.5,,168.0,139.9,,185.0,27.0,,,,153.5,,,137.0,,196.0,-91.0,,-98.5,,-88.0,-84.0,,,,,,-76.2,,,85.0,,-45.4,-197.3,-33.5,,-85.0,-113.1,,-68.0,-226.0,,,,-99.5,,,-116.0,,-57.0,,False,,True,True,,,,,,True,,,True,,True,False,True,,True,False,,True,False,,,,False,,,False,,True
35011,3,1.0,,0.9,,1.0,0.0,,,,,,0.6,,,4.0,,1.8,1.6,,,,0.0,,1.0,1.0,,,,,,,1.0,,0.6,-2.0,,-2.1,,-2.0,-3.0,,,,,,-2.4,,,1.0,,-1.2,-1.4,,,,-3.0,,-2.0,-2.0,,,,,,,-2.0,,-2.4,,False,,False,False,,,,,,False,,,True,,True,True,,,,False,,False,False,,,,,,,False,,False
35013,1390,1278.0,,1273.4,,1291.0,1534.0,,,,,,1016.4,,,1810.0,,1291.5,367.7,1312.0,,1663.0,1163.1,,1381.0,793.0,,,,1162.0,1834.0,,110.0,,1813.9,-112.0,,-116.6,,-99.0,144.0,,,,,,-373.6,,,420.0,,-98.5,-1022.3,-78.0,,273.0,-226.9,,-9.0,-597.0,,,,-228.0,444.0,,-1280.0,,423.9,,False,,True,False,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,False,,False,,False
35015,243,172.0,,167.3,,192.0,198.0,,,,,,154.6,,,256.0,,249.0,54.1,208.5,,219.0,212.4,,200.0,4.0,,,,158.2,,,218.0,,185.9,-71.0,,-75.7,,-51.0,-45.0,,,,,,-88.4,,,13.0,,6.0,-188.9,-34.5,,-24.0,-30.6,,-43.0,-239.0,,,,-84.8,,,-25.0,,-57.1,,False,,True,True,,,,,,False,,,True,,True,False,True,,True,True,,True,False,,,,False,,,True,,True
35017,35,14.0,,13.3,,15.0,13.0,,,,,,18.9,,,67.0,,14.6,16.0,,,23.0,30.4,,19.0,7.0,,,,,,,29.0,,17.3,-21.0,,-21.7,,-20.0,-22.0,,,,,,-16.1,,,32.0,,-20.4,-19.0,,,-12.0,-4.6,,-16.0,-28.0,,,,,,,-6.0,,-17.7,,False,,True,False,,,,,,True,,,False,,True,True,,,True,True,,True,False,,,,,,,True,,True
35019,6,5.0,,5.1,,4.0,0.0,,,,,,4.5,,,9.0,,3.7,0.7,,,2.0,1.7,,7.0,5.0,,,,,,,5.0,,6.0,-1.0,,-0.9,,-2.0,-6.0,,,,,,-1.5,,,3.0,,-2.3,-5.3,,,-4.0,-4.3,,1.0,-1.0,,,,,,,-1.0,,-0.0,,True,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,True
35021,0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,3.0,,0.1,0.0,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.5,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,3.0,,0.1,0.0,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.5,,False,,True,True,,,,,,False,,,False,,False,False,,,,False,,True,True,,,,,,,True,,False
35023,6,11.0,,11.1,,8.0,0.0,,,,,,10.9,,,8.0,,7.6,2.9,,,5.0,4.7,,9.0,5.0,,,,,,,11.0,,9.1,5.0,,5.1,,2.0,-6.0,,,,,,4.9,,,2.0,,1.6,-3.1,,,-1.0,-1.3,,3.0,-1.0,,,,,,,5.0,,3.1,,False,,True,False,,,,,,True,,,True,,True,True,,,True,True,,True,True,,,,,,,False,,True
35025,286,191.0,,198.7,,195.0,236.0,,,,,,186.2,,,376.0,,203.1,80.2,239.5,,161.0,134.2,,258.0,68.0,,,,159.1,,,157.0,,237.6,-95.0,,-87.3,,-91.0,-50.0,,,,,,-99.8,,,90.0,,-82.9,-205.8,-46.5,,-125.0,-151.8,,-28.0,-218.0,,,,-126.9,,,-129.0,,-48.4,,True,,True,True,,,,,,False,,,True,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
35027,34,36.0,,34.0,,32.0,0.0,,,,,,37.4,,,21.0,,70.8,24.2,,,32.0,31.4,,55.0,11.0,,,,,,,2.0,,38.7,2.0,,-0.0,,-2.0,-34.0,,,,,,3.4,,,-13.0,,36.8,-9.8,,,-2.0,-2.6,,21.0,-23.0,,,,,,,-32.0,,4.7,,True,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
35028,14,7.0,,7.2,,7.0,9.0,,,,,,8.0,,,15.0,,8.2,3.5,,,4.0,5.5,,10.0,19.0,,,,,,,8.0,,6.8,-7.0,,-6.8,,-7.0,-5.0,,,,,,-6.0,,,1.0,,-5.8,-10.5,,,-10.0,-8.5,,-4.0,5.0,,,,,,,-6.0,,-7.2,,True,,False,True,,,,,,True,,,True,,True,False,,,False,False,,True,True,,,,,,,True,,False
35029,223,380.0,,381.7,,380.0,268.0,,,,,,249.7,,,121.0,,629.5,32.5,,,499.0,236.6,,,286.0,,,,,,,153.0,,470.9,157.0,,158.7,,157.0,45.0,,,,,,26.7,,,-102.0,,406.5,-190.5,,,276.0,13.6,,,63.0,,,,,,,-70.0,,247.9,,False,,False,True,,,,,,True,,,True,,False,False,,,False,True,,,True,,,,,,,True,,False
35031,259,158.0,,155.8,,157.0,40.0,,,,,,147.0,,,277.0,,114.6,39.9,131.5,,180.0,167.6,,,73.0,,,,137.8,,,23.0,,208.9,-101.0,,-103.2,,-102.0,-219.0,,,,,,-112.0,,,18.0,,-144.4,-219.1,-127.5,,-79.0,-91.4,,,-186.0,,,,-121.2,,,-236.0,,-50.1,,False,,False,False,,,,,,False,,,True,,False,False,False,,True,True,,,False,,,,False,,,False,,True
35033,2,1.0,,1.1,,1.0,0.0,,,,,,1.5,,,5.0,,0.5,0.9,,,1.0,0.0,,,4.0,,,,,,,0.0,,0.8,-1.0,,-0.9,,-1.0,-2.0,,,,,,-0.5,,,3.0,,-1.5,-1.1,,,-1.0,-2.0,,,2.0,,,,,,,-2.0,,-1.2,,True,,False,False,,,,,,True,,,False,,False,False,,,False,False,,,False,,,,,,,False,,False
35035,140,82.0,,89.6,,107.0,144.0,,,,,,78.9,,,148.0,,177.7,55.3,143.5,,154.0,99.8,,134.0,48.0,,,,,,,98.0,,107.0,-58.0,,-50.4,,-33.0,4.0,,,,,,-61.1,,,8.0,,37.7,-84.7,3.5,,14.0,-40.2,,-6.0,-92.0,,,,,,,-42.0,,-33.0,,True,,True,True,,,,,,False,,,True,,True,False,True,,True,True,,True,False,,,,,,,True,,True
35037,18,7.0,,6.4,,7.0,0.0,,,,,,6.7,,,29.0,,7.5,4.5,,,16.0,15.4,,15.0,3.0,,,,,,,16.0,,7.2,-11.0,,-11.6,,-11.0,-18.0,,,,,,-11.3,,,11.0,,-10.5,-13.5,,,-2.0,-2.6,,-3.0,-15.0,,,,,,,-2.0,,-10.8,,False,,False,False,,,,,,False,,,False,,True,False,,,True,True,,True,False,,,,,,,True,,True
35039,100,50.0,,48.8,,50.0,32.0,,,,,,53.5,,,52.0,,42.0,23.7,,,81.0,66.8,,61.0,,,,,,,,65.0,,59.1,-50.0,,-51.2,,-50.0,-68.0,,,,,,-46.5,,,-48.0,,-58.0,-76.3,,,-19.0,-33.2,,-39.0,,,,,,,,-35.0,,-40.9,,False,,False,False,,,,,,True,,,True,,False,False,,,True,True,,True,,,,,,,,True,,True
35041,115,43.0,,41.0,,54.0,53.0,,,,,,47.4,,,87.0,,62.6,21.0,,,59.0,58.3,,56.0,7.0,,,,,,,52.0,,54.3,-72.0,,-74.0,,-61.0,-62.0,,,,,,-67.6,,,-28.0,,-52.4,-94.0,,,-56.0,-56.7,,-59.0,-108.0,,,,,,,-63.0,,-60.7,,False,,True,True,,,,,,True,,,True,,True,False,,,True,True,,True,False,,,,,,,True,,True
35043,304,202.0,,197.4,,207.0,199.0,,,,,,219.7,,,320.0,,209.2,146.0,240.0,,239.0,207.0,,271.0,70.0,,,,171.3,221.0,,203.0,,272.6,-102.0,,-106.6,,-97.0,-105.0,,,,,,-84.3,,,16.0,,-94.8,-158.0,-64.0,,-65.0,-97.0,,-33.0,-234.0,,,,-132.7,-83.0,,-101.0,,-31.4,,False,,True,False,,,,,,True,,,True,,True,False,True,,True,True,,True,False,,,,False,True,,True,,True
35045,246,131.0,,128.7,,130.0,133.0,,,,,,158.7,,,300.0,,116.1,90.8,148.5,,165.0,128.9,,139.0,48.0,,,,110.3,,,117.0,,190.4,-115.0,,-117.3,,-116.0,-113.0,,,,,,-87.3,,,54.0,,-129.9,-155.2,-97.5,,-81.0,-117.1,,-107.0,-198.0,,,,-135.7,,,-129.0,,-55.6,,False,,False,True,,,,,,True,,,True,,False,False,True,,True,False,,True,False,,,,False,,,False,,True
35047,39,25.0,,26.3,,26.0,14.0,,,,,,28.1,,,108.0,,25.0,12.7,,,29.0,35.4,,31.0,12.0,,,,,,,36.0,,29.4,-14.0,,-12.7,,-13.0,-25.0,,,,,,-10.9,,,69.0,,-14.0,-26.3,,,-10.0,-3.6,,-8.0,-27.0,,,,,,,-3.0,,-9.6,,True,,True,False,,,,,,True,,,False,,True,False,,,True,True,,True,False,,,,,,,True,,True
35049,442,272.0,,273.6,,274.0,270.0,,,,,,233.5,,,273.0,,330.7,176.7,315.5,,342.0,285.4,,369.0,140.0,,,,244.2,286.0,,275.0,,316.3,-170.0,,-168.4,,-168.0,-172.0,,,,,,-208.5,,,-169.0,,-111.3,-265.3,-126.5,,-100.0,-156.6,,-73.0,-302.0,,,,-197.8,-156.0,,-167.0,,-125.7,,True,,True,False,,,,,,False,,,True,,True,False,True,,True,True,,True,False,,,,False,True,,True,,True
35051,31,31.0,,31.8,,31.0,0.0,,,,,,31.8,,,19.0,,54.6,10.6,,,37.0,29.1,,39.0,15.0,,,,,,,32.0,,42.1,0.0,,0.8,,0.0,-31.0,,,,,,0.8,,,-12.0,,23.6,-20.4,,,6.0,-1.9,,8.0,-16.0,,,,,,,1.0,,11.1,,False,,True,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
35053,50,50.0,,48.9,,49.0,0.0,,,,,,40.8,,,43.0,,59.2,10.5,,,49.0,49.0,,50.0,38.0,,,,,,,50.0,,61.9,0.0,,-1.1,,-1.0,-50.0,,,,,,-9.2,,,-7.0,,9.2,-39.5,,,-1.0,-1.0,,0.0,-12.0,,,,,,,0.0,,11.9,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,True,False,,,,,,,True,,False
35055,71,60.0,,57.6,,60.0,66.0,,,,,,45.0,,,54.0,,77.5,13.1,46.5,,62.0,42.6,,70.0,38.0,,,,,,,55.0,,71.0,-11.0,,-13.4,,-11.0,-5.0,,,,,,-26.0,,,-17.0,,6.5,-57.9,-24.5,,-9.0,-28.4,,-1.0,-33.0,,,,,,,-16.0,,-0.0,,False,,False,True,,,,,,False,,,False,,True,False,False,,True,False,,True,False,,,,,,,False,,True
35057,27,6.0,,6.2,,6.0,0.0,,,,,,6.9,,,25.0,,8.3,4.9,,,14.0,15.1,,9.0,3.0,,,,,,,24.0,,5.8,-21.0,,-20.8,,-21.0,-27.0,,,,,,-20.1,,,-2.0,,-18.7,-22.1,,,-13.0,-11.9,,-18.0,-24.0,,,,,,,-3.0,,-21.2,,True,,False,False,,,,,,True,,,True,,True,False,,,True,True,,True,False,,,,,,,True,,False
35059,6,2.0,,2.1,,2.0,0.0,,,,,,2.1,,,9.0,,1.5,0.6,,,6.0,4.7,,2.0,7.0,,,,,,,10.0,,1.2,-4.0,,-3.9,,-4.0,-6.0,,,,,,-3.9,,,3.0,,-4.5,-5.4,,,0.0,-1.3,,-4.0,1.0,,,,,,,4.0,,-4.8,,True,,False,False,,,,,,True,,,True,,False,False,,,True,True,,False,True,,,,,,,False,,False
35061,218,165.0,,162.5,,172.0,191.0,,,,,,154.4,,,194.0,,166.9,99.0,220.5,,263.0,172.1,,214.0,73.0,,,,,,,166.0,,228.6,-53.0,,-55.5,,-46.0,-27.0,,,,,,-63.6,,,-24.0,,-51.1,-119.0,2.5,,45.0,-45.9,,-4.0,-145.0,,,,,,,-52.0,,10.6,,False,,True,True,,,,,,False,,,True,,True,False,True,,True,True,,True,False,,,,,,,True,,True
36001,299,176.0,,177.6,,192.0,195.0,,,,,,145.2,,,274.0,,139.3,254.0,177.5,,194.0,192.5,,217.0,254.0,,,,167.9,238.0,,182.0,,238.1,-123.0,,-121.4,,-107.0,-104.0,,,,,,-153.8,,,-25.0,,-159.7,-45.0,-121.5,,-105.0,-106.5,,-82.0,-45.0,,,,-131.1,-61.0,,-117.0,,-60.9,,True,,True,True,,,,,,False,,,True,,False,True,True,,True,True,,True,True,,,,False,True,,True,,True
36003,113,73.0,,76.6,,77.0,106.0,,,,,,65.2,,,41.0,,140.5,25.8,94.0,,78.0,68.7,,90.0,70.0,,,,,,,62.0,,83.9,-40.0,,-36.4,,-36.0,-7.0,,,,,,-47.8,,,-72.0,,27.5,-87.2,-19.0,,-35.0,-44.3,,-23.0,-43.0,,,,,,,-51.0,,-29.1,,True,,True,True,,,,,,False,,,False,,True,False,True,,True,False,,True,False,,,,,,,False,,True
36005,1169,875.0,,868.1,1134.7,884.0,968.0,,,,,,941.2,,,,,638.0,982.4,742.5,,883.5,1035.9,,542.0,,,,,809.0,1038.0,,967.0,,1095.0,-294.0,,-300.9,-34.3,-285.0,-201.0,,,,,,-227.8,,,,,-531.0,-186.6,-426.5,,-285.5,-133.1,,-627.0,,,,,-360.0,-131.0,,-202.0,,-74.0,,False,True,True,True,,,,,,True,,,,,False,True,False,,True,True,,False,,,,,False,True,,True,,True
36007,272,380.0,,386.6,,380.0,358.0,,,,,,432.0,,,318.0,,552.4,246.8,537.5,,305.0,366.0,,401.0,117.0,,,,401.2,401.0,,299.0,,466.3,108.0,,114.6,,108.0,86.0,,,,,,160.0,,,46.0,,280.4,-25.2,265.5,,33.0,94.0,,129.0,-155.0,,,,129.2,129.0,,27.0,,194.3,,False,,False,True,,,,,,False,,,True,,False,True,False,,True,True,,False,False,,,,False,False,,True,,False
36009,63,81.0,,81.4,,81.0,86.0,,,,,,70.1,,,66.0,,87.6,66.6,79.5,,79.0,82.0,,82.0,106.0,,,,,,,87.0,,88.0,18.0,,18.4,,18.0,23.0,,,,,,7.1,,,3.0,,24.6,3.6,16.5,,16.0,19.0,,19.0,43.0,,,,,,,24.0,,25.0,,False,,False,False,,,,,,True,,,True,,False,True,True,,True,False,,False,False,,,,,,,False,,False
36011,80,86.0,,87.1,,96.0,112.0,,,,,,74.3,,,52.0,,107.6,54.9,83.0,,166.0,96.1,,102.0,128.0,,,,,,,90.0,,103.6,6.0,,7.1,,16.0,32.0,,,,,,-5.7,,,-28.0,,27.6,-25.1,3.0,,86.0,16.1,,22.0,48.0,,,,,,,10.0,,23.6,,False,,False,False,,,,,,True,,,False,,False,False,True,,False,False,,False,False,,,,,,,False,,False
36013,109,117.0,,116.6,,117.0,116.0,,,,,,118.2,,,131.0,,89.4,81.2,121.0,,121.0,150.7,,142.0,153.0,,,,,,,131.0,,147.0,8.0,,7.6,,8.0,7.0,,,,,,9.2,,,22.0,,-19.6,-27.8,12.0,,12.0,41.7,,33.0,44.0,,,,,,,22.0,,38.0,,True,,False,True,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,,,,False,,False
36015,270,282.0,,280.2,,274.0,267.0,,,,,,227.0,,,148.0,,511.1,124.7,410.5,,226.0,216.3,,279.0,34.0,,,,304.9,,,225.0,,354.9,12.0,,10.2,,4.0,-3.0,,,,,,-43.0,,,-122.0,,241.1,-145.3,140.5,,-44.0,-53.7,,9.0,-236.0,,,,34.9,,,-45.0,,84.9,,True,,True,True,,,,,,False,,,False,,False,False,False,,False,False,,True,False,,,,False,,,False,,False
36017,36,54.0,,50.9,,54.0,59.0,,,,,,45.8,,,37.0,,73.0,31.5,55.0,,62.0,52.0,,71.0,36.0,,,,,,,49.0,,59.5,18.0,,14.9,,18.0,23.0,,,,,,9.8,,,1.0,,37.0,-4.5,19.0,,26.0,16.0,,35.0,0.0,,,,,,,13.0,,23.5,,True,,False,False,,,,,,True,,,True,,False,True,False,,False,True,,False,True,,,,,,,True,,False
36019,34,27.0,,26.4,,31.0,37.0,,,,,,35.3,,,9.0,,30.6,31.9,31.5,,55.0,37.1,,41.0,18.0,,,,,,,30.0,,41.3,-7.0,,-7.6,,-3.0,3.0,,,,,,1.3,,,-25.0,,-3.4,-2.1,-2.5,,21.0,3.1,,7.0,-16.0,,,,,,,-4.0,,7.3,,False,,True,True,,,,,,True,,,False,,True,True,True,,False,True,,False,False,,,,,,,True,,False
