,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
47145,203,175.0,,176.1,,169.0,210.0,,,,,,145.3,,,132.0,,210.1,47.0,168.5,,124.0,131.8,,201.0,58.0,,,,162.4,,,1.0,,213.7,-28.0,,-26.9,,-34.0,7.0,,,,,,-57.7,,,-71.0,,7.1,-156.0,-34.5,,-79.0,-71.2,,-2.0,-145.0,,,,-40.6,,,-202.0,,10.7,,True,,False,True,,,,,,False,,,False,,True,False,False,,False,False,,True,False,,,,False,,,False,,True
47147,139,116.0,,121.0,,118.0,172.0,,,,,,107.4,,,162.0,,140.4,48.8,132.0,,87.0,89.8,,141.0,27.0,,,,97.9,,,93.0,,140.3,-23.0,,-18.0,,-21.0,33.0,,,,,,-31.6,,,23.0,,1.4,-90.2,-7.0,,-52.0,-49.2,,2.0,-112.0,,,,-41.1,,,-46.0,,1.3,,True,,True,False,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
47149,891,917.0,,881.0,1240.0,853.0,964.0,,,,,,757.9,,,793.0,,1121.5,355.0,925.0,,708.0,669.9,,1054.0,199.0,,,,824.4,682.0,,839.0,,1194.9,26.0,,-10.0,349.0,-38.0,73.0,,,,,,-133.1,,,-98.0,,230.5,-536.0,34.0,,-183.0,-221.1,,163.0,-692.0,,,,-66.6,-209.0,,-52.0,,303.9,,True,False,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,,False,,False
47151,93,48.0,,48.0,,48.0,66.0,,,,,,51.7,,,40.0,,86.3,8.7,,,48.0,39.8,,62.0,11.0,,,,,,,37.0,,66.0,-45.0,,-45.0,,-45.0,-27.0,,,,,,-41.3,,,-53.0,,-6.7,-84.3,,,-45.0,-53.2,,-31.0,-82.0,,,,,,,-56.0,,-27.0,,False,,False,True,,,,,,True,,,False,,True,False,,,False,False,,True,False,,,,,,,False,,True
47153,30,28.0,,28.1,,28.0,29.0,,,,,,22.8,,,33.0,,38.4,10.6,,,13.0,22.7,,24.0,4.0,,,,,,,17.0,,32.2,-2.0,,-1.9,,-2.0,-1.0,,,,,,-7.2,,,3.0,,8.4,-19.4,,,-17.0,-7.3,,-6.0,-26.0,,,,,,,-13.0,,2.2,,True,,False,True,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
47155,210,219.0,,218.7,,208.0,215.0,,,,,,212.8,,,202.0,,240.7,76.8,227.5,,184.0,163.2,,248.0,61.0,,,,197.2,,,149.0,,301.2,9.0,,8.7,,-2.0,5.0,,,,,,2.8,,,-8.0,,30.7,-133.2,17.5,,-26.0,-46.8,,38.0,-149.0,,,,-12.8,,,-61.0,,91.2,,True,,True,True,,,,,,True,,,True,,False,False,False,,False,False,,False,False,,,,False,,,False,,False
47157,1613,1962.0,,1940.5,2287.4,1827.0,1714.0,,,,,,1606.0,,,2835.0,,2134.9,708.9,1837.5,,1512.0,1191.4,,2345.0,0.0,,,,1664.8,949.0,,1445.0,,2336.7,349.0,,327.5,674.4,214.0,101.0,,,,,,-7.0,,,1222.0,,521.9,-904.1,224.5,,-101.0,-421.6,,732.0,-1613.0,,,,51.8,-664.0,,-168.0,,723.7,,True,False,True,True,,,,,,True,,,False,,False,False,True,,True,False,,False,False,,,,True,False,,True,,False
47159,50,60.0,,61.9,,53.0,38.0,,,,,,53.5,,,53.0,,73.1,19.9,,,43.0,47.2,,57.0,5.0,,,,,,,36.0,,92.6,10.0,,11.9,,3.0,-12.0,,,,,,3.5,,,3.0,,23.1,-30.1,,,-7.0,-2.8,,7.0,-45.0,,,,,,,-14.0,,42.6,,False,,True,False,,,,,,True,,,True,,False,False,,,True,True,,True,False,,,,,,,False,,False
47161,52,39.0,,35.8,,26.0,26.0,,,,,,32.7,,,24.0,,36.9,11.4,,,23.0,24.5,,30.0,36.0,,,,,,,3.0,,42.7,-13.0,,-16.2,,-26.0,-26.0,,,,,,-19.3,,,-28.0,,-15.1,-40.6,,,-29.0,-27.5,,-22.0,-16.0,,,,,,,-49.0,,-9.3,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,True
47163,377,489.0,,486.0,,420.0,420.0,,,,,,545.5,,,371.0,,780.4,122.3,626.0,,390.0,340.6,,672.0,93.0,,,,421.2,420.0,,356.0,,681.2,112.0,,109.0,,43.0,43.0,,,,,,168.5,,,-6.0,,403.4,-254.7,249.0,,13.0,-36.4,,295.0,-284.0,,,,44.2,43.0,,-21.0,,304.2,,True,,True,True,,,,,,False,,,True,,False,False,False,,True,True,,False,False,,,,True,True,,True,,False
47165,463,511.0,,510.7,,506.0,533.0,,,,,,436.3,,,422.0,,614.9,126.5,501.5,,506.0,367.9,,578.0,108.0,,,,457.2,500.0,,429.0,,726.6,48.0,,47.7,,43.0,70.0,,,,,,-26.7,,,-41.0,,151.9,-336.5,38.5,,43.0,-95.1,,115.0,-355.0,,,,-5.8,37.0,,-34.0,,263.6,,True,,True,False,,,,,,True,,,True,,False,False,True,,True,False,,False,False,,,,True,True,,True,,False
47167,176,181.0,,189.3,,180.0,214.0,,,,,,133.8,,,180.0,,212.8,60.1,194.5,,138.0,123.3,,202.0,58.0,,,,163.0,,,123.0,,240.0,5.0,,13.3,,4.0,38.0,,,,,,-42.2,,,4.0,,36.8,-115.9,18.5,,-38.0,-52.7,,26.0,-118.0,,,,-13.0,,,-53.0,,64.0,,False,,True,False,,,,,,False,,,True,,False,False,False,,False,False,,False,False,,,,False,,,False,,False
47169,35,25.0,,29.4,,24.0,,,,,,,13.8,,,37.0,,19.2,9.0,,,24.0,20.5,,30.0,12.0,,,,18.8,,,24.0,,36.0,-10.0,,-5.6,,-11.0,,,,,,,-21.2,,,2.0,,-15.8,-26.0,,,-11.0,-14.5,,-5.0,-23.0,,,,-16.2,,,-11.0,,1.0,,True,,False,,,,,,,False,,,True,,False,False,,,False,False,,True,False,,,,False,,,False,,True
47171,58,99.0,,102.4,,99.0,39.0,,,,,,87.0,,,65.0,,135.6,5.5,,,162.0,70.4,,104.0,29.0,,,,,,,71.0,,108.4,41.0,,44.4,,41.0,-19.0,,,,,,29.0,,,7.0,,77.6,-52.5,,,104.0,12.4,,46.0,-29.0,,,,,,,13.0,,50.4,,False,,False,True,,,,,,True,,,True,,False,False,,,False,True,,False,True,,,,,,,True,,False
47173,19,25.0,,26.2,,26.0,30.0,,,,,,36.0,,,60.0,,52.2,12.6,,,21.0,24.4,,29.0,12.0,,,,,,,2.0,,33.2,6.0,,7.2,,7.0,11.0,,,,,,17.0,,,41.0,,33.2,-6.4,,,2.0,5.4,,10.0,-7.0,,,,,,,-17.0,,14.2,,False,,False,False,,,,,,False,,,False,,False,False,,,True,True,,False,False,,,,,,,False,,False
47175,16,12.0,,11.5,,11.0,0.0,,,,,,19.4,,,16.0,,17.0,4.2,,,7.0,9.2,,19.0,3.0,,,,,,,9.0,,14.8,-4.0,,-4.5,,-5.0,-16.0,,,,,,3.4,,,0.0,,1.0,-11.8,,,-9.0,-6.8,,3.0,-13.0,,,,,,,-7.0,,-1.2,,False,,False,False,,,,,,True,,,True,,True,False,,,False,False,,True,False,,,,,,,False,,True
47177,154,113.0,,123.1,,118.0,139.0,,,,,,117.6,,,156.0,,126.1,57.7,118.0,,90.0,90.0,,128.0,16.0,,,,96.2,,,89.0,,139.8,-41.0,,-30.9,,-36.0,-15.0,,,,,,-36.4,,,2.0,,-27.9,-96.3,-36.0,,-64.0,-64.0,,-26.0,-138.0,,,,-57.8,,,-65.0,,-14.2,,True,,True,True,,,,,,True,,,True,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
47179,398,552.0,,551.2,,540.0,594.0,,,,,,528.1,,,300.0,,597.9,122.0,526.5,,540.5,413.4,,618.0,366.0,,,,483.9,512.0,,8.0,,849.9,154.0,,153.2,,142.0,196.0,,,,,,130.1,,,-98.0,,199.9,-276.0,128.5,,142.5,15.4,,220.0,-32.0,,,,85.9,114.0,,-390.0,,451.9,,True,,True,False,,,,,,True,,,True,,False,False,True,,True,True,,False,True,,,,True,True,,False,,False
47181,20,33.0,,31.7,,30.0,0.0,,,,,,25.3,,,52.0,,28.6,3.0,,,43.0,21.0,,40.0,10.0,,,,27.7,,,0.0,,47.2,13.0,,11.7,,10.0,-20.0,,,,,,5.3,,,32.0,,8.6,-17.0,,,23.0,1.0,,20.0,-10.0,,,,7.7,,,-20.0,,27.2,,True,,True,False,,,,,,True,,,False,,True,False,,,False,True,,False,True,,,,True,,,False,,False
47183,76,110.0,,111.8,,88.0,60.0,,,,,,101.5,,,84.0,,152.7,25.7,111.0,,66.0,67.4,,134.0,20.0,,,,91.0,,,72.0,,133.8,34.0,,35.8,,12.0,-16.0,,,,,,25.5,,,8.0,,76.7,-50.3,35.0,,-10.0,-8.6,,58.0,-56.0,,,,15.0,,,-4.0,,57.8,,False,,True,True,,,,,,True,,,True,,False,False,False,,True,True,,False,False,,,,True,,,True,,False
47185,97,96.0,,95.3,,92.0,89.0,,,,,,83.1,,,75.0,,120.8,35.1,,,72.0,71.6,,118.0,49.0,,,,94.2,,,58.0,,129.0,-1.0,,-1.7,,-5.0,-8.0,,,,,,-13.9,,,-22.0,,23.8,-61.9,,,-25.0,-25.4,,21.0,-48.0,,,,-2.8,,,-39.0,,32.0,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,False,,,False,,False
47187,632,539.0,,514.9,,506.0,506.0,,,,,,510.7,,,358.0,,605.3,166.6,596.5,,516.0,492.6,,569.0,360.0,,,,501.6,386.0,,460.0,,854.4,-93.0,,-117.1,,-126.0,-126.0,,,,,,-121.3,,,-274.0,,-26.7,-465.4,-35.5,,-116.0,-139.4,,-63.0,-272.0,,,,-130.4,-246.0,,-172.0,,222.4,,False,,False,False,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,False,,False,,False
47189,415,330.0,,341.3,,330.0,331.0,,,,,,298.9,,,317.0,,382.1,173.4,371.0,,330.0,299.8,,354.0,111.0,,,,309.3,292.0,,297.0,,448.4,-85.0,,-73.7,,-85.0,-84.0,,,,,,-116.1,,,-98.0,,-32.9,-241.6,-44.0,,-85.0,-115.2,,-61.0,-304.0,,,,-105.7,-123.0,,-118.0,,33.4,,True,,False,True,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,False,,False,,True
48001,435,38.0,,34.8,,36.0,0.0,,,,,,77.7,,,208.0,,42.7,27.0,41.0,,45.0,30.4,,47.0,0.0,,,,31.5,,,28.0,,39.6,-397.0,,-400.2,,-399.0,-435.0,,,,,,-357.3,,,-227.0,,-392.3,-408.0,-394.0,,-390.0,-404.6,,-388.0,-435.0,,,,-403.5,,,-407.0,,-395.4,,False,,False,False,,,,,,True,,,True,,True,False,True,,True,False,,True,False,,,,False,,,False,,True
48003,74,83.0,,82.8,,71.0,71.0,,,,,,75.3,,,71.0,,91.4,13.2,,,39.0,30.1,,79.0,128.0,,,,,,,62.0,,87.5,9.0,,8.8,,-3.0,-3.0,,,,,,1.3,,,-3.0,,17.4,-60.8,,,-35.0,-43.9,,5.0,54.0,,,,,,,-12.0,,13.5,,True,,True,True,,,,,,True,,,True,,False,False,,,False,False,,True,False,,,,,,,False,,False
48005,691,40.0,,40.9,,40.0,39.0,,,,,,43.1,,,162.0,,41.3,39.0,75.0,,26.0,10.0,,40.0,41.0,,,,40.5,,,28.0,,55.4,-651.0,,-650.1,,-651.0,-652.0,,,,,,-647.9,,,-529.0,,-649.7,-652.0,-616.0,,-665.0,-681.0,,-651.0,-650.0,,,,-650.5,,,-663.0,,-635.6,,True,,False,False,,,,,,True,,,True,,True,False,True,,False,False,,False,True,,,,True,,,False,,True
48007,82,5.0,,4.6,,5.0,7.0,,,,,,9.6,,,7.0,,19.3,7.5,,,2.0,1.4,,7.0,20.0,,,,,,,5.0,,5.2,-77.0,,-77.4,,-77.0,-75.0,,,,,,-72.4,,,-75.0,,-62.7,-74.5,,,-80.0,-80.6,,-75.0,-62.0,,,,,,,-77.0,,-76.8,,False,,False,True,,,,,,True,,,True,,True,True,,,False,False,,True,True,,,,,,,False,,True
48009,33,28.0,,28.0,,16.0,15.0,,,,,,25.7,,,11.0,,42.1,8.0,,,12.0,16.3,,34.0,28.0,,,,,,,21.0,,28.3,-5.0,,-5.0,,-17.0,-18.0,,,,,,-7.3,,,-22.0,,9.1,-25.0,,,-21.0,-16.7,,1.0,-5.0,,,,,,,-12.0,,-4.7,,True,,False,False,,,,,,False,,,False,,False,False,,,False,False,,True,False,,,,,,,False,,True
48011,7,3.0,,1.9,,2.0,0.0,,,,,,2.1,,,3.0,,16.8,0.4,,,2.0,0.1,,7.0,1.0,,,,,,,3.0,,4.0,-4.0,,-5.1,,-5.0,-7.0,,,,,,-4.9,,,-4.0,,9.8,-6.6,,,-5.0,-6.9,,0.0,-6.0,,,,,,,-4.0,,-3.0,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,True,False,,,,,,,False,,True
48013,277,17.0,,23.7,,20.0,21.0,,,,,,29.7,,,33.0,,33.7,19.4,21.0,,17.0,10.7,,20.0,4.0,,,,19.9,,,12.0,,23.3,-260.0,,-253.3,,-257.0,-256.0,,,,,,-247.3,,,-244.0,,-243.3,-257.6,-256.0,,-260.0,-266.3,,-257.0,-273.0,,,,-257.1,,,-265.0,,-253.7,,True,,True,True,,,,,,True,,,True,,True,True,True,,False,False,,True,False,,,,True,,,False,,True
48015,59,4.0,,4.7,,5.0,0.0,,,,,,14.9,,,22.0,,14.0,7.8,7.0,,8.0,8.7,,7.0,16.0,,,,,,,12.0,,5.0,-55.0,,-54.3,,-54.0,-59.0,,,,,,-44.1,,,-37.0,,-45.0,-51.2,-52.0,,-51.0,-50.3,,-52.0,-43.0,,,,,,,-47.0,,-54.0,,True,,True,False,,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,,,,True,,True
48017,121,31.0,,31.3,,29.0,7.0,,,,,,28.1,,,29.0,,35.2,7.0,,,4.0,13.2,,31.0,59.0,,,,,,,23.0,,33.8,-90.0,,-89.7,,-92.0,-114.0,,,,,,-92.9,,,-92.0,,-85.8,-114.0,,,-117.0,-107.8,,-90.0,-62.0,,,,,,,-98.0,,-87.2,,True,,False,False,,,,,,False,,,False,,True,False,,,False,False,,False,True,,,,,,,False,,True
48019,41,5.0,,3.4,,4.0,4.0,,,,,,11.5,,,14.0,,11.1,4.9,,,4.0,1.8,,9.0,13.0,,,,,,,4.0,,3.9,-36.0,,-37.6,,-37.0,-37.0,,,,,,-29.5,,,-27.0,,-29.9,-36.1,,,-37.0,-39.2,,-32.0,-28.0,,,,,,,-37.0,,-37.1,,False,,False,False,,,,,,True,,,True,,True,False,,,False,False,,True,True,,,,,,,False,,False
48021,402,32.0,,32.7,,33.0,43.0,,,,,,68.0,,,92.0,,57.3,36.4,42.0,,33.0,28.9,,51.0,50.0,,,,26.4,,,25.0,,43.9,-370.0,,-369.3,,-369.0,-359.0,,,,,,-334.0,,,-310.0,,-344.7,-365.6,-360.0,,-369.0,-373.1,,-351.0,-352.0,,,,-375.6,,,-377.0,,-358.1,,True,,True,True,,,,,,True,,,True,,True,True,True,,True,False,,True,True,,,,False,,,False,,True
48023,63,3.0,,2.4,,2.0,0.0,,,,,,6.8,,,7.0,,1.1,1.7,,,4.0,0.3,,3.0,6.0,,,,,,,2.0,,2.4,-60.0,,-60.6,,-61.0,-63.0,,,,,,-56.2,,,-56.0,,-61.9,-61.3,,,-59.0,-62.7,,-60.0,-57.0,,,,,,,-61.0,,-60.6,,False,,False,False,,,,,,True,,,True,,False,False,,,True,False,,False,True,,,,,,,False,,False
48025,121,19.0,,20.8,,20.0,,,,,,,34.1,,,28.0,,40.8,10.3,27.0,,18.0,19.8,,19.0,101.0,,,,,,,16.0,,31.4,-102.0,,-100.2,,-101.0,,,,,,,-86.9,,,-93.0,,-80.2,-110.7,-94.0,,-103.0,-101.2,,-102.0,-20.0,,,,,,,-105.0,,-89.6,,True,,True,,,,,,,True,,,True,,True,False,True,,False,True,,False,True,,,,,,,False,,True
48027,306,233.0,,240.2,,232.0,232.0,,,,,,297.6,,,606.0,,274.8,159.0,240.0,,204.5,193.8,,352.0,341.0,,,,182.1,170.0,,191.0,,420.4,-73.0,,-65.8,,-74.0,-74.0,,,,,,-8.4,,,300.0,,-31.2,-147.0,-66.0,,-101.5,-112.2,,46.0,35.0,,,,-123.9,-136.0,,-115.0,,114.4,,True,,False,False,,,,,,True,,,False,,True,False,True,,False,False,,True,True,,,,False,False,,False,,False
48029,1492,1397.0,,834.5,1510.6,1214.0,767.0,,,,,,2110.4,,,1493.0,,1246.7,1186.6,1344.0,,1182.0,1362.9,,1541.0,1064.0,,,,1134.5,1151.0,,1185.0,,1919.0,-95.0,,-657.5,18.6,-278.0,-725.0,,,,,,618.4,,,1.0,,-245.3,-305.4,-148.0,,-310.0,-129.1,,49.0,-428.0,,,,-357.5,-341.0,,-307.0,,427.0,,False,True,False,False,,,,,,False,,,True,,False,False,False,,False,False,,True,False,,,,False,False,,False,,False
48031,22,4.0,,4.3,,4.0,5.0,,,,,,6.5,,,10.0,,9.0,2.4,,,3.0,1.8,,7.0,6.0,,,,,,,3.0,,4.7,-18.0,,-17.7,,-18.0,-17.0,,,,,,-15.5,,,-12.0,,-13.0,-19.6,,,-19.0,-20.2,,-15.0,-16.0,,,,,,,-19.0,,-17.3,,True,,False,True,,,,,,True,,,True,,True,False,,,False,False,,True,True,,,,,,,False,,True
48033,4,0.0,,0.1,,0.0,0.0,,,,,,0.1,,,0.0,,0.5,1.0,,,,0.0,,1.0,0.0,,,,,,,0.0,,0.6,-4.0,,-3.9,,-4.0,-4.0,,,,,,-3.9,,,-4.0,,-3.5,-3.0,,,,-4.0,,-3.0,-4.0,,,,,,,-4.0,,-3.4,,True,,False,False,,,,,,True,,,False,,True,True,,,,True,,True,False,,,,,,,False,,True
48035,59,13.0,,13.6,,14.0,14.0,,,,,,23.7,,,25.0,,32.8,5.9,,,7.0,10.2,,22.0,11.0,,,,,,,3.0,,14.4,-46.0,,-45.4,,-45.0,-45.0,,,,,,-35.3,,,-34.0,,-26.2,-53.1,,,-52.0,-48.8,,-37.0,-48.0,,,,,,,-56.0,,-44.6,,True,,True,True,,,,,,True,,,True,,True,False,,,False,False,,True,False,,,,,,,False,,True
48037,641,267.0,,265.8,,254.0,365.0,,,,,,216.6,,,172.0,,271.4,76.6,175.5,,290.0,160.5,,243.0,260.0,,,,234.8,,,235.0,,243.1,-374.0,,-375.2,,-387.0,-276.0,,,,,,-424.4,,,-469.0,,-369.6,-564.4,-465.5,,-351.0,-480.5,,-398.0,-381.0,,,,-406.2,,,-406.0,,-397.9,,False,,False,True,,,,,,False,,,False,,True,False,False,,True,False,,False,False,,,,False,,,False,,False
48039,349,310.0,,300.7,305.3,269.0,360.0,,,,,,386.7,,,218.0,,264.3,173.9,249.5,,166.0,245.5,,364.0,329.0,,,,274.4,240.0,,258.0,,345.7,-39.0,,-48.3,-43.7,-80.0,11.0,,,,,,37.7,,,-131.0,,-84.7,-175.1,-99.5,,-183.0,-103.5,,15.0,-20.0,,,,-74.6,-109.0,,-91.0,,-3.3,,False,False,False,True,,,,,,True,,,False,,False,False,False,,False,False,,True,True,,,,False,False,,False,,True
48041,393,292.0,,292.2,,292.0,338.0,,,,,,406.4,,,397.0,,206.4,99.1,267.0,,187.0,276.1,,273.0,406.0,,,,316.9,502.0,,259.0,,283.9,-101.0,,-100.8,,-101.0,-55.0,,,,,,13.4,,,4.0,,-186.6,-293.9,-126.0,,-206.0,-116.9,,-120.0,13.0,,,,-76.1,109.0,,-134.0,,-109.1,,True,,False,True,,,,,,True,,,True,,False,False,False,,False,False,,False,True,,,,True,False,,False,,False
48043,36,10.0,,10.1,,7.0,,,,,,,18.3,,,28.0,,3.3,3.3,,,5.0,4.1,,,7.0,,,,,,,7.0,,9.2,-26.0,,-25.9,,-29.0,,,,,,,-17.7,,,-8.0,,-32.7,-32.7,,,-31.0,-31.9,,,-29.0,,,,,,,-29.0,,-26.8,,True,,False,,,,,,,True,,,True,,False,False,,,False,False,,,False,,,,,,,False,,False
48045,10,3.0,,2.9,,2.0,0.0,,,,,,4.7,,,2.0,,2.7,0.1,,,2.0,1.1,,5.0,12.0,,,,,,,3.0,,2.6,-7.0,,-7.1,,-8.0,-10.0,,,,,,-5.3,,,-8.0,,-7.3,-9.9,,,-8.0,-8.9,,-5.0,2.0,,,,,,,-7.0,,-7.4,,False,,False,False,,,,,,True,,,False,,False,False,,,False,False,,True,True,,,,,,,False,,False
48047,60,18.0,,18.5,,8.0,6.0,,,,,,22.5,,,8.0,,20.1,3.6,,,5.0,7.9,,11.0,29.0,,,,,,,17.0,,13.0,-42.0,,-41.5,,-52.0,-54.0,,,,,,-37.5,,,-52.0,,-39.9,-56.4,,,-55.0,-52.1,,-49.0,-31.0,,,,,,,-43.0,,-47.0,,True,,False,False,,,,,,True,,,False,,True,False,,,False,False,,False,True,,,,,,,False,,False
48049,447,40.0,,41.1,,41.0,43.0,,,,,,44.6,,,75.0,,43.3,18.7,57.0,,34.0,33.4,,48.0,47.0,,,,,,,33.0,,47.0,-407.0,,-405.9,,-406.0,-404.0,,,,,,-402.4,,,-372.0,,-403.7,-428.3,-390.0,,-413.0,-413.6,,-399.0,-400.0,,,,,,,-414.0,,-400.0,,True,,True,True,,,,,,True,,,True,,True,False,True,,False,False,,True,True,,,,,,,False,,True
48051,77,25.0,,24.2,,25.0,36.0,,,,,,38.1,,,24.0,,61.3,13.1,,,28.0,18.5,,46.0,11.0,,,,,,,22.0,,28.8,-52.0,,-52.8,,-52.0,-41.0,,,,,,-38.9,,,-53.0,,-15.7,-63.9,,,-49.0,-58.5,,-31.0,-66.0,,,,,,,-55.0,,-48.2,,False,,False,True,,,,,,True,,,False,,True,False,,,True,False,,True,False,,,,,,,False,,True
48053,85,208.0,,214.3,,176.0,235.0,,,,,,125.4,,,63.0,,266.0,42.3,110.5,,84.0,66.0,,189.0,190.0,,,,,,,17.0,,176.4,123.0,,129.3,,91.0,150.0,,,,,,40.4,,,-22.0,,181.0,-42.7,25.5,,-1.0,-19.0,,104.0,105.0,,,,,,,-68.0,,91.4,,False,,True,False,,,,,,True,,,True,,False,True,True,,True,True,,True,True,,,,,,,True,,True
48055,93,37.0,,36.4,,33.0,21.0,,,,,,54.0,,,46.0,,29.9,21.8,28.0,,23.0,24.5,,35.0,75.0,,,,40.7,,,30.0,,38.0,-56.0,,-56.6,,-60.0,-72.0,,,,,,-39.0,,,-47.0,,-63.1,-71.2,-65.0,,-70.0,-68.5,,-58.0,-18.0,,,,-52.3,,,-63.0,,-55.0,,False,,False,False,,,,,,True,,,True,,False,False,False,,False,False,,False,True,,,,True,,,False,,True
48057,20,7.0,,7.3,,7.0,0.0,,,,,,25.3,,,9.0,,58.3,6.7,,,0.0,6.8,,,86.0,,,,,,,13.0,,17.9,-13.0,,-12.7,,-13.0,-20.0,,,,,,5.3,,,-11.0,,38.3,-13.3,,,-20.0,-13.2,,,66.0,,,,,,,-7.0,,-2.1,,True,,False,False,,,,,,True,,,True,,False,False,,,False,False,,,False,,,,,,,True,,True
48059,122,14.0,,13.6,,13.0,6.0,,,,,,10.5,,,13.0,,26.3,8.9,,,8.0,7.0,,20.0,16.0,,,,,,,13.0,,14.3,-108.0,,-108.4,,-109.0,-116.0,,,,,,-111.5,,,-109.0,,-95.7,-113.1,,,-114.0,-115.0,,-102.0,-106.0,,,,,,,-109.0,,-107.7,,False,,False,False,,,,,,False,,,False,,True,False,,,False,False,,True,True,,,,,,,False,,True
48061,318,304.0,,310.3,330.7,285.0,279.0,,,,,,445.1,,,844.0,,254.2,235.0,320.5,,206.0,242.5,,247.0,487.0,,,,288.7,101.0,,190.0,,359.2,-14.0,,-7.7,12.7,-33.0,-39.0,,,,,,127.1,,,526.0,,-63.8,-83.0,2.5,,-112.0,-75.5,,-71.0,169.0,,,,-29.3,-217.0,,-128.0,,41.2,,True,True,False,False,,,,,,False,,,False,,False,False,True,,False,False,,False,False,,,,False,False,,False,,False
48063,83,15.0,,15.2,,11.0,0.0,,,,,,15.2,,,21.0,,11.1,5.1,,,10.0,10.0,,17.0,39.0,,,,,,,13.0,,14.8,-68.0,,-67.8,,-72.0,-83.0,,,,,,-67.8,,,-62.0,,-71.9,-77.9,,,-73.0,-73.0,,-66.0,-44.0,,,,,,,-70.0,,-68.2,,True,,False,False,,,,,,True,,,True,,False,False,,,False,False,,True,True,,,,,,,False,,False
48065,34,2.0,,2.5,,3.0,0.0,,,,,,5.6,,,14.0,,10.9,1.2,,,6.0,2.6,,4.0,3.0,,,,,,,1.0,,3.9,-32.0,,-31.5,,-31.0,-34.0,,,,,,-28.4,,,-20.0,,-23.1,-32.8,,,-28.0,-31.4,,-30.0,-31.0,,,,,,,-33.0,,-30.1,,True,,True,False,,,,,,True,,,True,,True,False,,,True,True,,True,True,,,,,,,False,,True
